,practice,year,items,low_med_dose_items,proportion_lm_dose
4193,J82073,2018,10416,4226,0.40572196620583717
4194,J82074,2018,13138,7504,0.5711676054193942
4195,J82075,2018,10811,5235,0.48422902599204515
4196,J82076,2018,14565,7122,0.48898043254376933
4197,J82077,2018,12322,6648,0.5395228047394903
4198,J82079,2018,6833,3686,0.5394409483389434
4199,J82080,2018,1296,447,0.3449074074074074
4200,J82081,2018,14287,6405,0.4483096521313082
4201,J82082,2018,8078,4322,0.53503342411488
4202,J82083,2018,41345,21926,0.5303180553875922
4203,J82084,2018,5375,3885,0.7227906976744186
4204,J82085,2018,13762,7248,0.5266676355180933
4205,J82087,2018,6124,2793,0.45607446113651207
4206,J82088,2018,10079,4886,0.4847703145153289
4207,J82089,2018,9657,5613,0.5812364088226157
4208,J82090,2018,11469,6496,0.56639637283111
4209,J82092,2018,6379,3336,0.5229659821288604
4210,J82094,2018,29945,18983,0.6339288695942561
4211,J82097,2018,9886,5379,0.5441027715961967
4212,J82098,2018,19137,8196,0.42828029471704027
4213,J82099,2018,11876,6684,0.5628157628831256
4214,J82101,2018,8959,4545,0.50731108382632
4215,J82102,2018,13041,6926,0.5310942412391688
4216,J82103,2018,8451,4796,0.5675068039285291
4217,J82104,2018,12104,6678,0.5517184401850628
4218,J82106,2018,8882,4805,0.5409817608646701
4219,J82110,2018,10492,5991,0.5710064811284788
4220,J82112,2018,10787,6193,0.5741169926763697
4221,J82114,2018,6369,3052,0.47919610613911134
4222,J82115,2018,5523,1621,0.2934999094694912
4223,J82116,2018,13240,7706,0.58202416918429
4224,J82117,2018,12291,6131,0.498820274997966
4225,J82119,2018,9872,5552,0.5623987034035657
4226,J82120,2018,11491,5590,0.48646767035070926
4227,J82121,2018,6958,4298,0.6177062374245473
4228,J82122,2018,8995,5443,0.6051139521956642
4229,J82123,2018,5213,2764,0.530212929215423
4230,J82124,2018,13536,6858,0.5066489361702128
4231,J82125,2018,9417,3359,0.35669533821811616
4232,J82126,2018,4489,2530,0.5635999108932948
4233,J82128,2018,7084,2603,0.3674477696216827
4234,J82129,2018,10482,5343,0.5097309673726388
4235,J82130,2018,11183,6690,0.5982294554234105
4236,J82131,2018,21984,9795,0.4455513100436681
4237,J82132,2018,17277,7513,0.4348555883544597
4238,J82133,2018,5787,3016,0.521168135476067
4239,J82134,2018,29114,15410,0.5292986192209933
4240,J82135,2018,9204,4570,0.4965232507605389
4241,J82136,2018,6524,3533,0.5415389331698345
4242,J82138,2018,19360,9145,0.47236570247933884
4243,J82139,2018,25926,13475,0.5197485150042428
4244,J82141,2018,11616,6079,0.5233298898071626
4245,J82142,2018,13644,6507,0.47691292875989444
4246,J82143,2018,9229,5041,0.5462130241629646
4247,J82144,2018,18947,10264,0.5417216445875337
4248,J82145,2018,20537,11481,0.5590397818571359
4249,J82146,2018,5740,3433,0.5980836236933798
4250,J82147,2018,4229,2292,0.5419720974225585
4251,J82149,2018,10192,4912,0.48194662480376765
4252,J82150,2018,12691,6805,0.5362067606965566
4253,J82151,2018,7267,4185,0.5758910141736617
4254,J82152,2018,9033,5068,0.5610539134285398
4255,J82154,2018,15863,8282,0.5220954422240434
4256,J82155,2018,50346,24289,0.4824415047868748
4257,J82156,2018,6784,4308,0.6350235849056604
4258,J82157,2018,13413,6740,0.502497576977559
4259,J82161,2018,11344,5662,0.4991184767277856
4260,J82163,2018,17886,8534,0.4771329531477133
4261,J82164,2018,15680,6274,0.40012755102040815
4262,J82165,2018,3808,1588,0.4170168067226891
4263,J82166,2018,20913,12281,0.5872423851193038
4264,J82169,2018,4114,2017,0.4902771025765678
4265,J82174,2018,8333,4071,0.48853954158166324
4266,J82177,2018,3416,1745,0.5108313817330211
4267,J82178,2018,9965,3396,0.3407927747114902
4268,J82180,2018,3829,2222,0.580308174458083
4269,J82181,2018,10667,2857,0.26783538014437047
4270,J82183,2018,4751,2070,0.43569774784255944
4271,J82184,2018,2805,1405,0.5008912655971479
4272,J82188,2018,3936,2195,0.5576727642276422
4273,J82190,2018,9,6,0.6666666666666666
4274,J82192,2018,6844,3701,0.5407656341320864
4275,J82194,2018,13746,7584,0.5517241379310345
4276,J82195,2018,4073,1856,0.4556837711760373
4277,J82196,2018,13226,7099,0.5367458037199455
4278,J82197,2018,3900,2316,0.5938461538461538
4279,J82198,2018,3297,1943,0.5893236275401881
4280,J82199,2018,942,432,0.4585987261146497
4281,J82201,2018,5815,3052,0.5248495270851247
4282,J82206,2018,831,332,0.39951865222623345
4283,J82207,2018,5054,2399,0.47467352592006334
4284,J82208,2018,6161,3262,0.5294595033273819
4285,J82210,2018,11811,5756,0.48734230801794937
4286,J82212,2018,1637,1009,0.6163714111178986
4287,J82213,2018,4060,1834,0.4517241379310345
4288,J82214,2018,10383,5848,0.5632283540402581
4289,J82215,2018,6996,3849,0.5501715265866209
4290,J82216,2018,11135,6685,0.6003592276605298
4291,J82217,2018,141,30,0.2127659574468085
4292,J82218,2018,7485,4527,0.604809619238477
4293,J82220,2018,6539,3503,0.5357088239792017
4294,J82605,2018,1141,402,0.3523225241016652
4295,J82622,2018,22505,12271,0.5452566096423017
4296,J82625,2018,3515,1758,0.5001422475106686
4297,J82628,2018,7024,3096,0.4407744874715262
4298,J82630,2018,4591,2248,0.48965367022435197
4299,J82633,2018,6192,3005,0.48530361757105944
4300,J82639,2018,9995,5317,0.5319659829914958
4301,J82640,2018,6138,3060,0.49853372434017595
4302,J82646,2018,8831,4713,0.5336881440380478
4303,J82648,2018,4162,2339,0.5619894281595387
4304,J82663,2018,1104,543,0.49184782608695654
4305,J82669,2018,6476,2801,0.43252007411982707
4306,J82688,2018,995,537,0.5396984924623116
4307,J83001,2018,18281,7998,0.4375034188501723
4308,J83002,2018,27887,11387,0.40832646035787284
4309,J83003,2018,12153,5081,0.41808606928330455
4310,J83004,2018,8395,3942,0.46956521739130436
4311,J83005,2018,12732,6021,0.4729029217719133
4312,J83006,2018,12294,6472,0.5264356596713844
4313,J83007,2018,16582,7895,0.47611868290917864
4314,J83008,2018,17714,5606,0.31647284633623124
4315,J83009,2018,31756,13953,0.43938153419826176
4316,J83010,2018,12165,5330,0.4381422112618167
4317,J83011,2018,21437,7999,0.37313989830666605
4318,J83013,2018,8133,3667,0.4508791343907537
4319,J83014,2018,15268,7024,0.4600471574534975
4320,J83016,2018,26364,11204,0.4249734486420877
4321,J83018,2018,18378,7355,0.4002067689628904
4322,J83019,2018,16664,7025,0.42156745079212676
4323,J83020,2018,10,2,0.2
4324,J83021,2018,17459,7416,0.4247665960249728
4325,J83022,2018,7066,3177,0.4496178884800453
4326,J83023,2018,11194,2759,0.24647132392353047
4327,J83024,2018,16411,4995,0.30436902077874595
4328,J83025,2018,5603,2175,0.38818490094592184
4329,J83026,2018,30599,12020,0.3928232948789176
4330,J83027,2018,25484,11982,0.47017736619055095
4331,J83028,2018,1,0,0.0
4332,J83029,2018,9861,4542,0.4606023729844843
4333,J83030,2018,38761,11400,0.2941100590800031
4334,J83031,2018,18751,8040,0.4287771318862994
4335,J83032,2018,1,0,0.0
4336,J83033,2018,6449,3754,0.5821057528298961
4337,J83034,2018,5912,2166,0.3663734776725304
4338,J83035,2018,17582,8084,0.4597884199749744
4339,J83036,2018,11977,5870,0.49010603657009266
4340,J83037,2018,19018,9711,0.5106215164580923
4341,J83038,2018,18068,6408,0.35466017268098293
4342,J83039,2018,12532,5929,0.47310884136610276
4343,J83040,2018,21524,11001,0.5111038840364245
4344,J83041,2018,18418,8308,0.4510804647627321
4345,J83042,2018,15021,5370,0.35749950069902137
4346,J83043,2018,11610,4630,0.3987941429801895
4347,J83045,2018,11907,4961,0.4166456706139246
4348,J83046,2018,21138,6924,0.3275617371558331
4349,J83047,2018,12879,5988,0.4649429303517354
4350,J83048,2018,8085,3269,0.4043290043290043
4351,J83049,2018,9977,5101,0.5112759346496943
4352,J83050,2018,7053,3045,0.43173117822203316
4353,J83052,2018,4495,2273,0.5056729699666296
4354,J83053,2018,5835,2857,0.48963153384747216
4355,J83054,2018,2,1,0.5
4356,J83055,2018,13590,6532,0.4806475349521707
4357,J83056,2018,5934,2686,0.45264577013818674
4358,J83057,2018,17670,7855,0.444538766270515
4359,J83058,2018,6061,2973,0.4905131166474179
4360,J83059,2018,11838,5679,0.47972630511910797
4361,J83060,2018,7518,3475,0.46222399574354883
4362,J83063,2018,4871,2326,0.4775200164237323
4363,J83064,2018,11782,4723,0.40086572738075027
4364,J83601,2018,6524,1044,0.1600245248313918
4365,J83603,2018,5520,2416,0.43768115942028984
4366,J83609,2018,5353,3378,0.6310480104614234
4367,J83615,2018,5633,1610,0.28581572874134564
4368,J83618,2018,6015,2745,0.456359102244389
4369,J83619,2018,3252,1073,0.3299507995079951
4370,J83625,2018,7529,3356,0.4457431265772347
4371,J83629,2018,4553,2182,0.479244454206018
4372,J83630,2018,3530,1239,0.3509915014164306
4373,J83632,2018,6577,2593,0.39425269879884445
4374,J83633,2018,9350,4151,0.4439572192513369
4375,J83636,2018,4642,1153,0.24838431710469625
4376,J83642,2018,9,1,0.1111111111111111
4377,J83643,2018,93,51,0.5483870967741935
4378,J83644,2018,950,445,0.46842105263157896
4379,J83645,2018,5101,2181,0.42756322289747106
4380,J83646,2018,8292,3656,0.4409068982151471
4381,J84003,2018,10283,6451,0.6273461052222115
4382,J84004,2018,14350,6781,0.4725435540069686
4383,J84005,2018,11330,5634,0.49726390114739627
4384,J84007,2018,13109,6625,0.5053779845907392
4385,J84008,2018,7623,4232,0.5551620097074642
4386,J84010,2018,18815,10205,0.5423863938347063
4387,J84011,2018,15961,8206,0.5141281874569262
4388,J84012,2018,15847,7780,0.49094465829494544
4389,J84013,2018,19277,7843,0.40685791357576384
4390,J84014,2018,18642,8785,0.4712477202016951
4391,J84015,2018,12130,6613,0.5451772464962902
4392,J84016,2018,12814,6776,0.5287966286873732
4393,J84017,2018,10995,6671,0.6067303319690769
4394,J84018,2018,4200,2595,0.6178571428571429
4395,J84019,2018,19247,10980,0.5704785161323843
4396,J84020,2018,4941,2183,0.4418133980975511
4397,K81001,2018,8312,3354,0.40351299326275264
4398,K81002,2018,11222,5104,0.4548208875423276
4399,K81003,2018,11276,6147,0.5451401206101455
4400,K81004,2018,19410,9685,0.49896960329726947
4401,K81005,2018,5521,848,0.15359536315884803
4402,K81006,2018,12316,3452,0.28028580708022083
4403,K81007,2018,5907,3526,0.5969189097680718
4404,K81010,2018,4486,1581,0.3524297815425769
4405,K81012,2018,15808,7957,0.5033527327935222
4406,K81014,2018,16697,7467,0.44720608492543573
4407,K81015,2018,3467,1409,0.40640323045860977
4408,K81017,2018,18648,9876,0.5296010296010296
4409,K81018,2018,7252,3391,0.4675951461665747
4410,K81019,2018,3126,1492,0.47728726807421623
4411,K81020,2018,10474,4143,0.39555088791292725
4412,K81021,2018,9278,3509,0.37820651002371203
4413,K81022,2018,26509,13979,0.5273303406390283
4414,K81023,2018,6584,2775,0.42147630619684084
4415,K81024,2018,21955,8047,0.36652243224777953
4416,K81025,2018,14396,8477,0.5888441233676021
4417,K81026,2018,5325,3162,0.5938028169014085
4418,K81027,2018,23341,15009,0.6430315753395313
4419,K81028,2018,4989,2061,0.41310883944678295
4420,K81030,2018,18937,5662,0.2989913925120135
4421,K81032,2018,2958,1120,0.3786342123056119
4422,K81034,2018,10714,4095,0.3822101922717939
4423,K81036,2018,7327,2775,0.37873618124744096
4424,K81039,2018,11595,3647,0.3145321259163433
4425,K81040,2018,10596,6215,0.5865420913552284
4426,K81041,2018,7715,4344,0.5630589760207388
4427,K81042,2018,8712,3395,0.389692378328742
4428,K81043,2018,13278,5879,0.44276246422654014
4429,K81045,2018,9729,5669,0.5826909240415253
4430,K81046,2018,5492,1796,0.32702112163146396
4431,K81047,2018,13366,8101,0.606090079305701
4432,K81048,2018,7288,3937,0.5402030735455543
4433,K81050,2018,12212,6451,0.5282509007533573
4434,K81051,2018,7793,4451,0.5711535993840626
4435,K81052,2018,9506,4214,0.44329896907216493
4436,K81055,2018,9922,4636,0.46724450715581534
4437,K81056,2018,6198,3733,0.6022910616327848
4438,K81057,2018,5862,2683,0.4576936199249403
4439,K81059,2018,6633,2135,0.32187547112920245
4440,K81060,2018,4240,1348,0.3179245283018868
4441,K81062,2018,8700,4438,0.5101149425287357
4442,K81063,2018,18614,10445,0.5611367787686687
4443,K81066,2018,11274,5819,0.5161433386553131
4444,K81067,2018,8023,4040,0.5035522871743737
4445,K81068,2018,6964,3004,0.43136128661688683
4446,K81069,2018,11471,5802,0.5057972277918229
4447,K81070,2018,12558,6989,0.5565376652333174
4448,K81073,2018,21056,10420,0.49487082066869303
4449,K81074,2018,4726,2550,0.539568345323741
4450,K81075,2018,24171,8674,0.3588597906582268
4451,K81076,2018,7712,3108,0.40300829875518673
4452,K81077,2018,15343,5727,0.3732646809620022
4453,K81078,2018,9464,5468,0.5777683854606932
4454,K81080,2018,4086,1870,0.45766030347528147
4455,K81081,2018,2026,954,0.47087857847976305
4456,K81082,2018,9578,4515,0.47139277510962624
4457,K81083,2018,18354,8516,0.4639860520867386
4458,K81084,2018,4035,2064,0.5115241635687733
4459,K81085,2018,12132,3663,0.30192878338278933
4460,K81086,2018,11159,5315,0.47629715924365984
4461,K81087,2018,3128,656,0.20971867007672634
4462,K81089,2018,4262,1862,0.4368840919755983
4463,K81092,2018,6678,3190,0.4776879305181192
4464,K81094,2018,4109,1032,0.25115599902652713
4465,K81097,2018,7327,3176,0.43346526545653064
4466,K81100,2018,2483,1392,0.5606121627064036
4467,K81102,2018,11389,3159,0.2773729036789885
4468,K81103,2018,8999,4017,0.44638293143682634
4469,K81605,2018,11399,5175,0.453987191858935
4470,K81607,2018,4482,2579,0.5754127621597501
4471,K81608,2018,6014,1704,0.2833388759561024
4472,K81610,2018,10490,3668,0.34966634890371784
4473,K81613,2018,5512,2894,0.5250362844702468
4474,K81616,2018,4728,1701,0.3597715736040609
4475,K81622,2018,1684,1057,0.6276722090261283
4476,K81630,2018,12424,4151,0.334111397295557
4477,K81633,2018,7354,4163,0.5660864835463694
4478,K81636,2018,4058,2171,0.5349926071956629
4479,K81638,2018,1919,1125,0.5862428348097968
4480,K81640,2018,2077,1109,0.5339431872893596
4481,K81644,2018,11033,5269,0.47756729810568294
4482,K81645,2018,7154,2660,0.37181996086105673
4483,K81647,2018,876,520,0.593607305936073
4484,K81651,2018,8710,4561,0.5236509758897818
4485,K81655,2018,3736,1067,0.28559957173447537
4486,K81656,2018,2635,892,0.3385199240986717
4487,K81657,2018,2066,541,0.26185866408518876
4488,K82001,2018,7228,4489,0.6210570005534034
4489,K82003,2018,10165,4075,0.40088539104771276
4490,K82004,2018,9087,4985,0.5485858919335315
4491,K82005,2018,2691,1332,0.49498327759197325
4492,K82006,2018,11384,4636,0.4072382290934645
4493,K82007,2018,34035,19049,0.55968855589834
4494,K82008,2018,9607,4907,0.5107733943999168
4495,K82009,2018,11380,6830,0.6001757469244289
4496,K82010,2018,5395,2909,0.5392029657089898
4497,K82011,2018,4238,2379,0.5613496932515337
4498,K82012,2018,4636,2614,0.5638481449525453
4499,K82013,2018,14084,6650,0.4721669980119284
4500,K82014,2018,5614,3480,0.6198788742429641
4501,K82015,2018,10326,6058,0.5866744141003293
4502,K82016,2018,18517,9468,0.5113139277420748
4503,K82017,2018,8523,4735,0.5555555555555556
4504,K82018,2018,15185,6313,0.41573921633190647
4505,K82019,2018,9650,4990,0.5170984455958549
4506,K82020,2018,6309,3113,0.49342209541924237
4507,K82021,2018,13625,8235,0.6044036697247707
4508,K82022,2018,9205,4427,0.4809342748506247
4509,K82023,2018,18112,10190,0.5626104240282686
4510,K82024,2018,9183,4277,0.4657519329195252
4511,K82025,2018,9046,4478,0.49502542560247625
4512,K82026,2018,14578,9808,0.6727946220332007
4513,K82027,2018,5701,3768,0.6609366777758288
4514,K82028,2018,6963,3983,0.5720235530662071
4515,K82029,2018,6770,3883,0.573559822747415
4516,K82030,2018,10321,4766,0.46177695959693826
4517,K82031,2018,4084,2605,0.6378550440744368
4518,K82032,2018,9484,5703,0.6013285533530156
4519,K82033,2018,19632,11459,0.5836898940505297
4520,K82035,2018,2307,1548,0.6710013003901171
4521,K82036,2018,8308,4486,0.5399614829080405
4522,K82037,2018,13063,7666,0.5868483503023808
4523,K82038,2018,22497,13835,0.6149708850068898
4524,K82039,2018,9607,5351,0.5569896950140523
4525,K82040,2018,16912,8611,0.5091650898770104
4526,K82042,2018,6024,3573,0.5931274900398407
4527,K82043,2018,14823,7204,0.48600148417999056
4528,K82044,2018,9367,4902,0.5233265720081136
4529,K82045,2018,6381,3054,0.4786083685942642
4530,K82046,2018,10985,6086,0.5540282203004097
4531,K82047,2018,25631,13629,0.5317389099137763
4532,K82048,2018,6433,3264,0.5073838022695476
4533,K82049,2018,27231,14002,0.5141933825419559
4534,K82050,2018,7375,3070,0.41627118644067795
4535,K82051,2018,10570,5530,0.5231788079470199
4536,K82053,2018,9404,5135,0.5460442364951085
4537,K82054,2018,10440,5994,0.5741379310344827
4538,K82055,2018,10285,6188,0.6016528925619835
4539,K82057,2018,5528,2795,0.5056078147612156
4540,K82058,2018,4374,2366,0.5409236396890718
4541,K82059,2018,5046,2556,0.5065398335315101
4542,K82060,2018,2724,1199,0.44016152716593243
4543,K82061,2018,7580,3990,0.5263852242744064
4544,K82062,2018,1938,1001,0.5165118679050568
4545,K82064,2018,4282,2147,0.501401214385801
4546,K82065,2018,11947,5982,0.5007114756842722
4547,K82066,2018,7598,4005,0.5271123979994735
4548,K82067,2018,11934,6096,0.5108094519859225
4549,K82068,2018,7466,5211,0.6979641039378516
4550,K82070,2018,6280,3772,0.6006369426751592
4551,K82073,2018,34256,19890,0.5806282111163008
4552,K82074,2018,3692,2095,0.5674431202600216
4553,K82076,2018,6904,3949,0.5719872537659328
4554,K82078,2018,9240,4107,0.4444805194805195
4555,K82079,2018,13079,6219,0.47549506843030814
4556,K82603,2018,8754,3987,0.4554489376285127
4557,K82610,2018,5819,2595,0.4459529128716274
4558,K82615,2018,4540,2361,0.5200440528634361
4559,K82617,2018,4309,2244,0.5207704803898816
4560,K82618,2018,3039,1465,0.48206646923330043
4561,K82621,2018,2855,990,0.3467600700525394
4562,K82631,2018,5371,2858,0.5321169242226773
4563,K82633,2018,5948,3413,0.5738063214525891
4564,K82638,2018,21,12,0.5714285714285714
4565,K83002,2018,63570,29447,0.46322164543023436
4566,K83003,2018,12608,7291,0.5782836294416244
4567,K83005,2018,16714,5539,0.33139882733038173
4568,K83006,2018,14865,6653,0.4475613858055836
4569,K83007,2018,17456,10022,0.5741292392300642
4570,K83008,2018,18810,10932,0.5811802232854865
4571,K83009,2018,12168,5966,0.4903024326101249
4572,K83010,2018,24127,14393,0.596551581216065
4573,K83011,2018,19400,10941,0.5639690721649484
4574,K83012,2018,16341,8028,0.49127960345144117
4575,K83013,2018,14903,7498,0.5031201771455411
4576,K83014,2018,21027,10278,0.4888001141389642
4577,K83015,2018,19100,10224,0.5352879581151833
4578,K83017,2018,16025,8915,0.5563182527301092
4579,K83018,2018,15209,5441,0.3577487014267868
4580,K83019,2018,7403,4273,0.5771984330676753
4581,K83020,2018,2401,1392,0.5797584339858393
4582,K83021,2018,31962,13982,0.4374569801639447
4583,K83022,2018,10641,5284,0.4965698712527018
4584,K83023,2018,16480,6489,0.39375
4585,K83024,2018,16607,8869,0.5340519058228458
4586,K83025,2018,30432,12953,0.4256374868559411
4587,K83026,2018,24480,12107,0.4945669934640523
4588,K83027,2018,12172,7449,0.6119783108774236
4589,K83028,2018,16936,10616,0.6268304204062353
4590,K83029,2018,21735,9457,0.4351046698872786
4591,K83030,2018,15776,8969,0.5685218052738337
4592,K83031,2018,10265,5191,0.5056989771066731
4593,K83032,2018,26772,11908,0.44479306738383384
4594,K83033,2018,5983,3621,0.6052147751963898
4595,K83035,2018,7994,4195,0.5247685764323242
4596,K83036,2018,25009,11111,0.4442800591786957
4597,K83037,2018,23116,12029,0.5203754974909154
4598,K83039,2018,22207,11963,0.5387040122483902
4599,K83040,2018,15603,7502,0.4808049734025508
4600,K83041,2018,28424,17418,0.612792006754855
4601,K83042,2018,16214,6328,0.39028000493400766
4602,K83043,2018,19773,11592,0.5862539827036869
4603,K83044,2018,21228,9483,0.44672131147540983
4604,K83047,2018,26481,15743,0.5945017182130584
4605,K83048,2018,8103,4987,0.615451067505862
4606,K83049,2018,19433,8471,0.43590799156074717
4607,K83050,2018,6658,3871,0.5814058275758486
4608,K83051,2018,24028,9567,0.3981604794406526
4609,K83052,2018,27273,15988,0.5862208044586221
4610,K83053,2018,8715,3457,0.3966724039013196
4611,K83055,2018,8565,4582,0.5349678925861062
4612,K83056,2018,5329,4082,0.7659973728654532
4613,K83059,2018,12404,3181,0.25644953240890034
4614,K83064,2018,22027,10812,0.4908521360148908
4615,K83065,2018,10282,6613,0.6431628087920638
4616,K83066,2018,24718,10884,0.4403268872886156
4617,K83068,2018,9159,5272,0.5756086909051207
4618,K83069,2018,7703,4125,0.5355056471504609
4619,K83070,2018,13881,7853,0.5657373388084432
4620,K83076,2018,7148,3147,0.4402630106323447
4621,K83077,2018,13865,6780,0.4890010818608006
4622,K83079,2018,8119,4244,0.5227244734573223
4623,K83080,2018,8774,4833,0.5508320036471392
4624,K83081,2018,2452,1527,0.6227569331158238
4625,K83601,2018,12566,8339,0.6636161069552762
4626,K83607,2018,3579,2206,0.6163732886281084
4627,K83610,2018,11098,6314,0.5689313389799964
4628,K83614,2018,8577,3703,0.4317360382418095
4629,K83616,2018,6397,3893,0.608566515554166
4630,K83618,2018,9729,2875,0.29550827423167847
4631,K83620,2018,13812,5762,0.41717347234289026
4632,K83621,2018,7927,3253,0.4103696228081241
4633,K83622,2018,13178,6492,0.4926392472302322
4634,K83624,2018,14,7,0.5
4635,K83625,2018,5707,3049,0.5342561766251971
4636,K84001,2018,6803,3348,0.4921358224312803
4637,K84002,2018,12455,7247,0.5818546768366119
4638,K84003,2018,10144,5943,0.5858635646687698
4639,K84004,2018,9967,3607,0.3618942510283937
4640,K84006,2018,24624,14902,0.6051819363222872
4641,K84007,2018,5688,2985,0.5247890295358649
4642,K84008,2018,8458,4876,0.5764956254433672
4643,K84009,2018,14344,6763,0.47148633575013943
4644,K84010,2018,13017,6892,0.5294614734577859
4645,K84011,2018,8020,3980,0.49625935162094764
4646,K84012,2018,9039,3318,0.36707600398274143
4647,K84013,2018,5110,2190,0.42857142857142855
4648,K84014,2018,16034,6017,0.3752650617437944
4649,K84015,2018,5887,3428,0.5822999830134195
4650,K84016,2018,5177,2150,0.41529843538728994
4651,K84017,2018,25286,14880,0.5884679269160801
4652,K84019,2018,11600,7059,0.6085344827586207
4653,K84020,2018,8984,5178,0.5763579697239537
4654,K84021,2018,3848,2033,0.5283264033264033
4655,K84023,2018,8919,3684,0.4130507904473596
4656,K84024,2018,8909,6009,0.6744864743517791
4657,K84025,2018,16156,8942,0.5534785838078732
4658,K84026,2018,6953,3462,0.49791456925068317
4659,K84027,2018,17017,8890,0.5224187577128754
4660,K84028,2018,12273,6727,0.5481137456204677
4661,K84030,2018,28878,13225,0.4579610776369555
4662,K84031,2018,12049,5599,0.46468586604697487
4663,K84032,2018,8000,3545,0.443125
4664,K84033,2018,11093,5875,0.5296132696294961
4665,K84034,2018,4661,2126,0.45612529500107274
4666,K84035,2018,8227,3841,0.46687735505044364
4667,K84036,2018,5291,2385,0.45076545076545077
4668,K84037,2018,16947,9359,0.5522511358942586
4669,K84038,2018,23104,11585,0.501428324099723
4670,K84040,2018,15041,6968,0.46326707000864303
4671,K84041,2018,18675,7789,0.4170816599732262
4672,K84042,2018,9517,4585,0.48176946516759483
4673,K84043,2018,10445,3891,0.3725227381522259
4674,K84044,2018,11490,5614,0.4885987815491732
4675,K84045,2018,9299,5689,0.6117862135713518
4676,K84046,2018,11259,3626,0.32205346833644194
4677,K84047,2018,8945,3882,0.4339854667411962
4678,K84048,2018,9331,4045,0.4335012324509699
4679,K84049,2018,2612,1255,0.48047473200612556
4680,K84050,2018,7849,4163,0.5303860364377627
4681,K84051,2018,23097,10349,0.4480668485084643
4682,K84052,2018,17296,10210,0.5903098982423681
4683,K84054,2018,8985,4026,0.4480801335559265
4684,K84055,2018,16638,8575,0.5153864647193173
4685,K84056,2018,7633,4352,0.5701559020044543
4686,K84058,2018,11662,7257,0.62227748242154
4687,K84059,2018,9540,4913,0.5149895178197065
4688,K84060,2018,3831,1545,0.4032889584964761
4689,K84062,2018,6758,3878,0.5738384137318734
4690,K84063,2018,3427,1985,0.5792238109133353
4691,K84065,2018,2668,1353,0.5071214392803598
4692,K84066,2018,307,102,0.3322475570032573
4693,K84071,2018,15404,7670,0.49792261750194755
4694,K84072,2018,12773,6412,0.5019963986534095
4695,K84075,2018,9549,4778,0.5003665305267567
4696,K84078,2018,2018,936,0.4638255698711596
4697,K84079,2018,7038,3364,0.47797669792554703
4698,K84080,2018,3555,1926,0.5417721518987342
4699,K84082,2018,17531,9072,0.517483315270093
4700,K84605,2018,1014,465,0.45857988165680474
4701,K84610,2018,5400,3028,0.5607407407407408
4702,K84613,2018,18769,9705,0.517076029623315
4703,K84617,2018,1954,918,0.46980552712384854
4704,K84618,2018,4706,2405,0.511049723756906
4705,K84624,2018,6109,3227,0.5282370273367163
4706,L81004,2018,20073,9428,0.46968564738703733
4707,L81007,2018,22751,8425,0.3703133928178981
4708,L81008,2018,14116,5210,0.369084726551431
4709,L81009,2018,17666,7450,0.421714026944413
4710,L81010,2018,5432,1563,0.28773932253313694
4711,L81012,2018,10652,3783,0.3551445737889598
4712,L81013,2018,16408,5592,0.340809361287177
4713,L81014,2018,14508,5901,0.40674110835401156
4714,L81015,2018,21502,3677,0.17100734815366012
4715,L81016,2018,12402,6550,0.5281406224802451
4716,L81017,2018,9225,4468,0.4843360433604336
4717,L81018,2018,9781,5042,0.5154892137818219
4718,L81019,2018,10523,4333,0.4117647058823529
4719,L81020,2018,5877,3186,0.5421133231240429
4720,L81021,2018,9909,5082,0.5128670905237662
4721,L81022,2018,14269,6178,0.4329665708879389
4722,L81023,2018,9761,2761,0.28286036266775944
4723,L81024,2018,12623,5227,0.41408539966727403
4724,L81025,2018,25882,11138,0.4303376864229967
4725,L81026,2018,16142,6267,0.388241853549746
4726,L81027,2018,4909,2174,0.44286005296394376
4727,L81028,2018,5320,2030,0.3815789473684211
4728,L81029,2018,13023,6764,0.519388773708055
4729,L81030,2018,12169,4669,0.3836798422220396
4730,L81031,2018,25759,12825,0.4978842346364378
4731,L81032,2018,3807,1506,0.3955870764381403
4732,L81033,2018,9247,3584,0.38758516275548827
4733,L81034,2018,36166,18591,0.5140463418680529
4734,L81035,2018,3217,1253,0.3894933167547404
4735,L81036,2018,14026,6276,0.4474547269356909
4736,L81037,2018,24389,9226,0.37828529254992005
4737,L81038,2018,12184,5559,0.45625410374261327
4738,L81039,2018,26265,11459,0.43628402817437656
4739,L81040,2018,19266,10207,0.529793418457386
4740,L81041,2018,6611,2965,0.4484949326879443
4741,L81042,2018,7980,3566,0.4468671679197995
4742,L81043,2018,11123,5438,0.4888968803380383
4743,L81044,2018,14506,7082,0.4882117744381635
4744,L81045,2018,14101,6435,0.4563506134316715
4745,L81046,2018,12883,5413,0.42016611037801754
4746,L81047,2018,15485,6418,0.4144656118824669
4747,L81049,2018,6887,3114,0.45215623638739655
4748,L81050,2018,11169,3669,0.32849852269674995
4749,L81051,2018,20352,9409,0.462313286163522
4750,L81052,2018,5855,2709,0.4626814688300598
4751,L81053,2018,11271,5360,0.47555673853251706
4752,L81054,2018,16588,5430,0.3273450687243791
4753,L81055,2018,11939,4556,0.3816064997068431
4754,L81057,2018,3196,1322,0.41364205256570713
4755,L81058,2018,12058,5600,0.46442196052413337
