,pct,trimethoprim_percent
0,00C,46.695906432748544
1,00D,36.59799260433175
2,00J,42.165818283243844
3,00K,46.33013122370817
4,00L,39.359787858698745
5,00M,46.80110497237569
6,00N,50.0
7,00P,46.98795180722892
8,00Q,41.24854142357059
9,00R,47.63217953594523
10,00T,56.15944137329066
11,00V,38.62169835670653
12,00X,53.00652846180277
13,00Y,44.955859969558595
14,01A,41.72665393467509
15,01C,31.09498537853352
16,01D,42.07058007456863
17,01E,53.36110798333521
18,01F,46.994396332144674
19,01G,42.305379218175744
20,01H,50.002532030181804
21,01J,44.02035623409669
22,01K,42.573163997791276
23,01R,33.793103448275865
24,01T,39.29110105580694
25,01V,42.38296746892357
26,01W,53.42704460966543
27,01X,47.07236368867789
28,01Y,24.222883597883598
29,02A,44.26958604173794
30,02D,30.54054054054054
31,02E,41.970271058000584
32,02F,40.80196975026381
33,02G,50.579734498403624
34,02H,40.84316484468016
35,02M,42.14255499153977
36,02N,38.58960763520678
37,02P,33.840255591054316
38,02Q,36.56374649135766
39,02R,56.60387842418181
40,02T,47.96168958742633
41,02V,30.046598322460394
42,02W,54.51242829827916
43,02X,45.07483466759485
44,02Y,59.90410882533311
45,03A,53.806874476030785
46,03C,27.13467601827424
47,03D,35.41799617102744
48,03E,45.83546244251405
49,03F,62.020145101077695
50,03G,29.541979174251804
51,03H,68.72513922036595
52,03J,54.79277155765075
53,03K,61.91884538033834
54,03L,31.05590062111801
55,03M,57.13368434570438
56,03N,50.513066082911486
57,03Q,52.75693497044111
58,03R,42.63987721501326
59,03T,63.854805725971374
60,03V,44.95059050373584
61,03W,42.43196004993758
62,03X,24.727088093424726
63,03Y,33.93921334922527
64,04C,49.84287386776758
65,04D,60.37584966013595
66,04E,26.995457495133028
67,04F,42.110648748209286
68,04G,39.42225164913313
69,04H,28.470658862374304
70,04J,31.560246629741872
71,04K,23.67207156835337
72,04L,19.463470319634705
73,04M,21.631029338637493
74,04N,20.01042209484106
75,04Q,58.06235782149069
76,04R,30.174933113809427
77,04V,45.28767761472164
78,04X,33.82287494437028
79,04Y,50.0
80,05A,38.11975188826533
81,05C,31.669258683255574
82,05D,61.872598113427266
83,05F,34.35415935415935
84,05G,55.37828472422754
85,05H,42.12565734846388
86,05J,45.31909610131611
87,05L,44.452294046077164
88,05N,54.85550073198503
89,05P,32.699366032699366
90,05Q,52.095245554946345
91,05R,34.221394915944394
92,05T,43.611024115252114
93,05V,48.21751622858359
94,05W,55.00031627553925
95,05X,45.28383805492239
96,05Y,43.25101190825365
97,06A,46.58333957039144
98,06D,40.55935515388373
99,06F,27.448102327531977
100,06H,54.75155714886544
101,06K,39.61097338382325
102,06L,53.2737014166364
103,06M,50.05078568441178
104,06N,38.3164175612039
105,06P,39.712822572547445
106,06Q,59.64247274088633
107,06T,49.499303378613725
108,06V,54.07476927889879
109,06W,57.62919245717576
110,06Y,59.5596089064169
111,07G,63.77631578947368
112,07H,44.173518571023536
113,07J,56.52777777777778
114,07K,63.41426288149783
115,07L,49.39110733503257
116,07M,41.49372019611794
117,07N,58.910668861289835
118,07P,36.38132295719844
119,07Q,43.31105959361789
120,07R,30.749789385004213
121,07T,29.36451689109379
122,07V,28.69417962870045
123,07W,38.6970735985966
124,07X,46.68403799277129
125,07Y,42.49865374259558
126,08A,46.584602966400965
127,08C,33.421565895792696
128,08D,38.43369132376011
129,08E,45.201083141109216
130,08F,51.40410430489122
131,08G,23.24988620846609
132,08H,28.877503493246394
133,08J,47.64311743270248
134,08K,35.150720838794236
135,08L,35.85446335533171
136,08M,43.751662971175165
137,08N,54.97334899268227
138,08P,49.589183567342694
139,08Q,33.13186813186813
140,08R,50.04464855211124
141,08T,36.97159035438836
142,08V,43.422468747412864
143,08W,43.12187469359741
144,08X,38.367434539991415
145,08Y,37.81068217874141
146,09A,28.87165374030523
147,09C,45.27777777777778
148,09D,36.94900605012965
149,09E,50.17352137635679
150,09F,34.46606065754821
151,09G,57.76935074467109
152,09H,53.66860574216551
153,09J,54.418316831683164
154,09L,41.19742587910825
155,09N,39.57570637379142
156,09P,27.43657042869641
157,09W,53.24140918278949
158,09X,44.812265876818536
159,09Y,25.89807369699774
160,10A,46.5733473582005
161,10C,45.54589371980676
162,10D,46.290756805264735
163,10E,45.627277459656426
164,10G,27.36542210226421
165,10H,30.040122974310872
166,10J,37.94779938587513
167,10K,48.24272853185595
168,10L,55.806483990765834
169,10M,29.699603249574913
170,10N,30.00928505106778
171,10Q,43.50161965710674
172,10R,58.98496875527782
173,10T,33.90879478827362
174,10V,51.68710359408034
175,10W,29.689356645730776
176,10X,54.413492196677296
177,10Y,32.53986419470512
178,11A,53.91335882895951
179,11C,36.231524034281456
180,11D,41.25450798557445
181,11E,38.68194842406877
182,11H,49.372558796642565
183,11J,40.41944310989493
184,11M,52.52849798837729
185,11N,39.84214138641043
186,11T,51.86134244430208
187,11X,47.61120263591433
188,12A,53.71614301191766
189,12D,41.30980328665102
190,12F,46.92136498516321
191,13P,31.59778717865278
192,13T,40.97486953625227
193,14L,50.18587360594795
194,99A,41.437755698421974
195,99C,47.9559748427673
196,99D,49.11481608800275
197,99E,66.67130144605117
198,99F,63.01095659502739
199,99G,56.937627199808446
200,99H,36.26244511780348
201,99J,51.39201106692028
202,99K,40.138172618468424
203,99M,39.81680145238488
204,99N,46.37514384349827
205,99P,51.26520185846769
206,99Q,56.85825509503092
