,period,pct,trimethoprim_items,nitrofurantoin_items,all_items,trimethoprim_percent
14595,2016-10-01,10Y,1187,1196,2383,0.4981116240033571
14596,2016-10-01,11A,3219,2013,5232,0.6152522935779816
14597,2016-10-01,11C,923,494,1417,0.6513761467889908
14598,2016-10-01,11D,641,697,1338,0.4790732436472347
14599,2016-10-01,11E,907,1035,1942,0.4670442842430484
14600,2016-10-01,11H,2565,1757,4322,0.593475242943082
14601,2016-10-01,11J,5283,2604,7887,0.6698364397109167
14602,2016-10-01,11M,3984,2242,6226,0.63989720526823
14603,2016-10-01,11N,2862,3244,6106,0.46871929249918115
14604,2016-10-01,11T,1456,1019,2475,0.5882828282828283
14605,2016-10-01,11X,3027,1984,5011,0.6040710437038516
14606,2016-10-01,12A,1518,893,2411,0.6296142679386146
14607,2016-10-01,12D,1138,909,2047,0.5559355153883733
14608,2016-10-01,12F,2038,1427,3465,0.5881673881673881
14609,2016-10-01,13P,2041,3663,5704,0.35781907433380084
14610,2016-10-01,13T,3147,1729,4876,0.6454060705496308
14611,2016-10-01,14L,2716,2292,5008,0.542332268370607
14612,2016-10-01,99A,2023,2214,4237,0.4774604673117772
14613,2016-10-01,99C,1384,858,2242,0.6173059768064229
14614,2016-10-01,99D,1090,957,2047,0.5324865657059111
14615,2016-10-01,99E,1671,744,2415,0.6919254658385093
14616,2016-10-01,99F,1194,467,1661,0.7188440698374473
14617,2016-10-01,99G,972,414,1386,0.7012987012987013
14618,2016-10-01,99H,1503,1326,2829,0.5312831389183457
14619,2016-10-01,99J,2941,2104,5045,0.5829534192269574
14620,2016-10-01,99K,959,839,1798,0.5333704115684094
14621,2016-10-01,99M,1015,930,1945,0.5218508997429306
14622,2016-10-01,99N,2849,2550,5399,0.5276903130209298
14623,2016-10-01,99P,6030,3090,9120,0.6611842105263158
14624,2016-10-01,99Q,1898,1042,2940,0.645578231292517
14625,2016-11-01,00C,757,368,1125,0.6728888888888889
14626,2016-11-01,00D,2056,1180,3236,0.6353522867737948
14627,2016-11-01,00J,1762,910,2672,0.6594311377245509
14628,2016-11-01,00K,2214,1068,3282,0.6745886654478976
14629,2016-11-01,00L,2132,1294,3426,0.6223000583771162
14630,2016-11-01,00M,2061,1264,3325,0.6198496240601504
14631,2016-11-01,00N,1155,597,1752,0.6592465753424658
14632,2016-11-01,00P,1894,912,2806,0.6749821810406272
14633,2016-11-01,00Q,918,494,1412,0.6501416430594901
14634,2016-11-01,00R,1027,802,1829,0.5615090213231274
14635,2016-11-01,00T,1803,1152,2955,0.6101522842639594
14636,2016-11-01,00V,1079,1040,2119,0.50920245398773
14637,2016-11-01,00X,1022,482,1504,0.6795212765957447
14638,2016-11-01,00Y,1449,1275,2724,0.5319383259911894
14639,2016-11-01,01A,1935,1538,3473,0.5571551972358192
14640,2016-11-01,01C,850,854,1704,0.4988262910798122
14641,2016-11-01,01D,1142,1027,2169,0.5265099124020286
14642,2016-11-01,01E,1017,426,1443,0.7047817047817048
14643,2016-11-01,01F,795,675,1470,0.5408163265306123
14644,2016-11-01,01G,1225,1402,2627,0.46631138180433956
14645,2016-11-01,01H,2285,1121,3406,0.6708749266001175
14646,2016-11-01,01J,894,816,1710,0.5228070175438596
14647,2016-11-01,01K,1637,1741,3378,0.4846062759029011
14648,2016-11-01,01R,796,789,1585,0.5022082018927445
14649,2016-11-01,01T,632,758,1390,0.4546762589928058
14650,2016-11-01,01V,611,668,1279,0.47771696637998434
14651,2016-11-01,01W,1823,1136,2959,0.6160865157147685
14652,2016-11-01,01X,1371,996,2367,0.5792141951837769
14653,2016-11-01,01Y,733,1297,2030,0.3610837438423645
14654,2016-11-01,02A,967,1005,1972,0.49036511156186613
14655,2016-11-01,02D,439,480,919,0.4776931447225245
14656,2016-11-01,02E,965,950,1915,0.5039164490861618
14657,2016-11-01,02F,1090,1333,2423,0.44985555096987206
14658,2016-11-01,02G,530,528,1058,0.500945179584121
14659,2016-11-01,02H,1492,1651,3143,0.4747056951956729
14660,2016-11-01,02M,963,608,1571,0.6129853596435392
14661,2016-11-01,02N,982,702,1684,0.5831353919239906
14662,2016-11-01,02P,942,1650,2592,0.36342592592592593
14663,2016-11-01,02Q,514,549,1063,0.4835371589840075
14664,2016-11-01,02R,1960,1218,3178,0.6167400881057269
14665,2016-11-01,02T,1136,1051,2187,0.5194330132601738
14666,2016-11-01,02V,632,1280,1912,0.3305439330543933
14667,2016-11-01,02W,529,419,948,0.5580168776371308
14668,2016-11-01,02X,1766,1259,3025,0.583801652892562
14669,2016-11-01,02Y,2114,1044,3158,0.6694110196326789
14670,2016-11-01,03A,1384,881,2265,0.611037527593819
14671,2016-11-01,03C,983,2078,3061,0.32113688337144725
14672,2016-11-01,03D,828,601,1429,0.5794261721483555
14673,2016-11-01,03E,816,625,1441,0.5662734212352533
14674,2016-11-01,03F,1726,686,2412,0.7155887230514096
14675,2016-11-01,03G,891,1541,2432,0.36636513157894735
14676,2016-11-01,03H,1254,538,1792,0.6997767857142857
14677,2016-11-01,03J,1069,636,1705,0.6269794721407624
14678,2016-11-01,03K,1050,515,1565,0.670926517571885
14679,2016-11-01,03L,939,1718,2657,0.3534060971019947
14680,2016-11-01,03M,814,445,1259,0.6465448768864178
14681,2016-11-01,03N,3214,1752,4966,0.6472009665726943
14682,2016-11-01,03Q,2013,1109,3122,0.6447789878283152
14683,2016-11-01,03R,2241,1529,3770,0.5944297082228117
14684,2016-11-01,03T,1851,952,2803,0.6603638958259008
14685,2016-11-01,03V,373,305,678,0.5501474926253688
14686,2016-11-01,03W,2276,1234,3510,0.6484330484330484
14687,2016-11-01,03X,251,466,717,0.3500697350069735
14688,2016-11-01,03Y,522,605,1127,0.4631765749778172
14689,2016-11-01,04C,2087,947,3034,0.6878707976268952
14690,2016-11-01,04D,1387,892,2279,0.6086002632733655
14691,2016-11-01,04E,582,1299,1881,0.3094098883572568
14692,2016-11-01,04F,1457,1111,2568,0.567367601246106
14693,2016-11-01,04G,3884,3104,6988,0.5558099599313108
14694,2016-11-01,04H,375,830,1205,0.3112033195020747
14695,2016-11-01,04J,1484,1666,3150,0.4711111111111111
14696,2016-11-01,04K,736,1923,2659,0.2767957878901843
14697,2016-11-01,04L,265,967,1232,0.2150974025974026
14698,2016-11-01,04M,184,533,717,0.25662482566248257
14699,2016-11-01,04N,229,831,1060,0.2160377358490566
14700,2016-11-01,04Q,779,482,1261,0.6177636796193497
14701,2016-11-01,04R,1943,2394,4337,0.44800553377911
14702,2016-11-01,04V,2534,1346,3880,0.6530927835051547
14703,2016-11-01,04X,1100,1610,2710,0.4059040590405904
14704,2016-11-01,04Y,878,446,1324,0.6631419939577039
14705,2016-11-01,05A,1792,2442,4234,0.4232404345772319
14706,2016-11-01,05C,1101,2167,3268,0.3369033047735618
14707,2016-11-01,05D,1103,504,1607,0.686372121966397
14708,2016-11-01,05F,1018,1110,2128,0.4783834586466165
14709,2016-11-01,05G,1374,1047,2421,0.5675340768277571
14710,2016-11-01,05H,887,984,1871,0.4740780331373597
14711,2016-11-01,05J,1342,806,2148,0.6247672253258846
14712,2016-11-01,05L,2285,2206,4491,0.5087953685148074
14713,2016-11-01,05N,2040,1272,3312,0.6159420289855072
14714,2016-11-01,05P,867,1208,2075,0.4178313253012048
14715,2016-11-01,05Q,1379,903,2282,0.6042944785276073
14716,2016-11-01,05R,1127,1816,2943,0.38294257560312606
14717,2016-11-01,05T,2009,1356,3365,0.5970282317979198
14718,2016-11-01,05V,1018,682,1700,0.5988235294117648
14719,2016-11-01,05W,1730,1042,2772,0.6240981240981242
14720,2016-11-01,05X,1004,734,1738,0.5776754890678941
14721,2016-11-01,05Y,1603,1176,2779,0.5768261964735516
14722,2016-11-01,06A,1298,1032,2330,0.5570815450643777
14723,2016-11-01,06D,913,592,1505,0.6066445182724253
14724,2016-11-01,06F,1631,2624,4255,0.3833137485311398
14725,2016-11-01,06H,5153,3382,8535,0.6037492677211482
14726,2016-11-01,06K,3005,3364,6369,0.4718166117129848
14727,2016-11-01,06L,2531,1199,3730,0.6785522788203754
14728,2016-11-01,06M,1857,1083,2940,0.6316326530612245
14729,2016-11-01,06N,2870,2907,5777,0.4967976458369396
14730,2016-11-01,06P,902,1013,1915,0.4710182767624021
14731,2016-11-01,06Q,2457,1338,3795,0.6474308300395257
14732,2016-11-01,06T,2149,1870,4019,0.5347101268972381
14733,2016-11-01,06V,1345,800,2145,0.627039627039627
14734,2016-11-01,06W,1397,882,2279,0.612988152698552
14735,2016-11-01,06Y,1315,837,2152,0.6110594795539034
14736,2016-11-01,07G,878,372,1250,0.7024
14737,2016-11-01,07H,1713,1229,2942,0.5822569680489463
14738,2016-11-01,07J,928,695,1623,0.5717806531115218
14739,2016-11-01,07K,1549,804,2353,0.6583085422864429
14740,2016-11-01,07L,723,392,1115,0.6484304932735426
14741,2016-11-01,07M,1128,1318,2446,0.46116107931316436
14742,2016-11-01,07N,1356,873,2229,0.6083445491251682
14743,2016-11-01,07P,771,877,1648,0.4678398058252427
14744,2016-11-01,07Q,1622,881,2503,0.6480223731522173
14745,2016-11-01,07R,576,914,1490,0.3865771812080537
14746,2016-11-01,07T,519,939,1458,0.3559670781893004
14747,2016-11-01,07V,1034,1792,2826,0.36588818117480537
14748,2016-11-01,07W,1168,1045,2213,0.5277903298689561
14749,2016-11-01,07X,1208,936,2144,0.5634328358208955
14750,2016-11-01,07Y,903,591,1494,0.6044176706827309
14751,2016-11-01,08A,1068,703,1771,0.6030491247882552
14752,2016-11-01,08C,609,634,1243,0.4899436846339501
14753,2016-11-01,08D,742,730,1472,0.5040760869565217
14754,2016-11-01,08E,835,862,1697,0.4920447849145551
14755,2016-11-01,08F,1451,857,2308,0.628682842287695
14756,2016-11-01,08G,433,1499,1932,0.22412008281573498
14757,2016-11-01,08H,468,1000,1468,0.3188010899182561
14758,2016-11-01,08J,789,647,1436,0.5494428969359332
14759,2016-11-01,08K,992,1120,2112,0.4696969696969697
14760,2016-11-01,08L,738,1230,1968,0.375
14761,2016-11-01,08M,1131,812,1943,0.582089552238806
14762,2016-11-01,08N,1159,673,1832,0.63264192139738
14763,2016-11-01,08P,917,729,1646,0.5571081409477521
14764,2016-11-01,08Q,720,798,1518,0.4743083003952569
14765,2016-11-01,08R,889,588,1477,0.6018957345971564
14766,2016-11-01,08T,981,798,1779,0.551433389544688
14767,2016-11-01,08V,1067,1052,2119,0.5035394053798962
14768,2016-11-01,08W,1027,698,1725,0.5953623188405797
14769,2016-11-01,08X,1256,1171,2427,0.5175113308611454
14770,2016-11-01,08Y,676,659,1335,0.5063670411985018
14771,2016-11-01,09A,541,830,1371,0.39460247994164843
14772,2016-11-01,09C,707,603,1310,0.5396946564885496
14773,2016-11-01,09D,1175,1328,2503,0.46943667598881345
14774,2016-11-01,09E,1404,919,2323,0.6043908738699957
14775,2016-11-01,09F,1183,790,1973,0.5995945261023822
14776,2016-11-01,09G,3657,2122,5779,0.6328084443675376
14777,2016-11-01,09H,550,398,948,0.580168776371308
14778,2016-11-01,09J,1560,1249,2809,0.5553577785688857
14779,2016-11-01,09L,848,689,1537,0.5517241379310345
14780,2016-11-01,09N,1031,831,1862,0.5537056928034372
14781,2016-11-01,09P,1050,1023,2073,0.5065123010130246
14782,2016-11-01,09W,1411,1056,2467,0.5719497365220916
14783,2016-11-01,09X,955,909,1864,0.5123390557939914
14784,2016-11-01,09Y,1326,1691,3017,0.43950944647000334
14785,2016-11-01,10A,1210,929,2139,0.565684899485741
14786,2016-11-01,10C,475,379,854,0.5562060889929742
14787,2016-11-01,10D,619,459,1078,0.5742115027829313
14788,2016-11-01,10E,865,486,1351,0.6402664692820134
14789,2016-11-01,10G,722,450,1172,0.6160409556313993
14790,2016-11-01,10H,1653,1843,3496,0.47282608695652173
14791,2016-11-01,10J,1016,1015,2031,0.5002461841457411
14792,2016-11-01,10K,1274,716,1990,0.6402010050251257
14793,2016-11-01,10L,1044,590,1634,0.6389228886168911
14794,2016-11-01,10M,423,537,960,0.440625
14795,2016-11-01,10N,402,506,908,0.44273127753303965
14796,2016-11-01,10Q,3499,3184,6683,0.5235672602124795
14797,2016-11-01,10R,1436,784,2220,0.6468468468468469
14798,2016-11-01,10T,588,388,976,0.6024590163934426
14799,2016-11-01,10V,1406,708,2114,0.6650898770104068
14800,2016-11-01,10W,464,517,981,0.47298674821610603
14801,2016-11-01,10X,1239,855,2094,0.5916905444126075
14802,2016-11-01,10Y,1211,1202,2413,0.5018648984666391
14803,2016-11-01,11A,3177,2047,5224,0.6081546707503829
14804,2016-11-01,11C,930,468,1398,0.6652360515021459
14805,2016-11-01,11D,632,660,1292,0.4891640866873065
14806,2016-11-01,11E,956,1010,1966,0.4862665310274669
14807,2016-11-01,11H,2531,1808,4339,0.5833141276791888
14808,2016-11-01,11J,5327,2888,8215,0.6484479610468655
14809,2016-11-01,11M,4095,2238,6333,0.6466129796305069
14810,2016-11-01,11N,2773,3127,5900,0.47
14811,2016-11-01,11T,1428,958,2386,0.5984911986588433
14812,2016-11-01,11X,3104,1990,5094,0.6093443266588143
14813,2016-11-01,12A,1489,862,2351,0.6333475116971502
14814,2016-11-01,12D,1124,1035,2159,0.5206113941639648
14815,2016-11-01,12F,1971,1394,3365,0.5857355126300149
14816,2016-11-01,13P,2048,3643,5691,0.3598664558074152
14817,2016-11-01,13T,3041,1741,4782,0.6359263906315349
14818,2016-11-01,14L,2632,2374,5006,0.525769077107471
14819,2016-11-01,99A,2118,2385,4503,0.4703530979347102
14820,2016-11-01,99C,1390,860,2250,0.6177777777777778
14821,2016-11-01,99D,1044,911,1955,0.5340153452685422
14822,2016-11-01,99E,1698,724,2422,0.7010734929810074
14823,2016-11-01,99F,1253,465,1718,0.729336437718277
14824,2016-11-01,99G,1132,448,1580,0.7164556962025317
14825,2016-11-01,99H,1452,1343,2795,0.5194991055456172
14826,2016-11-01,99J,3016,2105,5121,0.5889474711970318
14827,2016-11-01,99K,928,891,1819,0.5101704233095107
14828,2016-11-01,99M,1003,999,2002,0.500999000999001
14829,2016-11-01,99N,2886,2680,5566,0.518505210204815
14830,2016-11-01,99P,6236,3338,9574,0.6513473992061835
14831,2016-11-01,99Q,1862,1138,3000,0.6206666666666667
14832,2016-12-01,00C,755,355,1110,0.6801801801801802
14833,2016-12-01,00D,1970,1201,3171,0.6212551245663829
14834,2016-12-01,00J,1607,886,2493,0.6446048937023666
14835,2016-12-01,00K,2064,1053,3117,0.6621751684311838
14836,2016-12-01,00L,2184,1390,3574,0.6110800223838836
14837,2016-12-01,00M,2181,1214,3395,0.6424153166421208
14838,2016-12-01,00N,1169,611,1780,0.6567415730337078
14839,2016-12-01,00P,1801,932,2733,0.6589828027808269
14840,2016-12-01,00Q,923,558,1481,0.6232275489534098
14841,2016-12-01,00R,1016,809,1825,0.5567123287671233
14842,2016-12-01,00T,1771,1194,2965,0.5973018549747049
14843,2016-12-01,00V,1004,1018,2022,0.49653808110781406
14844,2016-12-01,00X,1010,496,1506,0.6706507304116865
14845,2016-12-01,00Y,1438,1287,2725,0.5277064220183486
14846,2016-12-01,01A,2003,1586,3589,0.5580941766508777
14847,2016-12-01,01C,874,830,1704,0.5129107981220657
14848,2016-12-01,01D,1168,970,2138,0.5463049579045838
14849,2016-12-01,01E,1020,453,1473,0.6924643584521385
14850,2016-12-01,01F,757,659,1416,0.5346045197740112
14851,2016-12-01,01G,1196,1360,2556,0.4679186228482003
14852,2016-12-01,01H,2264,1215,3479,0.6507617131359587
14853,2016-12-01,01J,805,866,1671,0.4817474566128067
14854,2016-12-01,01K,1632,1758,3390,0.4814159292035398
14855,2016-12-01,01R,811,809,1620,0.5006172839506173
14856,2016-12-01,01T,589,836,1425,0.41333333333333333
14857,2016-12-01,01V,657,694,1351,0.4863064396743153
14858,2016-12-01,01W,1792,1221,3013,0.5947560570859608
14859,2016-12-01,01X,1381,1064,2445,0.5648261758691207
14860,2016-12-01,01Y,742,1331,2073,0.3579353593825374
14861,2016-12-01,02A,952,1073,2025,0.47012345679012346
14862,2016-12-01,02D,440,471,911,0.4829857299670692
14863,2016-12-01,02E,944,882,1826,0.5169769989047097
14864,2016-12-01,02F,1092,1359,2451,0.4455324357405141
14865,2016-12-01,02G,580,536,1116,0.5197132616487455
14866,2016-12-01,02H,1572,1714,3286,0.47839318320146074
14867,2016-12-01,02M,925,569,1494,0.6191432396251674
14868,2016-12-01,02N,1019,702,1721,0.5920976176641487
14869,2016-12-01,02P,893,1596,2489,0.35877862595419846
14870,2016-12-01,02Q,551,544,1095,0.5031963470319635
14871,2016-12-01,02R,1949,1146,3095,0.6297253634894991
14872,2016-12-01,02T,1199,969,2168,0.5530442804428044
14873,2016-12-01,02V,688,1256,1944,0.35390946502057613
14874,2016-12-01,02W,480,400,880,0.5454545454545454
14875,2016-12-01,02X,1637,1187,2824,0.5796742209631728
14876,2016-12-01,02Y,1989,1022,3011,0.6605778811026237
14877,2016-12-01,03A,1318,914,2232,0.5905017921146953
14878,2016-12-01,03C,934,1940,2874,0.32498260264439804
14879,2016-12-01,03D,813,537,1350,0.6022222222222222
14880,2016-12-01,03E,837,611,1448,0.5780386740331491
14881,2016-12-01,03F,1716,708,2424,0.7079207920792079
14882,2016-12-01,03G,900,1579,2479,0.36304961678096004
14883,2016-12-01,03H,1235,550,1785,0.6918767507002801
14884,2016-12-01,03J,1075,668,1743,0.6167527251864601
14885,2016-12-01,03K,1032,446,1478,0.6982408660351827
14886,2016-12-01,03L,924,1639,2563,0.3605150214592275
14887,2016-12-01,03M,856,455,1311,0.6529366895499619
14888,2016-12-01,03N,3119,1854,4973,0.6271868087673437
14889,2016-12-01,03Q,1863,1099,2962,0.6289669142471304
14890,2016-12-01,03R,2358,1521,3879,0.6078886310904872
14891,2016-12-01,03T,1911,878,2789,0.6851918250268914
14892,2016-12-01,03V,409,353,762,0.536745406824147
14893,2016-12-01,03W,2240,1296,3536,0.6334841628959276
14894,2016-12-01,03X,273,419,692,0.3945086705202312
14895,2016-12-01,03Y,524,617,1141,0.45924627519719546
14896,2016-12-01,04C,1933,924,2857,0.6765838291914595
14897,2016-12-01,04D,1402,871,2273,0.6168059832820062
14898,2016-12-01,04E,538,1353,1891,0.28450555261766264
14899,2016-12-01,04F,1466,1090,2556,0.5735524256651017
14900,2016-12-01,04G,3898,3191,7089,0.5498659895612922
14901,2016-12-01,04H,418,914,1332,0.3138138138138138
14902,2016-12-01,04J,1425,1804,3229,0.44131310003096935
14903,2016-12-01,04K,592,1805,2397,0.24697538589904047
14904,2016-12-01,04L,280,993,1273,0.2199528672427337
14905,2016-12-01,04M,159,541,700,0.22714285714285715
14906,2016-12-01,04N,206,784,990,0.2080808080808081
14907,2016-12-01,04Q,780,472,1252,0.6230031948881789
14908,2016-12-01,04R,1787,2263,4050,0.44123456790123455
14909,2016-12-01,04V,2297,1367,3664,0.6269104803493449
14910,2016-12-01,04X,1049,1455,2504,0.4189297124600639
14911,2016-12-01,04Y,746,584,1330,0.5609022556390978
14912,2016-12-01,05A,1719,2368,4087,0.4206019084903352
14913,2016-12-01,05C,1124,2163,3287,0.3419531487678734
14914,2016-12-01,05D,991,514,1505,0.6584717607973422
14915,2016-12-01,05F,901,1197,2098,0.4294566253574833
14916,2016-12-01,05G,1346,1031,2377,0.5662599915860328
14917,2016-12-01,05H,847,1018,1865,0.45415549597855226
14918,2016-12-01,05J,1201,781,1982,0.6059535822401615
14919,2016-12-01,05L,2091,2158,4249,0.4921157919510473
14920,2016-12-01,05N,1974,1280,3254,0.6066379840196681
14921,2016-12-01,05P,811,1214,2025,0.4004938271604938
14922,2016-12-01,05Q,1438,858,2296,0.6263066202090593
14923,2016-12-01,05R,1172,1881,3053,0.3838847035702588
14924,2016-12-01,05T,1939,1397,3336,0.5812350119904077
14925,2016-12-01,05V,945,736,1681,0.5621653777513385
14926,2016-12-01,05W,1530,1197,2727,0.5610561056105611
14927,2016-12-01,05X,889,761,1650,0.5387878787878788
14928,2016-12-01,05Y,1647,1212,2859,0.5760755508919203
14929,2016-12-01,06A,1208,1139,2347,0.5146996165317427
14930,2016-12-01,06D,824,537,1361,0.6054371785451874
14931,2016-12-01,06F,1589,2719,4308,0.36884865366759517
14932,2016-12-01,06H,5108,3416,8524,0.5992491787893008
14933,2016-12-01,06K,3017,3304,6321,0.47729789590254706
14934,2016-12-01,06L,2417,1226,3643,0.6634641778753775
14935,2016-12-01,06M,1768,1090,2858,0.6186144156752974
14936,2016-12-01,06N,2866,2986,5852,0.48974709501025293
14937,2016-12-01,06P,800,934,1734,0.461361014994233
14938,2016-12-01,06Q,2435,1413,3848,0.6327962577962578
14939,2016-12-01,06T,2019,1833,3852,0.5241433021806854
14940,2016-12-01,06V,1317,880,2197,0.5994538006372326
14941,2016-12-01,06W,1376,922,2298,0.598781549173194
14942,2016-12-01,06Y,1282,784,2066,0.6205227492739593
14943,2016-12-01,07G,849,339,1188,0.7146464646464646
14944,2016-12-01,07H,1695,1344,3039,0.5577492596248766
14945,2016-12-01,07J,868,720,1588,0.5465994962216625
14946,2016-12-01,07K,1425,808,2233,0.638154948499776
14947,2016-12-01,07L,722,435,1157,0.6240276577355229
14948,2016-12-01,07M,1173,1379,2552,0.4596394984326019
14949,2016-12-01,07N,1380,896,2276,0.6063268892794376
14950,2016-12-01,07P,799,854,1653,0.48336358136721114
14951,2016-12-01,07Q,1610,1017,2627,0.6128663875142748
14952,2016-12-01,07R,519,759,1278,0.4061032863849765
14953,2016-12-01,07T,488,857,1345,0.36282527881040894
14954,2016-12-01,07V,1001,1810,2811,0.3561010316613305
14955,2016-12-01,07W,1159,1003,2162,0.5360777058279371
14956,2016-12-01,07X,1080,919,1999,0.5402701350675337
14957,2016-12-01,07Y,944,624,1568,0.6020408163265306
14958,2016-12-01,08A,884,743,1627,0.5433312845728334
14959,2016-12-01,08C,598,646,1244,0.4807073954983923
14960,2016-12-01,08D,658,717,1375,0.47854545454545455
14961,2016-12-01,08E,780,848,1628,0.47911547911547914
14962,2016-12-01,08F,1311,825,2136,0.6137640449438202
14963,2016-12-01,08G,510,1427,1937,0.2632937532266391
14964,2016-12-01,08H,456,927,1383,0.3297180043383948
14965,2016-12-01,08J,749,664,1413,0.5300778485491862
14966,2016-12-01,08K,803,942,1745,0.46017191977077365
14967,2016-12-01,08L,714,1216,1930,0.3699481865284974
14968,2016-12-01,08M,1089,679,1768,0.6159502262443439
14969,2016-12-01,08N,1136,644,1780,0.6382022471910113
14970,2016-12-01,08P,882,683,1565,0.5635782747603834
14971,2016-12-01,08Q,664,805,1469,0.45200816882232814
14972,2016-12-01,08R,858,567,1425,0.6021052631578947
14973,2016-12-01,08T,1000,868,1868,0.5353319057815846
14974,2016-12-01,08V,966,959,1925,0.5018181818181818
14975,2016-12-01,08W,967,646,1613,0.5995040297582145
14976,2016-12-01,08X,1216,1156,2372,0.5126475548060708
14977,2016-12-01,08Y,603,616,1219,0.4946677604593929
14978,2016-12-01,09A,481,721,1202,0.4001663893510815
14979,2016-12-01,09C,694,567,1261,0.5503568596352102
14980,2016-12-01,09D,1084,1274,2358,0.45971162001696353
14981,2016-12-01,09E,1395,924,2319,0.6015523932729625
14982,2016-12-01,09F,1108,823,1931,0.5737959606421543
14983,2016-12-01,09G,3558,2014,5572,0.6385498923187365
14984,2016-12-01,09H,508,423,931,0.5456498388829216
14985,2016-12-01,09J,1519,1273,2792,0.544054441260745
14986,2016-12-01,09L,784,685,1469,0.5336963921034718
14987,2016-12-01,09N,966,907,1873,0.5157501334757074
14988,2016-12-01,09P,873,1059,1932,0.4518633540372671
14989,2016-12-01,09W,1219,945,2164,0.5633086876155268
14990,2016-12-01,09X,952,988,1940,0.49072164948453606
14991,2016-12-01,09Y,1307,1771,3078,0.42462638076673165
14992,2016-12-01,10A,1259,929,2188,0.5754113345521024
14993,2016-12-01,10C,419,446,865,0.484393063583815
14994,2016-12-01,10D,608,442,1050,0.579047619047619
14995,2016-12-01,10E,861,456,1317,0.6537585421412301
14996,2016-12-01,10G,713,444,1157,0.6162489196197062
14997,2016-12-01,10H,1636,1805,3441,0.47544318512060446
14998,2016-12-01,10J,869,1032,1901,0.457127827459232
14999,2016-12-01,10K,1290,774,2064,0.625
15000,2016-12-01,10L,1016,596,1612,0.630272952853598
15001,2016-12-01,10M,450,507,957,0.4702194357366771
15002,2016-12-01,10N,410,540,950,0.43157894736842106
15003,2016-12-01,10Q,3367,3211,6578,0.5118577075098815
15004,2016-12-01,10R,1368,735,2103,0.6504992867332382
15005,2016-12-01,10T,633,408,1041,0.6080691642651297
15006,2016-12-01,10V,1306,692,1998,0.6536536536536537
15007,2016-12-01,10W,440,475,915,0.4808743169398907
15008,2016-12-01,10X,1229,902,2131,0.5767245424683247
15009,2016-12-01,10Y,1205,1172,2377,0.5069415229280606
15010,2016-12-01,11A,3030,2028,5058,0.5990510083036773
15011,2016-12-01,11C,875,494,1369,0.6391526661796932
15012,2016-12-01,11D,630,741,1371,0.45951859956236324
15013,2016-12-01,11E,1005,1107,2112,0.4758522727272727
15014,2016-12-01,11H,2495,1731,4226,0.5903928064363464
15015,2016-12-01,11J,5149,2874,8023,0.6417798828368441
15016,2016-12-01,11M,3863,2355,6218,0.6212608555805725
15017,2016-12-01,11N,2818,3354,6172,0.45657809462086846
15018,2016-12-01,11T,1432,1020,2452,0.5840130505709625
15019,2016-12-01,11X,3051,2043,5094,0.598939929328622
15020,2016-12-01,12A,1519,911,2430,0.6251028806584362
15021,2016-12-01,12D,1094,977,2071,0.5282472235634958
15022,2016-12-01,12F,1985,1590,3575,0.5552447552447553
15023,2016-12-01,13P,2041,3473,5514,0.3701487123685165
15024,2016-12-01,13T,3065,1751,4816,0.6364202657807309
15025,2016-12-01,14L,2598,2379,4977,0.5220012055455093
15026,2016-12-01,99A,2040,2233,4273,0.47741633512754506
15027,2016-12-01,99C,1484,898,2382,0.6230058774139379
15028,2016-12-01,99D,1063,897,1960,0.5423469387755102
15029,2016-12-01,99E,1662,792,2454,0.6772616136919315
15030,2016-12-01,99F,1178,463,1641,0.7178549664838513
15031,2016-12-01,99G,1076,430,1506,0.7144754316069057
15032,2016-12-01,99H,1434,1314,2748,0.5218340611353712
15033,2016-12-01,99J,3010,2193,5203,0.5785123966942148
15034,2016-12-01,99K,909,885,1794,0.5066889632107023
15035,2016-12-01,99M,1028,985,2013,0.5106805762543467
15036,2016-12-01,99N,2823,2670,5493,0.5139268159475696
15037,2016-12-01,99P,5931,3504,9435,0.628616852146264
15038,2016-12-01,99Q,1909,1088,2997,0.6369703036369703
15039,2017-01-01,00C,807,367,1174,0.6873935264054515
15040,2017-01-01,00D,2036,1174,3210,0.6342679127725857
15041,2017-01-01,00J,1630,894,2524,0.6458003169572107
15042,2017-01-01,00K,2082,1086,3168,0.6571969696969697
15043,2017-01-01,00L,1997,1487,3484,0.5731917336394948
15044,2017-01-01,00M,2282,1198,3480,0.6557471264367816
15045,2017-01-01,00N,1240,601,1841,0.6735469853340575
15046,2017-01-01,00P,1784,995,2779,0.6419575386829794
15047,2017-01-01,00Q,951,560,1511,0.6293845135671741
15048,2017-01-01,00R,1115,819,1934,0.5765253360910031
15049,2017-01-01,00T,1823,1194,3017,0.6042426251242956
15050,2017-01-01,00V,1068,993,2061,0.5181950509461426
15051,2017-01-01,00X,1081,498,1579,0.6846105129829005
15052,2017-01-01,00Y,1447,1265,2712,0.5335545722713865
15053,2017-01-01,01A,2043,1556,3599,0.567657682689636
15054,2017-01-01,01C,751,839,1590,0.47232704402515724
15055,2017-01-01,01D,1216,1060,2276,0.5342706502636204
15056,2017-01-01,01E,1000,419,1419,0.704721634954193
15057,2017-01-01,01F,764,700,1464,0.5218579234972678
15058,2017-01-01,01G,1186,1449,2635,0.45009487666034154
