month,pct,items,actual_cost
2014-05-01,01V,18,509.87
2014-05-01,07L,65,2849.7899999999995
2014-05-01,06P,18,1004.7
2014-05-01,10L,44,1612.2900000000002
2014-05-01,11J,55,1271.51
2014-05-01,03Y,4,401.08
2014-05-01,RJ8,1,107.14
2014-05-01,10E,16,585.04
2014-05-01,02Q,3,43.86
2014-05-01,03L,1,41.79
2014-05-01,05C,16,534.8999999999999
2014-05-01,07W,49,826.65
2014-05-01,00J,14,363.59000000000003
2014-05-01,RYY,1,20.9
2014-05-01,99D,17,526.5
2014-05-01,00Q,43,1136.79
2014-05-01,08G,147,3531.6600000000003
2014-05-01,09W,107,3847.8300000000004
2014-05-01,05J,3,354.93
2014-05-01,01J,111,3921.8899999999994
2014-05-01,03A,59,1583.69
2014-05-01,01G,40,1819.7500000000005
2014-05-01,11A,34,892.3199999999999
2014-05-01,04Q,24,1190.7400000000002
2014-05-01,09C,2,668.4
2014-06-01,02N,6,379.69000000000005
2014-06-01,11M,89,2026.54
2014-06-01,01T,64,1816.6699999999998
2014-06-01,05V,48,1269.57
2014-06-01,10D,92,1855.98
2014-06-01,09C,10,897.6099999999999
2014-06-01,10E,29,801.83
2014-06-01,04G,23,1381.22
2014-06-01,10X,9,536.39
2014-06-01,09Y,59,1996.0899999999997
2014-06-01,08K,64,2286.21
2014-06-01,06A,17,437.03999999999996
2014-06-01,09J,81,3511.6100000000006
2014-06-01,05Y,44,872.9899999999999
2014-06-01,06H,58,1320.4
2014-06-01,08E,89,3076.8600000000006
2014-06-01,07W,58,1364.8499999999997
2014-06-01,04E,3,153.74
2014-06-01,14L,104,4216.429999999999
2014-06-01,00X,104,2589.39
2014-06-01,09N,6,325.65000000000003
2014-06-01,09F,31,1056.8500000000001
2014-06-01,03F,5,270.3
2014-06-01,02W,21,981.2299999999999
2014-06-01,05N,80,1917.06
2014-06-01,09L,23,1015.74
2014-06-01,09H,14,581.72
2014-06-01,11N,80,2926.2999999999993
2014-06-01,11X,49,1602.65
2014-06-01,04D,16,698.8100000000001
2014-06-01,01V,28,910.37
2014-06-01,01R,29,858.1200000000001
2014-06-01,10R,52,1398.5100000000002
2014-06-01,04Y,71,1986.4
2014-06-01,08G,168,5034.8499999999985
2014-06-01,04K,3,256.59000000000003
2014-06-01,00M,13,462.03
2014-06-01,03A,32,1382.9700000000003
2014-06-01,05F,67,1171.7000000000003
2014-06-01,06V,17,948.4
2014-06-01,08R,20,489.18
2014-06-01,04C,16,566.6500000000001
2014-06-01,08H,70,2171.9399999999996
2014-06-01,04V,5,287.35
2014-06-01,08P,9,391.76
2014-06-01,02P,31,1269.1699999999998
2014-06-01,12F,83,2870.8599999999997
2014-06-01,02T,27,804.31
2014-06-01,00D,11,468.25
2014-06-01,00K,27,480.37
2014-06-01,06N,376,10275.019999999997
2014-06-01,08Q,90,1896.2400000000002
2014-06-01,05W,66,2161.04
2014-06-01,10V,18,794.1
2014-06-01,03H,5,587.9
2014-06-01,03N,9,395.19
2014-06-01,08D,105,3476.1200000000003
2014-06-01,08J,4,125.28
2014-06-01,07T,47,2282.95
2014-06-01,04H,2,58.45
2014-06-01,02D,41,1135.92
2014-06-01,99D,15,290.62
2014-06-01,08F,35,1191.45
2014-06-01,08T,11,350.77
2014-06-01,01E,106,2884.290000000001
2014-06-01,99C,54,1455.4399999999998
2014-06-01,09X,25,987.23
2014-06-01,06L,25,540.1899999999999
2014-06-01,14Y,59,2663.64
2014-06-01,00J,8,311.09000000000003
2014-06-01,03M,9,375.7
2014-06-01,08X,39,1236.0800000000004
2014-06-01,00R,85,1929.59
2014-06-01,04M,4,183.72
2014-06-01,12D,51,1769.44
2014-06-01,09W,115,4250.880000000001
2014-06-01,02E,8,354.9
2014-06-01,99E,14,614.6
2014-06-01,10L,20,686.2
2014-06-01,01H,110,3389.48
2014-06-01,02A,25,663.93
2014-06-01,15C,126,3735.0099999999998
2014-06-01,04L,1,58.45
2014-06-01,07R,131,4528.7300000000005
2014-06-01,05R,19,344.60999999999996
2014-06-01,03Y,6,425.86
2014-06-01,11A,24,796.73
2014-06-01,RJ8,1,160.6
2014-06-01,07V,65,1396.35
2014-06-01,06Q,181,5494.969999999999
2014-06-01,07G,6,381.28
2014-06-01,05A,7,292.28999999999996
2014-06-01,08L,103,2876.8200000000006
2014-06-01,15A,83,2528.5600000000004
2014-06-01,06M,42,2044.2599999999998
2014-06-01,00Q,65,1380.4299999999998
2014-06-01,04F,39,2451.2099999999996
2014-06-01,05J,1,125.24
2014-06-01,05Q,45,1010.74
2014-06-01,07K,30,671.51
2014-06-01,02H,94,3789.14
2014-06-01,00Y,102,2214.5
2014-06-01,11J,48,1736.95
2014-06-01,01D,56,2713.2
2014-06-01,10C,6,233.84
2014-06-01,10Q,88,3274.5
2014-06-01,03J,42,1344.73
2014-06-01,07H,30,1882.73
2014-06-01,11E,53,1353.12
2014-06-01,01C,75,2317.67
2014-06-01,01K,21,553.3100000000001
2014-06-01,06W,51,1413.36
2014-06-01,07X,143,4888.110000000001
2014-06-01,06T,60,2709.91
2014-06-01,04Q,18,930.7400000000001
2014-06-01,99P,89,4202.910000000002
2014-06-01,02X,12,425.92
2014-06-01,07N,91,3580.66
2014-06-01,06Y,35,1110.21
2014-06-01,09D,54,1516.16
2014-06-01,08M,77,2176.66
2014-06-01,112,1,116.89
2014-06-01,03T,30,730.32
2014-06-01,99N,36,1761.9699999999998
2014-06-01,08N,67,2019.56
2014-06-01,01A,126,3536.43
2014-06-01,00P,44,1378.0800000000002
2014-06-01,08Y,46,1215.29
2014-06-01,02F,85,1996.42
2014-06-01,01F,92,3503.4300000000007
2014-06-01,99Q,33,1244.76
2014-06-01,00N,1,87.67
2014-06-01,99A,152,5743.6900000000005
2014-06-01,09G,63,2126.7200000000003
2014-06-01,07L,73,3135.8199999999993
2014-06-01,05X,50,1472.03
2014-06-01,00T,67,1984.1900000000003
2014-06-01,02G,21,1156.5600000000002
2014-06-01,05T,8,715.4999999999999
2014-06-01,06F,19,914.44
2014-06-01,08C,33,1425.9200000000003
2014-06-01,13T,75,2021.3200000000002
2014-06-01,03R,55,2003.0099999999998
2014-06-01,07P,115,3242.8
2014-06-01,06K,289,9932.32
2014-06-01,15E,101,3035.8100000000004
2014-06-01,03D,11,162.88
2014-06-01,05D,10,221.36
2014-06-01,99H,37,1540.68
2014-06-01,08V,26,609.75
2014-06-01,03W,4,317.78
2014-06-01,07Y,57,2144.23
2014-06-01,01Y,10,441.99
2014-06-01,RRE,5,98.15
2014-06-01,07J,29,952.54
2014-06-01,09P,37,1474.01
2014-06-01,01W,33,1192.15
2014-06-01,02M,77,1434.84
2014-06-01,08A,25,1273.9699999999998
2014-06-01,99K,9,371.61
2014-06-01,09A,61,2419.7800000000007
2014-06-01,99J,173,6000.4299999999985
2014-06-01,01X,93,3897.7100000000005
2014-06-01,01J,79,3615.9499999999994
2014-06-01,08W,64,2477.85
2014-06-01,99G,24,832.73
2014-06-01,05L,40,1803.8300000000004
2014-06-01,99F,7,112.05
2014-06-01,RY5,1,57.36
2014-06-01,05C,21,367.61
2014-06-01,03Q,30,918.9000000000001
2014-06-01,04J,10,200.48999999999998
2014-06-01,06D,1,50.1
2014-06-01,00C,7,354.37
2014-06-01,02Y,11,350.76
2014-06-01,05G,85,2263.19
2014-06-01,NQ7,1,58.45
2014-06-01,03E,15,1014.1399999999999
2014-06-01,01G,20,999.81
2014-06-01,10K,54,1797.7399999999998
2014-06-01,10A,14,354.98999999999995
2014-06-01,06P,22,1201.42
2014-06-01,03V,1,100.2
2014-06-01,99M,26,847.73
2014-06-01,07M,180,5060.639999999999
2014-06-01,03K,33,1247.49
2014-06-01,00L,19,423.94
2014-06-01,09E,12,682.58
2014-06-01,15F,110,3815.28
2014-06-01,00V,16,881.66
2014-06-01,04N,3,41.78
2014-06-01,15D,150,5442.820000000001
2014-06-01,10J,30,972.35
2014-06-01,07Q,191,4700.329999999999
2014-06-01,02R,21,810.0600000000001
2014-07-01,00J,5,438.95
2014-07-01,04K,1,20.91
2014-07-01,03M,17,526.87
2014-07-01,09H,31,1340.09
2014-07-01,07V,58,1882.8300000000004
2014-07-01,02Y,9,309.38
2014-07-01,04G,36,1199.99
2014-07-01,00C,6,208.17000000000002
2014-07-01,03T,27,1092.1000000000001
2014-07-01,04H,2,58.53
2014-07-01,06Q,163,4173.14
2014-07-01,04C,19,675.9100000000001
2014-07-01,06N,409,12230.31
2014-07-01,02F,127,2919.03
2014-07-01,10D,104,2062.35
2014-07-01,99M,23,616.79
2014-07-01,00M,9,248.8
2014-07-01,03H,7,584.5699999999999
2014-07-01,08Q,116,2735.0000000000005
2014-07-01,03E,7,329.61999999999995
2014-07-01,05Y,54,1306.84
2014-07-01,03W,6,486.29
2014-07-01,02P,32,1111.9099999999999
2014-07-01,05T,12,301.09000000000003
2014-07-01,03D,6,227.78
2014-07-01,09W,103,3860.8299999999995
2014-07-01,NVE,3,43.92
2014-07-01,08H,46,1672.49
2014-07-01,02M,80,1555.8399999999997
2014-07-01,10E,26,727.59
2014-07-01,112,1,117.05
2014-07-01,03R,79,3594.55
2014-07-01,09N,4,250.84
2014-07-01,14L,146,6055.63
2014-07-01,07R,97,3163.2299999999996
2014-07-01,05J,1,229.72
2014-07-01,99G,13,369.2
2014-07-01,06A,32,969.3599999999999
2014-07-01,08A,38,1893.9299999999998
2014-07-01,06P,30,1293.94
2014-07-01,00Y,103,3097.72
2014-07-01,00K,16,564.47
2014-07-01,07J,17,608.78
2014-07-01,04V,3,120.9
2014-07-01,07X,126,3763.2599999999998
2014-07-01,06M,60,1785.1199999999997
2014-07-01,08F,25,1053.62
2014-07-01,05A,4,250.85000000000002
2014-07-01,02H,108,3595.9
2014-07-01,07G,6,429.25
2014-07-01,14Y,95,3772.8400000000006
2014-07-01,01G,22,832.9699999999998
2014-07-01,00P,86,2055.4399999999996
2014-07-01,04D,32,1112.71
2014-07-01,05G,81,2042.7599999999998
2014-07-01,99H,54,1613.9599999999998
2014-07-01,08R,13,382.6
2014-07-01,07W,56,1578.0600000000002
2014-07-01,04M,7,225.79
2014-07-01,10J,29,1156.7
2014-07-01,99C,57,1603.6299999999999
2014-07-01,09D,57,1524.2599999999998
2014-07-01,99K,18,800.5500000000001
2014-07-01,01D,88,3619.7300000000005
2014-07-01,12D,59,2487.6299999999997
2014-07-01,09P,30,1342.67
2014-07-01,01T,80,1934.1200000000001
2014-07-01,07L,58,2688.3300000000004
2014-07-01,09A,64,2658.52
2014-07-01,15F,142,5578.299999999999
2014-07-01,00V,26,814.5299999999999
2014-07-01,10Q,124,4215.509999999998
2014-07-01,11E,36,1327.52
2014-07-01,01J,90,3476.6299999999997
2014-07-01,04J,3,58.55
2014-07-01,06V,27,1706.3599999999997
2014-07-01,01C,80,2387.52
2014-07-01,07T,85,3651.12
2014-07-01,11X,76,2186.9199999999996
2014-07-01,00D,18,585.99
2014-07-01,01H,160,3890.0899999999997
2014-07-01,01W,50,1452.9699999999996
2014-07-01,15D,182,7447.45
2014-07-01,05N,80,1664.52
2014-07-01,13T,76,2220.41
2014-07-01,00T,76,2348.5099999999998
2014-07-01,00N,5,46.03
2014-07-01,02T,35,859.4300000000001
2014-07-01,05Q,55,1720.6599999999999
2014-07-01,08N,104,2658.8
2014-07-01,01Y,17,785.8799999999999
2014-07-01,03F,8,296.86
2014-07-01,11M,102,2634.44
2014-07-01,10V,15,592.4699999999999
2014-07-01,09G,63,2563.48
2014-07-01,99F,1,50.17
2014-07-01,10A,45,1528.26
2014-07-01,07P,148,3509.9700000000003
2014-07-01,07M,281,7969.469999999999
2014-07-01,00Q,78,1714.6399999999996
2014-07-01,04E,3,109.32
2014-07-01,05H,4,133.8
2014-07-01,04R,2,175.58
2014-07-01,08C,27,1195.77
2014-07-01,05W,93,3157.49
2014-07-01,03Y,6,551.82
2014-07-01,06L,22,709.32
2014-07-01,03V,1,100.33
2014-07-01,06T,72,2981.48
2014-07-01,08T,14,432.78000000000003
2014-07-01,04L,1,58.53
2014-07-01,NEN,1,30.64
2014-07-01,08X,38,1260.6699999999998
2014-07-01,02Q,2,29.26
2014-07-01,99Q,33,1179.24
2014-07-01,08V,33,764.0399999999998
2014-07-01,00X,113,3008.7200000000007
2014-07-01,99P,79,3084.72
2014-07-01,02D,30,690.02
2014-07-01,05R,30,581.35
2014-07-01,03J,46,2798.84
2014-07-01,03N,10,446.62
2014-07-01,09F,43,1687.3500000000001
2014-07-01,08D,170,4845.400000000001
2014-07-01,10X,10,319.76
2014-07-01,06Y,18,734.34
2014-07-01,03Q,35,1178.18
2014-07-01,05V,94,2222.6699999999996
2014-07-01,08P,7,505.85
2014-07-01,10K,56,1466.9900000000002
2014-07-01,99N,37,1464.73
2014-07-01,09J,110,3694.23
2014-07-01,02N,7,438.71
2014-07-01,01K,17,763.0
2014-07-01,03A,55,1764.57
2014-07-01,07H,43,1688.94
2014-07-01,11J,54,1622.1399999999999
2014-07-01,99J,162,5947.76
2014-07-01,05L,53,1839.77
2014-07-01,02G,15,756.73
2014-07-01,01A,111,3142.3599999999997
2014-07-01,09Y,70,2247.52
2014-07-01,06F,15,681.49
2014-07-01,01X,78,3127.4599999999996
2014-07-01,11A,38,1208.75
2014-07-01,08J,10,300.44
2014-07-01,02X,13,357.5400000000001
2014-07-01,10L,39,968.01
2014-07-01,01R,47,1096.59
2014-07-01,08L,126,3610.0000000000005
2014-07-01,11N,102,2941.6
2014-07-01,07N,96,3537.29
2014-07-01,RWX,3,43.93
2014-07-01,01E,152,3592.94
2014-07-01,04Y,80,1915.46
2014-07-01,12F,91,4093.1700000000005
2014-07-01,15E,100,3802.7500000000005
2014-07-01,08G,212,5252.169999999999
2014-07-01,01V,57,1662.1499999999999
2014-07-01,06W,54,1837.44
2014-07-01,02E,9,361.65999999999997
2014-07-01,07Q,196,5320.57
2014-07-01,99A,168,6006.28
2014-07-01,00R,66,1898.4499999999998
2014-07-01,09C,11,817.3
2014-07-01,05C,17,296.96
2014-07-01,00L,20,815.31
2014-07-01,02W,12,558.16
2014-07-01,09L,22,1043.9399999999998
2014-07-01,99E,13,651.22
2014-07-01,03K,31,1302.11
2014-07-01,06H,50,1151.22
2014-07-01,07K,29,525.42
2014-07-01,10R,37,1004.6
2014-07-01,08E,102,3325.0000000000005
2014-07-01,08K,73,2654.2
2014-07-01,01F,123,3789.7499999999995
2014-07-01,04F,58,3428.5300000000007
2014-07-01,02R,41,1638.8899999999999
2014-07-01,10C,3,117.07
2014-07-01,05F,119,2189.59
2014-07-01,02A,18,614.66
2014-07-01,08Y,32,1748.31
2014-07-01,06K,338,9882.289999999999
2014-07-01,15A,110,2853.9400000000005
2014-07-01,15C,133,4141.12
2014-07-01,99D,13,433.37
2014-07-01,08M,119,5350.590000000001
2014-07-01,05D,9,376.3
2014-07-01,04Q,34,1412.02
2014-07-01,07Y,57,2399.2000000000007
2014-07-01,RJ8,2,168.48000000000002
2014-07-01,05X,39,1327.57
2014-07-01,09E,30,1078.76
2014-07-01,09X,21,532.24
2014-07-01,08W,56,2447.5600000000004
2014-08-01,99A,191,7794.72
2014-08-01,00M,16,914.99
2014-08-01,07T,72,2630.7999999999997
2014-08-01,06Y,16,693.05
2014-08-01,10X,13,755.97
2014-08-01,06N,388,11735.329999999998
2014-08-01,07G,9,505.52
2014-08-01,11X,54,1712.4499999999996
2014-08-01,05V,82,2097.91
2014-08-01,09E,27,933.84
2014-08-01,14L,114,4932.93
2014-08-01,06Q,156,3700.809999999999
2014-08-01,15F,98,3668.99
2014-08-01,03K,23,901.03
2014-08-01,12D,43,1631.59
2014-08-01,08W,60,1951.04
2014-08-01,10E,29,816.9999999999999
2014-08-01,01R,43,1552.33
2014-08-01,03F,10,387.50000000000006
2014-08-01,11J,58,1979.66
2014-08-01,07J,34,1087.56
2014-08-01,04M,5,242.33999999999997
2014-08-01,99C,85,2463.53
2014-08-01,01D,58,3140.45
2014-08-01,03T,15,614.21
2014-08-01,02T,37,1011.6199999999999
2014-08-01,NQ7,1,6.28
2014-08-01,05L,34,1383.0600000000002
2014-08-01,06T,73,3589.1699999999996
2014-08-01,03Y,3,250.66
2014-08-01,04L,2,116.99
2014-08-01,05N,106,2102.4300000000003
2014-08-01,02N,7,175.53
2014-08-01,05R,27,599.7
2014-08-01,11M,73,1992.6899999999998
2014-08-01,05G,86,2532.4099999999994
2014-08-01,15E,94,3438.0499999999993
2014-08-01,06K,315,9911.43
2014-08-01,02H,98,3242.72
2014-08-01,01C,85,2581.229999999999
2014-08-01,04Y,68,2131.8100000000004
2014-08-01,07X,141,5005.4699999999975
2014-08-01,09D,50,1539.1699999999998
2014-08-01,01A,101,2516.1199999999994
2014-08-01,02W,15,601.6899999999999
2014-08-01,02A,24,638.3299999999999
2014-08-01,07W,56,1526.2700000000002
2014-08-01,01T,80,1868.21
2014-08-01,06F,12,781.27
2014-08-01,09G,51,1835.56
2014-08-01,00K,5,323.8
2014-08-01,00C,8,560.46
2014-08-01,09C,11,1190.6
2014-08-01,08M,88,3315.72
2014-08-01,09X,32,775.5500000000001
2014-08-01,08V,26,557.94
2014-08-01,99K,36,1104.21
2014-08-01,03Q,32,963.3199999999999
2014-08-01,08X,44,1132.56
2014-08-01,09A,60,2532.94
2014-08-01,00J,13,745.7900000000001
2014-08-01,00T,50,1934.75
2014-08-01,02Y,15,488.88
2014-08-01,08Y,39,1557.9499999999998
2014-08-01,06M,41,1488.62
2014-08-01,99N,28,1241.61
2014-08-01,05J,1,125.33
2014-08-01,00L,24,814.87
2014-08-01,08K,83,3284.3100000000004
2014-08-01,08G,229,5336.539999999999
2014-08-01,02P,45,1698.2399999999998
2014-08-01,07K,55,1042.71
2014-08-01,99P,153,4551.889999999999
2014-08-01,99F,5,162.97
2014-08-01,04G,16,681.0699999999999
2014-08-01,04E,6,206.12
2014-08-01,01F,103,3952.04
2014-08-01,03H,5,374.53000000000003
2014-08-01,04K,5,254.34
2014-08-01,08R,11,259.12
2014-08-01,05H,7,263.26
2014-08-01,09Y,59,1932.69
2014-08-01,05X,49,1527.41
2014-08-01,04D,27,773.2399999999999
2014-08-01,15D,165,6690.91
2014-08-01,02F,94,2091.86
2014-08-01,08D,158,4574.620000000001
2014-08-01,10A,35,808.72
2014-08-01,RJ8,1,160.7
2014-08-01,06A,13,367.01
2014-08-01,10D,118,2343.94
2014-08-01,04H,1,8.37
2014-08-01,07N,83,3429.27
2014-08-01,05Y,26,645.68
2014-08-01,10V,16,479.76
2014-08-01,08C,29,1548.0
2014-08-01,05W,131,4396.42
2014-08-01,00R,103,2442.1099999999997
2014-08-01,10Q,105,3841.9999999999986
2014-08-01,03R,84,3106.9999999999995
2014-08-01,99M,14,509.78999999999996
2014-08-01,08H,46,1622.1999999999998
2014-08-01,00V,22,1140.88
2014-08-01,99J,182,6646.13
2014-08-01,03A,51,1617.2100000000003
2014-08-01,06V,19,835.56
2014-08-01,04F,48,3097.26
2014-08-01,10R,26,1011.46
2014-08-01,06P,26,1119.5200000000002
2014-08-01,04Q,26,1474.0500000000002
2014-08-01,04J,7,175.53
2014-08-01,01K,31,1098.95
2014-08-01,07M,247,7608.639999999998
2014-08-01,08A,45,2093.81
2014-08-01,05A,9,459.46999999999997
2014-08-01,05F,88,1705.4
2014-08-01,02R,39,1476.3700000000001
2014-08-01,08L,111,3674.6699999999996
2014-08-01,15C,141,4291.64
2014-08-01,05C,20,359.49
2014-08-01,07L,68,2421.52
2014-08-01,07P,124,4100.46
2014-08-01,10C,7,238.19
2014-08-01,01J,122,3845.73
2014-08-01,07R,96,4283.41
2014-08-01,03N,8,382.93
2014-08-01,01W,34,1073.9599999999998
2014-08-01,03D,3,79.41
2014-08-01,15A,94,3370.06
2014-08-01,02E,15,610.0500000000001
2014-08-01,06D,5,58.55
2014-08-01,01X,67,2505.0399999999995
2014-08-01,08P,15,676.8799999999999
2014-08-01,09W,109,3843.55
2014-08-01,00Q,69,1226.76
2014-08-01,08T,6,121.22
2014-08-01,01V,53,915.4499999999999
2014-08-01,14Y,61,2144.55
2014-08-01,02G,36,780.82
2014-08-01,07Y,59,1888.75
2014-08-01,06H,53,1627.57
2014-08-01,RY6,2,120.54
2014-08-01,02Q,8,242.32
2014-08-01,01G,26,1127.0500000000002
2014-08-01,09F,27,1080.06
2014-08-01,10J,20,808.79
2014-08-01,RY5,7,57.47
2014-08-01,00N,1,29.25
2014-08-01,03E,13,626.5999999999999
2014-08-01,07Q,181,4074.990000000001
2014-08-01,11N,82,2606.3900000000003
2014-08-01,06W,39,1066.19
2014-08-01,00X,119,3086.31
2014-08-01,99E,9,362.04999999999995
2014-08-01,09N,5,292.46999999999997
2014-08-01,04C,10,479.23
2014-08-01,03J,36,2188.94
2014-08-01,00Y,92,1692.0500000000002
2014-08-01,13T,80,2983.4900000000002
2014-08-01,08J,2,58.5
2014-08-01,08N,71,1948.37
2014-08-01,02X,12,405.33
2014-08-01,00D,13,522.14
2014-08-01,RCD,1,8.37
2014-08-01,10K,20,727.2100000000002
2014-08-01,09L,25,808.08
2014-08-01,03W,5,485.96
2014-08-01,00P,52,1320.62
2014-08-01,01Y,14,453.65
2014-08-01,12F,93,3161.21
2014-08-01,11E,54,1289.3400000000001
2014-08-01,08Q,83,2622.2300000000005
2014-08-01,08E,67,2352.1200000000003
2014-08-01,09H,16,735.4099999999999
2014-08-01,99D,9,238.16
2014-08-01,10L,29,918.59
2014-08-01,04V,6,281.82
2014-08-01,99H,58,1698.47
2014-08-01,07H,21,1077.96
2014-08-01,04R,3,240.2
2014-08-01,99G,23,719.82
2014-08-01,01E,113,2627.36
2014-08-01,06L,19,770.4300000000001
2014-08-01,01H,121,3462.25
2014-08-01,02M,98,1582.3
2014-08-01,07V,62,1551.8000000000002
2014-08-01,99Q,51,1561.2399999999998
2014-08-01,02D,34,925.68
2014-08-01,03M,7,405.27
2014-08-01,05Q,66,1565.18
2014-08-01,08F,33,990.3900000000001
2014-08-01,NVE,1,29.25
2014-08-01,11A,33,974.86
2014-08-01,09J,85,3290.57
2014-08-01,09P,44,1113.0400000000002
2014-08-01,05T,11,254.89000000000001
2014-08-01,05D,22,714.57
2014-09-01,07T,62,2907.1900000000005
2014-09-01,00C,7,745.0500000000001
2014-09-01,01F,116,4335.650000000001
2014-09-01,02Y,26,872.71
2014-09-01,14Y,75,3014.4900000000002
2014-09-01,06M,48,1365.67
2014-09-01,01E,111,2271.46
2014-09-01,00R,53,1365.28
2014-09-01,08L,115,3386.6199999999994
2014-09-01,05F,94,2383.48
2014-09-01,09X,31,855.16
2014-09-01,99H,40,1531.2899999999997
2014-09-01,08W,62,2775.9899999999993
2014-09-01,04Y,68,2020.9600000000003
2014-09-01,10D,107,2035.6000000000001
2014-09-01,08H,70,2831.58
2014-09-01,06V,22,983.71
2014-09-01,11A,32,1503.48
2014-09-01,09P,27,852.93
2014-09-01,06W,81,1445.84
2014-09-01,07M,247,7647.2
2014-09-01,05T,9,720.5300000000001
2014-09-01,00X,90,2642.5800000000004
2014-09-01,08C,27,1262.58
2014-09-01,00K,2,263.34000000000003
2014-09-01,15C,167,4758.639999999999
2014-09-01,08P,9,814.4
2014-09-01,07W,50,1631.23
2014-09-01,10V,48,858.87
2014-09-01,01G,18,798.54
2014-09-01,02P,34,1171.9799999999998
2014-09-01,06A,15,363.07000000000005
2014-09-01,08E,83,2752.8399999999997
2014-09-01,10E,13,539.32
2014-09-01,02D,24,606.34
2014-09-01,03R,71,2623.6299999999997
2014-09-01,06Q,217,5086.9
2014-09-01,08X,80,2143.0
2014-09-01,02H,107,3494.6700000000005
2014-09-01,03Y,4,200.67
2014-09-01,03A,63,1892.0099999999998
2014-09-01,11X,40,1231.96
2014-09-01,00V,22,1311.86
2014-09-01,05H,3,20.93
2014-09-01,09D,22,1063.96
2014-09-01,00J,9,363.72
2014-09-01,07K,37,1197.6799999999998
2014-09-01,RY5,3,28.75
2014-09-01,RYW,1,9.58
2014-09-01,99F,10,262.65999999999997
2014-09-01,01Y,19,421.25
2014-09-01,04V,5,266.66
2014-09-01,01R,61,1221.02
2014-09-01,08N,91,2875.01
2014-09-01,15A,99,3572.610000000001
2014-09-01,15F,116,4645.16
2014-09-01,08A,47,2057.42
2014-09-01,10C,10,418.09000000000003
2014-09-01,01D,92,3291.85
2014-09-01,99C,68,1609.9500000000003
2014-09-01,01W,25,1128.07
2014-09-01,03E,10,616.19
2014-09-01,01H,113,2597.22
2014-09-01,09H,26,1160.5700000000002
2014-09-01,08Q,101,2218.4900000000002
2014-09-01,06K,341,10851.519999999999
2014-09-01,06N,399,12559.029999999999
2014-09-01,09L,27,823.56
2014-09-01,10K,61,1359.76
2014-09-01,06L,27,773.0300000000001
2014-09-01,08G,217,4946.0599999999995
2014-09-01,03F,19,728.3
2014-09-01,07N,65,2632.0899999999992
2014-09-01,04L,2,165.73000000000002
2014-09-01,09A,56,2387.23
2014-09-01,09N,3,91.99000000000001
2014-09-01,05W,114,3766.29
2014-09-01,03T,17,607.34
2014-09-01,10X,12,515.46
2014-09-01,00D,18,817.23
2014-09-01,99J,181,7190.73
2014-09-01,09G,52,2085.29
2014-09-01,04F,54,3226.7099999999996
2014-09-01,99Q,65,1306.9099999999999
2014-09-01,01J,107,4339.71
2014-09-01,02T,26,1024.1399999999999
2014-09-01,112,1,117.04
2014-09-01,07G,4,195.01000000000002
2014-09-01,10R,45,938.4699999999999
2014-09-01,10J,29,1220.67
2014-09-01,03K,17,746.5799999999999
2014-09-01,02R,36,1531.52
2014-09-01,08J,12,347.06
2014-09-01,05R,20,317.85
2014-09-01,01X,70,2512.69
2014-09-01,05X,34,1463.27
2014-09-01,99M,19,593.73
2014-09-01,02X,7,321.92
2014-09-01,08R,11,438.99
2014-09-01,08F,39,748.63
2014-09-01,05Y,27,821.6300000000001
2014-09-01,11N,84,3494.17
2014-09-01,09Y,62,2305.7900000000004
2014-09-01,04H,3,115.95
2014-09-01,03N,6,329.52
2014-09-01,09E,15,769.22
2014-09-01,04K,3,95.43
2014-09-01,07Y,64,2310.0000000000005
2014-09-01,08D,165,5493.580000000001
2014-09-01,00Q,71,1361.23
2014-09-01,00L,29,978.39
2014-09-01,07P,149,4306.369999999999
2014-09-01,04C,9,341.28999999999996
2014-09-01,07Q,177,4068.060000000001
2014-09-01,01K,12,476.62
2014-09-01,10Q,116,4412.75
2014-09-01,02F,120,1995.0999999999997
2014-09-01,08K,71,2634.0199999999995
2014-09-01,00T,45,1541.68
2014-09-01,02M,85,1662.3600000000001
2014-09-01,03J,36,1161.1399999999999
2014-09-01,06H,41,747.1999999999999
2014-09-01,12D,64,2283.7500000000005
2014-09-01,04M,6,83.66
2014-09-01,07L,64,2867.96
2014-09-01,01C,77,2888.94
2014-09-01,05G,86,2429.31
2014-09-01,08V,26,543.26
2014-09-01,04R,1,175.55
2014-09-01,13T,96,2918.5099999999998
2014-09-01,00M,17,321.29999999999995
2014-09-01,07V,52,1614.6000000000001
2014-09-01,06P,9,543.27
2014-09-01,03H,6,520.3
2014-09-01,99P,109,3173.6499999999996
2014-09-01,99D,16,350.18
2014-09-01,09C,6,443.08
2014-09-01,07X,125,3886.220000000001
2014-09-01,03D,7,185.95999999999998
2014-09-01,09J,86,3808.2200000000003
2014-09-01,08T,17,370.1000000000001
2014-09-01,99K,19,947.9
2014-09-01,02N,7,146.37
2014-09-01,02W,21,790.21
2014-09-01,06Y,24,1211.32
2014-09-01,99A,229,7933.419999999999
2014-09-01,03W,6,475.59000000000003
2014-09-01,01V,38,602.3100000000001
2014-09-01,07J,26,700.25
2014-09-01,11M,114,3676.55
2014-09-01,15D,157,5955.460000000001
2014-09-01,05N,84,1608.04
2014-09-01,08Y,30,1762.3700000000001
2014-09-01,99G,28,893.74
2014-09-01,08M,82,3504.6800000000007
