month,pct,items,actual_cost
2011-06-01,03Y,2,217.8
2011-06-01,99J,229,6389.719999999999
2011-06-01,99H,34,1302.7200000000005
2011-06-01,09E,20,758.8399999999999
2011-06-01,03Q,51,1136.3200000000002
2011-06-01,09D,53,2026.73
2011-06-01,07J,27,1043.17
2011-06-01,02M,60,2039.09
2011-06-01,05C,10,346.37
2011-06-01,01W,30,908.0799999999999
2011-06-01,08D,67,2675.52
2011-06-01,06Q,173,4323.249999999999
2011-06-01,00K,21,655.8299999999999
2011-06-01,04Q,11,348.32000000000005
2011-06-01,10E,8,293.81
2011-06-01,08H,87,2694.4799999999996
2011-06-01,09X,45,1202.88
2011-06-01,06K,201,6286.039999999999
2011-06-01,07K,81,1067.16
2011-06-01,07X,147,5189.6900000000005
2011-06-01,05Y,46,1350.69
2011-06-01,07H,43,1620.6000000000001
2011-06-01,07M,325,9825.449999999999
2011-06-01,05X,32,780.62
2011-06-01,08F,90,3099.9800000000005
2011-06-01,01Y,40,969.4399999999999
2011-06-01,08L,112,2578.75
2011-06-01,01X,32,893.14
2011-06-01,00R,52,1768.92
2011-06-01,00L,52,1168.07
2011-06-01,02P,73,2375.44
2011-06-01,11N,89,2330.91
2011-06-01,04R,16,704.27
2011-06-01,04L,7,142.34
2011-06-01,05V,19,488.5199999999999
2011-06-01,10J,56,1878.21
2011-06-01,07G,30,956.3399999999999
2011-06-01,04F,64,3974.4900000000002
2011-06-01,00J,4,324.78
2011-06-01,06H,35,1406.69
2011-06-01,5M3,6,287.92
2011-06-01,07W,99,3098.129999999999
2011-06-01,12D,66,1815.9300000000003
2011-06-01,10A,35,905.1099999999999
2011-06-01,05W,50,2029.25
2011-06-01,99K,41,1824.23
2011-06-01,02X,7,252.95999999999998
2011-06-01,99G,91,2347.93
2011-06-01,09W,129,4686.73
2011-06-01,03M,25,714.62
2011-06-01,03E,15,788.2
2011-06-01,08Y,33,1472.71
2011-06-01,01H,63,1964.45
2011-06-01,03D,9,299.65
2011-06-01,09A,43,1729.6399999999996
2011-06-01,14L,189,5503.229999999999
2011-06-01,00X,38,1107.4
2011-06-01,12F,36,1299.81
2011-06-01,08X,53,1643.6900000000003
2011-06-01,08K,151,2327.57
2011-06-01,03T,48,1442.6200000000001
2011-06-01,06D,12,325.05
2011-06-01,02H,145,5289.779999999999
2011-06-01,00T,170,7977.399999999999
2011-06-01,02A,19,720.99
2011-06-01,01T,99,3312.0299999999993
2011-06-01,04M,1,204.57
2011-06-01,NQ7,3,19.54
2011-06-01,08Q,104,2854.34
2011-06-01,08R,14,307.61
2011-06-01,06P,43,2013.7400000000002
2011-06-01,08C,136,3713.6799999999994
2011-06-01,99C,57,1901.2099999999998
2011-06-01,15D,117,3927.5299999999997
2011-06-01,02D,1,54.47
2011-06-01,14Y,136,4571.09
2011-06-01,01D,102,2930.58
2011-06-01,05H,5,120.7
2011-06-01,06L,22,602.92
2011-06-01,02E,32,885.5999999999999
2011-06-01,15E,116,4606.739999999999
2011-06-01,08M,149,3525.3599999999997
2011-06-01,08T,7,72.16
2011-06-01,99Q,111,3405.3500000000004
2011-06-01,11M,92,2607.24
2011-06-01,10X,15,540.9200000000001
2011-06-01,03L,2,70.05
2011-06-01,10K,70,1476.13
2011-06-01,05N,54,1360.53
2011-06-01,09H,37,1762.72
2011-06-01,5NK,6,175.16
2011-06-01,10V,51,932.97
2011-06-01,03K,21,655.96
2011-06-01,01R,1,102.3
2011-06-01,07N,57,2354.2300000000005
2011-06-01,01G,58,1804.6200000000001
2011-06-01,03R,88,2709.8900000000003
2011-06-01,02Q,7,124.65
2011-06-01,08G,100,2695.7700000000004
2011-06-01,07Q,38,1087.99
2011-06-01,06F,64,2179.9300000000003
2011-06-01,05L,118,4098.06
2011-06-01,04D,12,368.16999999999996
2011-06-01,04K,4,238.65
2011-06-01,06T,115,3115.23
2011-06-01,08V,177,3351.6800000000003
2011-06-01,11X,43,1235.3800000000003
2011-06-01,04N,3,58.42
2011-06-01,09L,27,1231.8500000000001
2011-06-01,99F,38,958.75
2011-06-01,00C,9,368.02
2011-06-01,01E,113,2786.8799999999997
2011-06-01,02Y,19,505.78
2011-06-01,10L,80,2629.02
2011-06-01,01V,47,1597.59
2011-06-01,05D,28,440.02000000000004
2011-06-01,13T,81,2813.7900000000004
2011-06-01,07V,92,2942.4200000000005
2011-06-01,99D,21,445.87
2011-06-01,09J,87,3529.3099999999995
2011-06-01,05G,21,926.05
2011-06-01,5FE,1,6.85
2011-06-01,00D,44,1579.9800000000002
2011-06-01,07T,120,3016.3400000000006
2011-06-01,07Y,103,3570.8700000000003
2011-06-01,00P,32,1114.6399999999999
2011-06-01,08W,103,3244.84
2011-06-01,06Y,25,576.03
2011-06-01,05R,2,108.93
2011-06-01,10Q,28,1225.15
2011-06-01,04C,14,616.45
2011-06-01,06V,13,383.38
2011-06-01,03F,28,1212.2
2011-06-01,08A,55,2435.73
2011-06-01,03N,4,188.89999999999998
2011-06-01,05F,19,231.96
2011-06-01,11J,81,1872.4200000000003
2011-06-01,02F,36,611.14
2011-06-01,06W,42,1648.2199999999998
2011-06-01,09Y,59,1817.85
2011-06-01,06M,31,1256.7800000000002
2011-06-01,01C,41,1176.55
2011-06-01,06N,184,6293.710000000001
2011-06-01,11E,17,371.88000000000005
2011-06-01,00N,19,350.74
2011-06-01,09N,27,828.99
2011-07-01,RY5,2,46.08
2011-07-01,03F,23,1094.4099999999999
2011-07-01,02G,38,887.5699999999999
2011-07-01,08W,75,2473.12
2011-07-01,99G,88,2294.3199999999997
2011-07-01,02D,2,112.8
2011-07-01,15C,176,4272.0199999999995
2011-07-01,07N,53,1731.7599999999998
2011-07-01,08V,144,3675.229999999999
2011-07-01,07T,120,3025.7499999999995
2011-07-01,05N,45,895.5699999999999
2011-07-01,03W,1,190.9
2011-07-01,04L,13,107.68
2011-07-01,09L,50,1732.69
2011-07-01,00T,150,6408.959999999998
2011-07-01,10D,92,1606.5400000000002
2011-07-01,04M,1,116.66
2011-07-01,03Q,58,839.9699999999999
2011-07-01,08K,141,2468.6500000000005
2011-07-01,02W,16,820.7600000000001
2011-07-01,06Y,16,346.4
2011-07-01,04V,4,211.12
2011-07-01,04E,6,215.26
2011-07-01,02R,46,1559.5999999999997
2011-07-01,08A,71,2972.25
2011-07-01,05W,48,1519.59
2011-07-01,5K5,13,167.57999999999998
2011-07-01,08X,61,1607.28
2011-07-01,09N,17,519.38
2011-07-01,00V,29,1088.8300000000002
2011-07-01,99N,64,2605.6800000000007
2011-07-01,01D,97,3229.7000000000003
2011-07-01,10C,13,737.51
2011-07-01,04K,1,102.28
2011-07-01,06M,37,894.92
2011-07-01,99J,201,6807.519999999999
2011-07-01,13T,73,2226.0
2011-07-01,05D,6,109.03
2011-07-01,09G,75,2342.62
2011-07-01,99A,223,8694.519999999999
2011-07-01,05L,95,2807.8600000000006
2011-07-01,04N,3,58.41
2011-07-01,04G,37,1227.63
2011-07-01,02E,30,619.08
2011-07-01,03K,18,515.67
2011-07-01,02P,71,1919.53
2011-07-01,01F,36,1592.22
2011-07-01,08Q,82,2645.57
2011-07-01,01J,84,4475.430000000001
2011-07-01,00L,41,636.87
2011-07-01,10E,14,490.29
2011-07-01,5J2,1,13.64
2011-07-01,04R,16,960.73
2011-07-01,09X,57,1660.6599999999999
2011-07-01,10R,65,1057.59
2011-07-01,99E,44,1480.34
2011-07-01,03H,17,773.84
2011-07-01,08Y,30,1132.2
2011-07-01,00K,22,1002.29
2011-07-01,08N,107,2888.1299999999997
2011-07-01,08P,85,3869.0499999999997
2011-07-01,01V,32,1439.39
2011-07-01,08M,142,3603.0199999999995
2011-07-01,02N,13,621.05
2011-07-01,08R,19,803.37
2011-07-01,06A,12,205.26
2011-07-01,05A,3,58.41
2011-07-01,09J,79,3824.8399999999997
2011-07-01,04Y,43,1106.04
2011-07-01,09D,33,866.9
2011-07-01,08G,61,2060.3700000000003
2011-07-01,14Y,143,5044.719999999998
2011-07-01,01G,54,1563.91
2011-07-01,01E,61,1411.5600000000002
2011-07-01,07G,30,1171.1399999999999
2011-07-01,05C,7,140.18
2011-07-01,08J,18,574.07
2011-07-01,15E,138,5247.349999999999
2011-07-01,11X,34,1075.84
2011-07-01,06K,168,5101.339999999998
2011-07-01,09F,54,1639.41
2011-07-01,10L,54,1661.6900000000003
2011-07-01,01C,54,1684.5600000000002
2011-07-01,12D,68,1743.7800000000002
2011-07-01,10V,47,952.2699999999999
2011-07-01,10X,10,171.38
2011-07-01,00P,50,1461.0100000000002
2011-07-01,09P,35,1001.35
2011-07-01,05J,4,116.75
2011-07-01,09A,71,3001.4399999999996
2011-07-01,00R,58,1659.8799999999999
2011-07-01,06H,31,1019.39
2011-07-01,05G,29,583.99
2011-07-01,01A,144,3900.5999999999995
2011-07-01,00X,45,1900.4600000000003
2011-07-01,09E,19,727.56
2011-07-01,01T,84,2268.8599999999997
2011-07-01,01H,60,1691.56
2011-07-01,02A,16,616.0
2011-07-01,06T,96,2503.0799999999995
2011-07-01,03R,73,1806.4
2011-07-01,10Q,40,1800.6699999999998
2011-07-01,07Y,72,2760.6600000000003
2011-07-01,15F,140,4088.02
2011-07-01,08H,96,3058.8300000000004
2011-07-01,05X,26,896.92
2011-07-01,07P,191,4960.719999999998
2011-07-01,08T,8,179.08
2011-07-01,10A,31,980.6199999999999
2011-07-01,03V,6,326.74
2011-07-01,05Y,42,1047.07
2011-07-01,06D,16,418.42
2011-07-01,09C,4,346.12
2011-07-01,11M,80,2551.5299999999993
2011-07-01,99C,30,1118.6100000000001
2011-07-01,00Q,19,583.74
2011-07-01,03J,39,1488.2
2011-07-01,07K,75,1003.72
2011-07-01,15D,102,3690.5200000000004
2011-07-01,02M,71,1673.6600000000003
2011-07-01,04Q,13,305.71
2011-07-01,99D,7,165.38
2011-07-01,06P,29,1154.5799999999997
2011-07-01,99K,37,1452.0800000000002
2011-07-01,08C,107,3144.5499999999997
2011-07-01,11E,29,484.93
2011-07-01,15A,88,2770.7
2011-07-01,01W,32,907.9599999999998
2011-07-01,99Q,87,2526.3199999999997
2011-07-01,NVE,1,11.69
2011-07-01,00N,32,485.21999999999997
2011-07-01,02H,122,5047.0599999999995
2011-07-01,02Y,9,213.62
2011-07-01,07J,25,1272.3400000000001
2011-07-01,08F,53,2130.27
2011-07-01,5QH,2,19.5
2011-07-01,05Q,34,625.04
2011-07-01,14L,135,3864.5600000000004
2011-07-01,06N,117,3996.32
2011-07-01,03D,14,540.04
2011-07-01,11A,44,968.1799999999998
2011-07-01,99F,36,878.8800000000001
2011-07-01,05H,2,17.11
2011-07-01,01K,28,891.52
2011-07-01,12F,29,984.4700000000001
2011-07-01,03L,1,38.91
2011-07-01,04F,73,4183.719999999999
2011-07-01,5P7,2,54.49
2011-07-01,03E,14,528.9300000000001
2011-07-01,06L,30,727.47
2011-07-01,06W,42,1020.9200000000001
2011-07-01,07H,48,1374.54
2011-07-01,03T,48,1204.6299999999999
2011-07-01,00M,20,1017.98
2011-07-01,00C,10,646.62
2011-07-01,09Y,64,2019.2299999999998
2011-07-01,08L,102,2749.01
2011-07-01,99M,30,1079.4900000000002
2011-07-01,07Q,58,1627.0300000000004
2011-07-01,07V,82,2286.5100000000007
2011-07-01,11J,109,1756.1100000000001
2011-07-01,07M,305,9400.229999999998
2011-07-01,02Q,7,151.84
2011-07-01,06V,23,645.9199999999998
2011-07-01,04H,6,117.0
2011-07-01,09W,105,3307.729999999999
2011-07-01,5M3,4,243.1
2011-07-01,06Q,168,3825.8900000000012
2011-07-01,07L,86,2261.38
2011-07-01,01R,1,102.28
2011-07-01,10K,68,1430.08
2011-07-01,01Y,27,628.7
2011-07-01,NQ7,1,46.68
2011-07-01,99H,39,1411.4900000000002
2011-07-01,04C,20,687.89
2011-07-01,10J,62,1979.1399999999996
2011-07-01,05F,28,447.47999999999996
2011-07-01,06F,43,1680.36
2011-07-01,07R,113,3494.57
2011-07-01,08E,64,1559.5700000000002
2011-07-01,02F,63,1729.7900000000002
2011-07-01,00D,28,918.33
2011-07-01,99P,241,7123.57
2011-07-01,03M,17,502.98
2011-07-01,03A,82,2123.5
2011-07-01,01X,50,955.5999999999999
2011-07-01,00Y,98,2810.6799999999994
2011-07-01,07W,114,3175.8499999999995
2011-07-01,11N,79,2722.07
2011-07-01,05T,14,993.84
2011-07-01,08D,78,2262.34
2011-07-01,04J,17,243.32
2011-07-01,09H,37,1494.42
2011-07-01,04D,22,964.72
2011-07-01,05R,1,54.46
2011-07-01,07X,151,5276.85
2011-07-01,02X,6,241.22
2011-07-01,00J,5,77.91
2011-07-01,02T,17,566.97
2011-07-01,05V,17,475.71
2011-08-01,02Q,12,245.33999999999997
2011-08-01,99H,41,1502.17
2011-08-01,02Y,15,249.06
2011-08-01,02R,43,1470.1499999999999
2011-08-01,10Q,22,890.9199999999998
2011-08-01,15E,117,3958.6400000000003
2011-08-01,03E,5,417.0
2011-08-01,11J,142,2041.1999999999998
2011-08-01,09G,84,2531.4100000000003
2011-08-01,04R,11,311.40999999999997
2011-08-01,10D,56,1109.94
2011-08-01,00L,41,823.6099999999999
2011-08-01,03D,14,501.99
2011-08-01,08T,10,268.61
2011-08-01,03T,57,1546.1100000000001
2011-08-01,10J,30,881.47
2011-08-01,09A,57,1539.58
2011-08-01,05N,38,1113.15
2011-08-01,11N,68,1813.4
2011-08-01,07M,325,10147.179999999998
2011-08-01,99G,78,1824.6399999999999
2011-08-01,09N,16,397.12
2011-08-01,RWX,1,17.53
2011-08-01,02F,68,2070.71
2011-08-01,00C,6,256.82
2011-08-01,99Q,109,3118.0699999999997
2011-08-01,01E,61,2086.0600000000004
2011-08-01,05T,25,768.6600000000001
2011-08-01,99P,252,7457.08
2011-08-01,05X,13,472.84
2011-08-01,07H,61,1731.4699999999998
2011-08-01,5MX,2,13.67
2011-08-01,01R,1,102.3
2011-08-01,06P,32,1194.1699999999998
2011-08-01,10C,15,601.63
2011-08-01,09D,36,1350.7600000000002
2011-08-01,NTP,3,19.54
2011-08-01,05D,10,256.90999999999997
2011-08-01,04F,84,4400.92
2011-08-01,03A,76,1816.69
2011-08-01,01F,54,2143.06
2011-08-01,09F,57,1734.7700000000002
2011-08-01,06D,13,311.47
2011-08-01,08L,109,2188.55
2011-08-01,00R,71,1833.66
2011-08-01,15A,83,2154.75
2011-08-01,08W,78,2502.61
2011-08-01,03N,6,258.95
2011-08-01,07Q,44,1224.46
2011-08-01,00Q,18,420.52000000000004
2011-08-01,08V,132,2669.38
2011-08-01,05G,41,1191.08
2011-08-01,99E,44,1803.1200000000001
2011-08-01,08E,77,1995.78
2011-08-01,10E,9,529.0799999999999
2011-08-01,00M,19,1065.12
2011-08-01,00N,22,350.85
2011-08-01,08K,144,2212.63
2011-08-01,07G,25,866.21
2011-08-01,06Y,17,630.1
2011-08-01,5FE,3,34.19
2011-08-01,10K,70,1853.17
2011-08-01,07Y,86,2858.8500000000004
2011-08-01,05A,3,40.92
2011-08-01,02D,8,227.73000000000002
2011-08-01,07V,95,2363.1900000000005
2011-08-01,09P,28,776.8
2011-08-01,06T,93,2441.6400000000003
2011-08-01,03M,3,147.75
2011-08-01,09W,109,4320.55
2011-08-01,02M,78,2514.16
2011-08-01,11X,54,1928.8399999999997
2011-08-01,00J,10,216.11999999999998
2011-08-01,02P,75,2009.09
2011-08-01,01W,17,451.55999999999995
2011-08-01,08G,71,2286.6000000000004
2011-08-01,02W,18,972.6199999999999
2011-08-01,05R,3,66.2
2011-08-01,01X,44,1343.3999999999999
2011-08-01,01Y,26,671.56
2011-08-01,09Y,81,2598.09
2011-08-01,08P,78,3286.4999999999995
2011-08-01,08F,54,2387.5600000000004
2011-08-01,00D,21,692.78
2011-08-01,08X,53,1558.1499999999999
2011-08-01,5QH,1,38.91
2011-08-01,02H,136,4647.3499999999985
2011-08-01,08Q,107,2447.8100000000004
2011-08-01,10X,14,616.73
2011-08-01,RY2,2,25.64
2011-08-01,04G,41,1269.86
2011-08-01,09J,75,3005.78
2011-08-01,15C,206,4891.299999999999
2011-08-01,15D,127,4156.65
2011-08-01,08M,148,3697.0699999999997
2011-08-01,07N,41,1966.94
2011-08-01,03R,89,2295.41
2011-08-01,03Q,54,1049.8500000000001
2011-08-01,04Q,12,229.14999999999998
2011-08-01,00K,23,529.54
2011-08-01,03K,33,726.1899999999999
2011-08-01,99F,36,961.7500000000002
2011-08-01,99M,19,570.23
2011-08-01,02E,24,675.38
2011-08-01,00P,37,1070.09
2011-08-01,04K,4,109.0
2011-08-01,01J,70,3439.6200000000003
2011-08-01,04N,5,68.21
2011-08-01,02A,13,578.89
2011-08-01,01K,24,700.2900000000002
2011-08-01,06K,137,4373.960000000002
2011-08-01,02N,24,1209.79
2011-08-01,14L,185,5037.409999999999
2011-08-01,12D,62,2039.3700000000001
2011-08-01,06W,52,1990.48
2011-08-01,08D,56,2033.89
2011-08-01,10L,51,1937.9700000000003
2011-08-01,06N,190,5333.230000000001
2011-08-01,99K,34,1750.9900000000002
2011-08-01,08C,106,2922.11
2011-08-01,02X,2,38.95
2011-08-01,08A,64,2375.8599999999997
2011-08-01,01D,95,2750.7399999999993
2011-08-01,03F,20,784.24
2011-08-01,05H,4,74.00999999999999
2011-08-01,03H,13,634.73
2011-08-01,11M,86,2382.6
2011-08-01,12F,27,1116.77
2011-08-01,11A,58,1380.41
2011-08-01,01V,54,1739.77
2011-08-01,RY6,1,23.9
2011-08-01,07X,125,4591.329999999999
2011-08-01,04E,6,130.58
2011-08-01,01G,55,1477.5500000000002
2011-08-01,05F,28,704.6700000000001
2011-08-01,01A,143,3456.1600000000008
2011-08-01,5K5,15,229.89000000000001
2011-08-01,09X,38,986.36
2011-08-01,09C,4,37.07
2011-08-01,05C,14,521.48
2011-08-01,06V,17,667.32
2011-08-01,01H,86,2122.1299999999997
2011-08-01,14Y,129,4635.200000000001
2011-08-01,06L,36,960.0400000000001
2011-08-01,06F,56,1805.5099999999998
2011-08-01,5J2,2,98.93
2011-08-01,09H,71,2109.37
2011-08-01,10R,62,1287.8599999999997
2011-08-01,07R,111,3291.06
2011-08-01,99A,199,6397.75
2011-08-01,08J,9,445.49
2011-08-01,07P,177,3642.89
2011-08-01,04Y,33,658.36
2011-08-01,03W,3,344.40999999999997
2011-08-01,05V,14,519.88
2011-08-01,07W,86,2854.090000000001
2011-08-01,01C,52,1384.0700000000002
2011-08-01,07J,22,1093.6599999999999
2011-08-01,00V,31,1677.16
2011-08-01,10A,23,630.63
2011-08-01,06A,19,430.84
2011-08-01,08H,100,3401.65
2011-08-01,08Y,55,1864.24
2011-08-01,05Y,36,1031.54
2011-08-01,07K,96,1128.07
2011-08-01,09E,16,400.96999999999997
2011-08-01,99N,69,2436.2
2011-08-01,99J,224,6348.44
2011-08-01,03V,2,163.37
2011-08-01,04D,28,1008.2599999999999
2011-08-01,00Y,96,2924.6399999999994
2011-08-01,02G,46,1195.17
2011-08-01,13T,72,2035.8400000000001
2011-08-01,04C,15,425.4
2011-08-01,10V,54,1128.98
2011-08-01,02T,31,688.3900000000001
2011-08-01,08R,15,330.98
2011-08-01,5M3,6,194.6
2011-08-01,03J,67,2399.2
2011-08-01,5M1,1,46.69
2011-08-01,06M,46,1473.4500000000003
2011-08-01,05W,50,1799.9100000000005
2011-08-01,07L,97,3047.669999999999
2011-08-01,09L,73,2165.0099999999998
2011-08-01,15F,161,4841.879999999999
2011-08-01,99C,34,1035.34
2011-08-01,04V,8,324.66999999999996
2011-08-01,04J,30,403.27
2011-08-01,00T,157,6299.2
2011-08-01,04H,4,159.82
2011-08-01,04L,6,153.6
2011-08-01,05Q,43,835.42
2011-08-01,07T,101,3408.1800000000003
2011-08-01,06H,32,1084.8799999999999
2011-08-01,01T,103,3459.9500000000003
2011-08-01,05L,169,4004.4900000000007
2011-08-01,00X,29,1064.35
2011-08-01,99D,4,146.89
2011-08-01,06Q,196,4779.719999999999
2011-08-01,08N,124,3506.129999999999
2011-08-01,11E,18,292.21999999999997
2011-09-01,10J,60,1600.3
2011-09-01,05Q,28,906.8699999999999
2011-09-01,00J,16,259.1
2011-09-01,08V,148,2870.75
2011-09-01,03K,36,829.6600000000001
2011-09-01,05T,17,696.5699999999999
2011-09-01,07X,184,5854.910000000001
2011-09-01,09N,22,629.74
2011-09-01,05V,17,560.4
2011-09-01,05N,27,724.04
2011-09-01,05L,147,3749.2
2011-09-01,09J,98,4190.530000000001
2011-09-01,09X,69,1961.63
2011-09-01,02R,47,1250.68
2011-09-01,10E,10,414.42
2011-09-01,99P,274,7732.6399999999985
2011-09-01,03W,12,653.5699999999999
2011-09-01,07G,50,987.59
2011-09-01,08D,81,2991.2700000000004
2011-09-01,04G,28,970.1700000000002
2011-09-01,15A,73,2516.1499999999996
2011-09-01,05C,3,124.53
2011-09-01,00L,45,1049.27
2011-09-01,01Y,22,665.6099999999999
2011-09-01,09E,19,558.58
2011-09-01,01C,56,1643.21
2011-09-01,10V,51,1057.55
2011-09-01,00T,130,6116.5599999999995
2011-09-01,09L,39,1468.6100000000001
2011-09-01,05J,9,276.77000000000004
2011-09-01,10K,81,1642.61
2011-09-01,10D,72,1452.68
2011-09-01,05G,36,1004.89
2011-09-01,08X,62,1450.8
2011-09-01,07T,101,2497.45
2011-09-01,03D,20,431.48999999999995
2011-09-01,03Q,73,1669.0499999999995
2011-09-01,00K,22,974.74
2011-09-01,07W,87,2868.4699999999993
2011-09-01,14Y,144,5553.2
2011-09-01,06P,38,1092.14
2011-09-01,08G,71,2245.86
2011-09-01,03A,69,1501.4099999999999
2011-09-01,06L,27,645.53
2011-09-01,13T,72,2726.0699999999997
2011-09-01,5M3,6,289.87
2011-09-01,01E,57,1454.55
2011-09-01,05Y,34,1006.2300000000001
2011-09-01,15F,141,3539.1399999999994
2011-09-01,08N,79,2204.82
2011-09-01,03T,52,1778.6800000000003
2011-09-01,08L,113,2515.49
2011-09-01,99D,9,262.64
2011-09-01,04L,5,153.57
2011-09-01,00P,58,1807.6700000000003
2011-09-01,02P,44,2144.92
2011-09-01,00N,20,344.96999999999997
2011-09-01,04R,11,515.64
2011-09-01,01K,24,716.08
2011-09-01,06Q,156,4511.680000000002
2011-09-01,01D,99,2973.4100000000003
2011-09-01,02H,151,5592.53
2011-09-01,03N,4,142.24
2011-09-01,09A,79,2269.05
2011-09-01,08F,53,2342.45
2011-09-01,00M,30,1218.69
2011-09-01,04Q,15,357.30999999999995
2011-09-01,08A,48,2388.9500000000003
2011-09-01,11J,101,2198.84
2011-09-01,04H,5,226.07
2011-09-01,05X,35,615.5099999999999
2011-09-01,12F,38,1539.0600000000004
2011-09-01,08J,3,124.52
2011-09-01,06W,25,1145.1399999999999
2011-09-01,13V,1,27.25
2011-09-01,06Y,27,618.82
2011-09-01,01G,55,1810.2099999999998
2011-09-01,01X,49,1521.6899999999998
2011-09-01,12D,78,2185.7499999999995
2011-09-01,05F,19,455.55
2011-09-01,07K,82,1168.34
2011-09-01,02W,10,462.15999999999997
2011-09-01,08R,6,495.94999999999993
2011-09-01,00D,25,801.3600000000001
2011-09-01,08M,133,3161.08
2011-09-01,06K,192,5677.810000000001
2011-09-01,05W,40,1807.4
2011-09-01,15C,180,4672.670000000001
2011-09-01,08E,46,1252.1699999999998
2011-09-01,02X,14,364.02000000000004
2011-09-01,04J,16,290.2
2011-09-01,08K,151,2851.1700000000005
2011-09-01,14L,131,4270.35
2011-09-01,01T,59,2460.52
2011-09-01,07M,246,7681.67
2011-09-01,03J,47,1754.88
2011-09-01,04C,11,458.77
2011-09-01,04F,97,4741.570000000001
2011-09-01,06H,52,1487.35
2011-09-01,99J,226,7190.109999999999
2011-09-01,09P,22,833.69
2011-09-01,07L,91,2615.8800000000006
2011-09-01,99E,63,2747.4700000000003
2011-09-01,02F,58,1724.38
2011-09-01,11N,86,2560.2299999999996
2011-09-01,06A,12,340.8
2011-09-01,01V,35,1084.21
2011-09-01,09D,30,1183.72
2011-09-01,01R,2,42.83
2011-09-01,99F,27,814.3499999999999
2011-09-01,08T,1,54.47
2011-09-01,00C,2,134.5
2011-09-01,00V,18,928.01
2011-09-01,99Q,59,2232.69
2011-09-01,07V,81,2052.63
2011-09-01,02E,17,509.9200000000001
2011-09-01,00Y,92,2443.93
2011-09-01,03H,17,799.77
2011-09-01,00R,80,2051.7100000000005
2011-09-01,01J,64,3241.2000000000003
2011-09-01,00Q,21,609.2
2011-09-01,04N,3,58.42
2011-09-01,99H,23,1123.7799999999997
2011-09-01,04D,15,735.3499999999999
2011-09-01,03M,7,315.09000000000003
2011-09-01,06T,88,2693.7900000000004
2011-09-01,03E,9,518.46
2011-09-01,03F,19,888.3199999999999
2011-09-01,07H,38,1515.4800000000002
2011-09-01,11X,45,1306.2699999999998
2011-09-01,00X,52,1731.9800000000002
2011-09-01,06N,146,4771.879999999999
2011-09-01,99G,83,1607.4700000000003
2011-09-01,02Y,9,272.47
2011-09-01,02T,16,468.0
2011-09-01,02N,9,241.36
2011-09-01,05H,7,221.86
2011-09-01,08C,113,3374.7999999999993
2011-09-01,04E,8,387.33
2011-09-01,02A,23,901.9599999999999
2011-09-01,10C,11,424.17
2011-09-01,99K,22,1341.45
2011-09-01,01A,142,3578.6599999999994
2011-09-01,09C,3,112.86
2011-09-01,01W,16,744.3900000000001
2011-09-01,08P,79,3533.3099999999995
2011-09-01,04M,2,19.51
2011-09-01,09G,79,2372.9199999999996
2011-09-01,06F,30,1530.6499999999999
2011-09-01,08W,78,2290.7900000000004
2011-09-01,02G,43,1070.68
2011-09-01,10Q,28,1596.48
2011-09-01,08Q,85,2574.3500000000004
2011-09-01,01H,76,1625.0200000000002
2011-09-01,06M,34,823.1
2011-09-01,99C,34,1181.1999999999998
2011-09-01,09W,105,3940.26
2011-09-01,07N,59,2431.0
2011-09-01,11M,79,2379.3700000000003
2011-09-01,07P,186,6053.219999999999
2011-09-01,09F,70,2095.78
2011-09-01,02Q,7,221.87
2011-09-01,03R,98,2563.8499999999995
2011-09-01,06V,16,603.1500000000001
2011-09-01,11A,72,1775.3200000000002
2011-09-01,03V,2,163.37
2011-09-01,10X,24,720.1100000000001
2011-09-01,02M,63,2243.74
2011-09-01,02D,6,171.28
2011-09-01,06D,12,389.22
2011-09-01,07Y,71,3299.9700000000003
2011-09-01,10A,20,587.78
2011-09-01,01F,57,1863.82
2011-09-01,04Y,48,1260.9599999999998
2011-09-01,05D,4,81.78999999999999
2011-09-01,08Y,33,1133.84
2011-09-01,05R,6,159.63
2011-09-01,NQ7,9,48.9
2011-09-01,04V,7,235.13000000000002
2011-09-01,07R,110,3775.2299999999996
2011-09-01,09Y,63,1838.6000000000001
2011-09-01,10R,51,1299.7199999999998
2011-09-01,99N,67,2354.59
2011-09-01,RY6,1,143.22
2011-09-01,15E,117,4530.639999999999
2011-09-01,10L,66,2412.87
2011-09-01,07J,29,1381.6200000000001
2011-09-01,07Q,51,1164.4499999999998
2011-09-01,11E,23,381.8
2011-09-01,15D,96,3195.3799999999997
2011-09-01,99M,22,772.5
2011-09-01,09H,32,1122.3700000000001
2011-09-01,08H,68,1491.9499999999998
2011-09-01,99A,206,7115.89
2011-09-01,5K5,13,208.44
2011-10-01,01T,76,3190.0100000000007
2011-10-01,01G,55,1482.07
2011-10-01,08X,50,1334.1999999999998
2011-10-01,99F,20,667.52
2011-10-01,09W,80,2915.4299999999994
2011-10-01,99C,47,2372.74
2011-10-01,02G,40,1254.9200000000003
2011-10-01,09L,53,2214.31
2011-10-01,05L,139,3712.9700000000003
2011-10-01,07T,81,2066.9600000000005
2011-10-01,04E,7,171.51999999999998
2011-10-01,06M,37,1817.32
2011-10-01,03L,3,11.76
2011-10-01,02N,6,395.33
2011-10-01,00N,19,317.62
2011-10-01,10D,84,1468.1200000000001
2011-10-01,07N,44,1923.69
