,month,pct,items,actual_cost,list_size,cost_per_1000
897,2014-06-01,04M,4,183.72,94080,1.9528061224489797
898,2014-06-01,09P,37,1474.01,183612,8.027852210095201
899,2014-06-01,99M,26,847.73,220520,3.844231815708326
900,2014-06-01,06Q,181,5494.969999999999,377862,14.542266753470843
901,2014-06-01,01A,126,3536.43,371992,9.50673670401514
902,2014-06-01,03A,32,1382.97,241890,5.717350861962049
903,2014-06-01,00M,13,462.03000000000003,290963,1.5879338610063825
904,2014-06-01,06N,376,10275.019999999999,618373,16.61621707286702
905,2014-06-01,08X,39,1236.0800000000004,375611,3.2908514393880917
906,2014-06-01,01Y,10,441.99,241913,1.82706179494281
907,2014-06-01,09G,63,2126.72,495449,4.292510429933253
908,2014-06-01,05A,7,292.28999999999996,477356,0.612310309286989
909,2014-06-01,05V,48,1269.57,145263,8.739802978046715
910,2014-06-01,05Y,44,872.9899999999999,274269,3.182970003901279
911,2014-06-01,02D,41,1135.92,102491,11.083119493418934
912,2014-06-01,10A,14,354.99,202011,1.757280544128785
913,2014-06-01,NQ7,1,58.45,0,inf
914,2014-06-01,03T,30,730.3199999999999,243703,2.9967624526575376
915,2014-06-01,04Q,18,930.74,130463,7.134129983213631
916,2014-06-01,00V,16,881.66,196968,4.476158563827627
917,2014-06-01,02X,12,425.92,311177,1.368738692126989
918,2014-06-01,10K,54,1797.7399999999998,201858,8.905963598172972
919,2014-06-01,09J,81,3511.61,253391,13.858463797056723
920,2014-07-01,08F,25,1053.62,259170,4.0653625033761625
921,2014-07-01,05H,4,133.8,185047,0.7230595470339969
922,2014-07-01,06T,72,2981.4800000000005,332067,8.978549509586921
923,2014-07-01,09W,103,3860.83,292869,13.182788209062753
924,2014-07-01,05D,9,376.3,136847,2.7497862576453995
925,2014-07-01,10R,37,1004.6,216141,4.64789188538963
926,2014-07-01,04M,7,225.79,94266,2.395243247830607
927,2014-07-01,03A,55,1764.57,244401,7.219978641658586
928,2014-07-01,05F,119,2189.59,182748,11.981471753452842
929,2014-07-01,08C,27,1195.77,201786,5.9259314323094765
930,2014-07-01,10E,26,727.59,142987,5.088504549364627
931,2014-07-01,01C,80,2387.52,205306,11.629080494481409
932,2014-07-01,08L,126,3610.0,305621,11.812015535581653
933,2014-07-01,05Y,54,1306.8400000000001,275097,4.750469834276638
934,2014-07-01,11E,36,1327.52,200073,6.63517815997161
935,2014-07-01,07H,43,1688.9400000000003,297112,5.68452300815854
936,2014-07-01,02F,127,2919.0300000000007,257691,11.32763658800657
937,2014-07-01,00V,26,814.53,197387,4.1265635528175615
938,2014-07-01,08J,10,300.44000000000005,195658,1.5355364973576346
939,2014-07-01,99E,13,651.22,269407,2.417234889962028
940,2014-07-01,10A,45,1528.2599999999998,202039,7.564183152757635
941,2014-07-01,07P,148,3509.9700000000007,357272,9.82436351015473
942,2014-07-01,08G,212,5252.169999999999,295186,17.79274762353228
943,2014-07-01,02T,35,859.43,216447,3.9706256034964675
944,2014-07-01,11M,102,2634.4399999999996,627653,4.1972873546370355
945,2014-07-01,02A,18,614.66,237538,2.587628084769595
946,2014-07-01,08Y,32,1748.31,237803,7.351925753670055
947,2014-07-01,01E,152,3592.9399999999996,209693,17.134286790689245
948,2014-07-01,00P,86,2055.44,283836,7.241646584647473
949,2014-07-01,07J,17,608.78,168868,3.6050643105857825
950,2014-07-01,08W,56,2447.560000000001,296897,8.243801722482884
951,2014-07-01,01A,111,3142.36,372402,8.438085724566465
952,2014-07-01,09E,30,1078.76,215736,5.000370823599214
953,2014-07-01,06A,32,969.3599999999999,263099,3.6843925670565065
954,2014-07-01,07M,281,7969.470000000001,392492,20.304796021320183
955,2014-07-01,10V,15,592.47,209742,2.824756128958435
956,2014-07-01,06K,338,9882.290000000003,580279,17.03023890232113
957,2014-07-01,03N,10,446.62000000000006,580218,0.7697451647484223
958,2014-07-01,07Y,57,2399.2000000000003,295867,8.109048998367511
959,2014-07-01,05N,80,1664.52,301504,5.520722776480578
960,2014-07-01,06W,54,1837.4399999999998,213044,8.624697245639398
961,2014-07-01,06N,409,12230.309999999998,621020,19.693906798492797
962,2014-07-01,03K,31,1302.1100000000001,170402,7.641400922524385
963,2014-07-01,09H,31,1340.0900000000001,128555,10.424254210260202
964,2014-07-01,08M,119,5350.59,366616,14.594534881183582
965,2014-07-01,112,1,117.05,735,159.2517006802721
966,2014-07-01,03H,7,584.5699999999999,168614,3.466912593260346
967,2014-07-01,04Q,34,1412.02,130951,10.782811891470855
968,2014-07-01,99J,162,5947.76,472769,12.580689512214212
969,2014-07-01,03D,6,227.78,142658,1.5966857799772882
970,2014-07-01,09C,11,817.3,126697,6.450823618554504
971,2014-07-01,11J,54,1622.1399999999999,778922,2.082544850447156
972,2014-07-01,05V,94,2222.67,145353,15.291531650533528
973,2014-07-01,04V,3,120.9,372656,0.3244278906015199
974,2014-07-01,06F,15,681.49,453006,1.5043730105120021
975,2014-07-01,02P,32,1111.91,253244,4.3906667087867834
976,2014-07-01,00N,5,46.03,154950,0.29706356889319135
977,2014-07-01,99C,57,1603.6299999999997,216062,7.422082550379057
978,2014-07-01,05L,53,1839.77,549070,3.3507020962718777
979,2014-07-01,00L,20,815.3100000000001,321830,2.53335611969052
980,2014-07-01,01Y,17,785.8799999999999,242315,3.243216474423787
981,2014-07-01,01K,17,763.0,159659,4.778935105443477
982,2014-07-01,04D,32,1112.7099999999998,229686,4.84448333812248
983,2014-07-01,01T,80,1934.1200000000001,154745,12.498756017965041
984,2014-07-01,11X,76,2186.92,553948,3.9478795843653196
985,2014-07-01,07V,58,1882.8300000000002,391791,4.805699977794284
986,2014-07-01,07R,97,3163.23,258240,12.249186802973977
987,2014-07-01,00C,6,208.17000000000002,106620,1.9524479459763648
988,2014-07-01,01R,47,1096.59,177669,6.172095300812184
989,2014-07-01,10L,39,968.0099999999999,141515,6.840334946825424
990,2014-07-01,99P,79,3084.72,907001,3.401010583229787
991,2014-07-01,07W,56,1578.0600000000002,413675,3.814733788602164
992,2014-07-01,05W,93,3157.4900000000002,282513,11.176441438093114
993,2014-07-01,01W,50,1452.97,302455,4.80392124448265
994,2014-07-01,05X,39,1327.57,176193,7.534748826570862
995,2014-07-01,07K,29,525.42,241848,2.1725215838047034
996,2014-07-01,04C,19,675.9100000000001,378157,1.787379315998382
997,2014-07-01,08H,46,1672.49,229817,7.27748599973022
998,2014-07-01,09P,30,1342.67,184039,7.295573220893398
999,2014-07-01,03Y,6,551.82,102221,5.398303675370031
1000,2014-07-01,10J,29,1156.7,218414,5.295905940095416
1001,2014-07-01,03Q,35,1178.1799999999998,347293,3.392466879551272
1002,2014-07-01,01D,88,3619.73,224835,16.09949518535815
1003,2014-07-01,04R,2,175.58,538222,0.32622226516195924
1004,2014-07-01,05J,1,229.72,172557,1.3312702469328976
1005,2014-07-01,02E,9,361.65999999999997,212263,1.7038296829876143
1006,2014-07-01,10K,56,1466.9899999999998,200924,7.301218371125399
1007,2014-07-01,99Q,33,1179.24,288265,4.090819211489428
1008,2014-07-01,05T,12,301.09000000000003,296638,1.0150081918028033
1009,2014-07-01,04H,2,58.53,129914,0.45052881136752004
1010,2014-07-01,02Q,2,29.26,113196,0.2584896992826602
1011,2014-07-01,00Q,78,1714.6399999999994,169532,10.11396078616426
1012,2014-07-01,04E,3,109.32,187052,0.5844364134037594
1013,2014-07-01,12D,59,2487.6299999999997,227544,10.932522940618076
1014,2014-07-01,06Y,18,734.3399999999999,229293,3.202627206238306
1015,2014-07-01,00K,16,564.47,291951,1.9334408856280678
1016,2014-07-01,08P,7,505.85,205742,2.4586618191715837
1017,2014-07-01,05A,4,250.85000000000002,477078,0.5258050046323662
1018,2014-07-01,03E,7,329.61999999999995,160977,2.0476217099337166
1019,2014-07-01,08Q,116,2735.0,305084,8.964744136041222
1020,2014-07-01,06Q,163,4173.14,378660,11.020810225532141
1021,2014-07-01,00M,9,248.8,290918,0.8552238087708564
1022,2014-07-01,02M,80,1555.8400000000001,150492,10.338356856178402
1023,2014-07-01,99N,37,1464.7299999999998,480715,3.0469820995808323
1024,2014-07-01,06M,60,1785.1200000000001,234142,7.624091363360696
1025,2014-07-01,10D,104,2062.3500000000004,108169,19.065998576301904
1026,2014-07-01,05C,17,296.96,313925,0.9459584295612008
1027,2014-07-01,03R,79,3594.55,359814,9.990022622799557
1028,2014-07-01,07G,6,429.25,167118,2.5685443818140477
1029,2014-07-01,02N,7,438.71000000000004,157081,2.7928902922695937
1030,2014-07-01,01G,22,832.97,255169,3.2643855640771413
1031,2014-07-01,08D,170,4845.4000000000015,294653,16.444427852423026
1032,2014-07-01,08V,33,764.0399999999998,287644,2.6562000250309405
1033,2014-07-01,04J,3,58.55,290147,0.2017942629081121
1034,2014-07-01,00X,113,3008.7200000000003,176832,17.014567499095186
1035,2014-07-01,10C,3,117.07,93331,1.2543527873911133
1036,2014-07-01,08T,14,432.78,187207,2.3117725298733482
1037,2014-07-01,01X,78,3127.459999999999,194450,16.083620467986623
1038,2014-07-01,99M,23,616.79,220626,2.7956360537742606
1039,2014-07-01,99A,168,6006.28,498762,12.04237692526696
1040,2014-07-01,02X,13,357.54,311847,1.146523776082502
1041,2014-07-01,07X,126,3763.26,317745,11.843648208469057
1042,2014-07-01,08X,38,1260.6699999999998,369210,3.414506649332358
1043,2014-07-01,07Q,196,5320.570000000001,336030,15.833616046186355
1044,2014-07-01,10X,10,319.76,266359,1.200485059637557
1045,2014-07-01,06H,50,1151.2199999999998,899086,1.2804336848755289
1046,2014-07-01,99D,13,433.37,161097,2.690118375885336
1047,2014-07-01,12F,91,4093.17,332878,12.296306755027366
1048,2014-07-01,00D,18,585.99,288396,2.031893646236425
1049,2014-07-01,04L,1,58.53,148268,0.3947581406642027
1050,2014-07-01,02H,108,3595.9,321722,11.177041047861199
1051,2014-07-01,02Y,9,309.38,301332,1.0267080827791273
1052,2014-07-01,08A,38,1893.9299999999998,278100,6.81024811218986
1053,2014-07-01,06V,27,1706.36,169442,10.070466590337695
1054,2014-07-01,09D,57,1524.26,305406,4.990930106153775
1055,2014-07-01,07T,85,3651.1199999999994,288716,12.646060488507734
1056,2014-07-01,02W,12,558.16,120799,4.620568051060025
1057,2014-07-01,01F,123,3789.75,129280,29.314279084158414
1058,2014-07-01,00T,76,2348.51,298651,7.863727226763012
1059,2014-07-01,09N,4,250.84,220094,1.1396948576517305
1060,2014-07-01,09F,43,1687.35,189114,8.922396015102002
1061,2014-07-01,04Y,80,1915.4599999999998,133378,14.361139018428824
1062,2014-07-01,03J,46,2798.8399999999997,188573,14.842209648252929
1063,2014-07-01,06L,22,709.32,395137,1.7951242227379365
1064,2014-07-01,03F,8,296.85999999999996,288853,1.0277199821362422
1065,2014-07-01,01H,160,3890.0899999999997,520697,7.470928390215422
1066,2014-07-01,08R,13,382.6,215235,1.7775919343972868
1067,2014-07-01,09L,22,1043.94,176869,5.90233449615252
1068,2014-07-01,06P,30,1293.94,221368,5.845198944743594
1069,2014-07-01,03T,27,1092.1000000000001,244090,4.47416936375927
1070,2014-07-01,08N,104,2658.7999999999997,293799,9.049724471492413
1071,2014-07-01,03W,6,486.29,321994,1.510245532525451
1072,2014-07-01,01V,57,1662.1499999999999,122578,13.559937346016413
1073,2014-07-01,11A,38,1208.75,544637,2.219368129598246
1074,2014-07-01,07N,96,3537.29,230365,15.355153777700606
1075,2014-07-01,04F,58,3428.5299999999997,276922,12.380850925531377
1076,2014-07-01,05R,30,581.35,275144,2.1128936120722237
1077,2014-07-01,09A,64,2658.52,199476,13.32751809741523
1078,2014-07-01,10Q,124,4215.51,703349,5.993482609629075
1079,2014-07-01,07L,58,2688.330000000001,207274,12.969933517952088
1080,2014-07-01,09Y,70,2247.52,359684,6.248595989813281
1081,2014-07-01,04G,36,1199.99,647761,1.8525196793261711
1082,2014-07-01,09X,21,532.24,230084,2.313242120269119
1083,2014-07-01,99K,18,800.5500000000002,166649,4.803809203775601
1084,2014-07-01,11N,102,2941.6,562106,5.233176660629845
1085,2014-07-01,05G,81,2042.76,214119,9.54030235523237
1086,2014-07-01,08E,102,3325.0,252280,13.179800221975583
1087,2014-07-01,04K,1,20.91,354510,0.05898282135905899
1088,2014-07-01,99H,54,1613.96,299094,5.396163079165747
1089,2014-07-01,02R,41,1638.8899999999999,336626,4.868578184691615
1090,2014-07-01,02D,30,690.02,102662,6.72127953868033
1091,2014-07-01,05Q,55,1720.6599999999999,213424,8.062167328885224
1092,2014-07-01,03V,1,100.33,72641,1.3811759199350229
1093,2014-07-01,00Y,103,3097.7200000000003,244036,12.693700929371078
1094,2014-07-01,02G,15,756.73,111851,6.765518412888575
1095,2014-07-01,09G,63,2563.48,496063,5.167650076703967
1096,2014-07-01,08K,73,2654.2,372713,7.12129708381516
1097,2014-07-01,03M,17,526.87,118378,4.4507425366199795
1098,2014-07-01,01J,90,3476.63,161232,21.56290314577751
1099,2014-07-01,99F,1,50.17,181292,0.2767358736182512
1100,2014-07-01,NEN,1,30.64,0,inf
1101,2014-07-01,09J,110,3694.230000000001,254973,14.488710569354406
1102,2014-07-01,00J,5,438.95,250813,1.7501086466809932
1103,2014-07-01,00R,66,1898.45,171360,11.078723155929039
1104,2014-07-01,99G,13,369.2,184771,1.9981490601880163
1105,2014-08-01,03W,5,485.96,321994,1.5092206687081124
1106,2014-08-01,03A,51,1617.21,244401,6.617035118514246
1107,2014-08-01,05G,86,2532.4099999999994,214119,11.827114828670036
1108,2014-08-01,02W,15,601.6899999999999,120799,4.980918716214537
1109,2014-08-01,10E,29,817.0,142987,5.71380615020946
1110,2014-08-01,09E,27,933.8399999999999,215736,4.328623873623317
1111,2014-08-01,08M,88,3315.7200000000003,366616,9.044122460558187
1112,2014-08-01,00D,13,522.14,288396,1.8104966781786154
1113,2014-08-01,08P,15,676.88,205742,3.28994566009857
1114,2014-08-01,08Y,39,1557.9499999999998,237803,6.551431226687636
1115,2014-08-01,03R,84,3107.0,359814,8.635016980995736
1116,2014-08-01,06P,26,1119.52,221368,5.05728018503126
1117,2014-08-01,01V,53,915.4499999999999,122578,7.4683058950219445
1118,2014-08-01,06D,5,58.55,112878,0.518701607044774
1119,2014-08-01,RY6,2,120.54,1238,97.36672051696286
1120,2014-08-01,03Q,32,963.3199999999999,347293,2.7737961893847554
1121,2014-08-01,00X,119,3086.31,176832,17.453345548317046
1122,2014-08-01,02Q,8,242.32,113196,2.1407116859252975
1123,2014-08-01,RCD,1,8.37,0,inf
1124,2014-08-01,02E,15,610.05,212263,2.8740289169567936
1125,2014-08-01,02T,37,1011.62,216447,4.67375385198224
1126,2014-08-01,00N,1,29.25,154950,0.1887705711519845
1127,2014-08-01,06Q,156,3700.8099999999995,378660,9.773437912639306
1128,2014-08-01,06T,73,3589.17,332067,10.808571764131937
1129,2014-08-01,04E,6,206.11999999999998,187052,1.1019395676068686
1130,2014-08-01,05R,27,599.7,275144,2.1795859622597624
1131,2014-08-01,09N,5,292.46999999999997,220094,1.3288413132570627
1132,2014-08-01,08C,29,1548.0000000000002,201786,7.671493562486993
1133,2014-08-01,09J,85,3290.57,254973,12.905562549760171
1134,2014-08-01,08A,45,2093.81,278100,7.528982380438691
1135,2014-08-01,09G,51,1835.56,496063,3.700255814281654
1136,2014-08-01,08N,71,1948.3699999999997,293799,6.631642721724716
1137,2014-08-01,02G,36,780.82,111851,6.980894225353373
1138,2014-08-01,06F,12,781.27,453006,1.7246349937969916
1139,2014-08-01,10J,20,808.79,218414,3.7030135430878968
1140,2014-08-01,03D,3,79.41,142658,0.5566459644744775
1141,2014-08-01,99Q,51,1561.24,288265,5.415988760342047
1142,2014-08-01,03F,10,387.5,288853,1.3415128110145993
1143,2014-08-01,09L,25,808.0799999999999,176869,4.568805160881782
1144,2014-08-01,05C,20,359.48999999999995,313925,1.145146133630644
1145,2014-08-01,01X,67,2505.0399999999995,194450,12.882694780149137
1146,2014-08-01,07J,34,1087.56,168868,6.440296562995949
1147,2014-08-01,08R,11,259.12,215235,1.2038934188212884
1148,2014-08-01,09C,11,1190.6,126697,9.397223296526358
1149,2014-08-01,11M,73,1992.6900000000003,627653,3.1748274922608517
1150,2014-08-01,07Y,59,1888.7500000000007,295867,6.383780550044448
1151,2014-08-01,99G,23,719.8199999999999,184771,3.8957412148010238
1152,2014-08-01,07K,55,1042.71,241848,4.311427012007542
1153,2014-08-01,06L,19,770.4300000000002,395137,1.9497794435853897
1154,2014-08-01,07R,96,4283.41,258240,16.586934634448575
1155,2014-08-01,99E,9,362.04999999999995,269407,1.343877479055852
1156,2014-08-01,04F,48,3097.2599999999998,276922,11.184593495641371
1157,2014-08-01,01E,113,2627.36,209693,12.529555111520175
1158,2014-08-01,10R,26,1011.46,216141,4.679630426434596
1159,2014-08-01,99M,14,509.78999999999996,220626,2.3106524163063282
1160,2014-08-01,10Q,105,3841.9999999999995,703349,5.462437566556574
1161,2014-08-01,05W,131,4396.42,282513,15.561832552838275
1162,2014-08-01,07Q,181,4074.9899999999993,336030,12.126863672886348
1163,2014-08-01,01W,34,1073.96,302455,3.5508092112876297
1164,2014-08-01,05Y,26,645.6799999999998,275097,2.34709938676176
1165,2014-08-01,11A,33,974.8600000000001,544637,1.7899261342876083
1166,2014-08-01,01D,58,3140.4500000000003,224835,13.967798607867994
1167,2014-08-01,00V,22,1140.8799999999999,197387,5.779914584040489
1168,2014-08-01,11N,82,2606.3900000000003,562106,4.636830064080441
1169,2014-08-01,00R,103,2442.11,171360,14.251342203548086
1170,2014-08-01,99P,153,4551.890000000001,907001,5.018616297005187
1171,2014-08-01,02A,24,638.33,237538,2.6872752991100373
1172,2014-08-01,02H,98,3242.7199999999993,321722,10.079260976868227
1173,2014-08-01,02D,34,925.6800000000001,102662,9.016773489704079
1174,2014-08-01,08V,26,557.94,287644,1.9396893382097316
1175,2014-08-01,05N,106,2102.43,301504,6.973141318191467
1176,2014-08-01,05A,9,459.46999999999997,477078,0.963091989150621
1177,2014-08-01,04Y,68,2131.8100000000004,133378,15.983220621091938
1178,2014-08-01,07H,21,1077.96,297112,3.6281267670104205
1179,2014-08-01,07L,68,2421.5199999999995,207274,11.682700193946175
1180,2014-08-01,01T,80,1868.2099999999998,154745,12.072829493683155
1181,2014-08-01,02R,39,1476.37,336626,4.385787194096713
1182,2014-08-01,05F,88,1705.4,182748,9.33197627333815
1183,2014-08-01,02M,98,1582.3,150492,10.514180155755788
1184,2014-08-01,99F,5,162.97,181292,0.8989365222955232
1185,2014-08-01,03M,7,405.27,118378,3.423524641402963
1186,2014-08-01,04J,7,175.53,290147,0.6049692052649175
1187,2014-08-01,05H,7,263.26,185047,1.4226655930655454
1188,2014-08-01,04K,5,254.34,354510,0.7174409748667174
1189,2014-08-01,10C,7,238.19,93331,2.552099516773634
1190,2014-08-01,08T,6,121.22,187207,0.6475185222774789
1191,2014-08-01,08D,158,4574.619999999999,294653,15.525448578497416
1192,2014-08-01,12F,93,3161.21,332878,9.49660235882215
1193,2014-08-01,00Q,69,1226.76,169532,7.23615600594578
1194,2014-08-01,09X,32,775.55,230084,3.370725474174649
1195,2014-08-01,99C,85,2463.53,216062,11.401958697040666
1196,2014-08-01,99J,182,6646.130000000001,472769,14.057880275567985
1197,2014-08-01,04Q,26,1474.0500000000002,130951,11.256500523096426
1198,2014-08-01,03N,8,382.93,580218,0.6599760779569058
1199,2014-08-01,02F,94,2091.8599999999997,257691,8.117706865975139
1200,2014-08-01,10A,35,808.7199999999999,202039,4.00279154024718
1201,2014-08-01,06M,41,1488.6200000000001,234142,6.35776580024088
1202,2014-08-01,02X,12,405.33,311847,1.299772003578678
1203,2014-08-01,08F,33,990.3900000000001,259170,3.8213913647412903
1204,2014-08-01,11E,54,1289.3400000000001,200073,6.444347813048238
1205,2014-08-01,06A,13,367.01,263099,1.394950189852489
1206,2014-08-01,05D,22,714.5699999999999,136847,5.221670917155656
1207,2014-08-01,05J,1,125.33,172557,0.7263107263107262
1208,2014-08-01,05L,34,1383.0600000000002,549070,2.5189137996976707
1209,2014-08-01,10K,20,727.21,200924,3.6193287013995343
1210,2014-08-01,08J,2,58.5,195658,0.29899109670956464
1211,2014-08-01,01A,101,2516.1199999999994,372402,6.756462102781401
1212,2014-08-01,01K,31,1098.95,159659,6.883107122053878
1213,2014-08-01,08K,83,3284.31,372713,8.811900845959224
1214,2014-08-01,99H,58,1698.47,299094,5.678716390164965
1215,2014-08-01,08H,46,1622.2,229817,7.058659716208984
1216,2014-08-01,04V,6,281.82,372656,0.7562470482160492
1217,2014-08-01,01C,85,2581.2300000000005,205306,12.572598949860211
1218,2014-08-01,09F,27,1080.06,189114,5.71115834893239
1219,2014-08-01,00T,50,1934.7500000000005,298651,6.478297410690072
1220,2014-08-01,07M,247,7608.639999999999,392492,19.385465181455928
1221,2014-08-01,09W,109,3843.5499999999997,292869,13.123785719895244
1222,2014-08-01,05T,11,254.89,296638,0.8592628051699377
1223,2014-08-01,06W,39,1066.1899999999998,213044,5.004553050074162
1224,2014-08-01,01G,26,1127.05,255169,4.416876658214752
1225,2014-08-01,05Q,66,1565.18,213424,7.33366444261189
1226,2014-08-01,01H,121,3462.25,520697,6.649260510431211
1227,2014-08-01,07P,124,4100.46,357272,11.477137866947313
1228,2014-08-01,07N,83,3429.2699999999995,230365,14.886245740455363
1229,2014-08-01,00Y,92,1692.0500000000002,244036,6.93360815617368
1230,2014-08-01,05X,49,1527.4099999999999,176193,8.668959606794822
1231,2014-08-01,08E,67,2352.12,252280,9.323450134770889
1232,2014-08-01,06Y,16,693.05,229293,3.022551931371651
1233,2014-08-01,11X,54,1712.4499999999996,553948,3.0913551452482895
1234,2014-08-01,04D,27,773.24,229686,3.3665090601952232
1235,2014-08-01,03H,5,374.53,168614,2.2212271816100677
1236,2014-08-01,00K,5,323.8,291951,1.1090902240444458
1237,2014-08-01,06H,53,1627.5700000000002,899086,1.8102495200681583
1238,2014-08-01,12D,43,1631.5900000000001,227544,7.170437365959991
1239,2014-08-01,03J,36,2188.94,188573,11.607918418861662
1240,2014-08-01,03Y,3,250.66,102221,2.452138014693654
1241,2014-08-01,08Q,83,2622.23,305084,8.59510823248679
1242,2014-08-01,02Y,15,488.88,301332,1.622396559276811
1243,2014-08-01,99N,28,1241.6100000000001,480715,2.582840144368285
1244,2014-08-01,07T,72,2630.7999999999997,288716,9.112068607212624
1245,2014-08-01,05V,82,2097.9100000000003,145353,14.433207432939122
1246,2014-08-01,04M,5,242.33999999999997,94266,2.5708102603271588
1247,2014-08-01,00C,8,560.46,106620,5.256612267867192
1248,2014-08-01,11J,58,1979.6599999999999,778922,2.5415381771217143
1249,2014-08-01,10D,118,2343.9399999999996,108169,21.669239800682263
1250,2014-08-01,NQ7,1,6.28,0,inf
1251,2014-08-01,06K,315,9911.430000000002,580279,17.080456125415537
1252,2014-08-01,06N,388,11735.33,621020,18.896863225016908
1253,2014-08-01,00J,13,745.79,250813,2.9734902098376077
1254,2014-08-01,03T,15,614.21,244090,2.5163259453480276
1255,2014-08-01,04R,3,240.2,538222,0.44628424702074604
1256,2014-08-01,01R,43,1552.3300000000002,177669,8.737202325673023
1257,2014-08-01,08X,44,1132.5599999999997,369210,3.0675225481433324
1258,2014-08-01,10V,16,479.76,209742,2.287381640300941
1259,2014-08-01,02N,7,175.53,157081,1.1174489594540398
1260,2014-08-01,07X,141,5005.47,317745,15.753103904074022
1261,2014-08-01,09H,16,735.4099999999999,128555,5.720586519388587
1262,2014-08-01,07W,56,1526.2699999999998,413675,3.6895388892246324
1263,2014-08-01,10X,13,755.97,266359,2.8381620294414684
1264,2014-08-01,04H,1,8.37,129914,0.06442723647951722
1265,2014-08-01,03E,13,626.5999999999999,160977,3.89248153462917
1266,2014-08-01,00M,16,914.99,290918,3.1451818038072585
1267,2014-08-01,00L,24,814.8700000000001,321830,2.53198893825933
1268,2014-08-01,00P,52,1320.6200000000001,283836,4.652757226003749
1269,2014-08-01,03K,23,901.03,170402,5.287672679898123
1270,2014-08-01,01J,122,3845.73,161232,23.8521509377791
1271,2014-08-01,01Y,14,453.65,242315,1.872149887543074
1272,2014-08-01,07G,9,505.52,167118,3.024928493639225
1273,2014-08-01,04C,10,479.23,378157,1.2672778766491166
1274,2014-08-01,RY5,7,57.47,0,inf
1275,2014-08-01,01F,103,3952.04,129280,30.56961633663366
1276,2014-08-01,08L,111,3674.67,305621,12.023617487018235
1277,2014-08-01,99K,36,1104.21,166649,6.625962352009314
1278,2014-08-01,09P,44,1113.04,184039,6.047848553839131
1279,2014-08-01,08W,60,1951.0400000000002,296897,6.571437232440881
1280,2014-08-01,09A,60,2532.9399999999996,199476,12.69796867793619
1281,2014-08-01,10L,29,918.5900000000003,141515,6.491114016182032
1282,2014-08-01,99D,9,238.15999999999997,161097,1.478363967050907
1283,2014-08-01,09D,50,1539.17,305406,5.039750365087785
1284,2014-08-01,09Y,59,1932.69,359684,5.373299896575884
1285,2014-08-01,06V,19,835.5600000000001,169442,4.931244909762633
1286,2014-08-01,04L,2,116.99,148268,0.789044163271913
1287,2014-08-01,99A,191,7794.719999999998,498762,15.628135262910964
1288,2014-08-01,08G,229,5336.54,295186,18.07856741173362
1289,2014-08-01,04G,16,681.0699999999999,647761,1.0514217435134254
1290,2014-08-01,07V,62,1551.8000000000002,391791,3.96078521456593
1291,2014-08-01,02P,45,1698.2399999999998,253244,6.705943674874823
1292,2014-09-01,09G,52,2085.29,496063,4.203679774544765
1293,2014-09-01,12D,64,2283.75,227544,10.03652040923953
1294,2014-09-01,07N,65,2632.0899999999997,230365,11.425737416708266
1295,2014-09-01,08Y,30,1762.37,237803,7.411050323166655
1296,2014-09-01,112,1,117.04,735,159.23809523809524
1297,2014-09-01,00M,17,321.29999999999995,290918,1.1044349266803704
1298,2014-09-01,08A,47,2057.42,278100,7.398130169003956
1299,2014-09-01,00L,29,978.39,321830,3.0400832737780816
1300,2014-09-01,07J,26,700.2499999999999,168868,4.1467299902882715
1301,2014-09-01,07T,62,2907.19,288716,10.069376134332702
1302,2014-09-01,09L,27,823.5600000000001,176869,4.656327564468619
1303,2014-09-01,00D,18,817.2299999999999,288396,2.833707818416344
1304,2014-09-01,03K,17,746.58,170402,4.381286604617317
1305,2014-09-01,03Y,4,200.67,102221,1.9630995587990725
1306,2014-09-01,01X,70,2512.6899999999996,194450,12.922036513242476
1307,2014-09-01,06N,399,12559.029999999997,621020,20.223229525619136
1308,2014-09-01,01R,61,1221.0200000000002,177669,6.872442575801069
1309,2014-09-01,03F,19,728.2999999999998,288853,2.521351690998535
1310,2014-09-01,07V,52,1614.6000000000001,391791,4.1210747566942585
1311,2014-09-01,11A,32,1503.4800000000002,544637,2.76051755572978
1312,2014-09-01,04C,9,341.29,378157,0.9025087463672496
1313,2014-09-01,10J,29,1220.67,218414,5.588790095872975
1314,2014-09-01,99P,109,3173.65,907001,3.499058986704535
1315,2014-09-01,10C,10,418.09000000000003,93331,4.479647705478352
1316,2014-09-01,05F,94,2383.48,182748,13.042440956946177
1317,2014-09-01,10V,48,858.87,209742,4.094888005263609
1318,2014-09-01,06H,41,747.2,899086,0.8310662161350527
1319,2014-09-01,02X,7,321.91999999999996,311847,1.0323010963709767
1320,2014-09-01,09A,56,2387.23,199476,11.967504862740379
1321,2014-09-01,04Q,27,1221.5800000000002,130951,9.328527464471446
1322,2014-09-01,99E,11,406.1,269407,1.5073847375903373
1323,2014-09-01,05G,86,2429.31,214119,11.345606882154316
1324,2014-09-01,99A,229,7933.420000000001,498762,15.906223810153945
1325,2014-09-01,99H,40,1531.2899999999997,299094,5.1197616802744275
1326,2014-09-01,09X,31,855.1600000000001,230084,3.7167295422541335
1327,2014-09-01,05W,114,3766.2899999999995,282513,13.331386520266323
1328,2014-09-01,02M,85,1662.36,150492,11.046168567099912
