pct,month,drug,pregab_mg
01J,2013-03-01,pregabalin,9711800.0
02Q,2013-03-01,pregabalin,5206525.0
15D,2013-03-01,pregabalin,7051575.0
04M,2013-03-01,pregabalin,3149725.0
09L,2013-03-01,pregabalin,2887075.0
01H,2013-03-01,pregabalin,8843925.0
08E,2013-03-01,pregabalin,4298175.0
05H,2013-03-01,pregabalin,4608800.0
11X,2013-03-01,pregabalin,11368200.0
06K,2013-03-01,pregabalin,9376875.0
14Y,2013-03-01,pregabalin,2855975.0
08N,2013-03-01,pregabalin,7002400.0
04G,2013-03-01,pregabalin,16016000.0
10K,2013-03-01,pregabalin,5440300.0
07Y,2013-03-01,pregabalin,5879960.0
07X,2013-03-01,pregabalin,4426985.0
01E,2013-03-01,pregabalin,8624335.0
06Y,2013-03-01,pregabalin,9736250.0
06T,2013-03-01,pregabalin,19571405.0
09X,2013-03-01,pregabalin,6800660.0
04H,2013-03-01,pregabalin,4060825.0
03W,2013-03-01,pregabalin,8120575.0
09J,2013-03-01,pregabalin,9461400.0
01Y,2013-03-01,pregabalin,8260550.0
99C,2013-03-01,pregabalin,8265345.0
10A,2013-03-01,pregabalin,8214400.0
06P,2013-03-01,pregabalin,4129900.0
11A,2013-03-01,pregabalin,15478650.0
07N,2013-03-01,pregabalin,6732730.0
07G,2013-03-01,pregabalin,4107200.0
13T,2013-03-01,pregabalin,22429025.0
15A,2013-03-01,pregabalin,11908225.0
03F,2013-03-01,pregabalin,11040125.0
00V,2013-03-01,pregabalin,8365475.0
08M,2013-03-01,pregabalin,6235500.0
05V,2013-03-01,pregabalin,5164225.0
99E,2013-03-01,pregabalin,7989870.0
01A,2013-03-01,pregabalin,12048675.0
00T,2013-03-01,pregabalin,14830025.0
00K,2013-03-01,pregabalin,11307425.0
11D,2013-03-01,pregabalin,138600.0
04Y,2013-03-01,pregabalin,4832525.0
05T,2013-03-01,pregabalin,7241825.0
02N,2013-03-01,pregabalin,4407645.0
00C,2013-03-01,pregabalin,4615035.0
03R,2013-03-01,pregabalin,19406550.0
09P,2013-03-01,pregabalin,9244425.0
02T,2013-03-01,pregabalin,6928550.0
03J,2013-03-01,pregabalin,6136625.0
03L,2013-03-01,pregabalin,9859320.0
03Q,2013-03-01,pregabalin,14454575.0
06F,2013-03-01,pregabalin,9313175.0
15C,2013-03-01,pregabalin,24119385.0
04K,2013-03-01,pregabalin,9656550.0
00Y,2013-03-01,pregabalin,12282375.0
07J,2013-03-01,pregabalin,8306025.0
07P,2013-03-01,pregabalin,5613400.0
04R,2013-03-01,pregabalin,8962605.0
05J,2013-03-01,pregabalin,3967750.0
01X,2013-03-01,pregabalin,15082525.0
99F,2013-03-01,pregabalin,6836500.0
01K,2013-03-01,pregabalin,14995860.0
07W,2013-03-01,pregabalin,8184975.0
09N,2013-03-01,pregabalin,5550635.0
08T,2013-03-01,pregabalin,4080535.0
09Y,2013-03-01,pregabalin,10824325.0
05A,2013-03-01,pregabalin,11560060.0
08W,2013-03-01,pregabalin,5897250.0
08F,2013-03-01,pregabalin,6212075.0
11J,2013-03-01,pregabalin,12692860.0
99N,2013-03-01,pregabalin,13483570.0
06V,2013-03-01,pregabalin,7663800.0
09E,2013-03-01,pregabalin,8759150.0
01F,2013-03-01,pregabalin,8893775.0
06D,2013-03-01,pregabalin,2137460.0
01G,2013-03-01,pregabalin,7805685.0
05D,2013-03-01,pregabalin,3975725.0
08Q,2013-03-01,pregabalin,6458625.0
07V,2013-03-01,pregabalin,7385250.0
02X,2013-03-01,pregabalin,19946475.0
06Q,2013-03-01,pregabalin,20076800.0
01D,2013-03-01,pregabalin,11814410.0
04E,2013-03-01,pregabalin,5034700.0
99G,2013-03-01,pregabalin,7579400.0
02Y,2013-03-01,pregabalin,11189810.0
00X,2013-03-01,pregabalin,7410850.0
99J,2013-03-01,pregabalin,14930075.0
02G,2013-03-01,pregabalin,4499050.0
09D,2013-03-01,pregabalin,11264135.0
04Q,2013-03-01,pregabalin,5440850.0
07M,2013-03-01,pregabalin,6398210.0
03T,2013-03-01,pregabalin,14398075.0
10Q,2013-03-01,pregabalin,9904375.0
08C,2013-03-01,pregabalin,5270350.0
02M,2013-03-01,pregabalin,7014810.0
03K,2013-03-01,pregabalin,7228200.0
99Q,2013-03-01,pregabalin,12486355.0
15E,2013-03-01,pregabalin,35858305.0
06L,2013-03-01,pregabalin,12146175.0
08K,2013-03-01,pregabalin,6482325.0
09H,2013-03-01,pregabalin,3313050.0
08R,2013-03-01,pregabalin,3594035.0
10C,2013-03-01,pregabalin,2250275.0
08X,2013-03-01,pregabalin,5369275.0
08G,2013-03-01,pregabalin,8044200.0
07K,2013-03-01,pregabalin,10147075.0
03N,2013-03-01,pregabalin,23039550.0
07L,2013-03-01,pregabalin,4547000.0
02H,2013-03-01,pregabalin,20350975.0
99P,2013-03-01,pregabalin,37714710.0
02E,2013-03-01,pregabalin,11717135.0
99A,2013-03-01,pregabalin,23308985.0
02P,2013-03-01,pregabalin,11025185.0
02R,2013-03-01,pregabalin,9748925.0
10V,2013-03-01,pregabalin,5618775.0
00M,2013-03-01,pregabalin,16695650.0
02W,2013-03-01,pregabalin,1991675.0
10J,2013-03-01,pregabalin,5571825.0
06H,2013-03-01,pregabalin,16438875.0
06W,2013-03-01,pregabalin,10448860.0
01T,2013-03-01,pregabalin,7466900.0
06M,2013-03-01,pregabalin,7715550.0
08J,2013-03-01,pregabalin,3278650.0
99K,2013-03-01,pregabalin,5436025.0
10L,2013-03-01,pregabalin,5930025.0
10X,2013-03-01,pregabalin,6856400.0
04L,2013-03-01,pregabalin,4454675.0
05R,2013-03-01,pregabalin,5330450.0
04D,2013-03-01,pregabalin,10689000.0
09W,2013-03-01,pregabalin,13207370.0
02F,2013-03-01,pregabalin,9235825.0
09C,2013-03-01,pregabalin,3872900.0
00L,2013-03-01,pregabalin,12342185.0
08A,2013-03-01,pregabalin,6227900.0
12F,2013-03-01,pregabalin,15395475.0
03A,2013-03-01,pregabalin,7730160.0
05L,2013-03-01,pregabalin,12919795.0
00R,2013-03-01,pregabalin,7918675.0
09A,2013-03-01,pregabalin,5075000.0
04C,2013-03-01,pregabalin,7088900.0
07Q,2013-03-01,pregabalin,8283975.0
01R,2013-03-01,pregabalin,5591750.0
04J,2013-03-01,pregabalin,10098850.0
99H,2013-03-01,pregabalin,6795010.0
03D,2013-03-01,pregabalin,5862060.0
06A,2013-03-01,pregabalin,9117350.0
99M,2013-03-01,pregabalin,5895975.0
06N,2013-03-01,pregabalin,8502025.0
07H,2013-03-01,pregabalin,8889520.0
03E,2013-03-01,pregabalin,5009700.0
10E,2013-03-01,pregabalin,6822350.0
05F,2013-03-01,pregabalin,3798825.0
05Q,2013-03-01,pregabalin,8009350.0
08D,2013-03-01,pregabalin,3027900.0
03X,2013-03-01,pregabalin,2638600.0
05X,2013-03-01,pregabalin,9049700.0
08H,2013-03-01,pregabalin,3907550.0
10R,2013-03-01,pregabalin,4736525.0
05G,2013-03-01,pregabalin,6282125.0
03V,2013-03-01,pregabalin,1797925.0
00D,2013-03-01,pregabalin,15326350.0
08V,2013-03-01,pregabalin,6541710.0
03H,2013-03-01,pregabalin,4284075.0
05Y,2013-03-01,pregabalin,12839250.0
11N,2013-03-01,pregabalin,22171125.0
11M,2013-03-01,pregabalin,17796315.0
08Y,2013-03-01,pregabalin,6263125.0
01W,2013-03-01,pregabalin,9976325.0
08L,2013-03-01,pregabalin,9002925.0
02A,2013-03-01,pregabalin,9901900.0
02D,2013-03-01,pregabalin,4027150.0
10D,2013-03-01,pregabalin,6340500.0
07T,2013-03-01,pregabalin,5607700.0
05N,2013-03-01,pregabalin,12279525.0
06A,2017-03-01,gabapentin,8525250.0
99E,2017-03-01,gabapentin,10180733.333333334
01J,2017-03-01,gabapentin,16972466.666666668
07L,2017-03-01,gabapentin,4432083.333333333
06Q,2017-03-01,gabapentin,12440833.333333334
02M,2017-03-01,gabapentin,16845483.333333332
06K,2017-03-01,gabapentin,24245616.666666668
08K,2017-03-01,gabapentin,8397800.0
15F,2017-03-01,gabapentin,32206233.333333332
00V,2017-03-01,gabapentin,14722466.666666666
03Y,2017-03-01,gabapentin,12511916.666666666
04J,2017-03-01,gabapentin,28373633.333333332
08E,2017-03-01,gabapentin,4534683.333333333
05R,2017-03-01,gabapentin,9885800.0
10K,2017-03-01,gabapentin,10612150.0
07J,2017-03-01,gabapentin,12495533.333333334
07W,2017-03-01,gabapentin,7850183.333333333
11A,2017-03-01,gabapentin,23354716.666666668
05W,2017-03-01,gabapentin,20323850.0
02W,2017-03-01,gabapentin,5248908.333333333
03H,2017-03-01,gabapentin,9860450.0
00M,2017-03-01,gabapentin,26371283.333333332
08C,2017-03-01,gabapentin,2928650.0
06P,2017-03-01,gabapentin,9088616.666666666
03X,2017-03-01,gabapentin,5625216.666666667
06W,2017-03-01,gabapentin,12853066.666666666
99A,2017-03-01,gabapentin,45215416.666666664
02R,2017-03-01,gabapentin,21175983.333333332
08P,2017-03-01,gabapentin,3416916.6666666665
02E,2017-03-01,gabapentin,12067833.333333334
04N,2017-03-01,gabapentin,4777616.666666667
09P,2017-03-01,gabapentin,11387000.0
08R,2017-03-01,gabapentin,4477800.0
09X,2017-03-01,gabapentin,8034366.666666667
03D,2017-03-01,gabapentin,8931950.0
09E,2017-03-01,gabapentin,10811800.0
09G,2017-03-01,gabapentin,23991900.0
00K,2017-03-01,gabapentin,26127016.666666668
04L,2017-03-01,gabapentin,9264350.0
06N,2017-03-01,gabapentin,19491100.0
10E,2017-03-01,gabapentin,11343350.0
08H,2017-03-01,gabapentin,11232016.666666666
08W,2017-03-01,gabapentin,4998500.0
07H,2017-03-01,gabapentin,7864116.666666667
09J,2017-03-01,gabapentin,10654133.333333334
07N,2017-03-01,gabapentin,9371550.0
05J,2017-03-01,gabapentin,7888333.333333333
06D,2017-03-01,gabapentin,7448716.666666667
04V,2017-03-01,gabapentin,17882333.333333332
08Y,2017-03-01,gabapentin,4110183.3333333335
04Q,2017-03-01,gabapentin,5939416.666666667
05L,2017-03-01,gabapentin,33674383.333333336
03N,2017-03-01,gabapentin,33915433.333333336
07Q,2017-03-01,gabapentin,9717150.0
10C,2017-03-01,gabapentin,2725600.0
10Q,2017-03-01,gabapentin,31087783.333333332
00T,2017-03-01,gabapentin,20180316.666666668
07R,2017-03-01,gabapentin,7786900.0
09L,2017-03-01,gabapentin,4667866.666666667
01K,2017-03-01,gabapentin,23666866.666666668
04Y,2017-03-01,gabapentin,6620816.666666667
10A,2017-03-01,gabapentin,12739866.666666666
00J,2017-03-01,gabapentin,24629133.333333332
07P,2017-03-01,gabapentin,6532300.0
10J,2017-03-01,gabapentin,8233783.333333333
05Y,2017-03-01,gabapentin,14146466.666666666
02A,2017-03-01,gabapentin,13034816.666666666
07T,2017-03-01,gabapentin,8253316.666666667
00R,2017-03-01,gabapentin,21149083.333333332
01X,2017-03-01,gabapentin,18531366.666666668
04D,2017-03-01,gabapentin,10996316.666666666
99C,2017-03-01,gabapentin,19852216.666666668
07M,2017-03-01,gabapentin,9485900.0
01T,2017-03-01,gabapentin,13343150.0
13T,2017-03-01,gabapentin,42971616.666666664
05C,2017-03-01,gabapentin,16777216.666666668
03A,2017-03-01,gabapentin,12387750.0
08T,2017-03-01,gabapentin,3759866.6666666665
05D,2017-03-01,gabapentin,7208583.333333333
09A,2017-03-01,gabapentin,3882833.3333333335
09F,2017-03-01,gabapentin,14735416.666666666
01G,2017-03-01,gabapentin,27240683.333333332
02D,2017-03-01,gabapentin,7473566.666666667
04E,2017-03-01,gabapentin,15027116.666666666
15C,2017-03-01,gabapentin,38229483.333333336
03W,2017-03-01,gabapentin,13142116.666666666
05A,2017-03-01,gabapentin,22176083.333333332
99K,2017-03-01,gabapentin,8208033.333333333
00D,2017-03-01,gabapentin,31590150.0
05H,2017-03-01,gabapentin,10713450.0
08D,2017-03-01,gabapentin,9679216.666666666
03E,2017-03-01,gabapentin,6211650.0
03K,2017-03-01,gabapentin,9992266.666666666
99D,2017-03-01,gabapentin,8951716.666666666
06V,2017-03-01,gabapentin,12790966.666666666
06M,2017-03-01,gabapentin,26993200.0
10D,2017-03-01,gabapentin,7798633.333333333
14Y,2017-03-01,gabapentin,18493983.333333332
00P,2017-03-01,gabapentin,24613600.0
05G,2017-03-01,gabapentin,13659416.666666666
03R,2017-03-01,gabapentin,25762766.666666668
01F,2017-03-01,gabapentin,12890650.0
01R,2017-03-01,gabapentin,11511283.333333334
15E,2017-03-01,gabapentin,54127900.0
11J,2017-03-01,gabapentin,37209750.0
00L,2017-03-01,gabapentin,33153733.333333332
08L,2017-03-01,gabapentin,11154850.0
99J,2017-03-01,gabapentin,18775158.333333332
06T,2017-03-01,gabapentin,19435583.333333332
04H,2017-03-01,gabapentin,8008316.666666667
11E,2017-03-01,gabapentin,8601566.666666666
08J,2017-03-01,gabapentin,3808816.6666666665
99F,2017-03-01,gabapentin,6816583.333333333
12F,2017-03-01,gabapentin,26291200.0
00X,2017-03-01,gabapentin,8792433.333333334
02X,2017-03-01,gabapentin,25388083.333333332
99N,2017-03-01,gabapentin,26559033.333333332
07V,2017-03-01,gabapentin,11800750.0
05X,2017-03-01,gabapentin,9784850.0
00Q,2017-03-01,gabapentin,13809850.0
11M,2017-03-01,gabapentin,29139600.0
04F,2017-03-01,gabapentin,12080466.666666666
03Q,2017-03-01,gabapentin,18675233.333333332
10V,2017-03-01,gabapentin,11987000.0
09D,2017-03-01,gabapentin,18236966.666666668
02G,2017-03-01,gabapentin,8960416.666666666
01D,2017-03-01,gabapentin,17103816.666666668
06Y,2017-03-01,gabapentin,15835516.666666666
02Q,2017-03-01,gabapentin,8865650.0
09C,2017-03-01,gabapentin,5784716.666666667
99G,2017-03-01,gabapentin,6040183.333333333
06H,2017-03-01,gabapentin,47051116.666666664
00C,2017-03-01,gabapentin,7246183.333333333
11X,2017-03-01,gabapentin,31391150.0
09N,2017-03-01,gabapentin,5748283.333333333
09W,2017-03-01,gabapentin,15464166.666666666
02T,2017-03-01,gabapentin,12679300.0
01H,2017-03-01,gabapentin,21914916.666666668
04R,2017-03-01,gabapentin,29719533.333333332
08V,2017-03-01,gabapentin,8171733.333333333
07X,2017-03-01,gabapentin,10452500.0
01A,2017-03-01,gabapentin,32538400.0
05T,2017-03-01,gabapentin,14677133.333333334
01E,2017-03-01,gabapentin,9681833.333333334
05Q,2017-03-01,gabapentin,11502116.666666666
01Y,2017-03-01,gabapentin,24961433.333333332
15A,2017-03-01,gabapentin,16566716.666666666
03T,2017-03-01,gabapentin,21731666.666666668
08F,2017-03-01,gabapentin,7464383.333333333
10L,2017-03-01,gabapentin,9037483.333333334
10X,2017-03-01,gabapentin,15490716.666666666
02N,2017-03-01,gabapentin,8103800.0
00N,2017-03-01,gabapentin,14230366.666666666
02Y,2017-03-01,gabapentin,16650450.0
01C,2017-03-01,gabapentin,12299200.0
03F,2017-03-01,gabapentin,18139216.666666668
02P,2017-03-01,gabapentin,18940166.666666668
14L,2017-03-01,gabapentin,36145366.666666664
01W,2017-03-01,gabapentin,20970866.666666668
08G,2017-03-01,gabapentin,5668416.666666667
03J,2017-03-01,gabapentin,7757550.0
09H,2017-03-01,gabapentin,3325800.0
99P,2017-03-01,gabapentin,49138316.666666664
03M,2017-03-01,gabapentin,8046050.0
07K,2017-03-01,gabapentin,13793383.333333334
99M,2017-03-01,gabapentin,6237000.0
10R,2017-03-01,gabapentin,11387016.666666666
15D,2017-03-01,gabapentin,13134083.333333334
04G,2017-03-01,gabapentin,43038641.666666664
08A,2017-03-01,gabapentin,11832366.666666666
08N,2017-03-01,gabapentin,3860350.0
03V,2017-03-01,gabapentin,6253083.333333333
01V,2017-03-01,gabapentin,9254833.333333334
04K,2017-03-01,gabapentin,18884600.0
00Y,2017-03-01,gabapentin,21786716.666666668
02H,2017-03-01,gabapentin,27495433.333333332
12D,2017-03-01,gabapentin,12446783.333333334
06L,2017-03-01,gabapentin,23099816.666666668
07Y,2017-03-01,gabapentin,5192083.333333333
03L,2017-03-01,gabapentin,17229483.333333332
99Q,2017-03-01,gabapentin,18787083.333333332
04M,2017-03-01,gabapentin,5407716.666666667
07G,2017-03-01,gabapentin,6660850.0
08X,2017-03-01,gabapentin,6549366.666666667
99H,2017-03-01,gabapentin,6546150.0
06F,2017-03-01,gabapentin,22772566.666666668
05N,2017-03-01,gabapentin,13232800.0
04C,2017-03-01,gabapentin,13196625.0
05F,2017-03-01,gabapentin,8976250.0
05V,2017-03-01,gabapentin,6883300.0
09Y,2017-03-01,gabapentin,10087800.0
08Q,2017-03-01,gabapentin,9192033.333333334
11N,2017-03-01,gabapentin,37144416.666666664
02F,2017-03-01,gabapentin,15620366.666666666
08M,2017-03-01,gabapentin,5653083.333333333
02N,2017-03-01,pregabalin,8130585.0
02G,2017-03-01,pregabalin,9691100.0
06T,2017-03-01,pregabalin,34422035.0
07Y,2017-03-01,pregabalin,11568240.0
07K,2017-03-01,pregabalin,18597865.0
04K,2017-03-01,pregabalin,18454420.0
01R,2017-03-01,pregabalin,10665860.0
03Q,2017-03-01,pregabalin,23312260.0
01D,2017-03-01,pregabalin,22504030.0
02P,2017-03-01,pregabalin,24838665.0
04V,2017-03-01,pregabalin,20818135.0
02R,2017-03-01,pregabalin,17226665.0
00V,2017-03-01,pregabalin,14222875.0
03R,2017-03-01,pregabalin,30917975.0
05N,2017-03-01,pregabalin,18334330.0
99H,2017-03-01,pregabalin,12146825.0
03J,2017-03-01,pregabalin,11196125.0
07V,2017-03-01,pregabalin,14452435.0
01A,2017-03-01,pregabalin,24790500.0
04Q,2017-03-01,pregabalin,12330700.0
08C,2017-03-01,pregabalin,10427785.0
99K,2017-03-01,pregabalin,11049625.0
03L,2017-03-01,pregabalin,19674900.0
11J,2017-03-01,pregabalin,31489575.0
09J,2017-03-01,pregabalin,15005305.0
00L,2017-03-01,pregabalin,22896100.0
08Q,2017-03-01,pregabalin,11533145.0
01K,2017-03-01,pregabalin,20712150.0
12D,2017-03-01,pregabalin,15627535.0
99Q,2017-03-01,pregabalin,24491330.0
02E,2017-03-01,pregabalin,18963200.0
01F,2017-03-01,pregabalin,16842445.0
04L,2017-03-01,pregabalin,9351320.0
07L,2017-03-01,pregabalin,11290845.0
15A,2017-03-01,pregabalin,23574325.0
08Y,2017-03-01,pregabalin,9470270.0
99A,2017-03-01,pregabalin,52749675.0
06N,2017-03-01,pregabalin,17763780.0
08T,2017-03-01,pregabalin,7210725.0
10E,2017-03-01,pregabalin,13754345.0
08V,2017-03-01,pregabalin,13725620.0
03N,2017-03-01,pregabalin,39416320.0
05T,2017-03-01,pregabalin,15532695.0
06W,2017-03-01,pregabalin,18789835.0
04G,2017-03-01,pregabalin,30084335.0
05X,2017-03-01,pregabalin,14512960.0
08X,2017-03-01,pregabalin,11139210.0
00N,2017-03-01,pregabalin,14419360.0
05H,2017-03-01,pregabalin,9428610.0
05A,2017-03-01,pregabalin,21043880.0
02F,2017-03-01,pregabalin,16150385.0
10X,2017-03-01,pregabalin,17144280.0
05R,2017-03-01,pregabalin,9509825.0
15D,2017-03-01,pregabalin,11787525.0
03F,2017-03-01,pregabalin,17208265.0
03Y,2017-03-01,pregabalin,7186640.0
06P,2017-03-01,pregabalin,7345070.0
06K,2017-03-01,pregabalin,21912395.0
99M,2017-03-01,pregabalin,11876020.0
08D,2017-03-01,pregabalin,5527975.0
05D,2017-03-01,pregabalin,7194145.0
03K,2017-03-01,pregabalin,13786840.0
10C,2017-03-01,pregabalin,4159260.0
11X,2017-03-01,pregabalin,29315060.0
08F,2017-03-01,pregabalin,14050305.0
07X,2017-03-01,pregabalin,7620505.0
09F,2017-03-01,pregabalin,9599360.0
01X,2017-03-01,pregabalin,25885785.0
05C,2017-03-01,pregabalin,14898020.0
00D,2017-03-01,pregabalin,29687515.0
09H,2017-03-01,pregabalin,6312925.0
06Q,2017-03-01,pregabalin,29867880.0
08A,2017-03-01,pregabalin,11307800.0
05F,2017-03-01,pregabalin,7967300.0
99C,2017-03-01,pregabalin,17630280.0
03W,2017-03-01,pregabalin,16015495.0
02M,2017-03-01,pregabalin,12832555.0
06M,2017-03-01,pregabalin,17114375.0
09N,2017-03-01,pregabalin,10289590.0
05Y,2017-03-01,pregabalin,25874945.0
05Q,2017-03-01,pregabalin,17396420.0
09L,2017-03-01,pregabalin,6904640.0
11E,2017-03-01,pregabalin,7389950.0
04R,2017-03-01,pregabalin,17718695.0
02Y,2017-03-01,pregabalin,18764840.0
00C,2017-03-01,pregabalin,9416575.0
06F,2017-03-01,pregabalin,14849990.0
09C,2017-03-01,pregabalin,7540520.0
00K,2017-03-01,pregabalin,26724085.0
03A,2017-03-01,pregabalin,15237720.0
02H,2017-03-01,pregabalin,38259940.0
10A,2017-03-01,pregabalin,15561935.0
14L,2017-03-01,pregabalin,51858965.0
99G,2017-03-01,pregabalin,13852655.0
99D,2017-03-01,pregabalin,10796975.0
03H,2017-03-01,pregabalin,7986345.0
01G,2017-03-01,pregabalin,18521465.0
05J,2017-03-01,pregabalin,7168945.0
08N,2017-03-01,pregabalin,13156485.0
03T,2017-03-01,pregabalin,30453730.0
07P,2017-03-01,pregabalin,12385360.0
02X,2017-03-01,pregabalin,27888640.0
06V,2017-03-01,pregabalin,13469520.0
15E,2017-03-01,pregabalin,70915675.0
08P,2017-03-01,pregabalin,6235750.0
05G,2017-03-01,pregabalin,13875310.0
01W,2017-03-01,pregabalin,20566010.0
12F,2017-03-01,pregabalin,24673040.0
04H,2017-03-01,pregabalin,8952435.0
01V,2017-03-01,pregabalin,10577450.0
10Q,2017-03-01,pregabalin,24091215.0
03M,2017-03-01,pregabalin,8068975.0
13T,2017-03-01,pregabalin,50267130.0
09W,2017-03-01,pregabalin,22924930.0
05V,2017-03-01,pregabalin,9125270.0
14Y,2017-03-01,pregabalin,5478290.0
08R,2017-03-01,pregabalin,6278715.0
09G,2017-03-01,pregabalin,27075650.0
07M,2017-03-01,pregabalin,11411765.0
09P,2017-03-01,pregabalin,10183425.0
10L,2017-03-01,pregabalin,12260850.0
00P,2017-03-01,pregabalin,25321480.0
03V,2017-03-01,pregabalin,3029675.0
11M,2017-03-01,pregabalin,37283715.0
10D,2017-03-01,pregabalin,8915625.0
09D,2017-03-01,pregabalin,21108540.0
06H,2017-03-01,pregabalin,40111400.0
06D,2017-03-01,pregabalin,4616795.0
07T,2017-03-01,pregabalin,12133530.0
06Y,2017-03-01,pregabalin,16203585.0
10J,2017-03-01,pregabalin,10827735.0
11N,2017-03-01,pregabalin,47047365.0
08H,2017-03-01,pregabalin,8033185.0
01T,2017-03-01,pregabalin,15115985.0
10R,2017-03-01,pregabalin,12009545.0
09X,2017-03-01,pregabalin,13120285.0
99E,2017-03-01,pregabalin,18842625.0
06L,2017-03-01,pregabalin,24104635.0
99P,2017-03-01,pregabalin,73498695.0
08W,2017-03-01,pregabalin,10998315.0
08K,2017-03-01,pregabalin,12183645.0
04E,2017-03-01,pregabalin,12301050.0
07G,2017-03-01,pregabalin,8146185.0
00Y,2017-03-01,pregabalin,23039465.0
11A,2017-03-01,pregabalin,31933005.0
04Y,2017-03-01,pregabalin,9982935.0
01E,2017-03-01,pregabalin,16971640.0
99F,2017-03-01,pregabalin,12975215.0
04J,2017-03-01,pregabalin,19375210.0
07N,2017-03-01,pregabalin,11990730.0
01Y,2017-03-01,pregabalin,16463170.0
02A,2017-03-01,pregabalin,17904585.0
99J,2017-03-01,pregabalin,25863085.0
15C,2017-03-01,pregabalin,52665350.0
10V,2017-03-01,pregabalin,12598875.0
07W,2017-03-01,pregabalin,16553290.0
04D,2017-03-01,pregabalin,26041055.0
02T,2017-03-01,pregabalin,13066655.0
00X,2017-03-01,pregabalin,12805820.0
01J,2017-03-01,pregabalin,22158565.0
04C,2017-03-01,pregabalin,16208050.0
00R,2017-03-01,pregabalin,10199955.0
01H,2017-03-01,pregabalin,17512680.0
08G,2017-03-01,pregabalin,13799680.0
00M,2017-03-01,pregabalin,36191875.0
07H,2017-03-01,pregabalin,14119520.0
08J,2017-03-01,pregabalin,7298670.0
05L,2017-03-01,pregabalin,27336485.0
03E,2017-03-01,pregabalin,9381740.0
00Q,2017-03-01,pregabalin,9959250.0
06A,2017-03-01,pregabalin,17650585.0
04M,2017-03-01,pregabalin,5367285.0
03X,2017-03-01,pregabalin,5066025.0
02D,2017-03-01,pregabalin,8221405.0
05W,2017-03-01,pregabalin,19867015.0
04F,2017-03-01,pregabalin,10843325.0
07R,2017-03-01,pregabalin,5742900.0
10K,2017-03-01,pregabalin,12423870.0
02W,2017-03-01,pregabalin,3564185.0
09A,2017-03-01,pregabalin,9364070.0
00J,2017-03-01,pregabalin,21092895.0
00T,2017-03-01,pregabalin,25153650.0
04N,2017-03-01,pregabalin,5156845.0
08L,2017-03-01,pregabalin,13338165.0
15F,2017-03-01,pregabalin,49369965.0
07Q,2017-03-01,pregabalin,15711895.0
01C,2017-03-01,pregabalin,11577110.0
08M,2017-03-01,pregabalin,14998770.0
03D,2017-03-01,pregabalin,10097485.0
99N,2017-03-01,pregabalin,28034950.0
09Y,2017-03-01,pregabalin,18516360.0
08E,2017-03-01,pregabalin,9150235.0
09E,2017-03-01,pregabalin,17326820.0
07J,2017-03-01,pregabalin,18360795.0
02Q,2017-03-01,pregabalin,10756740.0
08W,2013-04-01,gabapentin,2653600.0
14Y,2013-04-01,gabapentin,10404566.666666666
01X,2013-04-01,gabapentin,9237316.666666666
05H,2013-04-01,gabapentin,6166000.0
08T,2013-04-01,gabapentin,2142050.0
10L,2013-04-01,gabapentin,4670116.666666667
99F,2013-04-01,gabapentin,2741450.0
02G,2013-04-01,gabapentin,4654533.333333333
12D,2013-04-01,gabapentin,6772350.0
06P,2013-04-01,gabapentin,4945900.0
08R,2013-04-01,gabapentin,2552050.0
07R,2013-04-01,gabapentin,4227516.666666667
11J,2013-04-01,gabapentin,19008816.666666668
00V,2013-04-01,gabapentin,8668016.666666666
02P,2013-04-01,gabapentin,10076516.666666666
09G,2013-04-01,gabapentin,12423800.0
09J,2013-04-01,gabapentin,5414150.0
05N,2013-04-01,gabapentin,7183600.0
00R,2013-04-01,gabapentin,8745550.0
08G,2013-04-01,gabapentin,3042633.3333333335
07X,2013-04-01,gabapentin,5959283.333333333
99K,2013-04-01,gabapentin,4533916.666666667
05Y,2013-04-01,gabapentin,7783516.666666667
02W,2013-04-01,gabapentin,2837466.6666666665
02T,2013-04-01,gabapentin,6491433.333333333
05R,2013-04-01,gabapentin,5519316.666666667
00Q,2013-04-01,gabapentin,7193900.0
08V,2013-04-01,gabapentin,4066816.6666666665
99Q,2013-04-01,gabapentin,11163533.333333334
03M,2013-04-01,gabapentin,4168966.6666666665
09X,2013-04-01,gabapentin,4923833.333333333
02D,2013-04-01,gabapentin,4350516.666666667
05V,2013-04-01,gabapentin,3614966.6666666665
03L,2013-04-01,gabapentin,9975400.0
02E,2013-04-01,gabapentin,5623233.333333333
06D,2013-04-01,gabapentin,4481950.0
01G,2013-04-01,gabapentin,14541950.0
03R,2013-04-01,gabapentin,13062500.0
03H,2013-04-01,gabapentin,5766933.333333333
06V,2013-04-01,gabapentin,6797683.333333333
01T,2013-04-01,gabapentin,8287916.666666667
04Q,2013-04-01,gabapentin,3535100.0
14L,2013-04-01,gabapentin,19296550.0
99E,2013-04-01,gabapentin,4664216.666666667
08K,2013-04-01,gabapentin,5503950.0
10E,2013-04-01,gabapentin,6387266.666666667
01A,2013-04-01,gabapentin,15958533.333333334
06Y,2013-04-01,gabapentin,8688216.666666666
01R,2013-04-01,gabapentin,6434966.666666667
01K,2013-04-01,gabapentin,11480016.666666666
04G,2013-04-01,gabapentin,24637550.0
04D,2013-04-01,gabapentin,6946116.666666667
