pct,month,drug,pregab_mg
03K,2013-09-01,pregabalin,7863720.0
03A,2013-09-01,pregabalin,8822555.0
01R,2013-09-01,pregabalin,5702285.0
14Y,2013-09-01,pregabalin,2849035.0
08C,2013-09-01,pregabalin,5390550.0
01X,2013-09-01,pregabalin,16179450.0
10L,2013-09-01,pregabalin,6706925.0
08N,2013-09-01,pregabalin,7052560.0
05Q,2013-09-01,pregabalin,9361455.0
05G,2013-09-01,pregabalin,6640750.0
05H,2013-09-01,pregabalin,4979700.0
06M,2013-09-01,pregabalin,8169860.0
11J,2013-09-01,pregabalin,14814235.0
06W,2013-09-01,pregabalin,11190250.0
02N,2013-09-01,pregabalin,4933175.0
01K,2013-09-01,pregabalin,15660395.0
02Y,2013-09-01,pregabalin,11764150.0
07K,2013-09-01,pregabalin,12021600.0
04Q,2013-09-01,pregabalin,6304010.0
99A,2013-09-01,pregabalin,24846120.0
07L,2013-09-01,pregabalin,5382800.0
00Y,2013-09-01,pregabalin,12985700.0
09L,2013-09-01,pregabalin,3394150.0
14L,2013-09-01,pregabalin,31942685.0
10Q,2013-09-01,pregabalin,10576410.0
00Q,2013-09-01,pregabalin,5363950.0
09G,2013-09-01,pregabalin,13238375.0
02A,2013-09-01,pregabalin,10473650.0
06F,2013-09-01,pregabalin,8635050.0
08G,2013-09-01,pregabalin,8876000.0
00K,2013-09-01,pregabalin,12932620.0
99C,2013-09-01,pregabalin,8997460.0
08J,2013-09-01,pregabalin,3655925.0
09W,2013-09-01,pregabalin,14357970.0
09H,2013-09-01,pregabalin,3762450.0
09A,2013-09-01,pregabalin,5770325.0
05R,2013-09-01,pregabalin,5465800.0
02T,2013-09-01,pregabalin,7098950.0
05T,2013-09-01,pregabalin,8593500.0
02E,2013-09-01,pregabalin,11877850.0
07H,2013-09-01,pregabalin,9031460.0
02R,2013-09-01,pregabalin,10426760.0
09X,2013-09-01,pregabalin,7438860.0
01D,2013-09-01,pregabalin,12660610.0
09C,2013-09-01,pregabalin,3970525.0
05Y,2017-09-01,gabapentin,14747366.666666666
01Y,2017-09-01,gabapentin,24475783.333333332
03F,2017-09-01,gabapentin,18760116.666666668
09L,2017-09-01,gabapentin,4330583.333333333
08Q,2017-09-01,gabapentin,9385466.666666666
15C,2017-09-01,gabapentin,36391116.666666664
03L,2017-09-01,gabapentin,16524833.333333334
11X,2017-09-01,gabapentin,30547366.666666668
00N,2017-09-01,gabapentin,13477733.333333334
10V,2017-09-01,gabapentin,11791583.333333334
04L,2017-09-01,gabapentin,9059600.0
09X,2017-09-01,gabapentin,8100733.333333333
03T,2017-09-01,gabapentin,21232116.666666668
05N,2017-09-01,gabapentin,12775783.333333334
06P,2017-09-01,gabapentin,8756650.0
01E,2017-09-01,gabapentin,9403100.0
08T,2017-09-01,gabapentin,3476933.3333333335
06F,2017-09-01,gabapentin,22080733.333333332
02W,2017-09-01,gabapentin,5066766.666666667
06D,2017-09-01,gabapentin,7568683.333333333
03A,2017-09-01,gabapentin,11741716.666666666
07L,2017-09-01,gabapentin,4506216.666666667
99H,2017-09-01,gabapentin,6164100.0
03J,2017-09-01,gabapentin,7425566.666666667
11M,2017-09-01,gabapentin,28601266.666666668
10C,2017-09-01,gabapentin,2822066.6666666665
05V,2017-09-01,gabapentin,7110033.333333333
04Y,2017-09-01,gabapentin,6403366.666666667
99D,2017-09-01,gabapentin,9464983.333333334
02Y,2017-09-01,gabapentin,16291066.666666666
08N,2017-09-01,gabapentin,3652033.3333333335
12D,2017-09-01,gabapentin,11510100.0
07X,2017-09-01,gabapentin,10599783.333333334
04R,2017-09-01,gabapentin,28846866.666666668
06T,2017-09-01,gabapentin,18701516.666666668
09D,2017-09-01,gabapentin,17759466.666666668
09J,2017-09-01,gabapentin,10896216.666666666
02A,2017-09-01,gabapentin,12018450.0
01A,2017-09-01,gabapentin,31794266.666666668
05A,2017-09-01,gabapentin,22091550.0
01C,2017-09-01,gabapentin,11837316.666666666
04Q,2017-09-01,gabapentin,6040566.666666667
01J,2017-09-01,gabapentin,16450650.0
04N,2017-09-01,gabapentin,4662416.666666667
11E,2017-09-01,gabapentin,8409916.666666666
08W,2017-09-01,gabapentin,4899483.333333333
06W,2017-09-01,gabapentin,12739050.0
99G,2017-09-01,gabapentin,6215616.666666667
00M,2017-09-01,gabapentin,26648075.0
09W,2017-09-01,gabapentin,14585250.0
99M,2017-09-01,gabapentin,5973733.333333333
05X,2017-09-01,gabapentin,8976133.333333334
10R,2017-09-01,gabapentin,11072800.0
04D,2017-09-01,gabapentin,10981366.666666666
99A,2017-09-01,gabapentin,43987133.333333336
00X,2017-09-01,gabapentin,8421366.666666666
03Y,2017-09-01,gabapentin,12582083.333333334
00K,2017-09-01,gabapentin,26001200.0
02X,2017-09-01,gabapentin,25645350.0
00R,2017-09-01,gabapentin,20277883.333333332
03N,2017-09-01,gabapentin,34091033.333333336
04E,2017-09-01,gabapentin,14513750.0
07Y,2017-09-01,gabapentin,4904083.333333333
06M,2017-09-01,gabapentin,27081100.0
15D,2017-09-01,gabapentin,12928483.333333334
09F,2017-09-01,gabapentin,14924533.333333334
09C,2017-09-01,gabapentin,6250550.0
01V,2017-09-01,gabapentin,9264633.333333334
09P,2017-09-01,gabapentin,11678733.333333334
04C,2017-09-01,gabapentin,12574333.333333334
01H,2017-09-01,gabapentin,22149733.333333332
07N,2017-09-01,gabapentin,9274016.666666666
15F,2017-09-01,gabapentin,31222750.0
07H,2017-09-01,gabapentin,8213250.0
08P,2017-09-01,gabapentin,3235483.3333333335
02Q,2017-09-01,gabapentin,8978716.666666666
07R,2017-09-01,gabapentin,7459683.333333333
99P,2017-09-01,gabapentin,45943333.333333336
14L,2017-09-01,gabapentin,34722950.0
04F,2017-09-01,gabapentin,11412616.666666666
10A,2017-09-01,gabapentin,12707333.333333334
00Y,2017-09-01,gabapentin,21912200.0
05W,2017-09-01,gabapentin,21340133.333333332
00V,2017-09-01,gabapentin,14241483.333333334
05L,2017-09-01,gabapentin,31929400.0
99F,2017-09-01,gabapentin,6719316.666666667
99E,2017-09-01,gabapentin,10053766.666666666
99C,2017-09-01,gabapentin,19367150.0
15E,2017-09-01,gabapentin,51787450.0
00D,2017-09-01,gabapentin,32344583.333333332
13T,2017-09-01,gabapentin,41041400.0
02P,2017-09-01,gabapentin,19102600.0
08D,2017-09-01,gabapentin,9283366.666666666
01D,2017-09-01,gabapentin,16866550.0
02R,2017-09-01,gabapentin,21212266.666666668
04J,2017-09-01,gabapentin,27024483.333333332
08K,2017-09-01,gabapentin,8956866.666666666
06A,2017-09-01,gabapentin,8841900.0
07G,2017-09-01,gabapentin,6489216.666666667
06V,2017-09-01,gabapentin,12595416.666666666
08A,2017-09-01,gabapentin,11480466.666666666
03E,2017-09-01,gabapentin,6297000.0
04G,2017-09-01,gabapentin,42362416.666666664
03X,2017-09-01,gabapentin,5681333.333333333
07K,2017-09-01,gabapentin,12796350.0
00C,2017-09-01,gabapentin,7959150.0
10K,2017-09-01,gabapentin,10328450.0
08R,2017-09-01,gabapentin,3787116.6666666665
01T,2017-09-01,gabapentin,13841733.333333334
02N,2017-09-01,gabapentin,8041733.333333333
07J,2017-09-01,gabapentin,11433850.0
05D,2017-09-01,gabapentin,6995233.333333333
06Q,2017-09-01,gabapentin,12178116.666666666
07W,2017-09-01,gabapentin,7748816.666666667
10J,2017-09-01,gabapentin,7741400.0
06K,2017-09-01,gabapentin,23857250.0
07V,2017-09-01,gabapentin,12187216.666666666
11A,2017-09-01,gabapentin,22841300.0
10Q,2017-09-01,gabapentin,30460533.333333332
01F,2017-09-01,gabapentin,12536016.666666666
11N,2017-09-01,gabapentin,35988816.666666664
07P,2017-09-01,gabapentin,6800033.333333333
07T,2017-09-01,gabapentin,7681733.333333333
10D,2017-09-01,gabapentin,7512783.333333333
15A,2017-09-01,gabapentin,15602200.0
05F,2017-09-01,gabapentin,8444366.666666666
05H,2017-09-01,gabapentin,10920600.0
04K,2017-09-01,gabapentin,18178900.0
14Y,2017-09-01,gabapentin,18140933.333333332
10X,2017-09-01,gabapentin,15087183.333333334
08H,2017-09-01,gabapentin,10338833.333333334
08X,2017-09-01,gabapentin,6512133.333333333
02H,2017-09-01,gabapentin,25849183.333333332
03Q,2017-09-01,gabapentin,18330266.666666668
09H,2017-09-01,gabapentin,3100916.6666666665
03R,2017-09-01,gabapentin,25047400.0
03K,2017-09-01,gabapentin,9144650.0
03V,2017-09-01,gabapentin,5797100.0
08V,2017-09-01,gabapentin,7708050.0
05J,2017-09-01,gabapentin,8311516.666666667
08E,2017-09-01,gabapentin,4518733.333333333
06N,2017-09-01,gabapentin,19698800.0
01R,2017-09-01,gabapentin,11355183.333333334
07M,2017-09-01,gabapentin,9372283.333333334
05R,2017-09-01,gabapentin,9427775.0
04M,2017-09-01,gabapentin,5416766.666666667
08J,2017-09-01,gabapentin,3876183.3333333335
08F,2017-09-01,gabapentin,6931283.333333333
04V,2017-09-01,gabapentin,17340400.0
05Q,2017-09-01,gabapentin,11752683.333333334
99K,2017-09-01,gabapentin,7821816.666666667
02E,2017-09-01,gabapentin,11540816.666666666
03W,2017-09-01,gabapentin,13345650.0
03D,2017-09-01,gabapentin,8627283.333333334
09Y,2017-09-01,gabapentin,10157683.333333334
01W,2017-09-01,gabapentin,20561033.333333332
08M,2017-09-01,gabapentin,5586266.666666667
01X,2017-09-01,gabapentin,16921033.333333332
00P,2017-09-01,gabapentin,24251366.666666668
03M,2017-09-01,gabapentin,7713183.333333333
00L,2017-09-01,gabapentin,32378016.666666668
06L,2017-09-01,gabapentin,24415016.666666668
05G,2017-09-01,gabapentin,14207066.666666666
99N,2017-09-01,gabapentin,25599000.0
11J,2017-09-01,gabapentin,36298433.333333336
01G,2017-09-01,gabapentin,26468250.0
05C,2017-09-01,gabapentin,16549133.333333334
09A,2017-09-01,gabapentin,3604816.6666666665
00T,2017-09-01,gabapentin,19288066.666666668
10E,2017-09-01,gabapentin,11238550.0
09G,2017-09-01,gabapentin,23482983.333333332
02G,2017-09-01,gabapentin,10138050.0
00Q,2017-09-01,gabapentin,13286116.666666666
10L,2017-09-01,gabapentin,9481416.666666666
12F,2017-09-01,gabapentin,26192466.666666668
99Q,2017-09-01,gabapentin,18660700.0
99J,2017-09-01,gabapentin,18766816.666666668
05T,2017-09-01,gabapentin,14386633.333333334
02M,2017-09-01,gabapentin,16815733.333333332
03H,2017-09-01,gabapentin,10173500.0
08Y,2017-09-01,gabapentin,3897883.3333333335
02F,2017-09-01,gabapentin,15326166.666666666
01K,2017-09-01,gabapentin,25227050.0
00J,2017-09-01,gabapentin,23695116.666666668
08L,2017-09-01,gabapentin,11688800.0
06Y,2017-09-01,gabapentin,15513083.333333334
07Q,2017-09-01,gabapentin,10067150.0
02T,2017-09-01,gabapentin,11874283.333333334
09N,2017-09-01,gabapentin,5508083.333333333
08G,2017-09-01,gabapentin,5475316.666666667
09E,2017-09-01,gabapentin,10527633.333333334
02D,2017-09-01,gabapentin,7589100.0
04H,2017-09-01,gabapentin,8074716.666666667
08C,2017-09-01,gabapentin,2781750.0
06H,2017-09-01,gabapentin,45302833.333333336
09F,2017-09-01,pregabalin,10039105.0
01K,2017-09-01,pregabalin,20718550.0
09N,2017-09-01,pregabalin,10046865.0
08C,2017-09-01,pregabalin,9818195.0
08E,2017-09-01,pregabalin,8749085.0
99J,2017-09-01,pregabalin,25414275.0
04H,2017-09-01,pregabalin,8378525.0
05H,2017-09-01,pregabalin,10074060.0
00T,2017-09-01,pregabalin,25902180.0
02M,2017-09-01,pregabalin,12078485.0
02H,2017-09-01,pregabalin,35950405.0
00R,2017-09-01,pregabalin,10000995.0
02X,2017-09-01,pregabalin,26857405.0
99K,2017-09-01,pregabalin,10407615.0
04K,2017-09-01,pregabalin,17308115.0
05V,2017-09-01,pregabalin,8588825.0
01W,2017-09-01,pregabalin,19513610.0
00N,2017-09-01,pregabalin,14010935.0
00V,2017-09-01,pregabalin,14665040.0
09W,2017-09-01,pregabalin,21374460.0
09H,2017-09-01,pregabalin,6789125.0
14Y,2017-09-01,pregabalin,5600795.0
00K,2017-09-01,pregabalin,27008505.0
06T,2017-09-01,pregabalin,33357965.0
08W,2017-09-01,pregabalin,10961615.0
00X,2017-09-01,pregabalin,12425730.0
03R,2017-09-01,pregabalin,30817615.0
03X,2017-09-01,pregabalin,4763300.0
02A,2017-09-01,pregabalin,16846120.0
07G,2017-09-01,pregabalin,8347245.0
04Y,2017-09-01,pregabalin,9914700.0
10V,2017-09-01,pregabalin,12757685.0
99P,2017-09-01,pregabalin,72213330.0
08L,2017-09-01,pregabalin,14007445.0
06D,2017-09-01,pregabalin,4448145.0
11E,2017-09-01,pregabalin,7766450.0
15A,2017-09-01,pregabalin,24385410.0
99G,2017-09-01,pregabalin,13903065.0
05C,2017-09-01,pregabalin,14025925.0
01A,2017-09-01,pregabalin,24533075.0
02F,2017-09-01,pregabalin,16041250.0
07T,2017-09-01,pregabalin,11279035.0
10X,2017-09-01,pregabalin,17237755.0
09L,2017-09-01,pregabalin,7435415.0
11A,2017-09-01,pregabalin,31788360.0
09P,2017-09-01,pregabalin,9827095.0
08H,2017-09-01,pregabalin,7971435.0
02P,2017-09-01,pregabalin,24441190.0
06M,2017-09-01,pregabalin,18194060.0
00J,2017-09-01,pregabalin,20717105.0
15F,2017-09-01,pregabalin,47761135.0
10D,2017-09-01,pregabalin,8740485.0
00M,2017-09-01,pregabalin,36585550.0
02E,2017-09-01,pregabalin,18160765.0
07J,2017-09-01,pregabalin,17642280.0
06A,2017-09-01,pregabalin,17196820.0
08R,2017-09-01,pregabalin,6050075.0
06F,2017-09-01,pregabalin,14338685.0
05A,2017-09-01,pregabalin,20596370.0
08V,2017-09-01,pregabalin,13406565.0
07R,2017-09-01,pregabalin,5314330.0
11N,2017-09-01,pregabalin,47823225.0
05T,2017-09-01,pregabalin,15073310.0
08K,2017-09-01,pregabalin,11280010.0
01J,2017-09-01,pregabalin,20956430.0
06P,2017-09-01,pregabalin,6464400.0
03W,2017-09-01,pregabalin,15155150.0
03A,2017-09-01,pregabalin,15674895.0
04V,2017-09-01,pregabalin,22485685.0
04D,2017-09-01,pregabalin,25778080.0
02D,2017-09-01,pregabalin,8018115.0
01T,2017-09-01,pregabalin,15344140.0
08M,2017-09-01,pregabalin,14661770.0
07H,2017-09-01,pregabalin,13378335.0
03V,2017-09-01,pregabalin,3226575.0
11X,2017-09-01,pregabalin,31391080.0
04L,2017-09-01,pregabalin,9027305.0
09Y,2017-09-01,pregabalin,18486925.0
02T,2017-09-01,pregabalin,12395080.0
02Q,2017-09-01,pregabalin,12275080.0
07W,2017-09-01,pregabalin,15501525.0
08J,2017-09-01,pregabalin,7244525.0
01R,2017-09-01,pregabalin,11010500.0
00C,2017-09-01,pregabalin,9171845.0
02N,2017-09-01,pregabalin,8588110.0
08P,2017-09-01,pregabalin,6191160.0
99H,2017-09-01,pregabalin,12052455.0
07X,2017-09-01,pregabalin,7545945.0
99F,2017-09-01,pregabalin,12821515.0
05G,2017-09-01,pregabalin,13236980.0
99Q,2017-09-01,pregabalin,25282895.0
08A,2017-09-01,pregabalin,10445270.0
07Q,2017-09-01,pregabalin,15652740.0
11J,2017-09-01,pregabalin,32213875.0
07K,2017-09-01,pregabalin,17141755.0
02Y,2017-09-01,pregabalin,18577005.0
09D,2017-09-01,pregabalin,18970130.0
05F,2017-09-01,pregabalin,7775475.0
04N,2017-09-01,pregabalin,5369820.0
07P,2017-09-01,pregabalin,11467180.0
08G,2017-09-01,pregabalin,13066995.0
01E,2017-09-01,pregabalin,16556235.0
00Q,2017-09-01,pregabalin,9939175.0
10C,2017-09-01,pregabalin,4289550.0
03Y,2017-09-01,pregabalin,7445160.0
01H,2017-09-01,pregabalin,17742770.0
07L,2017-09-01,pregabalin,10953855.0
12F,2017-09-01,pregabalin,24269860.0
03N,2017-09-01,pregabalin,38985675.0
99E,2017-09-01,pregabalin,17714455.0
15D,2017-09-01,pregabalin,12167650.0
05Q,2017-09-01,pregabalin,18516040.0
05R,2017-09-01,pregabalin,9938900.0
01V,2017-09-01,pregabalin,9858435.0
10A,2017-09-01,pregabalin,15821910.0
01D,2017-09-01,pregabalin,22990695.0
07Y,2017-09-01,pregabalin,12259775.0
01F,2017-09-01,pregabalin,15768270.0
15E,2017-09-01,pregabalin,69112330.0
03J,2017-09-01,pregabalin,11862965.0
06N,2017-09-01,pregabalin,18325865.0
11M,2017-09-01,pregabalin,37123945.0
03M,2017-09-01,pregabalin,8135125.0
09E,2017-09-01,pregabalin,18519355.0
08D,2017-09-01,pregabalin,5563345.0
08T,2017-09-01,pregabalin,6862585.0
06Y,2017-09-01,pregabalin,15891355.0
08Y,2017-09-01,pregabalin,9187825.0
10Q,2017-09-01,pregabalin,24595770.0
08X,2017-09-01,pregabalin,9860335.0
09A,2017-09-01,pregabalin,8046480.0
04E,2017-09-01,pregabalin,12277225.0
12D,2017-09-01,pregabalin,16044330.0
05X,2017-09-01,pregabalin,13780455.0
10J,2017-09-01,pregabalin,11342070.0
04G,2017-09-01,pregabalin,31095610.0
04J,2017-09-01,pregabalin,19256615.0
03T,2017-09-01,pregabalin,31458405.0
13T,2017-09-01,pregabalin,49168295.0
04M,2017-09-01,pregabalin,5814610.0
04C,2017-09-01,pregabalin,15630805.0
10R,2017-09-01,pregabalin,11833635.0
03E,2017-09-01,pregabalin,9684290.0
99N,2017-09-01,pregabalin,29360620.0
06L,2017-09-01,pregabalin,25035825.0
07N,2017-09-01,pregabalin,11589850.0
99D,2017-09-01,pregabalin,12039720.0
09X,2017-09-01,pregabalin,12194630.0
05D,2017-09-01,pregabalin,7265095.0
06Q,2017-09-01,pregabalin,29804530.0
99C,2017-09-01,pregabalin,18856595.0
08N,2017-09-01,pregabalin,12731645.0
15C,2017-09-01,pregabalin,52513290.0
00D,2017-09-01,pregabalin,29580340.0
00L,2017-09-01,pregabalin,22678370.0
06V,2017-09-01,pregabalin,13840685.0
03Q,2017-09-01,pregabalin,23293930.0
10L,2017-09-01,pregabalin,13624500.0
03D,2017-09-01,pregabalin,9839400.0
08F,2017-09-01,pregabalin,13761875.0
07M,2017-09-01,pregabalin,11486585.0
01G,2017-09-01,pregabalin,18652340.0
04F,2017-09-01,pregabalin,12115245.0
09C,2017-09-01,pregabalin,8188870.0
06W,2017-09-01,pregabalin,19513725.0
01X,2017-09-01,pregabalin,23117770.0
02G,2017-09-01,pregabalin,9813135.0
99A,2017-09-01,pregabalin,52140755.0
02R,2017-09-01,pregabalin,17532725.0
04R,2017-09-01,pregabalin,17969925.0
05N,2017-09-01,pregabalin,18204120.0
10K,2017-09-01,pregabalin,11968065.0
01Y,2017-09-01,pregabalin,16587170.0
99M,2017-09-01,pregabalin,12764845.0
00P,2017-09-01,pregabalin,24798755.0
00Y,2017-09-01,pregabalin,23044140.0
05W,2017-09-01,pregabalin,19509445.0
02W,2017-09-01,pregabalin,3437885.0
07V,2017-09-01,pregabalin,15898795.0
09J,2017-09-01,pregabalin,14847405.0
09G,2017-09-01,pregabalin,26714435.0
03H,2017-09-01,pregabalin,7956185.0
06K,2017-09-01,pregabalin,21221435.0
08Q,2017-09-01,pregabalin,11087060.0
01C,2017-09-01,pregabalin,12016635.0
03L,2017-09-01,pregabalin,18660060.0
03K,2017-09-01,pregabalin,13274420.0
06H,2017-09-01,pregabalin,40926300.0
14L,2017-09-01,pregabalin,49617155.0
05J,2017-09-01,pregabalin,7713575.0
10E,2017-09-01,pregabalin,14523820.0
05Y,2017-09-01,pregabalin,25870735.0
04Q,2017-09-01,pregabalin,12080550.0
05L,2017-09-01,pregabalin,27443425.0
03F,2017-09-01,pregabalin,17203365.0
04H,2013-10-01,gabapentin,5162633.333333333
00Q,2013-10-01,gabapentin,7953350.0
01X,2013-10-01,gabapentin,9707533.333333334
08Q,2013-10-01,gabapentin,6454566.666666667
00M,2013-10-01,gabapentin,18432816.666666668
01Y,2013-10-01,gabapentin,14122683.333333334
03T,2013-10-01,gabapentin,13890866.666666666
05G,2013-10-01,gabapentin,7609816.666666667
06D,2013-10-01,gabapentin,4576550.0
02T,2013-10-01,gabapentin,7105216.666666667
99J,2013-10-01,gabapentin,11248583.333333334
09P,2013-10-01,gabapentin,5750250.0
05X,2013-10-01,gabapentin,6206633.333333333
08N,2013-10-01,gabapentin,2194150.0
10C,2013-10-01,gabapentin,1672050.0
05J,2013-10-01,gabapentin,5784816.666666667
09E,2013-10-01,gabapentin,6742350.0
99P,2013-10-01,gabapentin,31999233.333333332
02R,2013-10-01,gabapentin,12332666.666666666
07P,2013-10-01,gabapentin,4997533.333333333
08J,2013-10-01,gabapentin,2820050.0
00J,2013-10-01,gabapentin,16520133.333333334
04L,2013-10-01,gabapentin,5428616.666666667
07H,2013-10-01,gabapentin,5681716.666666667
09X,2013-10-01,gabapentin,5257633.333333333
06N,2013-10-01,gabapentin,14996566.666666666
00C,2013-10-01,gabapentin,5440766.666666667
08H,2013-10-01,gabapentin,6653483.333333333
02N,2013-10-01,gabapentin,5678083.333333333
99N,2013-10-01,gabapentin,16105633.333333334
08V,2013-10-01,gabapentin,5084550.0
07R,2013-10-01,gabapentin,4544750.0
11M,2013-10-01,gabapentin,16907316.666666668
08M,2013-10-01,gabapentin,3070550.0
04R,2013-10-01,gabapentin,17861400.0
04K,2013-10-01,gabapentin,10568750.0
01V,2013-10-01,gabapentin,5767016.666666667
08D,2013-10-01,gabapentin,5452100.0
05N,2013-10-01,gabapentin,8056700.0
03M,2013-10-01,gabapentin,4955383.333333333
03A,2013-10-01,gabapentin,7589200.0
09Y,2013-10-01,gabapentin,6094733.333333333
11N,2013-10-01,gabapentin,26368416.666666668
11A,2013-10-01,gabapentin,16120783.333333334
00L,2013-10-01,gabapentin,22368566.666666668
11X,2013-10-01,gabapentin,19368266.666666668
00X,2013-10-01,gabapentin,5166183.333333333
08X,2013-10-01,gabapentin,5015783.333333333
02Y,2013-10-01,gabapentin,12062550.0
05C,2013-10-01,gabapentin,10134083.333333334
04Y,2013-10-01,gabapentin,3751383.3333333335
09J,2013-10-01,gabapentin,6126816.666666667
09F,2013-10-01,gabapentin,8329000.0
99C,2013-10-01,gabapentin,13812025.0
00T,2013-10-01,gabapentin,11737033.333333334
02Q,2013-10-01,gabapentin,5651300.0
05Y,2013-10-01,gabapentin,8592883.333333334
07L,2013-10-01,gabapentin,2528816.6666666665
08K,2013-10-01,gabapentin,5832683.333333333
10E,2013-10-01,gabapentin,7350733.333333333
01C,2013-10-01,gabapentin,7214700.0
08P,2013-10-01,gabapentin,2313266.6666666665
10A,2013-10-01,gabapentin,7735200.0
99M,2013-10-01,gabapentin,4228150.0
01F,2013-10-01,gabapentin,6853250.0
02P,2013-10-01,gabapentin,10831133.333333334
03X,2013-10-01,gabapentin,3988716.6666666665
99E,2013-10-01,gabapentin,5325900.0
05R,2013-10-01,gabapentin,6012500.0
15E,2013-10-01,gabapentin,36461866.666666664
13T,2013-10-01,gabapentin,30543233.333333332
07W,2013-10-01,gabapentin,4749800.0
99K,2013-10-01,gabapentin,4924750.0
07K,2013-10-01,gabapentin,8411566.666666666
05Q,2013-10-01,gabapentin,7208083.333333333
09L,2013-10-01,gabapentin,3038066.6666666665
06Y,2013-10-01,gabapentin,9636350.0
04J,2013-10-01,gabapentin,18185950.0
09C,2013-10-01,gabapentin,3988816.6666666665
99A,2013-10-01,gabapentin,24622016.666666668
07V,2013-10-01,gabapentin,7686333.333333333
06M,2013-10-01,gabapentin,15613733.333333334
03V,2013-10-01,gabapentin,2796316.6666666665
02X,2013-10-01,gabapentin,15981283.333333334
09G,2013-10-01,gabapentin,14021583.333333334
08C,2013-10-01,gabapentin,2137783.3333333335
08R,2013-10-01,gabapentin,2928483.3333333335
15F,2013-10-01,gabapentin,20961266.666666668
09D,2013-10-01,gabapentin,10153250.0
07N,2013-10-01,gabapentin,5477183.333333333
02F,2013-10-01,gabapentin,7512450.0
14L,2013-10-01,gabapentin,20705116.666666668
08T,2013-10-01,gabapentin,2488733.3333333335
03N,2013-10-01,gabapentin,20638583.333333332
00P,2013-10-01,gabapentin,14980650.0
10D,2013-10-01,gabapentin,3836066.6666666665
01J,2013-10-01,gabapentin,9282616.666666666
10Q,2013-10-01,gabapentin,21290083.333333332
09H,2013-10-01,gabapentin,2243666.6666666665
09A,2013-10-01,gabapentin,2907766.6666666665
99H,2013-10-01,gabapentin,4174350.0
03W,2013-10-01,gabapentin,9679400.0
11E,2013-10-01,gabapentin,5644000.0
05A,2013-10-01,gabapentin,12491833.333333334
06K,2013-10-01,gabapentin,14972550.0
00R,2013-10-01,gabapentin,9826033.333333334
01D,2013-10-01,gabapentin,9939700.0
02E,2013-10-01,gabapentin,6547350.0
06T,2013-10-01,gabapentin,12271683.333333334
01R,2013-10-01,gabapentin,7519300.0
06V,2013-10-01,gabapentin,7306600.0
03L,2013-10-01,gabapentin,10945366.666666666
05T,2013-10-01,gabapentin,9987750.0
99Q,2013-10-01,gabapentin,11361483.333333334
10R,2013-10-01,gabapentin,6941583.333333333
05V,2013-10-01,gabapentin,4003383.3333333335
04D,2013-10-01,gabapentin,7497250.0
05F,2013-10-01,gabapentin,6288150.0
09W,2013-10-01,gabapentin,8758033.333333334
01A,2013-10-01,gabapentin,17647616.666666668
00D,2013-10-01,gabapentin,19825516.666666668
06P,2013-10-01,gabapentin,5155350.0
04G,2013-10-01,gabapentin,27100650.0
99G,2013-10-01,gabapentin,2800516.6666666665
07M,2013-10-01,gabapentin,6186500.0
01T,2013-10-01,gabapentin,8075933.333333333
06A,2013-10-01,gabapentin,4568766.666666667
05L,2013-10-01,gabapentin,23749750.0
07Y,2013-10-01,gabapentin,3382133.3333333335
08G,2013-10-01,gabapentin,3739483.3333333335
03Y,2013-10-01,gabapentin,7006600.0
04Q,2013-10-01,gabapentin,4056116.6666666665
06H,2013-10-01,gabapentin,31833583.333333332
01G,2013-10-01,gabapentin,15884266.666666666
06W,2013-10-01,gabapentin,8614733.333333334
04M,2013-10-01,gabapentin,3876783.3333333335
15C,2013-10-01,gabapentin,28050116.666666668
02W,2013-10-01,gabapentin,2875483.3333333335
10J,2013-10-01,gabapentin,5225033.333333333
03F,2013-10-01,gabapentin,11227866.666666666
15D,2013-10-01,gabapentin,8776350.0
15A,2013-10-01,gabapentin,10252816.666666666
03R,2013-10-01,gabapentin,14584866.666666666
01E,2013-10-01,gabapentin,5635850.0
05D,2013-10-01,gabapentin,3757050.0
02G,2013-10-01,gabapentin,5387533.333333333
08L,2013-10-01,gabapentin,7753133.333333333
02D,2013-10-01,gabapentin,4282650.0
10V,2013-10-01,gabapentin,7543516.666666667
03Q,2013-10-01,gabapentin,12426916.666666666
06Q,2013-10-01,gabapentin,7503133.333333333
04F,2013-10-01,gabapentin,7126066.666666667
12D,2013-10-01,gabapentin,8262933.333333333
00K,2013-10-01,gabapentin,16802250.0
07J,2013-10-01,gabapentin,7199050.0
07T,2013-10-01,gabapentin,3887066.6666666665
03E,2013-10-01,gabapentin,4493050.0
03J,2013-10-01,gabapentin,5037600.0
02M,2013-10-01,gabapentin,8254233.333333333
99D,2013-10-01,gabapentin,6265233.333333333
07G,2013-10-01,gabapentin,2823533.3333333335
03H,2013-10-01,gabapentin,6106800.0
08W,2013-10-01,gabapentin,2638866.6666666665
01K,2013-10-01,gabapentin,12301350.0
10K,2013-10-01,gabapentin,6278916.666666667
04E,2013-10-01,gabapentin,8959150.0
08Y,2013-10-01,gabapentin,2976783.3333333335
12F,2013-10-01,gabapentin,11724966.666666666
05W,2013-10-01,gabapentin,11789100.0
11J,2013-10-01,gabapentin,21089050.0
00Y,2013-10-01,gabapentin,12420833.333333334
10L,2013-10-01,gabapentin,4935250.0
07X,2013-10-01,gabapentin,6369850.0
