month,pct,seven_day,all_QI,percent_7_day
2017-10-01,13T,387891,3728975,0.10402081000811216
2018-07-01,13T,392966,3778331,0.1040051811236231
2018-02-01,13T,349391,3368903,0.10371061440474837
2018-05-01,13T,399126,3849207,0.10369044844821285
2017-08-01,08Q,165865,1599786,0.10367949213207267
2018-05-01,08C,107702,1042159,0.10334507498375968
2018-01-01,13T,397110,3843090,0.10333091340561891
2017-12-01,08C,103691,1004273,0.10324981354671489
2018-08-01,13T,407449,3951861,0.10310306966768315
2017-08-01,13T,384629,3732680,0.10304365764008702
2017-11-01,13T,386869,3762148,0.10283194600531398
2017-04-01,13T,354445,3448414,0.10278493243560663
2017-07-01,13T,376474,3663537,0.10276243968601928
2017-09-01,13T,374108,3649297,0.10251508715240223
2017-06-01,08C,101283,994051,0.10188913848484635
2017-10-01,08C,104314,1023834,0.10188565724521749
2017-05-01,13T,380527,3747353,0.10154554428152351
2017-10-01,08Q,165732,1639118,0.10111047526779646
2017-01-01,08Q,160671,1591236,0.10097245160365904
2017-09-01,08C,98798,979868,0.1008278666106047
2018-09-01,99C,167391,1660242,0.10082325347750509
2017-07-01,08Q,166446,1651125,0.10080763116057234
2017-09-01,08Q,169253,1680420,0.10072065317004082
2018-01-01,08C,100723,1001084,0.10061393449500741
2017-01-01,13T,355194,3544963,0.10019681446604661
2017-05-01,08C,101164,1010215,0.10014105908148266
2017-02-01,13T,336931,3369774,0.09998623053059344
2017-04-01,08Q,153608,1551959,0.09897684152738571
2017-07-01,08C,97237,982747,0.09894408225107784
2017-06-01,13T,376495,3815323,0.09867971859787494
2017-03-01,08C,100933,1025330,0.098439526786498
2017-04-01,08C,89691,911203,0.09843141429516804
2017-02-01,08C,83881,856607,0.09792238447736243
2019-07-01,08D,170275,1738894,0.09792143741941717
2017-05-01,08Q,164955,1685896,0.09784411375316153
2019-02-01,08D,152488,1559028,0.09780966089127328
2017-06-01,08Q,167433,1713750,0.09769978118161926
2018-03-01,08Q,161910,1657443,0.09768661727733624
2017-02-01,08Q,146405,1499271,0.09765079161805972
2017-03-01,08Q,166173,1703334,0.09755749606360233
2018-06-01,99C,166831,1710702,0.09752195297602972
2018-08-01,08D,157031,1614120,0.09728582757167993
2017-03-01,13T,383173,3939368,0.09726763277764353
2019-04-01,99C,171472,1763885,0.0972126867681283
2018-04-01,99C,161840,1668121,0.0970193409231105
2019-05-01,08D,176071,1822832,0.09659200628472618
2019-04-01,08D,158165,1639778,0.0964551299017306
2018-01-01,99C,169064,1757761,0.09618144901383066
2017-11-01,99C,165844,1725845,0.09609437695737451
2019-06-01,08D,162127,1687924,0.09605112552460893
2018-11-01,99C,167860,1760794,0.09533199227166834
2018-12-01,99C,171836,1804183,0.09524311003928093
2019-01-01,99C,168833,1772681,0.09524161425546954
2017-04-01,99C,154560,1624201,0.0951606359065165
2018-12-01,08D,158347,1664352,0.09514033089154217
2019-02-01,99C,157647,1662052,0.09485082295860779
2019-06-01,99C,162470,1719631,0.0944795714894649
2017-01-01,99C,156261,1654649,0.09443755140818386
2017-10-01,99C,160251,1698797,0.09433204791390613
2017-01-01,08C,83342,884502,0.0942247728100106
2018-10-01,08D,169365,1804873,0.09383762735660625
2017-08-01,99C,163961,1748383,0.09377865147396194
2019-03-01,08D,164647,1755950,0.09376519832569265
2018-07-01,99C,164017,1755349,0.09343839885971393
2018-11-01,08D,155169,1666806,0.09309361737358757
2017-07-01,99C,157773,1701709,0.0927144417758853
2019-03-01,99C,164640,1778701,0.09256193143198323
2018-03-01,99C,163520,1768034,0.09248690918839796
2018-02-01,99C,146153,1581381,0.09242111799749712
2017-02-01,99C,144095,1567181,0.0919453464532814
2019-01-01,08D,161322,1755487,0.09189586707278379
2018-09-01,08D,146272,1593876,0.09177125447650884
2017-09-01,99C,156499,1706524,0.0917062988859225
2018-10-01,00D,266952,2918319,0.0914745783445881
2018-10-01,99C,164871,1805132,0.09133459492159023
2017-06-01,99C,164409,1800201,0.09132813502492222
2017-08-01,08D,142051,1557227,0.09122048359038214
2018-07-01,08D,154630,1695708,0.0911890490579746
2018-08-01,99C,163765,1798080,0.09107770510767041
2018-04-01,08D,147413,1618639,0.09107219089617882
2017-05-01,99C,158956,1745807,0.09105015617419336
2018-01-01,08D,150906,1657526,0.09104291576723382
2019-07-01,99C,155260,1708216,0.09089014504020569
2018-02-01,08D,138726,1532444,0.09052598333120167
2019-01-01,00J,193004,2138342,0.0902587144619523
2018-05-01,99C,164619,1824605,0.09022171922142053
2017-12-01,08D,144207,1604298,0.08988791359211319
2017-12-01,99C,156751,1746319,0.08976080544276274
2017-10-01,01G,169064,1887596,0.0895657757274332
2018-06-01,08D,150486,1680722,0.08953652061435502
2018-10-01,00C,82719,925060,0.08942014572027761
2019-02-01,00C,72982,817960,0.08922441195168468
2019-01-01,00D,256522,2878910,0.089103862225634
2019-05-01,99C,165914,1864477,0.08898688479396635
2018-11-01,00J,189119,2125961,0.0889569469994981
2019-06-01,07W,261912,2949359,0.08880302465722213
2019-07-01,07W,276248,3118440,0.08858531830017573
2018-07-01,00C,76034,858781,0.08853712413292796
2018-05-01,08D,149933,1695613,0.08842406846373553
2018-01-01,00C,75488,854013,0.08839209707580564
2017-11-01,08D,145796,1650508,0.08833401595145252
2017-03-01,99C,159957,1812442,0.08825496208982135
2017-07-01,01G,161518,1830993,0.08821333560532454
2018-03-01,08D,146251,1659804,0.08811341580090179
2019-02-01,07W,244629,2777933,0.08806151912231144
2019-05-01,07W,276227,3137802,0.08803200456880325
2019-04-01,08M,211421,2406369,0.08785892770393901
2017-10-01,00C,75551,860016,0.08784836561180256
2017-05-01,00C,71701,816265,0.08784034596607719
2019-04-01,00C,75376,858555,0.08779402600881714
2018-11-01,00D,251706,2870728,0.08768019819362893
2018-10-01,00J,187390,2137328,0.08767489126610423
2017-07-01,08D,140133,1599599,0.0876050810234315
2019-03-01,00D,247695,2830578,0.0875068625559868
2019-04-01,00D,249543,2853455,0.0874529298692287
2017-04-01,00C,69384,793394,0.0874521360131284
2019-04-01,07L,121499,1389506,0.08744042846882273
2018-12-01,07W,258328,2956249,0.08738370820590552
2019-06-01,00D,240142,2751720,0.08726978035555943
2019-01-01,00C,78337,898068,0.08722836132675922
2019-07-01,07L,128317,1472575,0.08713783678250683
2019-03-01,07W,260008,2985308,0.08709587084481735
2017-04-01,08D,127610,1466791,0.08699944300176371
2018-07-01,07W,251755,2897134,0.08689794811009777
2018-12-01,00C,78071,898551,0.08688544111575192
2019-05-01,00D,261926,3015835,0.08685024213857853
2017-11-01,00D,244895,2819812,0.08684798844745678
2018-06-01,07W,253295,2918417,0.08679191493196482
2018-04-01,00J,175273,2020207,0.0867599211367944
2019-06-01,00J,177219,2044500,0.08668085106382979
2018-02-01,00D,219331,2532414,0.08660945643168928
2018-11-01,00C,76762,886357,0.08660393047045378
2019-02-01,07L,115171,1330315,0.0865742324186377
2018-02-01,07W,232834,2690890,0.08652676252095032
2018-04-01,07W,243257,2811610,0.08651875615750407
2019-04-01,07W,253743,2934609,0.08646569270386617
2018-01-01,00D,243005,2810845,0.08645265035958938
2017-01-01,08D,133749,1547138,0.08644930187223118
2019-02-01,08M,197246,2285914,0.08628758562220626
2017-07-01,00C,74459,863075,0.08627176085508212
2018-08-01,00C,77630,900059,0.08624990139535298
2018-12-01,08M,209797,2432524,0.0862466310712659
2018-09-01,07L,119847,1389838,0.08623091324312618
2017-06-01,08D,142016,1648712,0.08613754251803832
2019-06-01,00C,73409,852612,0.08609895239569698
2017-10-01,08D,140798,1635744,0.08607581626464778
2019-07-01,00C,76930,894231,0.0860292251107376
2019-05-01,07L,130438,1517228,0.08597125811018515
2018-04-01,00D,236558,2756195,0.0858277444085052
2019-02-01,00J,168434,1962481,0.08582707297548359
2019-01-01,08M,221151,2578549,0.08576567674300546
2017-08-01,01G,158431,1847719,0.0857440985344633
2019-02-01,00D,228725,2670242,0.08565703033657623
2019-07-01,00D,253750,2962648,0.0856497295662529
2018-05-01,00C,77028,899809,0.08560483391475301
2018-11-01,07L,121471,1419348,0.08558225325994752
2018-09-01,00J,172914,2020469,0.08558112002708282
2017-09-01,00D,236068,2758951,0.08556440473208839
2018-03-01,00D,246736,2886374,0.0854830316514769
2018-08-01,08M,207683,2430900,0.08543461269488667
2019-01-01,07W,263522,3086741,0.08537224211555164
2018-06-01,07L,122332,1434146,0.08529954411893907
2019-05-01,08M,218043,2557026,0.08527210908297374
2017-12-01,07W,252252,2958917,0.08525146193691814
2018-10-01,07W,263326,3089461,0.08523363784168177
2018-06-01,00J,179452,2105597,0.08522618525767277
2018-09-01,00C,68579,805117,0.0851789243054115
2019-01-01,07L,123949,1455493,0.08515946143334252
2018-06-01,00C,73101,858645,0.0851353003860734
2018-12-01,00D,247233,2905107,0.08510288949770181
2018-08-01,07L,124292,1460995,0.08507352865684004
2018-09-01,00D,229642,2703130,0.08495410875540577
2018-09-01,07W,244209,2875094,0.08493948371774974
2017-05-01,01G,159635,1880359,0.08489602251484955
2018-07-01,00J,175035,2061966,0.08488743267347765
2017-04-01,01G,146048,1721199,0.08485247783667083
2018-11-01,07W,253267,2989234,0.08472638809808801
2018-02-01,00J,153433,1811265,0.08471040957562809
2018-04-01,00C,72436,855264,0.08469431660867288
2018-03-01,00C,76195,899779,0.08468190522339375
2017-08-01,00D,237377,2805402,0.0846142549267449
2018-02-01,00C,66255,783111,0.08460486444450403
2019-04-01,00J,179886,2129448,0.08447541334655742
2018-07-01,08M,211134,2499936,0.08445576206750893
2018-07-01,00D,234934,2785324,0.08434709929616806
2018-10-01,07L,123221,1461280,0.08432401729990145
2018-01-01,07L,121800,1445020,0.08428949080289547
2018-08-01,00D,251846,2992003,0.08417304394414044
2019-06-01,07L,118398,1407451,0.08412228915962261
2019-06-01,08M,205660,2445082,0.08411169850336307
2018-05-01,07W,251160,2986648,0.08409427558922243
2018-08-01,07W,250383,2979849,0.0840253986024124
2018-09-01,08M,197064,2345597,0.08401443214669868
2017-08-01,07L,118923,1415827,0.08399543164525045
2017-11-01,01G,160608,1912610,0.08397320938403542
2017-01-01,00C,67711,806681,0.08393776474219673
2018-07-01,07L,119896,1428798,0.08391389125684666
2018-05-01,00D,240639,2869933,0.08384829889757009
2018-06-01,08M,202055,2412975,0.08373688082139268
2017-06-01,00C,68901,823067,0.08371250457131679
2017-12-01,00D,234780,2805864,0.08367476114309175
2019-02-01,00N,111958,1338163,0.0836654428496379
2017-05-01,00D,233044,2785815,0.08365379610634589
2017-03-01,08D,140518,1681697,0.08355726388285167
2017-01-01,01G,151977,1819367,0.08353289907973488
2018-08-01,00J,181566,2173654,0.08353031347215334
2017-11-01,00C,72947,873820,0.08348057952438717
2017-08-01,00C,73213,877113,0.08347043083388343
2017-01-01,00D,216804,2598260,0.08344199579718735
2019-07-01,08M,219751,2634925,0.08339933774206097
2018-06-01,00D,231504,2776529,0.08337892382899656
2017-02-01,00D,209566,2513803,0.08336611898386628
2017-02-01,08D,124446,1493461,0.08332725126401024
2017-09-01,08D,132300,1588008,0.08331192286184956
2018-05-01,00J,178626,2144191,0.08330694420413107
2019-07-01,00J,178822,2146770,0.08329816421880314
2018-04-01,07L,117362,1410032,0.08323357200403962
2017-05-01,08D,139335,1674613,0.08320429854539527
2018-03-01,07W,248164,2984095,0.08316223176540961
2018-10-01,08M,216223,2601101,0.08312749101245973
2018-12-01,07L,118461,1425163,0.08312101843789096
2019-03-01,00C,74081,891497,0.08309730711376483
2019-03-01,07L,120736,1454231,0.08302394873991821
2017-10-01,00D,227738,2743300,0.08301607552947181
2018-01-01,01G,158669,1911412,0.08301140727378503
2018-02-01,07L,110705,1333720,0.08300467864319347
2019-03-01,08M,208495,2513793,0.08294040121839785
2017-02-01,00C,61824,745410,0.08293959029259065
2018-03-01,00J,176778,2132783,0.08288606951574538
2018-11-01,08M,208418,2518181,0.08276529764937468
2017-03-01,00D,237874,2874453,0.08275452755706912
2017-09-01,01G,149898,1812135,0.08271900272330704
2017-10-01,07L,120666,1458790,0.08271649791950864
2018-11-01,00N,120449,1458269,0.08259724371840861
2019-05-01,00J,185269,2243285,0.08258825784507987
2017-12-01,01G,155099,1878689,0.08255703844542657
2017-03-01,00C,70196,850349,0.08254963550259953
2019-06-01,00N,118538,1436297,0.08253028447458986
2018-05-01,07L,120295,1459918,0.08239846347534588
2017-07-01,00D,224602,2726086,0.08238991726599967
2018-01-01,07W,246519,2992907,0.08236774480463309
2017-12-01,08M,193389,2353708,0.08216354789973948
2017-12-01,00C,70133,853615,0.08215999015949814
2018-12-01,00J,174741,2129059,0.08207428727902796
2018-11-01,06A,182490,2226225,0.08197284641040326
2017-11-01,00J,170555,2080662,0.08197150714532202
2019-04-01,00N,120148,1466174,0.0819466175228861
2017-09-01,07W,237265,2902207,0.08175330016087756
2018-04-01,08M,193746,2371872,0.08168484639980572
2017-07-01,07W,235249,2881523,0.0816405074677523
2017-04-01,00D,213388,2614105,0.08162946782933356
2017-08-01,07W,230419,2831480,0.08137758345458912
2019-05-01,00C,75705,930623,0.08134873090392135
2017-06-01,01G,155302,1909317,0.08133903380109223
2017-06-01,00D,233254,2868237,0.08132312636647529
2017-06-01,07W,236817,2913864,0.08127249590234822
2019-06-01,06A,171689,2114431,0.08119867709090531
2017-11-01,08M,201740,2486652,0.08112916483689717
2017-12-01,07L,116599,1437385,0.0811188373330736
2017-10-01,07W,238924,2946144,0.08109719008982588
2018-09-01,06A,168763,2082004,0.08105796146405098
2017-10-01,00J,163345,2016630,0.08099899337012739
2019-03-01,00J,169540,2093778,0.08097324549211998
2017-05-01,07W,239085,2955285,0.08090082682380888
2017-12-01,00J,168749,2090899,0.08070643297452436
2017-09-01,00C,67942,841986,0.08069255308283035
2017-11-01,07L,119686,1483917,0.08065545444927176
2017-12-01,09D,147077,1826914,0.0805057052493987
2018-01-01,08M,202412,2514686,0.08049195804167995
2017-02-01,01G,133203,1656723,0.08040149137785858
2018-03-01,07L,116319,1449582,0.08024313215809799
2018-02-01,00N,105539,1315254,0.08024229540453783
2018-03-01,08M,199045,2486579,0.08004772822419878
2018-01-01,00J,168266,2103511,0.07999292611258035
2017-03-01,01G,157745,1974252,0.07990114737125757
2017-02-01,07W,207228,2595150,0.07985203167446968
2017-08-01,00J,164633,2062241,0.07983208558068626
2017-11-01,07W,230783,2892592,0.07978415206845625
2018-07-01,01G,152467,1912689,0.07971342962708522
2017-07-01,07L,117768,1477446,0.0797105274913601
2017-07-01,00J,155855,1962935,0.07939896124935365
2019-04-01,06A,168966,2133666,0.079190463737061
2017-05-01,00J,158851,2013327,0.07889975150584083
2018-05-01,08M,200270,2541999,0.07878445270828195
2018-02-01,08M,175924,2235536,0.07869432655076904
2019-01-01,06A,177653,2257725,0.07868673111207078
2017-09-01,07L,114296,1452745,0.07867588599513335
2017-10-01,00N,113183,1438882,0.07866037659794202
2017-04-01,07W,205709,2616145,0.07863058049152474
2017-03-01,00J,166411,2119496,0.07851442040938034
2018-07-01,00N,116368,1482441,0.07849755909341417
2019-07-01,01G,150878,1926532,0.0783158546029861
2018-02-01,01G,133812,1711214,0.07819711619937658
2017-11-01,00N,116564,1490756,0.07819119963293791
2017-06-01,07L,121170,1551553,0.07809594644849387
2019-07-01,00N,116179,1487930,0.07808095810958848
2018-06-01,00N,112028,1436176,0.07800436715277236
2018-03-01,01G,146419,1881606,0.0778159721004291
2017-04-01,00J,148883,1914282,0.07777485239896734
2018-07-01,06A,167881,2158944,0.07776070152815451
2019-03-01,00N,114366,1474312,0.07757245413453868
2017-04-01,08M,173600,2237950,0.07757099130901048
2017-09-01,00J,157941,2037271,0.07752576854036601
2018-09-01,01G,134946,1741108,0.0775058181341996
2018-08-01,01G,152019,1961557,0.07749914990999497
2017-03-01,07W,235802,3043289,0.07748261831196446
2017-08-01,08M,190372,2458150,0.07744523320383215
2017-03-01,07L,117684,1522481,0.07729751635652596
2019-06-01,01G,140609,1823554,0.0771071215878444
2018-06-01,06A,165298,2144753,0.07707087949055205
2017-05-01,07L,114415,1485289,0.07703214660581206
2019-01-01,00N,116172,1509660,0.07695242637415046
2017-04-01,07L,104076,1353984,0.07686649177538286
2018-08-01,06A,175763,2291174,0.07671307373425153
2018-10-01,00N,115563,1507430,0.0766622662412185
2017-06-01,00J,162722,2122775,0.07665532145422854
2018-05-01,01G,146496,1911635,0.07663387623683392
2017-02-01,00J,137795,1800292,0.0765403612302893
2017-01-01,07L,107023,1399344,0.07648083673492723
2019-02-01,06A,155631,2035327,0.07646486289426711
2017-09-01,08M,187691,2457203,0.0763840024613351
2018-10-01,01G,151046,1977916,0.07636623597766538
2018-08-01,00N,109431,1433886,0.07631778258522644
2019-03-01,06A,166383,2184352,0.07617041575716735
2017-05-01,08M,190435,2502161,0.07610821206149404
2018-04-01,01G,140238,1842634,0.07610735501461495
2019-05-01,00N,117383,1543756,0.0760372753207113
2018-02-01,06A,152915,2011181,0.07603244064059873
2017-10-01,08M,190946,2514596,0.0759350607413676
2017-07-01,08M,189987,2503029,0.07590283612375247
2017-05-01,06A,166565,2195496,0.07586668342825494
2019-04-01,01G,141043,1859439,0.075852447969522
2017-02-01,08M,171892,2266137,0.07585243081067032
2018-10-01,06A,171325,2260484,0.0757912907147319
2019-02-01,01G,133819,1767171,0.07572498643311824
2017-01-01,07W,210238,2780136,0.0756214803880098
2018-01-01,06A,166957,2209371,0.07556766156521472
2019-01-01,01G,144515,1915167,0.07545817153282194
2018-11-01,01G,145026,1922921,0.07541963502400775
2019-05-01,01G,150647,2000443,0.075306819539472
2017-01-01,00J,148267,1970217,0.07525414713201642
2018-04-01,00N,106036,1409065,0.07525273851809533
2017-08-01,00N,112651,1498674,0.07516711439579254
2018-04-01,06A,157864,2102244,0.0750930910018057
2017-02-01,07L,99379,1323532,0.07508620872030294
2017-06-01,08M,185976,2477173,0.07507590305562026
2018-05-01,00N,113379,1512843,0.07494432667500858
2017-01-01,08M,184548,2464269,0.07488955142478358
2017-03-01,08M,193865,2589014,0.07487985773734711
2017-10-01,06A,163051,2180000,0.07479403669724771
2019-07-01,06A,163674,2188365,0.07479282478014408
2019-05-01,06A,179606,2402260,0.07476542922081707
2019-02-01,07Y,140098,1874291,0.07474719774037222
2018-09-01,00N,109781,1472199,0.07456940264189828
2017-02-01,06A,145152,1947061,0.07454928222587788
2019-04-01,09A,72590,973779,0.07454463487095121
2018-10-01,08R,95956,1290353,0.07436414686523765
2019-07-01,08R,97636,1316233,0.07417835595977308
2018-07-01,11E,105707,1426454,0.07410473804272694
