month,pct,seven_day,all_QI,percent_7_day
2017-10-01,04D,93513,1920466,0.048692869334838525
2018-03-01,08N,111293,2287650,0.04864948746530282
2018-07-01,08G,101437,2085231,0.04864544983265643
2019-01-01,02T,100835,2073314,0.04863469787981946
2018-07-01,08Y,61467,1263916,0.04863218758208615
2017-03-01,99D,69398,1427547,0.04861346071267706
2018-12-01,03N,233457,4803860,0.04859779427377151
2018-05-01,09J,100142,2061551,0.048576047839709036
2019-05-01,00L,159565,3286008,0.04855892012435758
2018-06-01,00L,149660,3083503,0.04853570760268435
2018-01-01,00L,146825,3025232,0.048533467846432934
2017-03-01,07N,93681,1930623,0.04852371488374478
2018-11-01,08N,105070,2166175,0.04850485302434014
2017-02-01,07N,83601,1724725,0.048472075258374527
2017-04-01,07N,83720,1727476,0.04846377026366792
2017-12-01,04D,96012,1983661,0.04840141536280645
2018-05-01,03N,236257,4881416,0.048399275947798755
2018-06-01,08Y,60221,1244933,0.04837288432389534
2019-04-01,03N,229264,4740732,0.0483604641646058
2019-04-01,02R,126203,2610258,0.0483488605340928
2018-11-01,03N,233163,4823770,0.04833625981338248
2018-07-01,09J,96901,2005207,0.04832468667823322
2018-05-01,08N,108934,2254920,0.04830947439377007
2017-11-01,00L,146790,3039611,0.04829236372680583
2017-03-01,08A,90867,1882963,0.048257453810829
2019-01-01,06N,225715,4677698,0.048253435771184884
2018-04-01,03N,223202,4627357,0.04823531013492151
2017-01-01,00L,134085,2780518,0.04822302894640495
2017-08-01,07N,89194,1850473,0.04820064923941068
2017-05-01,00L,147329,3056647,0.04819954675826159
2017-12-01,08N,106561,2211573,0.048183351849565896
2017-04-01,99D,63161,1311122,0.048173243984922835
2018-01-01,09J,95606,1986265,0.04813355720409915
2019-04-01,02T,92764,1928393,0.0481043023906434
2017-07-01,11M,228816,4757563,0.048095211771236664
2018-08-01,03N,239330,4976961,0.04808757794163949
2018-07-01,02R,125181,2603277,0.04808593169301615
2017-08-01,04D,95277,1981452,0.04808443505065982
2018-01-01,03N,231714,4819441,0.04807901995272896
2017-12-01,09J,96572,2009146,0.048066193298048024
2018-06-01,03N,226891,4722184,0.048047894787666044
2017-11-01,10R,71631,1491540,0.048024860211593384
2018-04-01,09J,91735,1910293,0.04802142917343046
2018-02-01,08N,99729,2078150,0.0479893174217453
2017-12-01,00L,150619,3138789,0.047986341229053625
2019-05-01,15F,314006,6544628,0.04797919759534079
2017-02-01,10R,64680,1348144,0.04797707069867907
2017-09-01,04D,91630,1910582,0.047959208241258426
2018-05-01,00L,145628,3038224,0.047931949717993146
2018-09-01,02T,90615,1891355,0.04791009620087186
2019-06-01,11M,227094,4746523,0.04784428517464258
2019-01-01,02R,127491,2665624,0.04782782567984082
2017-02-01,02T,84448,1765990,0.04781907032316151
2019-03-01,03N,226884,4744927,0.047816120248003816
2018-07-01,03N,230342,4817473,0.04781386423961276
2017-02-01,09J,86926,1818565,0.04779922631305453
2018-08-01,02T,97244,2034810,0.047790211371086244
2018-11-01,11M,233842,4897512,0.04774710097698587
2019-01-01,11M,239225,5012453,0.047726133292421896
2018-05-01,08G,99407,2083135,0.04771990293475939
2017-06-01,10R,71715,1503140,0.04771012680122943
2018-08-01,06N,216762,4544014,0.04770275795805207
2017-06-01,11M,228011,4781146,0.047689612490394565
2017-06-01,03N,228060,4782289,0.04768846048409036
2017-08-01,10R,71526,1500562,0.04766614108580652
2018-06-01,11M,228424,4795955,0.047628470242110275
2018-05-01,02T,95697,2009488,0.04762257848765457
2017-07-01,04D,89929,1888774,0.04761236654041193
2017-11-01,03N,222719,4678158,0.04760826804054074
2019-07-01,11M,221718,4657396,0.04760557186891559
2018-07-01,08N,106967,2247754,0.047588392679981883
2017-09-01,10R,70630,1484458,0.047579655335482716
2019-01-01,09J,97678,2055460,0.04752123612232785
2018-01-01,11M,228837,4816067,0.04751532734075336
2018-03-01,09J,97888,2060136,0.04751530966887623
2018-10-01,08N,111370,2344747,0.047497661794641384
2017-08-01,11M,226849,4777069,0.047487067907120456
2017-04-01,04D,87486,1842646,0.047478463036307574
2018-10-01,11M,239400,5043751,0.04746467460427765
2017-05-01,02T,96600,2035289,0.04746254708790742
2017-07-01,10R,70623,1488263,0.04745330630406051
2019-05-01,02T,100408,2116735,0.04743531901726007
2017-09-01,03N,218505,4609269,0.04740556474356346
2017-07-01,03N,220668,4658079,0.04737317679670096
2019-04-01,11M,226100,4776363,0.047337273151140315
2018-02-01,11M,209538,4427671,0.04732465442893115
2018-04-01,08G,93471,1975117,0.047324285092984364
2017-08-01,02T,91840,1940871,0.04731896143535557
2018-06-01,02T,91791,1943353,0.04723331273319876
2017-02-01,00L,127666,2704866,0.04719864126355982
2017-05-01,04D,92491,1962205,0.04713625742468295
2017-02-01,11M,200557,4255852,0.047124994008250286
2017-08-01,08G,97076,2063415,0.04704628007453663
2017-02-01,04D,80962,1721971,0.047017051971258515
2017-05-01,05Q,88452,1881651,0.047007654448141555
2017-09-01,00L,139839,2975668,0.04699415391770856
2017-12-01,03N,224203,4771286,0.04699005676876213
2018-06-01,08G,94213,2006204,0.046960827513054505
2018-11-01,06N,213157,4539752,0.04695344591510726
2018-01-01,08Y,59241,1261728,0.04695227497527201
2018-09-01,08N,102683,2187628,0.04693805345332936
2018-01-01,08G,97167,2070923,0.04691965852907134
2017-01-01,04D,85519,1823044,0.04691000326925735
2019-07-01,02R,119154,2540343,0.04690468964230421
2018-07-01,11M,225001,4806699,0.04680987929554149
2017-03-01,00L,144368,3084269,0.046807849769264616
2018-09-01,06N,200809,4291813,0.04678885123839273
2017-04-01,00L,132881,2843504,0.04673142714059836
2017-12-01,02T,92162,1973942,0.04668931508625887
2017-05-01,09J,94822,2031267,0.046681209314186664
2019-03-01,02T,92001,1970944,0.046678647389271334
2017-04-01,11M,206934,4433468,0.04667542429538231
2017-11-01,11M,223076,4779906,0.04666953701599989
2017-08-01,03N,221256,4746215,0.04661735719936834
2017-10-01,08G,95886,2057486,0.046603476281248085
2018-03-01,08Y,58023,1245132,0.04659987856709168
2018-05-01,08Y,57106,1226647,0.046554550738721084
2018-03-01,11M,222383,4780574,0.04651805410814685
2017-03-01,02T,94346,2029207,0.046494024513024056
2018-04-01,08N,100877,2170425,0.04647799394127878
2018-02-01,08G,86940,1871064,0.046465540462538965
2017-07-01,00L,138026,2970851,0.046460088371984995
2017-12-01,11M,223475,4810632,0.04645439518134
2017-10-01,08Y,58373,1256600,0.04645312748686933
2017-05-01,11M,224980,4843365,0.04645117599024645
2018-06-01,06N,207018,4461386,0.04640217188111497
2017-04-01,09J,88515,1907711,0.04639853730465464
2017-05-01,10R,69937,1507499,0.04639273392552831
2018-04-01,11M,224350,4837353,0.0463786703182505
2017-03-01,05Q,90020,1941137,0.046374882349880506
2017-01-01,05Q,83377,1800868,0.04629822952043126
2018-08-01,11M,228389,4934082,0.046288043044278554
2017-04-01,03N,201943,4363599,0.046279000430607856
2017-03-01,03N,225239,4868408,0.04626543214948295
2018-07-01,06N,210630,4553224,0.04625952951139676
2017-08-01,09J,91567,1981079,0.04622077160981465
2017-02-01,03N,193823,4193581,0.04621897132784606
2017-03-01,04D,92813,2008251,0.04621583656624595
2017-10-01,08N,99302,2151443,0.04615599855538818
2017-08-01,08Y,55839,1210569,0.046126243113775424
2017-09-01,05Q,88564,1920336,0.04611901250614476
2018-12-01,11M,227633,4937781,0.04610026244582334
2018-03-01,08G,95004,2060903,0.04609823946105178
2017-12-01,08Y,56504,1226121,0.0460835431413376
2017-11-01,08G,97041,2107120,0.046053855499449486
2017-04-01,08G,86345,1875857,0.046029628058002287
2017-11-01,08Y,55888,1215586,0.04597617939002259
2019-05-01,02R,126490,2751444,0.04597222403944983
2019-05-01,11M,235424,5122296,0.045960639525712686
2017-06-01,07N,86023,1873619,0.04591274960384155
2018-09-01,11M,212506,4630515,0.045892519514568034
2018-02-01,06N,188300,4104689,0.04587436465953937
2018-01-01,08N,105343,2301246,0.04577650542358357
2017-06-01,09J,90902,1985986,0.04577172245927212
2018-01-01,10R,69202,1511906,0.04577136409274121
2017-06-01,05Q,86051,1880085,0.045769739134134894
2017-01-01,11M,210511,4603877,0.04572472288030284
2017-06-01,04D,89824,1964892,0.04571447183865576
2018-04-01,06N,200046,4383854,0.045632450350764416
2017-06-01,08G,94199,2065089,0.04561498317990169
2017-07-01,08G,93534,2052273,0.045575807896902604
2017-05-01,08A,83881,1841022,0.045562193173139705
2017-08-01,08N,96712,2123263,0.04554876150528691
2017-01-01,03N,203931,4480568,0.045514541906294025
2018-02-01,08Y,51912,1141302,0.04548489356892391
2017-07-01,05Q,84896,1866521,0.045483549341261094
2017-04-01,05Q,79513,1748380,0.045478099726604056
2017-12-01,08G,93716,2063127,0.045424251633564006
2017-04-01,10R,63840,1405778,0.04541257581211258
2018-03-01,10R,69426,1530908,0.045349557256216574
2018-05-01,11M,217049,4793878,0.04527628779872996
2017-05-01,08G,95088,2102922,0.04521708365788175
2018-12-01,02T,88333,1954237,0.04520076121780521
2018-09-01,10R,65625,1453388,0.04515311809372308
2018-05-01,06N,207459,4595124,0.04514763910614817
2018-03-01,06N,202293,4482013,0.04513440724067511
2017-07-01,08Y,57099,1271435,0.04490909877421968
2018-04-01,10R,64960,1448252,0.04485407235757313
2017-03-01,09J,93016,2075856,0.044808503094626986
2017-09-01,11M,210875,4706364,0.044806351569916816
2019-03-01,11M,220577,4925074,0.044786535187085516
2017-02-01,05Q,74662,1667699,0.04476946979041182
2017-05-01,03N,212597,4753503,0.04472428017821804
2017-10-01,05Q,83594,1870818,0.04468312791516866
2017-03-01,11M,222334,4976463,0.0446771130419336
2018-05-01,10R,67963,1527975,0.04447913087583239
2018-02-01,10R,60725,1368481,0.0443740176151514
2018-06-01,10R,65961,1487451,0.044344990187912076
2017-01-01,08G,88697,2000380,0.04434007538567672
2019-01-01,05T,112805,2544219,0.0443377712374603
2017-09-01,08Y,53781,1213087,0.04433400077653128
2017-01-01,09J,86009,1940871,0.04431464017958947
2017-12-01,06N,198072,4472301,0.04428861116458843
2017-04-01,08A,69440,1570918,0.04420345301282435
2017-06-01,08A,79569,1800119,0.044202077751526424
2017-06-01,08N,96593,2188160,0.04414348128107634
2017-09-01,08G,88109,1997369,0.044112530033258754
2017-04-01,08Y,51128,1160397,0.04406078264593928
2017-05-01,08Y,57414,1304455,0.04401378353411961
2017-03-01,08G,95186,2163048,0.04400549594830998
2019-04-01,07M,113155,2577607,0.043899244531846786
2018-01-01,06N,202048,4610762,0.04382095627577394
2018-10-01,03T,117852,2691845,0.04378112409889871
2017-04-01,08N,84917,1941465,0.04373862006268462
2017-09-01,09J,84756,1938566,0.04372097725844774
2017-08-01,08A,77959,1784334,0.043690811249463384
2019-05-01,07M,122059,2794190,0.043683142520730515
2017-11-01,08N,97636,2235511,0.04367502553107545
2018-07-01,10R,66290,1518419,0.04365725139108507
2017-07-01,08N,96642,2215709,0.04361673847964692
2017-02-01,08G,82992,1904189,0.0435839089502145
2017-08-01,05Q,80444,1847177,0.04354969772793836
2017-07-01,08A,76461,1756320,0.04353477726154687
2017-09-01,08A,75026,1723558,0.043529721657176605
2017-01-01,07N,75880,1744278,0.043502239895246056
2018-10-01,05T,111328,2559208,0.043500958108914946
2018-01-01,05T,106022,2445060,0.04336171709487702
2017-06-01,08Y,54803,1265004,0.04332239265646591
2019-03-01,05T,108556,2507693,0.043289190502984215
2019-01-01,03T,115458,2669262,0.04325465240954241
2017-01-01,01E,61054,1417214,0.043080296977026755
2017-07-01,01E,62132,1442786,0.04306390552722303
2017-11-01,06N,190575,4432745,0.042992547507244384
2018-08-01,10R,64484,1500204,0.04298348757902259
2019-06-01,05T,104580,2433511,0.04297494443213941
2018-10-01,10R,67711,1576640,0.042946392327988636
2018-08-01,05T,108948,2540139,0.042890566224919185
2018-05-01,03T,115647,2697046,0.04287913517233299
2017-07-01,06N,188489,4396519,0.042872326947751165
2018-07-01,05T,103320,2411167,0.0428506196377107
2017-05-01,08N,95403,2230493,0.04277215844210226
2017-09-01,06N,186018,4354067,0.04272281524377094
2018-01-01,05Q,82838,1946001,0.0425683234489602
2018-11-01,10R,66584,1565671,0.04252745308560994
2019-06-01,10R,62307,1465433,0.042517808729570034
2018-04-01,05T,103929,2445236,0.04250264596137142
2017-11-01,08A,75201,1769799,0.04249126595732058
2018-11-01,03T,112441,2654368,0.04236074274554244
2018-06-01,05T,102942,2430446,0.042355189129896324
2017-10-01,06N,190365,4502046,0.04228410815882379
2019-06-01,07M,105063,2487206,0.04224137445792588
2019-03-01,10R,64337,1523994,0.042216045469995286
2019-07-01,03T,110033,2612243,0.04212203841679354
2019-06-01,03T,107170,2546684,0.04208217430980836
2017-09-01,01E,60879,1447594,0.04205530003578351
2019-02-01,03T,103404,2461222,0.04201327633183841
2017-05-01,06N,188804,4495263,0.042000657136189806
2017-06-01,06N,185731,4427393,0.04195042093620331
2018-07-01,03T,108780,2596088,0.04190150719081942
2018-02-01,05T,94577,2259127,0.041864401602920064
2018-12-01,08A,74207,1772675,0.04186159335467584
2019-05-01,03T,116543,2784886,0.041848391639729594
2018-01-01,08A,75614,1809318,0.0417914374366474
2018-10-01,06K,186662,4466647,0.04179018400155642
2018-08-01,03T,112539,2697293,0.04172294222392599
2017-08-01,06N,180768,4333229,0.04171669671739019
2018-09-01,03T,104552,2506703,0.04170896990987764
2019-07-01,07M,120071,2880187,0.041688612579669306
2019-07-01,06K,180705,4336319,0.04167244153393696
2018-09-01,05T,95466,2291537,0.04166024812167554
2017-04-01,01E,58772,1410887,0.04165606458915562
2018-01-01,06K,181839,4366059,0.04164831487618468
2018-12-01,06K,184849,4442698,0.04160737461785609
2018-06-01,03T,109165,2628520,0.04153097560604447
2017-01-01,06N,175147,4218555,0.0415182449914722
2017-09-01,08N,89306,2151378,0.041511068719676414
2017-06-01,01E,61740,1487548,0.04150454304667816
2019-04-01,05T,101710,2454032,0.04144607731276528
2017-10-01,03T,107863,2603713,0.041426608846673964
2018-05-01,05T,102858,2483464,0.04141714959427638
2017-03-01,08Y,53487,1292063,0.041396588246857935
2017-12-01,10R,64008,1546722,0.041383002246040336
2019-02-01,05T,94066,2273133,0.04138165254738724
2019-02-01,10R,57169,1384368,0.04129610045883753
2019-04-01,10R,63133,1530167,0.04125889527090834
2019-01-01,07M,112147,2719476,0.041238459173752594
2019-02-01,07M,100114,2429624,0.041205552793354035
2017-02-01,08N,79394,1927440,0.041191424895197774
2019-05-01,05T,108941,2646013,0.041171755391980314
2018-02-01,03T,97839,2376786,0.04116441278264009
2018-12-01,07M,108010,2624054,0.04116150048741375
2018-11-01,05T,101850,2479165,0.04108238055958357
2017-01-01,08Y,49700,1211349,0.04102863831975756
2018-03-01,08A,72996,1779418,0.041022401706625425
2018-12-01,05T,102984,2510675,0.04101845121331913
2017-11-01,05T,102690,2503545,0.041017836707548695
2019-03-01,07M,109172,2664213,0.04097720414996849
2019-07-01,10Q,195076,4761512,0.04096933915109318
2019-01-01,10R,64911,1584389,0.040969105440646206
2017-06-01,05T,100450,2453656,0.040938909121735076
2017-08-01,03T,105588,2579875,0.040927564319976746
2018-02-01,08A,66556,1626436,0.04092137655585587
2018-05-01,08A,73864,1805237,0.04091651123924449
2017-10-01,08A,72639,1776729,0.04088355624296108
2018-10-01,05Q,79933,1956191,0.04086155186277823
2017-02-01,08Y,46760,1144722,0.04084834571188463
2018-03-01,06K,179704,4401900,0.04082418955451055
2018-08-01,03F,105014,2573263,0.0408096646164811
2017-03-01,01E,61775,1514158,0.040798252229952224
2017-08-01,01E,60494,1483205,0.0407860005865676
2019-07-01,05T,103089,2528542,0.04077013551683144
2018-07-01,06K,176246,4323304,0.04076650635717498
2019-07-01,04Q,52479,1287579,0.040757887477195574
2018-03-01,03F,103838,2549977,0.040721151602543866
2018-11-01,03F,103635,2545029,0.04072055760464812
2018-01-01,03F,100121,2462284,0.04066184079496923
2018-05-01,03F,100709,2476873,0.04065973507725265
2019-04-01,03T,107373,2641715,0.040645186933488286
2019-01-01,05Q,78603,1934856,0.040624728661977944
2018-08-01,06K,180467,4443011,0.04061817537701347
2017-11-01,05Q,77231,1901514,0.04061553057195477
2018-02-01,04Q,46172,1137599,0.040587236803126585
2017-03-01,08N,91938,2268193,0.04053358775024877
2017-12-01,08A,71309,1760085,0.04051452060553894
2018-04-01,05Q,75040,1852293,0.04051194924345122
2018-02-01,06K,159145,3929937,0.04049556010694319
2017-02-01,01E,53732,1327413,0.04047873570621954
2019-03-01,03T,106232,2624894,0.04047096758954838
2018-08-01,05Q,79100,1956528,0.04042875951685843
2018-06-01,06K,176008,4353845,0.04042587643795312
2019-01-01,06K,180474,4464687,0.04042254249849989
2019-04-01,03F,99617,2465328,0.04040719936657516
2017-01-01,05T,92778,2298622,0.040362443237731124
2018-02-01,05Q,68845,1708262,0.040301195015752855
2019-03-01,03F,103271,2564764,0.04026530316239623
2018-02-01,01E,52647,1308115,0.04024646151141146
2019-05-01,06K,184800,4591709,0.04024645290021645
2019-07-01,03F,95536,2373900,0.04024432368676018
2017-05-01,03T,105140,2614014,0.040221666754653954
2018-09-01,07M,99372,2473687,0.040171614274562624
2018-09-01,03F,96397,2401850,0.04013447967191956
2017-12-01,01E,57918,1444861,0.04008551687670994
2019-02-01,06K,161210,4025314,0.04004904958967176
2017-08-01,05T,97027,2423484,0.04003616281353622
2017-04-01,06N,161126,4024808,0.04003321400673026
2018-12-01,10R,60123,1501918,0.04003081393258487
2018-11-01,07M,107814,2693831,0.0400225552382462
2018-08-01,07M,105819,2644754,0.04001090460587261
2018-09-01,06K,162750,4067717,0.04001015803213449
2017-05-01,01E,59409,1484862,0.040009778686504203
2019-06-01,03F,97608,2440110,0.04000147534332468
2019-05-01,03F,103943,2601741,0.039951324901287256
2018-03-01,05Q,78211,1958492,0.039934296387220375
2017-05-01,05T,96180,2408563,0.039932524081786526
2019-04-01,05Q,75124,1885065,0.03985220668783305
2018-11-01,06K,175364,4406342,0.039798091024255494
2018-10-01,01E,60396,1518397,0.03977615867260012
2018-11-01,04Q,50302,1265204,0.03975801530820326
2017-01-01,08N,81690,2055556,0.03974107248841676
2017-10-01,01E,58807,1479955,0.03973566763854306
2019-01-01,10Q,192584,4851974,0.039691886230222996
2019-02-01,10Q,172914,4359796,0.03966103001149595
2017-11-01,03F,99722,2516876,0.03962134010575014
2017-02-01,06N,157661,3981190,0.039601475940610725
2019-07-01,05Q,73213,1848926,0.039597582596599325
2019-03-01,08A,71631,1809123,0.039594322774073404
2017-07-01,03T,101605,2566619,0.039587098825341824
2018-07-01,03F,98966,2502099,0.03955319114071825
2018-12-01,03T,104412,2639952,0.03955071910398371
2018-10-01,10Q,189084,4784593,0.03951934887669651
2018-04-01,03T,101416,2566906,0.0395090431827266
2017-10-01,05T,93457,2368132,0.039464438637711076
2018-07-01,04Q,50323,1276148,0.03943351398113699
2017-10-01,03F,97328,2468429,0.039429126784687754
2019-06-01,08A,68747,1743898,0.039421456988883524
2018-02-01,03F,91413,2319132,0.03941690253077444
2018-09-01,10Q,177261,4499888,0.039392313764253686
2017-08-01,03F,96012,2438687,0.03937036610274299
2018-10-01,03F,101122,2568487,0.039370259611981685
2017-12-01,05T,97958,2488840,0.0393588981212131
2018-06-01,03F,98777,2512727,0.039310677204487394
2017-06-01,06K,171570,4364715,0.039308408452785576
2017-05-01,10Q,178031,4533826,0.03926727668860693
2018-10-01,07M,108724,2769629,0.03925579924242561
2017-03-01,06N,175728,4477663,0.039245472470795593
2018-09-01,05Q,71386,1819616,0.039231354307722066
2018-05-01,06K,172081,4389593,0.039202039915773514
2017-09-01,05T,90258,2303142,0.03918907301416934
2017-09-01,03T,102333,2612220,0.03917472494659715
2018-04-01,06K,163835,4182501,0.03917153875157472
2019-06-01,06K,168378,4302035,0.03913915158756263
2018-10-01,04Q,51247,1310852,0.039094421033038056
2018-04-01,03F,97335,2489743,0.03909439648991884
2017-11-01,03T,102746,2629404,0.03907577534680863
2017-02-01,05T,82726,2119236,0.03903576571934414
2018-12-01,03F,100359,2571278,0.03903078546932692
2017-07-01,04Q,46529,1192133,0.03903004111118474
2019-02-01,03F,90811,2327667,0.03901374208595989
2019-05-01,08A,75166,1926852,0.03900974231544509
2018-06-01,05Q,74305,1906182,0.03898106266872733
2019-02-01,04Q,45402,1165590,0.03895194708259336
2019-02-01,08A,65254,1675532,0.0389452424662734
2018-03-01,03T,105049,2699021,0.0389211495575618
2017-04-01,03F,87990,2262741,0.03888646557427474
2017-08-01,06K,165809,4265828,0.03886912458730169
2018-03-01,05T,95242,2452528,0.038834215144536575
2017-11-01,01E,56728,1460826,0.03883282471697519
2018-08-01,01E,56980,1467582,0.0388257691904098
2017-10-01,06K,165865,4272758,0.03881918891732226
2018-12-01,10Q,185080,4769322,0.03880635444618753
2017-06-01,03T,102088,2630717,0.03880615056655657
2017-12-01,03F,98917,2551775,0.038763997609507106
2018-01-01,01E,59325,1530434,0.038763514140433365
2018-11-01,10Q,183778,4745853,0.03872391327754989
2019-04-01,08A,69286,1789284,0.0387227516705006
2019-01-01,03F,99428,2568961,0.038703584834491454
2018-11-01,08A,70665,1825948,0.038700444919570545
2017-04-01,05T,87171,2255812,0.03864284789689921
2018-09-01,01E,53158,1376489,0.03861854326478453
2018-07-01,07M,104230,2701678,0.03857972711773942
2018-01-01,03T,102718,2664850,0.038545509128093514
2018-04-01,08A,66115,1717404,0.03849705718631143
2019-05-01,10Q,192010,4987912,0.038495065670765646
2017-12-01,05Q,73465,1909402,0.038475397009115946
2018-07-01,10Q,183071,4760822,0.03845365359175369
2018-06-01,10Q,174419,4537427,0.038440067465548206
2017-10-01,04Q,47509,1236116,0.03843409518200557
2019-06-01,10Q,179389,4671166,0.038403473565272565
2019-07-01,10R,58548,1524676,0.038400289635306124
2019-04-01,10Q,180047,4692620,0.03836811844982121
2017-09-01,03F,94164,2456798,0.03832793742098455
2018-05-01,01E,56651,1478157,0.03832542821905927
2017-07-01,03F,93485,2440941,0.03829875445576112
2018-02-01,10Q,161868,4227939,0.038285320578182416
2017-12-01,03T,101920,2662668,0.038277396956736626
2017-10-01,10Q,178003,4656255,0.038228791163714186
2017-07-01,06K,162015,4241600,0.03819667106752169
2017-11-01,06K,164906,4318438,0.038186492430828
2019-02-01,05Q,67781,1781045,0.03805687110656946
2019-02-01,01E,50680,1332073,0.03804596294647516
2017-08-01,10Q,172277,4529832,0.03803165327102639
2017-09-01,04Q,46249,1216330,0.03802339825540766
2018-04-01,04Q,46487,1222905,0.038013582412370545
2018-08-01,08A,68754,1809232,0.03800175986274839
2019-06-01,05Q,71575,1884058,0.03798980710784912
2018-10-01,08A,70196,1847916,0.037986575147355185
2017-05-01,06K,163128,4296031,0.03797179303408192
2017-01-01,06K,152257,4013052,0.03794045031063639
2017-05-01,03F,95074,2507205,0.037920313656043286
2018-11-01,05Q,72926,1923615,0.037910912526675035
2019-04-01,06K,165151,4356628,0.03790798755367684
2017-02-01,03F,83447,2201468,0.03790516146498609
2018-09-01,08A,65023,1716199,0.03788779739412504
2017-12-01,06K,168336,4443741,0.03788159570956093
2017-01-01,10Q,164619,4345738,0.03788056251895535
2018-05-01,05Q,74508,1969025,0.03784004773936339
2017-09-01,06K,158242,4183078,0.03782908183877996
2019-05-01,04Q,51261,1355073,0.03782895829228389
2017-05-01,04Q,47054,1244761,0.03780163420929801
2019-07-01,08A,71988,1908119,0.03772720674129863
2018-06-01,07M,98161,2601864,0.03772718328090938
2018-12-01,01E,57337,1520073,0.0377198989785359
2018-09-01,04Q,45220,1199091,0.037711900097657305
2019-06-01,08W,68152,1807506,0.03770499240389797
2018-06-01,08A,66955,1776936,0.03768002899372853
2019-01-01,08A,71596,1904498,0.037593108525186165
2018-07-01,01E,56728,1509364,0.037584042020347645
2017-04-01,03T,91833,2450265,0.03747880331311103
2017-07-01,05T,88466,2361201,0.037466526568470875
2018-04-01,10Q,173621,4637143,0.037441372845305826
2018-12-01,05Q,74641,1995467,0.037405279065000824
2017-02-01,01W,79023,2113639,0.03738717917298082
2017-02-01,10Q,148554,3974347,0.03737821584275354
2017-03-01,03T,99617,2665740,0.03736936085289638
2017-02-01,03T,88067,2356741,0.03736812827544478
2017-12-01,10Q,172207,4609831,0.03735646708089733
2018-05-01,04Q,47887,1282616,0.037335414496622525
2017-02-01,06K,141351,3787876,0.03731669146508492
2018-04-01,07M,96187,2577790,0.03731374549517222
2019-05-01,10R,58415,1567730,0.037260880381188084
2019-01-01,01E,55832,1500509,0.03720870717869736
2018-08-01,10Q,176204,4739904,0.037174592565587826
2018-07-01,08A,66423,1787707,0.03715541752647386
2019-03-01,10Q,179067,4825935,0.03710514128350258
2019-03-01,01E,56504,1522947,0.03710175075035441
2019-03-01,06K,161658,4359047,0.03708562903772315
2017-01-01,03T,93030,2512749,0.03702319650709243
2017-01-01,03F,89768,2425200,0.03701467920171532
2018-11-01,01E,53991,1458706,0.03701294160715045
2019-04-01,04Q,46137,1246616,0.03700979291136966
2017-04-01,01W,79373,2147493,0.03696077239832679
2018-07-01,05Q,70238,1902212,0.036924380668400786
2018-06-01,04Q,46431,1258215,0.03690227822748894
2017-04-01,10Q,153167,4154070,0.03687155007017214
2017-06-01,03F,95011,2576932,0.036869812629902535
2017-07-01,10Q,167202,4538196,0.03684327428784477
2018-03-01,10Q,171122,4647941,0.0368167323982813
2017-01-01,01W,83986,2281786,0.03680713265836498
2017-09-01,10Q,163051,4432190,0.036787908460602994
2018-05-01,10Q,174132,4737332,0.036757398468167314
2017-11-01,04Q,45647,1242244,0.03674559909325382
2017-03-01,05T,90783,2475771,0.03666857718262311
2018-04-01,01E,52381,1430585,0.03661509102919435
2018-02-01,07M,88935,2429724,0.03660292280110827
2019-03-01,05Q,69328,1894908,0.03658647279973487
2017-05-01,01W,87675,2398399,0.036555635655285044
2018-01-01,10Q,171703,4698615,0.036543321808660635
2017-03-01,10Q,174020,4763449,0.03653235292327051
2017-01-01,04Q,42609,1166727,0.03652011138852534
2017-03-01,04Q,46599,1279589,0.03641716207313442
2018-03-01,01E,53872,1479472,0.036412990580423285
2019-01-01,04Q,46711,1282951,0.03640902887171841
2018-05-01,07M,97377,2676615,0.0363806524285338
2017-11-01,10Q,169477,4666257,0.03631968834978442
2017-03-01,06K,160321,4418161,0.036286817071627765
2018-01-01,07M,97160,2680912,0.03624139844948286
2017-06-01,10Q,165389,4570648,0.036185022342564994
2018-03-01,04Q,45248,1251880,0.03614403936479535
2019-07-01,01E,53172,1474265,0.03606678582208762
2017-12-01,04Q,46116,1280576,0.03601191963616373
2019-06-01,04Q,44184,1230053,0.03592040342977091
2017-04-01,06K,144669,4028377,0.03591247790363216
2018-06-01,01E,49805,1391320,0.03579694103441336
2017-03-01,03F,93436,2610372,0.03579413202409465
2018-01-01,03H,57498,1607846,0.035760887547688025
2018-12-01,08W,64904,1815208,0.03575568199346852
2018-03-01,07M,95795,2679298,0.0357537683378258
2017-03-01,01W,88011,2464717,0.03570835921527705
2019-02-01,08W,61005,1710365,0.03566782528875415
2018-08-01,04Q,46473,1303212,0.035660353035423246
2017-06-01,01W,87479,2458649,0.035580109238854345
2017-07-01,01W,84364,2378203,0.0354738430655415
2018-12-01,04Q,45899,1295586,0.035427212087812
2019-04-01,01E,51555,1456643,0.035393023547979845
2019-05-01,01E,55083,1556987,0.03537794470987876
2017-06-01,04Q,44527,1260871,0.0353144770559399
2017-08-01,04Q,45283,1283002,0.03529456696092446
2019-03-01,04Q,44625,1265619,0.03525942641505856
2017-01-01,03H,50190,1423526,0.035257522518029175
2019-05-01,08E,77063,2187296,0.03523208564364402
2017-10-01,03H,55153,1568842,0.035155229143533896
2019-04-01,03H,56000,1593375,0.03514552443712246
2019-01-01,03H,57428,1636618,0.03508943443124785
