pct,month,drug,gaba_ddd
06P,2017-10-01,gabapentin,29717.333333333332
10X,2017-10-01,gabapentin,53945.833333333336
03W,2017-10-01,gabapentin,44185.38888888889
04L,2017-10-01,gabapentin,28847.0
10R,2017-10-01,gabapentin,36224.055555555555
03A,2017-10-01,gabapentin,38524.555555555555
04E,2017-10-01,gabapentin,51156.88888888889
08G,2017-10-01,gabapentin,19810.777777777777
02P,2017-10-01,gabapentin,66866.61111111111
05J,2017-10-01,gabapentin,26766.38888888889
08K,2017-10-01,gabapentin,27649.555555555555
03H,2017-10-01,gabapentin,34292.27777777778
06V,2017-10-01,gabapentin,40734.61111111111
12F,2017-10-01,gabapentin,87790.33333333333
99C,2017-10-01,gabapentin,63247.27777777778
10Q,2017-10-01,gabapentin,101867.44444444444
05F,2017-10-01,gabapentin,28957.277777777777
03V,2017-10-01,gabapentin,20374.222222222223
03D,2017-10-01,gabapentin,29612.666666666668
09L,2017-10-01,gabapentin,13972.5
02Y,2017-10-01,gabapentin,56218.166666666664
99F,2017-10-01,gabapentin,23361.38888888889
07Q,2017-10-01,gabapentin,34144.5
10K,2017-10-01,gabapentin,33767.77777777778
01X,2017-10-01,gabapentin,60356.944444444445
07R,2017-10-01,gabapentin,25973.277777777777
03J,2017-10-01,gabapentin,25665.944444444445
15M,2017-10-01,gabapentin,254875.33333333334
03M,2017-10-01,gabapentin,27283.38888888889
09H,2017-10-01,gabapentin,11106.666666666666
05H,2017-10-01,gabapentin,35825.11111111111
12D,2017-10-01,gabapentin,40648.11111111111
05A,2017-10-01,pregabalin,69937.06666666667
99C,2017-10-01,pregabalin,61014.65
99D,2017-10-01,pregabalin,38212.566666666666
01T,2017-10-01,pregabalin,52845.566666666666
99K,2017-10-01,pregabalin,36197.3
08A,2017-10-01,pregabalin,37252.23333333333
00R,2017-10-01,pregabalin,34599.816666666666
09G,2017-10-01,pregabalin,88916.83333333333
07K,2017-10-01,pregabalin,63860.933333333334
04C,2017-10-01,pregabalin,54686.0
07T,2017-10-01,pregabalin,38649.916666666664
07Y,2017-10-01,pregabalin,39012.3
15F,2017-10-01,pregabalin,160748.68333333332
02Y,2017-10-01,pregabalin,59767.01666666667
99A,2017-10-01,pregabalin,182054.46666666667
04H,2017-10-01,pregabalin,31859.816666666666
07J,2017-10-01,pregabalin,62712.183333333334
09H,2017-10-01,pregabalin,21400.5
10A,2017-10-01,pregabalin,53243.6
00C,2017-10-01,pregabalin,34197.25
03T,2017-10-01,pregabalin,104527.35
09F,2017-10-01,pregabalin,31840.15
08P,2017-10-01,pregabalin,22241.7
15E,2017-10-01,pregabalin,239559.76666666666
08C,2017-10-01,pregabalin,33836.95
06W,2017-10-01,pregabalin,68148.41666666667
02H,2017-10-01,pregabalin,122826.03333333334
05V,2017-10-01,pregabalin,29861.416666666668
08D,2017-10-01,pregabalin,19364.183333333334
07H,2017-10-01,pregabalin,45729.316666666666
00Q,2017-10-01,pregabalin,35001.333333333336
04V,2017-10-01,pregabalin,76398.73333333334
00P,2017-10-01,pregabalin,84573.08333333333
03D,2017-10-01,pregabalin,34958.566666666666
02D,2017-10-01,pregabalin,27942.916666666668
99E,2017-10-01,pregabalin,62266.666666666664
09N,2017-10-01,pregabalin,33692.416666666664
05L,2017-10-01,pregabalin,93714.63333333333
09Y,2017-10-01,pregabalin,61287.65
05D,2017-10-01,pregabalin,22776.733333333334
15C,2017-10-01,pregabalin,183695.26666666666
09X,2017-10-01,pregabalin,45784.6
03Q,2017-10-01,pregabalin,75064.58333333333
99G,2017-10-01,pregabalin,47136.683333333334
08M,2017-10-01,gabapentin,19416.777777777777
10C,2017-10-01,gabapentin,8289.722222222223
00Q,2017-10-01,gabapentin,46683.555555555555
04N,2017-10-01,gabapentin,17207.444444444445
01J,2017-10-01,gabapentin,55113.055555555555
06Y,2017-10-01,gabapentin,52853.5
07X,2017-10-01,gabapentin,34897.88888888889
07V,2017-10-01,gabapentin,38610.38888888889
15A,2017-10-01,gabapentin,54692.0
02Q,2017-10-01,gabapentin,30744.61111111111
03K,2017-10-01,gabapentin,32821.444444444445
01F,2017-10-01,gabapentin,41635.555555555555
08L,2017-10-01,gabapentin,41104.944444444445
99A,2017-10-01,gabapentin,149231.16666666666
09C,2017-10-01,gabapentin,21014.944444444445
06T,2017-10-01,gabapentin,64673.22222222222
00L,2017-10-01,gabapentin,113247.0
15C,2017-10-01,gabapentin,125990.33333333333
02A,2017-10-01,gabapentin,43981.77777777778
05L,2017-10-01,gabapentin,108215.16666666667
07W,2017-10-01,gabapentin,24803.583333333332
00M,2017-10-01,gabapentin,88982.36111111111
99J,2017-10-01,gabapentin,64356.5
05D,2017-10-01,gabapentin,21784.61111111111
03E,2017-10-01,gabapentin,20899.833333333332
08Q,2017-10-01,gabapentin,30632.5
04H,2017-10-01,gabapentin,27226.777777777777
06D,2017-10-01,gabapentin,23640.166666666668
02W,2017-10-01,gabapentin,19587.277777777777
02N,2017-10-01,gabapentin,26925.944444444445
05R,2017-10-01,gabapentin,30932.055555555555
04D,2017-10-01,gabapentin,36849.0
01V,2017-10-01,gabapentin,31005.222222222223
07H,2017-10-01,gabapentin,28297.777777777777
00X,2017-10-01,gabapentin,30564.38888888889
01T,2017-10-01,gabapentin,45992.5
02X,2017-10-01,gabapentin,85035.11111111111
06W,2017-10-01,gabapentin,45261.11111111111
06L,2017-10-01,gabapentin,82204.22222222222
08F,2017-10-01,gabapentin,24687.833333333332
09G,2017-10-01,gabapentin,77815.72222222222
08Y,2017-10-01,gabapentin,14747.055555555555
00C,2017-10-01,gabapentin,26716.055555555555
00Y,2017-10-01,gabapentin,74561.88888888889
02F,2017-10-01,gabapentin,52200.666666666664
06Q,2017-10-01,gabapentin,44323.11111111111
03L,2017-10-01,gabapentin,57500.72222222222
05W,2017-10-01,gabapentin,67574.16666666667
09Y,2017-10-01,gabapentin,32977.22222222222
03R,2017-10-01,gabapentin,85702.38888888889
10D,2017-10-01,gabapentin,26293.38888888889
01Y,2017-10-01,gabapentin,82122.55555555556
07Q,2017-10-01,pregabalin,54460.166666666664
14Y,2017-10-01,pregabalin,22764.683333333334
07R,2017-10-01,pregabalin,19320.416666666668
04Y,2017-10-01,pregabalin,33975.86666666667
05R,2017-10-01,pregabalin,32412.716666666667
08V,2017-10-01,pregabalin,41074.71666666667
01C,2017-10-01,pregabalin,40634.23333333333
06P,2017-10-01,pregabalin,25035.433333333334
08R,2017-10-01,pregabalin,19667.283333333333
15D,2017-10-01,pregabalin,40399.6
01W,2017-10-01,pregabalin,70309.11666666667
04N,2017-10-01,pregabalin,18871.2
99H,2017-10-01,pregabalin,42727.35
08Q,2017-10-01,pregabalin,37253.48333333333
00D,2017-10-01,pregabalin,100864.2
03J,2017-10-01,pregabalin,39663.51666666667
09D,2017-10-01,pregabalin,70680.43333333333
10K,2017-10-01,pregabalin,42552.8
03F,2017-10-01,pregabalin,58689.316666666666
09J,2017-10-01,pregabalin,50524.066666666666
08Y,2017-10-01,pregabalin,33272.083333333336
02X,2017-10-01,pregabalin,90985.06666666667
08K,2017-10-01,pregabalin,40437.61666666667
02W,2017-10-01,pregabalin,14630.366666666667
02E,2017-10-01,pregabalin,60717.333333333336
09C,2017-10-01,pregabalin,26440.033333333333
07M,2017-10-01,pregabalin,41692.95
11N,2017-10-01,pregabalin,158931.4
05J,2017-10-01,pregabalin,26320.616666666665
07P,2017-10-01,pregabalin,40907.0
11J,2017-10-01,pregabalin,111758.93333333333
08T,2017-10-01,pregabalin,23498.5
05F,2017-10-01,pregabalin,25086.25
99N,2017-10-01,pregabalin,97802.4
01F,2017-10-01,pregabalin,53483.65
03H,2017-10-01,pregabalin,26811.183333333334
01A,2017-10-01,pregabalin,82530.58333333333
02T,2017-10-01,pregabalin,45848.5
04Q,2017-10-01,pregabalin,41505.2
00M,2017-10-01,pregabalin,128835.35
02N,2017-10-01,pregabalin,27425.666666666668
06N,2017-10-01,pregabalin,63286.433333333334
08W,2017-10-01,pregabalin,39415.95
06F,2017-10-01,pregabalin,49188.76666666667
12F,2017-10-01,pregabalin,83843.33333333333
06T,2017-10-01,pregabalin,119653.56666666667
00L,2017-10-01,pregabalin,80934.71666666666
06D,2017-10-01,pregabalin,15564.016666666666
10R,2017-10-01,pregabalin,40754.816666666666
02A,2017-10-01,pregabalin,63328.96666666667
04L,2017-10-01,pregabalin,29252.933333333334
10C,2017-10-01,pregabalin,14431.0
01E,2017-10-01,pregabalin,57176.35
07W,2017-10-01,pregabalin,59638.36666666667
05W,2017-10-01,pregabalin,61274.3
04E,2017-10-01,pregabalin,44476.166666666664
01X,2017-10-01,pregabalin,80655.93333333333
05Q,2017-10-01,pregabalin,60806.38333333333
04M,2017-10-01,pregabalin,22855.533333333333
99J,2017-10-01,pregabalin,88564.85
07V,2017-10-01,pregabalin,52023.683333333334
05N,2017-10-01,pregabalin,61532.73333333333
11M,2017-10-01,pregabalin,125829.9
05T,2017-10-01,pregabalin,52452.98333333333
01G,2017-10-01,pregabalin,64913.85
09A,2017-10-01,pregabalin,28980.233333333334
07L,2017-10-01,pregabalin,38240.4
08X,2017-10-01,pregabalin,38792.05
06Q,2017-10-01,pregabalin,100948.7
05H,2017-10-01,pregabalin,34859.4
01R,2017-10-01,pregabalin,36841.083333333336
04G,2017-10-01,pregabalin,104221.96666666666
05X,2017-10-01,pregabalin,47383.71666666667
02R,2017-10-01,pregabalin,57053.38333333333
10E,2017-10-01,pregabalin,49093.333333333336
99F,2017-10-01,pregabalin,45043.76666666667
03E,2017-10-01,pregabalin,31667.95
08E,2017-10-01,pregabalin,29163.9
02Q,2017-10-01,pregabalin,38801.75
12D,2017-10-01,pregabalin,53052.73333333333
09P,2017-10-01,pregabalin,34988.7
00K,2017-10-01,pregabalin,90679.7
08N,2017-10-01,pregabalin,44738.316666666666
08G,2017-10-01,pregabalin,47514.65
09E,2017-10-01,pregabalin,60606.01666666667
05Y,2017-10-01,pregabalin,89250.83333333333
08M,2017-10-01,pregabalin,53179.28333333333
11X,2017-10-01,pregabalin,104475.63333333333
15M,2017-10-01,pregabalin,176607.31666666668
05G,2017-10-01,pregabalin,46262.45
03K,2017-10-01,pregabalin,47935.53333333333
01V,2017-10-01,pregabalin,35316.833333333336
02M,2017-10-01,pregabalin,42808.683333333334
09L,2017-10-01,pregabalin,25660.133333333335
01J,2017-10-01,pregabalin,73219.2
03W,2017-10-01,pregabalin,53371.583333333336
06L,2017-10-01,pregabalin,82809.0
03L,2017-10-01,pregabalin,64888.55
08T,2017-10-01,gabapentin,11726.666666666666
10A,2017-10-01,gabapentin,41317.61111111111
07N,2017-10-01,pregabalin,42070.48333333333
03N,2017-10-01,pregabalin,128824.15
00V,2017-10-01,pregabalin,50107.86666666667
08J,2017-10-01,pregabalin,25045.433333333334
10Q,2017-10-01,pregabalin,85065.4
00T,2017-10-01,pregabalin,86343.7
10X,2017-10-01,pregabalin,60710.65
09W,2017-10-01,pregabalin,71855.58333333333
08F,2017-10-01,pregabalin,48465.35
04K,2017-10-01,pregabalin,58997.76666666667
10J,2017-10-01,pregabalin,40155.23333333333
03A,2017-10-01,pregabalin,51893.98333333333
06Y,2017-10-01,pregabalin,52925.816666666666
06V,2017-10-01,pregabalin,48419.36666666667
11A,2017-10-01,pregabalin,106671.16666666667
10V,2017-10-01,pregabalin,44877.1
08H,2017-10-01,pregabalin,25424.733333333334
01K,2017-10-01,pregabalin,66090.25
10L,2017-10-01,pregabalin,45162.46666666667
03R,2017-10-01,pregabalin,105134.38333333333
04F,2017-10-01,pregabalin,41962.76666666667
99M,2017-10-01,pregabalin,43043.9
01D,2017-10-01,pregabalin,74666.08333333333
00N,2017-10-01,pregabalin,47430.416666666664
01Y,2017-10-01,pregabalin,56674.96666666667
00J,2017-10-01,pregabalin,71796.88333333333
02P,2017-10-01,pregabalin,83814.36666666667
00Y,2017-10-01,pregabalin,83050.6
15A,2017-10-01,pregabalin,85916.88333333333
06A,2017-10-01,pregabalin,60741.1
07G,2017-10-01,pregabalin,30199.45
06K,2017-10-01,pregabalin,75082.16666666667
01H,2017-10-01,pregabalin,60843.933333333334
05C,2017-10-01,pregabalin,49416.28333333333
04D,2017-10-01,pregabalin,87310.46666666666
02F,2017-10-01,pregabalin,51714.5
11E,2017-10-01,pregabalin,24967.116666666665
03M,2017-10-01,pregabalin,29092.716666666667
13T,2017-10-01,pregabalin,169707.88333333333
10D,2017-10-01,pregabalin,30996.283333333333
08L,2017-10-01,pregabalin,46200.15
15N,2017-10-01,pregabalin,331280.2833333333
14L,2017-10-01,pregabalin,170549.21666666667
06M,2017-10-01,pregabalin,59031.61666666667
03V,2017-10-01,pregabalin,12146.833333333334
06H,2017-10-01,pregabalin,136675.01666666666
02G,2017-10-01,pregabalin,30733.25
00X,2017-10-01,pregabalin,43477.816666666666
07X,2017-10-01,pregabalin,26161.816666666666
10X,2013-11-01,gabapentin,34981.333333333336
10K,2013-11-01,gabapentin,21370.444444444445
02A,2013-11-01,gabapentin,29555.666666666668
01K,2013-11-01,gabapentin,45134.88888888889
99G,2013-11-01,gabapentin,10853.111111111111
07W,2013-11-01,gabapentin,16573.5
08M,2013-11-01,gabapentin,10155.111111111111
02H,2013-11-01,gabapentin,57900.944444444445
00R,2013-11-01,gabapentin,36320.944444444445
12D,2013-11-01,gabapentin,27302.777777777777
02E,2013-11-01,gabapentin,23482.722222222223
10L,2013-11-01,gabapentin,17815.833333333332
05A,2013-11-01,gabapentin,43024.27777777778
08A,2013-11-01,gabapentin,23601.277777777777
08V,2013-11-01,gabapentin,14913.944444444445
99F,2013-11-01,gabapentin,9922.055555555555
02G,2013-11-01,gabapentin,17318.944444444445
99E,2013-11-01,gabapentin,17415.555555555555
09A,2013-11-01,gabapentin,9512.777777777777
05T,2013-11-01,gabapentin,33568.11111111111
09P,2013-11-01,gabapentin,18243.944444444445
00P,2013-11-01,gabapentin,53094.055555555555
05V,2013-11-01,gabapentin,14053.888888888889
08K,2013-11-01,gabapentin,19790.777777777777
05Y,2013-11-01,gabapentin,29894.88888888889
11J,2013-11-01,gabapentin,72051.22222222222
04V,2013-11-01,gabapentin,38766.22222222222
00M,2013-11-01,gabapentin,59486.38888888889
07N,2013-11-01,gabapentin,19247.555555555555
08Q,2013-11-01,gabapentin,19413.38888888889
04Q,2013-11-01,gabapentin,13266.277777777777
06H,2013-11-01,gabapentin,108038.94444444444
06Q,2013-11-01,gabapentin,25256.0
02X,2013-11-01,gabapentin,51544.22222222222
99A,2013-11-01,gabapentin,91633.27777777778
14Y,2013-11-01,gabapentin,39851.666666666664
03H,2013-11-01,gabapentin,22413.722222222223
05G,2013-11-01,gabapentin,25345.0
03R,2013-11-01,gabapentin,50759.0
05C,2013-11-01,gabapentin,33867.555555555555
02W,2013-11-01,gabapentin,11725.888888888889
07V,2013-11-01,gabapentin,26183.166666666668
06A,2013-11-01,gabapentin,16047.333333333334
01V,2013-11-01,gabapentin,18797.0
10A,2013-11-01,gabapentin,25088.61111111111
00Q,2013-11-01,gabapentin,29083.277777777777
03T,2013-11-01,gabapentin,46927.166666666664
04H,2013-11-01,gabapentin,19427.88888888889
99K,2013-11-01,gabapentin,16459.222222222223
01T,2013-11-01,gabapentin,29418.38888888889
05H,2013-11-01,gabapentin,25345.555555555555
03W,2013-11-01,gabapentin,31787.777777777777
09E,2013-11-01,gabapentin,24967.833333333332
07X,2013-11-01,gabapentin,22790.0
11X,2013-11-01,gabapentin,69698.72222222222
00D,2013-11-01,gabapentin,67149.16666666667
05L,2013-11-01,gabapentin,83900.61111111111
11M,2013-11-01,gabapentin,67275.16666666667
07Q,2013-11-01,gabapentin,23070.38888888889
10E,2013-11-01,gabapentin,23259.722222222223
08N,2013-11-01,gabapentin,8424.944444444445
00L,2013-11-01,gabapentin,74429.44444444444
07T,2013-11-01,gabapentin,12872.444444444445
02P,2013-11-01,gabapentin,37627.833333333336
06P,2013-11-01,gabapentin,17727.38888888889
07R,2013-11-01,gabapentin,17226.166666666668
08T,2013-11-01,gabapentin,7382.666666666667
10Q,2013-11-01,gabapentin,71457.38888888889
02D,2013-11-01,gabapentin,16418.833333333332
11A,2013-11-01,gabapentin,56073.61111111111
01G,2013-11-01,gabapentin,59353.333333333336
06W,2013-11-01,gabapentin,29544.944444444445
12F,2013-11-01,gabapentin,41681.61111111111
07G,2013-11-01,gabapentin,11052.555555555555
10R,2013-11-01,gabapentin,21543.055555555555
08G,2013-11-01,gabapentin,12081.722222222223
08F,2013-11-01,gabapentin,16426.333333333332
07J,2013-11-01,gabapentin,26236.777777777777
05R,2013-11-01,gabapentin,20208.88888888889
03M,2013-11-01,gabapentin,15743.611111111111
07P,2013-11-01,gabapentin,15961.888888888889
06M,2013-11-01,gabapentin,53809.833333333336
01A,2013-11-01,gabapentin,61047.0
02Y,2013-11-01,gabapentin,41556.5
09G,2013-11-01,gabapentin,46602.61111111111
04K,2013-11-01,gabapentin,37956.61111111111
07K,2013-11-01,gabapentin,28596.277777777777
06T,2013-11-01,gabapentin,42083.27777777778
06N,2013-11-01,gabapentin,47843.055555555555
09C,2013-11-01,gabapentin,14824.944444444445
15A,2013-11-01,gabapentin,35249.61111111111
02M,2013-11-01,gabapentin,31416.88888888889
00N,2013-11-01,gabapentin,26605.555555555555
08Y,2013-11-01,gabapentin,9749.888888888889
06F,2013-11-01,gabapentin,46014.72222222222
07M,2013-11-01,gabapentin,21303.333333333332
09X,2013-11-01,gabapentin,18306.944444444445
01C,2013-11-01,gabapentin,26766.0
15M,2013-11-01,gabapentin,169981.77777777778
02N,2013-11-01,gabapentin,18623.722222222223
05X,2013-11-01,gabapentin,21902.055555555555
03E,2013-11-01,gabapentin,15688.111111111111
09D,2013-11-01,gabapentin,34936.055555555555
01X,2013-11-01,gabapentin,41076.88888888889
06L,2013-11-01,gabapentin,45916.88888888889
10C,2013-11-01,gabapentin,4890.777777777777
15F,2013-11-01,gabapentin,71818.5
02T,2013-11-01,gabapentin,24849.444444444445
10D,2013-11-01,gabapentin,13581.777777777777
00J,2013-11-01,gabapentin,58801.61111111111
01W,2013-11-01,gabapentin,49950.72222222222
08P,2013-11-01,gabapentin,9448.666666666666
06Y,2013-11-01,gabapentin,33103.0
08X,2013-11-01,gabapentin,15815.888888888889
00C,2013-11-01,gabapentin,17226.333333333332
09F,2013-11-01,gabapentin,26434.88888888889
03K,2013-11-01,gabapentin,20308.055555555555
04L,2013-11-01,gabapentin,18197.777777777777
99D,2013-11-01,gabapentin,20489.722222222223
00V,2013-11-01,gabapentin,30421.277777777777
09N,2013-11-01,gabapentin,13147.277777777777
10V,2013-11-01,gabapentin,26222.555555555555
03N,2013-11-01,gabapentin,73547.55555555556
08H,2013-11-01,gabapentin,24023.61111111111
01J,2013-11-01,gabapentin,33886.555555555555
15N,2013-11-01,gabapentin,157600.44444444444
04M,2013-11-01,gabapentin,15238.222222222223
09L,2013-11-01,gabapentin,11128.222222222223
01F,2013-11-01,gabapentin,26655.833333333332
02R,2013-11-01,gabapentin,40254.5
03F,2013-11-01,gabapentin,39140.166666666664
07H,2013-11-01,gabapentin,18935.5
99C,2013-11-01,gabapentin,46907.22222222222
11N,2013-11-01,gabapentin,91254.27777777778
04C,2013-11-01,gabapentin,31335.722222222223
04E,2013-11-01,gabapentin,31589.777777777777
01H,2013-11-01,gabapentin,41068.333333333336
08E,2013-11-01,gabapentin,11345.277777777777
15C,2013-11-01,gabapentin,95417.27777777778
03L,2013-11-01,gabapentin,35816.333333333336
08L,2013-11-01,gabapentin,25277.0
07L,2013-11-01,gabapentin,7945.722222222223
99N,2013-11-01,gabapentin,55806.38888888889
05W,2013-11-01,gabapentin,38430.72222222222
99H,2013-11-01,gabapentin,16136.888888888889
01D,2013-11-01,gabapentin,33626.38888888889
04E,2013-11-01,pregabalin,19668.916666666668
06L,2013-11-01,pregabalin,49173.083333333336
12F,2013-11-01,pregabalin,52199.95
06Q,2013-11-01,pregabalin,74203.6
10J,2013-11-01,pregabalin,21323.416666666668
05Y,2013-11-01,pregabalin,51724.583333333336
06K,2013-11-01,pregabalin,37360.86666666667
15E,2013-11-01,pregabalin,135849.21666666667
09J,2013-11-01,pregabalin,35376.75
15M,2013-11-01,pregabalin,94933.95
99J,2013-11-01,pregabalin,54912.75
99G,2013-11-01,pregabalin,27197.7
09D,2013-11-01,pregabalin,40509.78333333333
10Q,2013-11-01,pregabalin,37606.03333333333
02Q,2013-11-01,pregabalin,19871.916666666668
03D,2013-11-01,pregabalin,21897.733333333334
06T,2013-11-01,pregabalin,72087.9
01F,2013-11-01,pregabalin,34036.416666666664
05V,2013-11-01,pregabalin,18679.333333333332
10D,2013-11-01,pregabalin,21741.0
03L,2013-11-01,pregabalin,38899.1
04K,2013-11-01,pregabalin,39246.48333333333
06D,2013-11-01,pregabalin,8255.333333333334
00Q,2013-11-01,pregabalin,17790.416666666668
00T,2013-11-01,pregabalin,55325.833333333336
01G,2013-11-01,pregabalin,30183.316666666666
01X,2013-11-01,pregabalin,56364.583333333336
08F,2013-11-01,pregabalin,25936.333333333332
09L,2013-11-01,pregabalin,11755.616666666667
05W,2013-11-01,pregabalin,35219.083333333336
00Y,2013-11-01,pregabalin,44568.166666666664
06F,2013-11-01,pregabalin,30291.916666666668
08Q,2013-11-01,pregabalin,26314.5
15C,2013-11-01,pregabalin,97682.35
10L,2013-11-01,pregabalin,23133.966666666667
08X,2013-11-01,pregabalin,20415.916666666668
03W,2013-11-01,pregabalin,30139.933333333334
03N,2013-11-01,pregabalin,87821.93333333333
09P,2013-11-01,pregabalin,32318.333333333332
03M,2013-11-01,pregabalin,17524.616666666665
15F,2013-11-01,pregabalin,103379.88333333333
02H,2013-11-01,pregabalin,78329.46666666666
10R,2013-11-01,pregabalin,17522.916666666668
06H,2013-11-01,pregabalin,63955.7
06P,2013-11-01,pregabalin,14650.5
99M,2013-11-01,pregabalin,22401.866666666665
05X,2013-11-01,pregabalin,32694.75
02P,2013-11-01,pregabalin,39905.86666666667
02Y,2013-11-01,pregabalin,41692.61666666667
99N,2013-11-01,pregabalin,53450.2
04V,2013-11-01,pregabalin,37425.36666666667
06W,2013-11-01,pregabalin,40149.2
07Q,2013-11-01,pregabalin,32071.5
11N,2013-11-01,pregabalin,83622.4
05D,2013-11-01,pregabalin,14764.783333333333
06K,2013-11-01,gabapentin,54042.333333333336
05J,2013-11-01,gabapentin,20135.555555555555
10J,2013-11-01,gabapentin,18434.0
00X,2013-11-01,gabapentin,17112.88888888889
05F,2013-11-01,gabapentin,21400.444444444445
07Y,2013-11-01,gabapentin,11363.833333333334
05N,2013-11-01,gabapentin,28635.5
09H,2013-11-01,gabapentin,7751.666666666667
00Y,2013-11-01,gabapentin,41433.11111111111
99J,2013-11-01,gabapentin,37429.0
03A,2013-11-01,gabapentin,26163.777777777777
15E,2013-11-01,gabapentin,130491.05555555556
05D,2013-11-01,gabapentin,13986.888888888889
04N,2013-11-01,gabapentin,12202.722222222223
04D,2013-11-01,gabapentin,24635.38888888889
04G,2013-11-01,gabapentin,90449.77777777778
06V,2013-11-01,gabapentin,26099.944444444445
08R,2013-11-01,gabapentin,9786.333333333334
01R,2013-11-01,gabapentin,27107.5
08C,2013-11-01,gabapentin,6831.555555555556
15D,2013-11-01,gabapentin,28922.666666666668
08J,2013-11-01,gabapentin,9151.111111111111
08W,2013-11-01,gabapentin,10289.111111111111
04Y,2013-11-01,gabapentin,13044.388888888889
02F,2013-11-01,gabapentin,28028.055555555555
09Y,2013-11-01,gabapentin,22067.5
09J,2013-11-01,gabapentin,21013.555555555555
00T,2013-11-01,gabapentin,42908.5
01Y,2013-11-01,gabapentin,56496.72222222222
03Q,2013-11-01,gabapentin,43142.88888888889
06D,2013-11-01,gabapentin,16972.722222222223
99M,2013-11-01,gabapentin,14294.944444444445
14L,2013-11-01,gabapentin,72733.44444444444
03J,2013-11-01,gabapentin,16692.722222222223
00K,2013-11-01,gabapentin,59784.88888888889
04F,2013-11-01,gabapentin,24479.944444444445
03D,2013-11-01,gabapentin,19752.61111111111
11E,2013-11-01,gabapentin,20177.88888888889
09W,2013-11-01,gabapentin,28640.61111111111
03V,2013-11-01,gabapentin,11515.5
08D,2013-11-01,gabapentin,17203.722222222223
00V,2013-11-01,pregabalin,31840.483333333334
05H,2013-11-01,pregabalin,17881.0
06A,2013-11-01,pregabalin,33913.25
06N,2013-11-01,pregabalin,34660.083333333336
08K,2013-11-01,pregabalin,27639.5
04H,2013-11-01,pregabalin,16306.25
07M,2013-11-01,pregabalin,25253.75
08C,2013-11-01,pregabalin,20012.7
02A,2013-11-01,pregabalin,36564.65
07X,2013-11-01,pregabalin,17492.166666666668
02F,2013-11-01,pregabalin,35319.28333333333
03A,2013-11-01,pregabalin,30846.95
01H,2013-11-01,pregabalin,33621.5
00N,2013-11-01,pregabalin,22369.666666666668
03H,2013-11-01,pregabalin,15761.75
09G,2013-11-01,pregabalin,47452.11666666667
07Y,2013-11-01,pregabalin,23283.833333333332
10X,2013-11-01,pregabalin,26794.416666666668
09N,2013-11-01,pregabalin,20058.833333333332
11M,2013-11-01,pregabalin,64542.583333333336
06Y,2013-11-01,pregabalin,35110.916666666664
05R,2013-11-01,pregabalin,18948.166666666668
04Q,2013-11-01,pregabalin,22852.6
04M,2013-11-01,pregabalin,13410.0
01D,2013-11-01,pregabalin,45890.36666666667
05G,2013-11-01,pregabalin,23178.75
08D,2013-11-01,pregabalin,11917.0
08J,2013-11-01,pregabalin,15346.75
11A,2013-11-01,pregabalin,59752.73333333333
99A,2013-11-01,pregabalin,89292.1
03Q,2013-11-01,pregabalin,48957.48333333333
11X,2013-11-01,pregabalin,46611.75
07R,2013-11-01,pregabalin,11296.25
07K,2013-11-01,pregabalin,42292.65
08A,2013-11-01,pregabalin,22578.083333333332
04G,2013-11-01,pregabalin,58500.666666666664
08R,2013-11-01,pregabalin,11717.166666666666
03E,2013-11-01,pregabalin,20024.95
10C,2013-11-01,pregabalin,8550.15
07J,2013-11-01,pregabalin,31609.7
08W,2013-11-01,pregabalin,21123.666666666668
13T,2013-11-01,pregabalin,83995.26666666666
03K,2013-11-01,pregabalin,26499.35
07N,2013-11-01,pregabalin,27463.7
03V,2013-11-01,pregabalin,6804.166666666667
15N,2013-11-01,pregabalin,197851.53333333333
01T,2013-11-01,pregabalin,27453.533333333333
11E,2013-11-01,pregabalin,14144.0
99H,2013-11-01,pregabalin,25435.95
00K,2013-11-01,pregabalin,44577.15
05C,2013-11-01,pregabalin,27324.25
07T,2013-11-01,pregabalin,21473.333333333332
01E,2013-11-01,pregabalin,30781.583333333332
05T,2013-11-01,pregabalin,29440.75
05F,2013-11-01,pregabalin,15441.0
02X,2013-11-01,pregabalin,71927.85
02M,2013-11-01,pregabalin,26267.783333333333
09F,2013-11-01,pregabalin,29573.166666666668
02E,2013-11-01,pregabalin,41299.316666666666
01C,2013-11-01,pregabalin,26595.583333333332
08P,2013-11-01,pregabalin,13197.416666666666
02G,2013-11-01,pregabalin,17830.166666666668
00C,2013-11-01,pregabalin,18965.733333333334
14L,2013-11-01,pregabalin,111030.38333333333
01V,2013-11-01,pregabalin,19685.666666666668
04N,2013-11-01,pregabalin,12533.25
01Y,2013-11-01,pregabalin,29890.583333333332
09H,2013-11-01,pregabalin,12581.75
07P,2013-11-01,pregabalin,20280.65
01R,2013-11-01,pregabalin,20732.033333333333
11J,2013-11-01,pregabalin,51927.9
02R,2013-11-01,pregabalin,34208.78333333333
00R,2013-11-01,pregabalin,30236.233333333334
09E,2013-11-01,pregabalin,33467.11666666667
00M,2013-11-01,pregabalin,61314.2
08T,2013-11-01,pregabalin,16846.083333333332
08V,2013-11-01,pregabalin,28002.116666666665
07W,2013-11-01,pregabalin,30393.916666666668
99D,2013-11-01,pregabalin,21150.833333333332
