month,pct,enteric_coated,total_aspirin
2013-08-01,10C,393,2484
2013-08-01,15E,8970,47864
2013-08-01,05T,3725,15451
2013-08-01,10T,0,0
2013-08-01,09P,1200,9879
2013-08-01,06T,3776,20512
2013-08-01,08V,1089,10689
2013-08-01,02E,758,9102
2013-08-01,04C,3370,16470
2013-08-01,02Y,3738,18478
2013-08-01,08P,1299,7729
2013-08-01,03W,3227,15233
2013-08-01,05V,2712,7288
2013-08-01,03A,1771,10649
2013-08-01,08M,401,14101
2013-08-01,08K,1336,9507
2013-08-01,02R,4268,14863
2013-08-01,09C,383,4776
2013-08-01,00T,2327,14190
2013-08-01,06Q,2245,19307
2013-08-01,15F,13110,42027
2013-08-01,00L,3013,19703
2013-08-01,01T,754,8843
2013-08-01,10X,528,7068
2013-08-01,07R,104,4027
2013-08-01,14L,3420,25334
2013-08-01,10Q,4075,25806
2013-08-01,15C,8537,38280
2013-08-01,02T,1500,11177
2013-08-01,08L,1133,6553
2013-08-01,11N,6446,32586
2013-08-01,01E,5768,11143
2013-08-01,07W,3177,15498
2013-08-01,06V,1376,13243
2013-08-01,07K,2906,14042
2013-08-01,15D,4100,14158
2013-08-01,00Y,2720,10599
2013-08-01,12F,1542,16369
2013-08-01,01W,2256,15783
2013-08-01,09N,1799,7015
2013-08-01,03F,2093,15263
2013-08-01,01A,6062,21776
2013-08-01,05Q,1579,10905
2013-08-01,01C,950,10779
2013-08-01,01Y,1584,13506
2013-08-01,03J,2067,10097
2013-08-01,99E,2344,9237
2013-08-01,07H,2633,13166
2013-08-01,10A,1106,8057
2013-08-01,08D,1079,8250
2013-08-01,15M,6393,45712
2013-08-01,08C,1463,5197
2013-08-01,15N,5010,61994
2013-08-01,05W,6123,15835
2013-08-01,00M,5559,18968
2013-08-01,14Y,2871,18913
2013-08-01,08F,1419,11700
2013-08-01,05N,3610,14416
2013-08-01,06P,1536,7230
2013-08-01,09X,1096,7288
2013-08-01,02D,638,5752
2013-08-01,02A,2989,13816
2013-08-01,02G,1474,5547
2013-08-01,00Q,2865,9341
2013-08-01,03Q,2964,15077
2013-08-01,15A,684,16655
2013-08-01,03D,2396,9043
2013-08-01,07P,1692,11805
2013-08-01,99F,1109,7305
2013-08-01,01H,2806,22295
2013-08-01,07Q,2034,10068
2013-08-01,99J,4086,24306
2013-08-01,03K,3189,10647
2013-08-01,01D,2508,10140
2013-09-01,05F,1229,8330
2013-09-01,05D,2838,7363
2013-09-01,06P,1413,6805
2013-09-01,07X,2779,12175
2013-09-01,02T,1402,10723
2013-09-01,06H,5392,39718
2013-09-01,15C,8086,36975
2013-09-01,07T,1115,5686
2013-09-01,04K,2306,11578
2013-09-01,07G,923,6592
2013-09-01,15N,4698,58255
2013-09-01,09H,811,4819
2013-09-01,11A,3009,20410
2013-09-01,14L,3154,24231
2013-09-01,08A,1525,9187
2013-09-01,05W,5760,15128
2013-09-01,09P,1123,9328
2013-09-01,15E,8729,46563
2013-09-01,04D,4479,13629
2013-09-01,01A,5747,20473
2013-09-01,00V,1379,8346
2013-09-01,05V,2657,7019
2013-09-01,02D,615,5483
2013-09-01,11N,6003,30900
2013-09-01,99H,2645,9262
2013-09-01,10Q,3802,24316
2013-09-01,10V,1252,8897
2013-09-01,04H,1867,7161
2013-09-01,03E,1312,7276
2013-09-01,03R,3821,19764
2013-09-01,99J,3953,23535
2013-09-01,05R,2128,12243
2013-09-01,05X,1360,5605
2013-09-01,11J,4917,37687
2013-09-01,10T,0,0
2013-09-01,03J,2139,10152
2013-09-01,00J,2917,15790
2013-09-01,99K,1222,7208
2013-09-01,10A,1024,8036
2013-09-01,08K,1291,9374
2013-09-01,04E,3307,12589
2013-09-01,08R,1470,6870
2013-09-01,08W,1280,7244
2013-09-01,03M,1373,7515
2013-09-01,10G,0,0
2013-09-01,05H,1864,11386
2013-09-01,10D,412,3766
2013-09-01,03T,4371,18391
2013-09-01,09D,1639,10062
2013-09-01,09E,1041,7450
2013-09-01,08H,774,3944
2013-09-01,08E,1637,11654
2013-09-01,02F,1311,10323
2013-09-01,04F,1001,5820
2013-09-01,07J,2144,11114
2013-09-01,00Q,2761,8863
2013-09-01,05C,2423,13542
2013-09-01,09W,1232,9552
2013-09-01,11D,0,0
2013-09-01,00M,5000,17399
2013-09-01,02A,2835,13263
2013-09-01,03A,1637,10146
2013-09-01,05L,4336,19759
2013-09-01,06Q,2175,17867
2013-09-01,01J,1298,10483
2013-09-01,03V,259,3446
2013-09-01,14Y,2657,18393
2013-09-01,07V,1863,12616
2013-09-01,03H,1840,8772
2013-09-01,99E,2247,9194
2013-09-01,03F,2011,14346
2013-09-01,00N,1678,10794
2013-09-01,07W,3026,15166
2013-09-01,15F,12568,40488
2013-09-01,09Y,2069,9105
2013-09-01,10R,631,7831
2013-09-01,06Y,1088,11929
2013-09-01,08G,2043,10654
2013-09-01,15D,4196,14261
2013-09-01,06L,3135,18492
2013-09-01,08M,377,13687
2013-09-01,05Y,2789,10960
2013-09-01,08C,1360,4959
2013-09-01,02M,3575,12487
2013-09-01,01X,983,10349
2013-09-01,04V,3359,16938
2013-09-01,08L,1090,6091
2013-09-01,00Y,2543,10121
2013-09-01,99C,2519,13403
2013-09-01,06T,3618,19444
2013-09-01,01Y,1489,12519
2013-09-01,01G,2514,15145
2013-09-01,06K,6242,25698
2013-09-01,99N,4278,20330
2013-09-01,08F,1407,11332
2013-09-01,07L,840,6568
2013-09-01,10C,412,2404
2013-09-01,00L,2789,18215
2013-09-01,99M,1393,5974
2013-09-01,07N,826,8258
2013-09-01,01W,2057,14926
2013-09-01,04M,889,3956
2013-09-01,00D,5519,23011
2013-09-01,02X,3548,18036
2013-09-01,08Y,919,5180
2013-09-01,07K,2917,13661
2013-09-01,06D,640,5099
2013-09-01,02Y,3556,17570
2013-09-01,00C,1198,5888
2013-09-01,10X,469,6800
2013-09-01,11X,2295,25106
2013-09-01,02H,5045,15646
2013-09-01,02W,1726,5864
2013-09-01,11E,1116,9477
2013-09-01,04G,4302,34440
2013-09-01,02N,1514,7315
2013-09-01,01T,671,8317
2013-09-01,06F,2743,16925
2013-09-01,09N,1838,6722
2013-09-01,03N,4370,32058
2013-09-01,06W,398,7470
2013-09-01,05G,4000,11307
2013-09-01,02R,3964,14001
2013-09-01,00P,1897,24131
2013-09-01,99G,835,5800
2013-09-01,02G,1369,5199
2013-09-01,03D,2282,9032
2013-09-01,99D,3159,12327
2013-09-01,03L,2132,14919
2013-09-01,06M,1071,10508
2013-09-01,09C,365,4624
2013-09-01,09F,721,9486
2013-09-01,03Q,2846,14238
2013-09-01,07P,1682,11692
2013-09-01,03K,2964,9866
2013-09-01,08Q,1441,8495
2013-09-01,04Q,2657,8947
2013-09-01,01D,2359,9611
2013-09-01,12D,3146,10472
2013-09-01,08P,1177,7167
2013-09-01,09L,1031,5459
2013-09-01,01F,830,6885
2013-09-01,99A,3926,24196
2013-09-01,09G,4302,23700
2013-09-01,00R,5025,13706
2013-09-01,07M,2216,10432
2013-09-01,08J,612,5551
2013-09-01,11M,4339,30565
2013-09-01,05J,1014,5974
2013-09-01,01E,5395,10515
2013-09-01,07Y,1549,9947
2013-09-01,99F,1122,6987
2013-09-01,09A,1331,4859
2013-09-01,08X,2309,10597
2013-09-01,03W,3247,14721
2013-09-01,01C,889,10125
2013-09-01,05T,3542,14996
2013-09-01,09X,994,6829
2013-09-01,04L,1560,6122
2013-09-01,05N,3353,13741
2013-09-01,02E,667,8668
2013-09-01,00T,2274,13915
2013-09-01,02Q,1300,5882
2013-09-01,08N,2006,8726
2013-09-01,12F,1442,15780
2013-09-01,06N,5006,19455
2013-09-01,04Y,1756,6516
2013-09-01,07R,107,4154
2013-09-01,13T,4596,30279
2013-09-01,08D,1204,8418
2013-09-01,01K,4676,20340
2013-09-01,15M,6105,43497
2013-09-01,10E,582,6703
2013-09-01,06V,1269,12279
2013-09-01,10K,775,7540
2013-09-01,09J,2768,10771
2013-09-01,01H,2523,20562
2013-09-01,02P,5200,18269
2013-09-01,01V,597,7018
2013-09-01,06A,2894,13556
2013-09-01,10J,787,6550
2013-09-01,10L,894,9130
2013-09-01,04C,3208,15922
2013-09-01,05A,2309,20708
2013-09-01,05Q,1586,10844
2013-09-01,01R,1101,7652
2013-09-01,00X,2868,9137
2013-09-01,07H,2546,12768
2013-09-01,00K,1412,14289
2013-09-01,07Q,1961,9846
2013-09-01,08V,1078,10027
2013-09-01,15A,688,15869
2013-09-01,08T,1018,6971
2013-09-01,04N,1561,5932
2013-10-01,02F,1310,11094
2013-10-01,15E,8936,48942
2013-10-01,08Y,911,5408
2013-10-01,06V,1295,12811
2013-10-01,04Q,2838,9668
2013-10-01,04N,1709,6359
2013-10-01,99D,3355,12986
2013-10-01,00C,1349,6418
2013-10-01,04C,3408,16767
2013-10-01,04M,969,4199
2013-10-01,03F,2144,15670
2013-10-01,09H,903,5084
2013-10-01,10A,1179,8533
2013-10-01,01K,4641,20744
2013-10-01,06P,1575,7513
2013-10-01,15D,4216,14649
2013-10-01,00D,5806,24255
2013-10-01,08A,1778,10266
2013-10-01,11A,3199,21559
2013-10-01,03R,4013,20935
2013-10-01,08D,1220,8751
2013-10-01,05J,1069,6339
2013-10-01,05L,4634,21480
2013-10-01,08P,1281,7922
2013-10-01,02M,3595,12898
2013-10-01,03T,4658,19784
2013-10-01,00V,1466,8887
2013-10-01,00J,3197,17130
2013-10-01,02E,733,9394
2013-10-01,01R,1187,8242
2013-10-01,11D,0,0
2013-10-01,06K,6585,27187
2013-10-01,04K,2409,12002
2013-10-01,08M,429,15227
2013-10-01,00T,2437,14664
2013-10-01,01C,962,11034
2013-10-01,05C,2503,14091
2013-10-01,05T,3763,15743
2013-10-01,09F,788,9999
2013-10-01,00X,3171,9933
2013-10-01,09J,3008,11461
2013-10-01,06W,417,7821
2013-10-01,08V,1078,10329
2013-10-01,10J,897,7350
2013-10-01,99F,1130,7090
2013-10-01,07G,959,6882
2013-10-01,09E,1107,8021
2013-10-01,02G,1431,5568
2013-10-01,06D,773,5535
2013-10-01,07N,854,8631
2013-10-01,06A,3028,14179
2013-10-01,09N,1939,7230
2013-10-01,07J,2266,11116
2013-10-01,00K,1525,15759
2013-10-01,01F,824,7114
2013-10-01,02W,1767,6093
2013-10-01,08X,2273,11098
2013-10-01,09A,1449,5073
2013-10-01,10L,947,9115
2013-10-01,00M,5560,19013
2013-10-01,06H,5793,42218
2013-10-01,11M,4499,32131
2013-10-01,10V,1302,9171
2013-10-01,09Y,2199,9771
2013-10-01,03L,2241,15820
2013-10-01,03V,243,3577
2013-10-01,99K,1392,7611
2013-10-01,10E,625,7200
2013-10-01,10Q,4103,26004
2013-10-01,05W,6132,16221
2013-10-01,02Q,1437,6374
2013-10-01,05Y,2863,11431
2013-10-01,07Y,1529,10361
2013-10-01,11E,1262,10339
2013-10-01,09D,1772,10958
2013-10-01,08Q,1397,8840
2013-10-01,99G,937,6102
2013-10-01,00R,5344,14421
2013-10-01,03Q,3113,15470
2013-10-01,02Y,3704,18409
2013-10-01,15F,13064,42606
2013-10-01,06M,1102,10678
2013-10-01,03E,1437,8062
2013-10-01,99N,4621,21624
2013-10-01,99M,1530,6451
2013-10-01,09G,4512,24719
2013-10-01,01Y,1548,13229
2013-10-01,03W,3281,15380
2013-10-01,15M,6452,46482
2013-10-01,03J,2055,10104
2013-10-01,08K,1328,10070
2013-10-01,00N,1775,11482
2013-10-01,13T,4685,31524
2013-10-01,99J,4117,24535
2013-10-01,01T,735,9045
2013-10-01,99C,2671,14081
2013-10-01,07W,3165,15967
2013-10-01,10D,466,4023
2013-10-01,02T,1492,11515
2013-10-01,04Y,1827,7075
2013-10-01,00Y,2768,10835
2013-10-01,15A,682,16643
2013-10-01,09X,1086,7302
2013-10-01,04F,1132,6365
2013-10-01,00Q,2945,9447
2013-10-01,00L,2994,19915
2013-10-01,01J,1290,10694
2013-10-01,05H,1942,12052
2013-10-01,05Q,1586,11111
2013-10-01,04V,3490,17863
2013-10-01,03H,1988,9564
2013-10-01,07L,871,7048
2013-10-01,08N,2039,8865
2013-10-01,09P,1187,10026
2013-10-01,05A,2366,21935
2013-10-01,06Y,1191,12938
2013-10-01,10X,477,7022
2013-10-01,07T,1066,5899
2013-10-01,15N,5033,61471
2013-10-01,05D,2953,7766
2013-10-01,08F,1400,11843
2013-10-01,05N,3575,14781
2013-10-01,02H,5102,16231
2013-10-01,04D,4887,14729
2013-10-01,03D,2393,9080
2013-10-01,04E,3590,13578
2013-10-01,15C,8703,39053
2013-10-01,14Y,2894,19360
2013-10-01,07V,1959,13152
2013-10-01,08E,1752,12179
2013-10-01,99H,2598,9218
2013-10-01,01V,665,7525
2013-10-01,08G,2157,11326
2013-10-01,01W,2252,16171
2013-10-01,02N,1571,7687
2013-10-01,10K,815,7651
2013-10-01,08W,1282,7333
2013-10-01,05G,4258,12044
2013-10-01,10T,0,0
2013-10-01,06F,2923,18329
2013-10-01,10C,435,2652
2013-10-01,09L,1068,5544
2013-10-01,07M,2330,11031
2013-10-01,11X,2578,26993
2013-10-01,07P,1787,12465
2013-10-01,06Q,2233,18803
2013-10-01,01A,6184,22092
2013-10-01,02A,2970,14216
2013-10-01,02D,642,5839
2013-10-01,08H,846,4285
2013-10-01,01H,2673,22108
2013-10-01,08T,1074,7432
2013-10-01,05V,2647,7308
2013-10-01,11N,6188,32658
2013-10-01,99A,4219,26043
2013-10-01,02P,5708,19878
2013-10-01,08L,1069,6487
2013-10-01,05X,1357,5950
2013-10-01,03N,4513,33727
2013-10-01,09W,1219,9840
2013-10-01,08J,703,5819
2013-10-01,12D,3271,10955
2013-10-01,04H,2120,7725
2013-10-01,08C,1431,5111
2013-10-01,11J,5080,39430
2013-10-01,03A,1803,10883
2013-10-01,07Q,2099,10089
2013-10-01,03M,1512,8118
2013-10-01,08R,1419,7009
2013-10-01,07R,110,4084
2013-10-01,07H,2608,13356
2013-10-01,01E,5670,11170
2013-10-01,09C,450,4986
2013-10-01,05F,1340,8817
2013-10-01,02R,4370,15163
2013-10-01,12F,1495,16268
2013-10-01,06T,3736,20257
2013-10-01,01G,2564,16041
2013-10-01,05R,2283,13215
2013-10-01,06N,5289,20448
2013-10-01,04L,1632,6357
2013-10-01,06L,3304,19697
2013-10-01,07X,2840,12529
2013-10-01,10R,740,8673
2013-10-01,01X,1048,11042
2013-10-01,00P,1993,25414
2013-10-01,07K,2964,14177
2013-10-01,10G,0,0
2013-10-01,01D,2480,10370
2013-10-01,04G,4501,36623
2013-10-01,03K,3134,10715
2013-10-01,14L,3382,25834
2013-10-01,99E,2351,9468
2013-10-01,02X,3860,19199
2013-11-01,05A,2252,20729
2013-11-01,03A,1715,10395
2013-11-01,00M,5228,18031
2013-11-01,09X,1040,6905
2013-11-01,08Y,897,5162
2013-11-01,11D,0,0
2013-11-01,00R,5278,14438
2013-11-01,05F,1226,8398
2013-11-01,99K,1190,7217
2013-11-01,02X,3596,17858
2013-11-01,15D,4039,14236
2013-11-01,02D,609,5651
2013-11-01,99F,991,6467
2013-11-01,03V,256,3518
2013-11-01,08A,1651,9699
2013-11-01,06F,2695,17155
2013-11-01,04V,3460,17646
2013-11-01,07R,107,4001
2013-11-01,99G,897,5931
2013-11-01,07W,3039,15224
2013-11-01,05G,3966,11447
2013-11-01,11N,5854,31557
2013-11-01,08X,2191,10549
2013-11-01,05T,3563,15123
2013-11-01,10D,439,3775
2013-11-01,02M,3488,12463
2013-11-01,00N,1669,11279
2013-11-01,07K,2918,13985
2013-11-01,05Q,1574,10855
2013-11-01,04G,4187,34548
2013-11-01,03Q,2846,14214
2013-11-01,07X,2845,12329
2013-11-01,07L,787,6607
2013-11-01,08F,1395,11293
2013-11-01,09H,861,4894
2013-11-01,00X,2986,9404
2013-11-01,02N,1477,7257
2013-11-01,09L,1151,5769
2013-11-01,04E,3293,12423
2013-11-01,09D,1601,10138
2013-11-01,03T,4515,18743
2013-11-01,05N,3345,13791
2013-11-01,04H,1899,7248
2013-11-01,99H,2708,9544
2013-11-01,04N,1638,6122
2013-11-01,08V,1038,9951
2013-11-01,01V,605,7008
2013-11-01,03J,2245,10180
2013-11-01,08M,453,14735
2013-11-01,05D,2798,7381
2013-11-01,99N,4287,20828
2013-11-01,14Y,2663,18253
2013-11-01,10C,396,2459
2013-11-01,01W,2118,15274
2013-11-01,04Y,1732,6661
2013-11-01,03E,1372,7482
2013-11-01,07Y,1477,9704
2013-11-01,10L,788,9068
2013-11-01,03F,1983,14509
2013-11-01,10E,563,6573
2013-11-01,08L,1038,6182
2013-11-01,01D,2362,9851
2013-11-01,11J,5114,38868
2013-11-01,01C,853,10342
2013-11-01,00L,2957,18789
2013-11-01,05Y,2774,10970
2013-11-01,06A,2790,13728
2013-11-01,15M,6295,44520
2013-11-01,05C,2404,13434
2013-11-01,01X,1019,10541
2013-11-01,01E,5403,10432
2013-11-01,05W,5644,15319
2013-11-01,08H,748,4149
2013-11-01,03W,3146,14825
2013-11-01,02Q,1320,5909
2013-11-01,15C,8172,37229
2013-11-01,01A,5761,20845
2013-11-01,06D,750,5155
2013-11-01,00Y,2623,10202
2013-11-01,07J,2266,11529
2013-11-01,99A,3969,24594
2013-11-01,15E,8630,46755
2013-11-01,02Y,3583,17971
2013-11-01,00D,5516,23237
2013-11-01,00T,2302,13903
2013-11-01,06P,1390,6699
2013-11-01,08G,1978,10680
2013-11-01,06Y,1087,12322
2013-11-01,03H,1859,8573
2013-11-01,08K,1272,9911
2013-11-01,09P,1162,9388
2013-11-01,00J,2987,16068
2013-11-01,10G,0,0
2013-11-01,10Q,3787,24429
2013-11-01,08R,1417,6915
2013-11-01,09N,1772,6804
2013-11-01,07Q,1947,9885
2013-11-01,07T,1036,5758
2013-11-01,11M,4300,31221
2013-11-01,09F,742,9645
2013-11-01,07N,845,8223
2013-11-01,05R,2214,12763
2013-11-01,03R,3831,19697
2013-11-01,00P,1916,24220
2013-11-01,12F,1446,15693
2013-11-01,15A,708,16230
2013-11-01,03L,2125,14671
2013-11-01,02W,1743,5757
2013-11-01,07H,2564,13101
2013-11-01,08E,1611,11765
2013-11-01,08D,1058,8281
2013-11-01,09J,2788,10989
2013-11-01,02G,1350,5276
2013-11-01,12D,3101,10559
2013-11-01,02T,1433,10944
2013-11-01,00V,1383,8327
2013-11-01,11A,2991,20579
2013-11-01,06K,6470,26544
2013-11-01,03D,2295,8879
2013-11-01,05L,4399,20456
2013-11-01,06L,3146,18457
2013-11-01,09A,1382,4788
2013-11-01,10X,471,6917
2013-11-01,00C,1198,5629
2013-11-01,08T,1031,7203
2013-11-01,99E,2324,9353
2013-11-01,05V,2697,7130
2013-11-01,02E,689,8757
2013-11-01,06V,1234,12520
2013-11-01,07M,2160,10516
2013-11-01,02P,5179,18293
2013-11-01,03K,3039,10092
2013-11-01,04L,1531,6118
2013-11-01,04M,939,4027
2013-11-01,10K,755,7488
2013-11-01,02F,1304,10438
2013-11-01,99J,4067,23916
2013-11-01,15N,4778,59514
2013-11-01,10J,887,7090
2013-11-01,10V,1289,9023
2013-11-01,13T,4496,30002
2013-11-01,08P,1242,7595
2013-11-01,06H,5405,40480
2013-11-01,14L,3171,24255
2013-11-01,02R,4048,14136
2013-11-01,01K,4793,21082
2013-11-01,01R,1088,7774
2013-11-01,10T,0,0
2013-11-01,99M,1377,6187
2013-11-01,09G,4276,24010
2013-11-01,10A,1050,8098
2013-11-01,11E,1079,9705
2013-11-01,99C,2538,13602
2013-11-01,04Q,2679,9112
2013-11-01,04K,2291,11588
2013-11-01,01H,2656,21431
2013-11-01,03N,4323,31531
2013-11-01,07G,934,6645
2013-11-01,08Q,1365,8509
2013-11-01,03M,1335,7489
2013-11-01,05X,1331,5536
2013-11-01,15F,12406,40441
2013-11-01,07P,1700,11803
2013-11-01,04D,4677,13890
2013-11-01,02H,4775,15216
2013-11-01,04C,3234,16130
2013-11-01,00K,1464,14914
2013-11-01,09C,406,4778
2013-11-01,99D,3252,12468
2013-11-01,02A,2842,13462
2013-11-01,09Y,2078,9283
2013-11-01,08J,666,5738
2013-11-01,09W,1214,9693
2013-11-01,06N,5027,19887
2013-11-01,08N,2067,8929
2013-11-01,00Q,2822,9080
2013-11-01,09E,1026,7555
2013-11-01,11X,2422,26026
2013-11-01,01G,2484,15080
2013-11-01,01Y,1564,13054
2013-11-01,06T,3615,19780
2013-11-01,01F,824,7014
2013-11-01,08C,1403,4995
2013-11-01,05H,1789,11500
2013-11-01,06W,398,7700
2013-11-01,07V,1886,12828
2013-11-01,06M,1061,10376
2013-11-01,05J,1011,6171
2013-11-01,06Q,2148,18409
2013-11-01,04F,1062,6140
2013-11-01,10R,635,7925
2013-11-01,01T,726,8653
2013-11-01,08W,1307,7429
2013-11-01,01J,1308,10159
2013-12-01,14Y,2697,19044
2013-12-01,04L,1690,6417
2013-12-01,15D,4140,14367
2013-12-01,11A,3094,21164
2013-12-01,01J,1380,10867
2013-12-01,06Q,2295,18708
2013-12-01,02A,2865,14015
2013-12-01,08Y,946,5474
2013-12-01,08F,1496,11955
2013-12-01,08P,1270,7638
2013-12-01,07R,116,4170
2013-12-01,02P,5626,19739
2013-12-01,03F,2135,15486
2013-12-01,07V,1785,12773
2013-12-01,02D,630,5942
2013-12-01,11N,6145,32732
2013-12-01,04Q,2828,9499
2013-12-01,02F,1296,11052
2013-12-01,10R,641,8273
2013-12-01,00J,3179,16910
2013-12-01,06P,1418,6503
2013-12-01,02E,719,9362
2013-12-01,11D,0,0
2013-12-01,15F,13248,42311
2013-12-01,04V,3545,18032
2013-12-01,06N,5214,20713
2013-12-01,06T,3740,20455
2013-12-01,99F,1150,7298
2013-12-01,01C,960,10977
2013-12-01,99D,3413,13139
2013-12-01,08J,609,5588
2013-12-01,08X,2396,11168
2013-12-01,11J,5240,39802
2013-12-01,08M,395,14226
2013-12-01,01R,1213,8278
2013-12-01,01D,2366,10163
2013-12-01,02M,3773,13098
2013-12-01,01G,2619,16069
2013-12-01,03Q,3012,15388
2013-12-01,09Y,2201,9707
2013-12-01,05R,2252,12903
2013-12-01,08D,1042,8586
2013-12-01,99N,4482,21330
2013-12-01,99C,2669,14462
2013-12-01,05V,2840,7452
2013-12-01,09P,1175,9887
2013-12-01,02Q,1401,6147
2013-12-01,09F,749,10005
2013-12-01,05H,1883,11890
2013-12-01,08C,1493,5194
2013-12-01,01X,1018,10873
2013-12-01,13T,4693,31898
2013-12-01,00D,5826,24455
2013-12-01,06A,2776,13766
2013-12-01,07L,817,6840
2013-12-01,10E,602,6982
2013-12-01,12F,1470,16171
2013-12-01,03R,3995,20556
2013-12-01,05N,3612,14504
2013-12-01,07T,950,5756
2013-12-01,03A,1763,10726
2013-12-01,00N,1735,11495
2013-12-01,03L,2265,15788
2013-12-01,02H,5026,16387
2013-12-01,15N,4934,61466
2013-12-01,08N,2005,8973
2013-12-01,02Y,3711,18317
2013-12-01,12D,3177,10718
2013-12-01,07W,3060,15809
2013-12-01,08V,1136,10600
2013-12-01,07X,2878,12915
2013-12-01,07Y,1509,10055
2013-12-01,07J,2315,11518
2013-12-01,07Q,2078,10077
2013-12-01,99G,881,6018
2013-12-01,08A,1704,10103
2013-12-01,04M,978,4272
2013-12-01,09G,4518,24579
2013-12-01,10A,1105,8642
2013-12-01,07H,2690,13505
2013-12-01,03N,4516,33272
2013-12-01,99J,4007,24518
2013-12-01,11E,1174,10057
2013-12-01,99A,4244,25962
2013-12-01,03E,1413,7871
2013-12-01,02R,4397,15107
2013-12-01,99K,1310,7722
2013-12-01,02G,1392,5451
2013-12-01,01K,4751,21263
2013-12-01,00L,3073,19686
2013-12-01,03H,2002,9445
2013-12-01,02X,3717,18701
2013-12-01,05X,1363,5881
2013-12-01,00Q,2971,9628
2013-12-01,08E,1621,11718
2013-12-01,04Y,1825,7052
2013-12-01,05Y,2872,11219
2013-12-01,04C,3231,16526
2013-12-01,10J,913,7368
2013-12-01,00T,2318,14299
2013-12-01,09H,905,5007
2013-12-01,15E,8815,48234
2013-12-01,14L,3333,25250
2013-12-01,04D,4854,14772
2013-12-01,10Q,3917,25844
2013-12-01,07P,1740,12182
2013-12-01,10D,467,4006
2013-12-01,09A,1369,4887
2013-12-01,10T,0,0
2013-12-01,00P,1984,25004
2013-12-01,00Y,2694,10583
2013-12-01,10C,396,2561
2013-12-01,04G,4466,36231
2013-12-01,15C,8550,38751
2013-12-01,07N,801,8186
2013-12-01,04H,2069,7574
2013-12-01,09C,394,4866
2013-12-01,15M,6425,45941
2013-12-01,05W,5922,16179
2013-12-01,08H,748,4271
2013-12-01,04N,1648,6343
2013-12-01,06L,3337,19681
2013-12-01,04K,2334,12008
2013-12-01,05D,2918,7730
2013-12-01,03W,3350,15492
2013-12-01,10G,0,0
2013-12-01,03T,4476,19097
2013-12-01,05J,1075,6333
2013-12-01,10K,840,7814
2013-12-01,05C,2606,14260
2013-12-01,00R,5059,13736
2013-12-01,06K,6587,27158
2013-12-01,05G,4016,11856
2013-12-01,07G,926,6586
2013-12-01,99H,2800,9682
2013-12-01,05F,1302,8800
2013-12-01,06D,763,5557
2013-12-01,08L,1071,6573
2013-12-01,06F,2914,18044
2013-12-01,01E,6007,11740
2013-12-01,11M,4502,31648
2013-12-01,04E,3373,12889
2013-12-01,10L,922,9149
2013-12-01,11X,2432,26055
2013-12-01,05A,2374,21396
2013-12-01,10V,1294,9134
2013-12-01,01A,6141,21926
2013-12-01,02T,1524,11412
2013-12-01,99M,1431,6320
2013-12-01,03J,2124,10131
2013-12-01,99E,2329,9505
2013-12-01,03V,258,3564
2013-12-01,09N,1758,6743
2013-12-01,15A,683,16386
2013-12-01,10X,457,7036
2013-12-01,07M,2194,10920
2013-12-01,03K,3087,10415
2013-12-01,08K,1199,9754
2013-12-01,00C,1324,6400
2013-12-01,08W,1373,7460
2013-12-01,05L,4480,20899
2013-12-01,00V,1479,8790
2013-12-01,02W,1850,6307
2013-12-01,00M,5545,19038
2013-12-01,01V,691,7517
2013-12-01,01H,2716,21957
2013-12-01,06Y,1189,12937
2013-12-01,08Q,1388,8268
2013-12-01,09X,1125,7417
2013-12-01,01Y,1536,13348
2013-12-01,06H,5619,41726
2013-12-01,01T,738,9007
2013-12-01,01F,816,7211
2013-12-01,03D,2430,9263
2013-12-01,09W,1256,9963
2013-12-01,00K,1493,15431
2013-12-01,02N,1615,7828
2013-12-01,07K,2975,13863
2013-12-01,03M,1470,7867
2013-12-01,08G,2100,11038
2013-12-01,09D,1608,10317
2013-12-01,04F,1124,6324
2013-12-01,06V,1404,13041
2013-12-01,09L,1042,5567
2013-12-01,05T,3653,15483
2013-12-01,06W,434,8007
2013-12-01,06M,1097,10594
2013-12-01,01W,2175,15892
2013-12-01,09J,2924,11425
2013-12-01,09E,1084,7854
2013-12-01,08R,1455,6903
2013-12-01,00X,3078,9894
2013-12-01,05Q,1572,11033
2013-12-01,08T,1068,7416
2014-01-01,00L,2893,18743
2014-01-01,08G,1995,10955
2014-01-01,11E,1167,10220
2014-01-01,00P,1968,25151
2014-01-01,15F,13336,42789
2014-01-01,03H,1970,9114
2014-01-01,09C,384,4796
2014-01-01,07H,2673,13408
2014-01-01,00V,1438,8775
2014-01-01,01K,4617,20567
2014-01-01,05H,1862,11848
2014-01-01,06H,5631,41822
2014-01-01,07X,2922,12605
2014-01-01,05Y,2899,11324
2014-01-01,07L,827,7038
2014-01-01,04N,1582,6070
2014-01-01,05D,2874,7642
2014-01-01,05J,1034,6492
2014-01-01,05F,1315,8536
2014-01-01,14Y,2681,18942
2014-01-01,12D,3063,10539
2014-01-01,08Q,1449,8836
2014-01-01,09D,1721,10927
2014-01-01,03D,2360,8956
2014-01-01,09A,1277,4832
2014-01-01,02F,1286,10967
2014-01-01,07M,2236,10932
2014-01-01,08L,1038,6343
