month,pct,items,total_list_size,measure
2016-05-01,99K,1026,168516,6.08844264046144
2016-05-01,12F,1009,334310,3.018156800574317
2016-05-01,01G,1904,263517,7.225340300625766
2016-05-01,01A,4484,375515,11.94093445002197
2016-05-01,08G,1669,304229,5.485999033622698
2016-05-01,99N,3354,483447,6.937678794159442
2016-05-01,08E,1485,260665,5.696967371914144
2016-05-01,03K,2696,171898,15.68371941500192
2016-05-01,05D,2157,138955,15.52301104674175
2016-05-01,05G,2997,216166,13.864344994124885
2016-05-01,04Q,2254,132385,17.02609812289912
2016-05-01,10R,445,223107,1.9945586646765903
2016-05-01,99A,3070,514671,5.9649756834948935
2016-05-01,15M,4554,1037019,4.391433522433051
2016-05-01,05Q,1444,216978,6.65505258597646
2016-05-01,08V,908,300654,3.020082885975241
2016-05-01,03W,2371,322685,7.347723011605744
2016-05-01,09F,649,193291,3.3576317572985808
2016-05-01,09P,931,186713,4.986262338455276
2016-05-01,02X,3472,314876,11.026562837434419
2016-05-01,08F,911,271982,3.349486363068144
2016-05-01,00J,2379,254241,9.357263383954594
2016-05-01,10A,949,201636,4.706500823265687
2016-05-01,09N,1344,222525,6.0397708122682845
2016-05-01,11J,4402,789584,5.575087641086953
2016-05-01,11A,2306,553305,4.1676832849874845
2016-05-01,00R,4402,171723,25.634306412070604
2016-05-01,05X,1050,180787,5.807939730179714
2016-05-01,05T,3049,303054,10.0609132365849
2016-05-01,06V,1127,171549,6.5695515566980855
2016-05-01,08X,1692,386779,4.37459117480525
2016-05-01,01R,723,180883,3.997058872309725
2016-05-01,99F,1006,183678,5.476976012369473
2016-05-01,00Y,2114,249277,8.48052568026733
2016-05-01,07Y,1489,304840,4.884529589292743
2016-05-01,99G,633,185582,3.410891142459937
2016-05-01,09E,875,220254,3.972686080616016
2016-05-01,02Y,3006,301400,9.973457199734572
2016-05-01,03F,1709,293575,5.821340372988163
2016-05-01,06N,4182,633491,6.6015144650831665
2016-05-01,02G,1049,112271,9.343463583650275
2016-05-01,02T,1505,218538,6.886674171082374
2016-05-01,07K,2337,246194,9.492514033648261
2016-05-01,07G,735,171490,4.285964196163042
2016-05-01,07P,1029,369168,2.787348849304381
2016-05-01,01W,1451,307372,4.720664211444113
2016-05-01,06F,2483,466463,5.323037411327373
2016-05-01,00C,965,107416,8.983764057496089
2016-05-01,00L,2389,322501,7.407728968282267
2016-05-01,08L,694,316627,2.1918535058602076
2016-05-01,04F,956,285051,3.353785813766659
2016-05-01,15E,6813,1280339,5.321246951002821
2016-05-01,06W,310,230023,1.3476913178247394
2016-05-01,11M,3388,635973,5.327270182853674
2016-05-01,10K,606,203225,2.9819165949071227
2016-05-01,01T,546,154611,3.5314434289927625
2016-05-01,00D,4783,289629,16.514230273902132
2016-05-01,07J,1941,172552,11.248782975566787
2016-05-01,15C,6011,979006,6.139901083343718
2016-05-01,15A,709,528275,1.3421040177937626
2016-05-01,00V,1106,200384,5.519402746726285
2016-05-01,07T,618,302749,2.041294934087313
2016-05-01,01D,1726,227976,7.570972383057866
2016-05-01,06D,702,114579,6.126777158117979
2016-05-01,09J,2258,261012,8.650943251651265
2016-05-01,03H,1811,168852,10.725368962168053
2016-05-01,14L,2182,609222,3.5816172101467116
2016-05-01,05Y,2532,279820,9.048674147666354
2016-05-01,06A,2368,270194,8.764073221463097
2016-05-01,09D,1214,310733,3.906891125178208
2016-05-01,09L,771,179808,4.287907100907634
2016-05-01,07M,1670,406701,4.106210705161777
2016-05-01,11X,1834,563342,3.2555712160641317
2016-05-01,10E,620,143763,4.312653464382351
2016-05-01,01K,3521,346576,10.159387839896587
2016-05-01,05F,935,184754,5.060783528367452
2016-05-01,00Q,2280,172073,13.250190326198764
2016-05-01,08H,524,238761,2.194663282529391
2016-05-01,07H,2071,304890,6.792613729541801
2016-05-01,07X,2188,327511,6.680691640891451
2016-05-01,08D,802,307166,2.6109660574412534
2016-05-01,08Y,746,242551,3.07564182378139
2016-05-01,02E,602,215028,2.799635396320479
2016-05-01,05H,1477,187266,7.8871765296423275
2016-05-01,10Q,2905,716677,4.053429927289421
2016-05-01,08T,758,190499,3.9790235119344453
2016-05-01,00M,4210,293370,14.350478917408052
2016-05-01,01V,505,123819,4.078533989129292
2016-05-01,04H,1624,131949,12.307785583824053
2016-05-01,07L,583,214286,2.720663039115948
2016-05-01,02R,3662,323455,11.321513038908043
2016-05-01,04D,3934,235149,16.729818115322622
2016-05-01,08K,558,389997,1.430780236771052
2016-05-01,07W,2569,426149,6.028407904277612
2016-05-01,99H,1911,303421,6.298179756839507
2016-05-01,01X,808,195553,4.131872177875051
2016-05-01,02Q,1140,114659,9.942525226977386
2016-05-01,03T,4137,246065,16.8126308089326
2016-05-01,03J,2047,190538,10.743263810893366
2016-05-01,06M,1100,237211,4.637221714001459
2016-05-01,12D,2433,230869,10.538443879429462
2016-05-01,10V,939,212413,4.420633388728561
2016-05-01,01C,621,206359,3.0093187115657667
2016-05-01,00K,1233,295009,4.179533505757451
2016-05-01,11E,937,203982,4.593542567481444
2016-05-01,99C,1740,217019,8.017731166395569
2016-05-01,99M,1097,224466,4.887154402002976
2016-05-01,03L,1841,259438,7.09610774057771
2016-05-01,02N,1434,158164,9.066538529627474
2016-05-01,05N,2291,304925,7.513322948265967
2016-05-01,05W,4286,286481,14.960852552176236
2016-05-01,08N,1622,304186,5.332263812272754
2016-05-01,00P,1544,283901,5.438515538867422
2016-05-01,09G,3742,506136,7.393269793099088
2016-05-01,10C,384,95303,4.029254063355823
2016-05-01,99D,2696,164017,16.437320521653245
2016-05-01,99J,2734,479163,5.705782792077018
2016-05-01,14Y,1998,547122,3.6518363363198696
2016-05-01,04G,3379,664906,5.081921354296697
2016-05-01,15F,10128,857075,11.816935507394335
2016-05-01,05R,1662,278269,5.972637986983819
2016-05-01,04C,2443,394408,6.194093426096835
2016-05-01,15N,4017,1197829,3.35356716192378
2016-05-01,03R,2999,364563,8.226287363226657
2016-05-01,03Q,2254,350723,6.426724223960219
2016-05-01,09H,712,130059,5.474438524054468
2016-05-01,04M,742,105163,7.055713511406103
2016-05-01,07N,723,234375,3.0848000000000004
2016-05-01,05A,1717,494037,3.4754481951756646
2016-05-01,05L,3666,550720,6.6567402672864615
2016-05-01,04L,1450,139603,10.386596276584314
2016-05-01,06L,2997,400864,7.476351081663607
2016-05-01,09W,1048,295323,3.5486568943157155
2016-05-01,08C,1131,209713,5.393084834988771
2016-05-01,04Y,1139,131805,8.64155381055347
2016-05-01,00T,1700,302913,5.6121724719638975
2016-06-01,03K,2806,171898,16.323633782824697
2016-06-01,05L,3599,550720,6.535081348053457
2016-06-01,03E,1124,161280,6.969246031746031
2016-06-01,03H,1848,168852,10.944495771444815
2016-06-01,06Y,912,222162,4.105112485483565
2016-06-01,15C,6181,979006,6.313546597262937
2016-06-01,13T,3299,513245,6.427729446950287
2016-06-01,00V,1142,200384,5.699057809006706
2016-06-01,04N,1233,124459,9.90687696349802
2016-06-01,06H,4942,933314,5.295109684414891
2016-06-01,06M,1130,237211,4.7636913971105885
2016-06-01,07N,682,234375,2.909866666666667
2016-06-01,10X,397,276431,1.4361630931407838
2016-06-01,08E,1576,260665,6.04607446339171
2016-06-01,08L,711,316627,2.2455444418827204
2016-06-01,99J,2777,479163,5.795522609216487
2016-06-01,03A,1463,244771,5.977015250989701
2016-06-01,07L,645,214286,3.0099959866720183
2016-06-01,09Y,1596,366766,4.351548398706532
2016-06-01,02W,1858,139828,13.28775352576022
2016-06-01,06N,4545,633491,7.174529709182924
2016-06-01,05R,1804,278269,6.482935576726117
2016-06-01,06D,623,114579,5.437296537759973
2016-06-01,07Q,1453,341651,4.2528779368419825
2016-06-01,07R,94,267207,0.3517871912038233
2016-06-01,09G,3686,506136,7.282627594164414
2016-06-01,12D,2617,230869,11.33543264795187
2016-06-01,03R,3026,364563,8.300348636586817
2016-06-01,04F,992,285051,3.4800790034064075
2016-06-01,00K,1370,295009,4.643926117508281
2016-06-01,05D,2324,138955,16.724838976647113
2016-06-01,09P,938,186713,5.023753032729376
2016-06-01,10A,978,201636,4.850324346842826
2016-06-01,00L,2352,322501,7.293000641858475
2016-06-01,01K,3725,346576,10.748003323946262
2016-06-01,03D,2009,143414,14.008395275217204
2016-06-01,08W,916,301835,3.0347706528401273
2016-06-01,11J,4423,789584,5.601683924699589
2016-06-01,02A,2072,238434,8.690035817039515
2016-06-01,05X,1002,180787,5.5424339139429275
2016-06-01,02D,444,104049,4.2672202519966556
2016-06-01,03T,4376,246065,17.783918883221908
2016-06-01,09D,1221,310733,3.929418503988955
2016-06-01,07V,1277,401809,3.178126920999779
2016-06-01,03V,205,75257,2.723999096429568
2016-06-01,00Q,2482,172073,14.424110697204094
2016-06-01,05G,3214,216166,14.86820314017931
2016-06-01,05Y,2559,279820,9.145164748767066
2016-06-01,06V,1173,171549,6.837696518195967
2016-06-01,08V,975,300654,3.242930411702489
2016-06-01,09E,891,220254,4.045329483232995
2016-06-01,09J,2277,261012,8.72373683968553
2016-06-01,08Q,1123,316250,3.55098814229249
2016-06-01,08J,473,202366,2.33734915944378
2016-06-01,00T,1787,302913,5.89938365141146
2016-06-01,04C,2488,394408,6.308188474878807
2016-06-01,05W,4599,286481,16.053420645697273
2016-06-01,99A,3111,514671,6.04463822519629
2016-06-01,99N,3600,483447,7.446524644893854
2016-06-01,01X,782,195553,3.998915894923627
2016-06-01,01G,1910,263517,7.248109230144545
2016-06-01,15F,10329,857075,12.051454073447482
2016-06-01,07K,2462,246194,10.000243710244765
2016-06-01,11X,1852,563342,3.287523387214161
2016-06-01,15N,4152,1197829,3.4662710620631163
2016-06-01,10V,960,212413,4.519497394227283
2016-06-01,02E,601,215028,2.7949848391837344
2016-06-01,04G,3497,664906,5.259390049119725
2016-06-01,08N,1702,304186,5.595260794382385
2016-06-01,11E,913,203982,4.47588512711906
2016-06-01,12F,1093,334310,3.269420597648889
2016-06-01,10C,404,95303,4.239111045822272
2016-06-01,00P,1501,283901,5.287054290051813
2016-06-01,02G,1057,112271,9.41471974062759
2016-06-01,15M,4746,1037019,4.576579599795182
2016-06-01,06L,2965,400864,7.396523509220083
2016-06-01,07P,1133,369168,3.0690634074459324
2016-06-01,08Y,822,242551,3.3889779881344544
2016-06-01,15D,3502,447628,7.823460552065554
2016-06-01,10Q,2845,716677,3.9697102041784524
2016-06-01,04D,3922,235149,16.678786641661247
2016-06-01,05V,2085,146943,14.18917539454074
2016-06-01,10E,596,143763,4.145712039954648
2016-06-01,04L,1456,139603,10.429575295659836
2016-06-01,04V,2767,380556,7.270940413500246
2016-06-01,08K,629,389997,1.612832919227584
2016-06-01,09N,1349,222525,6.062240197730592
2016-06-01,00C,1152,107416,10.72465926863782
2016-06-01,02Y,3152,301400,10.457863304578634
2016-06-01,09F,630,193291,3.259334371491689
2016-06-01,01V,521,123819,4.207754867992797
2016-06-01,02F,961,259947,3.6969074465179443
2016-06-01,02R,3913,323455,12.097509699958264
2016-06-01,06K,5850,588728,9.936677039311872
2016-06-01,09A,1109,212914,5.2086758033760105
2016-06-01,03M,1182,118822,9.947652791570585
2016-06-01,05N,2403,304925,7.880626383536935
2016-06-01,08A,1157,283150,4.086173406321737
2016-06-01,08P,835,211396,3.94993282748964
2016-06-01,14Y,1991,547122,3.6390421149213523
2016-06-01,05T,3111,303054,10.265497238115978
2016-06-01,09W,1131,295323,3.8297051025487336
2016-06-01,07G,759,171490,4.425914047466325
2016-06-01,04Q,2309,132385,17.44155304603996
2016-06-01,07H,2080,304890,6.822132572403161
2016-06-01,01T,588,154611,3.8030929235306674
2016-06-01,02T,1429,218538,6.538908565100806
2016-06-01,03J,1832,190538,9.614879971449264
2016-06-01,05H,1557,187266,8.314376341674409
2016-06-01,06T,3175,342158,9.27933878500576
2016-06-01,07X,2308,327511,7.04709154807014
2016-06-01,10D,442,110453,4.0017020814283
2016-06-01,10J,703,222472,3.1599482182027403
2016-06-01,99M,1077,224466,4.7980540482745715
2016-06-01,02X,3517,314876,11.169476238265222
2016-06-01,05C,1936,315890,6.128715692171325
2016-06-01,99E,1697,274296,6.18674716364803
2016-06-01,99D,2941,164017,17.93106812098746
2016-06-01,00N,1171,155700,7.5208734746307
2016-06-01,00X,2464,179825,13.702210482413458
2016-06-01,01R,799,180883,4.41721997092043
2016-06-01,03N,3515,589218,5.96553397893479
2016-06-01,08D,776,307166,2.526321272536674
2016-06-01,11M,3382,635973,5.317835820074123
2016-06-01,02P,4420,256407,17.23821892538035
2016-06-01,05A,1779,494037,3.600944868501752
2016-06-01,00M,4211,293370,14.353887582234035
2016-06-01,14L,2265,609222,3.7178565449048135
2016-06-01,03Q,2386,350723,6.803089617732513
2016-06-01,06A,2505,270194,9.271116309022405
2016-06-01,06F,2586,466463,5.543848065119849
2016-06-01,09H,712,130059,5.474438524054468
2016-06-01,02N,1386,158164,8.763056068384715
2016-06-01,08C,1050,209713,5.006842685002838
2016-06-01,10R,456,223107,2.0438623620056746
2016-06-01,00J,2356,254241,9.266798038081978
2016-06-01,01C,641,206359,3.106237188588818
2016-06-01,02M,3465,169266,20.47073836446776
2016-06-01,04K,1700,366805,4.63461512247652
2016-06-01,15E,6752,1280339,5.2736033191209515
2016-06-01,08H,623,238761,2.60930386453399
2016-06-01,08R,1102,221722,4.970187892947024
2016-06-01,08T,785,190499,4.120756539404407
2016-06-01,09L,792,179808,4.404698344901227
2016-06-01,11N,4841,562211,8.610646180882268
2016-06-01,04M,746,105163,7.093749702842254
2016-06-01,01E,4924,204464,24.08247906721966
2016-06-01,01F,654,130125,5.0259365994236305
2016-06-01,04E,2785,190360,14.630174406387896
2016-06-01,05Q,1424,216978,6.562877342403376
2016-06-01,08G,1640,304229,5.390676102541177
2016-06-01,01J,1012,162548,6.22585328641386
2016-06-01,03W,2715,322685,8.413778142770813
2016-06-01,07M,1758,406701,4.322585880044553
2016-06-01,07Y,1398,304840,4.586012334339325
2016-06-01,08X,1663,386779,4.299612957270172
2016-06-01,10K,698,203225,3.4346168040349365
2016-06-01,10L,648,142818,4.537243204638071
2016-06-01,09C,377,128890,2.9249747847001317
2016-06-01,00Y,2255,249277,9.046161499055268
2016-06-01,03L,1925,259438,7.4198845196154775
2016-06-01,05J,731,174949,4.178360550789087
2016-06-01,07J,2028,172552,11.752978812184153
2016-06-01,00R,4683,171723,27.27066263692109
2016-06-01,01D,1891,227976,8.294732778889006
2016-06-01,07T,710,302749,2.345177027834939
2016-06-01,04H,1752,131949,13.277857353977675
2016-06-01,99G,673,185582,3.626429287323124
2016-06-01,01A,4559,375515,12.140660160046867
2016-06-01,02Q,1175,114659,10.247778194472303
2016-06-01,03F,1774,293575,6.042748871668229
2016-06-01,04Y,1159,131805,8.79329312241569
2016-06-01,05F,990,184754,5.358476677094949
2016-06-01,15A,725,528275,1.372391273484454
2016-06-01,99C,1879,217019,8.658228081412227
2016-06-01,01H,2298,323871,7.095417619978326
2016-06-01,06Q,1693,384627,4.401667069654496
2016-06-01,99K,990,168516,5.8748130741294595
2016-06-01,09X,884,235357,3.755996210012874
2016-06-01,02H,3898,323645,12.044060621977785
2016-06-01,99F,1026,183678,5.585862215398686
2016-06-01,00D,4985,289629,17.211674245327643
2016-06-01,01W,1590,307372,5.172884973257161
2016-06-01,08F,871,271982,3.202417807060761
2016-06-01,08M,419,376784,1.1120429742239586
2016-06-01,06P,1031,228363,4.514741880252054
2016-06-01,01Y,1265,244824,5.1669770937489785
2016-06-01,06W,294,230023,1.2781330562595914
2016-06-01,07W,2593,426149,6.0847262342513995
2016-06-01,11A,2424,553305,4.380947217176783
2016-06-01,99H,1884,303421,6.209194485549781
2016-07-01,03M,1126,118959,9.46544607806051
2016-07-01,04V,2637,381034,6.920642252397424
2016-07-01,99C,1779,217419,8.182357567645884
2016-07-01,08E,1479,260436,5.67893839561351
2016-07-01,09G,3557,507596,7.007541430586529
2016-07-01,08Q,1133,317704,3.5662125752272553
2016-07-01,08V,981,303083,3.236737131412847
2016-07-01,99F,992,184103,5.388288077869453
2016-07-01,01V,518,123881,4.1814321808832675
2016-07-01,03R,2890,366071,7.894643388850799
2016-07-01,06A,2602,272390,9.552479900143176
2016-07-01,07Q,1382,343226,4.026501488814949
2016-07-01,05H,1495,187976,7.953142954419712
2016-07-01,02N,1349,158466,8.512867113450204
2016-07-01,03N,3420,588531,5.811078770701968
2016-07-01,07H,2057,306392,6.713621765581347
2016-07-01,15M,4625,1038671,4.4528055563311195
2016-07-01,05R,1662,279677,5.942569464060327
2016-07-01,06W,309,230221,1.3421885927000576
2016-07-01,00Y,2064,250284,8.246631826245384
2016-07-01,02D,456,104335,4.370537211865625
2016-07-01,05N,2289,305698,7.487782059418119
2016-07-01,09C,376,129761,2.8976348825918423
2016-07-01,03Q,2325,350089,6.641168388609753
2016-07-01,06Y,923,222962,4.139718875862255
2016-07-01,08F,883,272442,3.241056812092115
2016-07-01,01W,1451,308218,4.707706882790752
2016-07-01,04E,2543,190787,13.329000403591438
2016-07-01,06Q,1747,385656,4.529943784097746
2016-07-01,01F,719,130288,5.5185435343239595
2016-07-01,03F,1808,293705,6.1558366388042405
2016-07-01,04Y,1094,132033,8.285807336044778
2016-07-01,09A,1086,210221,5.165991979868804
2016-07-01,03T,4293,246564,17.411300919842315
2016-07-01,05V,2039,147404,13.832731811891128
2016-07-01,08L,660,318626,2.0713940481944344
2016-07-01,09H,711,130665,5.441395936172656
2016-07-01,09N,1337,222037,6.021518936033184
2016-07-01,10R,428,225673,1.8965494321429677
2016-07-01,01X,803,196009,4.096750659408496
2016-07-01,99K,1032,168961,6.107918395369345
2016-07-01,04G,3363,667626,5.037251395242246
2016-07-01,04N,1185,124752,9.498845709888418
2016-07-01,08M,454,381321,1.1905979476608946
2016-07-01,15C,6143,981573,6.258322101361795
2016-07-01,01R,768,181545,4.230356110055358
2016-07-01,01T,568,154737,3.67074455366202
2016-07-01,09L,806,180403,4.467774926137591
2016-07-01,10X,421,276086,1.5248871728374493
2016-07-01,04D,3888,234646,16.569641076344794
2016-07-01,08R,1047,222513,4.705343058607812
2016-07-01,09D,1198,311446,3.846573723855821
2016-07-01,15D,3436,445165,7.718486403917649
2016-07-01,00R,4433,172104,25.757681401943007
2016-07-01,08K,604,392744,1.5378974599230033
2016-07-01,08P,797,212210,3.755713679845436
2016-07-01,08X,1536,388518,3.9534847806279245
2016-07-01,09W,1136,295819,3.840186059718949
2016-07-01,03H,1883,168928,11.146760750142072
2016-07-01,02R,3708,322746,11.488910784331951
2016-07-01,08C,1119,207849,5.383716063103502
2016-07-01,08D,834,308872,2.7001476339713535
2016-07-01,01H,2200,322934,6.812537546371704
2016-07-01,02X,3459,315540,10.962160106484122
2016-07-01,04Q,2294,132758,17.279561307039877
2016-07-01,15E,6852,1285914,5.328505638790775
2016-07-01,11J,4398,790645,5.5625470343833205
2016-07-01,00L,2381,322974,7.372110448519076
2016-07-01,02F,901,260104,3.463999015778304
2016-07-01,05J,705,175567,4.015561010896125
2016-07-01,07K,2446,247033,9.901511134139973
2016-07-01,05C,2000,316699,6.315144664176394
2016-07-01,06K,5923,589641,10.045095235914735
2016-07-01,07M,1700,409239,4.154051788808007
2016-07-01,07V,1229,403191,3.0481831191668465
2016-07-01,08G,1707,303783,5.61914261166688
2016-07-01,15N,3911,1198740,3.2625923886747756
2016-07-01,03J,2099,191111,10.983145920433675
2016-07-01,07J,1931,173217,11.147866548895319
2016-07-01,09E,851,220275,3.8633526273975716
2016-07-01,02H,3810,324459,11.742623875435726
2016-07-01,04K,1619,364427,4.442590697176664
2016-07-01,07G,790,172303,4.584946286483694
2016-07-01,99H,1978,304260,6.501018865444028
2016-07-01,05A,1757,496589,3.5381371717859236
2016-07-01,08J,508,202782,2.505153317355584
2016-07-01,08Y,773,241038,3.2069632174180005
2016-07-01,99M,1061,225369,4.707834706636671
2016-07-01,02T,1400,218935,6.394592002192432
2016-07-01,01K,3565,347770,10.251027978261495
2016-07-01,15F,10141,857439,11.827080410384879
2016-07-01,05G,2942,216155,13.610603502116538
2016-07-01,07T,623,305106,2.0419133022621647
2016-07-01,11X,1838,565524,3.250083108762846
2016-07-01,07Y,1528,303698,5.0313140027263925
2016-07-01,09P,903,187204,4.823614880023931
2016-07-01,10J,692,223496,3.0962522819200347
2016-07-01,00X,2408,180445,13.344786500041566
2016-07-01,03A,1524,244777,6.226075162290575
2016-07-01,09F,656,193688,3.386890256494981
2016-07-01,09X,853,236660,3.604326882447393
2016-07-01,10E,592,144325,4.101853455742249
2016-07-01,10V,903,210272,4.294437680718309
2016-07-01,99J,2733,481548,5.675446684442673
2016-07-01,99N,3404,480478,7.084611574307251
2016-07-01,04C,2408,395304,6.0915143788071955
2016-07-01,06N,4259,636064,6.695867082557731
2016-07-01,06P,1072,229493,4.671166440806474
2016-07-01,10D,443,110935,3.99332942714202
2016-07-01,12D,2589,228135,11.348543625484911
2016-07-01,01E,4717,204376,23.080009394449444
2016-07-01,04F,924,286774,3.222049418706019
2016-07-01,07W,2710,425302,6.371942760673593
2016-07-01,10K,645,203749,3.165659708759307
2016-07-01,02Q,1133,115082,9.845153890269547
2016-07-01,00D,4816,290190,16.59602329508253
2016-07-01,07R,104,266726,0.3899132443031425
2016-07-01,08W,886,303659,2.9177465512301626
2016-07-01,09Y,1690,367912,4.593489747548326
2016-07-01,03W,2419,323657,7.473961632221765
2016-07-01,07X,2083,327395,6.362345179370486
2016-07-01,11E,894,198541,4.502848278189391
2016-07-01,06V,1139,172111,6.617822219381677
2016-07-01,00T,1773,303826,5.835576942065524
2016-07-01,00V,1095,201063,5.446054221811074
2016-07-01,01D,1737,231884,7.490814372703592
2016-07-01,05T,2924,304255,9.610359731146572
2016-07-01,01A,4528,376590,12.023686237021694
2016-07-01,05Y,2459,280307,8.772524410735372
2016-07-01,06D,683,114870,5.945851832506311
2016-07-01,06H,4841,937412,5.164218081270562
2016-07-01,08A,1217,285896,4.256792679855612
2016-07-01,08N,1694,306009,5.535784895215501
2016-07-01,09J,2315,262407,8.822173188977429
2016-07-01,99A,2960,515137,5.746044256188161
2016-07-01,01G,1892,264025,7.165988069311618
2016-07-01,02E,598,215646,2.773063261085297
2016-07-01,05F,972,185362,5.243793226227599
2016-07-01,10A,1001,202459,4.944210926656755
2016-07-01,04H,1588,132466,11.987981821750486
2016-07-01,01J,942,162976,5.77999214608286
2016-07-01,04M,727,104910,6.9297493089314655
2016-07-01,07L,587,216763,2.7080267388807124
2016-07-01,02M,3292,169442,19.428477000979683
2016-07-01,10L,693,143113,4.842327391641569
2016-07-01,00N,1096,156013,7.025055604340663
2016-07-01,05W,4341,287217,15.114007875578393
2016-07-01,07P,1094,365542,2.9928161469817423
2016-07-01,11N,4605,564043,8.164271163723333
2016-07-01,99G,616,185980,3.3121841058178303
2016-07-01,03D,1929,143573,13.435673838395799
2016-07-01,00P,1595,284024,5.615722614990282
2016-07-01,05Q,1348,217495,6.197843628589163
2016-07-01,10Q,2802,717907,3.903012507191043
2016-07-01,06L,2864,402162,7.1215082479199925
2016-07-01,07N,667,235757,2.829184287210984
2016-07-01,00Q,2282,172606,13.220861383729419
2016-07-01,01Y,1217,245321,4.9608472165040896
2016-07-01,03E,1104,161404,6.839979182672053
2016-07-01,03V,182,75570,2.408363107053064
2016-07-01,13T,3156,513284,6.148642856586216
2016-07-01,10C,430,95882,4.4846790847082865
2016-07-01,02W,1713,142092,12.055569630943333
2016-07-01,03L,1847,260142,7.099968478753912
2016-07-01,05D,2117,139347,15.192289751483706
2016-07-01,11M,3187,638636,4.990323126162634
2016-07-01,03K,2667,172306,15.478277018792149
2016-07-01,00J,2319,253875,9.134416543574595
2016-07-01,02A,1820,238933,7.617198126671493
2016-07-01,05X,999,181739,5.496893897292271
2016-07-01,14Y,1992,550176,3.620659570755541
2016-07-01,15A,673,529323,1.2714353995575483
2016-07-01,02G,1066,112381,9.485589201021526
2016-07-01,00M,4283,293620,14.586881002656494
2016-07-01,14L,2115,612041,3.455650846920386
2016-07-01,01C,623,206944,3.0104762641100975
2016-07-01,08H,545,240109,2.2698024647139423
2016-07-01,00K,1274,295271,4.314680412231475
2016-07-01,02P,4126,257054,16.051102103060053
2016-07-01,99D,2765,164640,16.79421768707483
2016-07-01,00C,1062,107526,9.87668098878411
2016-07-01,02Y,2903,301752,9.620483045679897
2016-07-01,06M,1093,237568,4.600787984913794
2016-07-01,11A,2375,554864,4.280328152484212
2016-07-01,12F,1015,334966,3.030158284721434
2016-07-01,99E,1752,275461,6.360247004113106
2016-07-01,04L,1356,139689,9.707278311105384
2016-07-01,05L,3597,553564,6.497893649153485
2016-07-01,06F,2484,468215,5.3052550644468885
2016-07-01,06T,3038,343155,8.853142166076555
2016-07-01,08T,770,191129,4.028692663070492
2016-08-01,03K,2731,172306,15.849709238215729
2016-08-01,05Q,1424,217495,6.5472769488953775
2016-08-01,08Y,756,241038,3.136434918975431
2016-08-01,08A,1104,285896,3.8615440579791254
2016-08-01,07M,1789,409239,4.371528617751485
2016-08-01,15N,4002,1198740,3.3385054307022375
2016-08-01,00L,2336,322974,7.232780347644082
2016-08-01,05Y,2552,280307,9.104303495809951
2016-08-01,01F,649,130288,4.9812722583814315
2016-08-01,08L,651,318626,2.043147765719056
2016-08-01,09E,896,220275,4.067642719328113
2016-08-01,99E,1657,275461,6.015370596926607
2016-08-01,06L,2924,402162,7.2707018564658
2016-08-01,07Y,1337,303698,4.402399752385595
2016-08-01,00V,1119,201063,5.565419793795975
2016-08-01,04E,2715,190787,14.230529333759641
2016-08-01,04Q,2370,132758,17.852031515991502
2016-08-01,11N,4764,564043,8.446164565467527
2016-08-01,04H,1619,132466,12.222004136910604
2016-08-01,00R,4517,172104,26.245758378654763
2016-08-01,02G,1045,112381,9.298724873421662
2016-08-01,04Y,1116,132033,8.45243234645884
2016-08-01,12D,2502,228135,10.967190479321454
2016-08-01,15C,6289,981573,6.407062948960496
2016-08-01,02R,3781,322746,11.715094842383792
2016-08-01,99A,2987,515137,5.798457497714201
2016-08-01,03V,210,75570,2.7788805081381507
2016-08-01,00N,1109,156013,7.108381993808208
2016-08-01,03E,1095,161404,6.784218482813315
2016-08-01,05R,1731,279677,6.189282636755973
2016-08-01,06Y,898,222962,4.027592145746809
2016-08-01,05X,1130,181739,6.2177078117520175
2016-08-01,08J,488,202782,2.4065252339951275
2016-08-01,09X,867,236660,3.663483478407843
2016-08-01,01Y,1205,245321,4.911931713958447
2016-08-01,03T,4462,246564,18.096721338070438
2016-08-01,07K,2510,247033,10.160585832662035
2016-08-01,99F,1041,184103,5.654443436554539
2016-08-01,02H,3643,324459,11.227920939163345
2016-08-01,02D,468,104335,4.485551349019984
2016-08-01,00J,2488,253875,9.800098473658297
2016-08-01,09F,642,193688,3.314609061996613
2016-08-01,07V,1301,403191,3.226758533796638
2016-08-01,05F,930,185362,5.0172095683041835
2016-08-01,99G,660,185980,3.548768684804817
2016-08-01,11A,2469,554864,4.449739035150957
2016-08-01,02F,941,260104,3.6177836557684624
2016-08-01,08H,559,240109,2.3281093170185208
2016-08-01,04D,4042,234646,17.225948876179437
2016-08-01,01C,644,206944,3.111952992113809
2016-08-01,01X,797,196009,4.0661398201103
2016-08-01,08R,1132,222513,5.087343211407873
2016-08-01,01K,3688,347770,10.604710009489029
2016-08-01,02N,1431,158466,9.030328272310781
2016-08-01,08C,1129,207849,5.431827913533382
2016-08-01,09H,705,130665,5.3954769831247855
2016-08-01,00P,1461,284024,5.143931498746586
2016-08-01,05G,3112,216155,14.397076172191252
2016-08-01,99H,1863,304260,6.123052652336819
2016-08-01,05V,1978,147404,13.41890315052509
2016-08-01,10A,975,202459,4.81578986362671
2016-08-01,09D,1132,311446,3.634658977800325
2016-08-01,15A,749,529323,1.4150150286309118
2016-08-01,00T,1771,303826,5.8289942269588515
