month,pct,dementia_register,items,cost
2012-05-01,06W,1421,755,43613.36999999997
2011-07-01,06W,1421,705,39932.96999999999
2018-08-01,06W,1421,577,6501.782790000001
2016-12-01,06W,1421,720,8633.18
2015-10-01,06W,1421,701,7504.92
2015-08-01,06W,1421,708,8766.750000000005
2012-03-01,06W,1421,759,44037.67000000002
2016-09-01,06W,1421,698,7936.169999999999
2011-12-01,06W,1421,732,43615.969999999994
2013-08-01,06W,1421,811,16474.829999999998
2014-05-01,06W,1421,773,14755.529999999997
2011-01-01,06Y,1941,537,33185.16000000001
2016-05-01,06Y,1941,879,5975.29
2013-08-01,06Y,1941,751,11800.470000000003
2011-05-01,06Y,1941,558,35289.94000000001
2014-10-01,06Y,1941,911,12913.230000000001
2015-10-01,06Y,1941,822,6443.299999999998
2011-10-01,06Y,1941,632,39285.090000000026
2013-11-01,06Y,1941,716,10325.789999999999
2017-11-01,06Y,1941,684,5973.378779999999
2013-10-01,06Y,1941,789,10707.809999999998
2015-08-01,06Y,1941,817,8465.910000000003
2013-03-01,06Y,1941,685,12544.670000000004
2018-05-01,06Y,1941,674,7151.10105
2013-09-01,06Y,1941,705,11639.84
2010-10-01,06Y,1941,542,33771.83000000002
2012-04-01,06Y,1941,619,37988.33000000002
2017-03-01,06Y,1941,762,5994.92507
2012-12-01,06Y,1941,734,13732.780000000004
2017-04-01,06Y,1941,674,5516.5812000000005
2014-08-01,06Y,1941,855,11889.369999999999
2018-06-01,06Y,1941,663,6947.201859999999
2016-12-01,06Y,1941,756,6142.09
2011-08-01,06Y,1941,575,36691.54
2015-05-01,06Y,1941,735,7558.0999999999985
2015-02-01,06Y,1941,697,8544.249999999998
2011-06-01,06Y,1941,558,34858.1
2017-02-01,06Y,1941,698,5339.927210000001
2018-12-01,06Y,1941,653,6662.925090000002
2012-09-01,06Y,1941,655,15363.769999999995
2012-02-01,06Y,1941,593,37165.83
2013-01-01,06Y,1941,715,13163.450000000006
2015-09-01,06Y,1941,833,8507.0
2014-05-01,06Y,1941,848,11135.600000000004
2015-12-01,06Y,1941,910,6879.95
2017-12-01,06Y,1941,681,5628.22952
2013-02-01,06Y,1941,631,11519.33
2014-12-01,06Y,1941,811,10765.940000000002
2012-11-01,06Y,1941,688,12768.449999999995
2016-10-01,06Y,1941,701,6174.66
2018-10-01,06Y,1941,744,6753.99597
2011-12-01,06Y,1941,671,44167.69
2017-06-01,06Y,1941,700,5830.63651
2016-06-01,06Y,1941,837,6542.250000000001
2018-04-01,06Y,1941,661,6410.9631
2019-02-01,06Y,1941,620,5788.666959999999
2019-03-01,06Y,1941,671,6356.212749999999
2010-08-01,06Y,1941,528,32731.87
2013-06-01,06Y,1941,721,12519.260000000002
2017-07-01,06Y,1941,708,5441.221720000001
2019-01-01,06Y,1941,677,6489.730399999999
2016-11-01,06Y,1941,791,6610.290000000001
2017-05-01,06Y,1941,768,6496.792300000001
2015-04-01,06Y,1941,790,8138.870000000001
2012-03-01,06Y,1941,664,42256.66000000001
2014-07-01,06Y,1941,857,11629.31
2014-11-01,06Y,1941,786,10657.400000000009
2015-07-01,06Y,1941,816,8240.140000000003
2016-02-01,06Y,1941,829,5816.27
2013-05-01,06Y,1941,713,12482.92
2013-04-01,06Y,1941,681,11941.220000000005
2011-02-01,06Y,1941,509,31549.149999999987
2018-02-01,06Y,1941,620,5440.45069
2016-07-01,06Y,1941,851,7551.239999999998
2017-08-01,06Y,1941,722,5648.2294999999995
2014-04-01,06Y,1941,825,9867.460000000005
2016-04-01,06Y,1941,867,6218.749999999998
2018-11-01,06Y,1941,648,6335.8206599999985
2017-01-01,06Y,1941,744,5933.381010000001
2015-03-01,06Y,1941,775,9291.27
2011-11-01,06Y,1941,590,37222.75
2011-09-01,06Y,1941,633,39382.33000000002
2015-11-01,06Y,1941,790,6876.389999999998
2012-08-01,06Y,1941,696,15664.079999999998
2012-07-01,06Y,1941,614,15216.540000000003
2018-03-01,06Y,1941,694,6860.52314
2012-01-01,06Y,1941,620,38771.51
2010-09-01,06Y,1941,578,35918.45
2012-06-01,06Y,1941,613,33741.86
2011-04-01,06Y,1941,531,32836.36000000001
2018-09-01,06Y,1941,688,6343.59732
2012-10-01,06Y,1941,695,13616.060000000001
2010-11-01,06Y,1941,533,33424.01
2016-01-01,06Y,1941,782,6631.460000000002
2018-07-01,06Y,1941,704,6557.141229999999
2012-05-01,06Y,1941,635,40227.949999999975
2011-03-01,06Y,1941,557,34471.49999999998
2016-03-01,06Y,1941,833,6080.66
2013-07-01,06Y,1941,754,12352.11
2013-12-01,06Y,1941,722,10148.659999999998
2016-08-01,06Y,1941,749,5450.320000000001
2018-01-01,06Y,1941,673,6294.91059
2010-12-01,06Y,1941,619,37852.68000000001
2017-10-01,06Y,1941,699,6170.43448
2014-03-01,06Y,1941,748,11246.720000000005
2014-09-01,06Y,1941,808,11219.920000000002
2011-07-01,06Y,1941,578,35955.07
2015-06-01,06Y,1941,777,9566.250000000002
2014-01-01,06Y,1941,753,10668.010000000002
2016-09-01,06Y,1941,789,6197.88
2014-06-01,06Y,1941,817,11124.310000000001
2017-09-01,06Y,1941,682,5867.445049999999
2018-08-01,06Y,1941,714,6857.609299999998
2015-01-01,06Y,1941,806,10463.229999999996
2014-02-01,06Y,1941,655,8709.15
2015-01-01,07G,937,325,3497.2399999999984
2014-03-01,07G,937,346,3935.920000000001
2018-05-01,07G,937,256,1564.26133
2014-02-01,07G,937,335,3352.869999999999
2019-01-01,07G,937,229,1380.63786
2016-03-01,07G,937,348,3281.8399999999997
2015-09-01,07G,937,383,3649.2699999999995
2016-01-01,07G,937,349,3730.969999999999
2018-04-01,07G,937,236,1546.3087500000001
2014-07-01,07G,937,393,4437.66
2011-03-01,07G,937,352,16765.130000000005
2017-12-01,07G,937,280,2188.53339
2012-04-01,07G,937,332,16649.7
2011-12-01,07G,937,340,16956.27999999999
2011-05-01,07G,937,327,15617.15
2011-06-01,07G,937,336,17609.199999999986
2017-04-01,07G,937,296,2009.1950299999999
2016-12-01,07G,937,323,1885.6599999999999
2014-12-01,07G,937,374,2891.070000000001
2013-08-01,07G,937,382,4990.490000000001
2018-02-01,07G,937,260,1527.9418100000003
2011-10-01,07G,937,315,16101.590000000006
2017-02-01,07G,937,295,1597.38521
2011-02-01,07G,937,291,14317.8
2013-07-01,07G,937,336,3508.1499999999996
2012-03-01,07G,937,349,17146.63
2018-10-01,07G,937,247,1509.08204
2013-01-01,07G,937,347,5310.5599999999995
2019-03-01,07G,937,247,1490.1116199999997
2015-07-01,07G,937,404,2785.7999999999997
2018-11-01,07G,937,257,1433.0036300000002
2014-01-01,07G,937,354,3645.3999999999996
2011-08-01,07G,937,344,17656.749999999996
2012-12-01,07G,937,342,5854.589999999999
2016-02-01,07G,937,326,2435.0999999999995
2014-10-01,07G,937,360,3250.130000000001
2010-11-01,07G,937,293,15375.019999999999
2014-04-01,07G,937,332,3089.0699999999997
2015-06-01,07G,937,375,3770.1699999999996
2015-05-01,07G,937,351,3348.6499999999996
2017-09-01,07G,937,291,1977.14912
2012-10-01,07G,937,336,6116.510000000001
2011-11-01,07G,937,315,15288.41
2018-12-01,07G,937,223,1364.11203
2011-07-01,07G,937,305,15626.810000000003
2016-11-01,07G,937,364,2342.0499999999997
2013-09-01,07G,937,359,4193.369999999999
2015-04-01,07G,937,341,3580.8099999999995
2011-09-01,07G,937,335,16814.299999999996
2013-05-01,07G,937,346,5156.469999999998
2012-05-01,07G,937,362,16994.190000000013
2012-07-01,07G,937,317,6716.419999999998
2015-10-01,07G,937,363,3741.4600000000005
2010-10-01,07G,937,279,13991.029999999999
2015-03-01,07G,937,368,3676.2200000000003
2012-09-01,07G,937,322,7353.51
2013-02-01,07G,937,336,4901.53
2019-02-01,07G,937,232,1406.62602
2016-09-01,07G,937,305,1904.9299999999998
2018-01-01,07G,937,280,1844.77253
2013-11-01,07G,937,364,5047.160000000002
2018-07-01,07G,937,242,1348.1760100000001
2016-08-01,07G,937,336,2430.4
2014-05-01,07G,937,399,4231.719999999999
2010-09-01,07G,937,338,17372.579999999998
2013-03-01,07G,937,340,5751.590000000002
2011-01-01,07G,937,275,13555.030000000002
2010-08-01,07G,937,289,13484.809999999998
2017-05-01,07G,937,282,1869.8790499999996
2013-04-01,07G,937,354,5328.179999999997
2015-08-01,07G,937,349,3843.9400000000005
2014-08-01,07G,937,388,3328.48
2015-12-01,07G,937,385,5476.53
2018-03-01,07G,937,264,1566.61581
2010-12-01,07G,937,327,16189.590000000004
2013-06-01,07G,937,357,4866.290000000001
2014-06-01,07G,937,347,3403.7299999999996
2016-07-01,07G,937,341,2738.63
2018-08-01,07G,937,256,1600.0498199999997
2014-11-01,07G,937,317,3727.7999999999993
2016-04-01,07G,937,396,3094.91
2012-08-01,07G,937,370,8029.869999999996
2017-11-01,07G,937,289,2001.72458
2013-12-01,07G,937,382,4544.129999999999
2016-06-01,07G,937,345,2872.67
2017-06-01,07G,937,327,1994.68855
2012-01-01,07G,937,310,14595.369999999999
2018-06-01,07G,937,256,1383.72593
2017-07-01,07G,937,299,2144.02371
2017-01-01,07G,937,331,2016.40461
2017-10-01,07G,937,303,2504.5152199999998
2015-11-01,07G,937,346,3092.14
2012-11-01,07G,937,333,5852.029999999998
2015-02-01,07G,937,336,3015.229999999999
2014-09-01,07G,937,323,2912.3299999999995
2011-04-01,07G,937,311,15187.32
2018-09-01,07G,937,236,1212.6812499999999
2012-02-01,07G,937,320,15788.240000000002
2016-10-01,07G,937,312,1793.4799999999998
2016-05-01,07G,937,354,3799.02
2013-10-01,07G,937,369,4947.049999999999
2017-03-01,07G,937,335,2369.27845
2012-06-01,07G,937,337,13821.420000000002
2017-08-01,07G,937,333,1944.6251100000004
2017-09-01,07H,2365,1577,14382.098559999995
2016-11-01,07H,2365,1536,14968.23
2012-06-01,07H,2365,1229,62371.770000000004
2013-12-01,07H,2365,1311,18017.449999999993
2018-04-01,07H,2365,1634,13355.547310000004
2015-05-01,07H,2365,1454,13648.929999999998
2012-05-01,07H,2365,1317,75106.38999999994
2014-06-01,07H,2365,1273,17863.96000000001
2012-07-01,07H,2365,1222,24569.589999999986
2014-10-01,07H,2365,1357,15576.090000000002
2018-07-01,07H,2365,1641,13639.99923
2012-08-01,07H,2365,1319,26545.36999999999
2013-05-01,07H,2365,1154,19093.83
2012-10-01,07H,2365,1349,22289.169999999984
2013-10-01,07H,2365,1232,18072.4
2010-10-01,07H,2365,1319,66344.66
2014-08-01,07H,2365,1298,16444.100000000002
2013-09-01,07H,2365,1210,17973.59000000002
2015-07-01,07H,2365,1484,12615.520000000006
2016-08-01,07H,2365,1554,14561.83
2015-12-01,07H,2365,1518,12689.039999999997
2014-07-01,07H,2365,1294,16710.980000000003
2016-12-01,07H,2365,1664,15280.150000000001
2016-07-01,07H,2365,1497,14498.250000000002
2011-10-01,07H,2365,1338,70823.53
2011-02-01,07H,2365,1199,62981.88999999997
2016-03-01,07H,2365,1532,11923.92
2016-10-01,07H,2365,1554,15682.759999999997
2019-03-01,07H,2365,1620,14415.71082
2013-01-01,07H,2365,1219,18030.470000000005
2011-06-01,07H,2365,1426,70632.25999999995
2017-01-01,07H,2365,1607,13738.857870000002
2018-02-01,07H,2365,1481,13029.681079999997
2011-07-01,07H,2365,1347,68426.01000000004
2011-05-01,07H,2365,1391,70809.73
2012-01-01,07H,2365,1332,71447.39999999998
2017-03-01,07H,2365,1720,14008.95877
2017-06-01,07H,2365,1609,15070.041239999999
2011-03-01,07H,2365,1341,67292.78999999995
2016-02-01,07H,2365,1374,11541.849999999999
2018-05-01,07H,2365,1636,14499.060550000002
2011-01-01,07H,2365,1384,67863.08000000002
2015-10-01,07H,2365,1443,11320.7
2017-10-01,07H,2365,1637,14466.631200000003
2018-01-01,07H,2365,1666,14162.516180000002
2019-02-01,07H,2365,1553,13140.678470000006
2014-12-01,07H,2365,1433,16032.069999999998
2017-11-01,07H,2365,1622,13870.559740000002
2016-09-01,07H,2365,1663,15069.22
2015-06-01,07H,2365,1437,14139.529999999999
2014-09-01,07H,2365,1288,16831.149999999998
2013-08-01,07H,2365,1240,19304.42999999999
2012-09-01,07H,2365,1345,23350.249999999985
2011-09-01,07H,2365,1449,72898.90000000007
2011-11-01,07H,2365,1354,72327.76
2018-12-01,07H,2365,1719,15789.50501
2016-05-01,07H,2365,1487,13522.32
2016-01-01,07H,2365,1431,10368.18000000001
2013-02-01,07H,2365,1165,18837.770000000004
2011-08-01,07H,2365,1497,77403.52000000002
2015-09-01,07H,2365,1480,12908.47000000001
2014-03-01,07H,2365,1166,16443.75000000001
2018-10-01,07H,2365,1697,15145.464750000001
2010-11-01,07H,2365,1281,63730.770000000026
2015-08-01,07H,2365,1364,11105.439999999999
2015-11-01,07H,2365,1389,11574.630000000003
2016-04-01,07H,2365,1501,12397.86
2015-04-01,07H,2365,1451,13602.740000000003
2018-09-01,07H,2365,1566,14186.01353
2010-09-01,07H,2365,1352,67063.8
2017-04-01,07H,2365,1539,13772.354649999997
2012-03-01,07H,2365,1258,69628.21000000002
2014-04-01,07H,2365,1209,16977.920000000006
2017-05-01,07H,2365,1566,13331.305210000002
2013-04-01,07H,2365,1220,21056.70999999999
2017-12-01,07H,2365,1652,14383.520299999996
2017-02-01,07H,2365,1448,11962.49609
2015-02-01,07H,2365,1263,12728.319999999996
2018-03-01,07H,2365,1682,14459.34776
2019-01-01,07H,2365,1607,14374.370239999997
2012-04-01,07H,2365,1241,70232.19000000002
2017-08-01,07H,2365,1667,14751.5402
2015-03-01,07H,2365,1368,13973.47
2012-11-01,07H,2365,1249,21640.43
2012-02-01,07H,2365,1220,68210.30999999998
2013-06-01,07H,2365,1220,20169.01
2014-05-01,07H,2365,1365,17731.47
2014-02-01,07H,2365,1125,15543.389999999996
2010-12-01,07H,2365,1341,67859.61000000002
2011-12-01,07H,2365,1382,75687.95000000001
2013-11-01,07H,2365,1193,16351.660000000003
2014-11-01,07H,2365,1249,14148.19
2013-03-01,07H,2365,1198,19331.090000000007
2018-08-01,07H,2365,1657,14375.139330000002
2010-08-01,07H,2365,1307,66476.02
2015-01-01,07H,2365,1315,13273.549999999988
2013-07-01,07H,2365,1211,18310.760000000006
2016-06-01,07H,2365,1543,14002.18
2018-06-01,07H,2365,1605,13586.985249999998
2014-01-01,07H,2365,1230,18444.510000000002
2018-11-01,07H,2365,1589,15330.844090000002
2017-07-01,07H,2365,1618,13945.156889999998
2011-04-01,07H,2365,1354,66403.80999999998
2012-12-01,07H,2365,1275,20462.59999999999
2017-12-01,07J,1574,760,6699.127390000001
2011-10-01,07J,1574,379,22587.51000000001
2013-09-01,07J,1574,503,12423.609999999997
2010-12-01,07J,1574,380,23590.570000000007
2014-08-01,07J,1574,637,14155.380000000001
2016-01-01,07J,1574,741,7805.459999999998
2017-03-01,07J,1574,779,8423.8935
2013-06-01,07J,1574,475,11626.179999999997
2012-06-01,07J,1574,431,22992.369999999995
2015-07-01,07J,1574,719,9765.400000000007
2012-08-01,07J,1574,461,14210.14
2010-11-01,07J,1574,350,20804.460000000003
2018-08-01,07J,1574,704,6147.19938
2014-02-01,07J,1574,525,10788.89
2013-11-01,07J,1574,564,13389.019999999997
2014-05-01,07J,1574,647,14547.829999999994
2016-08-01,07J,1574,743,9126.89
2012-09-01,07J,1574,445,12863.709999999994
2014-07-01,07J,1574,665,14223.420000000002
2011-05-01,07J,1574,376,22433.510000000006
2014-06-01,07J,1574,569,12439.029999999999
2012-12-01,07J,1574,466,11972.250000000002
2016-09-01,07J,1574,751,8321.91
2011-04-01,07J,1574,350,21009.989999999994
2016-10-01,07J,1574,734,8836.23
2018-06-01,07J,1574,701,6175.055680000001
2015-09-01,07J,1574,742,9047.829999999998
2013-04-01,07J,1574,471,12374.579999999998
2014-01-01,07J,1574,551,12899.580000000005
2014-04-01,07J,1574,554,11688.180000000004
2013-05-01,07J,1574,488,13157.99
2019-02-01,07J,1574,616,5052.79826
2013-08-01,07J,1574,519,13242.019999999999
2016-05-01,07J,1574,734,8027.650000000001
2013-07-01,07J,1574,485,12186.579999999998
2017-08-01,07J,1574,754,7137.4293
2010-09-01,07J,1574,362,22319.030000000002
2017-07-01,07J,1574,740,7867.975349999999
2012-10-01,07J,1574,472,13204.28
2018-02-01,07J,1574,647,5935.989780000002
2018-03-01,07J,1574,724,6503.2953800000005
2015-12-01,07J,1574,789,8670.0
2018-07-01,07J,1574,690,6370.01968
2017-05-01,07J,1574,747,7465.135989999998
2011-07-01,07J,1574,357,21510.150000000016
2016-07-01,07J,1574,759,10153.239999999998
2012-05-01,07J,1574,471,27243.489999999987
2016-06-01,07J,1574,800,9889.86
2018-09-01,07J,1574,642,5654.862080000001
2011-11-01,07J,1574,438,25312.52
2017-11-01,07J,1574,734,6764.8487000000005
2015-01-01,07J,1574,674,10455.599999999995
2017-02-01,07J,1574,688,6804.32525
2014-03-01,07J,1574,547,11682.870000000003
2010-08-01,07J,1574,323,19924.94
2014-09-01,07J,1574,658,14301.950000000003
2017-10-01,07J,1574,776,6927.670070000002
2017-01-01,07J,1574,732,8738.48835
2018-01-01,07J,1574,739,6228.90705
2012-04-01,07J,1574,417,24924.950000000015
2018-11-01,07J,1574,657,5845.056710000001
2014-12-01,07J,1574,725,12967.259999999997
2016-04-01,07J,1574,733,7601.429999999999
2017-04-01,07J,1574,675,7347.404770000001
2012-03-01,07J,1574,423,24915.730000000003
2015-02-01,07J,1574,637,9192.839999999997
2015-03-01,07J,1574,723,10839.670000000007
2015-05-01,07J,1574,681,9071.700000000003
2016-03-01,07J,1574,811,8175.739999999998
2012-07-01,07J,1574,464,14471.849999999995
2015-06-01,07J,1574,714,10130.189999999995
2013-01-01,07J,1574,480,12973.780000000004
2014-11-01,07J,1574,631,11284.870000000003
2018-10-01,07J,1574,683,5493.9144400000005
2011-02-01,07J,1574,354,21527.920000000002
2018-05-01,07J,1574,722,6159.07337
2016-11-01,07J,1574,773,8927.09
2019-01-01,07J,1574,696,5853.698009999998
2011-06-01,07J,1574,397,23888.380000000005
2016-12-01,07J,1574,826,8980.37
2013-03-01,07J,1574,468,11946.870000000004
2011-01-01,07J,1574,329,20228.199999999997
2011-03-01,07J,1574,388,23459.579999999998
2012-01-01,07J,1574,399,23767.21999999999
2016-02-01,07J,1574,727,6911.58
2013-02-01,07J,1574,447,11377.759999999995
2017-09-01,07J,1574,740,7411.410100000001
2018-12-01,07J,1574,672,5443.12043
2013-12-01,07J,1574,546,11874.39999999999
2015-04-01,07J,1574,688,9571.520000000004
2015-08-01,07J,1574,757,8695.470000000003
2011-09-01,07J,1574,406,22829.700000000015
2015-10-01,07J,1574,786,9423.9
2018-04-01,07J,1574,722,6731.273120000001
2014-10-01,07J,1574,675,12168.820000000002
2012-02-01,07J,1574,414,23754.009999999977
2010-10-01,07J,1574,321,19846.649999999994
2015-11-01,07J,1574,728,7768.180000000001
2012-11-01,07J,1574,468,12533.71999999999
2019-03-01,07J,1574,654,4793.7636600000005
2017-06-01,07J,1574,720,7857.060290000001
2013-10-01,07J,1574,482,12066.190000000002
2011-12-01,07J,1574,434,26066.379999999997
2011-08-01,07J,1574,398,23083.060000000005
2016-02-01,07K,1967,723,7497.54
2016-03-01,07K,1967,784,7906.050000000001
2010-11-01,07K,1967,692,41473.0
2012-02-01,07K,1967,743,44522.39000000002
2011-07-01,07K,1967,744,45371.32000000003
2011-04-01,07K,1967,718,42107.469999999994
2016-11-01,07K,1967,838,8508.41
2012-05-01,07K,1967,754,45622.79999999997
2018-11-01,07K,1967,856,7449.11707
2017-04-01,07K,1967,720,7658.021739999999
2010-12-01,07K,1967,728,43722.83000000001
2018-09-01,07K,1967,877,7004.647750000002
2017-12-01,07K,1967,816,8515.99995
2019-01-01,07K,1967,802,5975.199070000001
2014-09-01,07K,1967,840,10562.219999999998
2017-05-01,07K,1967,794,8855.1218
2015-12-01,07K,1967,828,9120.689999999999
2014-01-01,07K,1967,888,13441.89000000001
2016-07-01,07K,1967,773,9654.009999999997
2014-02-01,07K,1967,779,11055.809999999996
2017-01-01,07K,1967,754,9401.70092
2018-05-01,07K,1967,915,8035.304519999998
2012-09-01,07K,1967,770,17683.15
2017-11-01,07K,1967,834,7421.381359999999
2014-08-01,07K,1967,814,10327.880000000001
2013-09-01,07K,1967,808,13473.409999999993
2012-01-01,07K,1967,714,43963.41999999998
2010-10-01,07K,1967,707,41973.14999999996
2016-05-01,07K,1967,761,8788.47
2012-08-01,07K,1967,784,17703.549999999992
2018-08-01,07K,1967,877,8079.8389499999985
2010-08-01,07K,1967,652,39630.70000000002
2016-10-01,07K,1967,763,9956.380000000001
2014-12-01,07K,1967,932,12424.949999999995
2011-09-01,07K,1967,738,44585.73
2013-01-01,07K,1967,758,14635.930000000006
2015-05-01,07K,1967,736,9394.380000000003
2014-10-01,07K,1967,915,10349.470000000003
2015-10-01,07K,1967,773,9702.920000000002
2013-12-01,07K,1967,823,12821.879999999996
2014-06-01,07K,1967,809,10907.86
2014-07-01,07K,1967,869,11093.850000000008
2018-07-01,07K,1967,864,7336.21195
2011-12-01,07K,1967,826,49923.87000000001
2016-08-01,07K,1967,820,9452.149999999998
2016-01-01,07K,1967,767,9985.700000000006
2014-05-01,07K,1967,827,9529.449999999997
2013-06-01,07K,1967,754,14247.04000000001
2015-08-01,07K,1967,765,10846.12000000001
2012-03-01,07K,1967,832,49544.270000000004
2018-10-01,07K,1967,871,6993.807970000001
2015-03-01,07K,1967,813,9518.650000000005
2011-06-01,07K,1967,775,46866.73
2011-10-01,07K,1967,751,44563.88999999999
2011-05-01,07K,1967,722,43254.899999999994
2012-07-01,07K,1967,761,17528.85
2014-03-01,07K,1967,828,10392.479999999996
2017-06-01,07K,1967,809,8258.304339999999
2015-01-01,07K,1967,822,10597.33
2017-08-01,07K,1967,815,6848.692819999998
2014-11-01,07K,1967,797,9280.189999999999
2012-12-01,07K,1967,814,16026.620000000014
2013-04-01,07K,1967,791,13880.329999999996
2017-10-01,07K,1967,875,8366.01659
2014-04-01,07K,1967,828,11732.190000000004
2018-02-01,07K,1967,772,6632.78184
2018-06-01,07K,1967,864,7530.241239999999
2013-11-01,07K,1967,863,13108.970000000007
2011-11-01,07K,1967,755,46112.28999999998
2012-06-01,07K,1967,788,41766.27000000003
2012-11-01,07K,1967,850,16197.339999999997
2013-08-01,07K,1967,840,15817.64999999999
2019-02-01,07K,1967,742,5720.38556
2015-07-01,07K,1967,794,10713.629999999997
2013-02-01,07K,1967,716,13381.87
2013-07-01,07K,1967,768,13399.700000000003
2013-03-01,07K,1967,839,15080.660000000003
2016-06-01,07K,1967,797,10816.01
2011-08-01,07K,1967,749,45206.64000000002
2013-05-01,07K,1967,789,14454.380000000001
2017-09-01,07K,1967,801,7803.506440000002
2011-01-01,07K,1967,643,39316.009999999995
2017-07-01,07K,1967,756,7559.13153
2010-09-01,07K,1967,701,42571.349999999984
2011-02-01,07K,1967,636,38659.659999999996
2018-01-01,07K,1967,864,7360.375419999999
2018-03-01,07K,1967,871,6909.483300000002
2011-03-01,07K,1967,790,48303.40999999998
2012-04-01,07K,1967,739,44597.300000000054
2015-11-01,07K,1967,752,8415.959999999995
2015-02-01,07K,1967,705,9106.5
2016-12-01,07K,1967,813,8954.39
2019-03-01,07K,1967,795,6925.20491
2016-04-01,07K,1967,790,9206.859999999999
2015-06-01,07K,1967,761,9222.189999999999
2017-02-01,07K,1967,711,8456.0844
2018-12-01,07K,1967,813,7563.09846
2018-04-01,07K,1967,839,7024.52039
2013-10-01,07K,1967,832,13671.659999999994
2015-04-01,07K,1967,782,9618.05
2017-03-01,07K,1967,815,8284.12532
2012-10-01,07K,1967,819,15772.290000000005
2016-09-01,07K,1967,789,10504.43
2015-09-01,07K,1967,771,10547.550000000001
2016-05-01,07L,756,721,5266.109999999999
2010-11-01,07L,756,382,16609.749999999996
2018-08-01,07L,756,856,4599.5622
2015-03-01,07L,756,748,5933.130000000001
2017-09-01,07L,756,923,5620.27217
2011-11-01,07L,756,470,20957.05
2012-03-01,07L,756,487,21966.910000000018
2016-02-01,07L,756,690,3701.2700000000004
2014-06-01,07L,756,629,6801.06
2017-01-01,07L,756,903,5042.78037
2012-10-01,07L,756,473,7575.240000000003
2011-10-01,07L,756,434,19789.950000000004
2010-09-01,07L,756,393,17957.099999999995
2018-04-01,07L,756,820,4763.6532799999995
2015-10-01,07L,756,759,4598.0
2012-01-01,07L,756,468,20794.669999999987
2013-05-01,07L,756,571,8723.23
2010-08-01,07L,756,367,15299.68
2011-02-01,07L,756,361,16358.399999999994
2018-12-01,07L,756,728,3812.0651900000003
2013-04-01,07L,756,578,9067.18
2013-10-01,07L,756,658,7737.089999999998
2015-02-01,07L,756,676,4632.669999999999
2013-11-01,07L,756,572,6660.430000000003
2014-11-01,07L,756,671,6451.119999999996
2014-07-01,07L,756,646,7076.3099999999995
2011-03-01,07L,756,406,18366.449999999997
2016-06-01,07L,756,808,4849.61
2016-04-01,07L,756,814,4635.44
2018-01-01,07L,756,877,4841.57128
2012-12-01,07L,756,553,9461.81
2015-08-01,07L,756,714,4683.76
2017-05-01,07L,756,937,5367.275950000001
2010-10-01,07L,756,374,17233.19
2011-05-01,07L,756,405,18747.219999999998
2014-03-01,07L,756,640,7160.590000000002
2014-02-01,07L,756,584,6329.649999999998
2013-03-01,07L,756,496,8866.540000000003
2018-06-01,07L,756,891,4274.39445
2018-10-01,07L,756,840,4082.2559300000007
2014-12-01,07L,756,857,7855.920000000001
2011-12-01,07L,756,455,22520.27999999999
2013-09-01,07L,756,592,8696.980000000001
2016-12-01,07L,756,908,6007.809999999999
2015-06-01,07L,756,743,5694.359999999995
2017-12-01,07L,756,816,4692.93145
2015-07-01,07L,756,752,6034.160000000002
2016-10-01,07L,756,940,6132.699999999999
2013-12-01,07L,756,636,6270.41
2017-10-01,07L,756,924,5132.941549999999
2012-05-01,07L,756,472,22012.07999999999
2011-01-01,07L,756,390,16076.87
2010-12-01,07L,756,429,18106.52
2012-09-01,07L,756,495,10757.3
2014-09-01,07L,756,695,7813.749999999996
2014-04-01,07L,756,605,6779.600000000001
2017-06-01,07L,756,961,5902.969149999999
2015-01-01,07L,756,766,6097.3
2017-11-01,07L,756,888,4922.880189999999
2015-04-01,07L,756,758,5235.659999999996
2017-04-01,07L,756,809,4964.993540000001
2018-02-01,07L,756,832,4695.8850600000005
2019-01-01,07L,756,771,4070.8172800000007
2012-06-01,07L,756,447,18701.550000000007
2015-05-01,07L,756,710,5210.54
2016-09-01,07L,756,908,5927.56
2016-08-01,07L,756,879,6171.780000000001
2017-08-01,07L,756,919,5452.14737
2011-07-01,07L,756,430,18417.889999999996
2017-03-01,07L,756,996,6191.85589
2012-04-01,07L,756,493,23061.27
2012-02-01,07L,756,442,19998.949999999997
2018-03-01,07L,756,805,4273.70075
2011-04-01,07L,756,393,16993.99
2012-07-01,07L,756,486,9723.409999999998
2013-06-01,07L,756,539,8456.669999999996
2016-01-01,07L,756,805,4438.660000000002
2018-09-01,07L,756,868,4607.2101600000005
2012-08-01,07L,756,482,8980.060000000001
2013-07-01,07L,756,594,8669.24
2013-02-01,07L,756,487,7538.610000000001
2011-08-01,07L,756,472,21389.399999999998
2018-07-01,07L,756,863,4455.62065
2014-08-01,07L,756,584,6300.910000000002
2019-02-01,07L,756,714,3469.3128499999993
2013-01-01,07L,756,489,8305.190000000004
2015-09-01,07L,756,830,5912.569999999998
2013-08-01,07L,756,609,8400.499999999998
2017-07-01,07L,756,946,5886.8395
2018-05-01,07L,756,894,4871.64999
2011-09-01,07L,756,491,22811.860000000004
2011-06-01,07L,756,463,22007.719999999998
2016-03-01,07L,756,768,5043.1
2015-11-01,07L,756,811,5684.22
2016-07-01,07L,756,782,5701.39
2016-11-01,07L,756,937,5988.889999999999
