month,pct,dementia_register,items,cost
2011-11-01,02X,2519,808,53938.99999999997
2016-12-01,02X,2519,839,10552.560000000001
2011-07-01,02X,2519,758,50616.41999999999
2012-04-01,02X,2519,807,55500.70000000003
2016-11-01,02X,2519,907,11005.259999999998
2016-08-01,02X,2519,867,12078.3
2014-01-01,02X,2519,889,19413.940000000002
2016-10-01,02X,2519,833,10099.890000000001
2012-07-01,02X,2519,953,27400.339999999982
2012-05-01,02X,2519,977,66240.99999999996
2014-06-01,02X,2519,786,16265.340000000002
2018-02-01,02X,2519,747,7086.583410000001
2017-06-01,02X,2519,890,9998.260930000004
2011-08-01,02X,2519,805,53408.740000000034
2016-01-01,02X,2519,773,14254.29
2016-06-01,02X,2519,862,11342.73
2011-03-01,02X,2519,783,53024.52999999995
2013-11-01,02X,2519,888,19595.87000000001
2012-06-01,02X,2519,861,52702.00000000005
2010-09-01,02X,2519,755,50318.330000000016
2018-10-01,02X,2519,738,7765.9518100000005
2015-10-01,02X,2519,847,12032.250000000004
2011-02-01,02X,2519,690,45870.279999999984
2012-08-01,02X,2519,942,26037.790000000005
2011-01-01,02X,2519,673,44531.82000000001
2017-05-01,02X,2519,823,9075.99822
2014-07-01,02X,2519,844,16865.470000000005
2014-05-01,02X,2519,870,17899.14
2011-04-01,02X,2519,697,46072.409999999996
2010-10-01,02X,2519,668,46306.16999999997
2015-01-01,02X,2519,807,14390.53999999999
2016-09-01,02X,2519,874,11078.46
2017-02-01,02X,2519,801,10495.229239999999
2012-02-01,02X,2519,840,57007.10999999993
2019-01-01,02X,2519,745,6489.388570000001
2013-05-01,02X,2519,960,22092.77
2013-07-01,02X,2519,919,20520.02999999999
2017-10-01,02X,2519,861,9213.44031
2013-06-01,02X,2519,893,20239.060000000005
2016-05-01,02Y,2773,997,8383.83
2013-05-01,02Y,2773,944,13219.089999999995
2011-01-01,02Y,2773,801,49296.99
2018-09-01,02Y,2773,1115,6738.322770000001
2018-03-01,02Y,2773,1129,6793.91212
2011-10-01,02Y,2773,847,52811.63000000003
2017-12-01,02Y,2773,1108,7069.128370000002
2015-05-01,02Y,2773,821,8098.070000000003
2011-07-01,02Y,2773,832,53302.270000000004
2015-06-01,02Y,2773,933,9187.580000000004
2012-03-01,02Y,2773,926,58539.00999999999
2018-06-01,02Y,2773,1117,6774.498540000001
2017-06-01,02Y,2773,1081,6772.33203
2012-05-01,02Y,2773,955,60449.17999999998
2013-06-01,02Y,2773,853,10817.57
2018-11-01,02Y,2773,1130,7419.6584
2016-02-01,02Y,2773,907,7858.419999999999
2018-04-01,02Y,2773,1067,6443.34558
2012-07-01,02Y,2773,890,16694.919999999995
2012-10-01,02Y,2773,951,15088.740000000002
2012-06-01,02Y,2773,842,47312.469999999994
2012-04-01,02Y,2773,863,54991.050000000025
2014-11-01,02Y,2773,852,8833.629999999994
2017-05-01,02Y,2773,1149,7311.84151
2015-10-01,02Y,2773,954,8744.82
2018-10-01,02Y,2773,1163,7153.110129999999
2013-04-01,02Y,2773,860,10554.859999999999
2014-04-01,02Y,2773,893,10219.999999999996
2015-09-01,02Y,2773,883,9572.650000000005
2012-02-01,02Y,2773,829,52641.80999999999
2017-01-01,02Y,2773,1036,7124.940799999999
2016-07-01,02Y,2773,1036,8809.529999999999
2014-09-01,02Y,2773,943,11701.740000000003
2015-12-01,02Y,2773,952,6956.870000000001
2013-12-01,02Y,2773,954,9746.25
2014-06-01,02Y,2773,894,9683.460000000003
2017-02-01,02Y,2773,1010,6292.227
2015-07-01,02Y,2773,948,9565.180000000004
2016-01-01,02Y,2773,910,6978.269999999999
2013-07-01,02Y,2773,955,13156.24
2017-03-01,02Y,2773,1143,7007.503740000001
2015-03-01,02Y,2773,869,7900.1799999999985
2010-08-01,02Y,2773,724,45193.15
2018-02-01,02Y,2773,1030,6400.7363700000005
2015-08-01,02Y,2773,881,7121.28
2011-03-01,02Y,2773,890,54972.19999999997
2016-08-01,02Y,2773,1021,8516.350000000002
2018-08-01,02Y,2773,1155,7400.859909999999
2011-09-01,02Y,2773,918,57405.81000000002
2011-08-01,02Y,2773,921,58643.15000000005
2011-11-01,02Y,2773,934,60529.21999999996
2016-03-01,02Y,2773,992,7537.24
2016-10-01,02Y,2773,1030,8807.98
2014-01-01,02Y,2773,926,10736.610000000008
2012-09-01,02Y,2773,867,15025.020000000002
2011-12-01,02Y,2773,940,58917.3
2015-01-01,02Y,2773,890,9055.129999999996
2017-07-01,02Y,2773,1119,7724.0515799999985
2016-06-01,02Y,2773,1024,7755.2
2017-08-01,02Y,2773,1126,6938.6175299999995
2014-02-01,02Y,2773,870,9577.259999999997
2012-08-01,02Y,2773,920,16922.58
2011-02-01,02Y,2773,801,49133.62
2017-04-01,02Y,2773,970,5632.833049999999
2014-03-01,02Y,2773,885,9506.740000000003
2011-04-01,02Y,2773,803,50131.02999999999
2013-03-01,02Y,2773,891,11585.150000000005
2010-10-01,02Y,2773,803,49721.659999999996
2013-02-01,02Y,2773,829,10906.429999999991
2018-12-01,02Y,2773,1099,7168.492310000002
2014-08-01,02Y,2773,922,9316.050000000001
2012-12-01,02Y,2773,918,13297.380000000003
2016-04-01,02Y,2773,1011,8410.740000000002
2018-07-01,02Y,2773,1107,7216.232190000001
2013-08-01,02Y,2773,947,11868.539999999999
2017-09-01,02Y,2773,1156,7169.333600000002
2011-06-01,02Y,2773,890,55960.88000000001
2014-12-01,02Y,2773,980,10168.490000000003
2013-11-01,02Y,2773,928,11109.430000000004
2014-07-01,02Y,2773,948,10858.64
2019-01-01,02Y,2773,1149,7727.3914300000015
2019-03-01,02Y,2773,1075,7066.41154
2018-05-01,02Y,2773,1061,7400.284739999999
2017-11-01,02Y,2773,1128,7833.526060000001
2013-09-01,02Y,2773,913,11097.090000000004
2014-05-01,02Y,2773,947,11112.710000000003
2016-09-01,02Y,2773,1048,8454.41
2012-01-01,02Y,2773,890,56368.319999999985
2016-11-01,02Y,2773,1074,8113.6799999999985
2010-12-01,02Y,2773,898,55774.20000000002
2018-01-01,02Y,2773,1189,7260.682420000001
2016-12-01,02Y,2773,1068,8214.77
2012-11-01,02Y,2773,915,13835.069999999998
2010-11-01,02Y,2773,779,48706.62000000002
2017-10-01,02Y,2773,1143,7177.997919999998
2010-09-01,02Y,2773,846,53725.88999999999
2011-05-01,02Y,2773,866,55261.490000000005
2015-02-01,02Y,2773,822,7211.500000000001
2013-01-01,02Y,2773,924,12665.130000000014
2019-02-01,02Y,2773,1018,6860.595900000001
2015-04-01,02Y,2773,877,8973.760000000004
2014-10-01,02Y,2773,982,9849.680000000004
2015-11-01,02Y,2773,927,7996.870000000001
2013-10-01,02Y,2773,983,11992.019999999993
2011-02-01,03A,1889,668,32188.18999999999
2014-12-01,03A,1889,1168,12215.390000000001
2011-07-01,03A,1889,720,34781.520000000004
2018-09-01,03A,1889,1271,7608.527440000002
2014-07-01,03A,1889,1133,12966.680000000004
2013-06-01,03A,1889,1057,13553.469999999994
2016-09-01,03A,1889,1402,7925.259999999998
2011-10-01,03A,1889,763,38269.74000000002
2012-08-01,03A,1889,967,16676.600000000006
2015-10-01,03A,1889,1152,7516.389999999998
2015-09-01,03A,1889,1267,9752.460000000008
2016-06-01,03A,1889,1279,7997.530000000001
2010-11-01,03A,1889,684,32980.58000000001
2014-09-01,03A,1889,1177,13153.190000000008
2013-07-01,03A,1889,1133,14748.770000000004
2018-11-01,03A,1889,1293,7284.41315
2016-04-01,03A,1889,1231,7725.920000000002
2012-10-01,03A,1889,1014,15942.209999999995
2012-04-01,03A,1889,791,38782.72
2012-01-01,03A,1889,798,38052.369999999995
2017-07-01,03A,1889,1431,8592.58231
2011-09-01,03A,1889,728,36523.35000000003
2017-04-01,03A,1889,1277,7860.844639999999
2015-04-01,03A,1889,1149,9220.780000000002
2015-01-01,03A,1889,1178,9762.739999999996
2014-10-01,03A,1889,1124,11886.650000000003
2017-09-01,03A,1889,1363,7892.80405
2011-03-01,03A,1889,753,36359.19999999999
2018-03-01,03A,1889,1447,8289.570980000002
2011-05-01,03A,1889,696,33285.76999999998
2014-03-01,03A,1889,1045,12889.590000000002
2011-08-01,03A,1889,752,36320.49000000001
2012-06-01,03A,1889,879,37704.35999999999
2013-05-01,03A,1889,1090,13929.249999999998
2013-10-01,03A,1889,1145,12607.989999999994
2018-02-01,03A,1889,1308,8170.289319999998
2015-12-01,03A,1889,1227,7232.2
2016-10-01,03A,1889,1367,8289.420000000002
2017-11-01,03A,1889,1362,8175.054610000003
2018-06-01,03A,1889,1361,7462.668399999999
2016-07-01,03A,1889,1307,7495.39
2016-05-01,03A,1889,1207,7275.929999999999
2011-11-01,03A,1889,804,38970.3
2011-12-01,03A,1889,829,41250.57000000003
2018-08-01,03A,1889,1353,8237.959199999998
2015-08-01,03A,1889,1126,9837.719999999998
2017-10-01,03A,1889,1432,8531.60868
2017-03-01,03A,1889,1516,8457.517670000001
2016-02-01,03A,1889,1126,6391.12
2014-01-01,03A,1889,1100,14244.700000000012
2018-10-01,03A,1889,1425,7754.802420000002
2012-03-01,03A,1889,871,42092.54000000001
2013-03-01,03A,1889,1044,14573.849999999999
2017-05-01,03A,1889,1429,8109.528640000002
2014-02-01,03A,1889,1026,11654.660000000003
2017-02-01,03A,1889,1349,7671.89257
2015-06-01,03A,1889,1233,9500.830000000007
2014-05-01,03A,1889,1065,12762.119999999999
2017-06-01,03A,1889,1553,8591.92595
2016-11-01,03A,1889,1440,7831.550000000001
2016-01-01,03A,1889,1211,7792.85
2019-01-01,03A,1889,1285,6263.2180899999985
2011-06-01,03A,1889,697,33374.04999999999
2015-03-01,03A,1889,1262,11235.390000000003
2015-05-01,03A,1889,1170,9199.099999999999
2016-03-01,03A,1889,1174,5830.480000000001
2015-07-01,03A,1889,1242,10508.720000000003
2016-08-01,03A,1889,1323,7621.45
2017-01-01,03A,1889,1350,7780.98356
2015-11-01,03A,1889,1193,8477.319999999996
2018-01-01,03A,1889,1448,8822.416780000001
2018-05-01,03A,1889,1421,8279.592690000001
2019-02-01,03A,1889,1176,7153.47563
2013-09-01,03A,1889,1066,12407.08000000001
2012-09-01,03A,1889,845,14338.78
2014-11-01,03A,1889,1103,10851.870000000004
2018-12-01,03A,1889,1330,7967.290020000002
2010-10-01,03A,1889,671,32439.889999999992
2017-12-01,03A,1889,1367,7639.944170000001
2014-04-01,03A,1889,1066,12681.330000000005
2012-05-01,03A,1889,903,45845.01000000001
2010-12-01,03A,1889,765,35861.880000000005
2011-01-01,03A,1889,649,31934.050000000007
2018-04-01,03A,1889,1414,8194.682239999998
2014-08-01,03A,1889,1111,13974.070000000003
2014-06-01,03A,1889,1044,13183.89
2013-02-01,03A,1889,926,11203.089999999997
2012-02-01,03A,1889,829,40490.529999999984
2010-08-01,03A,1889,656,31550.74999999997
2019-03-01,03A,1889,1270,6692.22106
2013-01-01,03A,1889,1038,14207.46000000001
2016-12-01,03A,1889,1435,8514.48
2017-08-01,03A,1889,1459,8678.585649999999
2010-09-01,03A,1889,692,34821.42
2012-12-01,03A,1889,985,13595.779999999995
2011-04-01,03A,1889,652,30189.000000000007
2018-07-01,03A,1889,1351,6442.9671
2012-07-01,03A,1889,862,14858.159999999993
2012-11-01,03A,1889,1030,14891.259999999997
2015-02-01,03A,1889,1086,10770.529999999993
2013-11-01,03A,1889,1107,13108.120000000003
2013-04-01,03A,1889,1046,14564.159999999993
2013-08-01,03A,1889,1137,14393.579999999989
2013-12-01,03A,1889,1166,12402.190000000004
2016-02-01,03D,1438,680,6585.11
2011-03-01,03D,1438,594,39143.869999999995
2014-03-01,03D,1438,741,9980.779999999995
2012-10-01,03D,1438,613,8453.44
2013-11-01,03D,1438,709,9378.490000000003
2018-11-01,03D,1438,799,8444.28987
2015-05-01,03D,1438,679,6322.950000000002
2012-08-01,03D,1438,628,11593.620000000003
2013-10-01,03D,1438,673,9078.880000000003
2016-05-01,03D,1438,736,7102.420000000001
2017-01-01,03D,1438,677,6663.610610000001
2012-02-01,03D,1438,544,35995.619999999995
2016-08-01,03D,1438,770,8783.49
2017-08-01,03D,1438,771,7791.651639999998
2016-10-01,03D,1438,634,7507.179999999999
2011-04-01,03D,1438,564,37119.45999999999
2017-12-01,03D,1438,786,8248.730360000001
2010-11-01,03D,1438,596,38714.03000000001
2010-08-01,03D,1438,611,38785.68
2014-10-01,03D,1438,763,8600.859999999999
2015-01-01,03D,1438,759,7560.849999999999
2015-03-01,03D,1438,750,7915.63
2017-05-01,03D,1438,771,8365.95984
2019-03-01,03D,1438,730,7951.300830000001
2012-01-01,03D,1438,543,35040.799999999996
2012-06-01,03D,1438,578,32765.0
2017-04-01,03D,1438,693,8247.17748
2018-08-01,03D,1438,789,8267.50464
2014-05-01,03D,1438,733,9250.95999999999
2014-08-01,03D,1438,746,10108.679999999997
2013-09-01,03D,1438,656,8636.470000000003
2011-08-01,03D,1438,601,39374.22000000002
2015-10-01,03D,1438,738,6496.990000000001
2011-06-01,03D,1438,630,40039.28
2017-06-01,03D,1438,752,8190.743920000001
2017-10-01,03D,1438,763,8088.54754
2018-12-01,03D,1438,773,8471.798000000003
2016-03-01,03D,1438,778,7276.03
2015-06-01,03D,1438,799,7082.770000000001
2013-02-01,03D,1438,548,7852.219999999998
2015-07-01,03D,1438,778,6849.479999999997
2013-07-01,03D,1438,648,11445.649999999996
2013-01-01,03D,1438,582,8324.470000000003
2015-09-01,03D,1438,776,6388.629999999999
2018-10-01,03D,1438,798,9314.895980000001
2010-10-01,03D,1438,587,37848.039999999986
2013-08-01,03D,1438,632,10065.6
2016-06-01,03D,1438,781,8608.82
2012-03-01,03D,1438,643,41494.10000000002
2012-09-01,03D,1438,587,11154.03
2010-12-01,03D,1438,598,39922.87000000001
2012-11-01,03D,1438,658,9396.969999999998
2019-01-01,03D,1438,780,8665.91383
2011-12-01,03D,1438,590,38385.770000000004
2013-06-01,03D,1438,550,7739.079999999999
2012-05-01,03D,1438,649,41562.80999999999
2010-09-01,03D,1438,631,40303.08999999999
2013-04-01,03D,1438,623,8816.399999999998
2018-06-01,03D,1438,762,8055.645249999998
2015-11-01,03D,1438,726,6331.889999999999
2013-12-01,03D,1438,728,8814.889999999992
2011-07-01,03D,1438,549,34610.83000000002
2018-01-01,03D,1438,765,8401.59008
2018-02-01,03D,1438,688,7135.763639999999
2011-02-01,03D,1438,536,35144.22999999998
2011-05-01,03D,1438,563,35295.47000000001
2011-11-01,03D,1438,583,37504.76999999998
2014-11-01,03D,1438,758,8284.3
2016-11-01,03D,1438,784,9462.579999999998
2011-10-01,03D,1438,539,34940.46999999999
2018-04-01,03D,1438,768,8093.310549999999
2011-09-01,03D,1438,569,36266.87000000002
2015-12-01,03D,1438,819,7138.4400000000005
2016-12-01,03D,1438,744,8169.200000000001
2017-09-01,03D,1438,745,7836.54111
2014-07-01,03D,1438,740,9520.370000000004
2016-01-01,03D,1438,734,6328.019999999998
2014-04-01,03D,1438,694,9302.089999999998
2019-02-01,03D,1438,725,8309.37521
2017-11-01,03D,1438,804,8304.451389999998
2018-03-01,03D,1438,794,8026.49712
2014-06-01,03D,1438,742,9766.27
2017-07-01,03D,1438,744,7714.38317
2015-08-01,03D,1438,783,7117.060000000001
2014-09-01,03D,1438,773,9642.660000000003
2013-03-01,03D,1438,594,8161.99
2015-02-01,03D,1438,743,7440.4
2012-04-01,03D,1438,501,33159.82
2012-07-01,03D,1438,623,11927.83
2018-09-01,03D,1438,727,8229.23789
2018-07-01,03D,1438,787,7965.489440000001
2018-05-01,03D,1438,744,7358.4963800000005
2016-04-01,03D,1438,720,7845.32
2013-05-01,03D,1438,666,9850.18
2017-02-01,03D,1438,695,7543.61448
2016-07-01,03D,1438,754,8689.529999999999
2014-01-01,03D,1438,766,9255.150000000003
2011-01-01,03D,1438,554,36457.29999999999
2015-04-01,03D,1438,740,7541.51
2017-03-01,03D,1438,764,8082.440589999998
2016-09-01,03D,1438,741,9091.029999999999
2014-12-01,03D,1438,825,9637.670000000002
2014-02-01,03D,1438,695,9239.609999999995
2012-12-01,03D,1438,628,8755.79
2017-09-01,03E,1752,651,7377.756490000001
2010-11-01,03E,1752,573,40447.859999999986
2013-09-01,03E,1752,702,12449.919999999998
2013-05-01,03E,1752,754,13805.210000000005
2011-05-01,03E,1752,552,38798.83
2016-10-01,03E,1752,645,7074.219999999999
2017-02-01,03E,1752,592,6712.88016
2018-03-01,03E,1752,709,7717.279329999998
2016-06-01,03E,1752,634,7228.8
2017-04-01,03E,1752,635,7926.719779999999
2016-01-01,03E,1752,622,6717.47
2012-08-01,03E,1752,701,13444.600000000004
2013-03-01,03E,1752,695,12022.460000000006
2012-11-01,03E,1752,723,12676.229999999992
2012-12-01,03E,1752,682,12546.760000000006
2015-07-01,03E,1752,720,9276.12
2017-08-01,03E,1752,659,7406.314560000001
2017-10-01,03E,1752,705,7403.649449999999
2018-04-01,03E,1752,662,7902.31329
2012-09-01,03E,1752,693,14630.580000000004
2016-08-01,03E,1752,638,7496.660000000002
2015-01-01,03E,1752,691,9920.639999999996
2017-01-01,03E,1752,677,7565.11149
2014-10-01,03E,1752,737,13628.909999999996
2014-01-01,03E,1752,737,12493.250000000002
2013-12-01,03E,1752,725,12288.489999999998
2015-05-01,03E,1752,647,8787.119999999997
2012-07-01,03E,1752,680,13196.899999999998
2015-08-01,03E,1752,705,10495.939999999997
2014-05-01,03E,1752,714,12966.009999999998
2011-07-01,03E,1752,548,39186.520000000026
2010-09-01,03E,1752,596,41843.84000000002
2012-04-01,03E,1752,644,44071.81000000002
2018-11-01,03E,1752,719,7549.98767
2010-12-01,03E,1752,566,39231.48000000002
2014-08-01,03E,1752,704,12545.369999999997
2014-03-01,03E,1752,718,13998.180000000002
2015-03-01,03E,1752,692,10405.410000000005
2016-09-01,03E,1752,725,8407.49
2012-02-01,03E,1752,631,43509.03
2015-09-01,03E,1752,644,8881.640000000001
2014-11-01,03E,1752,663,11019.09
2016-07-01,03E,1752,581,6684.26
2012-03-01,03E,1752,646,44814.450000000004
2015-02-01,03E,1752,596,8016.22
2013-10-01,03E,1752,756,13472.099999999991
2014-09-01,03E,1752,733,13799.130000000003
2013-04-01,03E,1752,679,12026.320000000002
2010-08-01,03E,1752,538,37466.44000000001
2014-07-01,03E,1752,757,13206.109999999997
2015-12-01,03E,1752,690,8537.38
2018-07-01,03E,1752,612,6588.801310000002
2018-08-01,03E,1752,771,9477.96228
2013-06-01,03E,1752,704,11672.7
2018-02-01,03E,1752,600,7015.840690000001
2017-06-01,03E,1752,689,7846.71568
2017-11-01,03E,1752,674,7506.60427
2019-02-01,03E,1752,657,6752.383419999999
2011-04-01,03E,1752,512,35156.04000000001
2011-06-01,03E,1752,552,38140.16000000001
2012-06-01,03E,1752,691,41301.820000000014
2013-08-01,03E,1752,738,12658.09
2016-11-01,03E,1752,663,8293.050000000001
2018-01-01,03E,1752,690,7475.6734
2016-03-01,03E,1752,642,7839.8
2016-05-01,03E,1752,616,7001.53
2011-01-01,03E,1752,507,36069.49
2015-04-01,03E,1752,632,9109.42
2013-07-01,03E,1752,763,13575.409999999996
2011-11-01,03E,1752,642,44955.61999999999
2018-10-01,03E,1752,759,7992.196260000001
2012-10-01,03E,1752,714,14199.770000000006
2013-02-01,03E,1752,659,11915.08
2019-01-01,03E,1752,702,7667.06512
2014-06-01,03E,1752,742,13497.620000000003
2011-03-01,03E,1752,549,38860.36
2019-03-01,03E,1752,721,8356.733140000002
2015-11-01,03E,1752,633,8460.249999999995
2014-12-01,03E,1752,714,10410.69
2016-02-01,03E,1752,619,7134.1500000000015
2016-12-01,03E,1752,731,8808.220000000001
2017-12-01,03E,1752,677,6931.225049999999
2018-06-01,03E,1752,675,7676.91449
2015-10-01,03E,1752,692,8929.169999999996
2013-11-01,03E,1752,739,12982.880000000005
2018-12-01,03E,1752,685,7080.574220000001
2014-02-01,03E,1752,682,12978.769999999997
2018-09-01,03E,1752,598,6533.652030000001
2017-07-01,03E,1752,703,7889.17332
2016-04-01,03E,1752,655,7927.779999999999
2012-01-01,03E,1752,625,43155.20999999999
2011-10-01,03E,1752,564,39280.880000000005
2015-06-01,03E,1752,662,9228.96
2017-03-01,03E,1752,724,9123.03179
2014-04-01,03E,1752,726,12877.530000000006
2011-12-01,03E,1752,668,45629.15000000001
2011-09-01,03E,1752,636,45170.16000000001
2017-05-01,03E,1752,691,8843.809990000002
2013-01-01,03E,1752,695,12152.590000000007
2011-02-01,03E,1752,510,35891.279999999984
2010-10-01,03E,1752,513,34420.02999999999
2011-08-01,03E,1752,592,40938.320000000014
2012-05-01,03E,1752,687,45000.05999999997
2018-05-01,03E,1752,652,7161.26847
2019-02-01,03F,1861,1099,3582.1997700000006
2015-04-01,03F,1861,820,6862.100000000004
2017-12-01,03F,1861,1136,4145.41475
2011-04-01,03F,1861,516,30875.379999999994
2011-10-01,03F,1861,575,33337.890000000014
2014-05-01,03F,1861,806,7684.159999999998
2013-07-01,03F,1861,731,7784.440000000002
2018-12-01,03F,1861,1195,3160.6197999999995
2016-06-01,03F,1861,975,5818.310000000001
2017-07-01,03F,1861,1071,5443.13802
2014-01-01,03F,1861,806,8951.180000000002
2015-11-01,03F,1861,915,5696.8899999999985
2014-12-01,03F,1861,886,8564.04
2010-12-01,03F,1861,530,31378.000000000025
2017-05-01,03F,1861,1088,6827.715339999999
2012-10-01,03F,1861,679,11518.249999999996
2014-07-01,03F,1861,805,6948.149999999996
2012-02-01,03F,1861,588,34964.809999999954
2016-07-01,03F,1861,995,6639.089999999998
2017-03-01,03F,1861,1099,5856.61161
2013-11-01,03F,1861,720,7052.060000000001
2014-10-01,03F,1861,856,6838.930000000001
2010-10-01,03F,1861,454,26946.549999999985
2011-03-01,03F,1861,568,34430.20999999998
2012-12-01,03F,1861,658,9111.110000000002
2015-06-01,03F,1861,905,7326.11
2015-10-01,03F,1861,912,6051.560000000002
2015-08-01,03F,1861,834,6197.180000000003
2016-01-01,03F,1861,871,5136.830000000003
2013-08-01,03F,1861,687,7768.979999999994
2015-01-01,03F,1861,875,6784.319999999998
2019-01-01,03F,1861,1228,4598.863530000001
2017-02-01,03F,1861,944,5094.84499
2011-09-01,03F,1861,640,38306.22000000002
2010-09-01,03F,1861,452,27460.239999999987
2012-04-01,03F,1861,609,36692.47000000001
2013-10-01,03F,1861,812,9409.040000000003
2016-08-01,03F,1861,1049,7268.029999999999
2017-01-01,03F,1861,1063,5795.91278
2013-06-01,03F,1861,665,7757.789999999997
2012-06-01,03F,1861,624,30503.620000000003
2013-02-01,03F,1861,577,8116.339999999999
2016-03-01,03F,1861,987,5509.259999999999
2017-04-01,03F,1861,1033,5255.372539999999
2013-12-01,03F,1861,771,7198.309999999995
2018-10-01,03F,1861,1183,3752.4313199999997
2017-06-01,03F,1861,1064,5356.30282
2016-10-01,03F,1861,1015,6634.12
2011-07-01,03F,1861,558,33786.1
2014-04-01,03F,1861,810,7861.1
2013-04-01,03F,1861,710,9713.72
2016-09-01,03F,1861,1029,6700.93
2013-05-01,03F,1861,702,9061.53
2016-02-01,03F,1861,840,5071.7699999999995
2012-07-01,03F,1861,628,11906.680000000002
2018-01-01,03F,1861,1088,4554.66139
2015-09-01,03F,1861,906,7115.820000000002
2018-06-01,03F,1861,1054,3466.9262399999993
2015-12-01,03F,1861,973,5856.799999999999
2012-09-01,03F,1861,597,10382.070000000005
2016-04-01,03F,1861,1040,6965.75
2011-11-01,03F,1861,616,36676.14999999998
2012-03-01,03F,1861,619,36481.520000000026
2017-10-01,03F,1861,1100,4551.02647
2018-07-01,03F,1861,1101,3779.59023
2012-05-01,03F,1861,704,40562.38999999999
2015-05-01,03F,1861,909,6435.099999999999
2016-11-01,03F,1861,1050,7002.009999999999
2019-03-01,03F,1861,1334,4046.4522699999998
2011-01-01,03F,1861,467,27253.199999999983
2014-02-01,03F,1861,714,7050.619999999995
2010-11-01,03F,1861,496,30026.790000000008
2011-08-01,03F,1861,574,33436.43000000002
2014-06-01,03F,1861,772,7156.69
2010-08-01,03F,1861,450,27571.010000000006
2017-09-01,03F,1861,1074,4063.9681600000004
2014-09-01,03F,1861,865,7948.669999999999
2018-11-01,03F,1861,1238,4064.6859499999996
2018-03-01,03F,1861,1123,4485.2721599999995
2012-11-01,03F,1861,641,9867.72
2015-07-01,03F,1861,917,6490.849999999998
2011-12-01,03F,1861,578,34729.47
2018-05-01,03F,1861,1124,4234.28211
2011-05-01,03F,1861,540,32179.99
2013-01-01,03F,1861,671,9383.460000000003
2018-02-01,03F,1861,1042,4086.8531899999994
2014-08-01,03F,1861,769,6937.8
2012-01-01,03F,1861,587,34470.12999999998
2011-02-01,03F,1861,507,30004.869999999988
2017-11-01,03F,1861,1125,5308.34142
2014-11-01,03F,1861,769,5671.649999999994
2018-04-01,03F,1861,1107,3847.28187
2015-03-01,03F,1861,920,6778.539999999998
2014-03-01,03F,1861,774,6668.550000000001
2018-09-01,03F,1861,1116,4122.198110000001
2016-12-01,03F,1861,1079,5944.369999999999
2017-08-01,03F,1861,1064,4768.260330000001
2016-05-01,03F,1861,962,6159.14
2013-09-01,03F,1861,676,7995.670000000003
2015-02-01,03F,1861,807,6070.749999999999
2018-08-01,03F,1861,1171,3580.19984
2012-08-01,03F,1861,649,12281.68
2011-06-01,03F,1861,607,36910.59000000002
2013-03-01,03F,1861,669,10640.91
2017-01-01,03H,1445,472,3154.22668
2011-05-01,03H,1445,367,19233.17
2016-02-01,03H,1445,487,2940.84
2014-01-01,03H,1445,519,4814.649999999999
2019-02-01,03H,1445,486,2138.46597
2019-03-01,03H,1445,498,2212.6656099999996
2018-11-01,03H,1445,469,1920.2191
2011-10-01,03H,1445,398,20832.090000000004
2010-08-01,03H,1445,304,16998.150000000005
2018-07-01,03H,1445,487,2195.388
2014-11-01,03H,1445,499,3887.259999999999
2010-12-01,03H,1445,363,19475.000000000004
2016-06-01,03H,1445,480,5252.05
2010-09-01,03H,1445,338,18379.82999999999
2014-02-01,03H,1445,489,4216.349999999999
2011-04-01,03H,1445,375,19328.11
2011-11-01,03H,1445,443,23352.34999999999
2012-01-01,03H,1445,446,24745.870000000006
2014-10-01,03H,1445,545,4127.860000000001
2014-05-01,03H,1445,521,3956.7399999999993
2013-10-01,03H,1445,549,4961.619999999999
2017-10-01,03H,1445,513,2662.6663099999996
2013-07-01,03H,1445,530,5612.230000000001
2018-05-01,03H,1445,495,1903.4666899999997
2017-08-01,03H,1445,498,2490.6233700000003
2016-09-01,03H,1445,460,3135.9300000000003
2015-11-01,03H,1445,479,3917.249999999999
2017-02-01,03H,1445,478,3410.4448799999996
2018-08-01,03H,1445,495,2080.7193199999997
2012-10-01,03H,1445,551,6020.0599999999995
2015-02-01,03H,1445,485,3123.2200000000003
2016-07-01,03H,1445,483,3527.61
2014-03-01,03H,1445,486,4010.0
2017-05-01,03H,1445,492,3649.4896300000005
2012-03-01,03H,1445,507,26801.809999999998
2015-06-01,03H,1445,538,4130.7699999999995
2015-12-01,03H,1445,521,4325.71
2014-12-01,03H,1445,574,3964.2999999999984
2016-08-01,03H,1445,464,3129.9300000000003
2012-02-01,03H,1445,452,25621.389999999992
2016-05-01,03H,1445,501,4739.650000000001
2015-01-01,03H,1445,505,4114.319999999998
2011-07-01,03H,1445,397,20600.730000000003
2014-04-01,03H,1445,514,4052.94
2015-05-01,03H,1445,513,3507.8000000000006
2017-09-01,03H,1445,536,2358.35153
2014-08-01,03H,1445,516,4106.380000000001
2013-06-01,03H,1445,478,4906.039999999999
2018-10-01,03H,1445,543,2471.66932
2015-10-01,03H,1445,509,3429.1299999999987
2016-10-01,03H,1445,436,4198.09
2018-01-01,03H,1445,520,2458.05663
2011-03-01,03H,1445,420,21545.329999999998
2013-03-01,03H,1445,497,6423.3
2012-08-01,03H,1445,524,6952.64
