pct,month,total_list_size,list_size_over_55
01N,2016-03-01 00:00:00+00:00,173106,36041
08X,2016-03-01 00:00:00+00:00,384971,60380
07H,2016-03-01 00:00:00+00:00,303877,89278
07R,2016-03-01 00:00:00+00:00,267237,42953
05N,2016-03-01 00:00:00+00:00,304390,114397
00K,2016-03-01 00:00:00+00:00,294416,88266
02V,2016-03-01 00:00:00+00:00,212411,56123
99D,2016-03-01 00:00:00+00:00,163576,57704
02X,2016-03-01 00:00:00+00:00,314465,96800
09A,2016-03-01 00:00:00+00:00,215153,39247
01A,2016-03-01 00:00:00+00:00,374856,111544
12D,2016-03-01 00:00:00+00:00,231128,60431
08G,2016-03-01 00:00:00+00:00,304977,69424
05L,2016-03-01 00:00:00+00:00,566787,121877
12F,2016-03-01 00:00:00+00:00,334206,110304
04M,2016-03-01 00:00:00+00:00,94657,30772
00P,2016-03-01 00:00:00+00:00,283985,88789
05Q,2016-03-01 00:00:00+00:00,216776,71786
99Q,2016-03-01 00:00:00+00:00,287320,112478
99E,2016-03-01 00:00:00+00:00,273609,79635
03J,2016-03-01 00:00:00+00:00,190189,49505
11M,2016-03-01 00:00:00+00:00,636586,209004
04X,2016-03-01 00:00:00+00:00,295522,60205
00X,2016-03-01 00:00:00+00:00,179357,56618
03E,2016-03-01 00:00:00+00:00,161247,55972
11E,2016-03-01 00:00:00+00:00,204489,60932
10V,2016-03-01 00:00:00+00:00,210453,74339
10M,2016-03-01 00:00:00+00:00,117406,33948
04L,2016-03-01 00:00:00+00:00,150301,48488
11D,2016-03-01 00:00:00+00:00,159965,46401
06H,2016-03-01 00:00:00+00:00,929964,249875
03T,2016-03-01 00:00:00+00:00,245899,96179
04E,2016-03-01 00:00:00+00:00,189938,58195
99N,2016-03-01 00:00:00+00:00,484088,166078
04J,2016-03-01 00:00:00+00:00,291320,103918
06M,2016-03-01 00:00:00+00:00,236839,86729
11J,2016-03-01 00:00:00+00:00,788645,286558
01W,2016-03-01 00:00:00+00:00,306493,94038
10K,2016-03-01 00:00:00+00:00,203136,69512
10T,2016-03-01 00:00:00+00:00,153064,27494
05V,2016-03-01 00:00:00+00:00,146714,51284
03F,2016-03-01 00:00:00+00:00,293091,77644
00C,2016-03-01 00:00:00+00:00,107232,33647
05H,2016-03-01 00:00:00+00:00,186849,59665
09E,2016-03-01 00:00:00+00:00,220049,68939
04Q,2016-03-01 00:00:00+00:00,132243,46435
10H,2016-03-01 00:00:00+00:00,337927,101155
07J,2016-03-01 00:00:00+00:00,172115,66541
08T,2016-03-01 00:00:00+00:00,190700,48101
03L,2016-03-01 00:00:00+00:00,258928,79359
07M,2016-03-01 00:00:00+00:00,403992,94840
10N,2016-03-01 00:00:00+00:00,109536,30526
08R,2016-03-01 00:00:00+00:00,221096,46811
11T,2016-03-01 00:00:00+00:00,215901,75780
06F,2016-03-01 00:00:00+00:00,465038,133261
05W,2016-03-01 00:00:00+00:00,285774,80567
114,2016-03-01 00:00:00+00:00,668,12
01D,2016-03-01 00:00:00+00:00,227394,61189
08W,2016-03-01 00:00:00+00:00,299525,55577
07N,2016-03-01 00:00:00+00:00,234804,65146
02W,2016-03-01 00:00:00+00:00,123470,14964
08D,2016-03-01 00:00:00+00:00,305362,56230
06P,2016-03-01 00:00:00+00:00,228049,46726
01Y,2016-03-01 00:00:00+00:00,244306,70104
02G,2016-03-01 00:00:00+00:00,112146,37471
00V,2016-03-01 00:00:00+00:00,200109,57355
01X,2016-03-01 00:00:00+00:00,195339,62574
09X,2016-03-01 00:00:00+00:00,234652,74484
11X,2016-03-01 00:00:00+00:00,562446,202960
99G,2016-03-01 00:00:00+00:00,185263,55695
04G,2016-03-01 00:00:00+00:00,662888,186734
00Y,2016-03-01 00:00:00+00:00,248705,64364
07P,2016-03-01 00:00:00+00:00,371293,71224
08L,2016-03-01 00:00:00+00:00,314899,57013
03G,2016-03-01 00:00:00+00:00,271979,68944
99F,2016-03-01 00:00:00+00:00,183252,65122
09C,2016-03-01 00:00:00+00:00,128400,38066
00J,2016-03-01 00:00:00+00:00,254712,78787
04F,2016-03-01 00:00:00+00:00,283819,65478
03V,2016-03-01 00:00:00+00:00,74922,18903
02Y,2016-03-01 00:00:00+00:00,301322,115121
RY6,2016-03-01 00:00:00+00:00,1316,83
99A,2016-03-01 00:00:00+00:00,513454,132384
04Y,2016-03-01 00:00:00+00:00,131788,41562
08J,2016-03-01 00:00:00+00:00,202786,44880
09L,2016-03-01 00:00:00+00:00,179489,51355
01F,2016-03-01 00:00:00+00:00,130021,37604
09W,2016-03-01 00:00:00+00:00,294515,80518
03Q,2016-03-01 00:00:00+00:00,351044,109044
08E,2016-03-01 00:00:00+00:00,260406,63669
10E,2016-03-01 00:00:00+00:00,143242,49748
05F,2016-03-01 00:00:00+00:00,184511,69347
06L,2016-03-01 00:00:00+00:00,399966,135084
12A,2016-03-01 00:00:00+00:00,264316,78152
10Q,2016-03-01 00:00:00+00:00,720073,197260
07G,2016-03-01 00:00:00+00:00,170979,41256
05J,2016-03-01 00:00:00+00:00,174647,55181
05T,2016-03-01 00:00:00+00:00,302005,103807
00L,2016-03-01 00:00:00+00:00,322476,120608
01T,2016-03-01 00:00:00+00:00,154618,49261
00N,2016-03-01 00:00:00+00:00,155533,50033
01E,2016-03-01 00:00:00+00:00,211449,58107
00X,2015-10-01 00:00:00+00:00,178989,56345
09H,2015-10-01 00:00:00+00:00,129053,31283
01W,2015-10-01 00:00:00+00:00,306014,93744
10J,2015-10-01 00:00:00+00:00,221481,63243
02Q,2015-10-01 00:00:00+00:00,114235,38373
01X,2015-10-01 00:00:00+00:00,195336,62434
03Y,2015-10-01 00:00:00+00:00,102500,34234
01A,2015-10-01 00:00:00+00:00,374306,111072
09C,2015-10-01 00:00:00+00:00,127730,37849
08M,2015-10-01 00:00:00+00:00,371610,50894
11C,2015-10-01 00:00:00+00:00,152065,41622
04L,2015-10-01 00:00:00+00:00,150080,48288
99N,2015-10-01 00:00:00+00:00,485830,165182
06M,2015-10-01 00:00:00+00:00,236491,86382
02Y,2015-10-01 00:00:00+00:00,301328,114615
00C,2015-10-01 00:00:00+00:00,107225,33485
06A,2015-10-01 00:00:00+00:00,267952,71994
08R,2015-10-01 00:00:00+00:00,220597,46574
07H,2015-10-01 00:00:00+00:00,302962,88781
09W,2015-10-01 00:00:00+00:00,293948,80195
11N,2015-10-01 00:00:00+00:00,560707,208236
06K,2015-10-01 00:00:00+00:00,586203,163665
11T,2015-10-01 00:00:00+00:00,215596,75529
99E,2015-10-01 00:00:00+00:00,273304,79438
114,2015-10-01 00:00:00+00:00,670,11
08J,2015-10-01 00:00:00+00:00,202585,44790
08D,2015-10-01 00:00:00+00:00,302758,55608
04J,2015-10-01 00:00:00+00:00,291153,103326
04Q,2015-10-01 00:00:00+00:00,131851,46139
06Q,2015-10-01 00:00:00+00:00,382965,120713
00L,2015-10-01 00:00:00+00:00,322252,119962
06F,2015-10-01 00:00:00+00:00,462846,132556
03E,2015-10-01 00:00:00+00:00,161773,55753
12A,2015-10-01 00:00:00+00:00,263888,77832
06N,2015-10-01 00:00:00+00:00,631129,169272
08G,2015-10-01 00:00:00+00:00,304546,69052
10A,2015-10-01 00:00:00+00:00,200368,71982
00R,2015-10-01 00:00:00+00:00,171876,55839
10Y,2015-10-01 00:00:00+00:00,207368,61212
00M,2015-10-01 00:00:00+00:00,292786,87698
07L,2015-10-01 00:00:00+00:00,214016,36526
02W,2015-10-01 00:00:00+00:00,122974,14820
07X,2015-10-01 00:00:00+00:00,323747,73520
06Y,2015-10-01 00:00:00+00:00,233525,82045
08E,2015-10-01 00:00:00+00:00,259333,63357
08Q,2015-10-01 00:00:00+00:00,312489,50108
09F,2015-10-01 00:00:00+00:00,192447,73398
10G,2015-10-01 00:00:00+00:00,139981,36807
01K,2015-10-01 00:00:00+00:00,158658,49341
03N,2015-10-01 00:00:00+00:00,592004,154188
03V,2015-10-01 00:00:00+00:00,74640,18815
99P,2015-10-01 00:00:00+00:00,903484,315406
03X,2015-10-01 00:00:00+00:00,97340,30571
04F,2015-10-01 00:00:00+00:00,282484,65005
02N,2015-10-01 00:00:00+00:00,158077,53068
RY6,2015-10-01 00:00:00+00:00,1238,77
05H,2015-10-01 00:00:00+00:00,186555,59383
01Y,2015-10-01 00:00:00+00:00,243989,69738
05C,2015-10-01 00:00:00+00:00,315551,100548
07J,2015-10-01 00:00:00+00:00,171818,66236
00Q,2015-10-01 00:00:00+00:00,171273,42287
09D,2015-10-01 00:00:00+00:00,310731,69284
00W,2015-10-01 00:00:00+00:00,226146,33105
07T,2015-10-01 00:00:00+00:00,298095,43594
03H,2015-10-01 00:00:00+00:00,168905,53073
09N,2015-10-01 00:00:00+00:00,220613,65815
10R,2015-10-01 00:00:00+00:00,221748,53683
06V,2015-10-01 00:00:00+00:00,171215,74193
03M,2015-10-01 00:00:00+00:00,118948,44557
07K,2015-10-01 00:00:00+00:00,245290,84542
10D,2015-10-01 00:00:00+00:00,109240,32433
08T,2015-10-01 00:00:00+00:00,190436,47889
05D,2015-10-01 00:00:00+00:00,138203,42342
04N,2015-10-01 00:00:00+00:00,124080,40914
03K,2015-10-01 00:00:00+00:00,171566,56745
06P,2015-10-01 00:00:00+00:00,226899,46442
08K,2015-10-01 00:00:00+00:00,384131,59673
05T,2015-10-01 00:00:00+00:00,301268,103205
04H,2015-10-01 00:00:00+00:00,131183,44017
02H,2015-10-01 00:00:00+00:00,323497,97662
07M,2015-10-01 00:00:00+00:00,401051,94331
99C,2015-10-01 00:00:00+00:00,216707,69098
02X,2015-10-01 00:00:00+00:00,314205,96405
11A,2015-10-01 00:00:00+00:00,551725,192308
05A,2015-10-01 00:00:00+00:00,488713,121015
11J,2015-10-01 00:00:00+00:00,787264,285443
11D,2015-10-01 00:00:00+00:00,159645,46149
99J,2015-10-01 00:00:00+00:00,476341,145915
10M,2015-10-01 00:00:00+00:00,117330,33754
02M,2015-10-01 00:00:00+00:00,150943,59186
07W,2015-10-01 00:00:00+00:00,426104,82460
06H,2015-10-01 00:00:00+00:00,922964,248701
05V,2015-10-01 00:00:00+00:00,146559,51084
04R,2015-10-01 00:00:00+00:00,543690,158712
03R,2015-10-01 00:00:00+00:00,363239,108646
00K,2015-10-01 00:00:00+00:00,293700,87895
10X,2015-10-01 00:00:00+00:00,274869,62405
01J,2015-10-01 00:00:00+00:00,162375,45683
01T,2015-10-01 00:00:00+00:00,154754,49174
10E,2015-10-01 00:00:00+00:00,143687,49617
06L,2015-10-01 00:00:00+00:00,399454,134382
08L,2015-10-01 00:00:00+00:00,312888,56580
10L,2015-10-01 00:00:00+00:00,142589,57231
06D,2015-10-01 00:00:00+00:00,114190,41678
05R,2015-10-01 00:00:00+00:00,277517,92113
10W,2015-10-01 00:00:00+00:00,138200,23858
Q59,2015-10-01 00:00:00+00:00,54,2
02T,2015-10-01 00:00:00+00:00,217980,63370
05G,2015-10-01 00:00:00+00:00,216822,73530
10T,2015-10-01 00:00:00+00:00,151834,27337
03G,2015-10-01 00:00:00+00:00,271547,68824
99A,2015-10-01 00:00:00+00:00,507913,131723
05Y,2015-10-01 00:00:00+00:00,278189,77676
00N,2015-10-01 00:00:00+00:00,155262,49826
07Y,2015-10-01 00:00:00+00:00,305581,59574
01M,2015-10-01 00:00:00+00:00,203449,40253
09J,2015-10-01 00:00:00+00:00,258997,72687
08H,2015-10-01 00:00:00+00:00,234496,39311
10V,2015-10-01 00:00:00+00:00,212127,74730
02E,2015-10-01 00:00:00+00:00,214337,62120
02F,2015-10-01 00:00:00+00:00,259377,84639
03W,2015-10-01 00:00:00+00:00,324040,110305
05F,2015-10-01 00:00:00+00:00,184415,68999
02D,2015-10-01 00:00:00+00:00,103678,32024
10N,2015-10-01 00:00:00+00:00,109340,30447
04V,2015-10-01 00:00:00+00:00,378954,116162
99F,2015-10-01 00:00:00+00:00,185889,66050
02A,2015-10-01 00:00:00+00:00,238866,66911
00J,2015-10-01 00:00:00+00:00,251187,78441
10C,2015-10-01 00:00:00+00:00,94715,28059
11H,2015-10-01 00:00:00+00:00,488940,108578
11M,2015-10-01 00:00:00+00:00,635847,207718
12F,2015-10-01 00:00:00+00:00,334332,109999
09Y,2015-10-01 00:00:00+00:00,365109,102118
06W,2015-10-01 00:00:00+00:00,215843,58157
09G,2015-10-01 00:00:00+00:00,504120,189509
03T,2015-10-01 00:00:00+00:00,245719,95868
00V,2015-10-01 00:00:00+00:00,199625,57129
12D,2015-10-01 00:00:00+00:00,231150,60061
99H,2015-10-01 00:00:00+00:00,302747,94585
112,2015-10-01 00:00:00+00:00,710,13
01H,2015-10-01 00:00:00+00:00,522027,189428
04X,2015-10-01 00:00:00+00:00,293383,59955
11X,2015-10-01 00:00:00+00:00,561334,201795
01V,2015-10-01 00:00:00+00:00,123810,47375
08P,2015-10-01 00:00:00+00:00,209803,50517
99G,2015-10-01 00:00:00+00:00,185264,55511
05Q,2015-10-01 00:00:00+00:00,216596,71520
05P,2015-10-01 00:00:00+00:00,243072,75922
03C,2015-10-01 00:00:00+00:00,370009,84969
00P,2015-10-01 00:00:00+00:00,283984,88492
00Y,2015-10-01 00:00:00+00:00,248081,64213
08X,2015-10-01 00:00:00+00:00,383625,59941
04Y,2015-10-01 00:00:00+00:00,131814,41417
05L,2015-10-01 00:00:00+00:00,562913,121265
04K,2015-10-01 00:00:00+00:00,363880,70249
13P,2015-10-01 00:00:00+00:00,717611,174263
08A,2015-10-01 00:00:00+00:00,285884,54381
01E,2015-10-01 00:00:00+00:00,211073,57822
03J,2015-10-01 00:00:00+00:00,190048,49355
09X,2015-10-01 00:00:00+00:00,234078,74168
02V,2015-10-01 00:00:00+00:00,211743,55924
04D,2015-10-01 00:00:00+00:00,234182,72558
09A,2015-10-01 00:00:00+00:00,210939,38941
07R,2015-10-01 00:00:00+00:00,261100,42674
09P,2015-10-01 00:00:00+00:00,186001,70102
00T,2015-10-01 00:00:00+00:00,301703,81665
03L,2015-10-01 00:00:00+00:00,259352,79059
07N,2015-10-01 00:00:00+00:00,234361,64948
03D,2015-10-01 00:00:00+00:00,143421,55953
00D,2015-10-01 00:00:00+00:00,289596,95757
01C,2015-10-01 00:00:00+00:00,205895,72529
99M,2015-10-01 00:00:00+00:00,223825,62819
04G,2015-10-01 00:00:00+00:00,660291,185659
09E,2015-10-01 00:00:00+00:00,217866,68641
05X,2015-10-01 00:00:00+00:00,179113,49893
99D,2015-10-01 00:00:00+00:00,163204,57501
08N,2015-10-01 00:00:00+00:00,300802,63749
01N,2015-10-01 00:00:00+00:00,172580,35837
08V,2015-10-01 00:00:00+00:00,295081,34104
08Y,2015-10-01 00:00:00+00:00,244187,50607
03A,2015-10-01 00:00:00+00:00,244586,69039
09L,2015-10-01 00:00:00+00:00,179174,51191
02G,2015-10-01 00:00:00+00:00,111966,37337
02R,2015-10-01 00:00:00+00:00,339542,88552
13T,2015-10-01 00:00:00+00:00,510381,134760
10Q,2015-10-01 00:00:00+00:00,716167,196249
01D,2015-10-01 00:00:00+00:00,227289,61010
10H,2015-10-01 00:00:00+00:00,337487,100744
99Q,2015-10-01 00:00:00+00:00,286829,111974
08C,2015-10-01 00:00:00+00:00,209891,35697
07V,2015-10-01 00:00:00+00:00,399882,91433
04E,2015-10-01 00:00:00+00:00,189384,57938
11E,2015-10-01 00:00:00+00:00,203819,60797
04C,2015-10-01 00:00:00+00:00,387170,79929
05N,2015-10-01 00:00:00+00:00,303918,113879
08F,2015-10-01 00:00:00+00:00,266593,78994
01F,2015-10-01 00:00:00+00:00,129924,37412
07P,2015-10-01 00:00:00+00:00,369816,70613
01R,2015-10-01 00:00:00+00:00,179977,57211
10K,2015-10-01 00:00:00+00:00,202912,69242
07Q,2015-10-01 00:00:00+00:00,340060,97219
05W,2015-10-01 00:00:00+00:00,285072,80255
03Q,2015-10-01 00:00:00+00:00,352447,108666
03F,2015-10-01 00:00:00+00:00,291607,77311
01G,2015-10-01 00:00:00+00:00,260766,62282
04M,2015-10-01 00:00:00+00:00,94613,30712
06T,2015-10-01 00:00:00+00:00,338706,114800
02P,2015-10-01 00:00:00+00:00,255672,77621
07G,2015-10-01 00:00:00+00:00,170555,41143
05J,2015-10-01 00:00:00+00:00,174399,55001
08W,2015-10-01 00:00:00+00:00,297759,55202
99K,2015-10-01 00:00:00+00:00,168719,60440
13K,2012-05-01 00:00:00+00:00,0,0
10H,2012-05-01 00:00:00+00:00,326225,94725
01Y,2012-05-01 00:00:00+00:00,235850,64219
AAR,2012-05-01 00:00:00+00:00,0,0
5NE,2012-05-01 00:00:00+00:00,499,13
12J,2012-05-01 00:00:00+00:00,0,0
05P,2012-05-01 00:00:00+00:00,236024,72153
5QQ,2012-05-01 00:00:00+00:00,0,0
5PY,2012-05-01 00:00:00+00:00,0,0
04C,2012-05-01 00:00:00+00:00,374383,75687
RWN,2012-05-01 00:00:00+00:00,0,0
07R,2012-05-01 00:00:00+00:00,254265,40304
107,2012-05-01 00:00:00+00:00,0,0
02V,2012-05-01 00:00:00+00:00,202307,53008
5QJ,2012-05-01 00:00:00+00:00,0,0
13J,2012-05-01 00:00:00+00:00,0,0
01C,2012-05-01 00:00:00+00:00,202275,68741
5NX,2012-05-01 00:00:00+00:00,0,0
5L1,2012-05-01 00:00:00+00:00,2215,678
05V,2012-05-01 00:00:00+00:00,144602,48587
322,2012-05-01 00:00:00+00:00,0,0
01K,2012-05-01 00:00:00+00:00,160565,47058
10R,2012-05-01 00:00:00+00:00,216667,51071
5J5,2012-05-01 00:00:00+00:00,5956,1640
07P,2012-05-01 00:00:00+00:00,335335,62797
08T,2012-05-01 00:00:00+00:00,185154,45756
11X,2012-05-01 00:00:00+00:00,544676,189328
112,2012-05-01 00:00:00+00:00,890,11
06L,2012-05-01 00:00:00+00:00,387997,126345
12T,2012-05-01 00:00:00+00:00,0,0
5QM,2012-05-01 00:00:00+00:00,4671,2039
01J,2012-05-01 00:00:00+00:00,161111,42418
5QE,2012-05-01 00:00:00+00:00,0,0
01F,2012-05-01 00:00:00+00:00,128249,35116
11N,2012-05-01 00:00:00+00:00,555796,198154
10V,2012-05-01 00:00:00+00:00,204761,68856
5F7,2012-05-01 00:00:00+00:00,79,11
13P,2012-05-01 00:00:00+00:00,724642,171610
02E,2012-05-01 00:00:00+00:00,204499,56667
RC3,2012-05-01 00:00:00+00:00,0,0
99H,2012-05-01 00:00:00+00:00,288963,89603
13N,2012-05-01 00:00:00+00:00,0,0
08P,2012-05-01 00:00:00+00:00,196717,46431
00V,2012-05-01 00:00:00+00:00,196289,54156
5D9,2012-05-01 00:00:00+00:00,0,0
02N,2012-05-01 00:00:00+00:00,155801,50280
09P,2012-05-01 00:00:00+00:00,182031,66589
05J,2012-05-01 00:00:00+00:00,168922,51410
00J,2012-05-01 00:00:00+00:00,247442,74068
10J,2012-05-01 00:00:00+00:00,215446,58298
ACH,2012-05-01 00:00:00+00:00,0,0
07Q,2012-05-01 00:00:00+00:00,328603,93186
5F5,2012-05-01 00:00:00+00:00,3293,334
05C,2012-05-01 00:00:00+00:00,313167,97318
99F,2012-05-01 00:00:00+00:00,180407,61534
R1E,2012-05-01 00:00:00+00:00,0,0
10E,2012-05-01 00:00:00+00:00,141246,47162
10K,2012-05-01 00:00:00+00:00,199975,64495
00Y,2012-05-01 00:00:00+00:00,235083,59561
5A9,2012-05-01 00:00:00+00:00,0,0
5NR,2012-05-01 00:00:00+00:00,4563,1072
5JE,2012-05-01 00:00:00+00:00,3673,1319
05N,2012-05-01 00:00:00+00:00,294639,105627
11J,2012-05-01 00:00:00+00:00,759653,269152
5P9,2012-05-01 00:00:00+00:00,3857,729
325,2012-05-01 00:00:00+00:00,0,0
00P,2012-05-01 00:00:00+00:00,284721,84039
03X,2012-05-01 00:00:00+00:00,96027,29222
5M3,2012-05-01 00:00:00+00:00,5520,1258
5PE,2012-05-01 00:00:00+00:00,1117,545
5D8,2012-05-01 00:00:00+00:00,0,0
06A,2012-05-01 00:00:00+00:00,258232,68675
NKI,2012-05-01 00:00:00+00:00,0,0
5HG,2012-05-01 00:00:00+00:00,0,0
5ZU,2012-05-01 00:00:00+00:00,199,50
414,2012-05-01 00:00:00+00:00,0,0
01W,2012-05-01 00:00:00+00:00,299030,88837
RCD,2012-05-01 00:00:00+00:00,0,0
5J2,2012-05-01 00:00:00+00:00,4625,1225
12G,2012-05-01 00:00:00+00:00,0,0
05L,2012-05-01 00:00:00+00:00,535006,115107
5D7,2012-05-01 00:00:00+00:00,623,77
AA8,2012-05-01 00:00:00+00:00,0,0
08K,2012-05-01 00:00:00+00:00,384728,55290
319,2012-05-01 00:00:00+00:00,0,0
5QL,2012-05-01 00:00:00+00:00,0,0
5PQ,2012-05-01 00:00:00+00:00,0,0
00K,2012-05-01 00:00:00+00:00,287678,81925
10N,2012-05-01 00:00:00+00:00,107058,28924
13H,2012-05-01 00:00:00+00:00,0,0
5NG,2012-05-01 00:00:00+00:00,624,110
01D,2012-05-01 00:00:00+00:00,224618,58116
NYF,2012-05-01 00:00:00+00:00,0,0
01R,2012-05-01 00:00:00+00:00,174639,53263
07W,2012-05-01 00:00:00+00:00,397192,75001
5N3,2012-05-01 00:00:00+00:00,0,0
00T,2012-05-01 00:00:00+00:00,295298,77596
01G,2012-05-01 00:00:00+00:00,246912,59475
05Y,2012-05-01 00:00:00+00:00,265536,73467
5F1,2012-05-01 00:00:00+00:00,0,0
5N6,2012-05-01 00:00:00+00:00,1369,163
03Y,2012-05-01 00:00:00+00:00,102322,32878
111,2012-05-01 00:00:00+00:00,0,0
12M,2012-05-01 00:00:00+00:00,0,0
RJ7,2012-05-01 00:00:00+00:00,0,0
5K8,2012-05-01 00:00:00+00:00,27,7
05R,2012-05-01 00:00:00+00:00,271765,87287
08Q,2012-05-01 00:00:00+00:00,327202,46865
5NH,2012-05-01 00:00:00+00:00,2234,518
10A,2012-05-01 00:00:00+00:00,196056,67019
04M,2012-05-01 00:00:00+00:00,93565,29436
5LA,2012-05-01 00:00:00+00:00,5814,1267
08F,2012-05-01 00:00:00+00:00,256154,75371
R1G,2012-05-01 00:00:00+00:00,0,0
5QN,2012-05-01 00:00:00+00:00,2429,680
5QH,2012-05-01 00:00:00+00:00,0,0
04L,2012-05-01 00:00:00+00:00,144901,45380
03V,2012-05-01 00:00:00+00:00,68963,17036
07K,2012-05-01 00:00:00+00:00,236227,79315
03W,2012-05-01 00:00:00+00:00,315919,103032
5N7,2012-05-01 00:00:00+00:00,0,0
5K7,2012-05-01 00:00:00+00:00,2809,316
5EM,2012-05-01 00:00:00+00:00,2478,478
07G,2012-05-01 00:00:00+00:00,161930,38898
08J,2012-05-01 00:00:00+00:00,190072,42081
5K9,2012-05-01 00:00:00+00:00,0,0
00D,2012-05-01 00:00:00+00:00,287937,90665
01N,2012-05-01 00:00:00+00:00,167019,34265
NHT,2012-05-01 00:00:00+00:00,0,0
03K,2012-05-01 00:00:00+00:00,169063,53675
5K5,2012-05-01 00:00:00+00:00,4806,1330
03N,2012-05-01 00:00:00+00:00,568256,146869
5ZX,2012-05-01 00:00:00+00:00,0,0
ACV,2012-05-01 00:00:00+00:00,0,0
09C,2012-05-01 00:00:00+00:00,123536,35219
04K,2012-05-01 00:00:00+00:00,345298,66493
03E,2012-05-01 00:00:00+00:00,159570,52171
5A7,2012-05-01 00:00:00+00:00,540,58
104,2012-05-01 00:00:00+00:00,0,0
5LQ,2012-05-01 00:00:00+00:00,0,0
06H,2012-05-01 00:00:00+00:00,864798,230636
5A5,2012-05-01 00:00:00+00:00,0,0
03F,2012-05-01 00:00:00+00:00,290619,74331
5M1,2012-05-01 00:00:00+00:00,520,76
05X,2012-05-01 00:00:00+00:00,172235,46117
05G,2012-05-01 00:00:00+00:00,212947,70256
13C,2012-05-01 00:00:00+00:00,0,0
05Q,2012-05-01 00:00:00+00:00,211345,66599
11T,2012-05-01 00:00:00+00:00,211599,71449
5PK,2012-05-01 00:00:00+00:00,2135,893
725,2012-05-01 00:00:00+00:00,0,0
06W,2012-05-01 00:00:00+00:00,208682,56098
313,2012-05-01 00:00:00+00:00,0,0
01T,2012-05-01 00:00:00+00:00,155564,46812
01M,2012-05-01 00:00:00+00:00,188146,38212
5H1,2012-05-01 00:00:00+00:00,0,0
5QR,2012-05-01 00:00:00+00:00,0,0
06P,2012-05-01 00:00:00+00:00,213902,43374
05H,2012-05-01 00:00:00+00:00,183831,56249
RX4,2012-05-01 00:00:00+00:00,0,0
5E1,2012-05-01 00:00:00+00:00,988,396
5NY,2012-05-01 00:00:00+00:00,58,5
03C,2012-05-01 00:00:00+00:00,358524,81001
5FL,2012-05-01 00:00:00+00:00,0,0
211,2012-05-01 00:00:00+00:00,0,0
00Q,2012-05-01 00:00:00+00:00,169231,40389
5PT,2012-05-01 00:00:00+00:00,869,92
08N,2012-05-01 00:00:00+00:00,289411,60459
R1D,2012-05-01 00:00:00+00:00,0,0
5JX,2012-05-01 00:00:00+00:00,0,0
99M,2012-05-01 00:00:00+00:00,217305,58334
5PF,2012-05-01 00:00:00+00:00,386,32
06T,2012-05-01 00:00:00+00:00,327360,108318
RGD,2012-05-01 00:00:00+00:00,0,0
03A,2012-05-01 00:00:00+00:00,239460,65346
02Q,2012-05-01 00:00:00+00:00,111921,35937
5CQ,2012-05-01 00:00:00+00:00,0,0
08D,2012-05-01 00:00:00+00:00,282860,50172
209,2012-05-01 00:00:00+00:00,0,0
RYG,2012-05-01 00:00:00+00:00,0,0
08C,2012-05-01 00:00:00+00:00,200052,32919
06F,2012-05-01 00:00:00+00:00,437777,121669
5ND,2012-05-01 00:00:00+00:00,0,0
04Y,2012-05-01 00:00:00+00:00,129768,38669
09J,2012-05-01 00:00:00+00:00,248828,69279
5LD,2012-05-01 00:00:00+00:00,0,0
09F,2012-05-01 00:00:00+00:00,185908,69371
RJ1,2012-05-01 00:00:00+00:00,0,0
10W,2012-05-01 00:00:00+00:00,127972,21921
12H,2012-05-01 00:00:00+00:00,0,0
5QC,2012-05-01 00:00:00+00:00,4363,1169
11A,2012-05-01 00:00:00+00:00,540299,181627
10M,2012-05-01 00:00:00+00:00,114112,31212
5PA,2012-05-01 00:00:00+00:00,0,0
10Y,2012-05-01 00:00:00+00:00,198107,56012
5N5,2012-05-01 00:00:00+00:00,0,0
06V,2012-05-01 00:00:00+00:00,167583,70693
RY5,2012-05-01 00:00:00+00:00,0,0
10Q,2012-05-01 00:00:00+00:00,688568,183680
10C,2012-05-01 00:00:00+00:00,90270,26158
905,2012-05-01 00:00:00+00:00,0,0
5PR,2012-05-01 00:00:00+00:00,0,0
09N,2012-05-01 00:00:00+00:00,212232,62280
RBL,2012-05-01 00:00:00+00:00,0,0
5QA,2012-05-01 00:00:00+00:00,4348,1440
NTV,2012-05-01 00:00:00+00:00,0,0
5M2,2012-05-01 00:00:00+00:00,5428,1839
5PG,2012-05-01 00:00:00+00:00,3257,767
5QD,2012-05-01 00:00:00+00:00,0,0
12Q,2012-05-01 00:00:00+00:00,0,0
04G,2012-05-01 00:00:00+00:00,633824,172715
02P,2012-05-01 00:00:00+00:00,245004,71887
413,2012-05-01 00:00:00+00:00,0,0
NI3,2012-05-01 00:00:00+00:00,0,0
08E,2012-05-01 00:00:00+00:00,238330,58698
5CN,2012-05-01 00:00:00+00:00,0,0
00X,2012-05-01 00:00:00+00:00,173692,52805
5QK,2012-05-01 00:00:00+00:00,2113,686
12R,2012-05-01 00:00:00+00:00,0,0
07Y,2012-05-01 00:00:00+00:00,282808,54358
09W,2012-05-01 00:00:00+00:00,277519,73464
5M6,2012-05-01 00:00:00+00:00,2768,869
NLX,2012-05-01 00:00:00+00:00,0,0
5A8,2012-05-01 00:00:00+00:00,0,0
09X,2012-05-01 00:00:00+00:00,225040,69037
