pct,month,total_list_size,list_size_over_55
5PF,2010-10-01 00:00:00+00:00,2018,356
5QF,2010-10-01 00:00:00+00:00,0,0
413,2010-10-01 00:00:00+00:00,0,0
00N,2010-10-01 00:00:00+00:00,152911,46121
03X,2010-10-01 00:00:00+00:00,96183,28766
5QR,2010-10-01 00:00:00+00:00,0,0
5QK,2010-10-01 00:00:00+00:00,17589,5830
RC3,2010-10-01 00:00:00+00:00,0,0
5NR,2010-10-01 00:00:00+00:00,4860,1135
RHA,2010-10-01 00:00:00+00:00,0,0
5C3,2010-10-01 00:00:00+00:00,877,129
01T,2010-10-01 00:00:00+00:00,156479,46054
211,2010-10-01 00:00:00+00:00,0,0
07Y,2010-10-01 00:00:00+00:00,262286,51179
218,2010-10-01 00:00:00+00:00,0,0
11T,2010-10-01 00:00:00+00:00,209684,70023
5HG,2010-10-01 00:00:00+00:00,0,0
11M,2010-10-01 00:00:00+00:00,613877,190301
5F5,2010-10-01 00:00:00+00:00,7782,1369
07M,2010-10-01 00:00:00+00:00,364107,84227
01G,2010-10-01 00:00:00+00:00,237924,57647
13K,2010-10-01 00:00:00+00:00,0,0
06Y,2010-10-01 00:00:00+00:00,219899,75542
RTR,2010-10-01 00:00:00+00:00,0,0
905,2010-10-01 00:00:00+00:00,0,0
NTV,2010-10-01 00:00:00+00:00,0,0
5MX,2010-10-01 00:00:00+00:00,3055,411
10E,2010-10-01 00:00:00+00:00,139743,46645
5ZT,2010-10-01 00:00:00+00:00,4769,928
5P8,2010-10-01 00:00:00+00:00,3570,997
12N,2010-10-01 00:00:00+00:00,0,0
5K7,2010-10-01 00:00:00+00:00,4774,755
10J,2010-10-01 00:00:00+00:00,211626,56208
5PY,2010-10-01 00:00:00+00:00,1928,551
RX4,2010-10-01 00:00:00+00:00,0,0
10D,2010-10-01 00:00:00+00:00,104955,29695
09H,2010-10-01 00:00:00+00:00,123175,28505
08K,2010-10-01 00:00:00+00:00,373724,54250
13N,2010-10-01 00:00:00+00:00,0,0
11D,2010-10-01 00:00:00+00:00,153667,42155
05W,2010-10-01 00:00:00+00:00,267169,73734
5P1,2010-10-01 00:00:00+00:00,3815,1012
5E1,2010-10-01 00:00:00+00:00,1080,383
05L,2010-10-01 00:00:00+00:00,523238,113279
5ND,2010-10-01 00:00:00+00:00,4101,1489
5AT,2010-10-01 00:00:00+00:00,1855,316
5FE,2010-10-01 00:00:00+00:00,2740,518
RYG,2010-10-01 00:00:00+00:00,0,0
08F,2010-10-01 00:00:00+00:00,253687,74103
5NL,2010-10-01 00:00:00+00:00,1947,240
09F,2010-10-01 00:00:00+00:00,181049,67382
02R,2010-10-01 00:00:00+00:00,324222,81618
5QH,2010-10-01 00:00:00+00:00,0,0
01F,2010-10-01 00:00:00+00:00,127498,34112
5PH,2010-10-01 00:00:00+00:00,8520,2697
5M7,2010-10-01 00:00:00+00:00,3326,905
5PP,2010-10-01 00:00:00+00:00,0,0
209,2010-10-01 00:00:00+00:00,0,0
RBL,2010-10-01 00:00:00+00:00,0,0
05A,2010-10-01 00:00:00+00:00,451009,113067
322,2010-10-01 00:00:00+00:00,0,0
NEN,2010-10-01 00:00:00+00:00,0,0
02E,2010-10-01 00:00:00+00:00,197844,54604
12Q,2010-10-01 00:00:00+00:00,0,0
5D8,2010-10-01 00:00:00+00:00,0,0
01X,2010-10-01 00:00:00+00:00,192410,58466
5PJ,2010-10-01 00:00:00+00:00,13551,2836
R1E,2010-10-01 00:00:00+00:00,0,0
99M,2010-10-01 00:00:00+00:00,215828,56168
5CN,2010-10-01 00:00:00+00:00,0,0
NI3,2010-10-01 00:00:00+00:00,0,0
5NY,2010-10-01 00:00:00+00:00,3666,782
01A,2010-10-01 00:00:00+00:00,364396,103177
00M,2010-10-01 00:00:00+00:00,287293,81544
08Y,2010-10-01 00:00:00+00:00,233644,45647
02A,2010-10-01 00:00:00+00:00,227580,61558
02G,2010-10-01 00:00:00+00:00,111157,34516
09N,2010-10-01 00:00:00+00:00,213559,61413
AC6,2010-10-01 00:00:00+00:00,0,0
5PN,2010-10-01 00:00:00+00:00,3777,879
99D,2010-10-01 00:00:00+00:00,155139,52338
06P,2010-10-01 00:00:00+00:00,208723,42230
310,2010-10-01 00:00:00+00:00,0,0
06T,2010-10-01 00:00:00+00:00,323389,107252
01V,2010-10-01 00:00:00+00:00,122039,44293
07X,2010-10-01 00:00:00+00:00,272470,62659
5H1,2010-10-01 00:00:00+00:00,0,0
311,2010-10-01 00:00:00+00:00,0,0
00G,2010-10-01 00:00:00+00:00,149985,31995
03D,2010-10-01 00:00:00+00:00,140545,50886
04D,2010-10-01 00:00:00+00:00,222959,67164
5K6,2010-10-01 00:00:00+00:00,6383,1804
5QL,2010-10-01 00:00:00+00:00,0,0
13D,2010-10-01 00:00:00+00:00,0,0
02N,2010-10-01 00:00:00+00:00,155813,49367
5N1,2010-10-01 00:00:00+00:00,7160,1649
03A,2010-10-01 00:00:00+00:00,233641,63043
99P,2010-10-01 00:00:00+00:00,886286,291546
325,2010-10-01 00:00:00+00:00,0,0
5J5,2010-10-01 00:00:00+00:00,11708,2440
12G,2010-10-01 00:00:00+00:00,0,0
5HP,2010-10-01 00:00:00+00:00,2301,1002
10X,2010-10-01 00:00:00+00:00,262289,58584
03W,2010-10-01 00:00:00+00:00,313203,100497
02T,2010-10-01 00:00:00+00:00,209498,57626
06V,2010-10-01 00:00:00+00:00,167024,69479
117,2010-10-01 00:00:00+00:00,0,0
10M,2010-10-01 00:00:00+00:00,113642,30377
5HY,2010-10-01 00:00:00+00:00,4705,1269
00Y,2010-10-01 00:00:00+00:00,226864,57820
02D,2010-10-01 00:00:00+00:00,99843,28678
08E,2010-10-01 00:00:00+00:00,232647,56516
10A,2010-10-01 00:00:00+00:00,194705,65831
02M,2010-10-01 00:00:00+00:00,151520,55730
5K5,2010-10-01 00:00:00+00:00,10228,2307
5H8,2010-10-01 00:00:00+00:00,2543,590
09W,2010-10-01 00:00:00+00:00,275505,71475
5JE,2010-10-01 00:00:00+00:00,23730,6474
RNU,2010-10-01 00:00:00+00:00,0,0
NYF,2010-10-01 00:00:00+00:00,0,0
06K,2010-10-01 00:00:00+00:00,561490,149757
08P,2010-10-01 00:00:00+00:00,194206,45345
NR5,2010-10-01 00:00:00+00:00,0,0
RY6,2010-10-01 00:00:00+00:00,746,30
5LG,2010-10-01 00:00:00+00:00,4129,844
05T,2010-10-01 00:00:00+00:00,288624,93731
NLX,2010-10-01 00:00:00+00:00,0,0
04J,2010-10-01 00:00:00+00:00,287625,95907
13F,2010-10-01 00:00:00+00:00,0,0
05R,2010-10-01 00:00:00+00:00,269496,85433
02H,2010-10-01 00:00:00+00:00,319913,91292
5LH,2010-10-01 00:00:00+00:00,5325,1599
5PG,2010-10-01 00:00:00+00:00,17385,4823
06L,2010-10-01 00:00:00+00:00,384667,123429
RCD,2010-10-01 00:00:00+00:00,0,0
02F,2010-10-01 00:00:00+00:00,253111,78271
5LQ,2010-10-01 00:00:00+00:00,1920,406
02V,2010-10-01 00:00:00+00:00,200390,52165
00V,2010-10-01 00:00:00+00:00,190454,51771
03H,2010-10-01 00:00:00+00:00,163713,48343
216,2010-10-01 00:00:00+00:00,0,0
NQT,2010-10-01 00:00:00+00:00,0,0
04R,2010-10-01 00:00:00+00:00,516608,145156
02W,2010-10-01 00:00:00+00:00,116273,13587
11N,2010-10-01 00:00:00+00:00,550054,194184
05H,2010-10-01 00:00:00+00:00,182738,55044
5NH,2010-10-01 00:00:00+00:00,6978,1728
NWE,2010-10-01 00:00:00+00:00,0,0
107,2010-10-01 00:00:00+00:00,0,0
10K,2010-10-01 00:00:00+00:00,199099,62952
06D,2010-10-01 00:00:00+00:00,109954,38495
5A3,2010-10-01 00:00:00+00:00,1558,279
5P7,2010-10-01 00:00:00+00:00,2540,1308
99H,2010-10-01 00:00:00+00:00,285167,86398
5QM,2010-10-01 00:00:00+00:00,13653,5996
09L,2010-10-01 00:00:00+00:00,163487,46309
03L,2010-10-01 00:00:00+00:00,252952,73562
04X,2010-10-01 00:00:00+00:00,237772,48313
04V,2010-10-01 00:00:00+00:00,361030,105229
11J,2010-10-01 00:00:00+00:00,749291,261493
313,2010-10-01 00:00:00+00:00,0,0
5LD,2010-10-01 00:00:00+00:00,3396,559
07J,2010-10-01 00:00:00+00:00,157388,59242
5KF,2010-10-01 00:00:00+00:00,288,199
12J,2010-10-01 00:00:00+00:00,0,0
01J,2010-10-01 00:00:00+00:00,158474,40711
99G,2010-10-01 00:00:00+00:00,179705,51886
99F,2010-10-01 00:00:00+00:00,179779,60494
07K,2010-10-01 00:00:00+00:00,234261,77506
5ET,2010-10-01 00:00:00+00:00,0,0
06W,2010-10-01 00:00:00+00:00,204322,55472
06Q,2010-10-01 00:00:00+00:00,378332,111377
5K9,2010-10-01 00:00:00+00:00,1146,402
5NT,2010-10-01 00:00:00+00:00,10978,1446
5C4,2010-10-01 00:00:00+00:00,0,0
00H,2010-10-01 00:00:00+00:00,130316,33477
04G,2010-10-01 00:00:00+00:00,613028,165429
5PR,2010-10-01 00:00:00+00:00,0,0
5QA,2010-10-01 00:00:00+00:00,4119,1341
99N,2010-10-01 00:00:00+00:00,449582,142674
10R,2010-10-01 00:00:00+00:00,212407,49726
5NC,2010-10-01 00:00:00+00:00,4119,787
5QW,2010-10-01 00:00:00+00:00,2090,512
08W,2010-10-01 00:00:00+00:00,281573,50047
03C,2010-10-01 00:00:00+00:00,356423,79515
5HQ,2010-10-01 00:00:00+00:00,1710,653
10L,2010-10-01 00:00:00+00:00,141655,53830
5NA,2010-10-01 00:00:00+00:00,4083,1383
01C,2010-10-01 00:00:00+00:00,201613,67390
10Y,2010-10-01 00:00:00+00:00,196839,54349
RXL,2010-10-01 00:00:00+00:00,0,0
08A,2010-10-01 00:00:00+00:00,268312,49035
5QE,2010-10-01 00:00:00+00:00,1601,421
09E,2010-10-01 00:00:00+00:00,207889,63769
08R,2010-10-01 00:00:00+00:00,211086,43300
5F7,2010-10-01 00:00:00+00:00,3492,1186
10C,2010-10-01 00:00:00+00:00,90658,25516
RRE,2010-10-01 00:00:00+00:00,0,0
5A9,2010-10-01 00:00:00+00:00,2683,757
5FL,2010-10-01 00:00:00+00:00,0,0
5LE,2010-10-01 00:00:00+00:00,1233,164
5PA,2010-10-01 00:00:00+00:00,4303,750
02Y,2010-10-01 00:00:00+00:00,300486,106089
04M,2010-10-01 00:00:00+00:00,93088,29021
13C,2010-10-01 00:00:00+00:00,0,0
06A,2010-10-01 00:00:00+00:00,257398,68159
5NK,2010-10-01 00:00:00+00:00,1757,489
5N3,2010-10-01 00:00:00+00:00,0,0
NKI,2010-10-01 00:00:00+00:00,0,0
11H,2010-10-01 00:00:00+00:00,463816,103269
5PL,2010-10-01 00:00:00+00:00,8681,2876
04L,2010-10-01 00:00:00+00:00,140961,43950
5PW,2010-10-01 00:00:00+00:00,0,0
5NG,2010-10-01 00:00:00+00:00,2826,734
99E,2010-10-01 00:00:00+00:00,261030,73849
99C,2010-10-01 00:00:00+00:00,215330,64538
10Q,2010-10-01 00:00:00+00:00,682199,179550
03R,2010-10-01 00:00:00+00:00,351556,100577
10T,2010-10-01 00:00:00+00:00,137381,24151
03F,2010-10-01 00:00:00+00:00,284870,71874
00D,2010-10-01 00:00:00+00:00,287486,88828
205,2010-10-01 00:00:00+00:00,0,0
00W,2010-10-01 00:00:00+00:00,201738,29999
12R,2010-10-01 00:00:00+00:00,0,0
212,2010-10-01 00:00:00+00:00,0,0
5D9,2010-10-01 00:00:00+00:00,0,0
5PX,2010-10-01 00:00:00+00:00,601,76
08X,2010-10-01 00:00:00+00:00,366299,55873
RWN,2010-10-01 00:00:00+00:00,0,0
05P,2010-10-01 00:00:00+00:00,232073,70686
5KG,2010-10-01 00:00:00+00:00,1631,468
00L,2010-10-01 00:00:00+00:00,320505,109911
RY8,2010-10-01 00:00:00+00:00,0,0
01W,2010-10-01 00:00:00+00:00,294971,86123
5EF,2010-10-01 00:00:00+00:00,3138,776
08D,2010-10-01 00:00:00+00:00,270372,47296
04Y,2010-10-01 00:00:00+00:00,126727,36663
04C,2010-10-01 00:00:00+00:00,359865,73640
10N,2010-10-01 00:00:00+00:00,105954,28221
08M,2010-10-01 00:00:00+00:00,355087,45294
106,2010-10-01 00:00:00+00:00,0,0
NQL,2010-10-01 00:00:00+00:00,0,0
5M2,2010-10-01 00:00:00+00:00,5383,1817
13M,2010-10-01 00:00:00+00:00,0,0
99J,2010-10-01 00:00:00+00:00,453600,133418
5MV,2010-10-01 00:00:00+00:00,4176,1136
09G,2010-10-01 00:00:00+00:00,479496,175404
09P,2010-10-01 00:00:00+00:00,179979,65238
NQ7,2010-10-01 00:00:00+00:00,0,0
5K3,2010-10-01 00:00:00+00:00,0,0
04N,2010-10-01 00:00:00+00:00,121366,38014
5A8,2010-10-01 00:00:00+00:00,3905,669
08T,2010-10-01 00:00:00+00:00,179663,44082
111,2010-10-01 00:00:00+00:00,0,0
13A,2010-10-01 00:00:00+00:00,0,0
03Y,2010-10-01 00:00:00+00:00,93229,29596
00X,2010-10-01 00:00:00+00:00,171919,51548
00J,2010-10-01 00:00:00+00:00,239604,71030
5M8,2010-10-01 00:00:00+00:00,0,0
NDJ,2010-10-01 00:00:00+00:00,0,0
07Q,2010-10-01 00:00:00+00:00,318830,90454
03M,2010-10-01 00:00:00+00:00,118559,41926
07V,2010-10-01 00:00:00+00:00,380871,83585
09D,2010-10-01 00:00:00+00:00,297512,65333
5C2,2010-10-01 00:00:00+00:00,5017,1083
00R,2010-10-01 00:00:00+00:00,170298,53011
5LC,2010-10-01 00:00:00+00:00,0,0
5NJ,2010-10-01 00:00:00+00:00,2773,691
07W,2010-10-01 00:00:00+00:00,379810,71505
5QV,2010-10-01 00:00:00+00:00,0,0
07L,2010-10-01 00:00:00+00:00,187980,33071
5N6,2010-10-01 00:00:00+00:00,9835,2953
05Y,2010-10-01 00:00:00+00:00,261517,71887
12D,2010-10-01 00:00:00+00:00,217659,53598
RJ7,2010-10-01 00:00:00+00:00,0,0
05C,2010-10-01 00:00:00+00:00,310868,95068
07G,2010-10-01 00:00:00+00:00,160388,38345
725,2010-10-01 00:00:00+00:00,0,0
5N2,2010-10-01 00:00:00+00:00,4407,1276
5LA,2010-10-01 00:00:00+00:00,8860,2289
02X,2010-10-01 00:00:00+00:00,308442,89996
01E,2010-10-01 00:00:00+00:00,209412,53521
5D7,2010-10-01 00:00:00+00:00,0,0
5J2,2010-10-01 00:00:00+00:00,9541,1964
720,2010-10-01 00:00:00+00:00,0,0
5C1,2010-10-01 00:00:00+00:00,19951,2848
11A,2010-10-01 00:00:00+00:00,536073,177687
R1D,2010-10-01 00:00:00+00:00,0,0
5QD,2010-10-01 00:00:00+00:00,6913,2202
01D,2010-10-01 00:00:00+00:00,221475,56197
5QP,2010-10-01 00:00:00+00:00,2339,814
5PE,2010-10-01 00:00:00+00:00,4131,1566
01Y,2010-10-01 00:00:00+00:00,234786,63201
5N9,2010-10-01 00:00:00+00:00,0,0
5QN,2010-10-01 00:00:00+00:00,2574,691
5MD,2010-10-01 00:00:00+00:00,4095,539
5A5,2010-10-01 00:00:00+00:00,5156,1434
5ZX,2010-10-01 00:00:00+00:00,2377,497
08V,2010-10-01 00:00:00+00:00,264877,30664
07R,2010-10-01 00:00:00+00:00,244911,39181
10V,2010-10-01 00:00:00+00:00,204488,67284
5NF,2010-10-01 00:00:00+00:00,684,245
5NX,2010-10-01 00:00:00+00:00,5050,1489
R1G,2010-10-01 00:00:00+00:00,0,0
07N,2010-10-01 00:00:00+00:00,226712,61282
5ZU,2010-10-01 00:00:00+00:00,4778,1833
00Q,2010-10-01 00:00:00+00:00,162730,38700
08C,2010-10-01 00:00:00+00:00,192125,32075
05F,2010-10-01 00:00:00+00:00,181326,64244
13L,2013-10-01 00:00:00+00:00,0,0
RY2,2013-10-01 00:00:00+00:00,0,0
313,2013-10-01 00:00:00+00:00,0,0
116,2013-10-01 00:00:00+00:00,0,0
RY6,2013-10-01 00:00:00+00:00,1204,64
ACH,2013-10-01 00:00:00+00:00,0,0
02T,2013-10-01 00:00:00+00:00,215354,61161
01E,2013-10-01 00:00:00+00:00,210780,56068
720,2013-10-01 00:00:00+00:00,0,0
01K,2013-10-01 00:00:00+00:00,160869,47934
09P,2013-10-01 00:00:00+00:00,183147,67980
07J,2013-10-01 00:00:00+00:00,166794,63612
NDJ,2013-10-01 00:00:00+00:00,0,0
12Q,2013-10-01 00:00:00+00:00,0,0
01W,2013-10-01 00:00:00+00:00,301044,90599
04H,2013-10-01 00:00:00+00:00,129195,42338
99P,2013-10-01 00:00:00+00:00,906393,305939
08J,2013-10-01 00:00:00+00:00,197381,43231
NWE,2013-10-01 00:00:00+00:00,0,0
04C,2013-10-01 00:00:00+00:00,372773,76267
02E,2013-10-01 00:00:00+00:00,210864,59496
13F,2013-10-01 00:00:00+00:00,0,0
10K,2013-10-01 00:00:00+00:00,201729,66528
821,2013-10-01 00:00:00+00:00,0,0
99J,2013-10-01 00:00:00+00:00,468244,141275
NR5,2013-10-01 00:00:00+00:00,0,0
12A,2013-10-01 00:00:00+00:00,260237,75151
00D,2013-10-01 00:00:00+00:00,288127,92676
05N,2013-10-01 00:00:00+00:00,299987,109457
04V,2013-10-01 00:00:00+00:00,371001,111666
02X,2013-10-01 00:00:00+00:00,310881,93488
06F,2013-10-01 00:00:00+00:00,447917,126263
11E,2013-10-01 00:00:00+00:00,198104,58972
00F,2013-10-01 00:00:00+00:00,205457,62986
04Y,2013-10-01 00:00:00+00:00,132976,40687
RHA,2013-10-01 00:00:00+00:00,0,0
RBL,2013-10-01 00:00:00+00:00,0,0
10T,2013-10-01 00:00:00+00:00,146577,26042
07W,2013-10-01 00:00:00+00:00,415685,78499
ACD,2013-10-01 00:00:00+00:00,0,0
11J,2013-10-01 00:00:00+00:00,776716,277702
13H,2013-10-01 00:00:00+00:00,0,0
00W,2013-10-01 00:00:00+00:00,216401,31691
03K,2013-10-01 00:00:00+00:00,169954,54999
03C,2013-10-01 00:00:00+00:00,363254,82637
05P,2013-10-01 00:00:00+00:00,239030,73586
11X,2013-10-01 00:00:00+00:00,551549,194405
RX4,2013-10-01 00:00:00+00:00,0,0
NR3,2013-10-01 00:00:00+00:00,0,0
00J,2013-10-01 00:00:00+00:00,249017,75929
07T,2013-10-01 00:00:00+00:00,282675,40757
04M,2013-10-01 00:00:00+00:00,93989,29926
RWN,2013-10-01 00:00:00+00:00,0,0
5D8,2013-10-01 00:00:00+00:00,0,0
107,2013-10-01 00:00:00+00:00,0,0
04G,2013-10-01 00:00:00+00:00,642150,177752
10C,2013-10-01 00:00:00+00:00,92687,27047
03N,2013-10-01 00:00:00+00:00,584019,150479
RTD,2013-10-01 00:00:00+00:00,0,0
112,2013-10-01 00:00:00+00:00,794,12
03F,2013-10-01 00:00:00+00:00,288423,75464
07R,2013-10-01 00:00:00+00:00,259527,41766
06Y,2013-10-01 00:00:00+00:00,227508,79269
04L,2013-10-01 00:00:00+00:00,146927,46498
00L,2013-10-01 00:00:00+00:00,321472,115699
06A,2013-10-01 00:00:00+00:00,261589,70309
10R,2013-10-01 00:00:00+00:00,218246,52214
11N,2013-10-01 00:00:00+00:00,561349,202577
00M,2013-10-01 00:00:00+00:00,290799,85069
10V,2013-10-01 00:00:00+00:00,209983,71875
01A,2013-10-01 00:00:00+00:00,373773,108766
00R,2013-10-01 00:00:00+00:00,172548,54912
12J,2013-10-01 00:00:00+00:00,0,0
01Y,2013-10-01 00:00:00+00:00,241865,67347
209,2013-10-01 00:00:00+00:00,0,0
5QQ,2013-10-01 00:00:00+00:00,0,0
00X,2013-10-01 00:00:00+00:00,175773,54298
09L,2013-10-01 00:00:00+00:00,174693,49493
99C,2013-10-01 00:00:00+00:00,215717,67161
ADT,2013-10-01 00:00:00+00:00,0,0
99N,2013-10-01 00:00:00+00:00,477634,157839
05C,2013-10-01 00:00:00+00:00,312915,98831
11D,2013-10-01 00:00:00+00:00,156585,44628
01C,2013-10-01 00:00:00+00:00,204207,70444
310,2013-10-01 00:00:00+00:00,0,0
03J,2013-10-01 00:00:00+00:00,187779,48029
08C,2013-10-01 00:00:00+00:00,200700,33623
10W,2013-10-01 00:00:00+00:00,131269,22698
212,2013-10-01 00:00:00+00:00,0,0
13A,2013-10-01 00:00:00+00:00,25,2
06M,2013-10-01 00:00:00+00:00,232980,84198
10A,2013-10-01 00:00:00+00:00,201599,70127
00G,2013-10-01 00:00:00+00:00,158738,33507
AAX,2013-10-01 00:00:00+00:00,0,0
03H,2013-10-01 00:00:00+00:00,168210,51555
218,2013-10-01 00:00:00+00:00,0,0
07Y,2013-10-01 00:00:00+00:00,296480,56772
NEN,2013-10-01 00:00:00+00:00,0,0
01G,2013-10-01 00:00:00+00:00,253281,60755
04X,2013-10-01 00:00:00+00:00,247503,51021
07N,2013-10-01 00:00:00+00:00,228755,63308
09C,2013-10-01 00:00:00+00:00,125662,36383
99A,2013-10-01 00:00:00+00:00,498842,127256
05L,2013-10-01 00:00:00+00:00,543521,117214
10Y,2013-10-01 00:00:00+00:00,202331,58381
01H,2013-10-01 00:00:00+00:00,520291,183898
RGD,2013-10-01 00:00:00+00:00,0,0
10H,2013-10-01 00:00:00+00:00,330049,97032
AC6,2013-10-01 00:00:00+00:00,0,0
05F,2013-10-01 00:00:00+00:00,182661,66993
03G,2013-10-01 00:00:00+00:00,263934,66741
02W,2013-10-01 00:00:00+00:00,120931,14187
RJ7,2013-10-01 00:00:00+00:00,0,0
06V,2013-10-01 00:00:00+00:00,168928,72154
5P8,2013-10-01 00:00:00+00:00,0,0
11H,2013-10-01 00:00:00+00:00,488525,107188
04Q,2013-10-01 00:00:00+00:00,130082,44424
13C,2013-10-01 00:00:00+00:00,0,0
5KG,2013-10-01 00:00:00+00:00,0,0
09W,2013-10-01 00:00:00+00:00,289697,77250
NQ7,2013-10-01 00:00:00+00:00,0,0
12F,2013-10-01 00:00:00+00:00,332246,106831
04R,2013-10-01 00:00:00+00:00,536610,153398
00C,2013-10-01 00:00:00+00:00,106221,32483
10M,2013-10-01 00:00:00+00:00,115558,32334
05Y,2013-10-01 00:00:00+00:00,275045,76499
08N,2013-10-01 00:00:00+00:00,287251,61281
01D,2013-10-01 00:00:00+00:00,223903,59149
05W,2013-10-01 00:00:00+00:00,281544,78351
03D,2013-10-01 00:00:00+00:00,142444,53771
04F,2013-10-01 00:00:00+00:00,273869,61722
10L,2013-10-01 00:00:00+00:00,141514,55177
07P,2013-10-01 00:00:00+00:00,353953,66700
03W,2013-10-01 00:00:00+00:00,321250,106335
01N,2013-10-01 00:00:00+00:00,168740,34981
08M,2013-10-01 00:00:00+00:00,361303,48196
09A,2013-10-01 00:00:00+00:00,195274,36203
NQT,2013-10-01 00:00:00+00:00,0,0
RXA,2013-10-01 00:00:00+00:00,0,0
08K,2013-10-01 00:00:00+00:00,367374,56100
06L,2013-10-01 00:00:00+00:00,392789,129994
08G,2013-10-01 00:00:00+00:00,294041,66685
13P,2013-10-01 00:00:00+00:00,739730,177027
111,2013-10-01 00:00:00+00:00,0,0
01T,2013-10-01 00:00:00+00:00,155015,47691
03E,2013-10-01 00:00:00+00:00,160563,53632
99G,2013-10-01 00:00:00+00:00,184316,54132
NTV,2013-10-01 00:00:00+00:00,0,0
05Q,2013-10-01 00:00:00+00:00,212581,68468
04N,2013-10-01 00:00:00+00:00,122513,39797
12P,2013-10-01 00:00:00+00:00,0,0
99Q,2013-10-01 00:00:00+00:00,287497,108950
414,2013-10-01 00:00:00+00:00,0,0
12M,2013-10-01 00:00:00+00:00,0,0
AAR,2013-10-01 00:00:00+00:00,0,0
09H,2013-10-01 00:00:00+00:00,127349,30130
11M,2013-10-01 00:00:00+00:00,624821,199678
00V,2013-10-01 00:00:00+00:00,199294,55548
07L,2013-10-01 00:00:00+00:00,202570,34983
NMS,2013-10-01 00:00:00+00:00,0,0
99K,2013-10-01 00:00:00+00:00,166366,58264
11C,2013-10-01 00:00:00+00:00,152321,41410
02A,2013-10-01 00:00:00+00:00,236837,65287
RTR,2013-10-01 00:00:00+00:00,0,0
99M,2013-10-01 00:00:00+00:00,220299,60258
00T,2013-10-01 00:00:00+00:00,297970,79669
04D,2013-10-01 00:00:00+00:00,228589,70055
09X,2013-10-01 00:00:00+00:00,228155,71236
104,2013-10-01 00:00:00+00:00,0,0
05G,2013-10-01 00:00:00+00:00,213491,71587
07K,2013-10-01 00:00:00+00:00,240285,81525
01R,2013-10-01 00:00:00+00:00,176342,54803
06H,2013-10-01 00:00:00+00:00,884275,238401
AC2,2013-10-01 00:00:00+00:00,0,0
07H,2013-10-01 00:00:00+00:00,297515,85665
03T,2013-10-01 00:00:00+00:00,243191,93246
02R,2013-10-01 00:00:00+00:00,334025,85976
114,2013-10-01 00:00:00+00:00,763,15
12D,2013-10-01 00:00:00+00:00,226408,57206
319,2013-10-01 00:00:00+00:00,0,0
01M,2013-10-01 00:00:00+00:00,191154,38570
12H,2013-10-01 00:00:00+00:00,0,0
08X,2013-10-01 00:00:00+00:00,371517,57621
13K,2013-10-01 00:00:00+00:00,0,0
219,2013-10-01 00:00:00+00:00,0,0
,2013-10-01 00:00:00+00:00,0,0
09J,2013-10-01 00:00:00+00:00,251353,70503
08H,2013-10-01 00:00:00+00:00,227660,37423
117,2013-10-01 00:00:00+00:00,0,0
07Q,2013-10-01 00:00:00+00:00,335366,95081
5PN,2013-10-01 00:00:00+00:00,0,0
08F,2013-10-01 00:00:00+00:00,257075,76841
07X,2013-10-01 00:00:00+00:00,314499,70804
5N3,2013-10-01 00:00:00+00:00,0,0
RRE,2013-10-01 00:00:00+00:00,0,0
13M,2013-10-01 00:00:00+00:00,0,0
08A,2013-10-01 00:00:00+00:00,274968,51828
07V,2013-10-01 00:00:00+00:00,390949,88074
02Q,2013-10-01 00:00:00+00:00,112564,36833
RW5,2013-10-01 00:00:00+00:00,0,0
07M,2013-10-01 00:00:00+00:00,388932,90779
06Q,2013-10-01 00:00:00+00:00,382346,117236
05T,2013-10-01 00:00:00+00:00,295459,99376
211,2013-10-01 00:00:00+00:00,0,0
RCD,2013-10-01 00:00:00+00:00,0,0
02V,2013-10-01 00:00:00+00:00,206056,54280
99H,2013-10-01 00:00:00+00:00,296714,91816
09D,2013-10-01 00:00:00+00:00,301141,67029
00N,2013-10-01 00:00:00+00:00,154584,48468
10X,2013-10-01 00:00:00+00:00,269687,61196
01J,2013-10-01 00:00:00+00:00,160863,43700
5F5,2013-10-01 00:00:00+00:00,0,0
R1D,2013-10-01 00:00:00+00:00,0,0
08P,2013-10-01 00:00:00+00:00,205949,48853
08R,2013-10-01 00:00:00+00:00,216974,45248
00Q,2013-10-01 00:00:00+00:00,169543,41000
03A,2013-10-01 00:00:00+00:00,242052,66835
5P5,2013-10-01 00:00:00+00:00,0,0
05H,2013-10-01 00:00:00+00:00,184588,57616
02H,2013-10-01 00:00:00+00:00,320974,94629
04E,2013-10-01 00:00:00+00:00,185785,55856
00Y,2013-10-01 00:00:00+00:00,242581,62349
5P6,2013-10-01 00:00:00+00:00,24,8
01X,2013-10-01 00:00:00+00:00,193948,60623
02M,2013-10-01 00:00:00+00:00,150661,57533
06P,2013-10-01 00:00:00+00:00,218968,44848
08Y,2013-10-01 00:00:00+00:00,233384,48322
02P,2013-10-01 00:00:00+00:00,252191,75117
08D,2013-10-01 00:00:00+00:00,290749,52633
09E,2013-10-01 00:00:00+00:00,214352,66702
03Q,2013-10-01 00:00:00+00:00,342938,104652
12G,2013-10-01 00:00:00+00:00,0,0
04J,2013-10-01 00:00:00+00:00,289656,99954
05J,2013-10-01 00:00:00+00:00,172436,53291
06K,2013-10-01 00:00:00+00:00,576941,158112
