year,month,pct,total_items,total_cost,actual_cost_per_1000
2016,2016-08-01,09L,3,159.22,5.430793369261204
2016,2016-08-01,03T,10,329.15999999999997,4.0465184893784425
2016,2016-08-01,01D,1,31.85,9.533073929961091
2016,2016-08-01,01W,2,254.72,20.163064988522123
2016,2016-08-01,00M,12,353.08,3.8427966608983355
2016,2016-08-01,15M,25,1423.25,9.395257647571393
2016,2016-08-01,09E,4,127.4,4.386297125150628
2016,2016-08-01,05T,5,191.03000000000003,6.572509891622227
2016,2016-08-01,06A,1,31.85,4.2314335060449055
2016,2016-08-01,02T,5,286.61,6.55678074670571
2016,2016-08-01,14Y,5,175.26999999999998,2.8104805734169296
2016,2016-08-01,07N,8,637.15,11.30821382933409
2016,2016-08-01,04C,16,894.05,6.53125182631056
2016,2016-08-01,08L,9,411.98,5.624684278790361
2016,2016-08-01,99M,10,940.6700000000001,11.263350735188467
2016,2016-08-01,00R,1,63.69,5.676976557625457
2016,2016-08-01,02M,1,63.69,5.924100083713143
2016,2016-08-01,15F,14,923.47,8.36612853544962
2016,2016-08-01,07P,18,1496.5800000000002,18.343588360748168
2016,2016-08-01,03Q,9,318.44,2.4236612171583403
2016,2016-08-01,05F,2,95.53999999999999,4.1927414754026415
2016,2016-08-01,08P,2,63.7,7.172615696430583
2016,2016-08-01,05J,1,127.36,22.50574306414561
2016,2016-08-01,08R,7,350.30999999999995,5.564097269651677
2016,2016-08-01,05C,5,318.44,8.917889548560545
2016,2016-08-01,11M,37,1769.6399999999999,10.116159421946811
2016,2016-08-01,10J,7,286.63,3.179937206696473
2016,2016-08-01,06N,23,1090.01,5.097983275026659
2016,2016-08-01,07Y,18,1238.02,18.333432057813056
2016,2016-08-01,08N,18,857.8200000000002,8.290438866928898
2016,2016-08-01,07X,14,571.23,6.171056327377223
2016,2016-08-01,99A,2,61.68,6.584819045585566
2016,2016-08-01,05R,5,286.56,6.4810584643220635
2016,2016-08-01,99D,6,233.64,3.3329053793811787
2016,2016-08-01,05Q,4,186.92,4.4280198043256815
2016,2016-08-01,04G,16,547.98,5.778916729941787
2016,2016-08-01,06T,4,186.93,8.603184830633284
2016,2016-08-01,10A,3,95.55000000000001,3.931775162538063
2016,2016-09-01,08K,14,858.3900000000001,9.762086181210268
2016,2016-09-01,12D,5,286.57,5.399035381890802
2016,2016-09-01,03A,4,159.22,15.629724158240894
2016,2016-09-01,12F,3,159.21,11.24920511552321
2016,2016-09-01,07T,22,1195.42,9.967897137425267
2016,2016-09-01,07W,12,965.86,15.834289648840944
2016,2016-09-01,03T,11,419.06,7.084460373275629
2016,2016-09-01,07P,12,764.1600000000001,9.438152288025691
2016,2016-09-01,99C,6,318.41999999999996,12.34520994068158
2016,2016-09-01,02H,5,509.4,11.473489796837695
2016,2016-09-01,10L,6,382.08,10.979625851317566
2016,2016-09-01,07R,10,569.0,5.4503481900820905
2016,2016-09-01,06F,15,953.3800000000002,7.21170356810566
2016,2016-09-01,02D,4,191.06,6.036650868878358
2016,2016-09-01,05A,2,108.35,6.054763900530874
2016,2016-09-01,05R,2,159.18,6.93897122929381
2016,2016-09-01,03H,7,286.6,5.0054140906074265
2016,2016-09-01,03D,6,244.23000000000002,5.493252361673415
2016,2016-09-01,10A,1,31.85,3.5023092148669455
2016,2016-09-01,06M,2,95.53,4.337737819552286
2016,2016-09-01,00L,7,315.84,9.553250052932459
2016,2016-09-01,05Y,3,95.55000000000001,4.279380150483698
2016,2016-09-01,06K,17,698.8,6.552273792780122
2016,2016-09-01,10E,4,218.75,5.564458689458689
2016,2016-09-01,10D,2,127.36,11.69405931503076
2016,2016-09-01,09J,6,254.74,5.293298701298702
2016,2016-09-01,01D,5,318.4,13.25120692525387
2016,2016-09-01,04N,3,222.87,7.3658988002776224
2016,2016-09-01,02G,1,89.25,12.538634447878618
2016,2016-09-01,02W,3,222.87,17.03247993886129
2016,2016-09-01,00N,2,63.7,4.312504231263964
2016,2016-09-01,04Q,1,63.68,8.906293706293706
2016,2016-09-01,02P,2,74.4,6.218655967903711
2016,2016-09-01,99N,9,509.43999999999994,12.717242067949773
2016,2016-09-01,08F,10,437.60999999999996,7.496659471682598
2016,2016-09-01,05L,12,598.8199999999999,11.778752532504571
2016,2016-09-01,05D,1,63.68,11.191564147627416
2016,2016-09-01,01A,9,541.2900000000001,9.84933675418964
2016,2016-09-01,03F,8,477.61000000000007,7.787034923533441
2016,2016-09-01,09G,21,930.3000000000001,5.567958056272108
2016,2016-09-01,10K,8,426.77000000000004,5.930161465136314
2016,2016-09-01,02N,7,254.85,4.185622546684843
2016,2016-09-01,15F,22,1408.3400000000001,6.6962409304006325
2016,2016-09-01,01E,3,222.87,8.105247845219479
2016,2016-09-01,07L,11,187.72,6.285829091883204
2016,2016-09-01,00T,4,222.89,8.238707769645893
2016,2016-09-01,06L,14,798.4100000000001,8.626609905782695
2016,2016-09-01,08N,15,857.68,8.941524796447077
2016,2016-09-01,08P,2,63.7,7.172615696430583
2016,2016-09-01,10C,6,350.25,6.404981347377661
2016,2016-09-01,11J,16,666.79,7.286287194169134
2016,2016-09-01,02R,5,382.07000000000005,9.474062685975007
2016,2016-09-01,10J,5,191.08,3.756906077348067
2016,2016-09-01,99A,7,311.5,8.874896720704294
2016,2016-09-01,00P,8,349.62,7.049074559458043
2016,2016-09-01,04M,2,95.53,5.003928552721177
2016,2016-09-01,05V,5,286.54,4.8469983253548055
2016,2016-09-01,07J,10,380.04,4.637575047591156
2016,2016-09-01,00X,3,123.32,4.789870271110075
2016,2016-09-01,03J,7,305.98,9.081950669318216
2016,2016-09-01,02Y,5,254.72000000000003,4.409514247134994
2016,2016-09-01,08M,10,827.81,14.186732018303028
2016,2016-09-01,11N,31,1092.4099999999999,4.837911090247207
2016,2016-09-01,06A,4,127.39000000000001,10.59024025272259
2016,2016-09-01,99F,5,318.59000000000003,7.862731064438905
2016,2016-09-01,06T,7,437.45,10.474081168442474
2016,2016-09-01,02X,5,191.05,7.3441223956331205
2016,2016-09-01,13T,14,541.38,6.144922930239949
2016,2016-09-01,14L,4,333.45,9.20141284251773
2016,2016-09-01,00J,14,639.38,4.736148148148148
2016,2016-09-01,09P,4,155.05,4.382543316656774
2016,2016-09-01,10V,9,467.10999999999996,6.050490919924354
2016,2016-09-01,01C,5,138.10000000000002,3.6357413647851735
2016,2016-09-01,07M,10,439.64,5.806434571292725
2016,2016-09-01,05F,3,191.04,9.565870512242752
2016,2016-09-01,06Y,7,222.86,4.852588947437182
2016,2016-09-01,01R,1,118.96,20.63486556808326
2016,2016-09-01,99H,5,445.71000000000004,5.303230412279137
2016,2016-09-01,00M,17,609.8,7.0889666476790545
2016,2016-09-01,03V,2,63.7,1.3220704827528953
2016,2016-09-01,04E,1,21.34,3.602903933817322
2016,2016-09-01,05C,2,127.36,13.668169135007513
2016,2016-09-01,01G,7,191.39000000000001,4.348586749068437
2016,2016-09-01,06N,14,427.37,3.8206134508622465
2016,2016-09-01,99E,3,273.91,8.329836085515312
2016,2016-09-01,03E,9,679.3000000000001,9.243182931475536
2016,2016-09-01,09C,1,31.83,3.7682017284242924
2016,2016-09-01,03K,9,443.75,6.585586655189813
2016,2016-09-01,08L,4,159.23,3.5854537266381445
2016,2016-09-01,00V,5,218.76999999999998,5.59085100945566
2016,2016-09-01,06Q,6,284.54,4.566961992809451
2016,2016-09-01,03Q,5,222.87,3.353294314129666
2016,2016-09-01,05N,16,732.39,9.227541892402671
2016,2016-09-01,10X,2,169.9,9.043968913020334
2016,2016-09-01,00K,7,405.65,5.5090039927207535
2016,2016-09-01,04V,15,698.51,7.8277581666386515
2016,2016-09-01,07X,21,1208.02,9.461605940035716
2016,2016-09-01,04Y,3,127.38,8.522111460493745
2016,2016-09-01,07Q,6,318.42,5.4568823690704695
2016,2016-09-01,09W,12,573.15,10.133128248647502
2016,2016-09-01,05T,4,159.20000000000002,4.96011964107677
2016,2016-09-01,09X,5,318.4,6.24154627251877
2016,2016-09-01,03N,8,350.28000000000003,6.8340649692712905
2016,2016-09-01,08Y,15,1026.1,26.206773254329057
2016,2016-09-01,04F,4,169.93,4.517492556358997
2016,2016-09-01,08G,3,95.55000000000001,7.398946879355739
2016,2016-09-01,06W,1,59.54,6.143210895583987
2016,2016-09-01,99D,7,350.24,4.82836582205189
2016,2016-09-01,15D,3,350.2,9.53937511917409
2016,2016-09-01,04G,11,532.9399999999999,5.805383383623271
2016,2016-09-01,06P,10,399.5,5.277062281223169
2016,2016-09-01,02A,3,85.03999999999999,3.0559149058502224
2016,2016-09-01,01T,1,31.85,3.3094347464671654
2016,2016-09-01,15M,15,995.8199999999999,7.413512004466778
2016,2016-09-01,08D,6,220.9,2.863030742910467
2016,2016-09-01,03R,12,1159.19,13.58781399819484
2016,2016-09-01,02T,3,159.21,4.483525767389469
2016,2016-09-01,04D,7,350.25,8.015057552804413
2016,2016-09-01,06V,7,284.53,3.5578702545891057
2016,2016-09-01,08A,11,721.7999999999998,9.59342893977857
2016,2016-09-01,15C,17,1125.11,6.798288811412757
2016,2016-09-01,99J,8,366.28000000000003,4.129471583670617
2016,2016-09-01,01H,9,471.37,6.633875167124058
2016,2016-09-01,02E,2,318.36,13.521342110851561
2016,2016-09-01,04K,4,169.92000000000002,7.029039463886821
2016,2016-09-01,08Q,10,537.1500000000001,9.211970502486711
2016,2016-09-01,06H,30,1462.8500000000001,5.6439291639337945
2016,2016-09-01,07Y,20,1545.5300000000002,19.005066279727505
2016,2016-09-01,08H,12,605.01,7.165223776306595
2016,2016-09-01,15N,57,2845.4900000000002,7.890440207972271
2016,2016-09-01,05W,21,774.71,8.306011514833122
2016,2016-09-01,08W,14,793.99,10.299520041509924
2016,2016-09-01,05X,5,413.89,12.997424946614748
2016,2016-09-01,09F,8,413.95000000000005,6.150360300126292
2016,2016-09-01,11A,12,732.5200000000001,5.238646928413074
2016,2016-09-01,09D,5,220.97000000000003,4.7552131528545925
2016,2016-09-01,10R,5,318.4,3.550797368127579
2016,2016-09-01,04C,16,700.96,5.17378564100293
2016,2016-09-01,07N,5,392.77000000000004,6.533209135215158
2016,2016-09-01,08E,9,443.76,8.257843611597009
2016,2016-09-01,08T,12,518.19,8.394867724010563
2016,2016-09-01,07G,4,138.1,4.388585229439431
2016,2016-09-01,00C,1,31.85,3.241400366374924
2016,2016-09-01,07V,14,798.35,8.789787177821573
2016,2016-09-01,08J,5,318.4,8.022373957519715
2016,2016-09-01,01J,6,286.58000000000004,4.86875860077131
2016,2016-09-01,02M,1,63.68,5.923169937680216
2016,2016-09-01,08V,7,413.92,7.122552224937193
2016,2016-09-01,05G,12,564.8900000000001,8.314297489034766
2016,2016-09-01,15A,19,891.5999999999999,6.044704781662497
2016,2016-09-01,08C,5,314.36,7.369827687258235
2016,2016-09-01,01K,2,95.53,15.311748677672705
2016,2016-09-01,04L,5,238.92,6.393363660690393
2016,2016-09-01,11M,39,1688.36,10.514136256071739
2016,2016-09-01,00Q,2,63.67,4.063696706663263
2016,2016-09-01,07K,4,222.87,4.971780400205234
2016,2016-09-01,99K,8,302.63,7.823737752384892
2016,2016-09-01,09A,15,859.72,12.891288049182787
2016,2016-09-01,09E,3,159.21,8.013791714904112
2016,2016-09-01,04H,1,63.68,5.085855762319303
2016,2016-09-01,15E,27,1764.13,8.024681811151849
2016,2016-09-01,09N,6,477.58000000000004,9.413040050457269
2016,2016-09-01,09L,5,254.73000000000002,6.025261962769355
2016,2016-09-01,00R,2,95.53,4.102465000429443
2016,2016-09-01,02Q,2,61.67,2.050199468085107
2016,2016-09-01,09Y,3,191.04000000000002,5.396152868400984
2016,2016-09-01,99M,4,127.4,2.42972117328451
2016,2016-09-01,00Y,3,157.18,6.964420222428996
2016,2016-09-01,08X,5,382.07,4.032401055408971
2016,2016-09-01,09H,6,314.36,8.851471209348164
2016,2016-09-01,99G,4,244.21,7.363929680668215
2016,2016-09-01,11E,3,222.85000000000002,7.2577756065787336
2016,2016-09-01,01V,1,31.85,3.495390693590869
2016,2016-09-01,01W,3,382.03,30.24063959471226
2016,2016-09-01,10Q,17,955.19,5.521648650210995
2016,2016-09-01,11X,29,1666.3799999999997,9.588744713295162
2016,2016-09-01,05Q,7,346.11,5.992831665339198
2016,2016-09-01,14Y,2,127.36,2.7109408258833545
2016,2016-09-01,03W,25,1145.65,6.1021598444698935
2016,2016-09-01,00D,6,312.16,7.196440509947668
2016,2016-09-01,07H,14,823.7199999999999,7.718949716063496
2016,2016-09-01,08R,9,668.6099999999999,11.113124127385147
2016,2016-09-01,02F,1,31.85,3.499230938255329
2016,2016-10-01,00P,18,751.8999999999999,8.202873569488233
2016,2016-10-01,06H,42,2188.5699999999997,6.595713902542666
2016,2016-10-01,01D,1,31.83,9.527087698293922
2016,2016-10-01,06A,2,63.66,5.305
2016,2016-10-01,01J,4,190.98,4.013365275501198
2016,2016-10-01,10K,9,532.79,7.932672264903817
2016,2016-10-01,09Y,4,190.98,4.1228789775916415
2016,2016-10-01,09H,2,63.66,2.495785470655114
2016,2016-10-01,03F,4,159.14999999999998,4.5916159372205065
2016,2016-10-01,04E,3,148.64,5.51069588106625
2016,2016-10-01,09W,9,477.42999999999995,7.874354703039698
2016,2016-10-01,08R,4,190.97999999999996,4.810094700785814
2016,2016-10-01,14Y,2,95.49,3.2858470114586558
2016,2016-10-01,10A,3,127.32,4.284272158287906
2016,2016-10-01,08T,5,263.31,6.6201538693618955
2016,2016-10-01,10X,3,201.67,6.530552767073605
2016,2016-10-01,06L,13,615.52,5.407266849392086
2016,2016-10-01,04Q,2,95.49,3.726875341503395
2016,2016-10-01,06V,8,358.64,4.684185779217386
2016,2016-10-01,08W,11,539.0699999999999,6.762211796582954
2016,2016-10-01,05W,17,572.64,8.218375957978127
2016,2016-10-01,05G,11,572.9399999999999,7.09110486775499
2016,2016-10-01,15A,13,530.55,4.572681985072311
2016,2016-10-01,02N,3,127.41,4.5124845050469276
2016,2016-10-01,07G,6,275.94999999999993,8.77145581691036
2016,2016-10-01,10E,2,95.49,5.0574651766325935
2016,2016-10-01,06W,6,505.09,9.278431948858314
2016,2016-10-01,08E,16,827.5699999999999,9.737950673067871
2016,2016-10-01,01E,2,127.32,14.304010785305021
2016,2016-10-01,02R,5,159.14999999999998,2.931965144341482
2016,2016-10-01,08F,7,382.2299999999999,8.125292291994386
2016,2016-10-01,09G,15,1014.3199999999999,7.627957345044896
2016,2016-10-01,06M,4,233.5,5.140680727400819
2016,2016-10-01,03T,8,297.15000000000003,3.812548113933796
2016,2016-10-01,03W,25,1208.79,6.0236803157375425
2016,2016-10-01,05A,3,136.0,4.982780098190078
2016,2016-10-01,06F,5,222.80999999999997,4.273220690051974
2016,2016-10-01,15C,16,795.73,5.0501377200665125
2016,2016-10-01,11M,39,1980.51,10.017855517000678
2016,2016-10-01,01R,2,150.74,14.250330875401778
2016,2016-10-01,10D,3,127.32,6.291135487696413
2016,2016-10-01,08V,6,341.72,6.209590957823773
2016,2016-10-01,10C,3,127.32,2.347907868773858
2016,2016-10-01,08Q,11,541.09,7.82012371372413
2016,2016-10-01,08A,9,615.54,15.286842497392339
2016,2016-10-01,08C,8,390.65,6.741156169111302
2016,2016-10-01,03E,3,190.95999999999998,7.321805145508224
2016,2016-10-01,02Y,8,350.12,3.8064382861677957
2016,2016-10-01,07V,13,622.04,7.848490965983647
2016,2016-10-01,99N,2,63.66,3.6431269314409978
2016,2016-10-01,05Q,6,282.3,5.654481722583876
2016,2016-10-01,09A,18,749.38,8.292720713542703
2016,2016-10-01,08M,10,454.31,5.7736347808405455
2016,2016-10-01,01K,2,95.49,6.470388941591001
2016,2016-10-01,07T,17,716.47,7.44438556570348
2016,2016-10-01,11A,10,716.2,5.4728573175204795
2016,2016-10-01,04N,2,123.16999999999999,5.139793022867634
2016,2016-10-01,03V,2,63.66,1.3210757865028637
2016,2016-10-01,07J,6,218.73000000000002,3.458127144234874
2016,2016-10-01,00X,2,59.62,4.5317725752508355
2016,2016-10-01,03R,17,1294.4,13.690835052091597
2016,2016-10-01,04L,1,47.84,12.659433712622388
2016,2016-10-01,01C,7,276.05,6.547830830902062
2016,2016-10-01,04G,11,509.26000000000005,5.517383343625746
2016,2016-10-01,07X,19,891.21,5.921346373614692
2016,2016-10-01,08N,14,785.32,7.54854088969203
2016,2016-10-01,13T,10,509.27,5.367856314691064
2016,2016-10-01,05R,7,345.9,7.13784564589352
2016,2016-10-01,00C,1,31.83,3.1236506378802744
2016,2016-10-01,08Y,17,1023.23,11.516246299985369
2016,2016-10-01,15E,25,1400.6499999999999,6.890046535423
2016,2016-10-01,12F,1,63.66,13.981989896771358
2016,2016-10-01,99D,6,254.63,4.7593502925178965
2016,2016-10-01,08J,3,95.49,4.8173746342447785
2016,2016-10-01,05C,6,541.05,8.021497405485544
2016,2016-10-01,01V,1,31.83,3.497033618984838
2016,2016-10-01,99M,7,509.21999999999997,5.293237146836864
2016,2016-10-01,99H,7,477.40999999999997,5.8748031108485925
2016,2016-10-01,99C,12,501.09999999999997,10.315793807641633
2016,2016-10-01,00L,8,365.05999999999995,6.827635221066805
2016,2016-10-01,07H,14,583.76,7.663406629471611
2016,2016-10-01,99E,11,445.64,8.17238217494957
2016,2016-10-01,10L,7,604.7,12.11532296842443
2016,2016-10-01,04Y,5,190.99,12.78893799383956
2016,2016-10-01,03H,4,254.61999999999998,7.694306781095128
2016,2016-10-01,02D,3,127.32,4.131888102810411
2016,2016-10-01,02E,5,445.55999999999995,8.79475741186688
2016,2016-10-01,00M,17,593.72,7.246497095152077
2016,2016-10-01,00T,3,190.95999999999998,11.132097469977847
2016,2016-10-01,02F,3,127.32,7.081989097786183
2016,2016-10-01,99G,7,445.6,11.935181465113164
2016,2016-10-01,05D,6,222.82,5.840782196125717
2016,2016-10-01,01T,1,31.83,6.491943707933917
2016,2016-10-01,03M,4,127.33,3.625156588087917
2016,2016-10-01,07L,7,181.76999999999998,4.515800457120142
2016,2016-10-01,12D,6,318.28,6.0680240982231375
2016,2016-10-01,07Q,9,774.53,11.199265460749865
2016,2016-10-01,07R,13,753.46,7.893849071231758
2016,2016-10-01,10Q,8,350.12,3.800859785487863
2016,2016-10-01,15F,14,986.66,6.7461163986434745
2016,2016-10-01,08X,3,159.14999999999998,5.16301703163017
2016,2016-10-01,09F,8,350.13,7.374728816058302
2016,2016-10-01,03K,7,316.28,8.313094674867264
2016,2016-10-01,09E,4,286.44,8.34980323567993
2016,2016-10-01,10V,13,859.35,12.850093457943926
2016,2016-10-01,02A,2,63.66,3.6088435374149657
2016,2016-10-01,09N,1,31.83,2.9363468634686347
2016,2016-10-01,05X,6,350.13,6.000308472717302
2016,2016-10-01,02X,6,350.07,10.98052131363508
2016,2016-10-01,11N,35,1277.0300000000002,5.365334117597632
2016,2016-10-01,03D,9,307.78,5.076867247294801
2016,2016-10-01,00Y,3,157.12,5.273722015238478
2016,2016-10-01,02Q,1,29.81,0.9911227848522126
2016,2016-10-01,04M,1,31.83,2.234311385652113
2016,2016-10-01,09P,6,222.80999999999997,6.958463460337288
2016,2016-10-01,11X,20,1124.65,8.112718931240442
2016,2016-10-01,01W,3,381.89,30.265493739102865
2016,2016-10-01,08H,13,583.77,9.098801415234028
2016,2016-10-01,05Y,10,445.62,8.535636983546269
2016,2016-10-01,07P,13,1241.2199999999998,17.298028011985224
2016,2016-10-01,08K,20,1593.75,12.190318114717108
2016,2016-10-01,00R,3,190.97,8.575598365440747
2016,2016-10-01,11E,5,318.27,10.499802058590657
2016,2016-10-01,05L,10,381.97999999999996,6.4975845410628015
2016,2016-10-01,99K,9,413.79999999999995,8.996043306230705
2016,2016-10-01,07W,7,471.48,9.858442237323576
2016,2016-10-01,03J,3,178.34,6.797530111297454
2016,2016-10-01,03Q,7,381.9,4.383256625385931
2016,2016-10-01,10J,6,286.46,7.228362351753721
2016,2016-10-01,08D,8,413.78,6.27814529343934
2016,2016-10-01,06T,6,293.01,6.85804564072557
2016,2016-10-01,08P,3,286.43,11.987528249769817
2016,2016-10-01,06P,6,186.94,2.5406360424028267
2016,2016-10-01,06K,20,878.7600000000001,6.283724355903238
2016,2016-10-01,99A,12,431.28,9.281425527793917
2016,2016-10-01,03L,1,89.21,7.861989953291619
2016,2016-10-01,02W,1,95.48,11.151600093436114
2016,2016-10-01,08G,4,127.32,4.167184891827316
2016,2016-10-01,04D,7,254.64,7.153009916008877
2016,2016-10-01,04V,10,350.15,5.73518090839107
2016,2016-10-01,07Y,15,1242.49,20.474079688890352
2016,2016-10-01,02P,6,212.39,5.532142112940195
2016,2016-10-01,01F,1,63.66,7.6606498194945845
2016,2016-10-01,15M,26,1303.46,7.1813208306015754
2016,2016-10-01,06N,14,828.97,5.67814895234703
2016,2016-10-01,09J,3,93.47,2.1539844218094664
2016,2016-10-01,01G,5,116.92999999999999,3.6253991876724645
2016,2016-10-01,04K,4,360.78,8.493137785729418
2016,2016-10-01,00K,7,356.68,5.6270213135185445
2016,2016-10-01,05V,3,159.12,4.493265185101516
2016,2016-10-01,04H,2,159.12,6.448370886691523
2016,2016-10-01,01H,9,437.32,5.109654503604519
2016,2016-10-01,15D,3,127.32,3.1965854883253826
2016,2016-10-01,10R,4,254.62,5.736751982696467
2016,2016-10-01,06Y,9,356.62999999999994,4.692191303203735
2016,2016-10-01,09D,10,590.28,10.138261511773697
2016,2016-10-01,00Q,4,284.40999999999997,10.141201640221071
2016,2016-10-01,15N,42,1988.6599999999999,6.344222548331525
2016,2016-10-01,03A,3,159.14999999999998,8.313309653155034
2016,2016-10-01,00N,1,63.66,7.824483775811209
2016,2016-10-01,09L,1,95.48,5.898560573299561
2016,2016-10-01,00V,5,218.66,6.813111485012775
2016,2016-10-01,02H,4,477.37,12.039900123584454
2016,2016-10-01,04C,19,730.71,5.696833143623407
2016,2016-10-01,06Q,15,617.66,6.255861768608266
2016,2016-10-01,99F,3,138.04,6.342292671720652
2016,2016-10-01,09X,4,222.78,6.856245960668452
2016,2016-10-01,07K,4,222.77999999999997,4.972323899651816
2016,2016-10-01,00D,11,630.3199999999999,7.25422948555645
2016,2016-10-01,07N,10,808.5899999999999,8.320282353909635
2016,2016-10-01,11J,12,492.4,6.043942555541917
2016,2016-10-01,05F,3,254.62,12.755234946398156
2016,2016-10-01,08L,8,318.29999999999995,4.441994501583934
2016,2016-10-01,04F,4,477.36999999999995,12.665357777718818
2016,2016-10-01,00J,12,564.74,4.5164024887637755
2016,2016-10-01,05T,4,159.12,5.534223706176962
2016,2016-10-01,03N,9,403.28999999999996,9.41210791635549
2016,2016-10-01,99J,18,864.88,4.962104912878592
2016,2016-10-01,02T,3,159.14999999999998,5.421194263719044
2016,2016-10-01,01A,6,381.93,7.383999690665842
2016,2016-10-01,05N,11,477.43999999999994,7.584914053315539
2016,2016-10-01,07M,20,916.9099999999999,10.161243849461412
2016,2016-11-01,00J,11,447.91999999999996,4.34094102825023
2016,2016-11-01,01G,4,106.17000000000002,2.6954225799080964
2016,2016-11-01,08L,5,254.5,4.707296772403588
2016,2016-11-01,09F,9,318.17,4.508125876702041
2016,2016-11-01,01J,4,190.88,3.2466450087595464
2016,2016-11-01,08E,17,918.51,10.379816928466493
2016,2016-11-01,09H,5,260.01,5.099835242428997
2016,2016-11-01,09C,1,31.8,3.7628682996095137
2016,2016-11-01,15F,11,668.0300000000001,7.843673680255496
2016,2016-11-01,07K,5,282.15,4.177338880416919
2016,2016-11-01,02H,1,31.82,5.4654757815183785
2016,2016-11-01,10D,3,127.26,11.687023601799982
2016,2016-11-01,00L,8,348.64,7.576330486559314
2016,2016-11-01,04E,2,61.620000000000005,5.102260495156082
2016,2016-11-01,11X,26,1399.69,8.750085957377644
2016,2016-11-01,05D,4,159.07999999999998,5.297898557964498
2016,2016-11-01,99A,9,439.23,6.785780496848351
2016,2016-11-01,03H,4,159.07999999999998,3.576117255642478
2016,2016-11-01,08Q,9,540.8,13.92845185051639
2016,2016-11-01,04D,8,349.94,6.686921959795154
2016,2016-11-01,09L,1,95.43,5.895471674800767
2016,2016-11-01,10A,2,63.64,4.803743961352657
2016,2016-11-01,07Q,8,349.96999999999997,5.442683628559431
2016,2016-11-01,09E,4,159.07999999999998,2.4627674397002814
2016,2016-11-01,00M,15,628.29,8.644606494221243
2016,2016-11-01,03T,3,127.25,4.1347153626202235
2016,2016-11-01,01A,7,445.34999999999997,8.570686270736307
2016,2016-11-01,02F,6,428.47,15.373878722640834
2016,2016-11-01,03W,21,894.24,5.1443956094530225
2016,2016-11-01,09W,11,699.8100000000001,21.137187386734325
2016,2016-11-01,08M,15,888.72,8.534880147510757
2016,2016-11-01,09Y,9,540.79,6.7976871346866945
2016,2016-11-01,15E,30,1643.8200000000002,5.898551036665447
2016,2016-11-01,05V,4,286.28,5.690998727735368
2016,2016-11-01,07Y,16,1266.13,21.114131341093287
2016,2016-11-01,11A,8,540.76,4.903785117072021
2016,2016-11-01,01W,4,508.92,26.418189368770765
2016,2016-11-01,15D,2,159.05,5.808560368125046
2016,2016-11-01,01K,1,31.82,9.490008947211452
2016,2016-11-01,05L,13,600.44,7.0244975315285805
2016,2016-11-01,05R,5,364.81,12.03993399339934
2016,2016-11-01,08P,4,127.27000000000001,10.59965020404764
2016,2016-11-01,08J,3,95.46000000000001,3.544482400118818
2016,2016-11-01,12F,2,127.24,7.396814323915824
2016,2016-11-01,04H,2,95.42,5.774980330448466
2016,2016-11-01,08F,11,515.57,9.090380139643136
2016,2016-11-01,14Y,2,95.44,3.284126492550153
2016,2016-11-01,02X,1,31.82,4.142689753938289
2016,2016-11-01,05X,5,381.72,6.674593460395174
2016,2016-11-01,04G,13,778.52,8.903883983713802
2016,2016-11-01,04C,17,861.69,6.468852754380434
2016,2016-11-01,01C,6,148.66,5.788940809968848
2016,2016-11-01,04V,21,886.6300000000001,7.7215763117787946
2016,2016-11-01,10E,4,243.99,5.367254009107108
2016,2016-11-01,99E,10,508.99,9.334128002934166
2016,2016-11-01,99F,2,169.75,5.112335863149019
2016,2016-11-01,05Q,7,377.58,6.566951319199262
2016,2016-11-01,08T,6,326.81,8.216674209282445
2016,2016-11-01,11J,18,954.3599999999999,8.474838159682447
2016,2016-11-01,06M,3,190.85,5.882080996116625
2016,2016-11-01,08V,2,150.67,11.123661867847913
2016,2016-11-01,07L,7,284.62,11.981981981981983
2016,2016-11-01,11M,29,1129.0200000000002,7.648927881846822
2016,2016-11-01,03M,2,95.44,4.755119326391311
2016,2016-11-01,03V,2,63.64,1.320660745413796
2016,2016-11-01,08D,10,358.78,3.634172035168753
2016,2016-11-01,01V,1,31.82,3.4959349593495936
2016,2016-11-01,05C,4,254.49,7.831666410216957
2016,2016-11-01,11E,3,201.55,10.38917525773196
2016,2016-11-01,06H,38,2000.4099999999999,6.537821717460576
2016,2016-11-01,15N,65,3536.44,9.975684473605526
2016,2016-11-01,10Q,14,1081.52,10.573696765867583
2016,2016-11-01,00C,3,95.45,4.768446820202827
2016,2016-11-01,10K,5,328.82,7.502509811079675
2016,2016-11-01,05F,2,127.24,6.374110810540025
2016,2016-11-01,07T,24,1236.75,7.751634314653363
2016,2016-11-01,99H,12,727.51,6.65006078666167
2016,2016-11-01,01D,6,413.53000000000003,17.716134007368694
2016,2016-11-01,08K,13,727.73,9.142451538335909
2016,2016-11-01,99M,9,500.61,5.745618565575182
2016,2016-11-01,00P,17,461.35,6.265277853223967
2016,2016-11-01,06Q,12,485.87,6.218817596539058
2016,2016-11-01,07P,8,445.36,12.620363286009805
2016,2016-11-01,08C,8,248.58999999999997,4.440772432519337
2016,2016-11-01,07H,16,719.29,9.898304618263884
2016,2016-11-01,09J,6,220.7,3.3423188756966318
2016,2016-11-01,15A,17,954.36,5.8295410815400315
2016,2016-11-01,03R,17,1758.25,12.47560932344698
2016,2016-11-01,01Y,1,31.82,7.203984604935477
