year,month,pct,total_items,total_cost
2014,2014-10-01,07X,16,625.8199999999999
2014,2014-10-01,08L,13,603.7299999999999
2014,2014-10-01,06F,7,242.76
2014,2014-10-01,05H,2,124.51
2014,2014-10-01,04E,2,125.77
2014,2014-10-01,00D,11,518.4300000000001
2014,2014-10-01,02Y,12,481.26
2014,2014-10-01,08M,12,701.35
2014,2014-10-01,99A,9,231.8
2014,2014-10-01,08W,14,647.93
2014,2014-10-01,06T,12,454.74
2014,2014-10-01,15E,33,1765.3600000000001
2014,2014-10-01,09N,3,153.73
2014,2014-10-01,03J,2,91.49000000000001
2014,2014-10-01,99C,4,122.0
2014,2014-10-01,01A,3,248.99
2014,2014-10-01,04G,18,723.9100000000001
2014,2014-10-01,07Q,7,379.94999999999993
2014,2014-10-01,06P,9,487.36999999999995
2014,2014-10-01,99H,17,659.98
2014,2014-10-01,07V,12,789.94
2014,2014-10-01,01F,5,246.49
2014,2014-10-01,02X,3,211.72
2014,2014-10-01,08Y,10,487.52
2014,2014-10-01,08X,8,363.02
2014,2014-10-01,03M,3,49.839999999999996
2014,2014-10-01,05Q,5,300.97
2014,2014-10-01,99D,4,286.26
2014,2014-10-01,02W,5,218.54
2014,2014-10-01,01D,1,30.5
2014,2014-10-01,02H,5,446.09
2014,2014-10-01,08A,13,593.59
2014,2014-10-01,99E,7,298.30000000000007
2014,2014-10-01,01R,4,217.63
2014,2014-10-01,01V,1,7.73
2014,2014-10-01,05Y,14,496.74
2014,2014-10-01,07P,14,1026.22
2014,2014-10-01,03D,6,154.84
2014,2014-10-01,04H,7,307.39
2014,2014-10-01,03V,7,165.64
2014,2014-10-01,07W,15,925.21
2014,2014-10-01,15M,23,845.5999999999999
2014,2014-10-01,06V,6,262.03
2014,2014-10-01,07G,1,60.99
2014,2014-10-01,15D,3,152.48
2014,2014-10-01,07R,11,328.52000000000004
2014,2014-10-01,07L,20,340.52
2014,2014-10-01,00Y,3,243.94
2014,2014-10-01,10C,3,121.99000000000001
2014,2014-10-01,06Q,16,436.51
2014,2014-10-01,08D,8,471.72999999999996
2014,2014-10-01,00Q,4,152.56
2014,2014-10-01,05G,18,501.21000000000004
2014,2014-10-01,10Q,11,579.38
2014,2014-10-01,99M,8,367.22
2014,2014-10-01,14Y,3,155.01000000000002
2014,2014-10-01,00P,11,323.81
2014,2014-10-01,08E,9,469.27
2014,2014-10-01,00T,3,182.95999999999998
2014,2014-10-01,04N,2,154.99
2014,2014-10-01,03F,1,8.78
2014,2014-10-01,09D,6,678.41
2014,2014-10-01,01K,5,228.24
2014,2014-10-01,05N,13,492.82
2014,2014-10-01,00M,7,277.03
2014,2014-10-01,09C,2,60.989999999999995
2014,2014-10-01,09W,8,204.05
2014,2014-10-01,05L,6,321.58
2014,2014-10-01,09L,6,164.35999999999999
2014,2014-10-01,05V,5,135.38
2014,2014-10-01,08G,6,150.14
2014,2014-10-01,01W,1,121.96
2014,2014-10-01,11E,4,190.32
2014,2014-10-01,09J,9,424.28000000000003
2014,2014-10-01,09H,1,30.5
2014,2014-10-01,02M,4,100.59
2014,2014-10-01,04F,2,141.98
2014,2014-10-01,01X,4,54.64
2014,2014-10-01,08T,3,89.57
2014,2014-10-01,03Q,17,414.89000000000004
2014,2014-10-01,08C,7,268.97
2014,2014-10-01,06K,12,390.14
2014,2014-10-01,99K,4,283.3
2014,2014-10-01,00X,3,150.54
2014,2014-10-01,04K,2,167.79
2014,2014-10-01,99G,11,539.39
2014,2014-10-01,04Q,1,21.18
2014,2014-10-01,01C,7,295.64
2014,2014-10-01,10K,9,380.21000000000004
2014,2014-10-01,00L,6,243.95000000000002
2014,2014-10-01,05C,5,398.92999999999995
2014,2014-10-01,07J,10,325.68
2014,2014-10-01,04D,9,394.39
2014,2014-10-01,03T,5,193.58
2014,2014-10-01,00V,8,324.54
2014,2014-10-01,08P,5,102.31
2014,2014-10-01,07Y,11,1704.81
2014,2014-10-01,01T,2,19.86
2014,2014-10-01,09F,7,477.4
2014,2014-10-01,01G,3,89.57
2014,2014-10-01,05W,29,996.6
2014,2014-10-01,05T,5,130.76
2014,2014-10-01,09A,17,499.3900000000001
2014,2014-10-01,03E,2,145.68
2014,2014-10-01,02E,1,243.91
2014,2014-10-01,13T,15,619.41
2014,2014-10-01,02D,1,10.6
2014,2014-11-01,10R,2,234.73
2014,2014-11-01,05L,5,329.15999999999997
2014,2014-11-01,02X,3,163.97
2014,2014-11-01,02Q,1,7.34
2014,2014-11-01,07P,12,823.5400000000001
2014,2014-11-01,06K,16,664.4599999999999
2014,2014-11-01,01V,3,33.5
2014,2014-11-01,01Y,1,38.44
2014,2014-11-01,99K,7,394.75
2014,2014-11-01,03J,1,32.92
2014,2014-11-01,07R,9,652.54
2014,2014-11-01,04C,16,1088.7800000000002
2014,2014-11-01,11J,14,638.21
2014,2014-11-01,07Q,9,375.02
2014,2014-11-01,02W,6,433.14
2014,2014-11-01,03L,3,338.26
2014,2014-11-01,08D,11,659.6099999999999
2014,2014-11-01,02D,1,38.44
2014,2014-11-01,00X,4,158.37
2014,2014-11-01,03H,1,38.44
2014,2014-11-01,09W,10,334.0
2014,2014-11-01,10C,4,230.6
2014,2014-11-01,07X,11,533.0699999999999
2014,2014-11-01,09Y,3,162.48
2014,2014-11-01,15F,11,560.6199999999999
2014,2014-11-01,08G,6,151.51
2014,2014-11-01,06F,14,933.9999999999999
2014,2014-11-01,09F,9,762.67
2014,2014-11-01,00Q,5,350.47
2014,2014-11-01,99E,4,167.25
2014,2014-11-01,99H,7,300.66
2014,2014-11-01,99N,7,373.99
2014,2014-11-01,02F,2,65.72
2014,2014-11-01,03D,6,219.21999999999997
2014,2014-11-01,12D,5,210.30999999999997
2014,2014-11-01,05C,3,269.0
2014,2014-11-01,06T,10,419.37
2014,2014-11-01,00P,10,249.98000000000002
2014,2014-11-01,09H,4,290.67
2014,2014-11-01,08M,4,307.44
2014,2014-11-01,15N,40,2595.9900000000002
2014,2014-11-01,08E,8,564.28
2014,2014-11-01,06W,5,340.36
2014,2014-11-01,03Q,14,384.9
2014,2014-11-01,11E,2,76.86
2014,2014-11-01,08T,2,94.9
2014,2014-11-01,09X,3,156.12
2014,2014-11-01,05R,4,103.89
2014,2014-11-01,05A,9,500.37
2014,2014-11-01,05H,3,166.65
2014,2014-11-01,14Y,4,236.85
2014,2014-11-01,07W,10,335.95
2014,2014-11-01,08R,5,460.21
2014,2014-11-01,14L,1,38.44
2014,2014-11-01,09D,5,640.8499999999999
2014,2014-11-01,07G,1,38.44
2014,2014-11-01,03N,3,327.41999999999996
2014,2014-11-01,06N,24,2004.6599999999996
2014,2014-11-01,01T,2,80.36
2014,2014-11-01,01W,2,230.56
2014,2014-11-01,10A,1,38.44
2014,2014-11-01,15A,9,578.56
2014,2014-11-01,03A,1,38.44
2014,2014-11-01,09E,6,377.28999999999996
2014,2014-11-01,00T,4,244.08999999999997
2014,2014-11-01,11A,12,483.5899999999999
2014,2014-11-01,06Y,5,175.37
2014,2014-11-01,09J,9,494.30999999999995
2014,2014-11-01,99C,2,153.72
2014,2014-11-01,04K,3,344.03999999999996
2014,2014-11-01,05X,6,480.32000000000005
2014,2014-11-01,10D,3,194.24
2014,2014-11-01,05D,7,407.05
2014,2014-11-01,12F,5,294.65999999999997
2014,2014-11-01,10J,3,149.98
2014,2014-11-01,04M,2,103.1
2014,2014-11-01,09N,5,273.2
2014,2014-11-01,04N,1,76.86
2014,2014-11-01,07L,1,76.86
2014,2014-11-01,06H,23,1152.96
2014,2014-11-01,00J,10,563.28
2014,2014-11-01,08X,5,421.87
2014,2014-11-01,00C,1,38.44
2014,2014-11-01,00M,7,242.69
2014,2014-11-01,11N,11,366.47
2014,2014-11-01,06P,16,958.16
2014,2014-11-01,08C,8,551.54
2014,2014-11-01,02A,1,27.02
2014,2014-11-01,99A,3,90.1
2014,2014-11-01,03R,10,676.5400000000002
2014,2014-11-01,99M,10,560.4
2014,2014-11-01,08W,10,757.23
2014,2014-11-01,01X,3,22.740000000000002
2014,2014-11-01,05Q,1,71.84
2014,2014-11-01,07K,1,12.34
2014,2014-11-01,02R,7,291.13
2014,2014-11-01,03M,4,92.49
2014,2014-11-01,08K,10,1010.06
2014,2014-11-01,09P,6,352.75
2014,2014-11-01,05F,1,76.86
2014,2014-11-01,01E,2,115.3
2014,2014-11-01,01D,2,43.05
2014,2014-11-01,01H,3,182.10999999999999
2014,2014-11-01,01K,1,8.76
2014,2014-11-01,01R,1,38.44
2014,2014-11-01,07H,10,547.06
2014,2014-11-01,04L,2,64.16
2014,2014-11-01,08L,7,525.29
2014,2014-11-01,02M,3,124.06
2014,2014-11-01,01A,5,286.13
2014,2014-11-01,99D,4,269.0
2014,2014-11-01,04D,7,426.65
2014,2014-11-01,02T,3,277.34000000000003
2014,2014-11-01,02Y,8,199.51999999999998
2014,2014-11-01,08A,18,1278.4700000000003
2014,2014-11-01,04Q,1,27.02
2014,2014-11-01,05V,5,384.26
2014,2014-11-01,05N,15,826.85
2014,2014-11-01,01C,6,248.15999999999997
2014,2014-11-01,00N,2,153.72
2014,2014-11-01,03T,2,115.3
2014,2014-11-01,15C,20,1458.24
2014,2014-11-01,04G,18,952.51
2014,2014-11-01,06V,4,186.63
2014,2014-11-01,01G,7,172.55
2014,2014-11-01,99F,5,234.78
2014,2014-11-01,10V,9,619.7
2014,2014-11-01,06Q,11,451.94000000000005
2014,2014-11-01,13T,14,780.7699999999999
2014,2014-11-01,05Y,4,171.23
2014,2014-11-01,10L,3,162.48000000000002
2014,2014-11-01,00L,2,76.88
2014,2014-11-01,02P,4,20.93
2014,2014-11-01,08N,11,648.58
2014,2014-11-01,99J,20,895.72
2014,2014-11-01,04V,13,702.24
2014,2014-11-01,15E,19,1150.8999999999999
2014,2014-11-01,10K,10,614.55
2014,2014-11-01,11M,42,2045.0500000000002
2014,2014-11-01,03F,3,115.91
2014,2014-11-01,02N,4,133.94
2014,2014-11-01,01J,5,206.11
2014,2014-11-01,07Y,15,2934.44
2014,2014-11-01,10X,3,190.08999999999997
2014,2014-11-01,00K,4,153.75
2014,2014-11-01,99G,8,487.01000000000005
2014,2014-11-01,08H,12,787.34
2014,2014-11-01,07V,8,579.49
2014,2014-11-01,08J,8,403.56999999999994
2014,2014-11-01,07T,16,805.12
2014,2014-11-01,06M,6,258.82
2014,2014-11-01,15M,17,887.5800000000002
2014,2014-11-01,00D,3,115.31
2014,2014-11-01,09L,6,270.16999999999996
2014,2014-11-01,03W,46,1978.81
2014,2014-11-01,15D,2,115.3
2014,2014-11-01,02E,1,307.4
2014,2014-11-01,00Y,2,197.29
2014,2014-11-01,03E,2,76.88
2014,2014-11-01,05T,8,255.82999999999998
2014,2014-11-01,11X,17,975.2700000000001
2014,2014-11-01,02H,2,422.68
2014,2014-11-01,08F,6,394.28
2014,2014-11-01,03K,6,200.57
2014,2014-11-01,09A,15,917.83
2014,2014-11-01,03V,6,498.73
2014,2014-11-01,09C,3,354.17
2014,2014-11-01,08Y,12,1425.47
2014,2014-11-01,10Q,12,673.1199999999999
2014,2014-11-01,08P,4,230.6
2014,2014-11-01,05W,17,651.66
2014,2014-11-01,07M,18,850.58
2014,2014-11-01,08V,5,337.82
2014,2014-11-01,07N,8,496.53
2014,2014-11-01,10E,2,83.03999999999999
2014,2014-11-01,00V,4,225.57999999999998
2014,2014-11-01,09G,8,732.5699999999999
2014,2014-11-01,05G,10,437.83
2014,2014-11-01,07J,10,473.83000000000004
2014,2014-11-01,08Q,8,839.49
2014,2014-11-01,06L,9,502.68
2014,2014-11-01,04F,2,76.88
2014,2014-12-01,08F,7,531.58
2014,2014-12-01,11J,18,1186.29
2014,2014-12-01,08X,5,358.73
2014,2014-12-01,03V,3,230.95
2014,2014-12-01,01V,1,7.73
2014,2014-12-01,14L,3,119.67
2014,2014-12-01,03K,8,273.31
2014,2014-12-01,05H,3,98.69999999999999
2014,2014-12-01,01G,6,170.72
2014,2014-12-01,10X,6,356.69
2014,2014-12-01,06D,3,75.62
2014,2014-12-01,08D,8,475.0700000000001
2014,2014-12-01,00L,5,307.92
2014,2014-12-01,02Y,18,886.91
2014,2014-12-01,99D,10,576.24
2014,2014-12-01,02M,2,92.69999999999999
2014,2014-12-01,10R,7,617.6600000000001
2014,2014-12-01,07W,12,973.25
2014,2014-12-01,06L,11,581.6899999999999
2014,2014-12-01,10C,3,158.16
2014,2014-12-01,05L,5,302.92999999999995
2014,2014-12-01,05Y,5,201.25
2014,2014-12-01,02P,1,6.19
2014,2014-12-01,15F,26,2098.09
2014,2014-12-01,00N,1,162.3
2014,2014-12-01,01A,6,684.68
2014,2014-12-01,02Q,1,7.36
2014,2014-12-01,03L,6,569.74
2014,2014-12-01,00C,2,76.99
2014,2014-12-01,00Y,7,577.53
2014,2014-12-01,03T,6,255.36
2014,2014-12-01,09E,8,467.65999999999997
2014,2014-12-01,00V,4,154.0
2014,2014-12-01,09P,8,354.82
2014,2014-12-01,01C,15,742.0600000000001
2014,2014-12-01,06T,17,1381.8899999999999
2014,2014-12-01,06V,9,472.34000000000003
2014,2014-12-01,06Y,5,182.5
2014,2014-12-01,01H,6,208.69
2014,2014-12-01,01K,3,236.21
2014,2014-12-01,09Y,8,361.27000000000004
2014,2014-12-01,99K,11,953.0
2014,2014-12-01,03F,7,300.25
2014,2014-12-01,09J,12,646.1600000000001
2014,2014-12-01,01E,1,76.98
2014,2014-12-01,05X,6,352.71000000000004
2014,2014-12-01,03M,7,162.37
2014,2014-12-01,02F,2,68.34
2014,2014-12-01,09C,2,192.42999999999998
2014,2014-12-01,09G,26,1713.33
2014,2014-12-01,04D,4,297.74
2014,2014-12-01,10E,4,171.95999999999998
2014,2014-12-01,05A,11,587.34
2014,2014-12-01,10Q,15,889.52
2014,2014-12-01,07H,11,453.35
2014,2014-12-01,06K,21,1303.9
2014,2014-12-01,06H,30,1578.8700000000001
2014,2014-12-01,09H,8,483.57
2014,2014-12-01,01T,1,75.84
2014,2014-12-01,01X,3,22.27
2014,2014-12-01,00P,19,635.77
2014,2014-12-01,04G,19,865.12
2014,2014-12-01,99N,13,743.1700000000001
2014,2014-12-01,04H,5,295.3
2014,2014-12-01,11N,17,655.0500000000001
2014,2014-12-01,99G,9,581.5500000000001
2014,2014-12-01,08E,11,758.4000000000001
2014,2014-12-01,02E,2,315.2
2014,2014-12-01,08J,5,205.5
2014,2014-12-01,03Q,15,548.1200000000001
2014,2014-12-01,00K,4,142.55
2014,2014-12-01,05Q,4,302.91
2014,2014-12-01,06Q,5,201.25000000000003
2014,2014-12-01,03A,8,355.21999999999997
2014,2014-12-01,08W,19,1004.3600000000001
2014,2014-12-01,07Q,9,784.5400000000001
2014,2014-12-01,07R,19,1184.9699999999998
2014,2014-12-01,09W,17,743.74
2014,2014-12-01,03H,12,706.75
2014,2014-12-01,00Q,4,345.95
2014,2014-12-01,03W,50,2290.26
2014,2014-12-01,05N,10,497.52
2014,2014-12-01,02X,7,540.97
2014,2014-12-01,02W,7,582.8399999999999
2014,2014-12-01,04Q,3,137.56
2014,2014-12-01,07P,16,1942.98
2014,2014-12-01,15N,44,2766.0599999999995
2014,2014-12-01,07J,10,430.12
2014,2014-12-01,02T,2,158.14
2014,2014-12-01,07L,11,615.83
2014,2014-12-01,09D,10,965.6199999999999
2014,2014-12-01,04Y,3,115.5
2014,2014-12-01,00X,3,232.66
2014,2014-12-01,05R,4,129.04
2014,2014-12-01,99F,4,354.76
2014,2014-12-01,04M,3,85.77
2014,2014-12-01,06F,20,1096.58
2014,2014-12-01,15M,23,1111.43
2014,2014-12-01,06N,17,1166.91
2014,2014-12-01,99E,11,654.7700000000001
2014,2014-12-01,08P,5,334.99
2014,2014-12-01,08T,5,226.04
2014,2014-12-01,10J,12,715.8800000000001
2014,2014-12-01,11A,10,696.4100000000001
2014,2014-12-01,08A,11,741.98
2014,2014-12-01,15D,3,269.43
2014,2014-12-01,15A,14,744.32
2014,2014-12-01,01W,3,423.37
2014,2014-12-01,00D,5,312.12
2014,2014-12-01,05J,1,0.53
2014,2014-12-01,04K,7,779.1
2014,2014-12-01,05C,5,506.63
2014,2014-12-01,05G,18,901.34
2014,2014-12-01,07K,2,52.93
2014,2014-12-01,14Y,2,121.75
2014,2014-12-01,03E,3,269.44
2014,2014-12-01,08G,6,418.39
2014,2014-12-01,02A,6,92.67999999999999
2014,2014-12-01,05T,3,117.57
2014,2014-12-01,99H,17,1120.2700000000002
2014,2014-12-01,04V,17,735.0
2014,2014-12-01,04E,3,115.49
2014,2014-12-01,99C,3,229.8
2014,2014-12-01,07G,3,85.77
2014,2014-12-01,09A,12,771.5400000000001
2014,2014-12-01,10V,11,592.3100000000001
2014,2014-12-01,08Y,9,464.01
2014,2014-12-01,02N,7,350.5
2014,2014-12-01,08M,14,1117.2
2014,2014-12-01,99M,9,699.1100000000001
2014,2014-12-01,07V,11,803.3299999999999
2014,2014-12-01,10A,3,117.57
2014,2014-12-01,07Y,16,2948.43
2014,2014-12-01,00M,11,397.76000000000005
2014,2014-12-01,08C,9,639.6999999999999
2014,2014-12-01,08Q,11,673.29
2014,2014-12-01,06A,1,4.62
2014,2014-12-01,99A,6,308.94
2014,2014-12-01,04N,2,196.63
2014,2014-12-01,00T,4,252.84
2014,2014-12-01,13T,13,817.3400000000001
2014,2014-12-01,11X,28,1974.1000000000004
2014,2014-12-01,08K,11,719.5100000000001
2014,2014-12-01,05W,29,1159.5600000000002
2014,2014-12-01,08R,14,1031.22
2014,2014-12-01,10K,10,594.1200000000001
2014,2014-12-01,06P,16,927.6100000000001
2014,2014-12-01,07X,27,1288.4600000000003
2014,2014-12-01,05V,9,530.13
2014,2014-12-01,02H,7,579.22
2014,2014-12-01,02R,9,994.8800000000001
2014,2014-12-01,08H,19,698.7
2014,2014-12-01,07T,17,1100.14
2014,2014-12-01,00J,13,931.6400000000001
2014,2014-12-01,15C,27,1871.7999999999997
2014,2014-12-01,12D,8,379.73
2014,2014-12-01,10D,2,117.57000000000001
2014,2014-12-01,05D,4,237.23000000000002
2014,2014-12-01,08L,10,419.76
2014,2014-12-01,06W,5,329.63
2014,2014-12-01,15E,30,2022.7600000000002
2014,2014-12-01,01D,3,307.90999999999997
2014,2014-12-01,09F,8,504.58
2014,2014-12-01,11M,60,3343.78
2014,2014-12-01,04L,6,292.14
2014,2014-12-01,09L,5,156.09
2014,2014-12-01,08N,14,897.8600000000001
2014,2014-12-01,07M,31,1428.4
2014,2014-12-01,07N,9,600.76
2014,2014-12-01,01J,7,337.99
2014,2014-12-01,03D,9,435.82000000000005
2014,2014-12-01,04C,14,812.5400000000001
2014,2014-12-01,01Y,2,192.45
2014,2014-12-01,08V,11,731.91
2014,2014-12-01,99J,28,1424.97
2014,2014-12-01,12F,8,546.6
2014,2014-12-01,11E,5,307.95
2014,2014-12-01,09N,5,310.02
2014,2014-12-01,05F,6,487.64
2014,2014-12-01,04F,3,216.64
2014,2014-12-01,09X,10,441.46000000000004
2014,2014-12-01,01F,3,192.46
2014,2014-12-01,03R,17,1782.18
2014,2014-12-01,10L,10,569.6800000000001
2014,2014-12-01,01R,7,566.54
2014,2014-12-01,03J,3,153.97
2014,2014-12-01,03N,11,547.71
2014,2014-12-01,06M,5,272.27
2015,2015-01-01,01R,3,117.65
2015,2015-01-01,03T,9,435.9599999999999
2015,2015-01-01,09N,1,76.91
2015,2015-01-01,11M,59,2811.64
2015,2015-01-01,03D,15,591.99
2015,2015-01-01,01D,1,38.46
2015,2015-01-01,11E,6,188.52
2015,2015-01-01,08Q,17,1020.17
2015,2015-01-01,01C,10,380.03000000000003
2015,2015-01-01,04D,3,297.48
2015,2015-01-01,01J,5,178.33
2015,2015-01-01,08T,3,112.92000000000002
2015,2015-01-01,00J,10,553.49
2015,2015-01-01,99K,9,402.27
2015,2015-01-01,07P,10,1046.64
2015,2015-01-01,01E,5,315.33
2015,2015-01-01,09W,15,501.89
2015,2015-01-01,09P,7,321.75
2015,2015-01-01,01Y,3,128.89
2015,2015-01-01,04F,6,307.66999999999996
2015,2015-01-01,07L,13,732.61
2015,2015-01-01,10V,23,1626.74
2015,2015-01-01,10A,2,51.980000000000004
2015,2015-01-01,04C,18,895.7800000000002
2015,2015-01-01,10C,4,192.29
2015,2015-01-01,03F,5,280.09
2015,2015-01-01,06F,11,599.03
2015,2015-01-01,08K,12,1142.67
2015,2015-01-01,01H,6,192.5
2015,2015-01-01,06T,7,329.42
2015,2015-01-01,01G,5,192.32000000000002
2015,2015-01-01,07G,6,239.52
2015,2015-01-01,10R,3,307.64
2015,2015-01-01,01A,4,263.33
2015,2015-01-01,00K,3,90.44
2015,2015-01-01,10X,5,462.9
2015,2015-01-01,11N,19,670.9900000000001
2015,2015-01-01,09F,8,538.3899999999999
2015,2015-01-01,08M,10,463.6
2015,2015-01-01,00P,12,455.4
2015,2015-01-01,07J,6,203.14
2015,2015-01-01,99N,11,520.76
2015,2015-01-01,11X,22,1261.1000000000004
2015,2015-01-01,04N,1,81.09
2015,2015-01-01,08V,10,502.86999999999995
2015,2015-01-01,03V,2,76.92
2015,2015-01-01,08D,9,631.3500000000001
2015,2015-01-01,05N,16,865.8199999999998
2015,2015-01-01,05Y,8,395.42
2015,2015-01-01,09J,12,696.41
2015,2015-01-01,02H,5,504.65999999999997
2015,2015-01-01,15M,28,1358.9999999999995
2015,2015-01-01,01X,5,87.11999999999999
2015,2015-01-01,06L,10,714.98
2015,2015-01-01,06Q,14,771.4
2015,2015-01-01,01K,6,385.91999999999996
2015,2015-01-01,14Y,1,38.46
2015,2015-01-01,08X,15,549.3299999999999
2015,2015-01-01,07K,1,37.94
2015,2015-01-01,02P,7,144.95999999999998
2015,2015-01-01,08N,18,3952.280000000001
2015,2015-01-01,99E,12,1112.2900000000002
2015,2015-01-01,01W,3,176.07
2015,2015-01-01,07Q,16,1146.6900000000003
2015,2015-01-01,99J,24,934.0500000000002
2015,2015-01-01,00M,9,393.32000000000005
2015,2015-01-01,00D,5,230.75000000000003
2015,2015-01-01,08J,10,478.66999999999996
2015,2015-01-01,05V,4,230.72
2015,2015-01-01,07H,12,648.59
2015,2015-01-01,05W,30,1232.99
2015,2015-01-01,04V,17,842.32
2015,2015-01-01,03W,38,1626.9100000000003
2015,2015-01-01,08R,6,528.27
2015,2015-01-01,99M,5,463.55
2015,2015-01-01,03N,7,346.14
2015,2015-01-01,15E,30,1553.22
2015,2015-01-01,04M,3,55.980000000000004
2015,2015-01-01,00Q,5,421.43
2015,2015-01-01,00Y,2,150.61
2015,2015-01-01,06N,15,1643.9800000000002
2015,2015-01-01,03M,9,226.92999999999998
2015,2015-01-01,99A,15,912.8600000000001
2015,2015-01-01,15N,57,3666.039999999999
2015,2015-01-01,03E,3,115.39000000000001
2015,2015-01-01,10D,1,96.91
2015,2015-01-01,08L,9,555.9699999999999
2015,2015-01-01,06H,28,1576.75
2015,2015-01-01,08W,20,1690.0300000000004
2015,2015-01-01,07V,18,1041.53
2015,2015-01-01,04L,3,134.71
2015,2015-01-01,02F,3,155.55
2015,2015-01-01,05X,6,395.0
2015,2015-01-01,05C,2,115.37
2015,2015-01-01,06W,5,277.96000000000004
2015,2015-01-01,15F,20,1762.3200000000002
2015,2015-01-01,99H,14,410.90999999999997
2015,2015-01-01,07N,8,577.0699999999999
2015,2015-01-01,04Y,2,76.93
2015,2015-01-01,08G,2,115.37
2015,2015-01-01,12D,4,141.75
2015,2015-01-01,06Y,10,335.77000000000004
2015,2015-01-01,07M,32,2295.71
2015,2015-01-01,05T,9,316.84
2015,2015-01-01,09A,17,1363.6100000000001
2015,2015-01-01,09E,5,390.14
2015,2015-01-01,03H,7,580.73
2015,2015-01-01,05R,2,51.980000000000004
2015,2015-01-01,04K,3,254.68
2015,2015-01-01,02D,1,115.36
2015,2015-01-01,09Y,5,239.5
2015,2015-01-01,06V,9,462.81
2015,2015-01-01,05A,11,502.7899999999999
2015,2015-01-01,04G,19,1058.22
2015,2015-01-01,02E,3,649.45
2015,2015-01-01,01F,4,230.75
2015,2015-01-01,06M,2,89.85000000000001
2015,2015-01-01,11A,10,758.69
2015,2015-01-01,03K,7,399.59000000000003
2015,2015-01-01,09X,8,584.4100000000001
2015,2015-01-01,09L,5,321.15999999999997
2015,2015-01-01,02M,2,115.37
2015,2015-01-01,03J,4,307.65
2015,2015-01-01,00L,9,445.42999999999995
2015,2015-01-01,05J,2,77.44
2015,2015-01-01,05D,7,499.48
2015,2015-01-01,05G,19,683.1099999999999
2015,2015-01-01,10Q,17,1076.16
2015,2015-01-01,07X,15,884.52
2015,2015-01-01,09H,5,274.97
2015,2015-01-01,00C,1,38.46
2015,2015-01-01,07R,13,582.65
2015,2015-01-01,14L,5,102.45
2015,2015-01-01,09G,19,1342.8899999999999
2015,2015-01-01,09D,6,999.8
2015,2015-01-01,00V,6,338.64
2015,2015-01-01,06K,17,660.07
2015,2015-01-01,10K,9,365.23999999999995
2015,2015-01-01,12F,13,326.39
2015,2015-01-01,15D,3,115.39
2015,2015-01-01,08F,7,430.91999999999996
2015,2015-01-01,10E,5,193.96
2015,2015-01-01,15A,15,927.1500000000002
2015,2015-01-01,10L,7,363.35999999999996
2015,2015-01-01,02T,6,398.4
2015,2015-01-01,09C,2,76.91
2015,2015-01-01,05Q,4,264.18
2015,2015-01-01,02W,5,508.26
2015,2015-01-01,08H,15,667.4200000000001
2015,2015-01-01,03Q,17,562.55
2015,2015-01-01,99F,6,361.71
2015,2015-01-01,02A,4,89.52000000000001
2015,2015-01-01,10J,6,326.52
2015,2015-01-01,99D,7,538.35
2015,2015-01-01,08P,3,115.39000000000001
2015,2015-01-01,13T,17,1003.7399999999999
2015,2015-01-01,02X,2,153.82
2015,2015-01-01,03R,15,1654.06
2015,2015-01-01,07T,22,1397.92
2015,2015-01-01,03L,4,346.1
2015,2015-01-01,08C,7,658.87
2015,2015-01-01,01V,3,84.64
2015,2015-01-01,05F,3,192.26999999999998
2015,2015-01-01,99C,3,153.84
2015,2015-01-01,00X,3,184.39
2015,2015-01-01,04Q,4,171.51999999999998
2015,2015-01-01,05H,3,170.94
2015,2015-01-01,07Y,15,2537.42
2015,2015-01-01,06P,8,718.1999999999999
2015,2015-01-01,15C,20,1470.54
2015,2015-01-01,02Y,14,602.7299999999999
2015,2015-01-01,11J,16,755.9599999999998
2015,2015-01-01,08Y,14,1157.6000000000001
2015,2015-01-01,99G,8,821.0600000000001
2015,2015-01-01,04E,2,153.82
2015,2015-01-01,02N,7,426.24
2015,2015-01-01,02R,7,274.35
2015,2015-01-01,00T,5,346.12
2015,2015-01-01,08E,11,800.33
2015,2015-01-01,08A,14,852.3599999999999
2015,2015-01-01,03A,5,239.5
2015,2015-01-01,07W,9,802.88
2015,2015-01-01,04H,8,539.9
2015,2015-01-01,02Q,1,7.35
2015,2015-01-01,05L,11,535.56
2015,2015-01-01,06A,3,56.6
2015,2015-02-01,05N,14,768.39
2015,2015-02-01,99N,15,770.9699999999999
2015,2015-02-01,06N,13,807.2
2015,2015-02-01,04K,4,279.64
2015,2015-02-01,06L,8,418.26
2015,2015-02-01,08F,8,375.96000000000004
2015,2015-02-01,05H,2,90.04
2015,2015-02-01,02D,2,154.16
2015,2015-02-01,04E,2,77.1
2015,2015-02-01,04Q,2,67.71
2015,2015-02-01,07Y,17,2479.46
2015,2015-02-01,02G,2,23.0
2015,2015-02-01,00N,1,151.77
2015,2015-02-01,08K,15,1453.5999999999997
2015,2015-02-01,NEN,1,38.55
2015,2015-02-01,10D,1,40.64
2015,2015-02-01,12D,8,432.78999999999996
2015,2015-02-01,10R,3,312.47999999999996
2015,2015-02-01,08Y,11,886.4099999999999
2015,2015-02-01,13T,9,507.33
2015,2015-02-01,03F,5,123.82
2015,2015-02-01,03N,6,199.98
