pct_id,numerator_items,denominator_items,calc_value_items,numerator_cost,denominator_cost,savings_10,savings_20,savings_30,savings_40,savings_50,savings_60,savings_70,savings_80,savings_90,measure_id
00Y,931,9699,0.12574432658193446,66284.38699,130420.67078999999,31109.108034994526,23377.733179295396,17596.259303601346,10032.071283748606,3316.992871252438,-5003.475079755747,-14268.032112348614,-25743.12653462459,-41579.68808102657,keppra
01D,1093,9787,0.12805767655447461,73786.05021,144717.46097000001,34775.37014345467,26361.991714632495,20061.371346018725,11802.512908418523,4486.974201796216,-4589.768586072116,-14705.011716361438,-27203.929543957267,-44420.91556705913,keppra
01G,2803,14717,0.24017785380888826,151980.90670999998,219338.68524999998,99118.3745946244,89827.24970877782,82921.32442897315,73869.37932116954,65817.25267771044,55836.09279377346,44734.808838155586,30967.595027433887,12029.268993285299,keppra
01W,1800,11374,0.2039383036060777,133005.89014,204527.66479,82364.15532757736,72807.19319880936,65601.56396630159,56225.458692081564,47928.02181863808,37618.45964485267,26115.960066071046,11943.19738881008,-7621.719007496777,keppra
01Y,548,8456,0.07392848347442253,31259.974819999996,93304.49382999998,5990.540132140112,-34.43018695410046,-4559.179841836984,-10463.240252754254,-15685.057773690674,-22175.363423505998,-29427.185067699153,-38389.01446703584,-50715.87194424427,keppra
02A,968,8454,0.13940782012178338,58868.363059999996,106301.48658999999,30045.393412677255,23784.47756049579,19113.61431432778,13021.526170649138,7602.459246296578,887.1127731484858,-6587.095355782946,-15849.334858507638,-28621.748409195898,keppra
02H,1483,10932,0.16002610312477816,111867.83177,196273.59554999997,61437.89666087464,51269.2292711996,43651.24858747973,33661.230065543205,24821.22125192766,13840.00587770199,1591.763440420198,-13530.06060643836,-34323.05059746625,keppra
14L,2457,23604,0.12442147116106662,149245.3973,295497.21842999995,69227.52995488163,51597.71347105865,38428.72902826976,21237.366819897594,5941.486778393584,-13041.843482154749,-34231.85309221945,-60328.49547588102,-96194.32357974528,keppra
01C,1844,7424,0.33978577852147807,134375.83515,170329.73903,96549.4824382704,90704.76318146543,86374.3655608334,80700.69795970396,75657.67404324458,69378.30233202051,62422.822493040185,53795.41498532671,41946.41382606328,keppra
01F,586,3355,0.2286065051987026,46419.71702999999,70887.69221000001,29290.468260580878,26372.880266395612,24171.51478242887,21318.41438068361,18781.50711108186,15636.606953386803,12117.793321316505,7795.2213631279765,1821.9491857875628,keppra
01J,732,6120,0.13113596462392219,42839.01123,86561.76056000001,20572.68362145671,15891.850531681965,12357.400517812224,7728.29272905084,3657.3341702724483,-1403.9876335363351,-7064.091861755977,-14024.47194419916,-23649.00122180042,keppra
01R,1398,5500,0.2815822002472188,95155.72348999999,127480.42640000001,65703.65569043881,60708.16233338066,56977.36234934646,52096.30630438212,47771.63452618356,42401.449565337876,36438.98290175228,29044.442659148102,18812.963577401366,keppra
01T,1081,5100,0.21113806091030224,68786.89633999999,102914.815,43474.6392549783,38681.509913211055,35066.64697014071,30340.14328758979,26170.79743569441,20982.55470630988,15201.530887767061,8076.396676316014,-1773.4090626804527,keppra
01V,563,4756,0.15373086895914137,34301.676230000005,61065.52070000001,18479.73069764329,15210.413320454893,12782.823101092632,9606.045299429996,6770.7497998310655,3269.591263604884,-657.3744697535944,-5520.42193686987,-12154.120139534702,keppra
01X,988,5540,0.18786219964734058,63151.877669999994,99857.50039999999,38124.28142267424,33162.2342129649,29443.11786315958,24586.751658945694,20267.569347311102,14928.172676821348,8969.292732425834,1601.5500887169592,-8549.654146757282,keppra
02D,541,4149,0.17398426968298322,34273.63044999999,57067.3815,19743.529177264365,16885.66161601505,14713.097910640705,11880.541087978168,9378.872386661284,6286.547935844112,2809.282288489943,-1474.6666753032182,-7358.77136122257,keppra
02E,655,4504,0.18206748430897293,46059.28852,79473.89384,26456.33216023309,22854.08842266783,20130.821776465193,16576.43599876349,13440.891436086713,9542.390926972344,5196.121889190011,-178.98625229073605,-7574.105059164412,keppra
02F,892,7018,0.14468922913894525,61881.76329,113815.67589,31765.35077751922,25543.865377038055,20892.741101581763,14788.16769309293,9375.932371179364,2667.1204614023454,-4829.09737663023,-14092.559847123877,-26811.220930573123,keppra
12F,3951,11366,0.39001836067168444,286167.97495,347475.17626,210369.26614005855,199602.69470953668,191537.76580615237,181000.27303851687,171644.64087245864,160038.35378806433,147076.2672984316,131082.13618323207,109113.9661295294,keppra
99A,2229,18283,0.15139526650766047,145276.86749,267202.8718599999,76740.51589396328,62876.77143500265,52472.02998069755,38854.18479585639,26797.842494612305,11836.715612693359,-4837.589017636998,-25471.2130418716,-53877.76138831167,keppra
02P,971,12853,0.115621046629724,53492.38562,113338.01202,23010.04821685904,16288.091586624463,11243.136824760893,4644.688188191504,-1206.8295670228117,-8444.380320559449,-16541.240221347245,-26547.919015448322,-40300.10669516938,keppra
02Q,589,3560,0.19910163672780856,41682.39386,66126.52307000001,25344.983205186643,22296.26576082028,20012.501345110286,17032.56275459433,14390.45463502311,11107.091068097685,7460.452734970357,2964.0656005419078,-3274.6258233950593,keppra
02X,1745,10987,0.18334152065935266,110919.81687999998,186968.11036999998,63634.06623761773,54950.19592551456,48433.762981739696,39903.170797214174,32344.57685424742,22985.335668478405,12527.038662717567,-385.58925817012823,-18185.227105096335,keppra
03L,757,8969,0.10271538825011813,49415.36432,117018.51788,18580.791005014158,11692.69126259466,6519.4618828157945,-285.46380189510546,-6275.207759905889,-13709.326700783335,-22006.45208461261,-32264.153496883908,-46408.81096373235,keppra
03N,2844,23996,0.15425475224243237,165392.59913000002,302329.63711,88108.26851058762,72651.8223051677,61030.96249582201,45816.024162524234,32374.365818787377,15706.422735647433,-2908.3996814371276,-25866.060693725216,-57554.61425661201,keppra
04Y,956,5904,0.1945509377433057,65427.54907,105712.85921,39566.20703032129,34684.2497133228,31035.8975787971,26270.244558414794,22039.22471190949,16779.87165488904,10922.722261048006,3685.469230255544,-6253.631162695225,keppra
05D,276,5229,0.0658429344342927,18653.703579999998,58006.543970000006,2064.3353233045173,-2005.5167834122872,-5081.160456444843,-9101.905604600723,-12662.28224252336,-17060.764560826476,-22002.20253678912,-28083.928353127554,-36473.79427574408,keppra
05G,1980,8282,0.26745771766789916,123546.17827,171623.95897,81960.16968229163,75237.11421274643,70239.77952048948,63669.91062576277,57832.41202863439,50613.09235332998,42557.67327258186,32576.417366979418,18852.33014340268,keppra
05Q,444,8312,0.07926693560905726,37667.80128,97807.45637999999,9117.448854718441,2102.5423611539964,-3119.834493787027,-9958.800001428433,-16013.92188789703,-23556.96871825831,-31938.176570799005,-42252.45963033239,-56507.18484158073,keppra
05V,1750,6149,0.29627551247068507,107915.61486,142648.6471,74581.7653079916,69241.99469163622,65235.981823444745,59993.610810755614,55346.68779892496,49589.758923254616,43147.85623307008,35225.20708734495,24320.012494614275,keppra
05W,2197,13553,0.1697126538336573,126759.09904000003,214824.66453,70347.20305260274,59509.43357875786,51366.06027952382,40666.01142925258,31225.978410006384,19538.58561428059,6474.777214090662,-9704.032068113123,-31974.41689799856,keppra
05N,998,9011,0.11765261723404287,67915.80922999998,140384.72946,29823.133444416733,21412.23749185838,15088.778147072499,6843.367766489291,-444.3159510633923,-9516.343637799571,-19610.33515111881,-32061.498450762498,-49304.23416910414,keppra
05X,769,4941,0.16957655982028552,54555.56783,94338.01671999999,30598.979955730712,25984.26701457775,22500.189879778372,17938.516111765173,13894.26467615635,8922.282024941265,3323.578786058096,-3595.0016900029623,-13100.163328426099,keppra
15M,2441,36787,0.07646831521458307,183536.84502,489880.4012699999,39091.75642246812,3911.573819018704,-22489.37556178451,-57024.530798989574,-87617.7300422665,-125482.78168745455,-167869.76262243174,-220183.50454129092,-292170.58464380377,keppra
03T,1590,12354,0.16849891422366992,84879.56953000001,149337.64983,47485.27013279205,40249.52526945448,34818.79097557812,27713.035286261314,21412.32405418025,13594.021436888957,4862.124074121273,-5926.047619335104,-20741.777867171157,keppra
04D,1001,10309,0.14806717289261898,62045.29574,114404.38038,32082.72799980226,25995.61428682703,21465.323530003745,15527.361798936246,10267.887846411712,3724.987555707814,-3542.613362723121,-12530.177001391114,-24951.66668707528,keppra
04Q,576,5293,0.12181125541125541,24715.897010000004,55960.75483,10734.934063925859,7908.193055983822,5768.009338033913,2997.0653077373104,523.526764162852,-2510.565151657326,-5933.96574581153,-10160.995314066859,-15934.000905875226,keppra
99D,636,6782,0.12017424867082192,32769.804249999994,67927.62417000001,14588.464142836423,10617.397855224015,7666.907441764303,3815.0289925358666,377.4674481446591,-3888.301495690025,-8632.33234931004,-14491.342816326436,-22562.817689099455,keppra
04E,564,8969,0.0857266747239162,38850.47396,102708.49982000003,10835.585510150711,4298.03797957407,-585.118157517566,-6969.922910666847,-12649.001224555706,-19681.528822771535,-27523.448087675693,-37221.83338651288,-50575.90782485502,keppra
04H,205,4627,0.05551060393280197,13312.66585,52082.16407,-615.5578711057024,-4005.7277895203133,-6573.012094769667,-9951.150135758997,-12928.731453349688,-16606.376740625397,-20741.35839491796,-25841.990657571707,-32808.353330578466,keppra
04K,691,12263,0.06821859990792448,52450.92619,159750.20048000003,7087.949452738199,-3989.317287490765,-12339.36527831156,-23263.486700695124,-32921.16332946539,-44869.15640062491,-58208.72858079868,-74747.3658168783,-97577.45803461937,keppra
04L,504,5129,0.11488261172850232,42394.8957,85763.80379,18441.977841520213,12993.560738078711,8930.893811705868,3613.9362257742405,-1116.1224785605991,-6960.561671532321,-13507.409344226937,-21603.634468884604,-32654.184476980925,keppra
04M,383,3424,0.144704906210501,30774.381780000003,57515.14236,15838.860655887336,12757.361232205607,10460.284728277058,7430.691626486128,4749.036783208395,1443.0492740045102,-2273.618435785959,-6865.158936569687,-13172.20452903854,keppra
04N,571,4125,0.165567058700811,45157.30365,76034.86578,25250.902044750394,21255.99130518583,18221.440154560543,14261.349173848343,10770.175610085917,6441.444787309674,1588.5255497989665,-4372.0072148755,-12620.656754315283,keppra
03W,1183,9543,0.13891166772737387,73457.77980999999,141164.04906,36676.37460440682,29052.56557258957,23312.646877820676,15791.464771804658,9163.589180001798,905.5672051387482,-8284.11922687358,-19636.58689393531,-35301.32348581099,keppra
04C,1419,12964,0.14159276220261366,108252.71891000001,204824.47475,55001.49394806383,43902.3060920104,35596.73280742581,24747.07747861621,15109.981156659276,3170.7041114964923,-10142.52076018106,-26655.75048589833,-49348.60861979636,keppra
04V,1477,13247,0.11073299531465208,84363.35108,174177.04264,35086.9202027702,23883.233802125018,15460.310110548062,4405.669805148116,-5342.589931326174,-17432.70282845432,-30967.46017890679,-47640.54540596166,-70606.60734317436,keppra
05C,1929,11782,0.17077616989287728,119603.5979,200953.26247,67979.01013551542,57756.95951018344,50032.217020540804,39948.55555307705,31053.463855187016,20032.835391262455,7679.139969360876,-7491.880532382256,-28520.82493727867,keppra
05L,2261,17402,0.14805073987730255,157368.55098,288673.22608000005,82703.17949100825,67300.94066603231,55692.49644896454,40520.91795280039,27110.949539305573,10478.597892470298,-8100.5127905297595,-30998.07039061752,-62621.05011012118,keppra
05Y,4564,10843,0.4507243487918028,305430.83437999996,357256.75306,229445.5994358073,219498.078343792,212084.1393076036,202375.25028896553,193754.87462444737,183055.8468979065,171134.95097015874,156412.58579289838,136101.70822930598,keppra
06A,715,11627,0.10663520804506652,52379.72513,117571.52587999999,20643.675239835342,13494.83732654089,8207.139554117422,1239.874072113069,-4944.456275080849,-12585.167105170382,-21129.227763503448,-31669.999752474636,-46220.23053937903,keppra
15E,5804,37685,0.1903524331392098,475028.1472700001,760852.5543699999,284541.7339350199,248176.92416359967,220792.8755501932,184972.6209579582,153327.0853135378,114082.70292154158,70260.75907601898,16162.86402560489,-58519.09289584438,keppra
05A,1803,18156,0.12127608317259446,129139.27856,263991.35458,58121.805269903576,42636.257374028035,31015.978412610108,15797.68429666539,2333.840663062372,-14366.321961636277,-32999.845829865066,-56054.73354653944,-87799.35430472002,keppra
05H,533,7146,0.07955061571816648,31813.650500000003,84752.71893999999,7592.882228790315,1786.1359722656898,-2582.1386201542646,-8306.256322280482,-13361.848198001013,-19636.589141418077,-26640.40200605915,-35264.60594294605,-47196.68796055436,keppra
05R,1043,10027,0.11015682047359088,60766.936069999996,128323.79999,24977.603447096022,16897.484952553,10810.128797388374,2862.3266157748403,-4182.543461373034,-12869.200177007406,-22605.471955614594,-34620.44784760863,-51207.112481230106,keppra
05F,460,7271,0.08484249249358411,31765.346489999996,76004.47335000001,9014.266025342236,3441.6133065300864,-697.1509503231291,-6146.017351761113,-10963.133722689587,-16947.0527849223,-23601.396099602913,-31803.920621200054,-43197.966175074536,keppra
05J,344,4604,0.08997007797860122,32345.826520000002,76204.44851999999,10165.468663801385,4851.583318936959,887.2473775184912,-4264.496822432913,-8865.981755787687,-14575.499356830678,-20950.98782956208,-28828.677045984434,-39625.149105591154,keppra
05T,982,14734,0.09215418041361552,61403.1901,143893.019,20115.719346600068,10367.238854485226,3023.0494475578016,-6608.261978395061,-15103.59910459569,-25636.12095756056,-37417.93465324983,-51934.75091378775,-71985.65597206142,keppra
06D,522,4480,0.1204291657543245,37713.58775,74860.29237000001,17323.401901187004,12690.913612578366,9214.36565557146,4715.700021752426,710.8522511831907,-4261.189227721995,-9808.1357302756,-16644.071631754727,-26045.219678939928,keppra
03V,290,2635,0.10822827374915935,21243.70424,43237.535800000005,8829.005696863489,5915.270412059613,3726.2133103145197,867.6842443929941,-1670.4373434332488,-4812.484303113628,-8337.181395827261,-12695.080162709412,-18641.28268248276,keppra
04G,3460,23818,0.18027069072600235,241091.4735,397470.14895,141108.05833039398,121548.72985501784,106945.31682675375,87835.27447462126,70873.1822249278,49837.420185282965,26408.680832169095,-2564.2590413289217,-42503.095811358355,keppra
06H,1794,30672,0.08119092647593903,137672.91363,359884.42138,34930.805086587774,10187.226185846233,-8412.159588274419,-32631.424734872835,-54123.07964091292,-80780.10257265854,-110472.38302781928,-147173.3527110986,-197840.43320371438,keppra
06M,352,10537,0.0466855395236693,24660.241179999997,102453.72167,-4707.805084748721,-12229.738002005306,-17944.949894920745,-25402.35907196965,-31984.720537987057,-40107.65624675821,-49236.29204206901,-60499.205402398125,-76029.30037846256,keppra
06V,917,9971,0.13212876101132592,60602.31137,117553.06962,29426.156138344868,22739.481384742423,17733.516963139038,11157.558228817325,5332.859516100561,-1880.9701866048172,-9940.760817325634,-19915.35525254963,-33583.043768341966,keppra
06W,211,10162,0.03776990462923275,21022.978870000003,90314.29066999999,-9613.12819837576,-17895.17043760418,-24101.466478924376,-32195.876229266578,-39371.95329670288,-48264.4599292452,-58234.07990971927,-70466.12485333096,-87373.16271152001,keppra
06Y,669,9674,0.07157628435262749,34576.0781,97422.95293999999,6003.28265571134,-1076.2854118178702,-6388.051439479074,-13312.132868745597,-19463.54578668537,-27048.253769745766,-35526.562929193155,-45983.74385166801,-60491.84646312062,keppra
07J,422,7560,0.08718121398395652,31562.503920000003,79635.08185,9139.29079080689,3902.8228506847436,-44.68174376090428,-5219.790980985974,-9801.139693578503,-15435.448033781726,-21763.84603248631,-29576.289927207297,-40354.42645587121,keppra
06L,2153,13746,0.17467888530008263,144728.7929,237568.25517999998,84026.24088686051,71827.21205258099,62710.858364399144,50752.25697858801,40171.04605690233,27030.896257097666,12377.223437042046,-5711.596695300381,-30613.56405348819,keppra
06T,1799,13610,0.14592083304257114,102950.61517,188497.66905000003,53810.464043185835,43541.71221088509,35831.8720064536,25716.81655232235,16763.601671987657,5663.202315264856,-6742.226805535423,-22085.424092569992,-43142.70146307083,keppra
07K,1314,10003,0.1450353197906836,76635.81173,143873.55789,39424.76504333278,31760.994562532094,26030.07348831693,18532.083327939596,11883.390167579762,3638.260542280821,-5571.8468822539635,-16910.092856695483,-32550.671616172036,keppra
04F,329,6096,0.06703983006921224,20356.34424,65259.343499999995,2410.3293630482403,-1912.1937915808494,-5154.884169779271,-9406.45918171019,-13182.662063892778,-17837.616237259386,-23040.197549180262,-29512.752764827143,-38386.60281465982,keppra
06F,550,14032,0.048917557167377224,38581.52013999999,155198.86573000002,-5573.739779261665,-16907.999180909726,-25399.30474072245,-36571.66556641824,-46428.099105524416,-58601.94887177411,-72188.27261484592,-88993.50919905129,-112356.27465220698,keppra
06P,171,4698,0.04646516554624493,14198.625740000003,59279.90055,-2918.8172333094863,-7404.279777893972,-10706.822041140098,-15044.820654846942,-18879.986913005763,-23662.146106535605,-29007.393208999096,-35509.950697502376,-44573.56210357034,keppra
06K,1634,25130,0.08169577140636793,87888.11721,239693.09923999998,21997.85463365349,6493.36309302753,-5136.53161865573,-20360.860564064445,-33812.921636107974,-50502.69022467224,-69110.77068489621,-92080.31012191632,-123898.44429367216,keppra
06N,1143,24020,0.07358624413692336,89991.40137,251331.02065000002,16697.929334787004,-1128.357303792749,-14482.461875117118,-32017.500263335613,-47553.5047459964,-66780.15384798477,-88291.1180792085,-114857.46438661462,-151334.63300183852,keppra
07H,1302,9559,0.14487525499762058,75706.69121,139478.49262,39109.340499819125,31515.269076510755,25778.73940989159,18291.491584331365,11679.881365158632,3467.287452635981,-5682.971037475087,-16986.99022423383,-32617.96812235073,keppra
06Q,1816,14890,0.14313221649714689,111616.7764,203480.75914,57947.831812297714,46479.13831063213,37870.32952862451,26627.84414068759,16677.872123871748,4330.89449409742,-9432.44856860105,-26388.250775446868,-49864.44440897597,keppra
07G,435,6156,0.0986449429558894,29094.072859999997,68865.18095000001,10255.14229587439,5994.946413118263,2794.969179217276,-1410.9161184210243,-5126.0210638062645,-9705.630100455583,-14874.553892030935,-21196.563420004702,-29932.421320979625,keppra
99E,595,8007,0.0864523084793891,43980.52107000001,107169.22521000002,12841.52050005601,5314.40921680752,-225.40551964320002,-7536.757435574817,-14041.056658395702,-22107.792407160305,-31036.004761153417,-42144.47737664143,-57481.26556698637,keppra
99F,467,5774,0.11705808766256756,39193.60856,84227.64059000001,17106.671073974496,12272.900208699615,8619.894728142228,3905.1766390466446,-288.312919432552,-5519.397804784113,-11359.76275429011,-18503.781303340547,-28325.46939713835,keppra
99G,659,6129,0.12134242472016396,47899.44433,100540.53579,21339.1232597509,15643.628833087638,11377.586083909664,5814.855120830636,875.3017401982088,-5248.641306482118,-12104.633432295133,-20565.83769122704,-32173.153231948945,keppra
07P,1442,15275,0.11852807140661378,81220.44669000001,169967.6142,35586.39999585421,25719.19164446101,18249.859932308715,8485.389765012476,-159.35483930627925,-10822.006622447172,-22819.924539458138,-37584.43093550376,-57930.9628148664,keppra
07W,1026,19364,0.07632598024257485,61001.69725999999,162301.57960999996,13280.224664952977,1593.6368423071017,-7186.369561535599,-18700.234174199744,-28882.33026052139,-41472.86767147108,-55553.89974999556,-72950.16335341777,-96952.99157127383,keppra
07Y,766,12726,0.08564565392431917,47303.4597,117503.33483,13464.293673381786,5359.739213937458,-695.1659553868021,-8613.202152561906,-15637.803570926288,-24305.62234939749,-34026.35169417557,-45987.67179588262,-62526.757317280695,keppra
08C,605,11307,0.08779654492084116,35208.41151,84629.31854,10363.747580893236,4433.312534122061,-49.48768588173789,-5825.153635981173,-10984.222845093565,-17409.853378365282,-24574.938535944355,-33440.865195180035,-45463.77681818717,keppra
08E,416,7894,0.09118147218398251,41247.64127000001,92378.60977000001,12755.889028770562,6025.188779966893,1015.7489821003383,-5608.357976944212,-11472.281324905884,-18740.147344923273,-26893.368560684095,-36993.74133871259,-50699.21070091071,keppra
08G,457,12572,0.06016685322255011,39210.381369999996,115919.65180999997,1640.8431131808866,-8072.235934195391,-15359.269381286158,-24888.663452368157,-33340.96997856522,-43818.78438182911,-55488.1057958772,-69917.86619535781,-89838.83059078825,keppra
08Y,253,7591,0.08190136352762938,25644.06749,73178.2874,6391.530138289724,1937.8813811150508,-1404.9381081348174,-5716.2731966468755,-9571.824405177249,-14371.315479633398,-19748.39551246101,-26335.03939799957,-35333.722113952375,keppra
09A,557,7302,0.09063288851742463,26435.057649999995,67223.02666,8308.788935379198,4104.759117244297,951.2464782343459,-3199.373405618576,-6872.932083925634,-11413.68866249713,-16474.487114001182,-22710.374643461022,-31361.494857523314,keppra
07M,1312,13470,0.10370965496863241,75364.04771000001,165112.63861999998,29394.817494817078,18670.9739020535,10600.777098782128,190.79738081299547,-9112.505970451988,-20653.698287423984,-33589.678973730945,-49432.58533116303,-71162.88671669622,keppra
07R,386,5525,0.09206084726886585,39766.45629000001,91442.47055000001,12920.889747466355,6431.293007169869,1638.3354739333972,-4570.751441523181,-10155.19076051814,-17085.41262576852,-24799.118707585876,-34339.16576326642,-47418.44968349719,keppra
07X,545,12998,0.0533971092500289,30376.289600000004,111049.90628000001,-2106.0894373706096,-10336.138225515195,-16474.994442909003,-24507.90418129779,-31633.444620916456,-40508.18802736584,-50350.36482869346,-62548.4386675615,-79346.68427609745,keppra
08D,373,12044,0.046186536226604916,22957.553959999997,91690.66969000001,-4719.986754691364,-11913.899838582684,-17403.6632074224,-24491.19560327871,-30751.581639701788,-38583.13721805956,-47372.48342589357,-58063.92842443394,-72728.70869528623,keppra
08H,217,5976,0.056967738178430004,21753.77031,76868.22762,-157.84799336800734,-5740.297928483262,-9877.661051141,-15310.596083845416,-20147.548504706672,-26161.025187333456,-32842.82159531407,-41049.32392219913,-52444.08843195806,keppra
07L,775,6985,0.13052083563368153,41506.89113,81204.82475000001,20051.23378526143,15418.353095214603,11951.7225752784,7434.335334475654,3417.8565029767806,-1562.9906534557185,-7089.475270332964,-13927.836465721812,-23422.938727328637,keppra
07T,437,6543,0.10418854921038569,36777.451909999996,85480.76003,14055.414843807019,8955.102235296546,5080.924245530568,102.09179022199805,-4320.062165926565,-9843.547213990623,-16000.9938717283,-23578.404388897732,-33949.04370644728,keppra
08F,1302,9940,0.17697596841173668,84143.72728000002,143624.33142,48418.61498232282,41587.34962568355,36423.27223809637,29682.902770865032,23729.80658218839,16345.348942401248,8110.748301878898,-2042.6735328444347,-16093.787263447575,keppra
08M,191,11924,0.025060149122180138,10431.240249999999,70863.83685,-11880.7421907655,-17943.154343124363,-22533.43866990397,-28534.598680795298,-33817.63551704682,-40357.428873418095,-47665.71195061409,-56687.97714125933,-69221.65958739677,keppra
