pct_id,numerator,denominator,calc_value,measure_id
00Q,76518.04735000001,2115.559,36.16918618199729,other_lipid_modifying_drugs
00R,49654.171039999994,2088.132,23.77922997205157,other_lipid_modifying_drugs
00X,53217.01346,2215.8830000000003,24.01616577229032,other_lipid_modifying_drugs
01A,183221.07538,4611.558999999999,39.730831890039795,other_lipid_modifying_drugs
01E,61038.27532,2524.187,24.181360303337275,other_lipid_modifying_drugs
01K,93894.13264,4178.314,22.471775132266266,other_lipid_modifying_drugs
02G,61613.39322,1363.2579999999998,45.19569532693005,other_lipid_modifying_drugs
02M,55511.585979999996,2136.3109999999997,25.98478684985473,other_lipid_modifying_drugs
02N,46526.59921,1918.6029999999998,24.250248336940995,other_lipid_modifying_drugs
02R,186806.97062,3847.975,48.54682543935447,other_lipid_modifying_drugs
02T,59844.182570000004,2657.4809999999998,22.519138451036905,other_lipid_modifying_drugs
02W,36964.98645,1873.7450000000006,19.72786395694184,other_lipid_modifying_drugs
03A,110193.40844,2996.413,36.775106916169435,other_lipid_modifying_drugs
03E,55858.25412,1965.835,28.414518064842675,other_lipid_modifying_drugs
03J,81014.07778,2334.8889999999997,34.6971859390318,other_lipid_modifying_drugs
03R,99646.05724000001,4521.101,22.040219238632364,other_lipid_modifying_drugs
15F,316280.22069,10634.488,29.74099182678094,other_lipid_modifying_drugs
02Y,81277.97634,3666.9459999999995,22.165032247543326,other_lipid_modifying_drugs
03F,69461.42960999999,3607.6880000000006,19.253724160736734,other_lipid_modifying_drugs
03H,50686.90947,2039.1230000000005,24.857210413496382,other_lipid_modifying_drugs
03K,52255.28836000001,2159.7909999999997,24.194604181608323,other_lipid_modifying_drugs
03M,33762.324519999995,1449.802,23.287541691899996,other_lipid_modifying_drugs
03Q,94972.03453,4321.163,21.97835039548381,other_lipid_modifying_drugs
00T,201089.30172000002,3739.3129999999996,53.777071274857185,other_lipid_modifying_drugs
00V,75633.36433,2464.25,30.692244833113524,other_lipid_modifying_drugs
00Y,101101.25624000002,3088.32,32.736651720029016,other_lipid_modifying_drugs
01D,87445.21149000002,2823.1970000000006,30.97382559205043,other_lipid_modifying_drugs
01G,121088.02299,3322.3640000000005,36.44634452757133,other_lipid_modifying_drugs
01W,129105.94712999999,3762.9230000000007,34.31001567930036,other_lipid_modifying_drugs
01Y,113695.31261000001,2986.7169999999996,38.066985459285235,other_lipid_modifying_drugs
02A,110741.68283,2917.292,37.960438252324415,other_lipid_modifying_drugs
02H,158783.24102999998,3956.12,40.136103310819685,other_lipid_modifying_drugs
14L,210090.7481,7816.704999999999,26.877149399906997,other_lipid_modifying_drugs
01C,77031.46,2514.1890000000003,30.638691045104405,other_lipid_modifying_drugs
01F,49455.04768999999,1586.381,31.174760470530085,other_lipid_modifying_drugs
01J,83052.08262000002,1992.5749999999998,41.68078121024304,other_lipid_modifying_drugs
01R,70436.26165,2255.3480000000004,31.230773100204487,other_lipid_modifying_drugs
01T,93191.86393,1868.3919999999998,49.878111194010685,other_lipid_modifying_drugs
01V,51408.0512,1503.705,34.18759078409662,other_lipid_modifying_drugs
01X,63220.40129,2375.169,26.617222307128465,other_lipid_modifying_drugs
02D,38388.785350000006,1296.2709999999997,29.6147837527801,other_lipid_modifying_drugs
02E,64659.41294999998,2628.8960000000006,24.59565268082114,other_lipid_modifying_drugs
02F,94455.71591,3185.7060000000006,29.649853410829493,other_lipid_modifying_drugs
12F,228083.43146,4044.5110000000004,56.3933270202504,other_lipid_modifying_drugs
99A,287962.61237000005,6462.571000000001,44.55852204486419,other_lipid_modifying_drugs
02P,129347.20436999999,3141.1580000000004,41.1781910906742,other_lipid_modifying_drugs
02Q,36476.0453,1417.0980000000002,25.73995962170576,other_lipid_modifying_drugs
02X,108217.29934000001,3869.348,27.967838338655508,other_lipid_modifying_drugs
