pct_id,numerator,denominator,calc_value,measure_id
00Q,455,2115.559,0.2150731792400968,fungal
00R,419,2088.132,0.20065781282026232,fungal
00X,314,2215.883,0.1417042325790667,fungal
01A,1680,4611.559,0.36430196382611607,fungal
01E,594,2524.187,0.2353232941933383,fungal
01K,961,4178.314,0.22999707537537867,fungal
02G,519,1363.2579999999998,0.38070563312300393,fungal
02M,711,2136.311,0.33281671067555235,fungal
02N,497,1918.6029999999996,0.25904264717609643,fungal
02R,1169,3847.975,0.30379615252178094,fungal
02T,171,2657.4809999999993,0.06434665007953022,fungal
02W,680,1873.7450000000001,0.36290957414162545,fungal
03A,442,2996.4130000000005,0.14750970577153413,fungal
03E,604,1965.8350000000003,0.30724857376127696,fungal
03J,330,2334.8889999999997,0.1413343418038288,fungal
03R,365,4521.101,0.08073254722688125,fungal
15F,3394,10634.488,0.3191502966574414,fungal
02Y,1291,3666.946,0.35206408820855284,fungal
03F,947,3607.6880000000006,0.26249498293644014,fungal
03H,463,2039.1230000000003,0.22705839716387877,fungal
03K,813,2159.791,0.3764253115231983,fungal
03M,284,1449.8019999999997,0.19588881792134377,fungal
03Q,1184,4321.1630000000005,0.2740003096388634,fungal
00T,1866,3739.313,0.499022146581471,fungal
00V,1428,2464.25,0.5794866592269453,fungal
00Y,1585,3088.32,0.5132240182364521,fungal
01D,1436,2823.197,0.5086432154752218,fungal
01G,1315,3322.364,0.39580250688967256,fungal
01W,670,3762.9230000000002,0.1780530720400072,fungal
01Y,1218,2986.717,0.4078056273828421,fungal
02A,1087,2917.292000000001,0.37260582759627753,fungal
02H,1821,3956.12,0.46029948535433707,fungal
14L,3683,7816.704999999999,0.47117039724538673,fungal
01C,901,2514.1889999999994,0.35836605760346585,fungal
01F,795,1586.3809999999999,0.5011406465407743,fungal
01J,874,1992.575,0.4386284079645684,fungal
01R,761,2255.348,0.3374202118697425,fungal
01T,941,1868.3919999999998,0.5036416340896344,fungal
01V,1051,1503.705,0.6989402841647797,fungal
01X,656,2375.169,0.27619087315471025,fungal
02D,534,1296.271,0.41195089607034335,fungal
02E,667,2628.896,0.2537186712597227,fungal
02F,995,3185.7060000000006,0.3123326509100337,fungal
12F,2084,4044.511,0.5152662460307316,fungal
99A,3180,6462.571,0.49206422645105174,fungal
02P,1100,3141.1579999999994,0.35018932508329736,fungal
02Q,496,1417.098,0.3500110789797177,fungal
02X,1327,3869.347999999999,0.3429518358131655,fungal
03L,1369,3169.3050000000003,0.43195590200375156,fungal
03N,2371,7277.252000000002,0.325809797434526,fungal
04Y,520,1604.5660000000003,0.3240751704822363,fungal
05D,191,1719.5049999999999,0.1110784789808695,fungal
05G,774,2617.696,0.2956798650416244,fungal
05Q,528,2622.0129999999995,0.20137199929977467,fungal
05V,616,1787.4,0.3446346648763567,fungal
05W,783,3520.517,0.222410515273751,fungal
05N,603,3743.643,0.1610730510361164,fungal
05X,505,2265.17,0.22294132449220147,fungal
15M,967,12653.264,0.07642296880868052,fungal
03T,730,3019.768,0.24174042509225874,fungal
04D,491,2849.5070000000005,0.1723105084493563,fungal
04Q,337,1608.942,0.20945441165685277,fungal
99D,540,2017.8650000000002,0.2676095774494329,fungal
04E,239,2343.652,0.10197759735660414,fungal
04H,82,1630.2340000000002,0.050299527552486324,fungal
04K,720,4626.4349999999995,0.15562738912359086,fungal
04L,422,1693.014,0.24925960446871676,fungal
04M,215,1277.35,0.16831721924296397,fungal
04N,163,1538.4079999999997,0.10595368718831417,fungal
03W,335,3981.926,0.08413014204683864,fungal
04C,584,4960.887000000001,0.11772088338234674,fungal
04V,274,4761.266,0.05754771945108717,fungal
05C,2055,3843.1720000000005,0.5347145534990366,fungal
05L,2920,6889.7970000000005,0.4238150993418238,fungal
05Y,1446,3457.6510000000003,0.4182029938822628,fungal
06A,2109,3404.4919999999997,0.6194756809532818,fungal
15E,7634,15831.314999999999,0.4822088373581096,fungal
05A,230,6257.875999999999,0.03675368447696951,fungal
05H,288,2312.814,0.12452363225058306,fungal
05R,266,3491.173,0.0761921566189931,fungal
05F,252,2254.2960000000003,0.11178656219059076,fungal
05J,429,2141.506,0.20032631241752302,fungal
05T,843,3765.7000000000003,0.22386276123961016,fungal
06D,341,1402.7889999999998,0.24308716421357743,fungal
03V,7,960.708,0.007286293025560316,fungal
04G,35,8315.027,0.004209246704791217,fungal
06H,702,11744.955000000002,0.059770343947677954,fungal
06M,95,2882.7309999999998,0.03295486120626587,fungal
06V,70,2090.903,0.033478358393478805,fungal
06W,82,2848.7299999999996,0.02878475671615071,fungal
06Y,93,2762.886,0.03366045504591938,fungal
07J,108,2116.285,0.0510328240288997,fungal
06L,856,4920.859000000001,0.17395336871062547,fungal
06T,1112,4252.246,0.2615088590829411,fungal
07K,726,3028.2860000000005,0.23973957545621513,fungal
04F,388,3565.25,0.108828272912138,fungal
06F,282,5818.155,0.04846897341167432,fungal
06P,323,2833.34,0.11399973176533702,fungal
06K,1198,7219.6640000000025,0.16593570005473934,fungal
06N,544,7809.818000000001,0.0696559125961706,fungal
07H,907,3796.1670000000004,0.23892521061375854,fungal
06Q,267,4720.927000000001,0.05655668897231412,fungal
07G,273,2140.781,0.12752355332002666,fungal
99E,669,3369.977,0.19851767534318485,fungal
99F,344,2228.75,0.15434660684240045,fungal
99G,501,2267.0429999999997,0.22099272047332144,fungal
07P,1770,4666.793,0.37927544675754854,fungal
07W,2084,5308.042,0.39261181429988684,fungal
07Y,1364,3863.089,0.353085315922051,fungal
08C,975,3125.742,0.31192593630568355,fungal
08E,1290,3246.6130000000003,0.39733716337610914,fungal
08G,1573,3801.347,0.41380068696701455,fungal
08Y,1178,3044.705,0.3869011940401451,fungal
09A,938,2823.2,0.3322470954944744,fungal
07M,3373,5126.551999999999,0.6579470958258106,fungal
07R,1044,3478.9079999999994,0.3000941674801404,fungal
07X,1383,4118.255,0.33582184687446504,fungal
08D,1734,3862.643,0.4489154187948511,fungal
08H,774,3077.0460000000003,0.25153995097895837,fungal
07L,803,2716.514,0.29559943368596664,fungal
07T,1425,3869.56,0.36825892349517775,fungal
08F,1204,3360.3259999999996,0.35829856984114045,fungal
08M,1355,4892.564,0.276950899364832,fungal
08N,1874,3905.3860000000004,0.4798501351722979,fungal
08V,1165,3982.9519999999998,0.2924966205969844,fungal
08W,1493,3772.4519999999998,0.39576381621290346,fungal
07N,582,2916.341,0.19956514001620523,fungal
07Q,1226,4213.869,0.29094402317680024,fungal
08A,682,3595.482,0.18968249597689546,fungal
08K,1120,5041.464,0.22215769070254196,fungal
08L,1225,4015.8599999999997,0.3050405143605604,fungal
08Q,857,4014.388999999999,0.21348205168955978,fungal
07V,2199,4973.2609999999995,0.44216460789007456,fungal
08J,500,2540.3190000000004,0.19682567425587097,fungal
08P,690,2634.966,0.26186296141961607,fungal
08R,958,2674.5559999999996,0.35819029401515623,fungal
