pct_id,numerator,denominator,calc_value,measure_id
00Q,119673,224275,0.5335993757663583,statinintensity
00R,153486,316996,0.4841890749410087,statinintensity
00X,123528,236992,0.5212327842290035,statinintensity
01A,270886,554967,0.48811190575295466,statinintensity
01E,138397,263712,0.5248035735954375,statinintensity
01K,242760,471549,0.514813942983656,statinintensity
02G,70773,148732,0.47584245488529703,statinintensity
02M,164649,327792,0.5022971884609753,statinintensity
02N,77660,207008,0.3751545833977431,statinintensity
02R,96267,439766,0.21890505405147284,statinintensity
02T,120036,309199,0.3882160032859097,statinintensity
02W,46961,180613,0.260008969454026,statinintensity
03A,136387,288735,0.47236046894210953,statinintensity
03E,97940,208576,0.4695650506290273,statinintensity
03J,127677,263933,0.48374776932024416,statinintensity
03R,255168,530015,0.4814354310727055,statinintensity
15F,433131,1013193,0.42749110978855953,statinintensity
02Y,224387,496010,0.45238402451563475,statinintensity
03F,210609,471327,0.4468426379138051,statinintensity
03H,144703,291136,0.49702887997362055,statinintensity
03K,151921,333138,0.4560302337169581,statinintensity
03M,85223,189668,0.44932724550266784,statinintensity
03Q,195480,410151,0.4766049576863155,statinintensity
00T,191998,397278,0.4832837458907868,statinintensity
00V,128396,271548,0.47282984960301677,statinintensity
00Y,167580,376441,0.44516936252958633,statinintensity
01D,139650,299294,0.46659806076967797,statinintensity
01G,195311,409428,0.4770338130269547,statinintensity
01W,224159,429322,0.5221232548064157,statinintensity
01Y,156366,356879,0.43814850411484,statinintensity
02A,153227,342205,0.44776376733244694,statinintensity
02H,188853,443170,0.426141209919444,statinintensity
14L,285963,703745,0.4063446276705341,statinintensity
01C,149269,300906,0.4960652163798661,statinintensity
01F,73541,167317,0.43953095023219396,statinintensity
01J,118167,265180,0.4456105286974885,statinintensity
01R,114272,228438,0.5002320104360921,statinintensity
01T,116005,237724,0.4879818613181673,statinintensity
01V,93610,197581,0.47378037361892084,statinintensity
01X,136715,299044,0.4571735263038215,statinintensity
02D,77852,173968,0.4475075876023177,statinintensity
02E,121350,231709,0.5237172487905087,statinintensity
02F,149374,317727,0.47013316463504834,statinintensity
12F,222976,462849,0.48174674677918716,statinintensity
99A,298601,682096,0.437769756749783,statinintensity
02P,244649,535761,0.45663831447231135,statinintensity
02Q,103847,196878,0.5274687877772021,statinintensity
02X,249147,540007,0.4613773525158007,statinintensity
03L,201351,466011,0.43207349182744614,statinintensity
03N,424775,890188,0.47717448449091654,statinintensity
04Y,88458,172441,0.5129754524735997,statinintensity
05D,90875,186881,0.4862720126711651,statinintensity
05G,145001,311610,0.46532845544109624,statinintensity
05Q,154335,286015,0.5396045661940807,statinintensity
05V,94374,188849,0.49973259058824776,statinintensity
