pct_id,numerator_items,denominator_items,calc_value_items,numerator_cost,denominator_cost,savings_10,savings_20,savings_30,savings_40,savings_50,savings_60,savings_70,savings_80,savings_90,measure_id
00D,909,74315,0.012231716342595707,38589.86881,226617.43441000002,25977.915734839866,21533.99626348328,17901.474015290834,14542.612425931322,10554.15498291604,6113.153944856549,1394.8863228593946,-6307.665150871064,-23427.38376064971,lyrica
00J,772,54069,0.01427805211858921,31507.537809999994,170206.27988999998,21271.124730815784,17561.09555900616,14547.763009895927,11750.662719209204,8440.462968007832,4754.618119276907,795.8195651907135,-5625.69097987601,-19692.449535698135,lyrica
00K,338,52514,0.006436378870396465,17952.24378,180845.74524999998,7272.60764294456,2951.046903096856,-610.0462751547493,-3887.279287980482,-7757.990972767564,-12046.663980284548,-16697.01597845418,-24162.531848623526,-40510.788890099866,lyrica
00L,653,52406,0.012460405297103384,30661.344319999997,178729.39878000002,19935.0010763128,15959.697567423262,12716.695919304904,9705.273703647854,6161.3552949254445,2212.0153142461513,-2013.00739624806,-8902.36371964034,-24182.446183189742,lyrica
00N,960,29441,0.032607588057470875,50642.389330000005,127955.33481000001,42537.7582388595,40282.92736623391,38460.00849532949,36767.8327575527,34762.16460666358,32519.44148291555,30130.71323562313,26270.523274333937,17611.112091542407,lyrica
00P,537,71156,0.007546798583394233,20099.019340000003,186532.91187,8928.656847028762,4395.874731611479,711.933284627532,-2715.6562874048414,-6773.531385366627,-11268.876116991294,-16059.193206678678,-23917.767639922204,-41412.47081460818,lyrica
00T,474,53288,0.00889506080168143,20619.98601,184441.62774,9674.686925756623,5236.209437436031,1646.390232385038,-1684.5904717297235,-5643.003676773555,-10041.28935578274,-14766.075222116546,-22333.9212834033,-39467.7619179358,lyrica
00V,269,28985,0.009280662411592203,18220.51384,118113.27402999999,11945.586567683555,9762.270928511878,7955.456014289266,6288.684923594617,4335.906313604853,2140.782647069227,-187.91226836452734,-3974.8799846210295,-12346.369136101575,lyrica
00Y,370,43202,0.008564418313966945,27125.30122,183970.59281,17146.6036377942,13427.320164109626,10436.79183433333,7666.84779552176,4364.639068326596,681.9834686538634,-3246.4757422733765,-9517.949473428785,-23822.676033454125,lyrica
01C,689,26996,0.02552229959994073,35362.49316,111877.22081999999,28090.76669176116,25689.13336182292,23729.35811974966,21916.581655227397,19773.566465166503,17385.350953141824,14828.823035937321,10688.467634378754,1518.1756027325782,lyrica
01D,1097,38218,0.028703752158668692,75346.47062,216844.11151999998,61601.03505692155,57519.62657952876,54191.06271676344,51113.73147271729,47460.258514074914,43398.63038589241,39066.60062419706,32020.067047334043,16390.47787548812,lyrica
01E,381,31854,0.01196082124693916,24588.429390000005,122221.1249,17046.604027518166,14319.21355241866,12108.780877517984,10059.256862354205,7610.206230440453,4896.239031263838,2001.0769851379519,-2671.710039006798,-13090.613488705834,lyrica
01F,440,27757,0.015851857189177504,22611.966119999997,115720.34018999999,16085.01677664728,13847.53181831209,12027.55800022501,10356.533389817345,8349.540383978994,6122.203660539855,3747.434214567844,-108.05377430570479,-8618.282875851351,lyrica
01H,442,40768,0.010841836734693877,22850.011629999997,138365.79544000002,13755.656164668811,10190.753415398094,7280.764214348261,4587.917405280008,1404.3988466583396,-2141.0265008194565,-5933.107891634771,-12080.32540578223,-25720.440534824607,lyrica
01J,388,38260,0.010141139571353895,23516.229190000002,150491.79351,13906.682317751462,10136.269073204292,7061.750260609348,4215.287957718452,834.0997232789923,-2921.3446653083884,-6920.634857656492,-13434.075623658031,-27836.44297053251,lyrica
01K,363,42954,0.008450900963821763,27299.3246,175467.98746,16746.03859242524,12720.489978528549,9435.814845989404,6393.454597527529,2790.1433049414536,-1210.9240689565013,-5489.295955931817,-12430.92984307248,-27830.990720523092,lyrica
01W,392,43720,0.008966148215919487,23476.33696,160357.20070999998,15201.025223463403,12293.736489441499,9967.085105528524,7823.8257394570155,5210.789628039527,2321.5544610851903,-766.6546621140587,-5638.55815656551,-16425.678429958294,lyrica
01Y,620,32407,0.01913166908383991,29438.934100000002,140267.65869,21304.515084676423,18533.110615043617,16269.599119314795,14200.51940201106,11731.218830526344,9001.38610746602,6038.556838867838,1278.9294351413882,-9300.928191143334,lyrica
02A,315,48623,0.006478415564650474,15339.66786,135441.87596,9665.90374360863,7909.071911914745,6463.554467722166,5131.010063037884,3556.1281912711765,1803.8736619428837,-80.71191115124748,-3133.7680741575095,-9937.998662223165,lyrica
