pct_id,numerator,denominator,calc_value,measure_id
04G,525527,1187620,0.44250433640390024,glaucoma
06H,477597,1413180,0.33795907103129114,glaucoma
06M,175586,581908,0.30174185610096443,glaucoma
06V,157316,575371,0.27341663031331087,glaucoma
06W,97459,440541,0.22122572019403416,glaucoma
06Y,132186,528902,0.24992531697743628,glaucoma
07J,162764,414611,0.3925703852526826,glaucoma
06L,290882,816042,0.35645469228299526,glaucoma
06T,229988,820340,0.2803569251773655,glaucoma
07K,120192,350648,0.34277109808126666,glaucoma
04F,118011,286616,0.4117390515532978,glaucoma
06F,296959,749881,0.39600816662910515,glaucoma
06P,68203,189731,0.35947209470249986,glaucoma
06K,312219,977291,0.3194739335571493,glaucoma
06N,266862,945401,0.2822738710875068,glaucoma
07H,256310,573709,0.4467595941496473,glaucoma
06Q,211805,644120,0.3288284791653729,glaucoma
07G,75001,195176,0.3842736811903103,glaucoma
99E,210022,481128,0.43652001130676243,glaucoma
99F,96009,300466,0.3195336577183442,glaucoma
99G,97101,272131,0.3568171211659091,glaucoma
07P,193977,832771,0.23292958088117863,glaucoma
07W,176527,710610,0.24841614950535457,glaucoma
07Y,163821,486816,0.3365152336817196,glaucoma
08C,80563,246212,0.32720988416486607,glaucoma
08E,81637,526777,0.15497449584928727,glaucoma
08G,153365,560625,0.2735607580824972,glaucoma
08Y,133338,367313,0.3630092046837438,glaucoma
09A,84659,296648,0.28538537256276797,glaucoma
07M,277640,787474,0.3525703705773143,glaucoma
07R,54252,303782,0.17858859313586717,glaucoma
07X,143120,586666,0.24395482267593485,glaucoma
08D,87883,464013,0.189397710839998,glaucoma
08H,57831,342977,0.16861480507439275,glaucoma
07L,160171,343693,0.4660292761272415,glaucoma
07T,72124,429256,0.16802094787259816,glaucoma
08F,411608,791789,0.519845564916916,glaucoma
08M,215018,624265,0.34443385421255396,glaucoma
08N,211365,652134,0.32411283570554517,glaucoma
08V,39417,262225,0.15031747545047192,glaucoma
08W,165325,584738,0.2827334635340956,glaucoma
07N,177919,364550,0.48805102180770815,glaucoma
07Q,355948,918491,0.38753564270090834,glaucoma
08A,169005,425675,0.3970282492511893,glaucoma
08K,162522,667363,0.24352863434143038,glaucoma
08L,199826,609808,0.3276867473040695,glaucoma
08Q,107534,567566,0.18946518995147701,glaucoma
07V,129825,851433,0.1524782337541533,glaucoma
08J,51131,293958,0.1739398145313276,glaucoma
08P,50602,412960,0.12253487020534677,glaucoma
08R,77016,363232,0.2120297771121487,glaucoma
08T,96345,333347,0.2890231500508479,glaucoma
08X,134102,520990,0.25739841455690127,glaucoma
09C,220637,375720,0.5872378366868944,glaucoma
09E,247099,515350,0.4794780246434462,glaucoma
09J,239839,401459,0.5974184163264493,glaucoma
09W,293725,532097,0.5520140124826864,glaucoma
10A,282900,550897,0.5135261219429403,glaucoma
10D,119186,242738,0.49100676449505226,glaucoma
10E,149814,337125,0.4443870967741935,glaucoma
99J,459936,1037554,0.44328873485139086,glaucoma
09D,111102,353329,0.3144434790237993,glaucoma
09F,350671,738613,0.47476960194310147,glaucoma
09G,220559,1191337,0.18513569208376807,glaucoma
09H,32550,137864,0.23610224569140603,glaucoma
09L,63702,273856,0.23261129936901145,glaucoma
09P,172694,456521,0.37828270769581246,glaucoma
09X,94796,389724,0.24323880489782512,glaucoma
99K,199966,425738,0.4696926278603272,glaucoma
10C,44711,186421,0.23983885935597385,glaucoma
15D,166412,536049,0.31044176931586476,glaucoma
99M,99782,380384,0.2623191301421721,glaucoma
09N,117838,416114,0.28318681899671727,glaucoma
09Y,250664,728489,0.34408755657257695,glaucoma
99H,262020,657954,0.3982345270338048,glaucoma
11N,431997,1367218,0.3159678997789672,glaucoma
15N,619329,2985415,0.2074515603358327,glaucoma
11X,335309,1216935,0.27553566953041864,glaucoma
15C,368769,1515884,0.24326993358330848,glaucoma
11E,46234,270677,0.17080874991225706,glaucoma
12D,159398,376928,0.4228871296374904,glaucoma
99N,224559,792428,0.28338095069836,glaucoma
11J,267409,1624317,0.164628579273627,glaucoma
10J,76911,227170,0.33856142976625436,glaucoma
10K,124590,322411,0.3864322247069734,glaucoma
10L,227667,423207,0.5379566027972127,glaucoma
10R,95106,238822,0.3982296438351576,glaucoma
10V,146698,371613,0.3947601402534357,glaucoma
10X,151833,544742,0.2787246072452647,glaucoma
11A,519565,1533256,0.33886382965401735,glaucoma
11M,330892,936824,0.35320615184922677,glaucoma
10Q,430889,1217257,0.35398358768937044,glaucoma
14Y,423462,1130230,0.3746688727073251,glaucoma
15A,206701,605988,0.34109751348211514,glaucoma
00C,25759,192433,0.13385957709956192,glaucoma
00D,109771,377453,0.2908203140523456,glaucoma
00J,75425,287804,0.2620707147920112,glaucoma
00K,89074,340220,0.2618129445652813,glaucoma
00L,62614,426126,0.14693776019299457,glaucoma
00M,91353,394035,0.23183981118428565,glaucoma
00N,35693,132881,0.2686087552020229,glaucoma
00P,63728,198795,0.320571442943736,glaucoma
01H,106742,369605,0.2888002056249239,glaucoma
03D,78244,307204,0.25469720446348354,glaucoma
13T,100936,578866,0.1743685067010327,glaucoma
99C,43453,292293,0.14866247224531548,glaucoma
