pct_id,numerator,denominator,calc_value,measure_id
00Q,87989,302120,0.291238580696412,glaucoma
00R,54829,277943,0.1972670655494112,glaucoma
00X,130926,435200,0.3008409926470588,glaucoma
01A,204470,761121,0.2686432249274425,glaucoma
01E,150322,470081,0.3197789317160234,glaucoma
01K,150185,656553,0.22874771724445703,glaucoma
02G,98788,247223,0.3995906529732266,glaucoma
02M,104901,433267,0.24211629318641853,glaucoma
02N,54963,259481,0.21181897711200434,glaucoma
02R,146674,394092,0.372182130061001,glaucoma
02T,138717,316751,0.43793705465807525,glaucoma
02W,38069,97741,0.3894885462600137,glaucoma
03A,145524,355691,0.4091303968894349,glaucoma
03E,93879,416232,0.22554488842760767,glaucoma
03J,91976,232174,0.3961511624902013,glaucoma
03R,214734,624205,0.34401198324268467,glaucoma
15F,380950,1148896,0.33157918558337746,glaucoma
02Y,244490,682914,0.35800993975815404,glaucoma
03F,118290,371348,0.3185421760720402,glaucoma
03H,46598,271316,0.17174807235843076,glaucoma
03K,125132,346273,0.3613680535300182,glaucoma
03M,97692,261925,0.3729769972320321,glaucoma
03Q,180324,574030,0.31413689180008014,glaucoma
00T,168622,472123,0.3571569273261417,glaucoma
00V,84896,254527,0.33354418195319163,glaucoma
00Y,169618,356259,0.4761086737457861,glaucoma
01D,131123,299224,0.4382101703071946,glaucoma
01G,100943,340054,0.296844030653955,glaucoma
01W,214455,568668,0.3771181075777079,glaucoma
01Y,118405,363687,0.3255684145982672,glaucoma
02A,190066,518235,0.36675639429988327,glaucoma
02H,81787,334124,0.24478038093641882,glaucoma
14L,290327,819216,0.3543961543719849,glaucoma
01C,138631,505390,0.27430499218425375,glaucoma
01F,46078,111800,0.41214669051878355,glaucoma
01J,81567,191373,0.42621999968647617,glaucoma
01R,110786,396938,0.2791015221520741,glaucoma
01T,61789,247400,0.24975343573160874,glaucoma
01V,123605,400189,0.30886656055014006,glaucoma
01X,94982,300725,0.3158433785019536,glaucoma
02D,77283,235709,0.32787462506735,glaucoma
02E,55017,201257,0.27336688910199397,glaucoma
02F,87795,327410,0.26815002596133286,glaucoma
12F,208361,447782,0.4653179448928273,glaucoma
99A,244935,598723,0.409095691997802,glaucoma
02P,185646,557745,0.33285103407471156,glaucoma
02Q,92039,256182,0.3592719238666261,glaucoma
02X,190797,621714,0.3068886980187031,glaucoma
03L,201177,581585,0.3459116036348943,glaucoma
03N,273277,806376,0.33889525481909183,glaucoma
04Y,101210,255007,0.3968910657354504,glaucoma
05D,218011,494237,0.44110618994530965,glaucoma
05G,176655,398834,0.44292863697678736,glaucoma
05Q,240760,622468,0.3867829350263789,glaucoma
05V,135888,356218,0.3814742657586085,glaucoma
05W,149431,388849,0.3842905600888777,glaucoma
05N,284296,721033,0.39428985913266107,glaucoma
05X,103445,272400,0.3797540381791483,glaucoma
15M,888807,2007937,0.44264685595215386,glaucoma
03T,165853,494086,0.3356763802253049,glaucoma
04D,148904,372516,0.3997251124783902,glaucoma
04Q,83441,246654,0.3382916960600679,glaucoma
99D,131444,371831,0.35350468357936804,glaucoma
04E,76833,236647,0.3246734587803775,glaucoma
04H,58415,216428,0.269905003049513,glaucoma
04K,189682,519316,0.3652535257916182,glaucoma
04L,91238,276485,0.3299925854928839,glaucoma
04M,67845,224509,0.30219278514447084,glaucoma
04N,96525,280547,0.3440599970771386,glaucoma
03W,319548,933688,0.34224280487700387,glaucoma
04C,277597,787050,0.3527056730830316,glaucoma
04V,370476,947467,0.39101731247631843,glaucoma
05C,490811,941590,0.5212576599156745,glaucoma
05L,548810,1193889,0.4596826003087389,glaucoma
05Y,194834,544135,0.3580618780265927,glaucoma
06A,137265,475966,0.28839244820008153,glaucoma
15E,1175439,2585718,0.45458901550749153,glaucoma
05A,506623,947737,0.5345607483932778,glaucoma
05H,184478,543568,0.33938348099961735,glaucoma
05R,292291,783565,0.373027126020177,glaucoma
05F,87660,260331,0.336725169111631,glaucoma
05J,98771,346842,0.2847723170780932,glaucoma
05T,221335,612982,0.36107911814702554,glaucoma
06D,49130,209030,0.23503803281825575,glaucoma
03V,34029,88893,0.3828085451047889,glaucoma
