month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,07K,15,797.01371,10542.916666666668,75.59707955578389
2019-05-01,07K,15,1720.5481200000002,10547.625,163.1218516016639
2019-06-01,07K,8,608.4069699999999,10554.0,57.64705040742845
2019-07-01,07K,11,721.1368299999999,10562.458333333334,68.27357867289416
2019-08-01,07K,13,1638.8741499999999,10576.874999999998,154.94880576729898
2019-09-01,07K,10,864.42108,10592.666666666668,81.60561520548806
