month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,03F,1,18.72731,8138.756756756757,2.301003772406968
2019-05-01,03F,3,101.47444,8367.694444444445,12.126929427659947
2019-06-01,03F,3,251.24723,8605.885714285716,29.19481368233036
2019-07-01,03F,3,131.71129000000002,8612.371428571429,15.29326633115817
2019-08-01,03F,1,118.21141999999999,9134.060606060606,12.941825667498275
2019-09-01,03F,3,110.71065999999999,9135.545454545456,12.118669930640554
