month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,03R,3,423.70051,9949.342105263155,42.585781604179076
2019-05-01,03R,8,688.71716,9960.078947368422,69.14776114118732
2019-06-01,03R,10,479.55863000000005,9969.605263157895,48.102067969750166
2019-07-01,03R,5,442.29444,9981.973684210529,44.309317374741305
2019-08-01,03R,6,751.4102,9992.394736842105,75.19821021777089
2019-09-01,03R,9,781.1151900000001,10003.868421052632,78.08131386016463
