month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,02P,11,1842.9820499999998,7947.484848484849,231.8950064247503
2019-05-01,02P,7,757.5339100000001,7952.696969696969,95.2549698406106
2019-06-01,02P,6,581.89014,7957.151515151516,73.1279452065228
2019-07-01,02P,6,497.05611000000005,7965.666666666668,62.399812947231865
2019-08-01,02P,4,509.76026,7974.272727272728,63.92561145502011
2019-09-01,02P,6,713.3687000000001,7980.939393939395,89.38405177487272
