month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,05Y,7,511.51159999999993,5456.792452830189,93.73851111648973
2019-05-01,05Y,13,1260.4513100000001,5463.641509433963,230.69802581732412
2019-06-01,05Y,9,631.21892,5569.923076923075,113.32632628540655
2019-07-01,05Y,7,529.5312600000001,5575.884615384615,94.96811654583959
2019-08-01,05Y,7,528.88608,5579.634615384615,94.78865847984257
2019-09-01,05Y,15,872.3648300000001,5584.788461538462,156.2037373497378
