month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,06W,9,382.60799,10345.608695652174,36.98264657552668
2019-05-01,06W,4,126.97225999999999,10337.913043478262,12.282194623420754
2019-06-01,06W,5,232.87439,10342.217391304348,22.516872464487054
2019-07-01,06W,9,374.36477,10340.652173913044,36.20320688712763
2019-08-01,06W,7,379.7485,10788.272727272728,35.20012050121765
2019-09-01,06W,3,271.95375,10781.727272727274,25.223579035236384
