month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,05L,15,8161.332980000001,6787.694117647058,1202.3719452504015
2019-05-01,05L,18,18511.237689999998,6793.070588235295,2725.0177146781057
2019-06-01,05L,20,10163.34629,6877.892857142858,1477.6831365503344
2019-07-01,05L,13,5026.34671,6962.831325301204,721.8825898791346
2019-08-01,05L,18,22011.85791,6964.506024096387,3160.577050811861
2019-09-01,05L,17,12329.34485,6967.253012048192,1769.6134801878668
