month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,00N,3,101.90843000000001,7178.909090909091,14.195531481106272
2019-05-01,00N,2,202.60522,7179.227272727272,28.221034423811123
2019-06-01,00N,4,80.97867000000001,7527.809523809525,10.757268730548317
2019-07-01,00N,2,234.2758,7529.190476190476,31.11566917331276
2019-08-01,00N,2,202.55667,7535.2380952380945,26.88125676188069
2019-09-01,00N,3,107.50023,7538.476190476192,14.260206875205295
