month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,10K,4,124.83516999999999,11379.833333333332,10.96985925394338
2019-05-01,10K,5,132.93429,12049.05882352941,11.032753009754241
2019-06-01,10K,7,146.65834,12050.41176470588,12.170400718550018
2019-07-01,10K,7,354.48524999999995,12054.117647058823,29.407814024985356
2019-08-01,10K,6,141.98664,12062.588235294117,11.770827058869425
2019-09-01,10K,3,24.46568,12071.882352941177,2.026666536726082
