month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,05H,5,438.32396,7428.769230769231,59.003577360366144
2019-05-01,05H,5,312.44063,7434.26923076923,42.02708030896421
2019-06-01,05H,2,187.57754,7441.038461538463,25.208516387807734
2019-07-01,05H,2,294.61177999999995,7452.846153846153,39.53010352266041
2019-08-01,05H,7,830.6652700000002,7460.961538461538,111.33488166610823
2019-09-01,05H,5,340.70802000000003,7470.038461538462,45.60994187034358
