month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,15C,23,3318.7870700000003,12188.261904761906,272.29371143586627
2019-05-01,15C,31,4774.28047,12199.357142857143,391.35508650924226
2019-06-01,15C,26,4500.861819999999,12210.452380952383,368.6072947650236
2019-07-01,15C,34,5012.965849999999,12215.952380952383,410.3622618745978
2019-08-01,15C,23,2184.4948,12220.690476190475,178.75379498859272
2019-09-01,15C,25,3278.98022,12221.035714285714,268.30624643106586
