month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,08R,5,150.16517,10148.909090909092,14.796188305057415
2019-05-01,08R,1,79.87693,10159.59090909091,7.862219130154667
2019-06-01,08R,3,114.79074,10177.545454545456,11.278823613480656
2019-07-01,08R,3,164.79065000000003,10195.636363636364,16.1628606712319
2019-08-01,08R,2,198.66128,10214.90909090909,19.44816916450109
2019-09-01,08R,2,119.00416999999999,10235.5,11.626610326803771
