month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,02T,3,130.97111999999998,8213.185185185184,15.946446725229531
2019-05-01,02T,2,14.95761,8219.296296296296,1.8198163760978008
2019-06-01,02T,4,128.87632,8220.555555555555,15.677324863147934
2019-07-01,02T,3,178.11136,8227.111111111111,21.649319863864726
2019-08-01,02T,2,34.59354,8235.407407407407,4.200586357013078
2019-09-01,02T,2,150.18275,8235.555555555555,18.23589786832164
