month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,02X,8,732.8443200000002,8076.0250000000015,90.7431960648958
2019-05-01,02X,17,1106.03831,8085.275,136.79662225465427
2019-06-01,02X,18,1522.7844599999999,8091.825000000002,188.18801197504882
2019-07-01,02X,16,1272.12813,8098.15,157.0887338466193
2019-08-01,02X,22,1591.8178500000004,8109.724999999998,196.2850589878203
2019-09-01,02X,12,1071.0091800000002,8116.3499999999985,131.9569979116229
