month,pct,total_items,total_cost,list_size,cost_per_1000
2019-04-01,11M,20,1753.8451600000003,8607.500000000002,203.75778797560267
2019-05-01,11M,30,1493.5650400000002,8730.879999999997,171.06695315936088
2019-06-01,11M,34,2258.4140399999997,8739.57333333333,258.4123908413531
2019-07-01,11M,30,797.47469,8746.026666666667,91.18136959716564
2019-08-01,11M,20,1308.1730999999997,8753.013333333334,149.45402802234958
2019-09-01,11M,18,1648.75392,8764.226666666666,188.12314910461774
