month,supplier,practice,pct,chemical_code,chemical,total_items,total_cost
2017-12-01,EMIS,L81054,15C,0402020Z0,Zuclopenthixol Decanoate,2,5.83557
2017-12-01,EMIS,L84034,11M,0402020Z0,Zuclopenthixol Decanoate,2,5.83556
2017-12-01,TPP,D83048,06L,0402020Z0,Zuclopenthixol Decanoate,4,35.1258
2017-12-01,TPP,B82020,02N,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,EMIS,H81074,99H,0402020Z0,Zuclopenthixol Decanoate,4,45.50388
2017-12-01,EMIS,A87013,99C,0402020Z0,Zuclopenthixol Decanoate,2,43.085679999999996
2017-12-01,EMIS,L81086,15C,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,B82083,03Q,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,A87016,99C,0402020Z0,Zuclopenthixol Decanoate,1,7.00393
2017-12-01,Vision,L84052,11M,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,H84020,08J,0402020Z0,Zuclopenthixol Decanoate,2,58.39898
2017-12-01,TPP,A83022,00J,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,TPP,J82208,10X,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,E84017,07P,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,E86017,08G,0402020Z0,Zuclopenthixol Decanoate,1,14.71058
2017-12-01,EMIS,F86008,08N,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,L85054,11X,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,TPP,B84613,02T,0402020Z0,Zuclopenthixol Decanoate,2,68.903
2017-12-01,EMIS,F85031,08D,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,EMIS,Y03602,05T,0402020Z0,Zuclopenthixol Decanoate,2,5.83556
2017-12-01,EMIS,M84023,05A,0402020Z0,Zuclopenthixol Decanoate,6,18.1811
2017-12-01,EMIS,L83013,15N,0402020Z0,Zuclopenthixol Decanoate,3,71.79598
2017-12-01,EMIS,M83617,05Q,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,G81094,09D,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,C83001,04D,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,C82024,04C,0402020Z0,Zuclopenthixol Decanoate,2,12.9519
2017-12-01,EMIS,M86002,05A,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,EMIS,M82014,05N,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,EMIS,H83039,07V,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,E85681,07Y,0402020Z0,Zuclopenthixol Decanoate,3,9.09055
2017-12-01,EMIS,N85015,12F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,N81112,01C,0402020Z0,Zuclopenthixol Decanoate,4,44.36081
2017-12-01,EMIS,F86036,08W,0402020Z0,Zuclopenthixol Decanoate,7,40.2932
2017-12-01,TPP,A81622,00K,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,EMIS,P81062,00X,0402020Z0,Zuclopenthixol Decanoate,1,11.78353
2017-12-01,EMIS,P88006,01W,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,EMIS,M85735,15E,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,EMIS,L85009,11X,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,N82022,99A,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,M85128,15E,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,TPP,E85122,07W,0402020Z0,Zuclopenthixol Decanoate,3,55.43236
2017-12-01,EMIS,G81096,09P,0402020Z0,Zuclopenthixol Decanoate,1,35.13506
2017-12-01,EMIS,F84636,07T,0402020Z0,Zuclopenthixol Decanoate,1,55.21682
2017-12-01,TPP,C87007,03L,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,E86026,08G,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,K82073,14Y,0402020Z0,Zuclopenthixol Decanoate,2,17.5067
2017-12-01,TPP,B82025,03M,0402020Z0,Zuclopenthixol Decanoate,3,8.75334
2017-12-01,EMIS,F86001,08W,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,C82080,04C,0402020Z0,Zuclopenthixol Decanoate,2,63.65099000000001
2017-12-01,TPP,E85114,07Y,0402020Z0,Zuclopenthixol Decanoate,2,31.51455
2017-12-01,EMIS,K84075,10Q,0402020Z0,Zuclopenthixol Decanoate,1,29.18709
2017-12-01,EMIS,J82072,11A,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,J82012,10K,040201010,Zuclopenthixol Acetate,1,22.43765
2017-12-01,EMIS,F84635,07T,0402020Z0,Zuclopenthixol Decanoate,1,137.76881
2017-12-01,EMIS,M84040,05R,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,C83072,04D,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,EMIS,P86005,01D,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,K83621,04G,0402020Z0,Zuclopenthixol Decanoate,1,17.62836
2017-12-01,EMIS,A82647,01K,0402020Z0,Zuclopenthixol Decanoate,2,13.78306
2017-12-01,TPP,E85600,07Y,0402020Z0,Zuclopenthixol Decanoate,2,27.77238
2017-12-01,EMIS,B81077,03H,0402020Z0,Zuclopenthixol Decanoate,3,8.86575
2017-12-01,EMIS,L84042,11M,0402020Z0,Zuclopenthixol Decanoate,8,55.1322
2017-12-01,EMIS,G85052,08Q,0402020Z0,Zuclopenthixol Decanoate,1,8.86575
2017-12-01,EMIS,N81074,02D,0402020Z0,Zuclopenthixol Decanoate,3,71.80162
2017-12-01,TPP,A81016,00M,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,TPP,K83039,04G,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,TPP,C82082,04V,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,J83633,12D,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,TPP,A84038,00L,0402020Z0,Zuclopenthixol Decanoate,2,14.00785
2017-12-01,TPP,D81625,06H,0402020Z0,Zuclopenthixol Decanoate,2,29.42116
2017-12-01,EMIS,F86666,08W,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,K81651,15A,040201010,Zuclopenthixol Acetate,1,9.07879
2017-12-01,TPP,B83006,02N,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,TPP,C88034,03N,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,F81120,07H,0402020Z0,Zuclopenthixol Decanoate,1,58.38658
2017-12-01,EMIS,L85619,11X,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,N85007,12F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,Vision,M86045,05A,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,EMIS,P92011,02H,0402020Z0,Zuclopenthixol Decanoate,4,69.31855
2017-12-01,EMIS,M86035,05A,0402020Z0,Zuclopenthixol Decanoate,6,46.79693
2017-12-01,TPP,G81011,09D,0402020Z0,Zuclopenthixol Decanoate,5,44.36082
2017-12-01,EMIS,N81034,02F,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,EMIS,A84015,00L,0402020Z0,Zuclopenthixol Decanoate,3,39.55591
2017-12-01,EMIS,G85724,08K,0402020Z0,Zuclopenthixol Decanoate,2,36.20342
2017-12-01,EMIS,H82056,09X,0402020Z0,Zuclopenthixol Decanoate,2,29.411900000000003
2017-12-01,TPP,A84016,00L,0402020Z0,Zuclopenthixol Decanoate,2,6.06037
2017-12-01,EMIS,F84740,08M,0402020Z0,Zuclopenthixol Decanoate,2,27.77238
2017-12-01,TPP,D82004,06V,0402020Z0,Zuclopenthixol Decanoate,5,71.06120000000001
2017-12-01,TPP,M89008,15E,0402020Z0,Zuclopenthixol Decanoate,3,58.70212000000001
2017-12-01,EMIS,N81062,01C,0402020Z0,Zuclopenthixol Decanoate,1,11.78353
2017-12-01,EMIS,H85047,08X,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,Vision,P82033,00T,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,EMIS,C88008,03N,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,M91006,05Y,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,TPP,D83044,06L,0402020Z0,Zuclopenthixol Decanoate,3,20.78698
2017-12-01,TPP,J82029,11A,0402020Z0,Zuclopenthixol Decanoate,4,23.59236
2017-12-01,Vision,Y02321,02H,0402020Z0,Zuclopenthixol Decanoate,5,23.90426
2017-12-01,EMIS,L81118,15C,0402020Z0,Zuclopenthixol Decanoate,10,29.29023
2017-12-01,EMIS,G82671,10D,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,EMIS,C82013,03W,040201010,Zuclopenthixol Acetate,1,9.07879
2017-12-01,EMIS,P92004,02H,040201010,Zuclopenthixol Acetate,1,18.05445
2017-12-01,EMIS,F84677,08M,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,N85024,12F,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,C82068,03W,0402020Z0,Zuclopenthixol Decanoate,1,7.00393
2017-12-01,TPP,E85723,07W,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,H81042,09Y,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,Vision,G82037,99J,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,TPP,B83653,02W,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,EMIS,C83048,04Q,0402020Z0,Zuclopenthixol Decanoate,3,17.5067
2017-12-01,EMIS,P81701,00X,0402020Z0,Zuclopenthixol Decanoate,3,118.86780999999999
2017-12-01,EMIS,N85629,12F,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,TPP,A86036,13T,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,K83042,04G,0402020Z0,Zuclopenthixol Decanoate,2,6.06037
2017-12-01,EMIS,L83111,15N,0402020Z0,Zuclopenthixol Decanoate,3,16.81323
2017-12-01,TPP,H82017,09X,0402020Z0,Zuclopenthixol Decanoate,3,57.081140000000005
2017-12-01,TPP,D81029,06H,0402020Z0,Zuclopenthixol Decanoate,12,35.0134
2017-12-01,EMIS,B82042,03D,0402020Z0,Zuclopenthixol Decanoate,4,31.289749999999998
2017-12-01,TPP,B86016,15F,0402020Z0,Zuclopenthixol Decanoate,4,33.83274
2017-12-01,EMIS,E83027,07M,0402020Z0,Zuclopenthixol Decanoate,3,26.597240000000003
2017-12-01,EMIS,F83060,08H,0402020Z0,Zuclopenthixol Decanoate,23,121.18525
2017-12-01,TPP,C83037,04D,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,Y00025,15F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,C82098,03W,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,TPP,C82046,04C,0402020Z0,Zuclopenthixol Decanoate,4,107.56106
2017-12-01,EMIS,M86013,05A,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,L83673,15N,0402020Z0,Zuclopenthixol Decanoate,1,14.71058
2017-12-01,TPP,B81040,03F,0402020Z0,Zuclopenthixol Decanoate,2,68.903
2017-12-01,EMIS,L81034,15C,0402020Z0,Zuclopenthixol Decanoate,7,20.42449
2017-12-01,Vision,G83058,08A,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,TPP,C83020,04Q,0402020Z0,Zuclopenthixol Decanoate,1,8.75335
2017-12-01,EMIS,B81027,03F,0402020Z0,Zuclopenthixol Decanoate,1,7.00393
2017-12-01,EMIS,L82009,11N,0402020Z0,Zuclopenthixol Decanoate,1,27.54758
2017-12-01,TPP,B81025,02Y,0402020Z0,Zuclopenthixol Decanoate,2,11.89594
2017-12-01,TPP,D82073,06W,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,D81057,06H,0402020Z0,Zuclopenthixol Decanoate,2,37.350120000000004
2017-12-01,EMIS,E86036,08G,0402020Z0,Zuclopenthixol Decanoate,3,16.70083
2017-12-01,TPP,L82006,11N,0402020Z0,Zuclopenthixol Decanoate,1,14.71058
2017-12-01,TPP,L83036,15N,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,Microtest,L82016,11N,0402020Z0,Zuclopenthixol Decanoate,4,25.45419
2017-12-01,EMIS,P84009,14L,0402020Z0,Zuclopenthixol Decanoate,8,145.83069
2017-12-01,EMIS,A81610,00K,0402020Z0,Zuclopenthixol Decanoate,1,11.78353
2017-12-01,EMIS,G82071,09E,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,F84105,07T,0402020Z0,Zuclopenthixol Decanoate,1,14.71058
2017-12-01,TPP,A84003,00L,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,P88002,01W,0402020Z0,Zuclopenthixol Decanoate,1,20.77771
2017-12-01,TPP,C82620,04C,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,Y00090,08N,0402020Z0,Zuclopenthixol Decanoate,2,63.65099000000001
2017-12-01,EMIS,H81003,09Y,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,J82074,11A,0402020Z0,Zuclopenthixol Decanoate,1,6.89153
2017-12-01,TPP,E85090,07W,0402020Z0,Zuclopenthixol Decanoate,2,6.06037
2017-12-01,TPP,D82100,06Y,0402020Z0,Zuclopenthixol Decanoate,3,20.67458
2017-12-01,EMIS,P81017,01A,0402020Z0,Zuclopenthixol Decanoate,3,8.75335
2017-12-01,TPP,B82027,03E,0402020Z0,Zuclopenthixol Decanoate,3,16.70083
2017-12-01,EMIS,G84024,07Q,0402020Z0,Zuclopenthixol Decanoate,1,6.89153
2017-12-01,EMIS,F82022,08F,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,EMIS,L81013,15C,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,L83105,15N,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,A84031,00L,0402020Z0,Zuclopenthixol Decanoate,2,11.89593
2017-12-01,TPP,L83095,15N,0402020Z0,Zuclopenthixol Decanoate,2,14.00786
2017-12-01,TPP,D83022,06M,0402020Z0,Zuclopenthixol Decanoate,3,8.75335
2017-12-01,EMIS,H85052,08X,0402020Z0,Zuclopenthixol Decanoate,2,98.09009
2017-12-01,EMIS,F84012,08V,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,Vision,K81003,15A,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,TPP,B81089,03F,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,EMIS,M91034,05Y,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,F84730,08M,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,N85031,12F,0402020Z0,Zuclopenthixol Decanoate,1,7.00393
2017-12-01,TPP,F81181,07H,0402020Z0,Zuclopenthixol Decanoate,2,11.89593
2017-12-01,TPP,L83057,15N,0402020Z0,Zuclopenthixol Decanoate,4,19.61862
2017-12-01,EMIS,L83101,15N,0402020Z0,Zuclopenthixol Decanoate,3,16.70083
2017-12-01,TPP,K83077,04G,0402020Z0,Zuclopenthixol Decanoate,3,33.720349999999996
2017-12-01,TPP,M88013,05L,0402020Z0,Zuclopenthixol Decanoate,1,58.38658
2017-12-01,EMIS,Y00206,07P,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,TPP,C83064,03T,0402020Z0,Zuclopenthixol Decanoate,2,13.78305
2017-12-01,EMIS,L84011,11M,0402020Z0,Zuclopenthixol Decanoate,2,5.83557
2017-12-01,EMIS,G85040,08Q,0402020Z0,Zuclopenthixol Decanoate,1,14.71058
2017-12-01,EMIS,F83059,07R,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,EMIS,P88013,01W,0402020Z0,Zuclopenthixol Decanoate,2,32.22967
2017-12-01,EMIS,B81004,02Y,0402020Z0,Zuclopenthixol Decanoate,11,151.13826
2017-12-01,TPP,C88016,03N,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,K83003,04G,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,Vision,F82639,08F,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,EMIS,P84028,14L,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,B83602,02N,0402020Z0,Zuclopenthixol Decanoate,2,63.65099000000001
2017-12-01,EMIS,H85021,08T,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,M84609,05H,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,P81039,02G,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,M82027,05X,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,P92008,02H,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,EMIS,E86015,08G,0402020Z0,Zuclopenthixol Decanoate,3,12.72709
2017-12-01,TPP,J82007,11A,0402020Z0,Zuclopenthixol Decanoate,2,35.02266
2017-12-01,EMIS,K82001,14Y,0402020Z0,Zuclopenthixol Decanoate,2,5.83557
2017-12-01,Vision,F82686,08F,0402020Z0,Zuclopenthixol Decanoate,2,27.77238
2017-12-01,EMIS,F84053,08M,0402020Z0,Zuclopenthixol Decanoate,2,35.14746
2017-12-01,TPP,J84012,10L,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,G81017,09F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,Vision,L84056,11M,0402020Z0,Zuclopenthixol Decanoate,1,41.44303
2017-12-01,EMIS,Y02517,11N,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,Y02519,11M,0402020Z0,Zuclopenthixol Decanoate,2,58.38658
2017-12-01,EMIS,L81084,15C,0402020Z0,Zuclopenthixol Decanoate,3,17.6191
2017-12-01,EMIS,K84013,10Q,0402020Z0,Zuclopenthixol Decanoate,5,34.45764
2017-12-01,TPP,B86033,15F,0402020Z0,Zuclopenthixol Decanoate,8,119.41731
2017-12-01,EMIS,G85023,08L,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,EMIS,A82028,01H,0402020Z0,Zuclopenthixol Decanoate,1,6.89153
2017-12-01,EMIS,A82608,01K,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,TPP,P92653,02H,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,B81037,02Y,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,EMIS,M87007,05C,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,G85014,08K,0402020Z0,Zuclopenthixol Decanoate,3,139.16072000000003
2017-12-01,EMIS,A86040,13T,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,EMIS,P84023,14L,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,TPP,B85026,03A,0402020Z0,Zuclopenthixol Decanoate,2,27.77238
2017-12-01,TPP,E81007,06F,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,EMIS,F84729,08M,0402020Z0,Zuclopenthixol Decanoate,2,11.89593
2017-12-01,EMIS,M84017,05R,0402020Z0,Zuclopenthixol Decanoate,3,33.720349999999996
2017-12-01,EMIS,C81003,15M,0402020Z0,Zuclopenthixol Decanoate,1,20.77771
2017-12-01,EMIS,C82656,04V,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,EMIS,M81058,05T,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,TPP,D81022,06H,0402020Z0,Zuclopenthixol Decanoate,4,11.67113
2017-12-01,TPP,F81083,06Q,0402020Z0,Zuclopenthixol Decanoate,2,5.83556
2017-12-01,EMIS,K84031,10Q,0402020Z0,Zuclopenthixol Decanoate,3,8.75335
2017-12-01,TPP,L83066,15N,0402020Z0,Zuclopenthixol Decanoate,12,103.34512
2017-12-01,EMIS,C88643,03N,0402020Z0,Zuclopenthixol Decanoate,4,23.79186
2017-12-01,EMIS,H82050,09H,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,H85114,08X,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,K81034,15D,0402020Z0,Zuclopenthixol Decanoate,11,63.741730000000004
2017-12-01,EMIS,P88005,01W,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,TPP,C84691,04K,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,M85043,15E,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,F85687,07X,0402020Z0,Zuclopenthixol Decanoate,1,68.8906
2017-12-01,EMIS,F84735,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,EMIS,H81004,09Y,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,N81075,02E,0402020Z0,Zuclopenthixol Decanoate,2,5.83557
2017-12-01,TPP,E85003,08C,0402020Z0,Zuclopenthixol Decanoate,1,58.38658
2017-12-01,Vision,G82147,10A,0402020Z0,Zuclopenthixol Decanoate,2,62.79504
2017-12-01,TPP,B86019,15F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,B81013,02Y,0402020Z0,Zuclopenthixol Decanoate,1,27.65998
2017-12-01,TPP,Y02747,03F,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,TPP,K83047,04G,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,Y00522,06F,0402020Z0,Zuclopenthixol Decanoate,1,23.46393
2017-12-01,TPP,B82611,03M,0402020Z0,Zuclopenthixol Decanoate,3,98.10249
2017-12-01,EMIS,P88008,01W,0402020Z0,Zuclopenthixol Decanoate,2,29.411900000000003
2017-12-01,EMIS,F81052,06T,0402020Z0,Zuclopenthixol Decanoate,6,172.95346
2017-12-01,EMIS,L84071,11M,0402020Z0,Zuclopenthixol Decanoate,3,12.95189
2017-12-01,EMIS,N85014,12F,0402020Z0,Zuclopenthixol Decanoate,2,68.903
2017-12-01,EMIS,G85034,08Q,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,D83002,06M,0402020Z0,Zuclopenthixol Decanoate,1,3.03018
2017-12-01,EMIS,M82060,05N,0402020Z0,Zuclopenthixol Decanoate,3,17.843899999999998
2017-12-01,EMIS,Y02735,06A,0402020Z0,Zuclopenthixol Decanoate,9,171.20636000000002
2017-12-01,EMIS,E84067,07P,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,E85739,07Y,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,F81085,99E,0402020Z0,Zuclopenthixol Decanoate,1,13.77379
2017-12-01,EMIS,C83026,99D,0402020Z0,Zuclopenthixol Decanoate,2,11.67113
2017-12-01,EMIS,C88033,03N,0402020Z0,Zuclopenthixol Decanoate,5,61.744710000000005
2017-12-01,EMIS,C82034,04V,0402020Z0,Zuclopenthixol Decanoate,2,5.83556
2017-12-01,EMIS,M86022,05A,0402020Z0,Zuclopenthixol Decanoate,2,14.00785
2017-12-01,EMIS,F81741,06T,0402020Z0,Zuclopenthixol Decanoate,7,97.78687000000001
2017-12-01,EMIS,P81100,01A,0402020Z0,Zuclopenthixol Decanoate,3,75.05098
2017-12-01,EMIS,A82617,01H,0402020Z0,Zuclopenthixol Decanoate,1,5.83557
2017-12-01,TPP,C88622,03N,0402020Z0,Zuclopenthixol Decanoate,1,11.78353
2017-12-01,TPP,E82061,06K,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,TPP,F81014,06Q,0402020Z0,Zuclopenthixol Decanoate,1,70.15772
2017-12-01,EMIS,L85043,11X,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,EMIS,K81040,15A,0402020Z0,Zuclopenthixol Decanoate,2,23.56706
2017-12-01,TPP,C83065,99D,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,EMIS,M92627,06A,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,EMIS,E84076,07P,0402020Z0,Zuclopenthixol Decanoate,1,29.19949
2017-12-01,EMIS,E84036,07P,0402020Z0,Zuclopenthixol Decanoate,3,18.89986
2017-12-01,EMIS,F85030,08D,0402020Z0,Zuclopenthixol Decanoate,9,121.04881
2017-12-01,TPP,P92642,02H,0402020Z0,Zuclopenthixol Decanoate,2,11.89593
2017-12-01,TPP,C83085,03T,0402020Z0,Zuclopenthixol Decanoate,3,20.674590000000002
2017-12-01,EMIS,F84741,08M,0402020Z0,Zuclopenthixol Decanoate,2,11.89594
2017-12-01,TPP,J83037,99N,0402020Z0,Zuclopenthixol Decanoate,7,36.31946
2017-12-01,EMIS,L83118,15N,0402020Z0,Zuclopenthixol Decanoate,5,34.31993
2017-12-01,TPP,D81011,06H,0402020Z0,Zuclopenthixol Decanoate,5,34.457629999999995
2017-12-01,EMIS,P88632,01W,0402020Z0,Zuclopenthixol Decanoate,13,111.42921
2017-12-01,EMIS,P81210,02M,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,D82071,06W,0402020Z0,Zuclopenthixol Decanoate,1,2.91778
2017-12-01,TPP,P92648,02H,0402020Z0,Zuclopenthixol Decanoate,1,55.21682
2017-12-01,EMIS,M82021,05N,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
2017-12-01,TPP,L83106,15N,0402020Z0,Zuclopenthixol Decanoate,1,13.88619
2017-12-01,Vision,K81633,15A,0402020Z0,Zuclopenthixol Decanoate,2,48.33769
2017-12-01,EMIS,A82015,01H,0402020Z0,Zuclopenthixol Decanoate,2,137.78121
2017-12-01,EMIS,F84670,08M,0402020Z0,Zuclopenthixol Decanoate,2,35.14746
2017-12-01,EMIS,N84021,01V,0402020Z0,Zuclopenthixol Decanoate,5,32.90772
2017-12-01,TPP,B81008,03F,0402020Z0,Zuclopenthixol Decanoate,3,110.34603000000001
2017-12-01,TPP,D81078,06H,0402020Z0,Zuclopenthixol Decanoate,3,8.75335
2017-12-01,TPP,L81080,11E,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,Vision,K81062,15A,0402020Z0,Zuclopenthixol Decanoate,1,8.86575
2017-12-01,EMIS,A87019,99C,0402020Z0,Zuclopenthixol Decanoate,1,34.4515
2017-12-01,TPP,A83057,00D,0402020Z0,Zuclopenthixol Decanoate,1,5.94797
