bnf_code,squ
0501013B0BGACAS,ml
0904010Q0BIADAQ,g
0401010ADAACMCM,unit
0206020C0BNABAV,unit
0407020Q0BBALCF,unit
0902021G0AABDBD,unit
0407020A0BVABAE,unit
090300000BBCCA0,unit
0501120X0AAACAC,unit
0901030E0BCABAJ,unit
0205052I0BCAAAA,unit
0904010ALBCACAA,g
091200000BFLVBK,unit
0309010L0AAAHAH,ml
0309020G0BEACAR,ml
0402010ADBBACAC,unit
0309020H0BJAAAH,ml
0409030C0AAASAS,ml
0209000L0AAALAL,ml
091200000AAENEN,unit
0601023X0BBAAAA,unit
0902013P0AAAEAE,unit
1304000F0AAEPEP,g
0402020L0BBACAD,unit
191300000BMCWA0,unit
0501130R0AABCBC,ml
0602010M0BBAAAA,unit
190900000BBBXBB,unit
0205052ACBBAAAA,unit
0304010I0AAABAB,ml
0206010K0BCAAAE,unit
0407020K0AAEQEQ,ml
0410000M0AAAAAA,ml
0502010D0BBABAB,unit
1001050A0BCAAAB,unit
0802040J0BBAKBD,unit
0205052B0BBAAAA,unit
0302000C0BCATAS,unit
1105000J0AAADAD,ml
0302000K0BBAAAB,unit
1003020N0BKAAA0,g
0501030F0AAAFAF,ml
0502010A0BBABAB,unit
0408010G0AAATAT,ml
0301020S0AAAAAA,unit
0408010Q0AAAAAA,unit
0601021M0BMABAT,unit
0205040P0BBAAAA,unit
1306010V0BDABAB,g
0603020L0AAABAB,unit
0401010ADAABVBV,unit
0408010W0AAACAC,unit
0407020Q0AAFZFZ,unit
0208010D0BBADAD,unit
1105000E0BBABAF,unit
190900000BBCQAG,unit
090402000BBLKA0,ml
0107010AAAAANAN,g
0704030J0AAAUAU,ml
090401000BBTVA0,ml
0704050B0BCAHBM,unit
090402000BBIBA0,ml
0904010V0BGAAAD,g
1305020I0AAAIAI,g
0407010H0BEAIAW,ml
0602010V0AAAGAG,unit
091200000BDYRA0,unit
0407041T0BDAAAF,unit
0902021X0AAATAT,unit
0107010AAAAABAB,g
0702020I0BCAAAC,g
0605010Z0BBACAC,unit
1405000C0BUADBV,unit
0906040G0BWABCQ,unit
0603020Z0BBAAAA,unit
0501070X0BEAAAB,unit
1202020L0AAADAD,unit
090401080BGABBD,g
0407010H0CFAAAJ,unit
090402000BBXCA0,unit
0407010X0BTAKAW,unit
1002010T0BBAAAA,unit
0501090H0AABEBE,ml
1202010I0BCAAAG,unit
0409010A0BCADAZ,unit
190205500BCNGA0,ml
0501021M0BBADAC,unit
090602800BBIZA0,g
0607020B0BBABAB,unit
0408010N0AADWDW,ml
0307000C0BPAAAK,unit
0501110C0BFAEAH,unit
0206010K0BWADAU,unit
0311010B0BBACAC,unit
0202030S0AAA4A4,ml
0302000N0BCABAY,unit
0602020D0AAABAB,unit
1106000T0AAAAAA,ml
0301011R0BDAEAP,unit
0409010H0BIACAL,unit
0409010W0AAAHAH,unit
0103050R0BBAAAA,unit
0408010N0AAEGEG,ml
091200000BEEVA0,unit
0304010D0AAAAAA,unit
0501130D0AAAAAA,unit
0605010S0BGAABI,unit
1202020L0BJAABE,unit
0205040V0BBADAD,unit
0402010T0BBACAC,unit
0501020W0BBAEAE,unit
0604012M0BCABAE,unit
0904010I0BVADBJ,g
091101000BBBSA0,unit
090401000BBEAA0,g
0204000K0BDABAC,unit
0205051L0AAAYAY,ml
0204000I0AAAEAE,unit
1001010AAAAAAAA,unit
0601021M0BJAAAM,unit
0604012S0BGABAW,unit
090402000BBKZA0,ml
0407041T0BBAFAF,unit
0104010H0AAABAB,ml
0408020D0BBAAAA,unit
0310000N0BXAAAW,unit
190800000AABBBB,g
0906050T0AAAMAM,unit
0904010U0BBAGAA,g
0109040N0BEABAK,unit
0408010C0BFADAC,unit
0410020B0BHAAAT,unit
0801030X0BBAAAA,unit
0409010H0BJACAM,unit
1003020P0BCABAC,g
130801000BBKNA0,ml
0607020P0BBABAB,unit
1302010Y0AAAAAA,g
1310040C0BBAAAA,ml
0604011L0BCAAAB,unit
0604011L0BGABAI,unit
0407020Q0BCAFAH,unit
0702020H0BCADAE,unit
0307000C0AAAPAP,unit
0904010V0BDAAAD,g
0501021C0AAACAC,unit
0901030J0BBADAD,unit
0106020M0BEABAI,ml
0407020Q0BCABA6,ml
0703010F0AAAJAJ,unit
0906040G0BVAHBD,unit
0206020C0BPACAJ,unit
091200000BFMUA0,unit
030902000BECDA0,unit
0504010K0AAALAL,unit
1404000AQBBAAAA,unit
0801030P0BEAGFK,unit
0906011D0AAAHAH,unit
0501030I0BEAAAA,unit
090401000BBGKA0,ml
0502000G0AAABAB,unit
0502010C0AAABAB,ml
0906024N0BYAAAG,unit
0501023A0BCAAAF,unit
1311020G0BEAAAH,g
0601060D0DKAAA0,unit
1201030N0BBAAAA,ml
0204000E0BCACAB,unit
0409010H0BHABAL,unit
0407020ADBFAIAH,unit
0205052V0AAAHAH,unit
0702020F0BBAMAN,unit
130900000BCAAA0,unit
0407020Q0BNABAL,unit
091200000BFJFBZ,unit
091200000BBMUA0,unit
0408010F0AABHBH,ml
1002020C0AAA8A8,ml
040702040BCABAK,unit
0407020Q0BIABEH,unit
1001010C0BKAAAD,unit
0501130R0BBAAAD,unit
091101000BBPLA0,unit
0605010I0BBAHAH,unit
1311070S0BBALAA,unit
0206020F0BLABAC,unit
0205051F0AACNCN,ml
0906011H0BBABAH,unit
190700000BBBMBA,g
0902021G0AAAVAV,unit
130802000BBDGA0,g
0906050T0AAAHAH,ml
0103050P0AABRBR,ml
091200000BEQAA0,unit
130201000BBJTCF,g
090601100BBEYA0,unit
091000000BBXGA0,unit
0407020K0AADTDT,ml
1001010C0BZABAF,unit
0904010U0BRALAA,g
090603100BBEYA0,unit
1103020A0AAADAD,ml
0801050P0AAABAB,ml
0208010L0BBAEAE,unit
1306020C0BEAAAA,unit
1304000F0AACKCK,g
0906011H0BDADAE,ml
0102000J0BBACA0,ml
190205500BBZDA0,ml
1202010I0AAADAD,unit
0502000G0BBACAC,unit
1001040C0AAALAL,ml
090401080BPAJBD,g
0501012G0AAAGAG,ml
090402000BBNPA0,ml
091200000BCSAA0,unit
0901030N0BBAFAF,unit
0501030T0BFAAAJ,unit
0501080W0BIAAAE,unit
091000000BBXDA0,unit
1302010U0AAATAT,g
0403040W0BLAAAD,unit
0603020T0BCABAG,unit
0501080W0AAADAD,unit
0304030C0AAAFAF,unit
1311060I0AAABAB,ml
1305020S0AACNCN,g
0601060D0DCAAA0,unit
0106010E0BBABAH,unit
0309010X0AAACAC,ml
1302010U0AAAFAF,g
0603020J0AAAXAX,ml
1001010APBBABAB,unit
0802040A0BBAMAI,unit
0403030P0AAADAD,ml
0603020J0AABBBB,ml
0501130R0AABDBD,ml
0601023Y0BCABAD,unit
0603020L0BBAAAB,unit
1302020E0AAADAD,g
090504200BBCFA0,unit
0904010L0BHBRBB,unit
0906040G0AACSCS,unit
0601023ABBCAAAA,unit
090401000BBNIBR,unit
1001050A0BYAAAB,unit
0408010N0AADIDI,ml
0604011G0BPAABI,unit
091101000BBRWA0,unit
1203030A0BBAFA0,unit
0407020A0BUABAE,unit
0408020V0AAAAAA,ml
0601021M0BNAAAM,unit
0501021H0BCABAB,unit
0303010J0BBABAB,unit
0407020Q0AACJCJ,unit
1304000F0AADSDS,g
090602800BBJEA0,unit
1304000H0AACPCP,g
0601012S0BDAJAE,unit
090900000BBIBA0,g
091200000BFTTFB,unit
0206020Q0AAABAB,unit
131004000BPADA0,ml
1001040C0BLABAB,unit
0501060E0AAAAAA,unit
1404000AMBBAAAA,unit
0211000D0AAAEAE,ml
0601023X0BBACAC,unit
1304000F0AADNDN,g
0906011H0BKABAA,unit
0906040G0AABMBM,ml
0407010U0AAACAC,unit
0104020L0BLAAAA,unit
0702010G0BCAAAA,unit
0402010W0AAAGAG,unit
0501012G0BBABAB,unit
1104020T0BHABAA,ml
0404000S0AAAMAM,ml
0902012L0AADBDB,ml
0403040W0BTABAE,unit
0601012D0BCALAJ,unit
0402010ABAAANAN,unit
0406000B0BBABAB,unit
0601023ACBBABAB,unit
0408010W0BBAJAZ,unit
0408010G0BBAGAX,unit
1405000G0BDAAAC,unit
0403040W0BBAAAA,unit
0408010AEBBAEAE,unit
0402010ABBCACAX,unit
1001040C0BDAAAA,unit
0205051F0AAAVAV,unit
0906040G0CYAFDR,unit
0205052N0BBABAB,unit
0103010D0BBAIAK,unit
0408010W0BIAABP,unit
1405030A0BDAAAJ,unit
0502000G0BBAIAB,unit
0212000M0BGAAAD,unit
0904010H0BRAHAA,g
0501070U0AAAMAM,ml
0409010W0BCAAAC,unit
0102000ACAAAZAZ,ml
090401000BBFIA0,g
0607010B0AAAKAK,ml
0407010X0CYADBI,unit
0902021G0BFAAA0,unit
0601023AEBBAAAA,unit
0403040X0AAAPAP,unit
1305020S0AACICI,g
1106000AJBBAAAA,ml
0402010AIBBACAC,unit
0704030J0BJAAAM,unit
0310000Q0BFABAC,unit
091200000BFKWA0,ml
1405000C0BUACBU,unit
0409020C0BEABAE,unit
0902012L0AADDDD,ml
0101010Q0BDABAA,ml
040201030BBAKAP,unit
1501080B0BBAAAA,unit
0408010D0AAADAD,unit
091104000BBNTA0,unit
0206020C0BFAAAS,unit
091200000BETLA0,unit
0401030C0BBACAC,unit
091200000BFRCA0,unit
1104020W0BCAAAA,ml
0908010P0AAARAR,ml
0407020Q0AAFPFP,unit
0407020D0BBAAAD,unit
0606020A0AAAAAA,unit
0701011D0BBAAAB,unit
0202040S0AAAKAK,ml
0402010J0BEAFAG,ml
090401070BCAAAJ,g
0212000D0BEAAAB,unit
131003000BLBLA0,ml
0904010U0BGACAA,g
0408010AEBDADAD,unit
190205500BBGUA0,ml
0404000S0BBAGAH,unit
130201000BBBYAQ,g
0406000L0AAARAR,unit
0902021G0BFACA8,unit
1305020F0AAEWEW,g
0105040A0AAABAB,ml
0301030S0BCAAAP,unit
040702040BPAAAG,unit
1201010AEBBAAAA,ml
0302000N0BCACAZ,unit
0205040D0BFAAAQ,unit
0407042Q0AAAEAE,ml
0602020D0AAAAAA,unit
0205052W0AAAAAA,unit
0309020H0BHABAH,ml
1106000L0AAABAB,ml
0304020P0BFAEA0,unit
0205051I0BBABAB,unit
130201000BBLACA,g
0501120P0BBADAC,unit
0704010M0AAAAAA,unit
0406000B0AAABAB,unit
131005000BBAIA0,g
0407020A0BLABAF,unit
0407020AFBBAAAA,unit
0906025P0AABNBN,ml
0104020L0BBAIAA,unit
0204000R0BWAAAH,unit
0204000H0AAAZAZ,unit
0902021S0BBASCJ,unit
1202020E0AAAAAA,ml
0409010H0BGACAM,unit
1302010F0BCAAAP,g
0902012L0AADADA,ml
0410030E0AAAEAE,unit
0504010G0BBABAB,ml
0301011R0BPADAW,unit
0704050B0BBAEBJ,unit
090402000BBQNA0,ml
0409020C0AAAKAK,ml
1106000I0BBACAC,unit
0406000E0BBACAD,unit
090402000BBKBA0,ml
090402000BBHJA0,unit
091200000BEAKA0,unit
091000000BBVFA0,unit
0102000L0AAACAC,unit
090402000BBMXA0,ml
0905011D0BEAAAE,unit
0309010X0BNABAR,ml
0202010D0AAAFAF,unit
0206010K0BVACAF,unit
0407020K0AAAEAE,unit
0410000M0AAAFAF,ml
090402000BBVHA0,ml
1103010P0AAABAB,ml
0103010D0BBABAB,unit
091101000AADQDQ,unit
090402000BBLMA0,ml
0408010W0AABCBC,unit
0904010A0BCABBF,g
0407010X0CYAAA0,unit
1104010S0AABMBM,ml
0904010ASBBACAA,g
1108010K0AAATAT,ml
0703010F0BNAAAC,unit
0301020I0BHAAAF,unit
091200000BEFNA0,unit
0411000F0BBABAB,unit
1001030D0BBADAA,unit
0704010A0BJAAAD,unit
0410030A0BBABAD,unit
090607000BBFJBF,ml
0401020K0BDACAE,unit
0603020X0BDACAG,unit
0501110C0AAADAD,unit
091000000BBVZA0,unit
0101021B0BGAAA0,unit
0205052I0BEABAB,unit
1001050A0BFAGA0,unit
0902021S0BBBABQ,unit
130801000BBKZA0,ml
0407020ADBFAGAF,unit
0803042N0BCABAE,unit
0603020T0BLAEAD,unit
0905013G0BGADDF,ml
0105010B0BCADAJ,unit
0102000ACAAAGAG,unit
0604012F0BBAAAA,unit
040702040BWAAAC,unit
0605010J0BBADAF,unit
0410000Q0BBAAAA,unit
190400000AAHHHH,g
0901011P0AABBBB,ml
0105020A0BCABAD,unit
0902022A0BBABAC,unit
0206020C0BUACAU,unit
091000000BBKRA0,unit
0206020C0BRACAU,unit
0904010U0BKACAA,g
0904010P0AAABAB,ml
0402010A0AAADAD,ml
0501070X0BBAAAA,unit
0901030D0BCAFAN,unit
0702010G0BCABAG,unit
1001040P0BBABAB,unit
0607010T0BBABAB,unit
1304000P0BBACBB,ml
0502030A0AAANAN,ml
1105000B0BDAAAP,ml
0503021A0AAAFAF,ml
0601021H0AAAJAJ,ml
0213000T0BDABAH,unit
0603020L0AAACAC,unit
091200000BDWYA0,unit
0501021A0AAAGAG,unit
0601060D0BXAAA0,unit
0901020N0AAABAB,unit
0206020C0BWAAAU,unit
0301011R0BIAFAP,unit
0501080W0AAANAN,ml
1502010V0BBABAB,unit
130201000BBJNA0,ml
0606020P0BBADAD,unit
091200000BENEA0,unit
0905011D0AAAEAE,unit
0704050Z0AAABAB,unit
0403030Q0BBABAB,unit
1108010F0BCAAAB,ml
0801050ANBBAFAF,unit
0906040N0AADSDS,ml
090401000BBUCA0,g
0301011R0BFADBB,ml
0406000J0AAABAB,unit
0606020V0BBACAD,unit
0906040G0BJABBR,unit
0802010G0AABEBE,ml
0905013G0AABNBN,unit
130801000BBALA0,g
0206010K0BNACAE,unit
0408010AEAAALAL,unit
1304000G0AACZCZ,g
1305020D0BCABAG,g
0407020ADBLAFAF,unit
1304000Z0BGABCE,g
0704050B0BCAIBN,unit
0304010J0AAAFAF,ml
0906022K0BDACAA,unit
1311020L0BNAIAL,ml
0906040N0AAEFEF,ml
091104000BBGFA0,unit
1202010M0BBABAB,unit
0802020G0BEACAD,unit
0407020A0BJAEBA,unit
0109010U0BBAAAA,unit
0203020I0BBABAA,unit
0904010Z0BIAAAA,g
090402000BBNXA0,ml
0102000P0BCAEAD,unit
0202020L0BGAGBB,unit
0407020A0BRAHAF,unit
1001010J0B1AFAF,unit
091200000BEXXA0,ml
130502000BBCCA0,unit
1304000V0AAEVEV,g
1002020C0BBAGA4,unit
0109010U0BCABBE,ml
0204000H0AAAAAA,unit
0408010W0AABIBI,ml
0103050R0BBACAC,unit
0410000P0BBAAAA,unit
0503010A0AAAAAA,unit
0206020M0BBAAAA,unit
0407020V0AAAXAX,unit
0703010F0BWAAAJ,unit
190205500BCHIA0,ml
0304010N0AAAPAP,unit
1003020U0BIAAAH,unit
0206030N0AAADAD,unit
0902012H0BLACA0,unit
0704050Z0AAAAAA,unit
190400000AAEDED,g
091200000BFIPDJ,unit
0205051Q0AAACAC,unit
1303000M0BBABAA,g
040702040AAAUAU,unit
0206010K0BEABAB,unit
0204000I0AAAMAM,ml
0801030P0AAFBFB,unit
1310050D0BIABAF,unit
0204000H0BIABAB,unit
1304000H0AACKCK,g
0905030G0BPACBY,g
0401010B0AAAWAW,ml
1306010Z0BBAAAA,g
090504700BBFPBC,unit
1405010A0BNAAAC,unit
040201060AAAIAI,ml
0404000M0BIAEAT,unit
0304010ABBCAAAA,unit
0406000AGBBAAAA,unit
0206020T0AABHBH,ml
040702040BEADAE,unit
0505020L0BCAAAB,unit
190205500BCNRA0,unit
091200000AAEIEI,unit
1310020V0BEAAAD,g
1304000G0AACJCJ,g
0908010AHBBAAAA,unit
0904010ALBBAAAA,g
0205040M0AAACAC,unit
1001030F0AAAJAJ,ml
1310020L0BCAAAA,g
0402010D0AAA3A3,ml
0205010J0AAA4A4,ml
0601023Y0BBAAAA,unit
1001010C0BRABAD,unit
0209000A0AAATAT,unit
0906040G0AAAHAH,unit
0207020Z0AAAAAA,unit
0102000T0BCAAAA,unit
0408010A0BDAAAK,unit
1304000V0AAEZEZ,g
0802040M0BCAAAD,unit
0904010K0BFABAF,unit
0410000P0AAAZAZ,unit
130201000BBKDA0,ml
0802040A0BBAIAK,unit
1303000AAAAAPAP,g
0405020U0BBAAAA,unit
1001010F0BBAAAA,unit
1404000N0BDAAAB,unit
0901020G0AACQCQ,ml
0601060D0EJAAA0,unit
0106020J0BBABAD,ml
0407041R0BBAAAA,unit
0107020B0BBAAAA,g
0407020ADBLACAR,unit
1304000H0AACMCM,g
0107020J0BCADAB,unit
0904010Z0BDAAAA,g
0703050B0BBAAAA,unit
0906040G0BWAQEQ,unit
0203020I0AAAZAZ,ml
1001010P0BKAAAL,unit
090601100BBEJA0,unit
0604020C0BBAAAA,unit
090605000BBGGA0,unit
1001030D0BBACAC,unit
0205010Y0BBAAAA,unit
1002020G0BBAAAA,unit
0407010ABBBAFAA,unit
190605000AABKBK,ml
0407020Q0AAFHFH,ml
0906040G0CKAGBC,unit
0206010F0AAA1A1,unit
1304000H0BCABCA,g
0501120Q0BBAAAA,unit
1302010U0BGAEAK,ml
1003020M0BBAAAA,g
0502000V0BBABAB,ml
0902021Q0AAASAS,unit
1002010Q0BBAAAB,unit
091200000BFPQDW,unit
0906040G0DPADBH,unit
0602010V0AADPDP,ml
0704010W0BBAAAA,unit
1306010C0BDAAAD,g
1104010S0AAAUAU,ml
0202010V0AAAAAA,unit
1902070Q0BCAAAD,unit
1203030J0BHAAAA,unit
091000000BBVLA0,unit
0202040H0BCAAAA,unit
0905041Q0BDAAAC,unit
0601040I0BHAAAD,unit
0501030I0AAABAB,unit
0402010W0AAAFAF,unit
0406000A0BBABAD,unit
0603020T0AABKBK,unit
1108010AAAAAPAP,unit
091101000AAEVEV,ml
0801050AWBBAAAA,unit
1405010A0BUAEBT,unit
091200000BFRXA0,unit
0905022T0BBAEAE,g
1307000Q0BBADAC,unit
1001010C0CCADAF,unit
0906011D0AAAXAX,ml
1108020C0BBACAC,unit
0402020T0BBAAAA,unit
0502030B0BBABAB,ml
0408010G0AAAAAA,unit
0501120L0AAATAT,ml
0302000C0BNAABU,unit
0604020K0AAABAB,unit
091200000BFMVA0,unit
131101000BMACA0,ml
0407010B0AABEBE,unit
1003020P0BGABAI,g
0502000G0BCAAAB,unit
091200000BFIHDW,unit
1001030S0BBAEAE,unit
0904010H0BDAGAA,g
0501020B0AAABAB,ml
0402010ABAAAUAU,ml
091200000BFMHDI,unit
040201060AAAXAX,unit
0403040Y0BCAAAB,unit
0407010H0AACSCS,ml
1001010C0CJABAE,unit
0212000D0BBAAAA,unit
0410000P0BGAJAW,unit
0403040W0BJAAAD,unit
010602000BBBGA0,unit
0401020K0BLAAAD,unit
0606020P0BBACAC,unit
1001010J0AABNBN,unit
110600020AAAAAA,ml
1306010T0AAARAR,g
0904010A0BCAQBF,g
091102000BBGTA0,unit
0501130R0BGAAAG,unit
090401070BJAAAI,g
091200000BDVGA0,unit
0904010U0BRAIAA,g
0502050B0AAAZAZ,ml
130801000BBLLA0,ml
1404000W0BHAAAB,unit
0102000L0AAAZAZ,ml
0205051F0AADCDC,ml
0704050Z0AAAGAG,ml
0904010AGBFABAA,unit
0704020J0BCABAC,unit
0408010Q0BBACAD,unit
191300000BMCHA0,ml
1001030D0BBAGAF,unit
0501020E0BBABAB,ml
0904010U0BBAIAA,g
0302000R0BBAAAA,unit
030902000BECVA0,ml
0501090N0AABKBK,ml
0703010F0BXAAAE,unit
0205052AABBAAAA,unit
0704020J0BCAFAT,unit
090401000BBKIA0,g
0301030S0AAAHAH,ml
1302020B0BBAAAB,g
0106010E0BLAAAT,unit
0904010F0BEACAA,g
1203010E0BBAAAA,ml
1501030G0BBAAAA,unit
0209000L0AAAJAJ,ml
1001030C0AAARAR,ml
190800000AABMBM,ml
090401000BBNSA0,ml
0604020U0BBABAA,unit
091200000AADIDI,unit
130201000BBKSCU,g
1306010C0AAABAB,g
0202030S0AAA6A6,ml
0309020G0BJADAL,ml
1305020C0AAERER,g
0408010P0AAAWAW,ml
1405020D0AAABAB,unit
130802000BBDPA0,unit
1310011M0BBABAB,g
0703010E0BLAAAB,unit
0202010D0AABJBJ,ml
0503010B0BBADAD,unit
0904010ADBDBEAA,g
040702040BBACAC,unit
0106010H0AAAJAJ,ml
0905013A0BDAAAE,unit
091200000BFMZEC,unit
090602800BBGRA0,unit
0212000L0BBAAAA,unit
090504800BBHIA0,unit
0408010AEBBAFAF,unit
0206020A0AAANAN,ml
1304000G0AACPCP,g
0409010X0BCAFAG,unit
1201010G0AAACAC,ml
090504700BBBPA0,unit
1103010C0BJAAAD,g
0906026M0AABIBI,ml
0409010H0BIAEAM,unit
0603020K0BCACAC,unit
0205052R0BCACAC,unit
0502000N0AAADAD,ml
0902021N0AAACAC,unit
1108020G0AAAAAA,ml
1306010I0BCAAAB,ml
0407010H0AABQBQ,unit
0301011R0AABPBP,unit
0802020G0BFABAF,unit
0407020A0BQADAG,unit
0408010C0BBAHAK,unit
090401000BBBZA0,g
0205052V0BBACAC,unit
040201030BBAGAK,unit
0407020ADBPACAG,unit
0906040G0CJABEE,unit
0906022K0AAAPAP,unit
0301040R0AAABAB,unit
1103010S0BCAAAA,ml
0407010W0BMAAA0,unit
0501050H0BDAMAM,ml
0904010U0BRAQAA,g
0404000S0BBABAB,unit
0904010AABEAGAL,g
130801000BBPJA0,unit
1001010C0AAADAD,unit
1203030B0BLAAAE,unit
1305020S0AACACA,g
0208020W0BDAAA0,unit
0302000N0BJAABF,unit
091200000BFKUA0,unit
0904010F0BEABAA,g
0704030C0AAABAB,ml
0408010N0AACXCX,ml
0206020T0BHABAH,unit
0407020Q0BGACAI,unit
090402000BBEUA0,ml
1305020C0AAEEEE,g
131500000BBNBA0,g
091200000BFJQDW,unit
0604011P0BBACAD,unit
0409010U0BBABAB,unit
0906024N0AABNBN,ml
091200000BFNZEQ,unit
0501050N0BBAEAB,unit
0803043N0AAAIAI,unit
1311070S0BBADAA,unit
0212000D0AAACAC,ml
0501070F0BCAAAC,unit
0703022P0BCAAAA,unit
0205040D0AABABA,ml
0501090H0AABBBB,ml
0905030G0BPADBZ,ml
090603100BBHIA0,unit
090402000BBXQA0,unit
0403030E0AAANAN,unit
0401020K0AAAIAI,unit
1914010A0BLAAAS,unit
090402000BBRBA0,unit
131002030BCAAAA,g
0904010T0BEAHAD,g
130802000BBDBA0,g
0208010D0BBAGAG,unit
0301040W0AAAAAA,unit
090401000BBTYA0,unit
0407020Q0BGAAAK,unit
0107040A0AAARAR,g
0501013C0AAAEAE,unit
0801030P0AAFCFC,unit
130801000BBHKA0,ml
1311060H0BCAAAB,g
0408010G0BBADAJ,unit
0404000L0AAAHAH,unit
130801000BBFBA0,ml
130801000BBMIA0,unit
090402000BBWSA0,unit
0205052N0AAADAD,unit
0408010C0BFAEAD,unit
0601012S0BGADAL,unit
0906040B0AAAAAA,unit
0703050A0BGAAAB,unit
0304010I0BDAAAA,unit
0407020Q0AAAAAA,unit
0501021M0BBAEAD,unit
0302000C0BJAFBH,unit
1203010Q0BJABAJ,g
0605010I0BBAMAQ,unit
0502010B0BBABAB,unit
0704050R0AAAAAA,unit
0101021C0AACCCC,ml
131500000AABRBR,g
1001010C0BQAGAF,unit
0501021A0BBACAC,ml
0304030G0AAAAAA,ml
0905013A0BBABAG,unit
0407020AGBBAEAE,unit
0304010D0BBAAAA,unit
0904010AJBBAAAA,g
0601040E0AABIBI,ml
0407010B0AAAEAE,unit
1305020C0AAFQFQ,g
090601100BBEVA0,unit
1404000L0BEACAF,unit
040801050AAAUAU,unit
0101021B0BEAMAG,unit
1001030T0BDAAAA,unit
0401010Q0AAACAC,ml
0407010X0DCABAI,unit
0904010U0BHAJAA,g
0205010J0AABABA,ml
0605010X0BBACAC,unit
0703010F0CGAAAE,unit
1106000AIBBAAAA,ml
0402020ABBCAAAF,unit
0602010V0BJACCM,unit
130801000BBPMA0,ml
0401010ADBCBYBR,unit
0403030E0AAAAAA,unit
0501090S0BCABAB,unit
130900000AABHBH,ml
0402010ABBJABBA,unit
1105000E0BDABAE,unit
091200000AADFDF,ml
1104010M0AAADAD,g
0403010J0AAAJAJ,unit
0101021B0BJAAAN,ml
0212000Y0AAAHAH,unit
0502050B0AABJBJ,ml
0501080D0AAACAC,ml
090401000BBVJA0,unit
190400000AAMWMW,g
0107010S0AAAJAJ,unit
0202020L0BZABBN,ml
0501110C0AABQBQ,ml
190500000BBDXA0,unit
1502010J0BYABET,g
1304000V0BDAEBB,g
0102000P0AAADAD,unit
0209000L0AAAHAH,ml
0501090S0BCAAAA,unit
0904010ACBEAGAC,g
1003020P0AAAHAH,g
1304000F0AAEFEF,g
1306010T0AAABAB,g
0206040AGAAACAC,unit
0105000F0BBAAAA,unit
0601022B0BPAAAS,unit
0901060I0BEAAAP,unit
190606000BCVFA0,ml
090401030BFAEAK,g
0205052A0AAAAAA,unit
091200000AADUDU,ml
0304010Y0AAAUAU,ml
0206020R0BXAAAX,unit
0606020V0AAABAB,unit
0205052C0BBADAD,unit
0501013L0BBAAAA,unit
1001010C0BQACAF,unit
0411000F0BCAAAE,unit
0102000D0BCAAAF,unit
0204000H0AAAKAK,unit
1315000G0AAAAAA,g
020400040BBAAAA,unit
1303000AABEAAAB,g
130802000BBDAA0,g
090402000BBPWA0,ml
0202020L0AACLCL,ml
091200000BFTSA0,unit
091200000BCRIA0,ml
0208010ABBBACAC,unit
0704020AEBBABAB,unit
0408010ACBBAAAA,unit
1502010J0AABMBM,ml
0905011K0AAAAAA,unit
1304000F0AACUCU,g
040702040BNAAAC,unit
090401000BBBBA0,g
1001010G0BBAAAB,unit
1108020AGBBAAAA,unit
0309010L0BJAAAD,unit
091200000BDHRA0,unit
040702040BEAEAD,unit
0209000A0AAA5A5,ml
0206020T0BDAGAU,unit
0904010L0BHBVBD,unit
1203030B0BQAAAI,unit
0408010C0BBAIAU,unit
0212000Y0BEACAD,unit
0209000C0AAAKAK,ml
1001010L0AAAAAA,unit
091000000BBPZA0,unit
0101021C0AACSCS,ml
090401080BFAMBD,g
190600000AAAYAY,g
0102000L0AABCBC,ml
0504020G0AAAAAA,unit
1305020C0AAEKEK,g
0906040N0AADDDD,ml
1310020AABBAAAA,g
1002010Q0AAAZAZ,ml
0601012D0BCAZBA,unit
0105020D0BCAAAC,unit
090402000BBMNA0,ml
0908010N0AAASAS,ml
0801030P0BEAAFE,unit
1305020C0AAEDED,g
1001010C0AAAXAX,unit
190205500BCNLA0,unit
190400000BBBQUI,ml
0103050E0BBAFAB,unit
0604011L0BUAABH,unit
091102000BBFBA0,unit
0407020V0AAAEAE,unit
091102000BBIGBA,unit
1502010C0AAAJAJ,unit
0204000I0AAAKAK,ml
120301000BCBHA0,g
190700000BBBVAZ,g
0408010AKBBACAC,unit
0502000K0AACJCJ,ml
0904010U0BDARAA,g
0501013K0AAANAN,unit
0402010W0BBADAH,unit
0407010ABBEABAB,unit
0206010I0BLACAF,unit
0205020E0BBAFAG,unit
190205500BBRCA0,ml
1405020B0AAABAB,unit
0209000L0BGAAAM,unit
1103010AGBBACAC,unit
1311070S0BBAAAA,unit
190500000BBDNA0,unit
0408010A0AAAJAJ,unit
0102000L0AABMBM,ml
090401000BBQVA0,unit
0206010K0AAACAC,unit
0902021N0BCACAK,unit
1306010N0BBAAAA,g
0802010G0AAAEAE,unit
0407020K0AADIDI,ml
1305020S0AACBCB,g
1302010U0BLAAA0,g
0409010H0AAADAD,unit
040201060AABBBB,ml
0501013K0AAAGAG,ml
0902021Q0BCAAAB,unit
1302010Z0BBAAAA,ml
0407020B0BKAAAH,unit
0410020B0BHALAT,unit
0402010ABBIABBA,unit
0202030S0AAAUAU,unit
0401010ACBBAAAA,ml
0213000T0BEAEAF,unit
0501013L0BBABAB,unit
0103050L0AAAAAA,unit
0906011H0B1AAAG,unit
