bnf_code,squ
0902012H0BWABA0,unit
0801010B0BBABAB,unit
0407010F0AAACAC,unit
0304010A0BCAAAA,unit
0902012H0BBAKAJ,unit
090401010BFAAAA,g
0411000G0BBADAE,unit
090402000BBWAA0,ml
1001010P0AAABAB,ml
0502010B0BBAAAA,unit
1304000F0AAEKEK,g
0407020L0BBABAA,unit
0212000P0BDAAAF,unit
090603100BBFGA0,unit
090401000BBRNA0,ml
040201060BBAFAF,unit
1315000G0AAAPAP,ml
0301040X0BBAAAA,unit
0101021B0BEALAG,unit
0408010AEBBAIAN,ml
0403010X0AAALAL,ml
0404000U0BBABAB,unit
090602800BBCMAS,unit
1202020L0AAARAR,unit
1106000I0AAAAAA,ml
0202030S0BBABAU,unit
0904010ACBIAEAC,g
0401010B0AAAVAV,ml
0407020M0AAAWAW,unit
091200000BFSPA0,unit
091200000BCFIA0,unit
0101012B0AABHBH,ml
090401030BUAAAK,g
0901060I0BFABAM,unit
0704010U0AAACAC,ml
0407020ADBMACAS,unit
0302000N0BIAABF,unit
0407010X0CKAABJ,ml
1002020C0BBABAB,ml
0905013G0BCAAA4,unit
0904010ABBFABAD,g
0304010D0BHAAAA,unit
090402000BBDNA0,g
0603020F0BDAAAH,unit
1305020S0AACTCT,g
0407010X0CPABA0,unit
0107010AAAAAMAM,g
0906031C0AAAFAF,unit
040201060BDADAV,unit
090401030BFAAAK,g
0905011B0AAAEAE,unit
0402010ABBJAEAY,unit
0502000K0AAAHAH,ml
0904010E0BEAAAF,g
0501050N0BBACAB,unit
091000000BBITA0,unit
090401070BBAGAI,g
0503010Z0AAAAAA,unit
090401000BBTDA0,ml
0906040N0BJABEE,unit
0401010B0AAACAC,ml
0906026M0AAA1A1,ml
090402000BBPEA0,unit
1108010Q0BEAAAE,unit
0205051J0AAAAAA,unit
1001010K0BDADAF,unit
091101000BBMFA0,unit
0906011D0AAAVAV,ml
091200000BFLLA0,ml
0407010U0BBABAC,unit
0501080J0AAABAB,unit
0408010G0AAAWAW,ml
0407020ADBPAGAI,unit
0102000AIBBAAAA,unit
090402000BBJKA0,ml
0504010Z0BCAAAA,unit
0209000L0AAAVAV,ml
090401080BDAABD,g
090602700BBAXA0,unit
0409010H0BIABAR,unit
1311030A0BGADA0,g
0902021S0BBARCH,unit
090502100AAARAR,ml
1106000B0AAAUAU,ml
130201000BBDPBX,g
1306020C0BBABAA,unit
1001010AAAAAHAH,ml
0301020Q0BBABAB,unit
1001010P0BCAFAG,unit
0104030A0BBACAC,unit
1202010P0BEAAAH,ml
1303000AAAAAGAG,g
0205052V0AAAJAJ,ml
0701011F0BBAAAA,unit
040702040AABBBB,ml
0904010T0BCAAAD,g
0603020J0AAANAN,unit
0402010ABAAAKAK,unit
0409020C0AAALAL,ml
0208010D0BBABAB,unit
0501090H0AAASAS,ml
1310050D0BLAAAA,g
1405010A0CBAACF,unit
1304000V0CFABCF,g
0908010D0AAAEAE,unit
0208010P0AAABAB,unit
140400030BDAAAF,unit
0109010U0BFAABK,unit
131200000BBACA0,ml
091102000BBIIA0,unit
040201030AAAAAA,unit
0605010S0BCAAAC,unit
0406000T0BBAAAG,unit
1001010C0BBAIAT,unit
0908010P0BCAAAG,unit
0704010U0BHAAAA,unit
0410030A0BCABAD,unit
0703010E0BTAAAC,unit
0906031C0BNABAL,unit
090402000BBVRA0,unit
0704060A0BBACAA,unit
0604011G0AAABAB,unit
1001010P0BCAGAH,unit
091101000AADUDU,g
1001010K0BGADAD,unit
1303000AAAAAKAK,g
0401010Y0AAAAAA,unit
1310040F0BBAAAA,ml
0202030S0AAECEC,ml
1310050D0BIAAAD,g
0107020J0BEABAF,unit
1311060Q0BBAAAC,unit
190205500BCNCA0,unit
0904010V0BDAGAD,unit
0906031C0BKAABJ,unit
0410030A0BDAAAD,unit
0703010F0BIAAAF,unit
1304000F0AACDCD,g
0504010V0AAAIAI,ml
130501000BBBEA0,ml
040702040BBADAD,unit
0905011D0AAAJAJ,unit
0407041AABBAAAA,unit
190400000AANBNB,g
0904010U0BEADAA,g
1001030W0BBABAB,unit
0906050P0CTABAF,unit
0205052I0AAADAD,unit
0607010T0AAAAAA,unit
0601011P0BBAEAC,unit
0206040AEBBAAAA,unit
0401010ADAAAIAI,unit
091101000BBHWA0,unit
0501021L0BCAAAA,unit
0906040G0CIAABI,unit
0904010A0BGAMBF,g
0703010H0BIAAAE,unit
0904010ABBHABAF,g
0801030P0BFACFP,unit
0902021S0BBAJAZ,unit
1405010A0BTACBR,unit
090402000BBDVA0,ml
0304010I0BMAAAA,unit
0605020E0BBADAE,unit
0604030P0BCAAAB,unit
0204000H0AABFBF,ml
0402010J0AAAYAY,ml
0801030P0BEAHFL,unit
0906011H0B2AAAR,unit
0503022B0AAAEAE,ml
090401000BBLVA0,unit
0204000I0BCABAC,unit
0501021H0AAABAB,unit
090603100BBCVA0,unit
1501070F0AAAAAA,unit
0904010U0BSAAAA,g
0407020M0AABMBM,unit
0304010W0BBAJAP,ml
0402010J0AAALAL,unit
130101000AAARAR,g
0906040G0BNADCD,unit
0704030J0AAAJAJ,ml
0605020T0BBAAAA,unit
1106000X0AABKBK,ml
0204000E0AAACAC,unit
0107010S0AAAHAH,unit
040201060BBAKAQ,unit
0106020P0BDACAB,ml
0906040G0BZAACI,ml
0302000N0BCAEBF,unit
0601060D0DJAAA0,unit
0206010F0BGAAAU,unit
0101012A0BBAAAA,ml
040201060BBADAD,unit
091200000BFLSA0,unit
0408010ADAAAGAG,ml
131101000BMANA0,unit
190205200BBAPA0,g
1203050A0BJAAAJ,unit
0901030I0AAABAB,ml
0906012B0AAARAR,unit
1310030C0BQAAAA,g
0403030Q0BBAAAA,unit
091200000BFTQA0,unit
0906031C0CCAABW,unit
0410000ABBBABAB,unit
0206040AABBAAAA,unit
0803043P0BBADAD,unit
1003020P0BHABAC,g
0601012G0BGAAAH,unit
0501020B0BBABAB,ml
0603020G0AAA6A6,ml
090504700BBFRBK,unit
0403010L0BCAAAB,unit
0604011G0BLAABM,unit
0105000M0BCAAAD,unit
0406000P0AAAKAK,ml
1304000N0BBAEAE,g
1304000H0BCACCB,g
0309020D0AAAAAA,ml
090401080BLACBD,g
0104020L0BBALAA,unit
1306010W0BBAAAA,ml
0503010AGBBAAAA,unit
040101000BBAPA0,unit
0407041A0BDAAAC,unit
0704020N0BHAAAC,unit
0206010K0CUAAAP,unit
0501012G0AAAPAP,ml
0906040G0AAACAC,unit
0212000AABBAAAA,unit
1305020C0AAAXAX,g
1309000I0BBAAAA,ml
1501070G0BBAAAA,unit
0105020A0BDAAAF,unit
0906040G0CHAJCT,ml
0402010J0BEADAL,unit
0904010ALBBABAA,g
0408010C0BCABAC,unit
0501070U0BBAEAF,unit
0408010AEBFAFAF,unit
1201010Z0BDAAAC,g
030902000BECMA0,ml
1311010I0AAAHAH,ml
0411000G0BEAAAA,unit
0604012S0BGAAAV,unit
0802010G0AABIBI,ml
0603020G0AACFCF,unit
090607000BBLMBI,ml
0906040G0CCAACM,ml
0801050AZBBABAB,unit
0402010D0AAAUAU,ml
0501021L0BBAHAC,ml
091200000BFJXA0,unit
0407010X0CFACA0,unit
0402010J0BEABAJ,unit
090402000BBSFA0,ml
0410000N0AAAKAK,unit
1001010AHAAACAC,ml
0402010J0AAAJAJ,unit
1104010I0AAATAT,unit
0103010T0BTAAAP,unit
1308010X0BBAAAA,g
0904010W0BDACAE,g
0501020W0BCABAB,unit
1001010AABBABAB,unit
0204000P0AAABAB,unit
0205051R0AAAVAV,ml
0906040G0BWAABG,unit
0310000Q0BCAAAA,unit
0208010E0BBABAB,unit
091200000BEMACY,unit
0407020ADBJAAAC,unit
0501060E0AAABAB,unit
090401000BBQDA0,unit
0411000H0AAAAAA,unit
1304000V0AABLBL,ml
0407010H0B3AEBG,ml
0202010L0BCAAAB,unit
0103050L0AAAIAI,ml
0501020R0BCABAB,unit
130201000AACYCY,g
0801050AXBCAFAI,unit
1301010I0AAABAB,g
091000000BBWZA0,unit
1203040E0BDAAAB,ml
0103010T0BBADAD,unit
1304000F0AAELEL,g
1310050D0BNACAF,unit
0403040W0BBABAB,unit
0103010T0AAARAR,ml
0502020A0AAADAD,ml
0304010J0BBAAAB,unit
0101021B0BEASA0,ml
0409020G0AAAAAA,unit
0407041F0BFAAAH,unit
020400080BBAAAB,unit
0404000M0AAAFAF,ml
091200000BFRBA0,unit
0501021B0BBADAD,ml
0101010R0BGAAAG,ml
090402000BBTHA0,ml
1001010C0BDADAF,unit
0906040G0CIARDS,ml
1305020D0BCACAG,g
0401010D0AAACAC,ml
0403010N0AAAMAM,ml
0206030N0BBABAB,unit
0410020B0BHAWBR,unit
0901011Y0BBAAAA,unit
0603020H0AAAKAK,unit
0501080W0BCAAAD,unit
090401000BBQJA0,ml
1310020A0BEAAAC,ml
1302020D0BCAAAD,g
0408010AEAAAGAG,unit
0906040G0AABGBG,unit
0206020C0BRAAAJ,unit
1002010Q0AAANAN,ml
0602010V0AACICI,unit
091000000BBNUA0,unit
0906025P0AAAWAW,unit
0103050L0BBABAB,unit
0410030C0AABFBF,ml
0206040AGBBAAAC,unit
040702040BDAJAM,unit
0601023I0BCAAAD,unit
1203030M0BHABAM,unit
1502010AABBAAAA,unit
091200000BFITDG,unit
0205051F0BEABAE,unit
0902012L0AADCDC,ml
0401010B0AABTBT,ml
090601100BBFLA0,unit
0403040W0BWAAAD,unit
1103010B0AAAEAE,ml
0904010T0BJABAD,g
0604011Q0BCADAE,unit
0501021M0BCABAB,unit
0501050B0BDABAL,unit
0406000T0BBAFAF,unit
0904010Q0BKAAAQ,g
0402010I0BBACAD,unit
0206010K0BCADAG,unit
1001010K0BDAAAA,unit
0407010B0BGABCC,unit
0206020A0BBABAB,unit
0407010X0AABNBN,ml
1104010S0AAAEAE,ml
0906050P0BJADAK,unit
0407020ADBEACAG,unit
0501030P0BBABAB,unit
0904010A0BKAMBF,g
0407010H0BEAEAW,ml
1311020L0BRACAY,unit
090607000BBAHA0,unit
1001010J0DFADAA,unit
0408010Z0AAALAL,ml
190900000AAACAC,ml
0202010L0AAATAT,ml
1404000ABBDAAA0,unit
1902070E0AAAEAE,unit
0107020F0BBAAAA,g
0501012H0BBABAB,ml
0406000F0AAATAT,unit
0501070Z0BBAAAA,unit
0103010N0AAADAD,ml
0501110C0AAAIAI,unit
1312000C0BBAAAS,ml
0501050B0AAAAAA,unit
0403010F0BBABAB,unit
0406000F0AAAVAV,ml
0906040G0AABJBJ,ml
1302011M0BKABAJ,g
0401020K0AAAFAF,unit
1304000V0AAEJEJ,g
091200000BFPTES,ml
090402000BBJLA0,unit
090402000BBPIA0,ml
1305020S0AACZCZ,g
0403030E0AAAJAJ,unit
100101080BBAAAA,unit
0105010B0AAABAB,unit
0407010W0BMABA0,unit
090401000BBAPA0,g
0802020T0AABBBB,ml
0203020I0AAAKAK,unit
0601060D0CJAAA0,unit
0802040U0BBAAAA,unit
130801000BBLNA0,ml
0702020F0BBADAE,unit
0902021S0BBAFA2,unit
0406000E0BCABAD,unit
0504010T0AAAFAF,ml
0407020ADBIAAAG,unit
0407020A0BMAEAU,unit
0501070X0AAABAB,unit
0205020M0BBACAC,unit
1307000Q0BBABAD,unit
0206010K0BWAEAF,unit
0501020B0BDAAAA,unit
0205052C0BCABAC,unit
0901030N0BBADAD,unit
0301011U0BEAAAH,unit
090401000BBKEA0,unit
0206010F0BRABCH,unit
1202010A0BBACAC,unit
091200000BFEPDW,unit
0901011F0AAAMAM,ml
0407010ABBCABAB,unit
0904010A0BGALBF,g
0505030F0BBAAAA,unit
130900000AABLBL,ml
0601022B0BBAGAX,unit
0206010F0BXACBJ,unit
090401000BBNVA0,g
0401010B0AAARAR,ml
0107020J0AAAFAF,unit
0601021H0AAABAB,unit
0501070X0AAAAAA,unit
1404000G0BCADAI,unit
0301030S0BIABAP,unit
090402000BBGYA0,ml
0906050T0BBABAB,unit
0704030J0BCAAAT,unit
1001030U0BDAAAB,unit
190400000AAPMPM,g
1404000AABDABA0,unit
030902000BECYA0,ml
091000000BBVCA0,unit
1311060T0AAAAAA,ml
0502000K0AAARAR,ml
0601060W0BEAAA0,unit
0601060D0BHABA0,unit
040801060AACLCL,ml
0101012B0AABJBJ,ml
0904010AABDAHAL,g
0402010A0BBAAAA,unit
091000000BBUPA0,unit
0409010P0AAAAAA,unit
0409030B0BBAAAA,unit
0802020T0BBACAC,unit
0501100H0AAAFAF,unit
091200000BFIVA0,unit
091102000BBFMAI,unit
0204000T0AAABAB,unit
0604011G0BMACBE,unit
091200000BESRA0,unit
0101010I0AAAUAU,unit
0901030I0AAACAC,unit
091101000BBBSCS,unit
0902021S0BDABA0,unit
0501021M0AAAAAA,unit
1502010J0BEABBZ,g
0601023AGBBABAB,unit
0103050L0AAAYAY,ml
0206020C0BUABAT,unit
0601021A0AAADAD,unit
1001010P0AAAJAJ,unit
090402000BBKUA0,unit
0902012L0AAADAD,ml
1404000AABBAAA0,unit
0302000K0BDABAM,unit
0406000D0AAADAD,ml
0704020J0BCAEAT,unit
0504010M0AAAEAE,ml
0501030F0AAAAAA,unit
0402010C0BBAAAA,unit
1104020T0BFABAG,unit
0106020C0AAAEAE,unit
091200000BEBKA0,unit
0403010X0AAAHAH,ml
1305020C0AAGDGD,g
0101021C0BFADBX,unit
0501021A0AAABAB,ml
0208020I0BEABAE,unit
0202020L0AACFCF,ml
0407010X0BYABBM,ml
0206010F0BVAABH,unit
0902021V0BBABAD,unit
090501300BBFUA0,unit
1001030C0AAAVAV,ml
0301011R0BSABBP,unit
0101012B0AAABAB,ml
1001030Y0BBABAB,unit
0409020N0AAALAL,ml
0501110C0AAAJAJ,unit
040702040BJADAJ,unit
0906040G0CIADBG,unit
1305020C0AAEYEY,g
0403040X0AAARAR,unit
1305020S0AACSCS,g
0103010T0BIABAC,unit
120305000BBAHA0,unit
0502010C0BBACAB,ml
1311070S0BBAHAA,unit
0604020T0BBABAA,unit
090401000BBQUA0,unit
0204000T0AAANAN,ml
0503022B0AAAAAA,unit
0605010X0BBABAB,unit
1305010J0AAABAB,g
130201000BBLFA0,ml
040801060AACDCD,ml
0407042F0AAAMAM,ml
090900000BBKDA0,unit
0205051I0AACBCB,ml
0103050E0AAADAD,ml
130201100BBBAA0,unit
0310000Q0BDAAAB,unit
1106000Z0BBAFAQ,ml
0411000F0BFABAF,unit
0602020D0AAAZAZ,unit
1202010I0AAACAC,unit
0207020Y0BBAAAA,unit
1108010C0AAAAAA,ml
0407042Q0AAAHAH,ml
0406000J0AAAJAJ,unit
0204000N0AAAFAF,unit
0403030Z0AAAAAA,ml
091200000BFATDG,unit
0702020F0BBAEAB,unit
0902012H0BUAAA0,unit
1108010Q0BDAAAB,ml
0301030B0AAANAN,unit
130802000BBCRA0,ml
0901030E0BCATAS,unit
0703010F0BHAAAE,unit
1106000Y0BBAEAC,unit
1001010C0CDABAE,unit
1203040E0BDABAF,ml
0301011R0BNAABE,unit
090900000BBKCA0,unit
0906031C0CEAAAL,unit
0407010X0BTANA0,unit
0606020V0BBABAB,unit
1502010I0AAAKAK,g
1404000H0BKAAAF,unit
0501090N0AABCBC,ml
0503050B0AAABAB,unit
1306010C0BGAAAA,g
0901060I0BCABAN,unit
090401000BBENA0,g
0205052X0BBACAC,unit
090401000BBTXA0,ml
131005000BBAVA0,g
1104020T0BVAAAA,ml
0205040S0AAABAB,unit
0906040N0AADHDH,ml
1902070M0AAAAAA,unit
0410020B0BCAPBY,unit
0604011P0BBAEAC,unit
0403030X0BBACAC,unit
0202010D0AADEDE,ml
0408010A0BBAEAI,unit
0101021B0BQADAL,ml
0212000B0AAAAAA,unit
0402010Q0BBAAAC,unit
0106040M0BGADAB,unit
0605020E0AABNBN,unit
0304010I0AAAAAA,unit
091200000BFKIDW,unit
1001010E0BBADAD,unit
1501020R0BCAAA0,unit
1305010I0BUABAB,unit
0906026M0AAATAT,ml
0204000K0AAANAN,ml
0803010K0AAAKAK,unit
190700000BBBHA0,ml
130802000BBDUA0,unit
1309000P0BEAAAG,ml
0901030J0BBAFAF,unit
091200000BDGPA0,unit
090401000BBMPA0,unit
090401080BFAHBD,g
0704010U0BSAAAA,unit
0704010A0BFAAAD,unit
090401000BBCUA0,unit
0604012M0BDAAAB,unit
0206010F0BXAABH,unit
1302010F0AAAKAK,g
0409010H0AAANAN,ml
0601060D0BWAAA0,unit
0101010L0BBABAA,ml
0106020M0BBAEAC,unit
0205051R0AAAYAY,ml
1001050A0BUABAD,unit
0401010ADAACCCC,unit
0908010E0BBAAAA,unit
0107010S0AAABAB,unit
0401020A0BBABAB,unit
0501090R0BBABAB,unit
0501100H0AAALAL,ml
0205020H0AAAIAI,ml
0407020A0BHABAF,unit
030902030BEACAH,ml
0205051H0BBAAAA,unit
0407020Q0AACQCQ,unit
0408010N0AACUCU,ml
0904010Z0BFACAA,g
0502000N0BBAAAC,unit
0601012D0BCBCBU,unit
0403040W0BKAAAD,unit
091102000BBDUA0,unit
0407020K0AAEWEW,ml
0904010AABQABAL,g
0906011L0BEAAAA,unit
0902021G0BBAFA8,unit
0302000C0AAAUAU,unit
0408010A0BCAAAC,unit
090602800AACBCB,ml
1305020F0AAETET,g
0904010U0BRASAA,g
0206020C0BBAAAA,unit
0301020Q0BBAAAA,unit
0310000N0BEADAU,unit
0408010H0BBAGA1,unit
0407020K0AACGCG,unit
0407020B0BNAAAE,unit
1304000T0AACFCF,unit
0202020D0AAAGAG,ml
0202010P0BLAAAD,unit
091000000BBVKA0,ml
0205020E0BBABAD,unit
0302000C0BFAFAU,unit
090605000BBGTA0,unit
0501030I0BHAAAB,unit
040702040AAAIAI,unit
0407020Q0BCAHCS,unit
0212000ABBCAAAA,unit
0402010ABAAAMAM,ml
0309010X0AABABA,g
191300000BMCAA0,ml
1001010C0AAAEAE,unit
0601023B0AAACAC,unit
120301000BCBJA0,unit
0502000G0AAACAC,unit
1315000G0AAAGAG,ml
0503010G0BBACAC,unit
0703010F0BYAAAC,unit
1202020P0BBAGAF,unit
1311050U0BQAAAI,ml
0906031C0CGADAI,unit
0407020Q0BJABEA,unit
0604020K0AABPBP,unit
090401080BBAIBD,g
0307000C0AAARAR,unit
0407020Q0AACSCS,unit
0605010K0BBAAAA,unit
0410020B0BCAQBA,unit
1001010C0AABEBE,ml
0906040G0BXAFBI,unit
0605010S0BEAFBB,unit
1003020ADBBAAAA,ml
0904010T0BGAMAD,g
030902000BEDUA0,ml
1001050A0AAACAC,unit
1311020L0CHAEBS,ml
1001010C0CDACAL,unit
090602800BBEVA0,unit
0501050A0AAAHAH,ml
090401000BBHHA0,g
0703010F0BPAAAC,unit
1108010J0AAAAAA,ml
0301011R0BEARBB,ml
1305020C0AAGJGJ,g
0407020Q0BGADAH,unit
0106020B0BFABAA,ml
0204000ABAAAAAA,unit
0501021B0AAAAAA,unit
0605010S0BEAGBT,unit
0212000AIBBAAAA,unit
0407020Q0AAADAD,unit
1003020P0BCAIAI,g
0409010H0BEABAL,unit
0902012L0BCABDD,ml
090504700BBDXA0,unit
1001010J0BSAAAD,unit
1104020P0BBAAAA,ml
1104010S0AABCBC,ml
1501050P0BBAAAA,unit
0403010R0BBAAAA,unit
0402010J0BDACAG,ml
0407020A0BGADAH,unit
0906024N0BPAAAG,unit
040702040BRACAE,unit
090402000BBVUA0,g
0903000P0BLABA0,unit
0401020E0AAABAB,unit
0605010D0BDACAE,unit
0407020AGBBACAC,unit
0901030Q0BBAJAJ,unit
130801000BBPFA0,ml
0601023A0BBABAB,unit
0304010I0BFABAB,ml
0906040G0AABRBR,unit
0603020J0AABSBS,ml
0904010W0BGAGAE,g
0904010AGBDACAA,g
1001010J0CCAAAD,unit
0501020A0BBACAC,unit
190605000BBGUA0,ml
090401000BBUHA0,ml
0409010H0BGABAL,unit
090401000BBPQA0,unit
0107020J0BJAAAJ,unit
0802010N0BCABAB,unit
1105000B0AAAHAH,g
1001010J0BCAFAP,unit
090607000BBAZAG,ml
0409030B0BFAAAF,unit
1106000X0AAAFAF,ml
0906031C0CBABBX,unit
040702040AAAVAV,unit
0801030P0BEACFG,unit
091000000BBVVA0,unit
1310030C0BBAAAA,g
0501011P0AAAFAF,ml
0208010P0BCABAC,unit
0205051I0AABFBF,ml
1203040E0BBABAB,ml
090402000BBQZA0,ml
0904010U0BMACAA,g
0205010V0AAAAAA,unit
090605000BBITA0,unit
0407010H0BWAAAA,unit
0409010H0AAAIAI,ml
0304010I0BEACAB,ml
0502000K0AACKCK,ml
1301010P0AAABAB,g
0601022B0BMABAS,unit
0402020ABBCACAH,unit
0602010V0AADCDC,ml
0304010I0BBAAAA,unit
0304030C0BCAEAB,unit
1001010C0BBABAE,unit
0402020G0AAAHAH,unit
0304010A0BBAAAA,unit
090401090BCAEAA,ml
0801050D0AAACAC,unit
0103050P0AAAWAW,ml
091102000BBDIA0,unit
090402000BBPFA0,unit
1304000H0AACJCJ,g
130201000BBJVA0,ml
040801060AAA8A8,ml
0205051L0AAABAB,unit
091102000BBGHA0,unit
0601023V0BBADAD,unit
0401020B0AAACAC,ml
0501090K0AABXBX,ml
0407010H0BEAMBG,ml
1310030C0BBABAA,g
0904010AQBBAKAA,g
090604800BBAFA0,unit
091101000AAAGAG,unit
0301040U0BCAAAB,unit
1001022U0BCAAAB,unit
0102000L0AAATAT,ml
0301020R0BBAAAA,unit
0501021G0BBACAD,unit
0403010J0AABFBF,ml
0601040E0BCACAY,ml
0204000M0AAAEAE,ml
090504700BBDNBJ,unit
0401010ADBCBKBM,unit
0904010ASBBAAAA,g
0205051Q0BBACAC,unit
0410000AABBABAC,unit
0902012H0BTAAA0,unit
190205500BCPGA0,unit
0501120L0AAAAAA,unit
090402000BBBSA0,g
091200000BEWJA0,unit
0801010S0BBABAC,unit
0106020U0BBAAAA,unit
0801030L0AAAEAE,ml
0906040G0CMAADS,ml
0208010D0BDACAC,unit
1303000J0BHAAAA,g
0206020A0AAAGAG,ml
0904010H0BJAEAA,g
1304000H0AACRCR,g
0904010T0BCACAD,g
1304000F0BFAADW,unit
1001030U0BGABCE,unit
090605000BBJAA0,unit
0604020K0BMAABM,g
0205051L0BEABAB,unit
0205040S0AAAEAE,unit
0402010AEBCAAAD,unit
0904010ADBMACAA,g
090401000BBIBA0,g
0801050AQBBADAD,unit
0407010P0BBAAAB,unit
1305020C0AAGBGB,g
1003020I0BDAAAA,g
0603020M0BDAAAA,unit
0601012F0BBABAB,unit
091200000BFSPA0,ml
090402000BBRDA0,unit
0202030S0BBACAV,unit
0212000B0BFABAA,unit
0407010X0CLAAA0,ml
0904010ADBJACAA,g
010102100BBARAF,unit
0601060D0EEAAA0,unit
0105010B0AAAKAK,unit
091000000BBHWA0,unit
1202020P0BBAIAC,unit
0406000P0BBAHAJ,unit
0309020G0BPAAAF,ml
090401000BBSIA0,g
1203030B0BCAAAB,unit
1103010C0BDAAAG,unit
0102000J0AAABAB,unit
130802000BBEDA0,ml
1001010C0AAACAC,unit
0606020A0BBABAB,unit
1405010A0BPAABE,unit
1203050A0BCAAAF,unit
1305020C0AADYDY,g
0905030G0BGABAT,unit
091200000BDUUDJ,unit
0206010K0BXAAAP,unit
040702040AAABAB,unit
0501120L0BBADAJ,unit
0205051U0AAAFAF,unit
0106050N0AAAAAA,ml
0601011R0BEAAAE,unit
0401010B0AABIBI,ml
0106040X0BBAAAA,unit
0205040D0BGABAQ,unit
0904010Z0BFADAA,g
0411000D0AAAAAA,unit
091200000BDWHA0,unit
1305010I0BBAAAA,unit
1502010J0BVAAEQ,g
1202020P0BJABAH,unit
0203020P0AAAKAK,ml
1310020J0BCAAAA,g
090402000BBSDA0,g
0906011L0BQAAAA,unit
0408010N0AAEAEA,ml
0501020R0AAACAC,ml
0501080D0AAAHAH,unit
1108020ADBBACAC,unit
0703010E0BQAAAB,unit
091200000BCXSA0,unit
0904010A0BHAHBF,g
0605010I0BCACAM,unit
0401020B0BBAAAA,unit
1001030U0BEAVCA,unit
0402010ABAABBBB,ml
0301011R0AAAXAX,unit
0904010U0BHADAA,g
0901030D0BBATAT,unit
1108010L0BDAAAD,g
0101021C0AACZCZ,unit
0109010U0AAAUAU,ml
1501043A0BBAFAD,unit
090700000BMBNA0,ml
050301000BBAAA0,unit
0404000U0BCACAD,unit
0410030E0AAAGAG,ml
091200000BFQHDW,unit
0606020A0BBAAAA,unit
0906031C0BZAABN,unit
0504050T0AAACAC,ml
0408010F0AABNBN,ml
1304000G0AACWCW,g
0205052N0BBAEAI,ml
0901060I0BBAEAL,unit
090401000BBIEA0,unit
0211000I0BDACAH,unit
0212000ABBHAAAA,unit
0905013G0BFAADD,unit
1001050A0BXAAAB,unit
0904010U0BVAAAA,g
0202020D0BBAAAE,unit
0309020G0BSAAAG,ml
0902011AABBAAAA,unit
0205040D0AAAFAF,unit
0203020L0BBACAB,unit
0106010E0BBAAAD,unit
0904010A0BEACBF,g
091200000BFMYEC,unit
0602010V0AADBDB,ml
040801020AAAFAF,ml
0407020Q0BCAGCN,ml
1312000G0AAATAT,g
091200000BFMRA0,unit
0203020D0AAAVAV,ml
0407020B0BLAAAH,unit
1001010J0B4ANAB,unit
1306010V0BBADAF,g
090401000BBSPA0,ml
0201010F0BBABAF,unit
130201000AAA6A6,g
1203030N0BNAEAK,g
1103010Z0AAAAAA,ml
0103010D0AAAGAG,ml
0402010A0AAAHAH,ml
050301000BBAEA0,unit
0602010V0AAFXFX,ml
1502010C0AAAIAI,unit
0802040Z0BBAAAA,unit
0902012L0BEAADC,ml
1001010P0BVAAAH,unit
0407010F0BHAEAF,unit
0304010H0BBABAA,ml
0905013B0AAAJAJ,ml
0407020A0BBAMAU,unit
040801060AAA9A9,ml
1108010B0BCAAAB,g
0503050B0BFAAAE,unit
0801030P0BFAFFS,unit
090401010BJAAAA,g
0407020M0AABUBU,unit
1108010F0AABKBK,ml
0501020A0BBABAB,unit
1303000N0BDAAAB,g
1308010U0AAALAL,g
0205051AAAAAAAA,unit
0503021C0AAAAAA,ml
1310020U0BDAAAA,g
0906040G0CNAABD,unit
0205051G0BCAAAA,unit
0408010H0AAABAB,unit
0403040W0CDAAAD,unit
0408010W0BBALA2,unit
0407010H0CDAACM,unit
0503010B0AAAEAE,unit
0301030B0BDAAAR,unit
0206020L0AAABAB,unit
1305000AABBAAAA,g
0205051Y0BBABAB,unit
1104010S0AAAWAW,ml
0901011P0AABVBV,ml
0411000F0BDABAG,unit
0601011P0BBACAC,unit
1001030U0BFAGBS,unit
0402010D0BDAFAP,ml
0407010N0BGAAAH,unit
0105010B0BBAFAS,unit
0206020A0AAAPAP,ml
090607000BBJJA0,ml
1305020C0AAGVGV,g
0902021S0BBAMBM,unit
0205010J0AAA5A5,ml
0604011K0BBAAAA,unit
091000000BBQZA0,unit
0802020T0BGAAAF,unit
1106000X0AAARAR,ml
1304000G0BBAAAA,g
190606000AAALAL,ml
1001010N0AAADAD,unit
0212000M0BBAAAA,unit
1203030N0BNABAH,g
0205010J0AABLBL,ml
0408010P0AABCBC,ml
0101021C0AACICI,unit
0212000D0BBABAB,unit
0602010M0BGAAAB,unit
0212000Y0BFAAAA,unit
0802020T0BEAAAB,unit
090402000BBJVA0,g
090401080BEACBD,g
0802020G0BEABAF,unit
0501070N0BBAAAD,unit
0703010E0BGAAAE,unit
090401000BBHLA0,g
0601023B0AAAAAA,unit
0410000P0BEAQAA,unit
1104010D0BBAAAG,ml
1001010J0BMACAE,unit
0204000T0BBAAAB,unit
090401070BBAAAI,g
0802040A0BBAAAA,unit
091200000BBFRA0,unit
0901011F0BCAAAE,unit
1106000Z0BBADAL,unit
0408020V0AAAJAJ,ml
190205500BBFUA0,ml
130201000BBAGA5,g
1311010P0AAAEAE,ml
0410000P0BGAPAU,unit
0105010B0BDAKAZ,unit
