month,pct,items_more_than_twenty,items_more_than_ten,items_more_than_eight,items_more_than_six,items_more_than_four,all_items
2017-07-01,01C,0,0,0,1,2,4835
2017-07-01,07T,0,0,0,4,7,5245
2017-07-01,11N,0,0,0,6,9,19985
2017-07-01,07V,0,0,0,0,0,8146
2017-07-01,01H,0,0,0,1,5,11251
2017-07-01,10E,0,0,0,2,2,5596
2017-07-01,09C,0,0,0,1,3,3323
2017-07-01,07X,0,0,0,1,2,7490
2017-07-01,01F,0,0,0,1,4,5114
2017-07-01,05F,0,0,0,0,1,4610
2017-07-01,06K,0,0,1,3,11,17064
2017-07-01,04F,0,0,0,0,3,6646
2017-07-01,06W,0,0,2,5,8,5648
2017-07-01,01E,0,0,0,0,0,5981
2017-07-01,00R,0,0,0,0,2,7042
2017-07-01,03D,0,0,0,1,3,4261
2017-07-01,04G,0,0,0,1,3,20440
2017-07-01,08N,0,0,0,0,3,6108
2017-07-01,04Y,0,0,0,1,2,4537
2017-07-01,07K,0,0,0,0,1,7925
2017-07-01,09N,0,0,0,1,4,3849
2017-07-01,99H,0,0,0,0,3,5613
2017-07-01,12D,0,0,1,1,2,5673
2017-07-01,05X,0,0,0,6,11,5833
2017-07-01,07L,0,0,0,1,5,5886
2017-07-01,07M,0,0,0,0,1,6897
2017-07-01,00T,0,0,0,0,4,11771
2017-07-01,02G,0,0,0,0,0,3585
2017-07-01,00J,0,0,0,0,0,9332
2017-07-01,02X,0,0,0,1,6,13873
2017-07-01,07W,0,0,0,1,5,8073
2017-07-01,01A,0,0,0,0,1,14517
2017-07-01,08C,0,0,0,1,3,3379
2017-07-01,10V,0,2,2,2,11,5676
2017-07-01,11A,0,0,0,1,12,13501
2017-07-01,10J,0,0,0,0,2,5699
2017-07-01,08D,0,0,0,0,4,5633
2017-07-01,10L,0,0,0,1,2,4598
2017-07-01,09A,0,0,0,0,3,3135
2017-07-01,04Q,0,0,0,0,0,3824
2017-07-01,04D,0,0,0,0,1,6942
2017-07-01,99A,0,0,0,1,8,24033
2017-07-01,04L,0,0,0,0,0,4340
2017-07-01,05N,0,0,0,0,14,8436
2017-07-01,99E,0,0,0,0,0,7776
2017-07-01,07G,0,0,0,0,7,5417
2017-07-01,07H,0,0,0,1,6,8082
2017-07-01,06A,0,0,1,4,9,8808
2019-03-01,02E,0,0,0,0,1,6016
2019-03-01,12F,0,0,0,0,2,12829
2019-03-01,00C,0,0,0,1,2,3264
2019-03-01,00D,0,0,1,1,4,14034
2019-03-01,00J,0,0,0,0,2,9494
2019-03-01,01D,0,0,0,0,1,8943
2019-03-01,01W,0,0,1,2,4,9958
2019-03-01,01Y,0,0,1,1,2,9702
2019-03-01,00R,0,0,0,0,3,6844
2019-03-01,01A,0,0,0,0,3,14465
2019-03-01,02M,0,0,0,0,1,5853
2019-03-01,01F,0,0,0,0,2,4986
2019-03-01,01J,0,0,0,0,1,8635
2019-03-01,01T,0,0,0,1,3,6809
2019-03-01,01V,0,0,0,0,2,3653
2019-03-01,01X,0,0,0,0,0,8543
2019-03-01,00L,0,0,0,1,2,11131
2019-03-01,03K,0,0,0,0,1,6916
2019-03-01,02P,0,0,0,0,5,12370
2019-03-01,02X,0,0,0,2,10,13717
2019-03-01,02N,0,0,0,2,9,4731
2019-03-01,03R,0,0,0,1,8,14961
2019-03-01,15F,0,0,1,1,6,21151
2019-03-01,05F,0,0,0,0,1,4950
2019-03-01,05H,0,0,0,1,4,6310
2019-03-01,06D,0,0,0,2,4,3233
2019-03-01,05Y,0,0,0,3,6,11374
2019-03-01,15E,0,1,1,4,21,39699
2019-03-01,04H,0,0,0,0,2,4182
2019-03-01,04N,0,0,0,0,4,3004
2019-03-01,06M,0,0,0,1,5,8716
2019-03-01,07K,0,0,0,0,0,8129
2019-03-01,07G,0,0,0,0,2,5652
2019-03-01,07H,0,0,0,1,6,8378
2019-03-01,99E,0,0,0,1,2,7695
2019-03-01,99G,0,0,0,0,7,5370
2019-03-01,03V,0,0,0,1,1,3283
2019-03-01,04F,0,0,0,1,4,6664
2019-03-01,06F,0,0,0,1,1,13278
2019-03-01,06K,0,0,0,4,7,17473
2019-03-01,03T,0,0,0,0,3,9638
2019-03-01,04D,0,0,0,1,3,7218
2019-03-01,99D,0,0,0,0,3,4868
2019-03-01,04Y,0,0,0,1,2,4799
2019-03-01,05D,0,0,0,0,1,4652
2019-03-01,05G,0,0,0,1,2,7999
2019-03-01,05W,0,0,0,0,1,13176
2019-03-01,07L,0,0,0,0,0,5703
2019-03-01,07T,0,0,0,1,3,5251
2019-03-01,08F,0,0,0,0,5,7147
2019-03-01,07Y,0,0,0,0,2,4987
2019-03-01,08Y,0,0,0,1,4,3560
2019-03-01,09A,0,0,0,0,2,2990
2019-03-01,07V,0,0,0,0,0,8403
2019-03-01,08A,0,0,0,2,3,7444
2019-03-01,08L,0,0,0,1,3,6900
2019-03-01,08P,0,0,0,0,1,3771
2019-03-01,08Q,0,0,0,1,4,5569
2019-03-01,08T,0,0,0,0,0,4901
2019-03-01,11M,0,0,0,0,8,15769
2019-03-01,10E,0,0,0,0,0,5637
2019-03-01,09H,0,0,0,0,5,3193
2019-03-01,10C,0,0,0,1,1,2055
2019-03-01,10J,0,0,0,0,4,5510
2019-03-01,10L,0,0,0,2,2,4878
2019-03-01,10V,0,1,1,1,6,5876
2019-04-01,12F,0,0,0,0,4,12345
2019-04-01,00K,0,0,1,1,5,11502
2019-04-01,01G,0,0,0,0,4,10067
2019-04-01,01W,0,0,1,2,4,9688
2019-04-01,14L,0,0,0,2,13,20861
2019-04-01,00R,0,0,0,0,1,6948
2019-04-01,01A,0,0,0,0,2,14192
2019-04-01,01E,0,0,0,0,2,5618
2019-04-01,02G,0,0,0,0,1,3425
2019-04-01,01F,0,1,1,1,2,5141
2019-04-01,00P,0,1,1,2,3,11636
2019-04-01,03E,0,0,0,0,4,3757
2019-04-01,03Q,0,0,0,0,7,8777
2019-04-01,02X,0,0,0,1,4,13328
2019-04-01,03L,0,0,0,2,6,11617
2019-04-01,02R,0,1,2,3,10,10798
2019-04-01,02T,0,0,0,1,2,6787
2019-04-01,02W,0,0,0,0,2,5106
2019-04-01,15F,0,0,1,1,5,19728
2019-04-01,05F,0,0,0,0,2,4927
2019-04-01,05H,0,0,0,2,5,6481
2019-04-01,06D,0,0,0,0,1,3011
2019-04-01,06A,0,0,2,5,9,8545
2019-04-01,04H,0,0,0,0,3,3891
2019-04-01,15M,0,0,0,1,14,32340
2019-04-01,06L,0,0,0,0,1,10957
2019-04-01,06M,0,0,0,1,6,8173
2019-04-01,06V,0,0,0,1,3,5734
2019-04-01,06W,0,0,0,2,5,5598
2019-04-01,99E,0,0,0,0,2,7636
2019-04-01,99G,0,0,0,0,2,5172
2019-04-01,04G,0,0,2,3,3,18705
2019-04-01,06K,0,0,0,4,6,17431
2019-04-01,06N,0,0,0,1,5,13420
2019-04-01,03T,0,0,0,0,3,9508
2019-04-01,03W,0,1,1,2,5,8312
2019-04-01,04C,0,0,0,0,6,10746
2019-04-01,07L,0,0,0,0,1,5527
2019-04-01,07R,0,0,1,1,5,4504
2019-04-01,07X,0,0,0,0,0,7234
2019-04-01,08H,0,1,3,3,8,5292
2019-04-01,08V,0,0,0,0,2,6197
2019-04-01,07W,0,0,0,0,8,7935
2019-04-01,09A,0,0,0,0,1,2822
2019-04-01,07V,0,0,0,0,0,8082
2019-04-01,08A,0,0,0,1,2,7372
2019-04-01,08J,0,0,0,0,12,3664
2019-04-01,08T,0,0,0,0,3,4798
2019-04-01,11E,0,0,0,0,5,4159
2019-04-01,11M,0,0,0,1,10,15220
2019-04-01,09E,0,0,0,0,0,5405
2019-04-01,09J,0,0,0,0,0,6212
2019-04-01,99J,0,0,0,0,7,11783
2019-04-01,09F,0,0,0,0,1,5729
2019-04-01,09L,0,1,2,2,2,3560
2019-04-01,09P,0,0,1,1,2,6306
2019-04-01,09X,0,0,0,0,0,4621
2019-04-01,10C,0,0,0,0,1,2088
2019-04-01,10K,0,0,0,0,4,4750
2019-04-01,10L,0,0,0,0,1,4774
2019-04-01,10R,0,0,0,1,4,5834
2019-04-01,10V,0,0,0,0,5,5643
2019-04-01,10X,0,0,0,2,5,7994
2019-04-01,11A,0,1,1,2,6,13176
2017-03-01,15D,0,0,0,1,5,10457
2017-03-01,07N,0,0,1,1,3,6041
2017-03-01,07T,0,0,0,3,6,5767
2017-03-01,07V,0,0,0,0,0,8779
2017-03-01,01K,0,0,0,2,11,12386
2017-03-01,15M,0,0,0,11,25,36744
2017-03-01,09E,0,0,1,1,1,6160
2017-03-01,06N,0,0,0,0,10,14237
2017-03-01,08K,0,0,1,2,11,6562
2017-03-01,08L,0,0,0,1,5,7524
2017-03-01,04F,0,1,1,2,3,7264
2017-03-01,06V,0,1,1,2,8,6484
2017-03-01,07J,0,0,0,0,2,7457
2017-03-01,02M,0,0,0,0,0,6338
2017-03-01,01E,0,0,0,0,0,6399
2017-03-01,00R,0,0,0,0,2,7567
2017-03-01,99C,0,0,0,0,6,7810
2017-03-01,03M,0,0,0,0,0,4846
2017-03-01,03V,0,0,0,1,1,3720
2017-03-01,04G,0,0,0,1,4,22054
2017-03-01,04K,0,0,0,2,7,12288
2017-03-01,15N,0,4,4,7,24,38105
2017-03-01,03L,0,0,0,2,6,12604
2017-03-01,03N,0,1,1,8,15,21105
2017-03-01,11X,0,0,0,4,8,15435
2017-03-01,09N,0,0,0,1,3,4611
2017-03-01,12D,0,0,0,0,0,6094
2017-03-01,01Y,0,1,1,1,6,10529
2017-03-01,05Y,0,0,0,3,11,11295
2017-03-01,08X,0,1,3,6,8,7125
2017-03-01,09G,0,0,0,5,16,14655
2017-03-01,09H,0,0,0,0,2,3766
2017-03-01,02F,0,0,0,2,4,8434
2017-03-01,99N,0,0,0,0,5,12738
2017-03-01,05J,0,0,0,5,8,4863
2017-03-01,05T,0,0,0,5,10,8038
2017-03-01,02P,0,0,1,1,5,12974
2017-03-01,00V,0,0,0,0,0,7276
2017-03-01,02G,0,0,0,0,0,3643
2017-03-01,00J,0,0,0,1,1,9979
2017-03-01,09F,0,0,0,1,3,5975
2017-03-01,10V,0,1,1,1,7,6195
2017-03-01,10J,0,0,0,0,1,5772
2017-03-01,00K,0,0,2,4,9,11945
2017-03-01,03F,0,0,0,0,7,14772
2017-03-01,10L,0,0,0,1,5,4903
2017-03-01,08Y,0,1,1,1,4,4065
2017-03-01,03J,0,0,0,0,2,6439
2017-03-01,03A,0,0,0,2,5,6628
2017-03-01,01J,0,0,0,0,0,9965
2017-03-01,04C,0,0,0,1,3,12059
2017-03-01,04Q,0,0,0,0,1,3973
2017-03-01,04D,0,0,0,0,2,7541
2017-03-01,03H,0,0,0,0,2,7581
2017-03-01,00Y,0,0,0,0,1,10029
2017-03-01,99G,0,0,0,0,4,5754
2017-03-01,02A,0,0,0,0,0,7426
2017-03-01,05H,0,0,0,1,1,7336
2017-03-01,06A,0,0,1,3,8,9101
2017-10-01,03K,0,0,0,0,0,6880
2017-10-01,99N,0,0,0,0,7,12809
2017-10-01,13T,0,0,0,3,13,19016
2017-10-01,03W,0,1,1,1,3,8746
2017-10-01,05R,0,0,0,1,1,6314
2017-10-01,05H,0,0,0,3,4,7197
2017-10-01,05W,0,0,0,0,4,13507
2017-10-01,01W,0,0,2,2,4,10980
2017-10-01,00N,0,0,1,2,8,7043
2017-10-01,99G,0,0,0,0,1,5563
2017-10-01,99F,0,0,0,0,0,5326
2017-10-01,05N,0,0,0,0,14,8965
2017-10-01,00Y,0,0,0,0,0,9913
2017-10-01,04E,0,0,0,1,5,9134
2017-10-01,04M,0,0,0,0,1,3116
2017-10-01,04H,0,0,0,0,1,4272
2017-10-01,03H,0,0,2,2,2,7598
2017-10-01,00M,0,1,1,3,9,13034
2017-10-01,06P,0,0,1,1,2,6532
2017-10-01,04V,0,0,0,1,2,12264
2017-10-01,01J,0,1,1,1,5,9268
2017-10-01,08Y,0,2,2,2,3,4032
2017-10-01,03J,0,0,0,0,1,6594
2017-10-01,01A,0,0,1,1,3,15448
2017-10-01,10L,0,0,0,1,3,4958
2017-10-01,08H,0,0,0,2,6,5662
2017-10-01,08D,0,0,0,0,2,5955
2017-10-01,11A,0,0,0,1,11,14117
2017-10-01,99K,0,0,0,0,0,4148
2017-10-01,02R,0,0,1,2,18,12136
2017-10-01,02G,0,0,0,0,0,3513
2017-10-01,00J,0,0,0,0,0,9726
2017-10-01,00C,0,0,0,0,5,3330
2017-10-01,05Y,0,0,0,2,8,11291
2017-10-01,09G,0,0,1,2,10,14062
2017-10-01,09H,0,0,0,0,4,3504
2017-10-01,09J,0,0,0,0,2,6798
2017-10-01,15N,0,2,2,3,21,37254
2017-10-01,12D,0,0,0,0,3,5917
2017-10-01,05V,0,1,1,1,2,4514
2017-10-01,04Y,0,0,0,0,4,4677
2017-10-01,15C,0,1,3,6,15,25373
2017-10-01,03E,0,0,0,0,2,3944
2017-10-01,01E,0,0,0,1,1,6372
2017-10-01,04F,0,0,0,1,4,7201
2017-10-01,06W,0,0,0,3,7,6307
2017-10-01,08L,0,0,0,2,4,7334
2017-10-01,09W,0,0,0,0,1,8473
2017-10-01,01D,0,0,0,0,0,9958
2017-10-01,08A,0,0,0,3,6,7648
2017-10-01,10D,0,0,0,0,1,3612
2017-10-01,01H,0,0,0,1,6,11662
2017-10-01,07T,0,0,0,1,5,5537
2017-10-01,01R,0,0,0,0,0,5549
2017-10-01,11J,0,3,3,8,23,23851
2017-10-01,02H,0,0,0,1,1,13593
2018-01-01,99A,0,0,0,0,13,26185
2018-01-01,14L,0,1,1,4,23,23323
2018-01-01,13T,0,0,0,1,9,19836
2018-01-01,03W,0,1,1,1,5,9374
2018-01-01,02A,0,1,1,1,1,7614
2018-01-01,99F,0,0,0,0,0,5916
2018-01-01,01W,0,0,0,0,0,11314
2018-01-01,05W,0,0,0,0,7,14588
2018-01-01,99E,0,1,1,1,2,8591
2018-01-01,07G,0,0,0,0,6,6371
2018-01-01,00N,0,0,1,1,7,7532
2018-01-01,01T,0,0,0,1,1,7059
2018-01-01,04M,0,1,1,1,5,3356
2018-01-01,04H,0,0,0,0,2,4453
2018-01-01,06T,0,0,0,0,4,12332
2018-01-01,99D,0,0,0,0,3,5466
2018-01-01,04C,0,0,0,2,8,12503
2018-01-01,01J,0,1,1,1,2,9418
2018-01-01,09A,0,0,0,0,1,3230
2018-01-01,10J,0,0,0,0,1,5986
2018-01-01,11A,0,1,1,3,11,15052
2018-01-01,07W,0,0,0,1,4,8886
2018-01-01,00T,0,0,0,0,8,13324
2018-01-01,02P,0,0,0,0,5,13126
2018-01-01,07L,0,1,1,2,2,6527
2018-01-01,05J,0,1,1,4,7,5170
2018-01-01,99N,0,0,0,0,3,13130
2018-01-01,99J,0,0,0,0,7,13010
2018-01-01,09J,0,0,0,0,2,6726
2018-01-01,02E,0,1,1,1,2,6610
2018-01-01,08W,0,0,0,0,1,6702
2018-01-01,08V,0,0,0,1,4,7275
2018-01-01,99M,0,0,0,0,2,5428
2018-01-01,12D,0,0,1,1,3,6152
2018-01-01,10C,0,0,0,0,1,2227
2018-01-01,07K,0,0,0,0,0,8861
2018-01-01,05Q,0,0,0,0,1,7033
2018-01-01,08N,0,0,0,0,3,6921
2018-01-01,00R,0,0,0,0,3,7523
2018-01-01,03D,0,0,0,3,8,4704
2018-01-01,03Q,0,0,0,0,8,10116
2018-01-01,03E,0,0,0,0,3,4118
2018-01-01,03M,0,1,1,1,1,5071
2018-01-01,09W,0,0,0,0,1,8819
2018-01-01,15F,0,1,3,4,14,23679
2018-01-01,08K,0,0,0,2,4,6660
2018-01-01,15E,0,1,2,6,26,44060
2018-01-01,10A,0,0,0,0,0,6768
2018-01-01,01F,0,0,0,0,3,5553
2018-01-01,08A,0,0,0,4,11,7956
2018-01-01,15M,0,0,1,5,23,37405
2018-01-01,07T,0,0,0,0,4,5658
2018-01-01,02D,0,0,0,0,0,3931
2018-01-01,01C,0,0,0,1,2,5416
2018-01-01,14Y,0,0,0,1,3,14997
2018-01-01,11J,0,0,0,3,24,25239
2018-01-01,11E,0,0,0,2,2,4887
2018-08-01,99G,0,1,1,1,5,5206
2018-08-01,09H,0,0,0,0,4,3175
2018-08-01,02W,0,0,0,0,2,5127
2018-08-01,08H,0,1,3,5,15,5175
2018-08-01,15A,0,0,1,2,5,11400
2018-08-01,02F,0,0,0,0,1,7752
2018-08-01,05H,0,0,0,1,1,6582
2018-08-01,07H,0,0,0,1,4,7804
2018-08-01,05R,0,0,0,1,1,5792
2018-08-01,00P,0,0,0,1,4,12002
2018-08-01,01W,0,0,0,1,7,9718
2018-08-01,01T,0,0,0,2,4,6639
2018-08-01,01V,0,0,0,0,2,3590
2018-08-01,08P,0,0,0,0,2,3330
2018-08-01,04C,0,0,0,1,4,10688
2018-08-01,06P,0,0,0,0,1,5643
2018-08-01,05G,0,0,0,1,3,8067
2018-08-01,04E,0,0,0,2,3,8807
2018-08-01,04H,0,0,0,0,4,4125
2018-08-01,03H,0,0,0,0,2,7330
2018-08-01,06T,0,0,0,0,3,11190
2018-08-01,99D,0,0,0,0,3,4775
2018-08-01,01J,0,0,0,0,1,8492
2018-08-01,09A,0,0,0,1,2,2725
2018-08-01,08Y,0,1,2,4,6,3285
2018-08-01,08C,0,0,0,0,3,3240
2018-08-01,10K,0,0,0,1,5,4547
2018-08-01,11M,0,0,0,1,11,14540
2018-08-01,07M,0,0,0,0,0,6103
2018-08-01,01A,0,0,0,0,1,13682
2018-08-01,00V,0,0,0,0,1,6744
2018-08-01,07L,0,0,0,0,1,5361
2018-08-01,05T,0,0,0,2,6,7112
2018-08-01,01Y,0,0,0,1,4,9563
2018-08-01,05Y,0,0,0,2,6,10358
2018-08-01,08V,0,0,0,0,1,5891
2018-08-01,15N,0,1,2,5,19,34103
2018-08-01,11X,0,0,0,1,4,13526
2018-08-01,03N,0,1,1,4,16,19612
2018-08-01,01E,0,0,0,0,1,5390
2018-08-01,06W,0,0,0,2,5,5315
2018-08-01,07J,0,0,0,0,1,6905
2018-08-01,06V,0,0,0,1,2,5951
2018-08-01,04F,0,0,0,2,5,6293
2018-08-01,01X,0,0,0,0,0,8297
2018-08-01,06Q,0,0,0,0,1,10710
2018-08-01,07Y,0,0,1,1,8,4565
2018-08-01,05L,0,1,1,2,5,16614
2018-08-01,06K,0,1,2,8,11,16590
2018-08-01,08F,0,0,0,0,2,6545
2018-08-01,01F,0,0,0,0,2,4857
2018-08-01,15M,0,0,1,2,19,32272
2018-08-01,10E,0,0,0,2,3,5332
2018-08-01,06M,0,0,0,1,6,8554
2018-08-01,07X,0,0,0,0,4,6867
2018-08-01,09E,0,0,0,0,0,5514
2018-08-01,05A,0,0,0,0,1,12170
2018-08-01,01H,0,0,1,1,3,10646
2018-08-01,07V,0,0,0,0,1,7639
2018-08-01,07T,0,0,0,1,3,4740
2018-08-01,07P,0,0,0,0,1,6289
2018-08-01,06H,0,0,0,1,5,25139
2018-08-01,06F,0,0,1,3,3,12404
2018-08-01,00Q,0,0,0,0,3,6095
2018-08-01,11E,0,0,0,1,3,3977
2019-01-01,00T,0,0,0,0,1,13151
2019-01-01,00V,0,0,0,0,0,7543
2019-01-01,02A,0,0,0,0,1,7068
2019-01-01,02H,0,0,0,0,0,14189
2019-01-01,00Q,0,0,0,0,2,7084
2019-01-01,01V,0,0,0,0,0,3967
2019-01-01,00P,0,1,1,4,6,12833
2019-01-01,01H,0,0,1,1,2,12040
2019-01-01,13T,0,0,0,1,14,19816
2019-01-01,03K,0,0,0,0,1,7101
2019-01-01,03Q,0,0,0,0,10,9698
2019-01-01,02Q,0,0,0,0,0,4861
2019-01-01,02X,0,0,0,1,9,14598
2019-01-01,03L,0,0,0,2,11,12623
2019-01-01,02N,0,0,0,2,9,5296
2019-01-01,02W,0,0,0,0,1,5910
2019-01-01,03A,0,0,0,2,5,6965
2019-01-01,03J,0,0,0,0,3,7062
2019-01-01,15F,0,0,1,2,7,22994
2019-01-01,05T,0,1,1,3,8,8630
2019-01-01,05C,0,0,0,0,4,10671
2019-01-01,05L,0,1,1,2,6,18951
2019-01-01,04H,0,0,0,0,3,4376
2019-01-01,04K,0,0,0,1,9,12089
2019-01-01,04M,0,0,0,0,1,3256
2019-01-01,04N,0,0,0,0,1,3400
2019-01-01,06L,0,0,0,1,2,12064
2019-01-01,06Q,0,0,0,0,0,12163
2019-01-01,07G,0,0,0,0,1,6116
2019-01-01,07H,0,0,0,0,2,8785
2019-01-01,99E,0,0,0,1,2,8420
2019-01-01,03V,0,0,0,1,1,3613
2019-01-01,04G,0,0,1,3,5,21239
2019-01-01,06P,0,0,0,0,1,6811
2019-01-01,04Q,0,0,0,0,0,3975
2019-01-01,05V,0,0,0,1,3,4573
2019-01-01,07R,0,0,1,1,4,4590
2019-01-01,08N,0,0,0,0,2,6748
2019-01-01,07P,0,0,0,0,2,7627
2019-01-01,07W,0,0,0,0,6,8820
2019-01-01,08G,0,0,0,0,1,7113
2019-01-01,09A,0,0,0,1,3,3111
2019-01-01,07N,0,0,0,0,0,6165
2019-01-01,08R,0,1,1,1,2,4400
2019-01-01,11E,0,0,0,1,2,4868
2019-01-01,99N,0,0,0,0,3,12974
2019-01-01,11X,0,0,0,1,6,15393
2019-01-01,09E,0,0,0,0,0,6069
2019-01-01,10D,0,0,0,0,0,3719
2019-01-01,09F,0,0,0,0,2,5982
2019-01-01,09H,0,0,0,0,5,3470
2019-01-01,09X,0,0,0,0,3,5047
2019-01-01,09Y,0,0,0,0,2,7626
2019-01-01,99K,0,0,0,0,0,4437
2019-01-01,14Y,0,0,0,2,4,13952
2019-01-01,15D,0,0,0,0,2,10540
2019-01-01,10R,0,0,0,1,3,6477
2019-01-01,10V,0,1,1,1,5,6301
2019-01-01,11A,0,0,0,1,5,14724
2019-01-01,11J,0,0,0,2,10,25130
2019-01-01,99M,0,0,0,1,3,5320
2017-12-01,07G,0,0,0,0,9,6432
2017-12-01,05W,0,0,0,1,7,14178
2017-12-01,08R,0,0,0,0,1,4305
2017-12-01,10X,0,0,0,0,8,8925
2017-12-01,99E,0,1,1,1,2,8751
2017-12-01,00N,0,1,1,5,9,7466
2017-12-01,99F,0,0,0,0,3,5911
2017-12-01,01T,0,0,0,1,2,7093
2017-12-01,01V,0,0,0,0,2,4025
2017-12-01,04E,0,0,0,2,5,9450
2017-12-01,04M,0,0,0,0,1,3298
2017-12-01,05G,0,0,0,2,3,8706
2017-12-01,00M,0,1,2,4,8,13545
2017-12-01,06P,0,0,1,1,2,6357
2017-12-01,04D,0,0,0,0,2,7910
2017-12-01,03T,0,0,0,0,12,10085
2017-12-01,04Q,0,0,0,0,0,4176
2017-12-01,08H,0,0,0,1,5,5919
2017-12-01,09A,0,0,0,1,2,3296
2017-12-01,10J,0,1,1,2,4,6243
2017-12-01,02Y,0,0,0,0,1,12710
2017-12-01,07W,0,0,0,1,5,9330
2017-12-01,00C,0,0,0,0,3,3504
2017-12-01,00J,0,0,0,0,3,10283
2017-12-01,00T,0,0,0,1,3,12924
2017-12-01,09D,0,0,0,1,3,7431
2017-12-01,00V,0,0,0,0,1,7478
2017-12-01,02W,0,0,0,1,1,5389
2017-12-01,07M,0,0,0,0,3,7527
2017-12-01,12F,0,0,0,1,5,13494
2017-12-01,09X,0,1,1,1,3,4995
2017-12-01,09G,0,0,0,3,14,15770
2017-12-01,09J,0,0,0,1,2,7024
2017-12-01,05X,0,0,0,6,14,6266
2017-12-01,04Y,0,0,0,2,4,5003
2017-12-01,99H,0,0,1,1,2,6315
2017-12-01,05V,0,0,0,1,1,4691
2017-12-01,05Q,0,0,0,0,2,6975
2017-12-01,05D,0,0,0,0,0,4848
2017-12-01,08N,0,0,0,0,5,6926
2017-12-01,06Y,0,0,0,3,3,7345
2017-12-01,03D,0,0,0,1,3,4815
2017-12-01,03E,0,0,0,0,5,4253
2017-12-01,03Q,0,0,0,0,11,10043
2017-12-01,99C,0,0,0,0,7,7962
2017-12-01,02M,0,0,0,0,3,6718
2017-12-01,06V,0,0,0,2,5,6598
2017-12-01,06Q,0,0,0,0,1,12310
2017-12-01,07X,0,0,0,0,4,7895
2017-12-01,08F,0,0,0,0,3,7858
2017-12-01,15E,0,1,1,4,19,42942
2017-12-01,01F,0,0,0,0,3,5594
2017-12-01,10E,0,0,0,1,1,6200
2017-12-01,11N,0,1,2,6,12,22783
2017-12-01,05A,0,0,1,3,6,14161
2017-12-01,07V,0,0,0,0,0,9090
2017-12-01,02D,0,0,0,0,1,4080
2017-12-01,01C,0,0,0,1,6,5505
2017-12-01,07R,0,0,0,0,7,4537
2017-12-01,14Y,0,0,0,2,2,15429
2017-12-01,15A,0,0,0,2,9,13990
2017-12-01,07N,0,0,0,0,0,6441
2017-12-01,06F,0,0,1,1,2,14861
2017-12-01,15D,0,0,0,2,4,11055
2017-12-01,02Q,0,0,0,0,1,5033
2018-03-01,02R,0,0,1,2,17,11378
2018-03-01,05H,0,0,0,1,2,7016
2018-03-01,03R,0,0,1,3,8,15201
2018-03-01,01W,0,0,1,2,10,10373
2018-03-01,99E,0,0,0,1,2,8058
2018-03-01,07G,0,0,0,0,6,5738
2018-03-01,00N,0,0,0,1,7,7049
2018-03-01,01V,0,0,0,0,2,3753
2018-03-01,03A,0,0,0,3,8,6184
2018-03-01,06T,0,0,0,0,2,11641
2018-03-01,04H,0,0,0,0,2,4025
2018-03-01,03H,0,0,0,0,3,7615
2018-03-01,00M,0,0,1,1,5,13190
2018-03-01,04C,0,0,0,1,6,11354
2018-03-01,01J,0,0,0,0,1,9143
2018-03-01,03F,0,1,1,1,1,14163
2018-03-01,03J,0,3,3,3,4,6313
2018-03-01,08J,0,0,1,1,10,3755
2018-03-01,08Y,0,0,2,4,9,3619
2018-03-01,08H,0,0,1,4,12,5782
2018-03-01,10L,0,0,0,1,3,4659
2018-03-01,08D,0,0,0,0,3,5710
2018-03-01,10V,0,1,1,1,8,5784
2018-03-01,10K,0,0,0,1,4,4912
2018-03-01,09F,0,0,0,0,3,5722
2018-03-01,02Y,0,0,0,0,2,11563
2018-03-01,07W,0,0,1,2,5,8289
2018-03-01,00C,0,0,0,0,3,3330
2018-03-01,02G,0,0,0,0,1,3597
2018-03-01,02T,0,1,1,2,5,7137
2018-03-01,02W,0,0,0,1,3,5305
2018-03-01,12D,0,0,1,1,1,5621
2018-03-01,09J,0,1,1,1,3,6529
2018-03-01,02F,0,0,0,0,2,8095
2018-03-01,09G,0,0,0,0,11,14231
2018-03-01,05Y,0,0,0,3,6,10605
2018-03-01,08W,0,0,0,0,1,5803
2018-03-01,05X,0,0,0,7,14,5912
2018-03-01,09L,0,1,1,2,3,3514
2018-03-01,05Q,0,0,0,0,1,6585
2018-03-01,10R,0,0,0,2,4,5929
2018-03-01,06K,0,0,0,5,12,17627
2018-03-01,03E,0,0,0,0,4,3665
2018-03-01,03V,0,0,0,0,1,3500
2018-03-01,02N,0,0,0,1,5,4827
2018-03-01,03Q,0,0,0,0,11,9254
2018-03-01,99C,0,0,0,0,3,7239
2018-03-01,00R,0,0,0,0,3,7164
2018-03-01,07J,0,0,0,0,2,7345
2018-03-01,01K,0,0,0,1,6,11912
2018-03-01,06V,0,0,0,1,2,6156
2018-03-01,04F,0,0,1,2,8,6882
2018-03-01,08Q,0,1,1,2,7,5464
2018-03-01,06N,0,0,0,0,2,13355
2018-03-01,15E,0,1,1,6,24,39682
2018-03-01,09E,0,0,0,0,0,5915
2018-03-01,07X,0,0,0,0,4,7496
2018-03-01,08E,0,0,0,0,0,5224
2018-03-01,10D,0,0,0,0,1,3626
2018-03-01,10A,0,0,0,1,1,6291
2018-03-01,06H,0,0,0,0,4,26208
2018-03-01,07T,0,0,0,4,6,5184
2018-03-01,07R,0,0,0,0,9,4525
