month,pct,more_than_two,all_inhlaers,percent_more_than_two
2019-06-01,05G,209,9333,2.239365691631844
2018-06-01,10J,159,7102,2.2388059701492535
2019-04-01,01E,156,6969,2.238484718037021
2018-08-01,05A,320,14297,2.238231796880464
2018-09-01,01R,141,6300,2.238095238095238
2017-03-01,00X,157,7016,2.2377423033067276
2019-04-01,02W,134,5989,2.2374352980464187
2019-06-01,05L,453,20248,2.2372580007902014
2018-10-01,04F,207,9254,2.236870542468122
2018-05-01,15A,334,14932,2.2368068577551568
2017-01-01,09C,101,4516,2.2364924712134635
2017-04-01,02Q,112,5008,2.2364217252396164
2018-02-01,06P,181,8094,2.236224363726217
2017-09-01,05R,161,7200,2.2361111111111107
2017-08-01,00X,139,6221,2.234367465037775
2019-06-01,02H,330,14772,2.2339561332250204
2018-04-01,01H,324,14511,2.232788918751292
2017-12-01,04F,225,10078,2.232585830521929
2018-09-01,01E,159,7122,2.232518955349621
2019-01-01,01E,179,8018,2.2324769269144427
2018-07-01,06V,163,7310,2.2298221614227085
2018-09-01,02Q,117,5248,2.229420731707317
2018-05-01,04N,80,3590,2.2284122562674096
2017-04-01,05R,154,6911,2.228331645203299
2018-12-01,99E,249,11177,2.22778920998479
2018-03-01,05G,232,10416,2.227342549923195
2017-09-01,05A,342,15355,2.2272875284923477
2017-04-01,07J,171,7678,2.2271424850221413
2017-09-01,04F,205,9205,2.2270505160239003
2017-07-01,02Q,123,5526,2.225841476655809
2018-06-01,02A,182,8178,2.2254830031792614
2018-07-01,07V,261,11728,2.225443383356071
2017-04-01,02G,82,3685,2.225237449118046
2018-12-01,02H,359,16140,2.224287484510533
2018-06-01,12F,342,15377,2.2241009299603305
2018-01-01,02E,176,7919,2.2225028412678367
2018-04-01,06P,169,7607,2.2216379650322073
2018-09-01,02A,171,7698,2.2213561964146535
2017-08-01,06Y,163,7339,2.221011036926012
2017-09-01,02E,168,7565,2.220753469927297
2018-09-01,99D,119,5364,2.2184936614466815
2017-11-01,04F,214,9655,2.216468151216986
2017-05-01,05D,125,5640,2.2163120567375887
2017-09-01,06Y,170,7671,2.2161387042106635
2019-02-01,04Y,121,5464,2.2144948755490486
2019-03-01,02H,346,15651,2.21072135965753
2018-01-01,08E,164,7419,2.210540504111066
2019-05-01,08E,138,6246,2.2094140249759846
2018-08-01,10A,175,7921,2.2093170054286073
2017-04-01,09W,213,9649,2.2074826406881543
2019-02-01,00T,309,13999,2.207300521465819
2019-03-01,01E,166,7522,2.206859877692103
2017-11-01,15A,355,16091,2.206202224846187
2019-04-01,99D,124,5621,2.2060131649172745
2018-10-01,06V,157,7117,2.205985668118589
2018-10-01,02W,157,7125,2.2035087719298243
2017-07-01,15A,328,14890,2.202820685023506
2019-07-01,00T,329,14942,2.2018471422834964
2018-09-01,10A,173,7865,2.1996185632549268
2018-10-01,10A,191,8687,2.1986876942557845
2018-02-01,03W,219,9961,2.198574440317237
2018-08-01,12D,144,6551,2.1981376889024578
2019-07-01,07X,219,9964,2.197912484945805
2017-06-01,99G,157,7147,2.1967258989785923
2018-09-01,06V,150,6834,2.194907813871817
2019-07-01,02A,178,8118,2.1926582902192657
2017-06-01,01A,377,17196,2.1923703186787624
2019-05-01,02W,136,6204,2.192134107027724
2018-05-01,07G,151,6889,2.191900130643054
2019-07-01,02W,129,5889,2.1905247070809986
2019-06-01,09C,93,4246,2.190296749882242
2018-09-01,07J,167,7627,2.1895896158384685
2017-08-01,15A,311,14204,2.1895240777245846
2019-06-01,03W,222,10144,2.1884858044164037
2019-01-01,07X,223,10194,2.1875613105748477
2018-04-01,10A,172,7866,2.1866259852529875
2017-07-01,07J,184,8415,2.1865715983363043
2017-06-01,05R,168,7686,2.185792349726776
2019-01-01,04V,343,15706,2.183878772443652
2017-05-01,05R,158,7237,2.1832250932706923
2018-04-01,02E,150,6872,2.1827706635622817
2018-02-01,04F,187,8584,2.178471575023299
2018-07-01,09C,94,4315,2.178447276940904
2018-12-01,07H,229,10513,2.178255493198897
2019-06-01,05A,310,14234,2.1778839398623013
2019-04-01,04Y,124,5694,2.1777309448542326
2017-10-01,01E,174,7993,2.1769047916927313
2017-05-01,02Q,124,5703,2.174294231106435
2018-07-01,01E,154,7083,2.17421996329239
2018-07-01,15A,311,14307,2.1737610959670093
2018-06-01,04F,201,9260,2.1706263498920086
2017-11-01,05R,168,7742,2.1699819168173597
2019-02-01,12D,141,6498,2.169898430286242
2018-04-01,02A,166,7652,2.169367485624673
2017-05-01,06Y,171,7885,2.1686746987951806
2018-03-01,02H,349,16093,2.1686447523768098
2017-09-01,01C,128,5908,2.1665538253215977
2018-05-01,00X,132,6094,2.166064981949458
2018-04-01,02Q,119,5494,2.1659992719330177
2019-04-01,06D,95,4386,2.165982672138623
2017-06-01,02Q,130,6005,2.164862614487927
2018-03-01,07X,213,9841,2.1644141855502492
2017-10-01,04F,208,9614,2.1635115456625753
2019-03-01,01T,175,8091,2.1628970461006056
2017-04-01,01R,135,6244,2.162075592568866
2018-04-01,05D,114,5275,2.161137440758294
2017-12-01,09C,103,4768,2.160234899328859
2019-02-01,07X,201,9305,2.1601289629231597
2017-02-01,07X,214,9907,2.1600888260825677
2018-07-01,06P,176,8149,2.1597742054239784
2018-01-01,00X,145,6717,2.158701801399434
2018-03-01,07J,186,8621,2.157522329196149
2017-08-01,05D,120,5562,2.157497303128371
2018-05-01,01T,180,8350,2.155688622754491
2018-06-01,01E,151,7008,2.154680365296804
2018-02-01,07H,196,9097,2.154556447180389
2017-02-01,03K,150,6966,2.1533161068044793
2019-04-01,00T,310,14405,2.15203054494967
2019-01-01,08E,151,7021,2.1506907847884915
2018-12-01,10A,188,8748,2.1490626428898034
2017-02-01,06Y,163,7586,2.1486949644081204
2017-12-01,03H,212,9869,2.1481406424156453
2017-06-01,03H,201,9358,2.147894849326779
2017-06-01,00X,141,6569,2.1464454254833307
2018-04-01,04E,208,9697,2.1449932968959473
2018-06-01,02E,156,7274,2.144624690679131
2018-11-01,04F,203,9468,2.1440642163075623
2017-12-01,00X,148,6904,2.1436848203939745
2018-08-01,01H,309,14416,2.143451720310766
2018-12-01,01T,180,8398,2.143367468444868
2017-03-01,05R,164,7654,2.1426704990854457
2018-10-01,04Y,133,6216,2.1396396396396398
2019-05-01,00T,328,15334,2.13903743315508
2017-05-01,02E,164,7673,2.137364785611886
2018-12-01,05R,161,7535,2.1366954213669542
2017-09-01,04E,209,9788,2.135267674703719
2018-12-01,12D,151,7078,2.1333710087595366
2018-09-01,07X,193,9055,2.131419105466593
2017-11-01,09J,177,8312,2.1294513955726657
2018-11-01,01R,148,6957,2.1273537444300707
2017-06-01,09W,225,10578,2.127056154282473
2019-03-01,01J,212,9969,2.1265924365533153
2017-11-01,02E,162,7625,2.1245901639344265
2019-02-01,02W,131,6167,2.124209502189071
2018-09-01,05A,304,14312,2.1240916713247624
2018-10-01,05F,144,6786,2.122015915119363
2017-11-01,07H,225,10606,2.121440693946823
2018-11-01,06D,107,5045,2.1209117938553024
2017-10-01,05R,159,7501,2.1197173710171975
2019-02-01,01H,296,13974,2.1182195505939605
2019-01-01,00T,341,16101,2.1178808769641635
2018-04-01,06V,148,6993,2.1164021164021163
2019-04-01,07H,200,9458,2.114611968703743
2017-02-01,09C,81,3833,2.1132272371510568
2019-02-01,08E,132,6251,2.111662134058551
2019-01-01,01T,179,8479,2.1110980068404293
2018-05-01,05G,210,9951,2.1103406692794695
2019-01-01,06V,157,7441,2.109931460825158
2018-02-01,05R,147,6972,2.108433734939759
2018-01-01,07J,187,8871,2.107992334573329
2019-03-01,08E,136,6459,2.1055891004799503
2019-05-01,11N,528,25084,2.104927443788869
2018-05-01,06V,158,7507,2.1047022778739843
2018-01-01,05D,135,6416,2.1041147132169575
2018-11-01,05D,126,5989,2.1038570712973783
2017-10-01,05F,130,6181,2.1032195437631453
2017-10-01,00R,181,8606,2.1031838252382062
2018-12-01,01J,214,10181,2.1019546213535016
2017-10-01,10J,156,7424,2.101293103448276
2018-01-01,04F,210,9996,2.100840336134454
2019-01-01,01H,338,16089,2.1008142208962646
2018-04-01,01R,129,6141,2.1006350757205667
2017-04-01,10J,141,6713,2.1004022046774913
2017-12-01,02W,136,6476,2.1000617665225447
2019-03-01,15A,315,15002,2.099720037328356
2018-02-01,06V,139,6622,2.0990637269707038
2017-05-01,01A,365,17398,2.097942292217496
2017-11-01,03H,205,9774,2.097401268671987
2017-03-01,02E,169,8058,2.0972946140481508
2019-04-01,05A,300,14328,2.0938023450586267
2019-06-01,01R,134,6404,2.0924422236102433
2018-11-01,09C,93,4445,2.092238470191226
2017-01-01,04N,82,3921,2.0913032389696506
2017-12-01,07G,164,7844,2.0907700152983173
2018-01-01,01E,171,8179,2.0907201369360555
2018-04-01,00X,124,5931,2.090709829708312
2017-10-01,07J,182,8711,2.089312363678108
2017-12-01,02G,92,4404,2.0890099909173476
2018-05-01,05D,118,5651,2.0881259953990443
2017-03-01,06Y,171,8192,2.08740234375
2017-03-01,07J,185,8867,2.0863877297845947
2017-09-01,03H,195,9347,2.086230876216968
2019-01-01,07N,170,8156,2.0843550760176557
2018-09-01,01C,117,5616,2.083333333333333
2017-05-01,10D,99,4753,2.0828950136755733
2018-02-01,04Q,80,3849,2.0784619381657574
2018-12-01,05D,128,6159,2.078259457704173
2019-06-01,10J,140,6740,2.0771513353115725
2017-06-01,07G,148,7127,2.0766100743650906
2017-10-01,02G,87,4198,2.072415435921868
2018-06-01,15A,302,14580,2.0713305898491083
2017-03-01,09C,92,4445,2.0697412823397077
2018-04-01,99G,137,6624,2.0682367149758454
2019-04-01,06V,138,6679,2.0661775714927386
2019-07-01,01R,140,6776,2.066115702479339
2018-02-01,09C,79,3826,2.0648196549921587
2017-05-01,06V,158,7656,2.0637408568443054
2018-06-01,02Q,114,5524,2.063721940622737
2018-07-01,00X,125,6059,2.0630467073774548
2017-08-01,07J,169,8195,2.0622330689444786
2018-12-01,15A,326,15810,2.0619860847564833
2018-07-01,04F,186,9034,2.0588886429045825
2017-08-01,02Q,122,5927,2.0583769191833983
2018-03-01,02G,87,4227,2.0581973030518097
2018-06-01,09W,211,10260,2.056530214424951
2017-03-01,06L,298,14502,2.0548889808302304
2017-10-01,06L,282,13727,2.0543454505718657
2018-08-01,03H,186,9056,2.053886925795053
2018-05-01,03V,78,3801,2.0520915548539858
2018-01-01,10A,182,8869,2.0520915548539858
2018-05-01,02H,326,15888,2.0518630412890233
2017-01-01,07J,177,8631,2.0507473062217585
2019-04-01,01J,201,9803,2.0503927369172703
2019-07-01,01T,174,8489,2.049711391212157
2017-04-01,05F,119,5806,2.049603858077851
2017-01-01,07X,224,10933,2.0488429525290406
2019-03-01,05D,116,5664,2.048022598870056
2018-11-01,15A,302,14747,2.047874143893673
2018-05-01,10A,166,8117,2.04509055069607
2019-03-01,02A,162,7926,2.043906131718395
2018-01-01,15A,331,16206,2.042453412316426
2018-11-01,06V,147,7198,2.0422339538760768
2018-10-01,05D,119,5827,2.042217264458555
2018-05-01,02A,167,8181,2.041315242635375
2018-04-01,99F,137,6712,2.0411203814064365
2019-01-01,02A,175,8575,2.0408163265306123
2017-03-01,01E,165,8089,2.0398071455062428
2018-07-01,07J,163,7994,2.0390292719539653
2018-06-01,07H,199,9760,2.0389344262295084
2019-04-01,02A,155,7603,2.038668946468499
2017-05-01,99D,125,6133,2.038154247513452
2019-05-01,01T,170,8341,2.0381249250689364
2017-11-01,01E,162,7951,2.0374795623192052
2018-07-01,05D,115,5645,2.0372010628875112
2017-06-01,07J,171,8405,2.0345032718619867
2018-09-01,09C,80,3933,2.0340706839562674
2019-01-01,05D,125,6151,2.0321898878231184
2017-02-01,06L,265,13048,2.0309625996321277
2018-08-01,01A,321,15809,2.0304889619836803
2019-07-01,01E,143,7045,2.029808374733854
2019-05-01,15A,299,14735,2.0291822192059725
2019-07-01,12D,130,6407,2.0290307476197906
2019-06-01,99G,128,6309,2.028847677920431
2017-01-01,01A,375,18486,2.0285621551444333
2017-09-01,07J,164,8086,2.0281968835023494
2017-09-01,09W,208,10257,2.027883396704689
2019-01-01,06P,184,9086,2.0250935505172794
2017-11-01,04E,208,10279,2.0235431462204496
2017-08-01,04E,202,9990,2.022022022022022
2017-01-01,01R,140,6925,2.0216606498194944
2018-05-01,03H,187,9251,2.0214030915576697
2018-02-01,07J,154,7625,2.0196721311475407
2018-11-01,05R,147,7281,2.018953440461475
2019-06-01,15A,280,13882,2.0170004322143784
2017-11-01,07G,149,7391,2.0159653632796646
2019-02-01,10J,140,6953,2.0135193441679853
2019-02-01,05A,280,13911,2.012795629358062
2017-01-01,05R,151,7507,2.011455974423871
2018-11-01,10D,102,5075,2.0098522167487682
2019-07-01,99D,123,6121,2.009475575886293
2018-02-01,02E,138,6868,2.009318578916715
2018-12-01,04E,211,10508,2.00799390940236
2018-10-01,02E,155,7720,2.0077720207253886
2018-04-01,15A,280,13947,2.00760020076002
2017-12-01,02E,165,8224,2.0063229571984436
2017-01-01,00X,139,6929,2.0060614807331505
2019-05-01,02H,325,16202,2.005925194420442
2017-07-01,02E,149,7432,2.004843918191604
2018-07-01,14Y,314,15670,2.00382897255903
2017-01-01,10A,169,8437,2.0030816640986133
2019-06-01,05F,121,6044,2.0019854401058903
2019-05-01,02A,168,8393,2.0016680567139282
2019-05-01,01J,208,10394,2.0011545122185876
2017-07-01,05D,106,5299,2.000377429703718
2018-09-01,09W,193,9659,1.9981364530489698
2019-04-01,03H,180,9015,1.9966722129783694
2017-03-01,09W,226,11338,1.993296877756218
2018-09-01,06H,576,28904,1.992803764184888
2017-05-01,09W,204,10241,1.9919929694365783
2017-06-01,06H,633,31779,1.9918814311337674
2018-11-01,00X,133,6678,1.9916142557651992
2018-08-01,05V,102,5123,1.9910208861994925
2017-01-01,06L,292,14672,1.9901853871319521
2017-10-01,02E,147,7396,1.9875608436992969
2019-04-01,05G,192,9671,1.9853169268948403
2017-09-01,01A,349,17582,1.9849846433852805
2019-02-01,05F,116,5850,1.982905982905983
2019-06-01,05D,107,5400,1.9814814814814816
2019-01-01,05G,209,10549,1.981230448383733
2017-07-01,06L,256,12929,1.980044860391368
2019-01-01,99F,142,7174,1.9793699470309452
2018-02-01,04E,186,9397,1.9793551133340428
2017-05-01,01E,153,7732,1.9787894464562856
2017-10-01,03H,187,9452,1.9784172661870503
2019-05-01,10A,168,8504,1.975540921919097
2017-04-01,02E,135,6838,1.9742614799649019
2017-10-01,05D,113,5726,1.9734544184421936
2017-03-01,03K,151,7663,1.9705076340858674
2019-01-01,01R,142,7207,1.9703066463160817
2019-04-01,01T,153,7767,1.9698725376593278
2018-03-01,05D,111,5638,1.9687832564739267
2017-06-01,06L,272,13820,1.9681620839363243
2017-11-01,06Y,158,8028,1.9681116093672149
2019-03-01,10J,141,7170,1.9665271966527196
2017-06-01,05F,123,6255,1.9664268585131892
2017-02-01,10A,145,7374,1.9663683211282885
2019-05-01,04F,178,9056,1.9655477031802122
2019-05-01,06P,167,8498,1.9651682748882089
2017-05-01,03H,183,9313,1.9649951680446687
2017-06-01,06F,326,16593,1.9646839028505996
2018-11-01,02A,168,8551,1.9646824932756404
2019-05-01,02E,145,7381,1.9645034548164204
2018-12-01,10D,101,5142,1.9642162582652662
2019-01-01,04E,208,10593,1.9635608420655148
2017-04-01,06Y,137,6980,1.9627507163323783
2019-07-01,02H,310,15804,1.9615287269045811
2018-08-01,07J,158,8057,1.9610276777957056
2017-04-01,06H,559,28507,1.9609218788367768
2017-02-01,09W,186,9487,1.960577632549805
2019-05-01,99G,134,6836,1.960210649502633
2017-11-01,05F,125,6377,1.960169358632586
2018-10-01,00X,133,6789,1.9590514066872882
2018-04-01,04Q,77,3934,1.9572953736654803
2018-07-01,02E,144,7361,1.9562559434859395
2019-04-01,07X,181,9254,1.9559109574238165
2018-01-01,05R,157,8029,1.9554116328309876
2019-01-01,09C,93,4759,1.9541920571548645
2018-07-01,05F,121,6193,1.9538188277087036
2017-04-01,04E,181,9266,1.9533779408590544
2019-01-01,03H,189,9676,1.9532864820173623
2018-03-01,00X,123,6305,1.950832672482157
2018-12-01,03H,189,9693,1.9498607242339834
2019-07-01,03H,169,8673,1.948576040585726
2017-08-01,06F,310,15918,1.9474808393014198
2018-06-01,01T,152,7807,1.9469706673498142
2019-05-01,12D,136,6986,1.9467506441454336
2019-02-01,00X,115,5912,1.9451962110960759
2018-12-01,02A,161,8278,1.9449142304904565
2019-07-01,99F,127,6530,1.9448698315467077
2018-11-01,05A,298,15326,1.9444081952238026
2017-09-01,02G,83,4269,1.9442492386975874
2018-05-01,02Q,110,5658,1.9441498762813716
2017-06-01,06Q,263,13550,1.9409594095940959
2017-02-01,06H,567,29224,1.9401861483712017
2017-01-01,07G,144,7423,1.9399164758184022
2019-06-01,99F,123,6345,1.938534278959811
2019-02-01,03H,167,8616,1.9382544103992574
2017-01-01,09W,211,10888,1.93791329904482
2017-11-01,09W,209,10786,1.9376970146486185
2018-09-01,14Y,283,14605,1.9376925710373158
2019-02-01,01T,142,7337,1.935395938394439
2017-05-01,07K,183,9458,1.9348699513639247
2018-05-01,02E,143,7391,1.934785549993235
2018-05-01,01C,111,5738,1.9344719414430116
2017-03-01,01A,357,18467,1.9331781014783125
2017-09-01,06H,595,30801,1.9317554624849842
2018-11-01,02W,142,7353,1.9311845505235958
2017-06-01,02E,140,7251,1.930768169907599
2017-12-01,10A,175,9067,1.9300761001433768
2019-02-01,02A,147,7618,1.9296403255447625
2019-02-01,09W,188,9744,1.929392446633826
2019-01-01,07H,198,10278,1.926444833625219
2018-09-01,10J,134,6959,1.9255640178186522
2018-08-01,06H,574,29812,1.92539916812022
2018-02-01,04N,64,3325,1.9248120300751879
2017-11-01,06V,142,7381,1.923858555751253
2017-12-01,07J,175,9097,1.9237111135539189
2017-11-01,00R,158,8214,1.92354516678841
2018-02-01,05D,103,5355,1.9234360410831
2017-09-01,03V,69,3590,1.9220055710306407
2017-08-01,01C,109,5673,1.9213819848404725
2018-11-01,02Q,104,5413,1.9213005726953631
2018-06-01,03V,75,3904,1.9211065573770492
2018-12-01,00X,124,6464,1.9183168316831682
2017-12-01,07H,202,10536,1.917236142748671
2018-04-01,07H,180,9391,1.916728782877223
2019-03-01,99G,130,6788,1.915144372421921
2018-12-01,01R,130,6790,1.914580265095729
2018-04-01,04N,64,3343,1.9144481005085252
2018-06-01,05D,112,5851,1.9142027003930953
2017-07-01,06Y,148,7734,1.9136281355055598
2018-05-01,00R,157,8206,1.9132342188642455
2017-05-01,10A,161,8418,1.912568306010929
2018-05-01,05F,123,6432,1.912313432835821
2018-06-01,01R,133,6961,1.9106450222669158
2018-01-01,00R,165,8639,1.9099432804722767
2017-08-01,01A,316,16551,1.9092501963627575
2017-08-01,05R,132,6914,1.9091698004049755
2017-03-01,10A,171,8959,1.9086951668713028
2017-04-01,01A,319,16715,1.908465450194436
2018-08-01,07H,174,9121,1.9076855607937724
2018-03-01,15A,283,14836,1.9075222431922352
2018-03-01,05F,115,6031,1.9068147902503731
2018-08-01,04E,192,10070,1.906653426017875
2017-04-01,06L,240,12596,1.905366783105748
2017-05-01,04E,198,10397,1.9043954987015486
2019-02-01,02Q,95,4996,1.901521216973579
2019-01-01,07J,167,8785,1.9009675583380763
2017-07-01,01E,144,7579,1.899986805647183
2017-02-01,01T,139,7318,1.8994260726974583
2018-07-01,06H,565,29750,1.8991596638655461
2018-10-01,01C,117,6162,1.89873417721519
2019-05-01,10J,135,7112,1.8982002249718786
2018-02-01,09W,182,9592,1.8974145120934112
2018-12-01,10J,144,7591,1.896983269661441
2018-11-01,07J,157,8277,1.8968225202368005
2019-04-01,10A,151,7968,1.8950803212851406
2018-05-01,07J,160,8450,1.8934911242603552
2018-06-01,04E,195,10300,1.8932038834951457
2019-06-01,02A,139,7343,1.8929592809478413
2017-07-01,07G,126,6660,1.891891891891892
2018-02-01,06L,235,12423,1.8916525798921355
2018-01-01,06L,273,14432,1.891629711751663
2018-08-01,06F,281,14865,1.8903464513958963
2019-03-01,05R,140,7408,1.8898488120950323
2019-03-01,01R,125,6622,1.8876472364844459
2018-04-01,06H,555,29408,1.887241566920566
2018-02-01,99G,119,6311,1.8855965774045316
2019-03-01,10A,156,8275,1.8851963746223566
2017-09-01,00R,156,8280,1.884057971014493
2017-12-01,06H,641,34025,1.8839088905216752
2018-06-01,06Y,139,7379,1.8837240818539096
2017-12-01,05D,112,5946,1.8836192398250924
2019-05-01,05F,119,6327,1.8808281966176703
2019-05-01,05A,284,15102,1.8805456230962785
2018-02-01,02G,72,3835,1.877444589308996
2018-05-01,04E,194,10334,1.8772982388233015
2019-03-01,07X,184,9806,1.8764022027330205
2019-06-01,01J,183,9761,1.8748079090257146
2019-06-01,06D,84,4482,1.8741633199464525
2019-07-01,06P,145,7738,1.8738692168518998
2018-02-01,05F,112,5977,1.8738497574033797
2018-08-01,07G,125,6672,1.8735011990407675
2019-05-01,07G,133,7101,1.8729756372341926
2017-10-01,01A,335,17898,1.8717175103363504
2019-02-01,03V,63,3371,1.8688816374962918
2019-03-01,02Q,98,5245,1.8684461391801714
2017-06-01,00R,157,8407,1.8674913762340908
2017-10-01,07G,135,7233,1.8664454583160512
2019-05-01,01E,135,7235,1.8659295093296473
2018-12-01,01E,144,7730,1.8628719275549808
2018-07-01,99G,126,6765,1.862527716186253
2018-05-01,02G,78,4188,1.8624641833810889
2017-01-01,06V,143,7693,1.858832705056545
2019-03-01,05F,115,6187,1.858736059479554
2018-07-01,06F,292,15717,1.8578609149328753
2018-05-01,09C,83,4470,1.8568232662192394
2018-05-01,09W,189,10183,1.8560345674162821
2018-12-01,99G,138,7441,1.854589436903642
2017-01-01,02E,149,8037,1.8539255941271617
2017-08-01,10D,84,4531,1.8538953873317148
2018-11-01,05F,119,6419,1.8538713195201746
2017-10-01,06H,587,31690,1.8523193436415273
2019-03-01,00R,143,7721,1.8520916979665847
2018-06-01,03K,141,7616,1.8513655462184875
2017-08-01,14Y,274,14801,1.851226268495372
2017-07-01,14Y,283,15296,1.8501569037656904
2019-07-01,02G,79,4270,1.8501170960187354
2017-11-01,07J,162,8759,1.8495262016211895
2017-12-01,02Q,113,6112,1.8488219895287958
2019-05-01,00X,119,6440,1.8478260869565217
2017-07-01,06H,575,31147,1.8460846951552317
2018-03-01,01E,139,7532,1.845459373340414
2017-06-01,05D,106,5745,1.845082680591819
2019-01-01,02H,309,16755,1.8442256042972247
2018-09-01,04E,175,9494,1.8432694333263115
2019-07-01,05D,111,6024,1.8426294820717133
2017-06-01,07K,174,9450,1.8412698412698412
2019-03-01,05A,266,14458,1.83981186886153
2017-10-01,10D,89,4838,1.8396031417941296
2018-01-01,06Y,154,8372,1.839464882943144
2018-09-01,02E,125,6800,1.8382352941176472
2018-06-01,05R,140,7620,1.837270341207349
2017-05-01,06H,582,31689,1.8365994509135661
2019-07-01,00R,139,7578,1.8342570599102666
2018-08-01,05D,96,5234,1.834161253343523
2017-05-01,06L,254,13864,1.8320830929024812
2018-10-01,04E,193,10555,1.8285172903837046
2019-02-01,09C,74,4049,1.8276117559891332
2018-03-01,04E,191,10456,1.8267023718439173
2018-04-01,03H,167,9145,1.8261344997266264
2017-09-01,10D,84,4602,1.8252933507170794
2017-03-01,03H,173,9486,1.823740248787687
2017-02-01,06V,123,6745,1.8235730170496665
2018-04-01,05F,108,5929,1.821555068308315
2018-05-01,07H,184,10102,1.821421500692932
2018-02-01,03H,156,8568,1.8207282913165268
2017-01-01,03H,163,8965,1.8181818181818181
2019-01-01,05F,121,6657,1.8176355715787893
2017-05-01,01C,107,5887,1.81756412434177
2019-02-01,01E,124,6823,1.8173823831159313
2017-07-01,01R,119,6550,1.8167938931297711
2017-10-01,04E,190,10458,1.8167909734174794
2018-04-01,01E,124,6827,1.8163175626190127
2018-02-01,10A,140,7710,1.8158236057068744
2018-07-01,02Q,101,5563,1.8155671400323568
2018-07-01,06L,238,13127,1.8130570579721186
2019-03-01,06P,152,8387,1.8123286037915822
2017-08-01,01R,117,6460,1.8111455108359134
2018-10-01,07J,152,8419,1.8054400760185294
2019-07-01,03V,67,3712,1.8049568965517242
2017-02-01,05D,96,5324,1.8031555221637865
2017-06-01,04E,185,10263,1.8025918347461756
2017-02-01,00X,107,5936,1.8025606469002693
2017-05-01,03K,133,7379,1.8024122509825178
2018-02-01,06Y,125,6936,1.8021914648212227
2018-10-01,09W,190,10545,1.8018018018018018
2017-12-01,01R,133,7382,1.8016797615822269
2017-06-01,14Y,291,16158,1.8009654660230228
2018-11-01,02E,135,7498,1.8004801280341425
2018-04-01,07G,119,6610,1.8003025718608168
2017-07-01,01C,106,5890,1.7996604414261461
2017-07-01,06F,290,16120,1.7990074441687345
2018-11-01,06Y,132,7350,1.7959183673469388
2017-08-01,06H,543,30244,1.795397434201825
2017-06-01,10D,85,4736,1.7947635135135136
2019-02-01,10A,137,7636,1.79413305395495
2017-03-01,07H,191,10655,1.7925856405443454
2019-07-01,05A,266,14857,1.7904018307868346
2019-03-01,09C,80,4473,1.7885088307623518
2019-02-01,00Y,167,9343,1.7874344428984266
2017-04-01,00X,110,6158,1.7862942513803184
2017-01-01,05F,122,6833,1.785452948924338
2017-09-01,14Y,288,16143,1.7840550083627578
2019-01-01,04F,170,9531,1.783653341726996
2018-01-01,03H,177,9932,1.7821184051550545
2018-10-01,15A,272,15263,1.7820874009041472
2018-08-01,01E,120,6736,1.7814726840855106
2017-12-01,06L,268,15049,1.7808492258621835
2018-12-01,07K,170,9561,1.7780566886308964
2017-07-01,04E,175,9846,1.7773715214300223
2018-05-01,06H,554,31175,1.7770649558941458
2018-12-01,07J,152,8555,1.7767387492694333
2017-03-01,05F,119,6703,1.775324481575414
2018-02-01,00X,102,5746,1.7751479289940828
2019-01-01,01A,315,17749,1.7747478731196125
2018-01-01,01A,326,18399,1.7718354258383608
2018-02-01,02W,104,5872,1.7711171662125342
2018-07-01,04E,181,10221,1.770863907641131
2018-08-01,05F,102,5760,1.7708333333333333
2018-04-01,09W,177,10003,1.7694691592522245
2019-07-01,01C,110,6219,1.7687731146486574
2017-01-01,14Y,293,16576,1.76761583011583
2018-03-01,09W,180,10184,1.7674783974862531
2017-07-01,01A,300,16981,1.7666804075142806
2017-08-01,02E,132,7478,1.765177855041455
2018-09-01,04N,59,3343,1.7648818426562969
2019-04-01,15A,248,14055,1.7644966204197796
2019-04-01,03V,58,3289,1.7634539373669809
2017-05-01,14Y,285,16165,1.7630683575626354
2017-04-01,00R,135,7658,1.7628623661530427
2018-05-01,05R,131,7433,1.7624108704426207
2019-03-01,03V,63,3576,1.761744966442953
2018-08-01,00X,104,5909,1.7600270773396516
2017-12-01,00R,152,8639,1.7594629007987035
2017-09-01,05F,106,6031,1.7575858066655612
2017-12-01,06F,314,17870,1.7571348628987131
2018-06-01,05F,106,6033,1.7570031493452678
2017-03-01,04E,190,10828,1.754710011082379
2017-12-01,01C,116,6619,1.7525305937452786
2017-09-01,04Q,76,4339,1.7515556579857108
2017-05-01,07G,129,7366,1.7512897094759707
2019-06-01,04E,167,9538,1.7508911721534914
2018-05-01,06F,284,16222,1.7507089138207372
2018-03-01,06L,242,13823,1.7507053461621933
2017-10-01,07K,168,9597,1.75054704595186
2019-04-01,01R,111,6341,1.7505125374546602
2018-10-01,02Q,98,5599,1.7503125558135384
2017-12-01,06Y,148,8464,1.7485822306238186
2017-02-01,05F,106,6063,1.748309417779977
2017-11-01,06H,565,32331,1.747548792180879
2017-03-01,02M,131,7503,1.7459682793549247
2017-01-01,05D,104,5958,1.7455521987244043
2019-04-01,00X,103,5902,1.7451711284310403
2018-01-01,04E,185,10611,1.7434737536518707
2017-11-01,06F,304,17438,1.7433191879802732
2018-12-01,02E,131,7518,1.7424847033785582
2018-02-01,02M,109,6259,1.741492251158332
