month,pct,items_more_than_two,all_items,items_percent_more_than_two
2018-03-01,06A,229,8846,2.588740673750848
2017-06-01,09Y,180,6955,2.5880661394680087
2018-09-01,08K,144,5565,2.587601078167116
2019-02-01,10V,143,5528,2.5868306801736614
2017-07-01,03A,161,6225,2.5863453815261046
2019-03-01,09G,362,14019,2.5822098580497896
2017-06-01,07P,187,7247,2.5803780874844766
2017-03-01,03A,171,6628,2.579963789981895
2017-03-01,10X,216,8377,2.578488719111854
2017-08-01,11J,563,21835,2.5784291275475155
2019-03-01,08X,170,6594,2.578101304215954
2017-03-01,08J,102,3958,2.5770591207680646
2017-01-01,02T,203,7878,2.5767961411525766
2019-07-01,06A,230,8931,2.5752995185309593
2018-01-01,08X,175,6802,2.5727727139076744
2019-01-01,09A,80,3111,2.571520411443266
2017-10-01,09X,121,4706,2.5711857203569912
2018-07-01,08V,164,6379,2.570935883367299
2018-12-01,08Q,143,5564,2.570093457943925
2019-02-01,09G,341,13271,2.5695124708009947
2018-12-01,09G,382,14878,2.5675494018013176
2019-01-01,09G,390,15193,2.5669716316724807
2017-01-01,07W,242,9436,2.5646460364561254
2017-08-01,07P,170,6631,2.563715879957774
2017-11-01,08J,104,4058,2.562838836865451
2017-04-01,03A,146,5702,2.56050508593476
2018-07-01,09G,350,13670,2.560351133869788
2018-11-01,07W,213,8321,2.559788486960702
2017-07-01,08J,89,3477,2.5596778832326716
2018-04-01,10V,142,5549,2.559019643178951
2019-04-01,07W,203,7935,2.558286074354127
2017-03-01,10C,54,2111,2.55802936996684
2018-10-01,08Q,145,5670,2.5573192239858904
2017-07-01,08D,144,5633,2.556364281910172
2018-08-01,08L,166,6497,2.5550253963367706
2018-02-01,08K,143,5600,2.553571428571429
2018-09-01,08V,155,6071,2.5531213968044804
2018-02-01,00N,166,6505,2.5518831667947732
2017-12-01,08L,195,7647,2.550019615535504
2017-12-01,09A,84,3296,2.5485436893203883
2017-04-01,07W,198,7778,2.545641553098483
2017-12-01,00N,190,7466,2.5448700776855078
2019-02-01,10R,143,5621,2.5440313111545985
2019-07-01,10V,136,5348,2.543006731488407
2018-05-01,06A,224,8816,2.540834845735027
2019-05-01,99H,140,5513,2.539452203881734
2017-03-01,02T,200,7877,2.539037704709915
2017-10-01,10C,54,2128,2.537593984962406
2019-02-01,09D,161,6347,2.536631479439105
2019-01-01,10X,223,8798,2.5346669697658557
2018-11-01,08Q,148,5849,2.5303470678748505
2017-12-01,08V,174,6879,2.529437418229394
2019-03-01,08Y,90,3560,2.528089887640449
2018-03-01,00N,178,7049,2.525180876720102
2017-02-01,10R,142,5626,2.523995734091717
2018-11-01,10X,210,8321,2.5237351279894247
2019-02-01,03J,150,5950,2.5210084033613445
2017-05-01,03A,160,6350,2.5196850393700787
2017-06-01,10C,51,2025,2.5185185185185186
2017-06-01,03A,165,6553,2.517930718754769
2018-01-01,08Y,102,4051,2.517896815601086
2018-03-01,10R,149,5929,2.513071344240175
2017-12-01,08X,176,7004,2.5128498001142203
2018-11-01,08K,154,6130,2.5122349102773245
2019-04-01,08J,92,3664,2.5109170305676853
2018-05-01,10R,147,5861,2.5081044190411195
2018-03-01,03A,155,6184,2.5064683053040104
2018-02-01,03A,144,5748,2.5052192066805845
2017-06-01,07M,177,7073,2.5024741976530467
2017-08-01,09Y,167,6675,2.50187265917603
2017-05-01,11J,587,23470,2.5010651896037497
2018-11-01,08L,183,7320,2.5
2018-06-01,08K,151,6046,2.4975190208402247
2019-05-01,08L,177,7088,2.497178329571106
2018-08-01,08V,147,5891,2.495331862162621
2017-07-01,11J,559,22447,2.4903105091994475
2018-09-01,08L,165,6630,2.48868778280543
2019-01-01,06A,234,9412,2.4861878453038675
2018-02-01,08J,85,3420,2.4853801169590644
2019-03-01,10V,146,5876,2.4846834581347856
2018-04-01,00N,166,6682,2.4842861418736906
2018-10-01,10C,51,2056,2.480544747081712
2019-03-01,10R,141,5688,2.478902953586498
2017-11-01,08L,193,7789,2.477853382975992
2018-02-01,10C,49,1980,2.474747474747475
2018-08-01,02R,262,10588,2.4744994333207404
2017-04-01,08J,86,3476,2.4741081703107017
2018-10-01,08K,158,6387,2.473774855174573
2018-10-01,08L,186,7519,2.4737332092033513
2017-10-01,11A,349,14117,2.4721966423461077
2017-04-01,10C,47,1903,2.4697845507094063
2017-06-01,11J,570,23094,2.468173551571837
2017-03-01,10L,121,4903,2.4678768101162554
2018-05-01,07M,168,6810,2.4669603524229076
2018-11-01,09G,361,14641,2.4656785738679052
2019-07-01,08Y,94,3814,2.464604090194022
2019-05-01,10V,145,5886,2.4634726469588855
2017-05-01,09Y,179,7267,2.463189761937526
2017-12-01,08J,104,4225,2.4615384615384617
2017-05-01,07M,180,7324,2.457673402512288
2017-02-01,08J,87,3541,2.4569330697543066
2018-03-01,07M,171,6963,2.455838000861698
2017-07-01,10C,46,1874,2.454642475987193
2019-07-01,09G,314,12794,2.454275441613256
2017-07-01,09Y,168,6873,2.4443474465298998
2017-10-01,08J,95,3889,2.4427873489328875
2018-05-01,08K,152,6223,2.442551823879158
2018-08-01,07M,149,6103,2.4414222513517942
2018-05-01,07W,199,8155,2.4402207234825264
2019-05-01,09A,68,2791,2.4364027230383374
2017-06-01,11A,333,13677,2.434744461504716
2017-03-01,11J,598,24576,2.433268229166667
2019-01-01,08Y,90,3703,2.4304617877396706
2018-07-01,03J,153,6298,2.4293426484598286
2017-01-01,03A,159,6547,2.428593248816252
2017-01-01,07M,189,7783,2.4283695233200566
2018-05-01,02T,175,7208,2.427857935627081
2018-06-01,02N,108,4456,2.423698384201077
2019-01-01,08L,185,7644,2.4201988487702772
2017-07-01,07P,169,6983,2.4201632536159243
2017-12-01,07M,182,7527,2.4179620034542317
2018-01-01,09A,78,3230,2.414860681114551
2017-04-01,07M,158,6554,2.410741531888923
2018-12-01,10R,151,6265,2.4102154828411813
2017-05-01,10L,114,4732,2.4091293322062555
2017-09-01,05J,110,4571,2.4064756070881645
2019-07-01,07W,186,7735,2.404654169360052
2019-04-01,08L,165,6862,2.4045467793646167
2019-02-01,08Q,124,5159,2.4035665826710604
2019-07-01,10R,136,5664,2.401129943502825
2017-07-01,02R,261,10870,2.4011039558417666
2017-06-01,05J,111,4624,2.4005190311418687
2019-02-01,08K,136,5669,2.399012171458811
2017-09-01,10C,49,2043,2.3984336759667158
2017-09-01,03A,160,6672,2.3980815347721824
2018-03-01,08J,90,3755,2.396804260985353
2019-05-01,09G,336,14029,2.3950388481003637
2018-05-01,08L,170,7099,2.3947034793632906
2018-08-01,03J,139,5805,2.3944875107665804
2017-08-01,02R,251,10493,2.3920709044124653
2017-10-01,08V,160,6692,2.3909145248057384
2017-10-01,03A,154,6442,2.390561937286557
2018-08-01,00N,162,6781,2.3890281669370297
2017-04-01,11J,507,21235,2.3875676948434186
2018-08-01,08J,78,3267,2.3875114784205693
2017-08-01,10L,107,4482,2.3873270861222666
2017-02-01,10L,106,4446,2.3841655420602788
2017-07-01,04M,72,3021,2.3833167825223436
2017-03-01,07M,178,7476,2.380952380952381
2019-05-01,08J,88,3701,2.3777357470953797
2017-09-01,09Y,169,7111,2.376599634369287
2019-03-01,09A,71,2990,2.374581939799331
2018-09-01,11A,309,13036,2.370359005830009
2018-02-01,10V,130,5487,2.369236376890833
2017-08-01,11A,304,12832,2.369077306733167
2018-04-01,03A,141,5956,2.3673606447280053
2018-02-01,08V,141,5962,2.364978195236498
2018-09-01,10C,44,1861,2.364320257925846
2017-12-01,03A,158,6683,2.364207691156666
2019-06-01,08L,150,6349,2.3625767837454714
2017-02-01,07M,164,6948,2.360391479562464
2018-07-01,11A,320,13567,2.358664406279944
2019-04-01,10V,133,5643,2.356902356902357
2018-09-01,00N,172,7301,2.3558416655252703
2018-01-01,10X,202,8575,2.3556851311953353
2018-11-01,10R,148,6285,2.354813046937152
2017-09-01,07M,166,7050,2.354609929078014
2017-06-01,07T,128,5442,2.352076442484381
2017-09-01,07T,126,5357,2.352062721672578
2018-09-01,07P,150,6378,2.351834430856068
2017-04-01,02T,159,6769,2.34894371399025
2019-04-01,08Q,135,5748,2.348643006263048
2018-09-01,07M,146,6217,2.348399549622004
2017-09-01,11J,543,23131,2.3474990272794085
2017-08-01,07T,117,4989,2.3451593505712567
2017-11-01,03A,160,6830,2.342606149341142
2017-09-01,08J,85,3630,2.3415977961432506
2018-11-01,10C,50,2136,2.3408239700374533
2019-06-01,08X,141,6025,2.340248962655602
2017-10-01,07P,180,7695,2.3391812865497075
2017-08-01,02T,167,7142,2.3382805936712403
2018-06-01,11A,314,13431,2.3378750651477924
2019-01-01,08K,150,6421,2.3360847220059178
2019-06-01,08J,77,3297,2.335456475583864
2017-12-01,10C,55,2356,2.3344651952461803
2019-03-01,08Q,130,5569,2.3343508708924405
2018-03-01,08L,163,6991,2.3315691603490203
2019-01-01,10R,151,6477,2.3313262312799137
2018-03-01,08V,159,6823,2.3303532170599444
2018-09-01,03J,147,6317,2.327053981320247
2018-01-01,07M,175,7527,2.3249634648598376
2018-10-01,11A,334,14388,2.321378926883514
2017-02-01,02T,163,7030,2.318634423897582
2018-07-01,08L,165,7117,2.3183925811437405
2018-08-01,11A,295,12725,2.3182711198428287
2017-09-01,09N,93,4013,2.317468228258161
2017-07-01,99H,130,5613,2.316052022091573
2018-08-01,09Y,147,6354,2.313503305004722
2018-09-01,09Y,150,6485,2.313030069390902
2018-01-01,08V,168,7275,2.3092783505154637
2018-11-01,08J,89,3855,2.308690012970169
2017-09-01,02T,167,7235,2.3082239115411194
2017-01-01,09Y,184,7974,2.307499372962127
2017-06-01,02T,181,7851,2.305438797605401
2017-07-01,10L,106,4598,2.3053501522401043
2019-06-01,10R,126,5467,2.3047375160051216
2019-03-01,08L,159,6900,2.3043478260869565
2017-05-01,09X,109,4731,2.3039526527161276
2018-04-01,07P,152,6601,2.3026814119072867
2017-02-01,10C,44,1911,2.3024594453165883
2017-04-01,08T,101,4393,2.2991122239927155
2018-11-01,08V,158,6876,2.297847585805701
2018-12-01,08L,160,6964,2.2975301550832854
2017-09-01,10L,109,4745,2.297154899894626
2017-09-01,99H,125,5444,2.296105804555474
2019-02-01,09A,63,2747,2.2934109938114307
2019-06-01,07W,173,7545,2.292909211398277
2018-03-01,99H,132,5760,2.2916666666666665
2018-09-01,10R,129,5630,2.291296625222025
2018-08-01,07P,144,6289,2.289712195897599
2017-03-01,02R,269,11755,2.2883879200340282
2018-05-01,11A,314,13722,2.2882961667395425
2017-06-01,08T,103,4505,2.2863485016648166
2017-10-01,07M,166,7261,2.2861864756920536
2017-12-01,11J,587,25684,2.2854695530291234
2017-11-01,07M,170,7439,2.285253394273424
2018-01-01,08D,135,5912,2.283491204330176
2019-01-01,08V,166,7270,2.283356258596974
2019-02-01,08X,135,5913,2.28310502283105
2017-04-01,08D,121,5300,2.2830188679245285
2018-06-01,00N,162,7098,2.2823330515638207
2019-06-01,08Q,120,5258,2.282236591860023
2017-09-01,11A,314,13764,2.2813135716361526
2017-07-01,11A,308,13501,2.281312495370713
2018-08-01,11J,501,21974,2.2799672340038226
2017-11-01,07P,179,7855,2.2788033099936347
2019-03-01,08J,85,3732,2.277599142550911
2017-10-01,11J,543,23851,2.276634103391891
2017-10-01,09Y,165,7257,2.273666804464655
2018-03-01,09Y,157,6907,2.273056319675691
2017-06-01,99H,129,5677,2.272326933239387
2017-03-01,07T,131,5767,2.271544997398994
2018-02-01,11A,292,12855,2.2714896927265653
2018-02-01,02T,156,6869,2.2710729363808415
2017-04-01,05J,101,4448,2.2706834532374103
2018-01-01,08J,92,4053,2.2699235134468294
2018-09-01,09X,100,4407,2.269117313365101
2018-03-01,10C,46,2028,2.2682445759368837
2018-04-01,09X,99,4365,2.268041237113402
2019-07-01,08Q,125,5512,2.2677793904208996
2017-11-01,02T,186,8206,2.266634170119425
2019-04-01,03A,136,6002,2.26591136287904
2018-07-01,09Y,149,6576,2.2658150851581507
2018-07-01,03A,147,6490,2.2650231124807396
2017-06-01,08D,129,5697,2.2643496577145865
2018-05-01,03A,139,6140,2.2638436482084687
2017-01-01,08P,95,4197,2.2635215630212056
2017-01-01,11J,554,24499,2.2613167884403444
2019-05-01,03J,153,6768,2.2606382978723407
2017-07-01,06N,298,13186,2.259972698316396
2017-09-01,03J,144,6372,2.2598870056497176
2018-06-01,07P,163,7215,2.2591822591822592
2019-04-01,08X,143,6330,2.259083728278041
2018-08-01,02T,151,6686,2.258450493568651
2017-02-01,07T,120,5314,2.2581859239744073
2017-05-01,11A,311,13777,2.257385497568411
2019-01-01,07W,199,8820,2.256235827664399
2017-09-01,07P,162,7182,2.2556390977443606
2017-07-01,03J,140,6208,2.2551546391752577
2018-04-01,08V,147,6524,2.2532188841201717
2017-11-01,08Y,86,3819,2.251898402723226
2018-01-01,07W,200,8886,2.2507314877335136
2017-06-01,06M,206,9156,2.2498907820008736
2017-11-01,99H,143,6356,2.249842668344871
2017-02-01,11A,299,13294,2.249134948096886
2018-08-01,10C,43,1912,2.2489539748953975
2017-05-01,02R,249,11072,2.2489161849710984
2018-12-01,08J,84,3739,2.246589997325488
2018-03-01,09X,103,4586,2.2459659834278236
2017-04-01,13T,376,16747,2.2451782408789636
2018-06-01,09Y,152,6774,2.243873634484795
2018-06-01,11J,517,23093,2.2387736543541332
2017-11-01,08D,137,6120,2.238562091503268
2018-12-01,11A,332,14831,2.23855437934057
2017-01-01,13T,415,18541,2.2382827247721266
2018-02-01,07P,150,6702,2.2381378692927485
2018-09-01,99H,111,4960,2.237903225806452
2018-03-01,07T,116,5184,2.2376543209876543
2017-02-01,11J,485,21692,2.23584731698322
2019-03-01,03A,139,6217,2.2358050506675244
2017-11-01,11J,562,25148,2.2347701606489583
2018-12-01,09A,65,2909,2.234444826400825
2018-06-01,02R,241,10790,2.2335495829471737
2018-03-01,11J,520,23294,2.232334506739933
2018-10-01,09X,106,4751,2.2311092401599666
2017-05-01,08T,102,4572,2.2309711286089238
2018-07-01,08N,133,5964,2.2300469483568075
2019-02-01,03A,132,5922,2.2289766970618032
2017-05-01,07T,127,5699,2.2284611335321984
2018-02-01,07W,176,7898,2.2284122562674096
2018-03-01,02T,159,7137,2.2278268179907523
2018-04-01,09A,65,2924,2.2229822161422708
2018-01-01,02T,187,8418,2.2214302684723215
2018-04-01,02N,100,4507,2.2187708009762592
2017-10-01,10L,110,4958,2.2186365469947558
2018-05-01,08J,80,3606,2.2185246810870773
2018-06-01,03J,142,6405,2.217017954722873
2017-01-01,02R,257,11593,2.2168549987061157
2017-04-01,10L,100,4512,2.2163120567375887
2017-04-01,09X,92,4152,2.2157996146435455
2018-10-01,03A,151,6818,2.2147257260193607
2017-04-01,07P,149,6729,2.21429632932085
2018-04-01,11J,495,22359,2.2138736079431105
2018-06-01,09H,75,3389,2.2130421953378576
2017-10-01,05J,106,4790,2.2129436325678498
2018-02-01,02R,233,10533,2.212095319472135
2017-12-01,07P,164,7414,2.2120312921499865
2019-05-01,03A,143,6470,2.2102009273570324
2018-04-01,07M,146,6607,2.209777508702891
2017-02-01,13T,374,16932,2.208835341365462
2017-05-01,99H,128,5797,2.208038640676212
2017-01-01,07P,171,7748,2.2070211667527104
2018-07-01,07M,151,6844,2.206312098188194
2017-05-01,04M,65,2947,2.2056328469630135
2017-04-01,11A,288,13061,2.2050378990888904
2018-01-01,11J,556,25239,2.202939894607552
2018-12-01,08K,130,5906,2.201151371486624
2019-03-01,00N,157,7135,2.2004204625087596
2017-05-01,02N,111,5048,2.198890649762282
2017-06-01,02R,242,11007,2.1986008903425094
2017-11-01,08V,164,7463,2.1975077046764038
2018-09-01,02T,152,6921,2.19621441988152
2017-01-01,08J,90,4099,2.1956574774335205
2017-08-01,08D,115,5240,2.1946564885496183
2017-03-01,07P,164,7475,2.1939799331103678
2017-07-01,08A,157,7156,2.193963107881498
2018-04-01,11A,285,12995,2.1931512120046173
2017-02-01,07P,152,6934,2.1920969137582924
2019-05-01,09H,71,3241,2.190681888306078
2019-05-01,07W,171,7808,2.190061475409836
2019-06-01,08K,124,5666,2.1884927638545713
2018-02-01,02N,96,4389,2.1872863978127137
2017-06-01,08N,137,6268,2.1857051691129548
2017-05-01,13T,403,18439,2.18558490156733
2019-07-01,07P,159,7275,2.1855670103092786
2019-07-01,99K,82,3752,2.185501066098081
2017-12-01,02R,262,11992,2.1847898599066045
2017-09-01,06N,297,13597,2.184305361476796
2019-01-01,07M,158,7234,2.184130494885264
2017-10-01,08D,130,5955,2.18303946263644
2019-01-01,08Q,130,5955,2.18303946263644
2018-12-01,02N,111,5085,2.1828908554572273
2018-07-01,00N,157,7193,2.182677603225358
2017-04-01,08A,145,6647,2.1814352339401233
2017-09-01,02R,245,11237,2.1802972323573906
2019-07-01,08L,152,6973,2.17983651226158
2017-10-01,02T,179,8214,2.1792062332602873
2018-06-01,08V,143,6563,2.178881609020265
2017-08-01,08A,154,7068,2.178834182229768
2017-02-01,03J,129,5925,2.1772151898734178
2018-08-01,03A,126,5791,2.1757900189949924
2018-03-01,02N,105,4827,2.175264139216905
2017-03-01,03J,140,6439,2.174250660040379
2018-01-01,03A,146,6716,2.1739130434782608
2018-08-01,09H,69,3175,2.1732283464566926
2018-07-01,09X,98,4511,2.1724673021502996
2018-06-01,02T,153,7044,2.17206132879046
2017-01-01,09X,107,4929,2.1708257252992493
2017-10-01,99H,130,5991,2.169921548990152
2018-09-01,09E,112,5162,2.169701666020922
2017-05-01,05J,98,4519,2.1686213764107105
2019-01-01,03A,151,6965,2.1679827709978463
2017-07-01,02T,162,7475,2.1672240802675584
2017-09-01,00C,70,3230,2.1671826625387
2018-05-01,02N,104,4799,2.167118149614503
2018-05-01,11J,504,23262,2.166623678101625
2019-02-01,08L,146,6740,2.166172106824926
2018-04-01,08J,77,3557,2.16474557211133
2018-10-01,00N,162,7493,2.1620178833578008
2018-05-01,07P,152,7034,2.1609326130224624
2019-01-01,09X,109,5047,2.159698830988706
2019-06-01,11A,277,12827,2.1595072893116085
2018-12-01,07W,178,8248,2.158098933074685
2019-04-01,03J,131,6075,2.156378600823045
2017-01-01,08D,130,6030,2.155887230514096
2019-03-01,07W,170,7886,2.155718995688562
2018-01-01,10C,48,2227,2.155365963179165
2019-02-01,10C,44,2042,2.1547502448579823
2018-05-01,08V,144,6688,2.15311004784689
2018-07-01,11J,486,22574,2.1529192876760876
2018-10-01,11J,513,23841,2.1517553793884483
2017-03-01,09Y,165,7672,2.150677789363921
2018-05-01,99H,119,5536,2.1495664739884393
2019-01-01,00N,163,7584,2.1492616033755274
2019-05-01,08K,128,5957,2.148732583515192
2017-11-01,08N,149,6941,2.146664745713874
2018-01-01,99H,134,6245,2.145716573258607
2017-02-01,09Y,152,7084,2.1456804065499715
2017-08-01,06M,178,8299,2.144836727316544
2017-08-01,03E,79,3692,2.1397616468039002
2018-10-01,08V,151,7066,2.136994056043023
2018-03-01,08T,97,4544,2.134683098591549
2018-06-01,09X,98,4601,2.129971745272767
2017-05-01,10C,44,2066,2.1297192642787994
2017-08-01,13T,383,17984,2.129670818505338
2017-07-01,13T,385,18080,2.1294247787610616
2017-11-01,09X,106,4979,2.128941554529022
2017-09-01,03E,80,3758,2.12879191059074
2017-08-01,09H,68,3196,2.127659574468085
2017-10-01,02R,258,12136,2.125906394199077
2018-05-01,03J,133,6257,2.125619306376858
2017-03-01,99H,128,6022,2.1255396878113584
2017-06-01,08A,161,7576,2.125131995776135
2017-05-01,08N,137,6447,2.1250193888630373
2018-10-01,02N,107,5038,2.123858674077015
2019-06-01,99K,76,3579,2.1234981838502374
2018-11-01,03J,148,6975,2.121863799283154
2017-06-01,04M,66,3111,2.1215043394406945
2018-04-01,08N,124,5846,2.1211084502223745
2018-09-01,11J,463,21840,2.11996336996337
2018-05-01,07T,117,5520,2.119565217391304
2017-01-01,10L,104,4907,2.1194212349704507
2017-05-01,08A,163,7691,2.1193602912495124
2017-02-01,08D,113,5333,2.1188824301518845
2018-08-01,02N,95,4484,2.11864406779661
2018-03-01,02R,241,11378,2.118122692916154
2018-08-01,03D,90,4250,2.1176470588235294
2018-06-01,10C,43,2031,2.117183653372723
2019-05-01,07P,152,7181,2.116696838880379
2017-06-01,06N,293,13845,2.1162874684001443
2017-12-01,02N,109,5152,2.1156832298136643
2017-11-01,04M,66,3121,2.1147068247356615
2017-06-01,13T,406,19208,2.1137026239067054
2019-03-01,11A,295,13960,2.1131805157593124
2019-07-01,08V,140,6626,2.112888620585572
2017-09-01,08T,91,4307,2.112839563501277
2017-03-01,00C,70,3314,2.112251056125528
2019-04-01,00N,144,6820,2.1114369501466275
2017-02-01,02R,216,10232,2.111024237685692
2019-05-01,08Q,121,5732,2.110956036287509
2019-01-01,07P,161,7627,2.1109217254490624
2018-08-01,08D,101,4785,2.110762800417973
2017-04-01,07T,106,5023,2.110292653792554
2017-03-01,13T,419,19857,2.110087122928942
2018-08-01,07T,100,4740,2.109704641350211
2017-08-01,99H,111,5265,2.1082621082621085
2018-10-01,07M,148,7020,2.1082621082621085
2018-11-01,11A,297,14090,2.107877927608233
2018-01-01,09Y,166,7880,2.1065989847715736
2018-11-01,11J,508,24143,2.1041295613635422
2018-03-01,10L,98,4659,2.1034556771839448
2019-04-01,09G,281,13360,2.103293413173653
2017-03-01,06M,192,9129,2.103187643772593
2017-07-01,11E,89,4239,2.0995517810804434
2018-10-01,09H,74,3526,2.098695405558707
2019-06-01,03A,125,5957,2.098371663589055
2019-06-01,10C,41,1954,2.0982599795291708
2018-12-01,03J,141,6724,2.0969660916121358
2018-11-01,07P,152,7252,2.095973524544953
2017-12-01,13T,401,19132,2.095964875601087
2018-02-01,11J,456,21773,2.0943370229182934
2018-12-01,09Y,153,7306,2.09416917601971
2018-09-01,99K,77,3677,2.094098449823225
2019-07-01,11A,268,12800,2.09375
2017-06-01,09E,118,5640,2.0921985815602837
2018-08-01,08N,112,5354,2.091893911094509
2018-12-01,07M,149,7125,2.0912280701754384
2019-07-01,09X,90,4305,2.0905923344947737
2017-04-01,99H,112,5358,2.0903322135125046
2017-12-01,11A,334,15981,2.089981853450973
2017-03-01,11A,301,14404,2.0896973063038047
2018-06-01,03A,130,6223,2.089024586212438
2017-02-01,08R,83,3974,2.0885757423251134
2017-01-01,00J,200,9586,2.0863759649488838
