practice,bnf_name,items,quantity
M85170,Sildenafil_Tab 100mg,31,156
K81050,Sildenafil_Tab 100mg,27,126
L83100,Sildenafil_Tab 100mg,120,932
A81019,Sildenafil_Tab 100mg,31,212
K84048,Sildenafil_Tab 100mg,21,188
B86081,Sildenafil_Tab 50mg,22,144
A83012,Sildenafil_Tab 100mg,85,500
K82048,Cialis_Tab 20mg,2,10
M91015,Sildenafil_Tab 50mg,24,276
D81043,Sildenafil_Tab 25mg,10,132
G82058,Sildenafil_Tab 50mg,11,66
M86016,Sildenafil_Tab 100mg,16,148
C83026,Sildenafil_Tab 25mg,14,332
B81007,Sildenafil_Tab 100mg,26,142
M81600,Sildenafil_Tab 100mg,21,87
C81118,Sildenafil_Tab 25mg,7,136
N81007,Sildenafil_Tab 100mg,45,362
J82104,Sildenafil_Tab 100mg,34,400
F83017,Sildenafil_Tab 50mg,26,296
G85722,Sildenafil_Tab 25mg,8,184
K81067,Sildenafil_Tab 50mg,20,142
C84107,Sildenafil_Tab 100mg,17,148
E85003,Sildenafil_Tab 100mg,32,248
D83021,Sildenafil_Tab 50mg,51,240
E84013,Sildenafil_Tab 50mg,23,128
P84020,Cialis_Tab 10mg,3,6
G82120,Sildenafil_Tab 50mg,36,180
K82015,Sildenafil_Tab 50mg,22,128
F85010,Sildenafil_Tab 100mg,21,156
C83079,Sildenafil_Tab 100mg,17,178
M81006,Sildenafil_Tab 25mg,15,196
B86028,Sildenafil_Tab 50mg,13,204
G85102,Sildenafil_Tab 100mg,22,144
H81638,Sildenafil_Tab 100mg,13,124
H82640,Sildenafil_Tab 100mg,21,228
E82092,Sildenafil_Tab 100mg,25,180
C88091,Sildenafil_Tab 100mg,6,34
E87715,Sildenafil_Tab 50mg,6,128
L84065,Sildenafil_Tab 50mg,16,124
D81015,Sildenafil_Tab 100mg,32,122
N84015,Sildenafil_Tab 100mg,32,158
N81056,Tadalafil_Tab 5mg,7,265
G85034,Tadalafil_Tab 5mg,6,186
F85002,Sildenafil_Tab 100mg,134,1016
J81634,Sildenafil_Tab 100mg,44,308
E84057,Sildenafil_Tab 100mg,19,124
H83001,Sildenafil_Tab 50mg,15,106
L81015,Sildenafil_Tab 100mg,34,224
M85065,Sildenafil_Tab 100mg,32,304
N82041,Sildenafil_Tab 100mg,25,144
C88076,Sildenafil_Tab 100mg,31,292
B81056,Sildenafil_Tab 100mg,32,160
C81028,Sildenafil_Tab 100mg,18,160
E81047,Sildenafil_Tab 100mg,18,220
H85047,Sildenafil_Tab 50mg,13,110
F86058,Sildenafil_Tab 100mg,19,144
B82042,Sildenafil_Tab 50mg,25,160
A89015,Sildenafil_Tab 50mg,16,160
P84640,Sildenafil_Tab 50mg,11,42
M85056,Sildenafil_Tab 100mg,24,152
D83005,Sildenafil_Tab 25mg,3,46
J82139,Tadalafil_Tab 5mg,6,224
J82110,Sildenafil_Tab 100mg,19,144
Y02506,Sildenafil_Tab 100mg,27,148
P85020,Tadalafil_Tab 10mg,4,22
L82068,Sildenafil_Tab 100mg,20,158
L85010,Sildenafil_Tab 100mg,37,208
A81618,Sildenafil_Tab 100mg,35,232
F84717,Sildenafil_Tab 100mg,18,164
B82072,Sildenafil_Tab 100mg,22,180
M83044,Sildenafil_Tab 50mg,23,184
N82024,Sildenafil_Tab 50mg,33,220
C87616,Sildenafil_Tab 100mg,20,220
D83055,Sildenafil_Tab 100mg,98,544
G82121,Sildenafil_Tab 100mg,47,336
F85055,Sildenafil_Tab 100mg,22,128
D83006,Sildenafil_Tab 100mg,37,152
P81003,Sildenafil_Tab 100mg,21,116
A82021,Sildenafil_Tab 100mg,51,290
H81023,Sildenafil_Tab 100mg,14,138
F84009,Sildenafil_Tab 100mg,19,89
C85022,Sildenafil_Tab 100mg,45,236
M92612,Sildenafil_Tab 50mg,50,324
H85653,Sildenafil_Tab 100mg,34,176
E86007,Sildenafil_Tab 100mg,24,158
P81022,Sildenafil_Tab 50mg,23,136
A85005,Sildenafil_Tab 100mg,56,384
H84061,Sildenafil_Tab 100mg,17,152
N82113,Sildenafil_Tab 50mg,15,132
Y04977,Vardenafil_Tab 20mg,1,6
C86024,Tadalafil_Tab 20mg,13,118
E82098,Sildenafil_Tab 100mg,12,85
M85803,Sildenafil_Tab 100mg,26,272
A85010,Sildenafil_Tab 50mg,12,116
F86004,Sildenafil_Tab 100mg,31,276
C88031,Sildenafil_Tab 100mg,43,224
N85031,Tadalafil_Tab 10mg,3,14
C87005,Sildenafil_Tab 50mg,41,276
L84046,Sildenafil_Tab 100mg,14,124
K82038,Sildenafil_Tab 50mg,29,212
P84004,Sildenafil_Tab 50mg,28,196
F86013,Tadalafil_Tab 5mg,6,238
B85042,Sildenafil_Tab 50mg,16,138
C88046,Sildenafil_Tab 50mg,9,62
E83044,Sildenafil_Tab 100mg,23,172
N82014,Sildenafil_Tab 100mg,13,144
D81045,Sildenafil_Tab 100mg,52,304
M89009,Tadalafil_Tab 10mg,3,29
B85025,Sildenafil_Tab 100mg,19,160
H81089,Sildenafil_Tab 25mg,5,156
F82009,Sildenafil_Tab 50mg,20,232
H82091,Tadalafil_Tab 5mg,4,196
C88008,Sildenafil_Tab 50mg,22,128
P84030,Sildenafil_Tab 50mg,28,128
A81027,Sildenafil_Tab 100mg,53,248
B85041,Sildenafil_Tab 50mg,30,203
F84008,Sildenafil_Tab 100mg,28,188
N85051,Sildenafil_Tab 100mg,29,116
N82097,Sildenafil_Tab 100mg,26,132
B86049,Sildenafil_Tab 50mg,4,30
P81051,Sildenafil_Tab 100mg,24,164
G85039,Sildenafil_Tab 50mg,25,196
H82028,Sildenafil_Tab 50mg,27,176
P82030,Sildenafil_Tab 50mg,2,6
E82037,Sildenafil_Tab 50mg,20,180
C84037,Sildenafil_Tab 50mg,40,216
D83081,Sildenafil_Tab 100mg,30,172
M81009,Sildenafil_Tab 50mg,28,116
E82013,Sildenafil_Tab 25mg,2,340
A82058,Sildenafil_Tab 100mg,9,114
P81047,Sildenafil_Tab 50mg,37,332
N81073,Sildenafil_Tab 100mg,21,144
E84009,Sildenafil_Tab 100mg,20,160
C87006,Sildenafil_Tab 50mg,39,296
C81056,Sildenafil_Tab 50mg,22,148
K83041,Sildenafil_Tab 100mg,76,356
J81637,Sildenafil_Tab 100mg,19,132
B82044,Sildenafil_Tab 100mg,15,116
Y02521,Sildenafil_Tab 100mg,26,192
C84024,Tadalafil_Tab 5mg,13,364
B83614,Sildenafil_Tab 100mg,21,152
A83022,Sildenafil_Tab 100mg,92,508
F84119,Sildenafil_Tab 50mg,17,156
M83050,Sildenafil_Tab 50mg,29,204
Y03402,Sildenafil_Tab 100mg,57,360
P81166,Sildenafil_Tab 25mg,2,50
H81052,Sildenafil_Tab 100mg,41,344
Y00403,Tadalafil_Tab 10mg,1,6
F85687,Sildenafil_Tab 100mg,30,144
P84012,Sildenafil_Tab 50mg,28,136
F85014,Tadalafil_Tab 20mg,10,220
B86008,Sildenafil_Tab 100mg,36,240
F81082,Tadalafil_Tab 10mg,4,38
B81038,Sildenafil_Tab 50mg,34,160
C86019,Sildenafil_Tab 100mg,71,560
G81025,Sildenafil_Tab 100mg,46,274
M83023,Sildenafil_Tab 100mg,29,188
P81089,Cialis_Tab 20mg,3,22
G81048,Sildenafil_Tab 50mg,27,204
H82064,Sildenafil_Tab 100mg,26,192
M89015,Sildenafil_Tab 100mg,23,208
F81038,Tadalafil_Tab 5mg,6,224
P83608,Sildenafil_Tab 100mg,28,144
L84030,Sildenafil_Tab 100mg,17,124
P87649,Sildenafil_Tab 100mg,3,22
N83603,Sildenafil_Tab 100mg,23,124
P91013,Sildenafil_Tab 100mg,35,276
N84016,Sildenafil_Tab 100mg,23,124
M83100,Sildenafil_Tab 50mg,13,116
M87023,Sildenafil_Tab 100mg,16,124
G84016,Sildenafil_Tab 100mg,20,180
E81019,Sildenafil_Tab 50mg,47,256
G82071,Tadalafil_Tab 20mg,25,172
G83019,Sildenafil_Tab 100mg,35,196
G82069,Sildenafil_Tab 50mg,14,156
A83044,Avanafil_Tab 200mg,3,3
J82033,Sildenafil_Tab 100mg,13,132
L83022,Sildenafil_Tab 50mg,22,128
L81039,Sildenafil_Tab 50mg,28,200
P81655,Sildenafil_Tab 50mg,18,134
F81078,Sildenafil_Tab 100mg,22,156
N81085,Sildenafil_Tab 50mg,33,220
C83042,Sildenafil_Tab 100mg,25,128
H81025,Sildenafil_Tab 50mg,22,224
F85039,Sildenafil_Tab 100mg,19,122
J82144,Sildenafil_Tab 100mg,70,464
B81031,Sildenafil_Tab 50mg,30,124
E82027,Sildenafil_Tab 25mg,4,38
B84021,Tadalafil_Tab 5mg,2,70
B81065,Tadalafil_Tab 5mg,6,198
B81017,Sildenafil_Tab 25mg,5,75
L85056,Sildenafil_Tab 50mg,12,70
E82083,Sildenafil_Tab 100mg,29,212
P81112,Sildenafil_Tab 100mg,28,152
C81017,Sildenafil_Tab 50mg,38,196
B86682,Sildenafil_Tab 100mg,12,78
A89032,Sildenafil_Tab 50mg,14,118
P81674,Sildenafil_Tab 100mg,17,164
G85016,Sildenafil_Tab 50mg,15,101
A88003,Sildenafil_Tab 50mg,36,222
C84039,Tadalafil_Tab 10mg,6,42
D81622,Sildenafil_Tab 100mg,30,123
H81047,Sildenafil_Tab 100mg,20,116
P81132,Sildenafil_Tab 50mg,21,148
K82037,Tadalafil_Tab 10mg,2,6
E82023,Sildenafil_Tab 50mg,22,152
K84043,Sildenafil_Tab 100mg,26,152
K82007,Sildenafil_Tab 100mg,81,312
F84010,Sildenafil_Tab 100mg,17,78
P81072,Sildenafil_Tab 50mg,35,204
A82053,Sildenafil_Tab 100mg,25,106
H85021,Sildenafil_Tab 100mg,8,94
M88619,Sildenafil_Tab 25mg,3,172
M81026,Sildenafil_Tab 100mg,88,444
B86066,Sildenafil_Tab 100mg,25,252
F86018,Sildenafil_Tab 25mg,6,192
L83035,Sildenafil_Tab 100mg,86,630
D82008,Sildenafil_Tab 100mg,44,264
B85006,Sildenafil_Tab 50mg,24,254
A84030,Sildenafil_Tab 100mg,37,300
G82064,Tadalafil_Tab 10mg,5,35
F86641,Sildenafil_Tab 100mg,16,188
M81063,Sildenafil_Tab 100mg,21,188
K81007,Sildenafil_Tab 100mg,11,66
K84054,Sildenafil_Tab 100mg,22,164
E82082,Sildenafil_Tab 100mg,46,224
F85019,Sildenafil_Tab 100mg,36,240
C82024,Sildenafil_Tab 100mg,30,220
L83034,Sildenafil_Tab 50mg,21,312
M83141,Sildenafil_Tab 50mg,19,136
J82097,Sildenafil_Tab 100mg,20,148
B86106,Sildenafil_Tab 50mg,7,144
A84035,Sildenafil_Tab 100mg,26,180
H81062,Sildenafil_Tab 100mg,37,306
H82011,Sildenafil_Tab 100mg,22,200
C85013,Sildenafil_Tab 50mg,23,152
M81078,Sildenafil_Tab 50mg,15,114
K84072,Sildenafil_Tab 100mg,30,164
H82058,Sildenafil_Tab 100mg,44,330
N81045,Tadalafil_Tab 20mg,26,152
F81127,Sildenafil_Tab 100mg,15,106
P81143,Sildenafil_Tab 100mg,29,204
M81020,Sildenafil_Tab 100mg,32,320
E81611,Sildenafil_Tab 100mg,19,144
M85028,Sildenafil_Tab 25mg,3,158
N81074,Sildenafil_Tab 100mg,22,152
J81646,Sildenafil_Tab 50mg,15,116
C82071,Sildenafil_Tab 100mg,32,204
B81016,Sildenafil_Tab 50mg,23,132
C84019,Sildenafil_Tab 50mg,28,162
E81024,Sildenafil_Tab 100mg,35,156
L83067,Tadalafil_Tab 5mg,9,294
H82066,Sildenafil_Tab 50mg,46,360
N81054,Tadalafil_Tab 5mg,7,196
F83050,Sildenafil_Tab 100mg,18,132
K82030,Tadalafil_Tab 10mg,3,10
H81087,Sildenafil_Tab 50mg,20,124
B83033,Sildenafil_Tab 100mg,58,420
N83018,Sildenafil_Tab 100mg,20,164
B82101,Tadalafil_Tab 5mg,7,196
F84074,Sildenafil_Tab 100mg,29,126
P91013,Sildenafil_Tab 50mg,21,160
L85028,Sildenafil_Tab 100mg,23,130
C83040,Tadalafil_Tab 5mg,9,252
D81086,Sildenafil_Tab 50mg,8,70
M85123,Sildenafil_Tab 100mg,35,188
L81071,Sildenafil_Tab 100mg,21,314
L84018,Sildenafil_Tab 50mg,37,256
E87609,Sildenafil_Tab 100mg,19,216
C82014,Sildenafil_Tab 100mg,46,238
C82036,Sildenafil_Tab 50mg,35,154
C81071,Sildenafil_Tab 50mg,21,116
N84010,Tadalafil_Tab 5mg,2,42
B82013,Tadalafil_Tab 5mg,13,392
C83083,Sildenafil_Tab 100mg,17,116
A81067,Sildenafil_Tab 50mg,25,204
N81054,Sildenafil_Tab 100mg,16,82
Y01794,Sildenafil_Tab 50mg,22,176
M86009,Sildenafil_Tab 25mg,8,136
G81084,Sildenafil_Tab 25mg,5,228
P81078,Sildenafil_Tab 50mg,19,136
K84048,Sildenafil_Tab 50mg,21,222
L83089,Sildenafil_Tab 100mg,32,316
E87067,Sildenafil_Tab 100mg,29,176
J82002,Sildenafil_Tab 100mg,20,144
H82029,Sildenafil_Tab 50mg,16,132
G81090,Sildenafil_Tab 100mg,12,107
E86007,Sildenafil_Tab 25mg,5,184
E85114,Tadalafil_Tab 5mg,2,86
K81610,Sildenafil_Tab 100mg,35,206
B81032,Sildenafil_Tab 100mg,16,59
H82012,Sildenafil_Tab 50mg,17,124
L83050,Sildenafil_Tab 100mg,75,534
J83042,Sildenafil_Tab 100mg,31,184
H82065,Tadalafil_Tab 5mg,4,196
G84010,Sildenafil_Tab 50mg,24,182
J82083,Sildenafil_Tab 50mg,36,332
C81114,Sildenafil_Tab 100mg,22,148
P81213,Sildenafil_Tab 100mg,23,184
F84620,Tadalafil_Tab 5mg,5,252
N83003,Sildenafil_Tab 100mg,19,106
M81045,Sildenafil_Tab 50mg,22,156
D82006,Tadalafil_Tab 20mg,1,14
F82006,Tadalafil_Tab 10mg,3,22
C85008,Sildenafil_Tab 100mg,56,380
C86012,Sildenafil_Tab 50mg,15,66
C86007,Sildenafil_Tab 100mg,72,380
Y00212,Cialis_Tab 20mg,1,14
M84013,Sildenafil_Tab 100mg,36,188
K82036,Sildenafil_Tab 100mg,18,82
F81115,Tadalafil_Tab 5mg,9,252
L82013,Sildenafil_Tab 50mg,12,162
P84017,Sildenafil_Tab 100mg,30,188
C82070,Sildenafil_Tab 50mg,20,176
L83082,Tadalafil_Tab 5mg,11,476
C81604,Sildenafil_Tab 100mg,23,156
F83010,Sildenafil_Tab 50mg,19,128
A81045,Sildenafil_Tab 50mg,25,114
N81062,Sildenafil_Tab 50mg,32,176
M82025,Sildenafil_Tab 50mg,45,200
L82030,Sildenafil_Tab 100mg,94,648
B81005,Sildenafil_Tab 50mg,91,532
L82046,Cialis_Tab 5mg,3,42
C81004,Sildenafil_Tab 50mg,24,160
N82035,Sildenafil_Tab 25mg,3,208
F84004,Sildenafil_Tab 100mg,69,366
N82076,Sildenafil_Tab 100mg,19,150
C88010,Sildenafil_Tab 50mg,53,284
L84026,Tadalafil_Tab 5mg,10,392
C81067,Sildenafil_Tab 100mg,27,218
E82012,Sildenafil_Tab 100mg,28,216
G85004,Sildenafil_Tab 50mg,24,204
C83032,Sildenafil_Tab 50mg,26,148
M84036,Tadalafil_Tab 2.5mg,1,14
A81032,Sildenafil_Tab 50mg,25,144
H81126,Cialis_Tab 5mg,1,14
G82137,Tadalafil_Tab 5mg,6,196
J82040,Sildenafil_Tab 100mg,40,256
C82010,Sildenafil_Tab 100mg,47,194
E85026,Sildenafil_Tab 100mg,23,172
H83020,Sildenafil_Tab 50mg,10,90
Y05286,Sildenafil_Tab 100mg,36,244
L81051,Sildenafil_Tab 50mg,33,194
F81013,Sildenafil_Tab 100mg,25,180
C81070,Sildenafil_Tab 50mg,20,82
H85048,Tadalafil_Tab 20mg,17,156
A81067,Tadalafil_Tab 10mg,8,63
N81031,Sildenafil_Tab 100mg,17,124
L83648,Sildenafil_Tab 100mg,26,280
B86086,Tadalafil_Tab 20mg,2,29
Y03124,Sildenafil_Tab 100mg,18,116
J82215,Sildenafil_Tab 100mg,24,198
G81090,Sildenafil_Tab 25mg,2,17
J83002,Sildenafil_Tab 50mg,22,160
B87021,Sildenafil_Tab 50mg,27,136
Y00437,Tadalafil_Tab 5mg,4,196
M85065,Tadalafil_Tab 5mg,9,292
K84020,Sildenafil_Tab 50mg,27,152
P81212,Sildenafil_Tab 100mg,19,124
K84051,Sildenafil_Tab 50mg,55,220
P86004,Sildenafil_Tab 100mg,27,171
L82012,Sildenafil_Tab 50mg,46,276
P91032,Sildenafil_Tab 100mg,11,136
G82165,Sildenafil_Tab 100mg,18,128
E87733,Sildenafil_Tab 100mg,20,124
H81028,Sildenafil_Tab 100mg,21,124
C81649,Sildenafil_Tab 100mg,26,136
L82023,Sildenafil_Tab 50mg,32,252
L83111,Sildenafil_Tab 100mg,55,356
J82064,Sildenafil_Tab 100mg,48,280
B85019,Sildenafil_Tab 50mg,44,454
C82012,Sildenafil_Tab 100mg,29,116
G81638,Sildenafil_Tab 100mg,27,134
K82045,Vardenafil_Tab 20mg,1,2
M81046,Tadalafil_Tab 10mg,9,86
M89028,Sildenafil_Tab 100mg,17,160
L84615,Sildenafil_Tab 100mg,17,148
B86056,Sildenafil_Tab 25mg,3,63
P81100,Sildenafil_Tab 50mg,29,186
A81004,Cialis_Tab 20mg,5,18
E86015,Sildenafil_Tab 100mg,23,180
J82094,Tadalafil_Tab 20mg,23,144
F81636,Sildenafil_Tab 100mg,27,136
D82045,Sildenafil_Tab 50mg,62,300
J82056,Sildenafil_Tab 100mg,56,516
H85051,Sildenafil_Tab 100mg,18,136
D81630,Tadalafil_Tab 5mg,2,42
H82095,Sildenafil_Tab 100mg,39,268
M82005,Sildenafil_Tab 100mg,44,184
H85033,Sildenafil_Tab 50mg,23,152
P86012,Sildenafil_Tab 50mg,23,202
E86015,Sildenafil_Tab 50mg,22,156
G82088,Sildenafil_Tab 100mg,22,128
M82047,Sildenafil_Tab 100mg,23,111
F82021,Sildenafil_Tab 100mg,27,148
M83007,Sildenafil_Tab 100mg,13,132
D82043,Sildenafil_Tab 100mg,41,224
H84030,Sildenafil_Tab 50mg,28,192
M85706,Sildenafil_Tab 100mg,21,132
K83620,Sildenafil_Tab 50mg,36,160
L84014,Sildenafil_Tab 25mg,3,116
B81025,Sildenafil_Tab 100mg,84,420
C84066,Tadalafil_Tab 5mg,1,14
D83008,Tadalafil_Tab 10mg,15,70
N85012,Tadalafil_Tab 20mg,20,74
B83045,Tadalafil_Tab 5mg,8,232
D83054,Sildenafil_Tab 50mg,17,132
A81002,Sildenafil_Tab 50mg,34,208
N84012,Tadalafil_Tab 5mg,5,196
E85127,Sildenafil_Tab 100mg,21,132
H82014,Sildenafil_Tab 100mg,25,184
M85124,Tadalafil_Tab 5mg,4,50
F83674,Sildenafil_Tab 100mg,34,248
A84035,Sildenafil_Tab 50mg,28,158
E81038,Sildenafil_Tab 50mg,15,91
L85030,Sildenafil_Tab 100mg,27,152
B86032,Tadalafil_Tab 5mg,17,616
G82011,Sildenafil_Tab 100mg,16,116
C85010,Tadalafil_Tab 20mg,15,94
B81008,Sildenafil_Tab 50mg,54,236
M85025,Tadalafil_Tab 10mg,3,30
N84025,Sildenafil_Tab 100mg,24,148
B86066,Sildenafil_Tab 50mg,30,294
H81009,Sildenafil_Tab 25mg,7,200
E82043,Tadalafil_Tab 5mg,8,294
B82004,Tadalafil_Tab 20mg,14,118
J82139,Tadalafil_Tab 20mg,21,172
P81017,Sildenafil_Tab 50mg,33,144
K81059,Sildenafil_Tab 100mg,20,128
E81008,Sildenafil_Tab 50mg,29,134
L83044,Sildenafil_Tab 100mg,33,200
N83021,Tadalafil_Tab 5mg,6,196
K83052,Sildenafil_Tab 50mg,37,172
G84027,Sildenafil_Tab 100mg,38,244
F81106,Sildenafil_Tab 50mg,17,162
D82012,Sildenafil_Tab 100mg,35,204
P86022,Sildenafil_Tab 100mg,21,162
N81033,Sildenafil_Tab 100mg,30,280
K82006,Vardenafil_Tab 20mg,2,6
A84036,Sildenafil_Tab 50mg,25,144
H82057,Sildenafil_Tab 100mg,35,252
J83010,Sildenafil_Tab 100mg,28,136
D82019,Sildenafil_Tab 50mg,45,244
J83021,Sildenafil_Tab 100mg,40,288
G82066,Sildenafil_Tab 50mg,16,128
A82012,Sildenafil_Tab 50mg,57,443
M85081,Sildenafil_Tab 50mg,21,194
K81027,Cialis_Tab 10mg,3,6
G85030,Sildenafil_Tab 100mg,20,132
M83007,Sildenafil_Tab 50mg,20,232
P81072,Sildenafil_Tab 100mg,53,291
M85023,Tadalafil_Tab 5mg,5,172
H81069,Sildenafil_Tab 100mg,52,330
L81089,Sildenafil_Tab 25mg,3,176
C83082,Tadalafil_Tab 5mg,5,196
L82028,Sildenafil_Tab 100mg,52,364
P87027,Tadalafil_Tab 5mg,4,224
C84053,Sildenafil_Tab 100mg,64,384
N83002,Sildenafil_Tab 100mg,29,176
G83006,Sildenafil_Tab 100mg,40,272
J82029,Sildenafil_Tab 50mg,34,262
Y02322,Sildenafil_Tab 100mg,21,144
A85016,Sildenafil_Tab 50mg,29,156
B86057,Sildenafil_Tab 100mg,35,280
C81054,Sildenafil_Tab 50mg,27,204
N83020,Sildenafil_Tab 50mg,26,258
B85042,Sildenafil_Tab 100mg,18,152
H85061,Tadalafil_Tab 5mg,8,154
F81047,Tadalafil_Tab 5mg,1,10
N85057,Tadalafil_Tab 20mg,2,6
H82007,Sildenafil_Tab 100mg,35,308
M81048,Sildenafil_Tab 50mg,43,208
M82014,Sildenafil_Tab 50mg,29,136
J82022,Sildenafil_Tab 100mg,47,322
P86010,Sildenafil_Tab 100mg,32,176
L81034,Sildenafil_Tab 100mg,44,452
G81039,Tadalafil_Tab 5mg,6,280
H85020,Tadalafil_Tab 5mg,10,392
D81025,Sildenafil_Tab 100mg,22,94
F81144,Tadalafil_Tab 5mg,7,196
J82062,Sildenafil_Tab 100mg,47,496
L85020,Sildenafil_Tab 50mg,25,152
B81023,Tadalafil_Tab 10mg,1,14
H83631,Sildenafil_Tab 50mg,18,136
L85012,Sildenafil_Tab 50mg,28,204
P83001,Sildenafil_Tab 50mg,21,124
A82034,Sildenafil_Tab 100mg,24,152
M85177,Sildenafil_Tab 50mg,12,124
B81113,Sildenafil_Tab 25mg,3,175
B86066,Sildenafil_Tab 25mg,8,54
N84025,Sildenafil_Tab 50mg,21,144
H85025,Tadalafil_Tab 10mg,4,38
N85032,Sildenafil_Tab 100mg,30,152
K82021,Sildenafil_Tab 100mg,25,144
M85088,Sildenafil_Tab 100mg,41,336
E82006,Tadalafil_Tab 5mg,6,154
E83021,Sildenafil_Tab 50mg,17,152
H85115,Sildenafil_Tab 100mg,24,164
Y00155,Sildenafil_Tab 100mg,18,180
E82061,Sildenafil_Tab 100mg,33,232
G81001,Sildenafil_Tab 100mg,31,156
H82098,Tadalafil_Tab 10mg,4,41
M88031,Sildenafil_Tab 100mg,7,38
M84036,Sildenafil_Tab 50mg,26,336
G82007,Sildenafil_Tab 50mg,25,132
K84030,Sildenafil_Tab 50mg,25,184
M86021,Sildenafil_Tab 25mg,5,184
C82039,Vardenafil_Tab 10mg,1,2
C85020,Tadalafil_Tab 5mg,8,224
C83059,Tadalafil_Tab 20mg,2,18
J82076,Sildenafil_Tab 100mg,37,244
A86601,Sildenafil_Liq Spec 12.5mg/5ml,2,200
H85653,Sildenafil_Tab 50mg,37,196
D82045,Sildenafil_Tab 100mg,71,364
L83120,Sildenafil_Tab 100mg,27,176
J83046,Sildenafil_Tab 50mg,36,184
P85008,Sildenafil_Tab 50mg,12,54
L82010,Sildenafil_Tab 50mg,27,196
C82034,Sildenafil_Tab 50mg,16,124
F84033,Sildenafil_Tab 100mg,17,180
L82046,Sildenafil_Tab 50mg,18,124
M91028,Sildenafil_Tab 100mg,27,132
H81068,Sildenafil_Tab 100mg,37,252
M91009,Sildenafil_Tab 100mg,14,90
J81042,Tadalafil_Tab 20mg,12,62
B82054,Sildenafil_Tab 50mg,41,176
J83016,Sildenafil_Tab 50mg,66,344
G85005,Tadalafil_Tab 20mg,14,132
L83005,Sildenafil_Tab 50mg,19,136
H82045,Tadalafil_Tab 10mg,5,30
B86047,Sildenafil_Tab 100mg,19,148
A89001,Sildenafil_Tab 50mg,40,286
J81056,Sildenafil_Tab 25mg,3,176
M85663,Cialis_Tab 10mg,1,1
M82028,Sildenafil_Tab 50mg,29,148
L84037,Sildenafil_Tab 100mg,33,204
A84026,Sildenafil_Tab 50mg,14,110
L84026,Tadalafil_Tab 10mg,10,86
L81014,Sildenafil_Tab 50mg,39,292
A83025,Sildenafil_Tab 50mg,33,164
D81016,Cialis_Tab 5mg,3,62
P87017,Sildenafil_Tab 100mg,27,156
G81046,Sildenafil_Tab 100mg,44,262
P85013,Sildenafil_Tab 50mg,26,180
B86678,Tadalafil_Tab 5mg,6,63
C85023,Sildenafil_Tab 100mg,40,233
D83049,Sildenafil_Tab 50mg,27,136
P82025,Sildenafil_Tab 100mg,23,242
M89028,Sildenafil_Tab 50mg,25,228
Y02713,Sildenafil_Tab 100mg,14,98
Y02718,Sildenafil_Tab 50mg,6,29
G83651,Tadalafil_Tab 20mg,1,7
L83666,Sildenafil_Tab 50mg,1,6
K82079,Tadalafil_Tab 10mg,4,14
C81032,Sildenafil_Tab 100mg,29,192
J83011,Sildenafil_Tab 100mg,26,124
B82011,Sildenafil_Tab 100mg,24,136
J82053,Sildenafil_Tab 100mg,17,188
A89026,Sildenafil_Tab 100mg,15,106
C83054,Sildenafil_Tab 100mg,44,232
K83036,Sildenafil_Tab 50mg,52,256
B86010,Tadalafil_Tab 10mg,1,6
M85098,Sildenafil_Tab 100mg,12,67
N84008,Tadalafil_Tab 5mg,5,126
A85019,Sildenafil_Tab 50mg,31,208
A88003,Sildenafil_Tab 100mg,53,384
D83064,Sildenafil_Tab 50mg,11,82
F84105,Sildenafil_Tab 100mg,23,184
M84029,Sildenafil_Tab 50mg,10,70
F83004,Tadalafil_Tab 5mg,3,70
P83020,Sildenafil_Tab 25mg,6,202
B87026,Sildenafil_Tab 100mg,66,296
P89612,Tadalafil_Tab 5mg,1,14
C81616,Sildenafil_Tab 100mg,17,116
G85722,Sildenafil_Tab 100mg,16,172
C83011,Sildenafil_Tab 50mg,39,272
C83046,Sildenafil_Tab 100mg,9,46
P81018,Sildenafil_Tab 100mg,21,132
K82046,Vardenafil_Tab 10mg,1,2
F86644,Sildenafil_Tab 100mg,24,166
E81029,Sildenafil_Tab 50mg,20,160
F84669,Sildenafil_Tab 100mg,29,134
A82055,Sildenafil_Tab 100mg,22,132
H81116,Sildenafil_Tab 100mg,17,196
L81077,Tadalafil_Tab 5mg,4,196
M84026,Sildenafil_Tab 50mg,43,236
H82016,Sildenafil_Tab 50mg,27,270
B83062,Sildenafil_Tab 100mg,22,208
B84005,Sildenafil_Tab 100mg,27,232
L81063,Sildenafil_Tab 100mg,20,124
J82141,Sildenafil_Tab 100mg,28,212
H82023,Sildenafil_Tab 100mg,28,208
N81072,Tadalafil_Tab 5mg,7,196
D83046,Sildenafil_Tab 100mg,37,214
F84072,Tadalafil_Tab 20mg,3,30
C85017,Sildenafil_Tab 50mg,29,184
L81062,Sildenafil_Tab 50mg,36,244
J83045,Sildenafil_Tab 50mg,21,164
L82042,Sildenafil_Tab 100mg,42,248
L81021,Sildenafil_Tab 50mg,19,236
D83001,Sildenafil_Tab 50mg,26,152
L84010,Sildenafil_Tab 100mg,25,196
N81047,Sildenafil_Tab 100mg,37,290
L82012,Sildenafil_Tab 100mg,45,308
L81018,Sildenafil_Tab 50mg,25,164
C86029,Sildenafil_Tab 100mg,62,480
C81025,Sildenafil_Tab 100mg,31,200
