month,pct,total_items,total_cost
2012-11-01,06Q,16,554.84
2012-11-01,05V,5,273.60999999999996
2012-11-01,09Y,5,214.08999999999997
2012-11-01,01C,1,30.41
2012-11-01,08K,13,652.32
2012-11-01,05L,2,91.21
2012-11-01,05W,21,742.23
2012-11-01,02D,2,60.81
2012-11-01,06A,2,230.77999999999997
2012-11-01,05G,11,367.85
2012-11-01,12D,3,157.06
2012-11-01,05A,12,504.66999999999996
2012-11-01,00X,3,150.07999999999998
2012-11-01,10V,9,369.90000000000003
2012-11-01,08E,8,466.12000000000006
2012-11-01,09J,9,459.15
2012-11-01,10X,1,60.8
2012-11-01,02E,1,243.16
2012-11-01,00Q,4,240.52999999999997
2012-11-01,07P,11,982.84
2012-11-01,01E,4,184.94
2012-11-01,03N,10,585.6700000000001
2012-11-01,10K,6,341.98
2012-11-01,11X,15,726.1999999999998
2012-11-01,10C,1,182.37
2012-11-01,05D,2,92.47
2012-11-01,08C,1,10.56
2012-11-01,04V,14,610.68
2012-11-01,08H,5,375.0
2012-11-01,05X,3,245.70999999999998
2012-11-01,09G,22,1026.36
2012-11-01,05H,3,140.94
2012-11-01,06F,9,338.21000000000004
2012-11-01,07T,9,467.66
2012-11-01,03Q,4,155.81
2012-11-01,06P,10,438.33
2012-11-01,01V,2,178.58
2012-11-01,03M,2,91.21
2012-11-01,00K,3,71.37
2012-11-01,08R,7,467.57000000000005
2012-11-01,99J,19,783.4200000000001
2012-11-01,07M,27,1510.14
2012-11-01,08X,7,492.7100000000001
2012-11-01,02N,1,30.41
2012-11-01,05T,4,121.6
2012-11-01,09C,2,112.83
2012-11-01,06Y,6,195.47000000000003
2012-11-01,06H,17,759.5899999999999
2012-12-01,02N,5,142.14
2012-12-01,07W,10,637.5799999999999
2012-12-01,02R,1,60.83
2012-12-01,08W,11,557.2700000000001
2012-12-01,05V,6,183.79000000000002
2012-12-01,03X,3,72.67
2012-12-01,02H,2,62.1
2012-12-01,99M,4,304.14
2012-12-01,99Q,8,417.81000000000006
2012-12-01,08Y,10,507.78000000000003
2012-12-01,11N,10,298.86
2012-12-01,06W,4,212.91000000000003
2012-12-01,08A,11,666.89
2012-12-01,05N,11,466.89
2012-12-01,02F,4,149.48
2012-12-01,06Q,16,647.8499999999999
2012-12-01,03N,10,463.12000000000006
2012-12-01,02A,3,100.22
2012-12-01,01Y,2,87.28999999999999
2012-12-01,09H,3,121.67
2012-12-01,02Q,1,63.36
2012-12-01,15F,17,1469.76
2012-12-01,08X,6,243.34
2012-12-01,07H,9,310.5
2012-12-01,03D,3,121.67
2012-12-01,07L,4,243.32000000000005
2012-12-01,08N,13,499.78
2012-12-01,05Q,2,121.66
2012-12-01,10V,11,675.4399999999999
2012-12-01,00J,8,425.82
2012-12-01,02M,5,216.39
2012-12-01,00N,8,301.21000000000004
2012-12-01,03R,10,732.01
2012-12-01,11E,3,257.7
2012-12-01,11X,12,633.72
2012-12-01,03J,3,119.74
2012-12-01,08M,12,486.68
2012-12-01,06F,14,580.42
2012-12-01,10X,2,196.82
2012-12-01,02D,1,91.24
2012-12-01,08Q,8,616.78
2012-12-01,09D,10,717.1999999999999
2012-12-01,09X,8,306.71
2012-12-01,06N,17,876.8399999999999
2012-12-01,09Y,6,296.25
2012-12-01,07M,20,1174.87
2012-12-01,06V,2,88.53999999999999
2012-12-01,09G,26,1089.0499999999997
2012-12-01,04K,5,265.39
2012-12-01,04D,4,133.48000000000002
2012-12-01,09E,7,261.02
2012-12-01,04E,1,30.42
2012-12-01,00C,1,30.42
2012-12-01,04Y,1,10.57
2012-12-01,12D,3,92.53
2012-12-01,00D,10,388.67
2012-12-01,07Y,8,385.99
2012-12-01,05L,10,590.59
2012-12-01,11J,13,527.1800000000001
2012-12-01,08V,8,499.27
2012-12-01,06P,8,416.51000000000005
2012-12-01,02X,2,93.76
2012-12-01,08D,4,187.55
2012-12-01,00Q,3,149.39999999999998
2012-12-01,06T,6,185.04000000000002
2012-12-01,11M,36,1593.9799999999998
2012-12-01,01V,1,30.42
2012-12-01,06K,16,670.5000000000001
2012-12-01,11A,14,675.46
2012-12-01,13T,5,145.34
2012-12-01,08P,2,92.50999999999999
2012-12-01,03K,3,182.32
2012-12-01,00K,3,159.33999999999997
2012-12-01,05X,6,216.72000000000003
2012-12-01,08G,4,152.09
2012-12-01,09C,2,62.09
2012-12-01,09P,6,256.23
2012-12-01,10A,2,182.48000000000002
2012-12-01,09W,6,153.33
2012-12-01,08K,19,766.04
2012-12-01,02E,3,335.79
2012-12-01,07G,4,178.54
2012-12-01,10E,1,56.87
2012-12-01,07X,8,273.77
2012-12-01,01D,2,182.48
2012-12-01,04N,1,63.36
2012-12-01,03H,13,541.16
2012-12-01,09A,11,590.49
2012-12-01,99A,4,176.61
2012-12-01,10C,1,30.42
2012-12-01,04F,15,388.05
2012-12-01,10R,2,185.01
2012-12-01,10D,1,63.36
2012-12-01,03L,4,182.5
2012-12-01,04C,17,664.5
2012-12-01,03M,4,122.09
2012-12-01,00P,12,665.6899999999999
2012-12-01,02Y,9,539.44
2012-12-01,99G,9,675.42
2012-12-01,15D,2,60.84
2012-12-01,01C,4,101.83000000000001
2012-12-01,02P,1,30.42
2012-12-01,08L,16,901.11
2012-12-01,05C,4,182.5
2012-12-01,01A,4,184.38
2012-12-01,10L,5,273.74
2012-12-01,05R,1,30.42
2012-12-01,08F,9,317.71000000000004
2012-12-01,04H,4,212.89
2012-12-01,00T,5,223.15
2012-12-01,99J,22,1108.2
2012-12-01,07P,9,550.81
2012-12-01,99F,7,401.72
2012-12-01,99C,3,121.67
2012-12-01,05G,7,203.65
2012-12-01,04R,11,443.61000000000007
2012-12-01,09L,4,173.20999999999998
2012-12-01,07Q,9,604.0699999999999
2012-12-01,04V,24,1004.8099999999998
2012-12-01,01F,1,31.68
2012-12-01,00X,3,89.33
2012-12-01,99H,10,477.66
2012-12-01,03E,5,188.5
2012-12-01,05Y,6,261.69
2012-12-01,03W,19,915.8100000000002
2012-12-01,07N,6,555.03
2012-12-01,06M,4,185.03
2012-12-01,14L,3,122.93
2012-12-01,02W,2,153.33
2012-12-01,08J,3,124.2
2012-12-01,05F,2,91.25
2012-12-01,07J,2,121.66
2012-12-01,15A,5,183.77
2012-12-01,05W,18,585.32
2012-12-01,15E,29,1376.8399999999995
2012-12-01,06Y,6,175.73000000000002
2012-12-01,5QM,1,30.42
2012-12-01,99D,9,449.42
2012-12-01,08H,4,268.84000000000003
2012-12-01,07R,23,924.3699999999999
2012-12-01,07T,17,787.8600000000001
2012-12-01,05H,3,170.62
2012-12-01,05T,7,220.82000000000002
2012-12-01,99P,21,964.8300000000002
2012-12-01,03Q,5,199.37
2012-12-01,99K,7,339.62
2012-12-01,04L,2,60.84
2012-12-01,06D,1,56.87
2012-12-01,12F,4,276.26000000000005
2012-12-01,01W,2,182.48
2012-12-01,01E,3,359.46000000000004
2012-12-01,09N,4,183.76
2012-12-01,10J,8,440.15
2012-12-01,01H,9,490.01
2012-12-01,01J,2,60.84
2012-12-01,06L,9,400.44000000000005
2012-12-01,09F,7,254.5
2012-12-01,00L,4,153.35000000000002
2012-12-01,99N,17,683.4799999999999
2012-12-01,09J,8,307.97
2012-12-01,15C,12,478.34
2012-12-01,05D,1,60.83
2012-12-01,04M,5,236.57999999999998
2012-12-01,06H,23,912.2400000000001
2012-12-01,04Q,4,153.34
2012-12-01,02T,4,281.32
2012-12-01,03T,11,471.85
2012-12-01,08R,7,352.42
2012-12-01,00M,4,153.35000000000002
2012-12-01,08C,5,276.26
2012-12-01,04G,7,391.16
2012-12-01,08T,3,121.67
2012-12-01,05A,9,392.72
2012-12-01,07V,7,159.99
2012-12-01,14Y,5,244.57999999999998
2012-12-01,10K,7,379.93
2012-12-01,08E,5,185.03
2012-12-01,03F,5,154.63
2012-12-01,01R,3,186.64
2012-12-01,10Q,8,489.16999999999996
2012-12-01,99E,4,233.02999999999997
2013-01-01,01Y,1,91.38
2013-01-01,12D,1,31.73
2013-01-01,09X,6,276.72
2013-01-01,02Y,13,800.93
2013-01-01,99N,7,309.69
2013-01-01,01J,2,60.94
2013-01-01,10J,9,368.09
2013-01-01,09J,9,376.8900000000001
2013-01-01,05F,3,91.41
2013-01-01,11N,6,228.14999999999998
2013-01-01,05G,9,295.36
2013-01-01,05Q,2,125.65
2013-01-01,08Y,7,501.75
2013-01-01,14L,4,123.14
2013-01-01,10C,1,182.75
2013-01-01,05H,2,93.93
2013-01-01,04R,6,366.25
2013-01-01,00D,9,487.39000000000004
2013-01-01,01H,4,124.92
2013-01-01,03W,17,619.42
2013-01-01,11X,17,1105.13
2013-01-01,03F,5,185.33
2013-01-01,06Y,7,226.38
2013-01-01,01D,1,152.29
2013-01-01,07K,3,91.41
2013-01-01,06H,19,867.7600000000002
2013-01-01,03K,3,98.02000000000001
2013-01-01,08C,5,213.26
2013-01-01,03L,5,277.96000000000004
2013-01-01,01C,5,197.18
2013-01-01,99G,5,248.77
2013-01-01,02R,6,421.89
2013-01-01,05L,8,551.89
2013-01-01,00J,8,425.72
2013-01-01,02W,3,146.79999999999998
2013-01-01,02Q,1,63.46
2013-01-01,03N,11,544.12
2013-01-01,09A,8,376.15
2013-01-01,04C,14,499.09
2013-01-01,07X,10,308.49
2013-01-01,04M,2,91.39
2013-01-01,05T,7,277.77
2013-01-01,10D,3,150.89000000000001
2013-01-01,04L,3,70.78
2013-01-01,09N,1,30.47
2013-01-01,02X,1,30.47
2013-01-01,05A,10,456.96000000000004
2013-01-01,11M,41,1929.6100000000001
2013-01-01,06K,11,366.86
2013-01-01,03T,6,284.71999999999997
2013-01-01,15E,22,1014.6900000000002
2013-01-01,06Q,14,501.78000000000003
2013-01-01,04V,16,644.95
2013-01-01,99A,9,677.75
2013-01-01,07Y,9,535.18
2013-01-01,10K,6,337.46000000000004
2013-01-01,09G,19,1079.88
2013-01-01,07N,6,371.86
2013-01-01,04H,3,182.76
2013-01-01,10Q,7,397.24
2013-01-01,05C,2,91.39
2013-01-01,10X,1,105.75
2013-01-01,04D,8,184.69
2013-01-01,10L,5,213.25
2013-01-01,02T,1,91.38
2013-01-01,00K,4,114.0
2013-01-01,01K,2,115.86
2013-01-01,02N,4,134.98000000000002
2013-01-01,08R,5,332.62
2013-01-01,04E,3,156.12
2013-01-01,05Y,4,246.23000000000002
2013-01-01,99H,10,315.87
2013-01-01,04N,3,186.56
2013-01-01,02E,1,243.66
2013-01-01,05X,4,156.13
2013-01-01,08T,3,164.76
2013-01-01,06F,18,767.94
2013-01-01,01W,2,243.67
2013-01-01,08E,10,353.30000000000007
2013-01-01,00N,4,158.66
2013-01-01,07G,2,60.94
2013-01-01,03Y,1,59.33
2013-01-01,06L,10,452.68
2013-01-01,07H,12,562.72
2013-01-01,99D,6,370.58
2013-01-01,06V,5,211.79
2013-01-01,08A,10,652.5799999999999
2013-01-01,05W,22,736.46
2013-01-01,08P,5,247.5
2013-01-01,02M,3,114.97
2013-01-01,00T,3,191.42999999999998
2013-01-01,05D,2,92.65
2013-01-01,08L,9,491.0400000000001
2013-01-01,07R,17,807.7
2013-01-01,11A,11,516.1600000000001
2013-01-01,07Q,8,656.8
2013-01-01,09E,3,117.15
2013-01-01,04Y,1,30.47
2013-01-01,01F,2,62.2
2013-01-01,03M,6,153.57
2013-01-01,99E,6,241.02
2013-01-01,00M,5,116.36
2013-01-01,03H,11,671.27
2013-01-01,09P,4,125.65
2013-01-01,09W,7,196.56
2013-01-01,08X,9,434.1
2013-01-01,09Y,8,366.82
2013-01-01,10A,5,195.9
2013-01-01,07L,6,122.72
2013-01-01,08V,14,1014.96
2013-01-01,03J,3,121.86
2013-01-01,99M,8,407.85
2013-01-01,04Q,2,91.39
2013-01-01,08Q,9,487.4000000000001
2013-01-01,15D,6,275.44
2013-01-01,15A,12,706.94
2013-01-01,09F,4,123.14
2013-01-01,04G,14,566.55
2013-01-01,08J,3,92.67
2013-01-01,07V,8,276.74
2013-01-01,12F,6,439.12
2013-01-01,15F,18,1485.2899999999997
2013-01-01,08N,12,462.06
2013-01-01,08K,14,677.8000000000001
2013-01-01,06T,6,349.47
2013-01-01,99P,20,1004.8
2013-01-01,04K,8,366.4000000000001
2013-01-01,99K,10,618.1
2013-01-01,03X,2,104.5
2013-01-01,08G,3,76.92
2013-01-01,10E,1,56.96
2013-01-01,08D,5,182.56
2013-01-01,06M,3,166.69
2013-01-01,00Q,2,119.91999999999999
2013-01-01,07T,14,686.2100000000002
2013-01-01,02D,3,152.32
2013-01-01,11J,12,486.98
2013-01-01,15C,13,806.05
2013-01-01,14Y,3,124.4
2013-01-01,07P,9,592.6899999999999
2013-01-01,13T,9,367.96000000000004
2013-01-01,02F,7,473.1000000000001
2013-01-01,09H,4,152.32999999999998
2013-01-01,07W,10,790.86
2013-01-01,00L,6,204.45000000000002
2013-01-01,99J,18,731.53
2013-01-01,08M,14,579.78
2013-01-01,10V,3,91.41
2013-01-01,03A,2,91.39
2013-01-01,01A,2,197.67
2013-01-01,05V,4,213.23999999999998
2013-01-01,03R,17,1413.3799999999999
2013-01-01,08F,6,256.0
2013-01-01,99F,11,522.95
2013-01-01,99Q,19,1212.2500000000002
2013-01-01,08W,9,365.59000000000003
2013-01-01,00P,13,628.76
2013-01-01,05N,6,174.44
2013-01-01,00R,1,60.92
2013-01-01,06P,4,241.75
2013-01-01,00Y,1,85.39
2013-01-01,05R,3,152.3
2013-01-01,09L,3,134.97
2013-01-01,02P,2,89.8
2013-01-01,06W,7,375.61
2013-01-01,01E,2,93.93
2013-01-01,03Q,5,184.04999999999998
2013-01-01,04F,7,258.1
2013-01-01,09C,3,121.83
2013-01-01,11E,6,414.46000000000004
2013-01-01,06N,23,1013.02
2013-01-01,99C,3,121.86
2013-01-01,04J,2,182.76
2013-01-01,07J,1,30.47
2013-01-01,00X,4,241.76999999999998
2013-01-01,01R,4,243.9
2013-01-01,09D,11,496.28999999999996
2013-01-01,06D,2,125.63
2013-01-01,07M,26,1231.2200000000003
2013-01-01,02H,2,378.15000000000003
2013-01-01,10R,3,248.74
2013-01-01,03E,7,321.96000000000004
2013-01-01,08H,8,534.43
2013-02-01,07V,8,595.4699999999999
2013-02-01,03A,2,121.9
2013-02-01,05V,6,243.81999999999996
2013-02-01,01V,1,30.48
2013-02-01,11M,32,1694.1200000000003
2013-02-01,05D,2,92.7
2013-02-01,09W,5,120.63
2013-02-01,99D,8,358.9
2013-02-01,11N,6,226.32
2013-02-01,09A,8,370.79
2013-02-01,00K,3,56.42
2013-02-01,12F,3,154.91
2013-02-01,04L,2,60.21
2013-02-01,10K,7,418.14
2013-02-01,05C,4,102.03
2013-02-01,03Y,2,203.23999999999998
2013-02-01,03J,2,113.69
2013-02-01,02X,1,63.47
2013-02-01,00P,6,190.76
2013-02-01,99C,1,30.48
2013-02-01,06W,3,182.84
2013-02-01,09P,5,274.62
2013-02-01,09E,7,409.62
2013-02-01,07H,10,461.88000000000005
2013-02-01,01F,1,31.75
2013-02-01,07T,10,584.2
2013-02-01,08N,14,673.0799999999999
2013-02-01,07M,22,1298.4900000000002
2013-02-01,04M,2,60.96
2013-02-01,00D,11,450.06000000000006
2013-02-01,00J,9,380.1
2013-02-01,07J,7,144.37
2013-02-01,02H,3,92.71000000000001
2013-02-01,10J,6,254.39
2013-02-01,99P,17,650.1500000000001
2013-02-01,09L,5,174.83
2013-02-01,03K,2,62.230000000000004
2013-02-01,15A,4,152.38
2013-02-01,04N,2,93.94999999999999
2013-02-01,02E,2,304.7
2013-02-01,07R,23,1063.71
2013-02-01,04C,17,666.02
2013-02-01,02T,4,218.39
2013-02-01,06H,27,1014.8900000000001
2013-02-01,06Y,7,204.95000000000002
2013-02-01,99A,9,483.73
2013-02-01,99M,2,153.63
2013-02-01,03R,12,775.9200000000001
2013-02-01,08E,10,569.25
2013-02-01,03Q,6,215.88
2013-02-01,10X,1,91.42
2013-02-01,01A,9,432.99
2013-02-01,08Y,12,431.77
2013-02-01,08A,10,582.5900000000001
2013-02-01,07K,2,60.96
2013-02-01,08J,6,339.02
2013-02-01,04Y,1,30.48
2013-02-01,03T,4,132.5
2013-02-01,04V,18,608.09
2013-02-01,09F,11,678.0300000000001
2013-02-01,09G,15,680.54
2013-02-01,99J,19,701.77
2013-02-01,03N,7,287.96000000000004
2013-02-01,08D,9,647.09
2013-02-01,00X,2,59.03
2013-02-01,05T,7,246.31
2013-02-01,00T,3,91.44
2013-02-01,05L,8,364.3
2013-02-01,03L,2,91.43
2013-02-01,11X,17,921.8000000000003
2013-02-01,99K,6,279.32
2013-02-01,10E,2,158.7
2013-02-01,02Y,9,470.88000000000005
2013-02-01,01R,3,117.94
2013-02-01,09X,7,227.73
2013-02-01,99F,5,274.28
2013-02-01,03D,2,124.41999999999999
2013-02-01,05N,5,165.5
2013-02-01,03E,6,201.92999999999998
2013-02-01,01C,2,71.54
2013-02-01,09J,6,197.26
2013-02-01,03W,22,953.1999999999999
2013-02-01,05G,4,132.5
2013-02-01,01J,3,91.44
2013-02-01,11E,5,327.93
2013-02-01,09N,3,214.59
2013-02-01,10V,10,613.2800000000001
2013-02-01,07Q,13,808.9000000000001
2013-02-01,08P,3,152.38
2013-02-01,04G,9,345.15999999999997
2013-02-01,00Q,3,149.7
2013-02-01,05A,7,265.93
2013-02-01,99E,4,221.2
2013-02-01,04Q,3,91.44
2013-02-01,10A,6,245.07999999999998
2013-02-01,08H,13,882.96
2013-02-01,07P,13,1033.8999999999999
2013-02-01,09D,9,510.63
2013-02-01,06Q,14,548.42
2013-02-01,06V,5,268.7
2013-02-01,08V,13,794.43
2013-02-01,15D,2,152.35999999999999
2013-02-01,09Y,3,124.45
2013-02-01,01E,4,297.96000000000004
2013-02-01,02R,4,182.86
2013-02-01,01H,9,489.72
2013-02-01,04F,6,196.0
2013-02-01,01D,1,30.48
2013-02-01,15E,28,1428.6400000000003
2013-02-01,08R,6,533.36
2013-02-01,08C,3,274.25
2013-02-01,01K,2,60.96
2013-02-01,08T,3,164.82
2013-02-01,08K,12,676.6500000000001
2013-02-01,08X,14,602.1000000000001
2013-02-01,10R,2,253.9
2013-02-01,02D,2,121.9
2013-02-01,14L,2,62.230000000000004
2013-02-01,06F,14,609.1400000000001
2013-02-01,07N,4,245.06
2013-02-01,05Q,4,153.66000000000003
2013-02-01,07G,3,121.91000000000001
2013-02-01,10Q,7,477.8999999999999
2013-02-01,99N,10,488.87
2013-02-01,08G,3,91.44
2013-02-01,11J,12,463.48
2013-02-01,99H,2,91.43
2013-02-01,15C,24,1100.6400000000003
2013-02-01,06P,5,274.26
2013-02-01,99G,5,360.16
2013-02-01,08L,8,413.37
2013-02-01,03X,2,104.21
2013-02-01,04K,4,218.39
2013-02-01,02W,3,184.10999999999999
2013-02-01,05R,1,30.48
2013-02-01,10L,7,335.23
2013-02-01,09H,4,182.86
2013-02-01,08Q,12,1030.5700000000002
2013-02-01,05H,3,174.92000000000002
2013-02-01,04H,4,213.3
2013-02-01,04R,8,326.86999999999995
2013-02-01,99Q,14,713.2800000000001
2013-02-01,09C,1,31.75
2013-02-01,05Y,3,152.38
2013-02-01,00V,2,74.7
2013-02-01,07W,11,707.8000000000001
2013-02-01,02F,3,90.76
2013-02-01,10D,1,63.48
2013-02-01,00L,9,366.94
2013-02-01,01G,2,25.509999999999998
2013-02-01,07Y,8,847.3000000000001
2013-02-01,08F,6,226.91
2013-02-01,07X,12,491.58000000000004
2013-02-01,06K,15,612.0700000000002
2013-02-01,03F,5,143.09
2013-02-01,08W,6,307.28
2013-02-01,02M,1,31.75
2013-02-01,05W,14,380.49
2013-02-01,15F,14,1278.29
2013-02-01,12D,5,154.93
2013-02-01,01W,2,182.82999999999998
2013-02-01,13T,8,401.25
2013-02-01,06M,1,30.48
2013-02-01,07L,8,275.15
2013-02-01,08M,13,714.0200000000001
2013-02-01,00M,6,164.87
2013-02-01,00N,4,95.25
2013-02-01,06L,7,430.40999999999997
2013-02-01,05X,4,240.49
2013-02-01,03H,9,370.14000000000004
2013-02-01,04D,6,217.14000000000001
2013-02-01,06N,16,971.07
2013-02-01,02N,4,197.23000000000002
2013-02-01,11A,10,642.47
2013-02-01,14Y,5,303.03000000000003
2013-02-01,05F,3,213.31
2013-02-01,03M,3,91.43
2013-02-01,06T,5,230.25
2013-03-01,08X,12,675.9300000000001
2013-03-01,02R,10,420.17
2013-03-01,07Q,6,336.7
2013-03-01,05W,20,637.5999999999999
2013-03-01,14Y,3,121.97
2013-03-01,11J,13,474.39
2013-03-01,07T,11,512.9100000000001
2013-03-01,02E,2,243.92000000000002
2013-03-01,08W,15,679.9399999999999
2013-03-01,05G,7,254.58
2013-03-01,09D,8,923.4
2013-03-01,09G,16,568.22
2013-03-01,03F,5,174.94
2013-03-01,02Y,8,369.77
2013-03-01,01E,1,63.52
2013-03-01,99G,11,717.52
2013-03-01,15D,3,252.8
2013-03-01,12D,5,155.03
2013-03-01,11E,3,121.96
2013-03-01,03M,4,121.98
2013-03-01,05F,3,91.5
2013-03-01,01F,2,62.269999999999996
2013-03-01,00N,4,189.3
2013-03-01,02N,3,144.42000000000002
2013-03-01,10C,1,30.5
2013-03-01,08G,5,137.99
2013-03-01,15F,11,638.2800000000001
2013-03-01,00J,12,510.39
2013-03-01,06F,19,758.6200000000001
2013-03-01,07G,3,91.5
2013-03-01,05C,2,91.49000000000001
2013-03-01,11N,11,452.22
2013-03-01,06W,6,328.65000000000003
2013-03-01,00X,3,150.54
2013-03-01,00D,4,213.46
2013-03-01,04Y,1,30.5
2013-03-01,03L,4,213.46
2013-03-01,99P,21,890.29
2013-03-01,05D,1,60.99
2013-03-01,04V,14,541.01
2013-03-01,02H,4,397.65
2013-03-01,02T,1,63.52
2013-03-01,06Y,6,136.89
2013-03-01,02M,3,123.25999999999999
2013-03-01,03Q,9,351.09000000000003
2013-03-01,03A,2,91.49000000000001
2013-03-01,10Q,10,537.01
2013-03-01,15C,27,1269.0300000000002
2013-03-01,99K,6,308.74
2013-03-01,08T,4,228.45
2013-03-01,01A,4,228.36
2013-03-01,03D,2,41.07
2013-03-01,09Y,7,229.10000000000002
2013-03-01,08Q,8,425.49
2013-03-01,03J,3,182.96
2013-03-01,07H,4,152.49
2013-03-01,07R,19,843.6500000000001
2013-03-01,09W,9,302.03000000000003
2013-03-01,06V,6,272.84
2013-03-01,01V,1,60.99
2013-03-01,99F,6,278.27
2013-03-01,10V,7,274.48
2013-03-01,01H,5,165.6
2013-03-01,10R,2,153.73
2013-03-01,08R,8,451.13
2013-03-01,04Q,6,304.94000000000005
2013-03-01,07K,2,61.0
2013-03-01,01D,1,95.27
2013-03-01,09L,3,163.06
2013-03-01,01W,1,121.96
2013-03-01,04D,9,317.41999999999996
2013-03-01,03K,5,177.47
2013-03-01,5A3,3,31.46
2013-03-01,00M,6,483.13
2013-03-01,02Q,2,94.02000000000001
2013-03-01,05Y,5,182.99
2013-03-01,08E,16,827.96
2013-03-01,12F,5,230.08
2013-03-01,99N,14,616.2199999999999
2013-03-01,09E,3,117.27000000000001
2013-03-01,99A,9,393.09
2013-03-01,03H,12,592.9100000000001
2013-03-01,04M,5,278.25
2013-03-01,06T,7,214.76
2013-03-01,04H,3,152.45999999999998
2013-03-01,09N,3,153.74
2013-03-01,07P,8,320.64
2013-03-01,07X,11,453.48
2013-03-01,04C,17,746.29
2013-03-01,04K,6,291.37
2013-03-01,08M,9,396.53
2013-03-01,09F,9,307.52
2013-03-01,01K,4,122.0
2013-03-01,11A,15,797.13
2013-03-01,05N,8,402.77
2013-03-01,02X,3,152.47
2013-03-01,06H,26,1033.21
2013-03-01,09A,8,640.33
2013-03-01,08K,16,835.1500000000001
2013-03-01,07Y,13,633.47
2013-03-01,10K,7,415.87
2013-03-01,99E,4,174.92000000000002
2013-03-01,06M,2,166.85
2013-03-01,09X,7,339.25
2013-03-01,00T,3,91.5
2013-03-01,08P,1,30.5
2013-03-01,14L,2,62.269999999999996
2013-03-01,01Y,2,148.49
2013-03-01,99H,4,321.84000000000003
2013-03-01,10J,9,372.40999999999997
2013-03-01,99Q,13,532.8
2013-03-01,00P,10,576.5899999999999
2013-03-01,06P,9,469.77
2013-03-01,00R,1,95.27
2013-03-01,99D,6,241.29000000000002
2013-03-01,08H,7,490.41
2013-03-01,07W,7,544.21
2013-03-01,06Q,13,586.25
2013-03-01,08F,9,349.04
2013-03-01,06N,21,970.3
2013-03-01,07M,26,1506.32
2013-03-01,02A,2,92.76
2013-03-01,05R,4,152.47
2013-03-01,00L,5,184.20000000000002
2013-03-01,15A,7,367.18
2013-03-01,02D,1,30.5
2013-03-01,03N,5,156.3
2013-03-01,08A,6,351.59999999999997
2013-03-01,05T,5,214.7
2013-03-01,11M,36,1552.19
2013-03-01,07N,6,577.62
2013-03-01,00Q,2,120.03999999999999
2013-03-01,07V,10,459.08000000000004
2013-03-01,05X,2,94.02
2013-03-01,06L,5,245.19
2013-03-01,09P,5,180.78
2013-03-01,08Y,11,495.5300000000001
2013-03-01,02P,1,30.5
2013-03-01,04E,1,30.5
2013-03-01,01R,2,157.9
2013-03-01,09H,3,91.5
2013-03-01,09C,2,111.89999999999999
2013-03-01,07J,4,135.11
2013-03-01,01J,2,61.0
2013-03-01,03Y,1,173.61
2013-03-01,05H,1,57.02
2013-03-01,03X,1,63.52
2013-03-01,08J,3,75.93
2013-03-01,04G,9,341.78
2013-03-01,15E,22,923.03
2013-03-01,11X,15,801.74
2013-03-01,02F,4,183.57
2013-03-01,08L,12,608.3
2013-03-01,05L,7,500.78000000000003
2013-03-01,99M,5,249.04000000000002
2013-03-01,04R,12,581.9599999999999
2013-03-01,00K,3,159.76
2013-03-01,08C,6,396.41
2013-03-01,10D,4,246.48
2013-03-01,99J,19,1018.32
2013-03-01,07L,7,154.63
2013-03-01,03E,2,42.8
2013-03-01,10L,4,182.98000000000002
2013-03-01,04F,9,295.21000000000004
2013-03-01,03T,8,318.05
2013-03-01,04L,3,90.75
2013-03-01,13T,10,429.32
2013-03-01,03W,22,1005.4200000000001
2013-03-01,02W,3,94.03999999999999
2013-03-01,10A,4,255.79999999999998
2013-03-01,05Q,2,121.97
2013-03-01,03R,10,943.1600000000001
2013-03-01,05A,8,336.74
2013-03-01,06K,16,729.95
2013-03-01,08N,10,349.55
2013-03-01,05V,4,184.23
2013-03-01,09J,10,475.65
2013-03-01,04N,1,30.49
2013-03-01,08V,11,885.1100000000001
2013-03-01,08D,4,184.25
2013-03-01,01C,7,255.84
2013-04-01,01C,5,142.99
2013-04-01,01W,1,121.81
2013-04-01,07N,5,305.82
2013-04-01,04Y,1,30.46
2013-04-01,05L,8,313.72
2013-04-01,02E,2,243.60999999999999
2013-04-01,00L,9,326.21999999999997
2013-04-01,02M,3,152.28
2013-04-01,08C,4,214.46
2013-04-01,04D,6,203.87
2013-04-01,09G,14,669.5300000000001
2013-04-01,03J,2,60.92
2013-04-01,05C,3,121.83
2013-04-01,07Y,9,656.0799999999999
2013-04-01,08T,4,195.17000000000002
2013-04-01,06K,16,733.4699999999999
2013-04-01,06Q,11,399.78999999999996
2013-04-01,09D,6,543.4300000000001
2013-04-01,04G,9,418.01
2013-04-01,07V,14,780.6700000000001
2013-04-01,05Q,3,178.77
2013-04-01,08V,10,599.03
2013-04-01,03W,28,1269.0900000000001
2013-04-01,11M,49,2167.45
2013-04-01,00M,5,152.82000000000002
2013-04-01,01R,3,117.87
2013-04-01,09A,10,604.1099999999999
2013-04-01,04C,12,423.83000000000004
2013-04-01,01F,1,30.46
2013-04-01,08G,3,91.38
2013-04-01,99K,6,276.64
2013-04-01,05Y,2,60.92
2013-04-01,01J,2,60.92
2013-04-01,99P,31,1220.3500000000001
2013-04-01,11E,4,132.39000000000001
2013-04-01,11X,16,668.32
2013-04-01,00C,1,60.91
