,practice,pct,items,rate,monthly_rate,code_x,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,code_y,dispensing_patients,total_items
1915,E81054,06P,1565,501.1340893929287,41.76117411607739,E81054,4,0.46173150041213135,1.0,1.0,406.09999999999997,87.0,27.0,520.0999999999999,23.930692587690302,84.75735150783291,49.9097632025915,13.7988087359365,24.0172071475844,E81054,0.0,40408
1916,E81056,06F,3716,595.6162261076308,49.634685508969234,E81056,3,0.4469364627575274,2.0,2.0,428.98,97.0,27.0,552.98,19.981200613079,77.182052201288,55.8311414858171,14.0407470288625,23.3514431239389,E81056,0.0,88585
1917,E81057,06F,9359,680.2669994063988,56.6889166171999,E81057,2,0.38537252728720195,6.0,6.0,416.07,97.0,27.0,540.0699999999999,11.759764320424098,84.815081068377,56.6353722203764,16.4092805386811,22.347947010173502,E81057,885.0,274501
1918,E81059,06F,3930,657.4929942699403,54.79108285582836,E81059,2,0.4233398311367305,3.0,4.0,427.45,96.39,27.0,550.84,12.890535995796098,83.4288168651691,65.2496130124664,19.2327903310562,19.9404449115432,E81059,930.0,122907
1919,E81060,06F,2388,538.1206339667993,44.84338616389994,E81060,3,0.3230818222345198,2.0,2.0,415.07,93.62,27.0,535.69,22.477580517423394,83.2654329358107,47.5756689569275,18.407172995780602,19.5675105485232,E81060,138.0,71117
1920,E81061,06F,3221,579.7249261320176,48.310410511001464,E81061,2,0.38912833939164715,4.0,4.0,427.94,87.19,27.0,542.13,6.595405883448151,74.02150509565709,46.7639315211431,16.734921816828,22.5204765450484,E81061,2193.0,99532
1921,E81062,06F,2907,419.56628940500104,34.963857450416754,E81062,3,0.4086404125213483,3.0,3.0,402.87,97.0,27.0,526.87,27.1020213783403,83.12511841006601,52.28297621757171,11.9268635724332,23.9493670886076,E81062,0.0,90230
1922,E81063,06P,5792,718.7218861485962,59.89349051238302,E81063,4,0.34380524366287196,5.0,5.0,413.59,91.68,27.0,532.27,31.261916718691502,57.4898888539431,35.3658106750007,5.26053353278484,34.6073298429319,E81063,0.0,141809
1923,E81064,06P,2368,397.2043611965334,33.10036343304445,E81064,4,0.5190656722381541,3.0,3.0,421.87,97.0,27.0,545.87,19.1354602540835,77.49295983872709,55.04369495829639,11.9600725952813,25.1506352087114,E81064,0.0,65642
1924,E81065,06P,2272,377.6438811552046,31.470323429600384,E81065,4,0.4735570397773147,3.0,3.0,415.16,97.0,25.75,537.9100000000001,32.6310710347065,66.8849656099977,44.500520565612,6.81154719429127,31.0801167693805,E81065,0.0,72961
1925,E81069,06F,3180,658.7942821628341,54.899523513569505,E81069,2,0.3243823634527844,5.0,5.0,432.7699999999999,93.15,26.39,552.31,14.129709870183401,73.55053014067441,54.050298642465805,26.1281681434164,17.3542138883165,E81069,0.0,101723
1926,E81073,06P,7960,556.2446498139445,46.35372081782871,E81073,4,0.5112766879102242,7.0,5.0,416.92,97.0,27.0,540.9200000000001,30.969702771362602,87.52322566841559,48.077703400755205,10.363930137724099,23.519273678541197,E81073,0.0,181762
1927,E81074,06F,5790,552.9293797450222,46.07744831208518,E81074,2,0.4101160197965572,9.0,10.0,434.25,82.21,27.0,543.46,7.367640740385539,91.677071658103,57.082780752092106,20.4275306748466,21.1330521472393,E81074,3746.0,225438
1928,E81075,06P,2899,349.31919508374506,29.10993292364542,E81075,4,0.3724064125465137,5.0,,384.19000000000005,95.18,27.0,506.37000000000006,16.2084276546797,85.3971767552388,56.201696397233704,11.1151471122412,22.2884126407555,E81075,0.0,84068
1929,E81076,06P,2736,596.1541953407295,49.679516278394125,E81076,4,0.29172874264407006,2.0,3.0,435.0,97.0,27.0,559.0,28.412088460696303,80.0050410057229,60.31789966597879,10.7197549770291,30.194705753664397,E81076,0.0,88148
1930,E81077,06F,2750,633.3000690872802,52.775005757273355,E81077,2,0.4029236514488401,2.0,2.0,394.25999999999993,94.0,27.0,515.26,9.023838596491231,87.83942366006269,42.195443326634205,15.326821938392198,22.424242424242397,E81077,0.0,79014
1931,E81611,06F,1196,368.9365311945708,30.744710932880903,E81611,3,0.37333245491914635,1.0,1.0,422.18,94.81,27.0,543.99,18.566089475280602,96.1243558318582,48.444443631993195,15.9345652832475,19.594062405331698,E81611,0.0,44026
1932,E81612,06P,3634,647.7044870557132,53.97537392130943,E81612,4,0.4566123920916873,3.0,3.0,425.78,97.0,27.0,549.78,31.152259653554697,69.16521979139971,52.3813775891267,8.64308913749549,29.115842656080797,E81612,0.0,78127
1933,E81615,06F,1222,331.0083293830839,27.584027448590323,E81615,3,0.2443286777120188,1.0,1.0,409.29,85.83,26.810000000000002,521.9300000000001,33.8268767203514,82.1758883298077,41.4407163223378,6.090775988286969,28.2635431918009,E81615,0.0,34067
1934,E81617,06P,2863,551.8592884105694,45.98827403421412,E81617,4,0.3869021833026069,1.0,1.0,424.33,87.0,27.0,538.3299999999999,21.4049557522124,92.7370782429067,55.80857642449579,16.3421828908555,21.5339233038348,E81617,0.0,72457
1935,E81626,06F,1430,247.03087885985747,20.58590657165479,E81626,3,0.3423626562901417,,,411.70000000000005,96.47,26.68,534.85,28.6995951954105,51.6298049638591,36.017122990544294,5.19713261648746,27.1612903225806,E81626,0.0,55933
1936,E81631,06P,1185,399.39332659251767,33.28277721604314,E81631,4,0.40009339026826896,3.0,3.0,382.32,97.0,24.0,503.32,35.400251196172206,61.6267906042776,47.1601060220724,4.367110201296491,35.7079495052883,E81631,0.0,39326
1937,E81632,06P,4933,671.1945121605534,55.93287601337945,E81632,4,0.4516993789227125,3.0,3.0,434.95000000000005,97.0,27.0,558.95,16.9267418578306,73.9790593704877,66.1721071717786,17.5870858113849,19.7111299915038,E81632,0.0,106423
1938,E81633,06P,1126,360.74327210593765,30.06193934216147,E81633,4,0.2694063575732197,2.0,2.0,409.5299999999999,97.0,22.53,529.06,22.3501328312222,87.02332848983971,38.493718964772704,7.65288691492996,30.6867099419201,E81633,0.0,26843
1939,E81635,06F,1642,605.7922892455266,50.48269077046055,E81635,2,0.38697448224514236,3.0,3.0,416.78000000000003,97.0,27.0,540.78,16.1226451370635,92.3043262946949,59.7016123807237,18.062335711603502,20.5858054825385,E81635,0.0,37570
1940,E81636,06F,376,194.98029454470026,16.24835787872502,E81636,2,0.35843441656412783,,,426.6,87.0,27.0,540.6,23.8083919229004,87.46651159092079,57.6276512223556,10.325837540156,25.442863698944503,E81636,0.0,35463
1941,E82001,06N,11525,575.4731112997454,47.95609260831211,E82001,3,0.47742743136010235,11.0,14.0,434.86,97.0,27.0,558.86,7.05599141879442,92.1977631128228,41.326356314585794,18.066961465571698,22.866919351442398,E82001,5726.0,353398
1942,E82002,06K,5744,599.4729564014924,49.95607970012437,E82002,4,0.48223402107224883,6.0,6.0,423.07999999999987,87.77000000000001,25.869999999999997,536.7199999999999,15.8689619027573,66.5556440125496,45.99684010716621,16.2807829930541,22.508945485161,E82002,0.0,191964
1943,E82004,06N,1338,353.8278460928203,29.48565384106836,E82004,4,0.3369982747598415,2.0,,428.63000000000005,92.64,26.86,548.1300000000001,10.2140126682502,63.4419261010358,42.4570653446795,10.7387862796834,23.2664907651715,E82004,0.0,61417
1944,E82005,06K,19413,599.6154529238705,49.96795441032254,E82005,4,0.4899999248295574,9.0,10.0,418.56,96.81,26.75,542.12,16.9610612004708,78.3134164806265,49.677743172389,15.731659474303601,20.6934091800706,E82005,0.0,537911
1945,E82006,06K,4668,506.49209736337656,42.20767478028138,E82006,6,0.5071921155609751,6.0,6.0,434.81000000000006,96.2,27.0,558.0100000000001,13.645491339921401,77.5306912648658,45.707838762010795,22.7180958452874,17.8493252576772,E82006,0.0,178109
1946,E82007,06K,5924,567.220152082153,47.26834600684609,E82007,3,0.5379216603222635,5.0,5.0,426.54999999999995,97.0,27.0,550.55,8.51645588235295,92.93601768479891,52.76561866071711,16.4365746298519,21.768707482993197,E82007,0.0,149659
1947,E82008,06K,5940,614.9386614213987,51.244888451783225,E82008,3,0.4977573412866055,7.0,7.0,435.0,96.03999999999999,27.0,558.04,17.4058572042549,67.3845470691804,64.1433302842009,21.145374449339197,20.8208875040292,E82008,0.0,241441
1948,E82009,06N,7510,593.9184647220867,49.493205393507225,E82009,3,0.4763345253414306,7.0,7.0,427.75,96.91,27.0,551.66,13.405652615080001,87.04996750574641,55.5467272500702,16.8753088453303,18.0250370614396,E82009,0.0,203838
1949,E82011,06H,1262,174.67611560181595,14.556342966817995,E82011,3,0.3699746836896523,,,433.54,94.89,26.39,554.82,8.938465534048179,91.52604511188129,49.603530653992,20.2420701168614,18.3750695603784,E82011,3218.0,119967
1950,E82012,06N,9212,643.206256109482,53.60052134245683,E82012,6,0.5277340840971909,8.0,11.0,427.01000000000005,97.0,27.0,551.01,18.730801327709,75.80880366629,48.6984755210671,13.7611506811424,23.496300394163605,E82012,0.0,204146
1951,E82013,06N,6563,544.3950589975599,45.366254916463326,E82013,6,0.4578359386293336,8.0,8.0,427.7199999999999,96.9,25.33,549.9499999999999,15.232714647744501,89.2494556372361,45.3814976679428,11.8551042810099,25.046018745250397,E82013,0.0,198016
1952,E82014,06N,4879,377.08433967732583,31.423694973110486,E82014,4,0.43464549274059144,9.0,9.0,435.0,96.24000000000001,27.0,558.24,9.57079711395185,82.4194833932343,45.93509140669539,12.7342586058182,25.595546146004896,E82014,0.0,153146
1953,E82015,06N,5525,485.5115446297151,40.45929538580959,E82015,6,0.514277981797655,6.0,6.0,404.25,92.85,27.0,524.1,15.8368824685871,73.9399135624693,43.24602675580461,15.444444444444402,18.7623931623932,E82015,0.0,178000
1954,E82017,06N,5449,478.39510689044647,39.86625890753721,E82017,,0.44216145265858403,6.0,6.0,434.87,93.4,27.0,555.27,14.3340508370044,71.8932536538166,52.448973702866,12.9151616597657,23.886882213020897,E82017,0.0,138729
1955,E82018,06K,7668,605.5118317496249,50.45931931246874,E82018,4,0.43780677042231936,7.0,9.0,406.01,89.69,27.0,522.7,15.051826747237001,74.1791656204909,44.9605517991971,16.076965890116902,22.8512363838753,E82018,0.0,256702
1956,E82019,06K,11207,690.3554341799965,57.5296195149997,E82019,4,0.5191672759177912,11.0,11.0,418.84,95.69,27.0,541.53,6.99136569699216,83.1844392404648,52.1465610080062,22.376628991415,18.9969736273238,E82019,14.0,403752
1957,E82020,06N,4591,682.4905230296573,56.87421025247144,E82020,6,0.48986968812122145,,,412.45,92.11,24.5,529.06,22.4472483047179,76.1462753636821,43.597350901347504,15.207040831048902,21.162891357668396,E82020,0.0,125346
1958,E82021,06K,3901,600.1846248525565,50.01538540437971,E82021,3,0.6062159037261347,3.0,3.0,411.41,88.82,24.0,524.23,10.0956172461326,89.13735321756201,48.453540256999396,19.9081163859112,20.1745788667688,E82021,5783.0,123105
1959,E82022,06N,8271,498.3105479046276,41.5258789920523,E82022,3,0.49954995311432254,10.0,10.0,417.87,95.78999999999999,25.91,539.5699999999999,16.9586949501058,80.84673627121471,50.6338520202923,14.919062575501302,21.976322783281002,E82022,0.0,240653
1960,E82023,06K,3886,383.37964713813574,31.948303928177978,E82023,4,0.47285499478349957,6.0,6.0,417.68000000000006,97.0,24.62,539.3000000000001,15.3849976390885,76.8378527893589,53.4480824188039,12.7181276945186,22.8474645863272,E82023,0.0,177645
1961,E82024,06K,7022,518.7009085760717,43.22507571467264,E82024,3,0.48644709073421455,6.0,6.0,395.00999999999993,97.0,26.63,518.64,9.638221906412479,52.3510244566871,52.04158852426661,16.6031195840555,21.019064124783398,E82024,0.0,254286
1962,E82025,06N,8163,481.54557074034017,40.128797561695016,E82025,6,0.4088240375877223,13.0,13.0,414.7,94.87,26.21,535.78,16.3493672665576,93.79660937605259,49.919281252878,12.7718873068767,23.2462890033323,E82025,0.0,286999
1963,E82027,06N,6653,527.8936754058254,43.99113961715212,E82027,6,0.4834178190453315,13.0,13.0,427.57,97.0,27.0,551.5699999999999,10.0030221485733,74.25719431946091,49.6623611450887,22.488076954167,17.9144774068386,E82027,0.0,167357
1964,E82028,06N,4654,536.0104422604423,44.667536855036865,E82028,3,0.4955336744178518,6.0,6.0,430.32,97.0,27.0,554.3199999999999,4.8515329566855,85.53605797795309,44.9482915314406,19.696466157084302,20.6380857427717,E82028,0.0,127133
1965,E82031,06N,7518,400.2715329633031,33.35596108027526,E82031,4,0.49038907751908084,14.0,14.0,435.0,94.96000000000001,27.0,556.96,9.030588788603751,75.80384821103509,45.22818719375879,10.955850369725999,21.6420182688125,E82031,0.0,226599
1966,E82032,06N,10107,592.8554669169405,49.40462224307837,E82032,3,0.507721486691892,13.0,15.0,422.53,97.0,27.0,546.53,15.9696334121446,77.829124417758,55.6273688948591,14.6196810042034,22.9078136696033,E82032,0.0,306901
1967,E82034,06N,3444,523.7159910280942,43.642999252341184,E82034,6,0.4142667819820966,5.0,5.0,423.82,97.0,27.0,547.8199999999999,12.5161686196926,84.2956717021922,53.8826177262897,17.6381068330543,21.400091310302802,E82034,0.0,104597
1968,E82035,06K,7339,606.6250163593406,50.55208469661172,E82035,3,0.517052986748566,7.0,7.0,427.68,97.0,27.0,551.6800000000001,12.433062557885,53.36745671179521,58.4015926775211,20.3906381545715,19.784475500926103,E82035,0.0,248688
1969,E82037,06N,8063,507.80155243808355,42.316796036506965,E82037,4,0.4648710654569712,10.0,10.0,403.33,87.78999999999999,24.29,515.41,5.885393630334129,91.4990131232506,43.26009338286679,19.545767377839,24.121879496965498,E82037,0.0,192550
1970,E82038,06K,5326,620.7700376860018,51.730836473833484,E82038,3,0.5163396008013867,6.0,5.0,434.15999999999997,95.92,25.67,555.7499999999999,7.59671093472337,93.819758587294,52.3261327011512,19.98578367492,21.2012794692572,E82038,0.0,113284
1971,E82039,06K,1307,112.44945366944852,9.370787805787376,E82039,4,0.4215796867471148,6.0,6.0,431.28000000000003,97.0,27.0,555.28,,,,,,E82039,0.0,172256
1972,E82040,06K,11874,564.3267905517798,47.027232545981654,E82040,4,0.531580979378076,7.0,7.0,426.03,96.62,27.0,549.65,15.883997173308599,56.1298303849324,57.22592396458611,15.2316960148285,22.0379981464319,E82040,0.0,430526
1973,E82041,06K,6034,600.7167983009226,50.059733191743554,E82041,4,0.501568903902113,5.0,5.0,433.29999999999995,97.0,27.0,557.3,11.8228597652723,81.63867215940809,46.7351063504334,16.4610291904905,24.195004513993396,E82041,0.0,201856
1974,E82042,06K,5715,642.7547166274591,53.56289305228825,E82042,6,0.5831684399923063,5.0,5.0,421.87,97.0,27.0,545.87,27.118300421151098,49.77292575676189,50.1195225410282,14.7753860552176,22.2695367337389,E82042,0.0,207137
1975,E82043,06N,7920,605.751580664899,50.47929838874159,E82043,6,0.5091971474825104,9.0,9.0,433.43,96.55,27.0,556.98,10.823637226675,88.0882194954368,51.46027589201861,19.852197588487,20.398288603656198,E82043,0.0,215458
1976,E82044,06K,7059,495.24678149226503,41.27056512435542,E82044,3,0.4710808224377177,13.0,15.0,431.12,97.0,27.0,555.12,9.37613546232519,86.05403152451571,53.3594944074568,17.734641341404,20.563556668753897,E82044,0.0,224550
1977,E82045,06N,3839,468.27066752050746,39.02255562670896,E82045,6,0.42639375812667574,5.0,5.0,408.92,87.33,22.41,518.66,19.138627901045698,75.36009407727659,54.0848934229107,8.83703136954859,22.9941341494517,E82045,0.0,127521
1978,E82046,06N,7033,599.301255467818,49.94177128898483,E82046,6,0.49524276493831704,7.0,7.0,429.41,97.0,27.0,553.4100000000001,11.5809000422119,80.75890080334001,55.7713908212468,19.0291262135922,21.1819333051921,E82046,0.0,228202
1979,E82048,06N,5053,550.3358141223453,45.861317843528774,E82048,6,0.48418044748913625,5.0,5.0,435.0,96.11,27.0,558.11,19.0380943768497,68.7991604399229,56.7365139353358,15.9925463115203,19.5308560780445,E82048,0.0,121575
1980,E82049,06N,2344,604.2145511567461,50.351212596395506,E82049,6,0.4696872038003604,4.0,4.0,435.0,97.0,26.810000000000002,558.81,5.25483925850686,84.6779388019744,51.199619990723,21.736922295581497,20.2031488065008,E82049,0.0,69159
1981,E82050,06N,2839,587.6326002587323,48.969383354894354,E82050,3,0.4085367580552713,3.0,3.0,427.48,95.74,27.0,550.22,20.4871488898563,78.721103459474,62.425353640984,13.418877772944802,22.7142235754676,E82050,0.0,61955
1982,E82051,06N,8809,646.5123390721997,53.87602825601664,E82051,3,0.5768782304047947,,,403.88000000000005,85.86,26.16,515.9000000000001,17.6585536966686,88.9117118380382,52.8036419162687,16.8392648774796,21.856767794632397,E82051,0.0,234644
1983,E82053,06K,3058,450.1858599241839,37.515488327015326,E82053,3,0.3859541170637791,5.0,6.0,430.87,97.0,27.0,554.87,10.4404918831169,85.1988540422185,46.2960237246828,17.340613931523,21.4315230224321,E82053,740.0,108759
1984,E82054,06N,4966,424.2933428266287,35.35777856888573,E82054,6,0.42139845023108335,7.0,6.0,421.67,94.33,26.42,542.42,14.199743852279699,87.31936300650179,42.9031982727451,9.573816399754971,24.172573728887702,E82054,0.0,141510
1985,E82055,06N,6603,528.8605296881675,44.071710807347294,E82055,4,0.4950680081728581,8.0,8.0,418.0799999999999,97.0,27.0,542.0799999999999,6.69590485781036,93.0256668872995,50.9853274512505,21.235801176186303,22.1783613953114,E82055,0.0,167013
1986,E82056,06K,4390,552.056588944197,46.00471574534975,E82056,4,0.4259717656672487,5.0,5.0,418.06,96.65,27.0,541.71,19.4777089292617,74.4565990260057,55.0281111781256,16.776188635485102,21.548769488467997,E82056,0.0,162625
1987,E82057,06K,2164,397.84896814818217,33.15408067901518,E82057,3,0.4904335632124635,3.0,3.0,422.39,96.96000000000001,27.0,546.35,7.40461558685446,74.7110848575244,49.4472691929479,14.1032863849765,22.0920187793427,E82057,0.0,119861
1988,E82058,06K,6910,417.60256242382735,34.800213535318946,E82058,4,0.5060851728540756,8.0,8.0,435.0,97.0,27.0,559.0,12.4875255134182,85.79393673960891,60.45401770804979,10.134794658604198,15.9498614260519,E82058,0.0,153953
1989,E82059,06N,4438,438.83024744765527,36.56918728730461,E82059,4,0.4055442340184814,4.0,4.0,422.7799999999999,95.81,26.08,544.67,8.25333185483871,98.0077720591018,44.5428524730142,17.9838709677419,22.8407258064516,E82059,0.0,130823
1990,E82060,06N,8444,406.8498925940053,33.90415771616711,E82060,4,0.3613248081574727,13.0,13.0,414.93000000000006,94.23,27.0,536.1600000000001,7.82528446814874,85.7313669781927,52.3295736423697,12.3648143533516,22.399202591577396,E82060,0.0,209485
1991,E82061,06K,8212,665.2490025720476,55.43741688100397,E82061,6,0.4691898329936658,7.0,8.0,434.48,97.0,27.0,558.48,14.746812417108801,80.49520762742951,53.804358660581705,17.9610443431413,20.455864069622898,E82061,0.0,233883
1992,E82062,06K,8018,506.2241537150253,42.185346142918775,E82062,4,0.5606197071448474,9.0,9.0,426.97,95.14999999999999,27.0,549.12,13.6700923762184,84.3756807384417,57.203357138146494,18.635424735347303,20.5112316034082,E82062,0.0,283000
1993,E82063,06K,6532,548.0900337731536,45.67416948109613,E82063,6,0.5486174470445088,5.0,5.0,426.59,97.0,27.0,550.5899999999999,19.4933397853247,83.93691965230092,49.6040965127224,13.9645178289127,25.7280871245389,E82063,0.0,220394
1994,E82064,06N,3631,528.151856386138,44.012654698844834,E82064,6,0.5218699575103412,4.0,5.0,425.3199999999999,94.94,26.89,547.1499999999999,4.04289463657679,82.9481967066974,47.9882696742481,19.0650644783118,22.4970691676436,E82064,0.0,72582
1995,E82066,06N,1528,457.83914704487006,38.15326225373917,E82066,3,0.3040154230434559,1.0,1.0,415.82000000000005,94.01,27.0,536.83,8.807963855421681,91.1087284244153,38.4313120511239,16.260162601626,20.4637157482686,E82066,0.0,31255
1996,E82067,06K,10371,621.4800425466041,51.79000354555034,E82067,3,0.50859314640303,7.0,7.0,420.2299999999999,96.86,25.740000000000002,542.8299999999999,6.7127473901504,50.7305142505593,59.1131483766352,15.234444116779699,22.442937186670605,E82067,0.0,292156
1997,E82068,06N,4520,378.98002389586435,31.581668657988697,E82068,6,0.5074502230416552,8.0,8.0,427.66,95.19999999999999,26.59,549.45,7.023132648766941,92.8683093050802,46.4671543120306,18.4664590522683,20.7204780742362,E82068,0.0,191402
1998,E82069,06N,2469,505.95990300215175,42.16332525017931,E82069,6,0.3931868672041648,2.0,2.0,433.35,91.91,24.5,549.76,13.5335874015748,71.7511144639342,42.7876161454436,11.361079865016901,19.4285714285714,E82069,0.0,52684
1999,E82070,06N,1459,517.773703199858,43.14780859998817,E82070,3,0.4821442117481672,3.0,3.0,428.5,83.96000000000001,26.52,538.98,16.730975600739402,68.2438723747576,41.3156551630969,8.83548983364141,24.288354898336397,E82070,0.0,44818
2000,E82071,06N,7339,481.7776999748356,40.148141664569636,E82071,4,0.43414393936844764,7.0,8.0,424.52000000000004,97.0,27.0,548.52,5.30632476778087,90.7386022851228,45.0744730384274,15.9943046986236,24.6186182114042,E82071,0.0,151632
2001,E82072,06H,7059,605.5891962223953,50.46576635186628,E82072,3,0.4839593391089033,6.0,10.0,420.45,96.94,26.84,544.23,8.384669844847009,88.3094829897562,52.1494735786263,19.1124209066482,20.814769870850302,E82072,1464.0,210105
2002,E82073,06N,6910,523.223897172496,43.601991431041334,E82073,6,0.4889553414918937,8.0,8.0,433.33000000000004,96.84,25.83,556.0000000000001,9.63257849907919,84.3025863873156,48.1531258237604,16.4084074869592,21.4298864682418,E82073,0.0,167053
2003,E82074,06K,11264,560.8770342830112,46.7397528569176,E82074,3,0.5368352038332015,12.0,12.0,432.33,96.86,26.89,556.0799999999999,7.005032852240619,59.308166409680396,53.835051151951,15.6237383932176,21.1727896649172,E82074,0.0,389287
2004,E82075,06K,6657,521.1060881817648,43.4255073484804,E82075,3,0.3806752391473717,10.0,10.0,415.25,95.22,27.0,537.47,10.612424681699698,78.3498483813054,44.51053327446421,17.564043564964003,21.302346985734,E82075,0.0,207243
2005,E82076,06N,3016,543.0809399477807,45.2567449956484,E82076,3,0.4403540494272244,4.0,4.0,432.22,96.08,27.0,555.3000000000001,5.0457557032513,82.229300283545,43.090857234140394,20.298185737381,22.209448536015802,E82076,0.0,73815
2006,E82077,06N,6185,503.32976169485556,41.94414680790463,E82077,4,0.4932111013801844,6.0,6.0,429.27,86.46000000000001,27.0,542.73,4.4077749162813,78.0855260401495,46.63825716257111,17.4214638813586,24.4761601020571,E82077,0.0,122572
2007,E82078,06N,6543,706.2633240683272,58.85527700569393,E82078,6,0.5036342863668517,8.0,,434.54,96.97,27.0,558.51,12.9560208424269,84.79838227703779,52.362510620460995,17.3049645390071,20.597926895799198,E82078,0.0,150841
2008,E82079,06K,4873,623.3849302801586,51.94874419001322,E82079,6,0.4810695712628758,3.0,3.0,410.1600000000001,94.99,27.0,532.1500000000001,20.8812106645653,80.6555290787053,53.6168493629601,13.4698700275699,25.0597348037285,E82079,0.0,183121
2009,E82080,06K,5894,578.2683345597252,48.1890278799771,E82080,3,0.4795298366925139,7.0,6.0,404.57,91.02,26.95,522.54,11.463611571940598,83.5477123800953,46.0375532446186,17.0814132104455,20.221198156682,E82080,0.0,201462
2010,E82081,06K,8266,655.0180276556123,54.58483563796769,E82081,4,0.54698650963204,8.0,8.0,424.63,97.0,27.0,548.63,7.5720188984009,83.55845628228,44.582219997333205,21.1154094132818,20.1644100580271,E82081,0.0,258633
2011,E82082,06K,9127,646.2965585611104,53.8580465467592,E82082,3,0.542489281531231,11.0,11.0,434.51,97.0,27.0,558.51,17.5416404014521,72.30283851534159,53.659736608029,20.0,20.6519572953737,E82082,0.0,321441
2012,E82083,06N,7025,686.2697210960778,57.18914342467315,E82083,6,0.5095116583711012,11.0,11.0,417.91,97.0,26.08,540.9900000000001,8.15154742654309,92.5536037207822,39.61584301240529,19.6115164661802,20.765135081837897,E82083,0.0,178591
2013,E82084,06N,5845,444.3008627570218,37.02507189641848,E82084,4,0.4293704816234442,11.0,10.0,435.0,96.11,27.0,558.11,7.41409624233129,81.02430283412609,47.2044083046503,15.221225366152899,23.047312322674603,E82084,0.0,153656
2014,E82085,06N,8853,438.30529872637476,36.52544156053123,E82085,6,0.5316649479774229,7.0,7.0,421.74,96.63,27.0,545.37,8.82147696732286,83.8086818640899,47.2383918500636,17.325333465562597,22.367233599444603,E82085,0.0,241399
2015,E82086,06K,7993,517.5165507529447,43.12637922941206,E82086,4,0.5039152848472134,11.0,11.0,432.01000000000005,97.0,27.0,556.01,16.9784685595748,72.0607751100422,47.0367950634335,14.96175288474,21.7593673019577,E82086,1101.0,314212
2016,E82088,06K,4548,544.366421959783,45.363868496648585,E82088,6,0.5478803245149914,8.0,10.0,434.47,97.0,26.96,558.4300000000001,12.5726959287532,82.48461854476881,44.710267834426006,19.6738376127689,21.4318760120287,E82088,0.0,132961
2017,E82089,06K,8646,596.7182566385424,49.726521386545194,E82089,4,0.4916457264474219,8.0,7.0,382.76,87.0,27.0,496.76,17.0602610252809,84.3914768400028,54.368082350784995,15.799452285654098,21.3145144301664,E82089,0.0,279169
2018,E82090,06K,7292,680.9490829007883,56.745756908399024,E82090,6,0.580154387430548,6.0,6.0,426.78000000000003,92.74,26.08,545.6,10.6648813225927,83.051905868682,44.570559177975206,22.218059198201605,18.6324466092169,E82090,0.0,204899
2019,E82091,06N,9100,522.6530866206554,43.55442388505461,E82091,3,0.47968813377770575,10.0,10.0,414.43,96.9,26.630000000000003,537.96,13.411186719604098,83.6180668434967,54.3902394139643,17.4595869527699,20.762814243801397,E82091,0.0,289019
2020,E82092,06K,7377,622.8601583113457,51.90501319261214,E82092,3,0.5286051672476645,7.0,9.0,429.33,97.0,25.310000000000002,551.6399999999999,8.868973081379801,89.8941118774539,53.815664524895496,17.8179873429004,20.393974507531897,E82092,0.0,222983
2021,E82093,06K,6981,554.4693384518648,46.205778204322066,E82093,4,0.4872076696038887,9.0,9.0,397.71999999999997,97.0,27.0,521.72,20.5925903788915,71.35297102269391,53.886815105035296,15.364813772021598,22.603169495615802,E82093,0.0,295418
2022,E82094,06N,3970,394.5178253488468,32.87648544573724,E82094,3,0.3858960663787315,4.0,4.0,427.37,97.0,27.0,551.37,5.67278415881698,81.8971854857505,46.8536148694072,18.2619264661197,21.1121239744758,E82094,0.0,101741
2023,E82095,06N,4090,534.1517565626224,44.512646380218534,E82095,4,0.4336196320457264,7.0,7.0,415.96999999999997,97.0,27.0,539.97,9.528645739315099,90.0063600020284,51.0480870851012,18.622245818954102,23.650119458455,E82095,0.0,90812
2024,E82096,06N,6640,640.4269513008671,53.368912608405594,E82096,6,0.4384491300873664,5.0,5.0,430.46999999999997,96.45,27.0,553.92,12.428903639209599,80.374099810863,56.599996717368604,16.082958325181,21.3422030913716,E82096,0.0,149072
2025,E82098,06N,4089,514.3234489481463,42.86028741234552,E82098,6,0.37086168086796567,6.0,6.0,435.0,97.0,27.0,559.0,9.61460015280785,96.77930945882049,54.3364898211022,21.163886412835897,20.0967783012861,E82098,0.0,115551
2026,E82099,06K,5778,445.432352563279,37.119362713606584,E82099,3,0.5321728179598694,8.0,9.0,430.12,94.09,27.0,551.21,11.536846659958199,88.7047042327114,53.138188371148004,17.818716618933397,20.7167737440978,E82099,0.0,226926
2027,E82100,06K,7196,578.7628769244175,48.23023974370145,E82100,3,0.5473017585006866,9.0,9.0,431.95,96.71000000000001,27.0,555.66,9.28847683634283,74.9702800290907,42.3277872311715,19.5131912113044,20.472106509842398,E82100,0.0,259676
2028,E82102,06K,5259,554.7712188475232,46.23093490396027,E82102,3,0.5600661796693758,7.0,8.0,414.65,96.67,25.65,536.97,8.6288621805241,90.4813894305803,52.481767392973296,19.1308098781408,19.4457025773752,E82102,0.0,154307
