month,pct,pt_0_4
2014-08-01,107,0
2014-08-01,10A,10984
2014-08-01,10C,5425
2014-08-01,10D,7067
2014-08-01,10E,8314
2014-08-01,10G,8459
2014-08-01,10H,19531
2014-08-01,10J,13570
2014-08-01,10K,11274
2014-08-01,10L,6634
2014-08-01,10M,7040
2014-08-01,10N,7155
2014-08-01,10Q,40122
2014-08-01,10R,13502
2014-08-01,10T,12646
2014-08-01,10V,11295
2014-08-01,10W,9179
2014-08-01,10X,16799
2014-08-01,10Y,12335
2014-08-01,110,0
2014-08-01,111,0
2014-08-01,112,16
2014-08-01,114,1
2014-08-01,116,0
2014-08-01,117,0
2014-08-01,11A,28777
2014-08-01,11C,9153
2014-08-01,11D,9536
2014-08-01,11E,9719
2014-08-01,11H,31606
2014-08-01,11J,38384
2014-08-01,11M,33950
2014-08-01,11N,28762
2014-08-01,11T,11927
2014-08-01,11X,28909
2014-08-01,12A,15817
2014-08-01,12D,15542
2014-08-01,12F,18766
2014-08-01,12G,0
2014-08-01,12H,0
2014-08-01,12J,0
2014-08-01,12M,0
2014-08-01,12N,0
2014-08-01,12P,0
2014-08-01,12Q,0
2014-08-01,12V,0
2014-08-01,12W,0
2014-08-01,13A,0
2014-08-01,13C,0
2014-08-01,13F,0
2014-08-01,13H,0
2014-08-01,13K,0
2014-08-01,13M,0
2014-08-01,13P,51714
2014-08-01,205,0
2014-08-01,209,0
2014-08-01,211,0
2014-08-01,212,0
2014-08-01,216,0
2014-08-01,218,0
2014-08-01,219,0
2014-08-01,305,0
2014-08-01,310,0
2014-08-01,313,0
2014-08-01,319,0
2014-08-01,322,0
2014-08-01,325,0
2014-08-01,413,0
2014-08-01,414,0
2014-08-01,720,0
2014-08-01,725,0
2014-08-01,905,0
2014-08-01,99A,28338
2014-08-01,99C,11991
2014-08-01,99D,8467
2014-08-01,99E,16517
2014-08-01,99F,8811
2014-08-01,99G,11067
2014-08-01,99H,17232
2014-08-01,99J,28440
2014-08-01,99K,8284
2014-08-01,99M,13719
2014-08-01,99N,25995
2014-08-01,99P,47147
2014-08-01,99Q,14069
2014-08-01,AA8,0
2014-08-01,AAR,0
2014-08-01,AAX,0
2014-08-01,AC2,0
2014-08-01,AC6,0
2014-08-01,ACD,0
2014-08-01,ACH,0
2014-08-01,ACV,0
2014-08-01,ADT,0
2014-08-01,AH7,0
2014-08-01,NDA,0
2014-08-01,NDJ,0
2014-08-01,NEN,0
2014-08-01,NI3,0
2014-08-01,NKI,0
2014-08-01,NL1,0
2014-08-01,NLX,0
2014-08-01,NMS,0
2014-08-01,NQ7,0
2014-08-01,NQL,0
2014-08-01,NQT,0
2014-08-01,NR3,0
2014-08-01,NR5,0
2014-08-01,NTV,0
2014-08-01,NWE,0
2014-08-01,NYF,0
2014-08-01,R1D,0
2014-08-01,R1E,0
2014-08-01,R1G,0
2014-08-01,RBL,0
2014-08-01,RC3,0
2014-08-01,RCD,0
2014-08-01,RGD,0
2014-08-01,RHA,0
2014-08-01,RJ1,0
2014-08-01,RJ7,0
2014-08-01,RNA,0
2014-08-01,RNU,0
2014-08-01,RRE,0
2014-08-01,RTD,0
2014-08-01,RTF,0
2014-08-01,RTR,0
2014-08-01,RW5,0
2014-08-01,RWN,0
2014-08-01,RX4,0
2014-08-01,RXA,0
2014-08-01,RXL,0
2014-08-01,RY2,0
2014-08-01,RY4,0
2014-08-01,RY5,0
2014-08-01,RY6,1
2014-08-01,RY8,0
2014-08-01,RYG,0
2014-09-01,,0
2014-09-01,00C,6204
2014-09-01,00D,15839
2014-09-01,00F,11191
2014-09-01,00G,7560
2014-09-01,00H,8995
2014-09-01,00J,12894
2014-09-01,00K,17770
2014-09-01,00L,15795
2014-09-01,00M,18021
2014-09-01,00N,8282
2014-09-01,00P,15207
2014-09-01,00Q,11789
2014-09-01,00R,9079
2014-09-01,00T,19674
2014-09-01,00V,12540
2014-09-01,00W,14567
2014-09-01,00X,10188
2014-09-01,00Y,17007
2014-09-01,01A,23280
2014-09-01,01C,10625
2014-09-01,01D,15030
2014-09-01,01E,12418
2014-09-01,01F,7869
2014-09-01,01G,17636
2014-09-01,01H,25370
2014-09-01,01J,9552
2014-09-01,01K,8028
2014-09-01,01M,14641
2014-09-01,01N,10943
2014-09-01,01R,9791
2014-09-01,01T,8439
2014-09-01,01V,5657
2014-09-01,01W,17889
2014-09-01,01X,10913
2014-09-01,01Y,15402
2014-09-01,02A,14684
2014-09-01,02D,6064
2014-09-01,02E,12399
2014-09-01,02F,13282
2014-09-01,02G,5678
2014-09-01,02H,18928
2014-09-01,02M,6998
2014-09-01,02N,8783
2014-09-01,02P,15356
2014-09-01,02Q,6140
2014-09-01,02R,23755
2014-09-01,02T,13331
2014-09-01,02V,12778
2014-09-01,02W,10830
2014-09-01,02X,18851
2014-09-01,02Y,14437
2014-09-01,03A,14722
2014-09-01,03C,19867
2014-09-01,03D,6735
2014-09-01,03E,7950
2014-09-01,03F,19055
2014-09-01,03G,18947
2014-09-01,03H,10019
2014-09-01,03J,12924
2014-09-01,03K,9445
2014-09-01,03L,15501
2014-09-01,03M,5768
2014-09-01,03N,33520
2014-09-01,03Q,17079
2014-09-01,03R,21356
2014-09-01,03T,12259
2014-09-01,03V,4962
2014-09-01,03W,16905
2014-09-01,03X,5427
2014-09-01,03Y,5446
2014-09-01,04C,25819
2014-09-01,04D,12882
2014-09-01,04E,11630
2014-09-01,04F,20021
2014-09-01,04G,40116
2014-09-01,04H,7028
2014-09-01,04J,14301
2014-09-01,04K,21923
2014-09-01,04L,8527
2014-09-01,04M,5485
2014-09-01,04N,6549
2014-09-01,04Q,6833
2014-09-01,04R,32188
2014-09-01,04V,20161
2014-09-01,04X,18286
2014-09-01,04Y,7438
2014-09-01,05A,30685
2014-09-01,05C,18331
2014-09-01,05D,8090
2014-09-01,05F,9283
2014-09-01,05G,10541
2014-09-01,05H,10604
2014-09-01,05J,9942
2014-09-01,05L,39079
2014-09-01,05N,14458
2014-09-01,05P,14037
2014-09-01,05Q,11580
2014-09-01,05R,13956
2014-09-01,05T,15342
2014-09-01,05V,7073
2014-09-01,05W,18607
2014-09-01,05X,11213
2014-09-01,05Y,18492
2014-09-01,06A,17284
2014-09-01,06D,5846
2014-09-01,06F,28423
2014-09-01,06H,54960
2014-09-01,06K,35973
2014-09-01,06L,21379
2014-09-01,06M,12141
2014-09-01,06N,40458
2014-09-01,06P,17258
2014-09-01,06Q,21378
2014-09-01,06T,18712
2014-09-01,06V,7203
2014-09-01,06W,11893
2014-09-01,06Y,12628
2014-09-01,07G,12118
2014-09-01,07H,18744
2014-09-01,07J,8681
2014-09-01,07K,12735
2014-09-01,07L,18915
2014-09-01,07M,27327
2014-09-01,07N,15134
2014-09-01,07P,23990
2014-09-01,07Q,21122
2014-09-01,07R,12764
2014-09-01,07T,21245
2014-09-01,07V,27670
2014-09-01,07W,28553
2014-09-01,07X,23393
2014-09-01,07Y,21631
2014-09-01,08A,21762
2014-09-01,08C,11788
2014-09-01,08D,19289
2014-09-01,08E,16819
2014-09-01,08F,15883
2014-09-01,08G,20405
2014-09-01,08H,13118
2014-09-01,08J,12736
2014-09-01,08K,22129
2014-09-01,08L,22849
2014-09-01,08M,29329
2014-09-01,08N,22571
2014-09-01,08P,14363
2014-09-01,08Q,20697
2014-09-01,08R,15201
2014-09-01,08T,12868
2014-09-01,08V,20794
2014-09-01,08W,22427
2014-09-01,08X,25133
2014-09-01,08Y,12892
2014-09-01,09A,9156
2014-09-01,09C,7683
2014-09-01,09D,15386
2014-09-01,09E,10087
2014-09-01,09F,9732
2014-09-01,09G,25148
2014-09-01,09H,8920
2014-09-01,09J,16941
2014-09-01,09L,11465
2014-09-01,09N,11990
2014-09-01,09P,9433
2014-09-01,09W,18892
2014-09-01,09X,12887
2014-09-01,09Y,23351
2014-09-01,104,0
2014-09-01,106,0
2014-09-01,107,0
2014-09-01,10A,10984
2014-09-01,10C,5425
2014-09-01,10D,7067
2014-09-01,10E,8314
2014-09-01,10G,8459
2014-09-01,10H,19531
2014-09-01,10J,13570
2014-09-01,10K,11274
2014-09-01,10L,6634
2014-09-01,10M,7040
2014-09-01,10N,7155
2014-09-01,10Q,40122
2014-09-01,10R,13502
2014-09-01,10T,12646
2014-09-01,10V,11295
2014-09-01,10W,9179
2014-09-01,10X,16799
2014-09-01,10Y,12335
2014-09-01,110,0
2014-09-01,111,0
2014-09-01,112,16
2014-09-01,114,1
2014-09-01,116,0
2014-09-01,117,0
2014-09-01,11A,28777
2014-09-01,11C,9153
2014-09-01,11D,9536
2014-09-01,11E,9719
2014-09-01,11H,31606
2014-09-01,11J,38384
2014-09-01,11M,33950
2014-09-01,11N,28762
2014-09-01,11T,11927
2014-09-01,11X,28909
2014-09-01,12A,15817
2014-09-01,12D,15542
2014-09-01,12F,18766
2014-09-01,12G,0
2014-09-01,12H,0
2014-09-01,12J,0
2014-09-01,12M,0
2014-09-01,12N,0
2014-09-01,12P,0
2014-09-01,12Q,0
2014-09-01,12V,0
2014-09-01,12W,0
2014-09-01,13A,0
2014-09-01,13C,0
2014-09-01,13F,0
2014-09-01,13H,0
2014-09-01,13K,0
2014-09-01,13M,0
2014-09-01,13P,51714
2014-09-01,205,0
2014-09-01,209,0
2014-09-01,211,0
2014-09-01,212,0
2014-09-01,216,0
2014-09-01,218,0
2014-09-01,219,0
2014-09-01,305,0
2014-09-01,310,0
2014-09-01,313,0
2014-09-01,319,0
2014-09-01,322,0
2014-09-01,325,0
2014-09-01,413,0
2014-09-01,414,0
2014-09-01,720,0
2014-09-01,725,0
2014-09-01,905,0
2014-09-01,99A,28338
2014-09-01,99C,11991
2014-09-01,99D,8467
2014-09-01,99E,16517
2014-09-01,99F,8811
2014-09-01,99G,11067
2014-09-01,99H,17232
2014-09-01,99J,28440
2014-09-01,99K,8284
2014-09-01,99M,13719
2014-09-01,99N,25995
2014-09-01,99P,47147
2014-09-01,99Q,14069
2014-09-01,AA8,0
2014-09-01,AAR,0
2014-09-01,AAX,0
2014-09-01,AC2,0
2014-09-01,AC6,0
2014-09-01,ACD,0
2014-09-01,ACH,0
2014-09-01,ACV,0
2014-09-01,ADT,0
2014-09-01,AH7,0
2014-09-01,NDA,0
2014-09-01,NDJ,0
2014-09-01,NEN,0
2014-09-01,NI3,0
2014-09-01,NKI,0
2014-09-01,NL1,0
2014-09-01,NLX,0
2014-09-01,NMS,0
2014-09-01,NQ7,0
2014-09-01,NQL,0
2014-09-01,NQT,0
2014-09-01,NR3,0
2014-09-01,NR5,0
2014-09-01,NTV,0
2014-09-01,NWE,0
2014-09-01,NYF,0
2014-09-01,R1D,0
2014-09-01,R1E,0
2014-09-01,R1G,0
2014-09-01,RBL,0
2014-09-01,RC3,0
2014-09-01,RCD,0
2014-09-01,RGD,0
2014-09-01,RHA,0
2014-09-01,RJ1,0
2014-09-01,RJ7,0
2014-09-01,RNA,0
2014-09-01,RNU,0
2014-09-01,RRE,0
2014-09-01,RTD,0
2014-09-01,RTF,0
2014-09-01,RTR,0
2014-09-01,RW5,0
2014-09-01,RWN,0
2014-09-01,RX4,0
2014-09-01,RXA,0
2014-09-01,RXL,0
2014-09-01,RY2,0
2014-09-01,RY4,0
2014-09-01,RY5,0
2014-09-01,RY6,1
2014-09-01,RY8,0
2014-09-01,RYG,0
2014-10-01,,0
2014-10-01,00C,6164
2014-10-01,00D,15762
2014-10-01,00F,11174
2014-10-01,00G,7514
2014-10-01,00H,8975
2014-10-01,00J,12918
2014-10-01,00K,17725
2014-10-01,00L,15718
2014-10-01,00M,17985
2014-10-01,00N,8284
2014-10-01,00P,15079
2014-10-01,00Q,11775
2014-10-01,00R,9119
2014-10-01,00T,19596
2014-10-01,00V,12553
2014-10-01,00W,14600
2014-10-01,00X,10169
2014-10-01,00Y,17045
2014-10-01,01A,23251
2014-10-01,01C,10642
2014-10-01,01D,14929
2014-10-01,01E,12430
2014-10-01,01F,7888
2014-10-01,01G,17730
2014-10-01,01H,25282
2014-10-01,01J,9649
2014-10-01,01K,8037
2014-10-01,01M,14760
2014-10-01,01N,10874
2014-10-01,01R,9858
2014-10-01,01T,8405
2014-10-01,01V,5665
2014-10-01,01W,17913
2014-10-01,01X,10920
2014-10-01,01Y,15320
2014-10-01,02A,14705
2014-10-01,02D,6018
2014-10-01,02E,12356
2014-10-01,02F,13325
2014-10-01,02G,5660
2014-10-01,02H,18912
2014-10-01,02M,7029
2014-10-01,02N,8795
2014-10-01,02P,15339
2014-10-01,02Q,6139
2014-10-01,02R,23748
2014-10-01,02T,13338
2014-10-01,02V,12847
2014-10-01,02W,10753
2014-10-01,02X,18783
2014-10-01,02Y,14435
2014-10-01,03A,14512
2014-10-01,03C,19765
2014-10-01,03D,6669
2014-10-01,03E,7924
2014-10-01,03F,18982
2014-10-01,03G,18926
2014-10-01,03H,9980
2014-10-01,03J,12800
2014-10-01,03K,9402
2014-10-01,03L,15515
2014-10-01,03M,5767
2014-10-01,03N,33449
2014-10-01,03Q,17087
2014-10-01,03R,21355
2014-10-01,03T,12190
2014-10-01,03V,4967
2014-10-01,03W,16927
2014-10-01,03X,5438
2014-10-01,03Y,5497
2014-10-01,04C,25876
2014-10-01,04D,12935
2014-10-01,04E,11676
2014-10-01,04F,20085
2014-10-01,04G,40165
2014-10-01,04H,7001
2014-10-01,04J,14277
2014-10-01,04K,21832
2014-10-01,04L,8551
2014-10-01,04M,5452
2014-10-01,04N,6528
2014-10-01,04Q,6832
2014-10-01,04R,32017
2014-10-01,04V,20106
2014-10-01,04X,18268
2014-10-01,04Y,7444
2014-10-01,05A,30663
2014-10-01,05C,18431
2014-10-01,05D,8092
2014-10-01,05F,9296
2014-10-01,05G,10543
2014-10-01,05H,10579
2014-10-01,05J,9990
2014-10-01,05L,39143
2014-10-01,05N,14446
2014-10-01,05P,14107
2014-10-01,05Q,11623
2014-10-01,05R,13961
2014-10-01,05T,15366
2014-10-01,05V,7042
2014-10-01,05W,18592
2014-10-01,05X,11175
2014-10-01,05Y,18558
2014-10-01,06A,17357
2014-10-01,06D,5869
2014-10-01,06F,28634
2014-10-01,06H,55047
2014-10-01,06K,35945
2014-10-01,06L,21359
2014-10-01,06M,12161
2014-10-01,06N,40499
2014-10-01,06P,17293
2014-10-01,06Q,21272
2014-10-01,06T,18742
2014-10-01,06V,7251
2014-10-01,06W,11833
2014-10-01,06Y,12680
2014-10-01,07G,12142
2014-10-01,07H,18797
2014-10-01,07J,8748
2014-10-01,07K,12803
2014-10-01,07L,19042
2014-10-01,07M,27180
2014-10-01,07N,15140
2014-10-01,07P,23864
2014-10-01,07Q,21105
2014-10-01,07R,12663
2014-10-01,07T,21181
2014-10-01,07V,27456
2014-10-01,07W,28442
2014-10-01,07X,23378
2014-10-01,07Y,21627
2014-10-01,08A,21759
2014-10-01,08C,11704
2014-10-01,08D,19144
2014-10-01,08E,16876
2014-10-01,08F,15999
2014-10-01,08G,20494
2014-10-01,08H,13108
2014-10-01,08J,12725
2014-10-01,08K,22048
2014-10-01,08L,22792
2014-10-01,08M,29274
2014-10-01,08N,22640
2014-10-01,08P,14238
2014-10-01,08Q,20757
2014-10-01,08R,15082
2014-10-01,08T,12865
2014-10-01,08V,20776
2014-10-01,08W,22300
2014-10-01,08X,24931
2014-10-01,08Y,12877
2014-10-01,09A,9190
2014-10-01,09C,7673
2014-10-01,09D,15319
2014-10-01,09E,10004
2014-10-01,09F,9732
2014-10-01,09G,25229
2014-10-01,09H,8858
2014-10-01,09J,17011
2014-10-01,09L,11507
2014-10-01,09N,12040
2014-10-01,09P,9438
2014-10-01,09W,18933
2014-10-01,09X,12857
2014-10-01,09Y,23338
2014-10-01,104,0
2014-10-01,106,0
2014-10-01,107,0
2014-10-01,10A,11001
2014-10-01,10C,5417
2014-10-01,10D,7042
2014-10-01,10E,8317
2014-10-01,10G,8432
2014-10-01,10H,19607
2014-10-01,10J,13601
2014-10-01,10K,11133
2014-10-01,10L,6678
2014-10-01,10M,7020
2014-10-01,10N,7154
2014-10-01,10Q,40029
2014-10-01,10R,13502
2014-10-01,10T,12608
2014-10-01,10V,11344
2014-10-01,10W,9218
2014-10-01,10X,16896
2014-10-01,10Y,12461
2014-10-01,110,0
2014-10-01,111,0
2014-10-01,112,16
2014-10-01,114,1
2014-10-01,116,0
2014-10-01,117,0
2014-10-01,11A,28926
2014-10-01,11C,9141
2014-10-01,11D,9601
2014-10-01,11E,9766
2014-10-01,11H,31553
2014-10-01,11J,38504
2014-10-01,11M,34092
2014-10-01,11N,28873
2014-10-01,11T,11923
2014-10-01,11X,29114
2014-10-01,12A,15828
2014-10-01,12D,15684
2014-10-01,12F,18763
2014-10-01,13P,51979
2014-10-01,205,0
2014-10-01,209,0
2014-10-01,211,0
2014-10-01,212,0
2014-10-01,216,0
2014-10-01,218,0
2014-10-01,219,0
2014-10-01,305,0
2014-10-01,310,0
2014-10-01,313,0
2014-10-01,319,0
2014-10-01,322,0
2014-10-01,413,0
2014-10-01,414,0
2014-10-01,720,0
2014-10-01,725,0
2014-10-01,905,0
2014-10-01,99A,28455
2014-10-01,99C,11956
2014-10-01,99D,8445
2014-10-01,99E,16670
2014-10-01,99F,8872
2014-10-01,99G,10994
2014-10-01,99H,17224
2014-10-01,99J,28608
2014-10-01,99K,8299
2014-10-01,99M,13716
2014-10-01,99N,26147
2014-10-01,99P,47184
2014-10-01,99Q,13998
2014-10-01,AA8,0
2014-10-01,AAR,0
2014-10-01,AAX,0
2014-10-01,AC2,0
2014-10-01,AC6,0
2014-10-01,ACD,0
2014-10-01,ACH,0
2014-10-01,ACV,0
2014-10-01,ADT,0
2014-10-01,AH7,0
2014-10-01,AKQ,0
2014-10-01,NDA,0
2014-10-01,NDJ,0
2014-10-01,NEN,0
2014-10-01,NI3,0
2014-10-01,NKI,0
2014-10-01,NLX,0
2014-10-01,NMS,0
2014-10-01,NQ7,0
2014-10-01,NQL,0
2014-10-01,NQT,0
2014-10-01,NR3,0
2014-10-01,NR5,0
2014-10-01,NTV,0
2014-10-01,NWE,0
2014-10-01,NYF,0
2014-10-01,Q44,0
2014-10-01,Q52,0
2014-10-01,Q55,0
2014-10-01,Q56,0
2014-10-01,Q59,0
2014-10-01,Q65,0
2014-10-01,Q67,0
2014-10-01,Q69,0
2014-10-01,R1D,0
2014-10-01,R1E,0
2014-10-01,R1G,0
2014-10-01,R1K,0
2014-10-01,RBL,0
2014-10-01,RCD,0
2014-10-01,RGD,0
2014-10-01,RHA,0
2014-10-01,RJ1,0
2014-10-01,RJ7,0
2014-10-01,RNA,0
2014-10-01,RNU,0
2014-10-01,RRE,0
2014-10-01,RTD,0
2014-10-01,RTF,0
2014-10-01,RTR,0
2014-10-01,RW5,0
2014-10-01,RWN,0
2014-10-01,RX4,0
2014-10-01,RXA,0
2014-10-01,RY2,0
2014-10-01,RY4,0
2014-10-01,RY5,0
2014-10-01,RY6,4
2014-10-01,RY8,0
2014-10-01,RYG,0
2014-11-01,,0
2014-11-01,00C,6164
2014-11-01,00D,15762
2014-11-01,00F,11174
2014-11-01,00G,7514
2014-11-01,00H,8975
2014-11-01,00J,12918
2014-11-01,00K,17725
2014-11-01,00L,15718
2014-11-01,00M,17985
2014-11-01,00N,8284
2014-11-01,00P,15079
2014-11-01,00Q,11775
2014-11-01,00R,9119
2014-11-01,00T,19596
2014-11-01,00V,12553
2014-11-01,00W,14600
2014-11-01,00X,10169
2014-11-01,00Y,17045
2014-11-01,01A,23251
2014-11-01,01C,10642
2014-11-01,01D,14929
2014-11-01,01E,12430
2014-11-01,01F,7888
2014-11-01,01G,17730
2014-11-01,01H,25282
2014-11-01,01J,9649
2014-11-01,01K,8037
2014-11-01,01M,14760
2014-11-01,01N,10874
2014-11-01,01R,9858
2014-11-01,01T,8405
2014-11-01,01V,5665
2014-11-01,01W,17913
2014-11-01,01X,10920
2014-11-01,01Y,15320
2014-11-01,02A,14705
2014-11-01,02D,6018
2014-11-01,02E,12356
2014-11-01,02F,13325
2014-11-01,02G,5660
2014-11-01,02H,18912
2014-11-01,02M,7029
2014-11-01,02N,8795
2014-11-01,02P,15339
2014-11-01,02Q,6139
2014-11-01,02R,23748
2014-11-01,02T,13338
2014-11-01,02V,12847
2014-11-01,02W,10753
2014-11-01,02X,18783
2014-11-01,02Y,14435
2014-11-01,03A,14512
2014-11-01,03C,19765
2014-11-01,03D,6669
2014-11-01,03E,7924
2014-11-01,03F,18982
2014-11-01,03G,18926
2014-11-01,03H,9980
2014-11-01,03J,12800
2014-11-01,03K,9402
2014-11-01,03L,15515
2014-11-01,03M,5767
2014-11-01,03N,33449
2014-11-01,03Q,17087
2014-11-01,03R,21355
2014-11-01,03T,12190
2014-11-01,03V,4967
2014-11-01,03W,16927
2014-11-01,03X,5438
2014-11-01,03Y,5497
2014-11-01,04C,25876
2014-11-01,04D,12935
2014-11-01,04E,11676
2014-11-01,04F,20085
2014-11-01,04G,40165
2014-11-01,04H,7001
2014-11-01,04J,14277
2014-11-01,04K,21832
2014-11-01,04L,8551
2014-11-01,04M,5452
2014-11-01,04N,6528
2014-11-01,04Q,6832
2014-11-01,04R,32017
2014-11-01,04V,20106
2014-11-01,04X,18268
2014-11-01,04Y,7444
2014-11-01,05A,30663
2014-11-01,05C,18431
2014-11-01,05D,8092
2014-11-01,05F,9296
2014-11-01,05G,10543
2014-11-01,05H,10579
2014-11-01,05J,9990
2014-11-01,05L,39143
2014-11-01,05N,14446
2014-11-01,05P,14107
2014-11-01,05Q,11623
2014-11-01,05R,13961
2014-11-01,05T,15366
2014-11-01,05V,7042
2014-11-01,05W,18592
2014-11-01,05X,11175
2014-11-01,05Y,18558
2014-11-01,06A,17357
2014-11-01,06D,5869
2014-11-01,06F,28634
2014-11-01,06H,55047
2014-11-01,06K,35945
2014-11-01,06L,21359
2014-11-01,06M,12161
2014-11-01,06N,40499
2014-11-01,06P,17293
2014-11-01,06Q,21272
2014-11-01,06T,18742
2014-11-01,06V,7251
2014-11-01,06W,11833
2014-11-01,06Y,12680
2014-11-01,07G,12142
2014-11-01,07H,18797
2014-11-01,07J,8748
2014-11-01,07K,12803
2014-11-01,07L,19042
2014-11-01,07M,27180
2014-11-01,07N,15140
2014-11-01,07P,23864
2014-11-01,07Q,21105
2014-11-01,07R,12663
2014-11-01,07T,21181
2014-11-01,07V,27456
2014-11-01,07W,28442
2014-11-01,07X,23378
2014-11-01,07Y,21627
2014-11-01,08A,21759
2014-11-01,08C,11704
2014-11-01,08D,19144
2014-11-01,08E,16876
2014-11-01,08F,15999
2014-11-01,08G,20494
2014-11-01,08H,13108
2014-11-01,08J,12725
2014-11-01,08K,22048
2014-11-01,08L,22792
2014-11-01,08M,29274
2014-11-01,08N,22640
2014-11-01,08P,14238
2014-11-01,08Q,20757
2014-11-01,08R,15082
2014-11-01,08T,12865
2014-11-01,08V,20776
2014-11-01,08W,22300
2014-11-01,08X,24931
2014-11-01,08Y,12877
2014-11-01,09A,9190
2014-11-01,09C,7673
2014-11-01,09D,15319
2014-11-01,09E,10004
2014-11-01,09F,9732
2014-11-01,09G,25229
2014-11-01,09H,8858
2014-11-01,09J,17011
2014-11-01,09L,11507
2014-11-01,09N,12040
2014-11-01,09P,9438
2014-11-01,09W,18933
2014-11-01,09X,12857
2014-11-01,09Y,23338
2014-11-01,104,0
2014-11-01,106,0
2014-11-01,107,0
2014-11-01,10A,11001
2014-11-01,10C,5417
2014-11-01,10D,7042
2014-11-01,10E,8317
2014-11-01,10G,8432
2014-11-01,10H,19607
2014-11-01,10J,13601
2014-11-01,10K,11133
2014-11-01,10L,6678
2014-11-01,10M,7020
2014-11-01,10N,7154
2014-11-01,10Q,40029
2014-11-01,10R,13502
2014-11-01,10T,12608
2014-11-01,10V,11344
2014-11-01,10W,9218
2014-11-01,10X,16896
2014-11-01,10Y,12461
2014-11-01,110,0
2014-11-01,111,0
2014-11-01,112,16
2014-11-01,114,1
2014-11-01,116,0
2014-11-01,117,0
2014-11-01,11A,28926
2014-11-01,11C,9141
2014-11-01,11D,9601
2014-11-01,11E,9766
2014-11-01,11H,31553
2014-11-01,11J,38504
2014-11-01,11M,34092
2014-11-01,11N,28873
2014-11-01,11T,11923
2014-11-01,11X,29114
2014-11-01,12A,15828
2014-11-01,12D,15684
2014-11-01,12F,18763
2014-11-01,13P,51979
2014-11-01,205,0
2014-11-01,209,0
2014-11-01,211,0
2014-11-01,212,0
2014-11-01,216,0
2014-11-01,218,0
2014-11-01,219,0
2014-11-01,305,0
2014-11-01,310,0
2014-11-01,313,0
2014-11-01,319,0
2014-11-01,322,0
2014-11-01,413,0
2014-11-01,414,0
2014-11-01,720,0
2014-11-01,725,0
2014-11-01,905,0
2014-11-01,99A,28455
2014-11-01,99C,11956
2014-11-01,99D,8445
2014-11-01,99E,16670
2014-11-01,99F,8872
2014-11-01,99G,10994
2014-11-01,99H,17224
2014-11-01,99J,28608
2014-11-01,99K,8299
2014-11-01,99M,13716
2014-11-01,99N,26147
2014-11-01,99P,47184
2014-11-01,99Q,13998
2014-11-01,AA8,0
2014-11-01,AAR,0
2014-11-01,AAX,0
2014-11-01,AC2,0
2014-11-01,AC6,0
2014-11-01,ACD,0
2014-11-01,ACH,0
2014-11-01,ACV,0
2014-11-01,ADT,0
2014-11-01,AH7,0
2014-11-01,AKQ,0
2014-11-01,NDA,0
2014-11-01,NDJ,0
2014-11-01,NEN,0
2014-11-01,NI3,0
2014-11-01,NKI,0
2014-11-01,NLX,0
2014-11-01,NMS,0
2014-11-01,NQ7,0
2014-11-01,NQL,0
2014-11-01,NQT,0
2014-11-01,NR3,0
2014-11-01,NR5,0
2014-11-01,NTV,0
2014-11-01,NWE,0
2014-11-01,NYF,0
2014-11-01,Q44,0
2014-11-01,Q52,0
2014-11-01,Q55,0
2014-11-01,Q56,0
2014-11-01,Q59,0
2014-11-01,Q65,0
2014-11-01,Q67,0
2014-11-01,Q69,0
2014-11-01,R1D,0
2014-11-01,R1E,0
2014-11-01,R1G,0
2014-11-01,R1K,0
2014-11-01,RBL,0
2014-11-01,RCD,0
2014-11-01,RGD,0
2014-11-01,RHA,0
2014-11-01,RJ1,0
2014-11-01,RJ7,0
2014-11-01,RNA,0
2014-11-01,RNU,0
2014-11-01,RRE,0
2014-11-01,RTD,0
2014-11-01,RTF,0
2014-11-01,RTR,0
2014-11-01,RW5,0
2014-11-01,RWN,0
2014-11-01,RX4,0
2014-11-01,RXA,0
2014-11-01,RY2,0
2014-11-01,RY4,0
2014-11-01,RY5,0
2014-11-01,RY6,4
2014-11-01,RY8,0
2014-11-01,RYG,0
2014-12-01,,0
2014-12-01,00C,6164
2014-12-01,00D,15762
2014-12-01,00F,11174
2014-12-01,00G,7514
2014-12-01,00H,8975
2014-12-01,00J,12918
2014-12-01,00K,17725
2014-12-01,00L,15718
2014-12-01,00M,17985
2014-12-01,00N,8284
2014-12-01,00P,15079
2014-12-01,00Q,11775
2014-12-01,00R,9119
2014-12-01,00T,19596
2014-12-01,00V,12553
2014-12-01,00W,14600
2014-12-01,00X,10169
2014-12-01,00Y,17045
2014-12-01,01A,23251
2014-12-01,01C,10642
2014-12-01,01D,14929
2014-12-01,01E,12430
2014-12-01,01F,7888
2014-12-01,01G,17730
2014-12-01,01H,25282
2014-12-01,01J,9649
2014-12-01,01K,8037
2014-12-01,01M,14760
2014-12-01,01N,10874
2014-12-01,01R,9858
2014-12-01,01T,8405
2014-12-01,01V,5665
2014-12-01,01W,17913
2014-12-01,01X,10920
2014-12-01,01Y,15320
2014-12-01,02A,14705
2014-12-01,02D,6018
2014-12-01,02E,12356
2014-12-01,02F,13325
2014-12-01,02G,5660
2014-12-01,02H,18912
2014-12-01,02M,7029
2014-12-01,02N,8795
2014-12-01,02P,15339
2014-12-01,02Q,6139
2014-12-01,02R,23748
