month,pct,pt_0_4
2015-12-01,05Q,11470
2015-12-01,05R,14008
2015-12-01,05T,15487
2015-12-01,05V,7093
2015-12-01,05W,18482
2015-12-01,05X,11185
2015-12-01,05Y,18731
2015-12-01,06A,17537
2015-12-01,06D,5890
2015-12-01,06F,28770
2015-12-01,06H,55394
2015-12-01,06K,35641
2015-12-01,06L,21321
2015-12-01,06M,12094
2015-12-01,06N,40303
2015-12-01,06P,17592
2015-12-01,06Q,21186
2015-12-01,06T,18797
2015-12-01,06V,7236
2015-12-01,06W,11883
2015-12-01,06Y,12775
2015-12-01,07G,12400
2015-12-01,07H,19005
2015-12-01,07J,8753
2015-12-01,07K,12820
2015-12-01,07L,18895
2015-12-01,07M,26736
2015-12-01,07N,15195
2015-12-01,07P,23547
2015-12-01,07Q,21082
2015-12-01,07R,12472
2015-12-01,07T,21051
2015-12-01,07V,27257
2015-12-01,07W,27945
2015-12-01,07X,23330
2015-12-01,07Y,21375
2015-12-01,08A,21851
2015-12-01,08C,11382
2015-12-01,08D,19029
2015-12-01,08E,16704
2015-12-01,08F,16612
2015-12-01,08G,20650
2015-12-01,08H,13028
2015-12-01,08J,12712
2015-12-01,08K,21681
2015-12-01,08L,22409
2015-12-01,08M,28810
2015-12-01,08N,22816
2015-12-01,08P,13870
2015-12-01,08Q,20302
2015-12-01,08R,14845
2015-12-01,08T,12906
2015-12-01,08V,20590
2015-12-01,08W,21874
2015-12-01,08X,24531
2015-12-01,08Y,12471
2015-12-01,09A,9235
2015-12-01,09C,7684
2015-12-01,09D,14980
2015-12-01,09E,9914
2015-12-01,09F,9776
2015-12-01,09G,25212
2015-12-01,09H,8764
2015-12-01,09J,17212
2015-12-01,09L,11389
2015-12-01,09N,11740
2015-12-01,09P,9370
2015-12-01,09W,19059
2015-12-01,09X,12914
2015-12-01,09Y,23211
2015-12-01,10A,10854
2015-12-01,10C,5440
2015-12-01,10D,7016
2015-12-01,10E,8343
2015-12-01,10G,8220
2015-12-01,10H,19865
2015-12-01,10J,13412
2015-12-01,10K,11079
2015-12-01,10L,6702
2015-12-01,10M,6869
2015-12-01,10N,6942
2015-12-01,10Q,39553
2015-12-01,10R,13438
2015-12-01,10T,12439
2015-12-01,10V,11349
2015-12-01,10W,9208
2015-12-01,10X,16822
2015-12-01,10Y,12605
2015-12-01,112,13
2015-12-01,114,0
2015-12-01,11A,28644
2015-12-01,11C,8771
2015-12-01,11D,9599
2015-12-01,11E,9815
2015-12-01,11H,31283
2015-12-01,11J,38146
2015-12-01,11M,34098
2015-12-01,11N,28871
2015-12-01,11T,11768
2015-12-01,11X,28991
2015-12-01,12A,15953
2015-12-01,12D,15618
2015-12-01,12F,18670
2015-12-01,13P,48824
2015-12-01,13T,27685
2015-12-01,99A,28772
2015-12-01,99C,11861
2015-12-01,99D,8503
2015-12-01,99E,17019
2015-12-01,99F,8984
2015-12-01,99G,10908
2015-12-01,99H,16906
2015-12-01,99J,28654
2015-12-01,99K,8184
2015-12-01,99M,13725
2015-12-01,99N,25958
2015-12-01,99P,46907
2015-12-01,99Q,14011
2015-12-01,Q59,0
2015-12-01,RY6,13
2016-01-01,00C,6013
2016-01-01,00D,15376
2016-01-01,00J,12763
2016-01-01,00K,17396
2016-01-01,00L,15515
2016-01-01,00M,17732
2016-01-01,00N,8161
2016-01-01,00P,14719
2016-01-01,00Q,11753
2016-01-01,00R,9127
2016-01-01,00T,19602
2016-01-01,00V,12474
2016-01-01,00W,14726
2016-01-01,00X,10336
2016-01-01,00Y,17164
2016-01-01,01A,22868
2016-01-01,01C,10506
2016-01-01,01D,14845
2016-01-01,01E,12348
2016-01-01,01F,7769
2016-01-01,01G,17468
2016-01-01,01H,25041
2016-01-01,01J,9740
2016-01-01,01K,8133
2016-01-01,01M,15113
2016-01-01,01N,10855
2016-01-01,01R,9689
2016-01-01,01T,8450
2016-01-01,01V,5537
2016-01-01,01W,18091
2016-01-01,01X,10699
2016-01-01,01Y,14961
2016-01-01,02A,14480
2016-01-01,02D,5854
2016-01-01,02E,12251
2016-01-01,02F,13349
2016-01-01,02G,5509
2016-01-01,02H,18481
2016-01-01,02M,6882
2016-01-01,02N,8646
2016-01-01,02P,15109
2016-01-01,02Q,6089
2016-01-01,02R,23508
2016-01-01,02T,12986
2016-01-01,02V,13100
2016-01-01,02W,10607
2016-01-01,02X,18553
2016-01-01,02Y,14259
2016-01-01,03A,14119
2016-01-01,03C,19702
2016-01-01,03D,6762
2016-01-01,03E,7710
2016-01-01,03F,18906
2016-01-01,03G,18853
2016-01-01,03H,9925
2016-01-01,03J,12396
2016-01-01,03K,9322
2016-01-01,03L,15009
2016-01-01,03M,5693
2016-01-01,03N,33242
2016-01-01,03Q,16876
2016-01-01,03R,21156
2016-01-01,03T,11992
2016-01-01,03V,5097
2016-01-01,03W,16769
2016-01-01,03X,5396
2016-01-01,03Y,5407
2016-01-01,04C,26056
2016-01-01,04D,13120
2016-01-01,04E,11518
2016-01-01,04F,19959
2016-01-01,04G,40024
2016-01-01,04H,6952
2016-01-01,04J,14112
2016-01-01,04K,21840
2016-01-01,04L,8559
2016-01-01,04M,5327
2016-01-01,04N,6576
2016-01-01,04Q,6735
2016-01-01,04R,31785
2016-01-01,04V,20270
2016-01-01,04X,20901
2016-01-01,04Y,7253
2016-01-01,05A,30610
2016-01-01,05C,18222
2016-01-01,05D,7975
2016-01-01,05F,9130
2016-01-01,05G,10500
2016-01-01,05H,10522
2016-01-01,05J,9952
2016-01-01,05L,39365
2016-01-01,05N,14205
2016-01-01,05P,14072
2016-01-01,05Q,11424
2016-01-01,05R,13901
2016-01-01,05T,15339
2016-01-01,05V,7107
2016-01-01,05W,18441
2016-01-01,05X,11129
2016-01-01,05Y,18651
2016-01-01,06A,17481
2016-01-01,06D,5878
2016-01-01,06F,28870
2016-01-01,06H,55147
2016-01-01,06K,35518
2016-01-01,06L,21304
2016-01-01,06M,12101
2016-01-01,06N,40215
2016-01-01,06P,17524
2016-01-01,06Q,21147
2016-01-01,06T,18793
2016-01-01,06V,7267
2016-01-01,06W,11851
2016-01-01,06Y,12812
2016-01-01,07G,12383
2016-01-01,07H,18981
2016-01-01,07J,8619
2016-01-01,07K,12781
2016-01-01,07L,18892
2016-01-01,07M,26681
2016-01-01,07N,15201
2016-01-01,07P,23484
2016-01-01,07Q,21026
2016-01-01,07R,12428
2016-01-01,07T,20917
2016-01-01,07V,27189
2016-01-01,07W,27667
2016-01-01,07X,23213
2016-01-01,07Y,21246
2016-01-01,08A,21810
2016-01-01,08C,11380
2016-01-01,08D,19005
2016-01-01,08E,16655
2016-01-01,08F,16735
2016-01-01,08G,20694
2016-01-01,08H,12976
2016-01-01,08J,12756
2016-01-01,08K,21635
2016-01-01,08L,22345
2016-01-01,08M,28699
2016-01-01,08N,22781
2016-01-01,08P,13780
2016-01-01,08Q,20108
2016-01-01,08R,14735
2016-01-01,08T,12837
2016-01-01,08V,20512
2016-01-01,08W,21856
2016-01-01,08X,24408
2016-01-01,08Y,12415
2016-01-01,09A,9218
2016-01-01,09C,7708
2016-01-01,09D,14874
2016-01-01,09E,9855
2016-01-01,09F,9662
2016-01-01,09G,25145
2016-01-01,09H,8751
2016-01-01,09J,17211
2016-01-01,09L,11365
2016-01-01,09N,11610
2016-01-01,09P,9281
2016-01-01,09W,19020
2016-01-01,09X,12964
2016-01-01,09Y,23038
2016-01-01,10A,10786
2016-01-01,10C,5461
2016-01-01,10D,7073
2016-01-01,10E,8290
2016-01-01,10G,8194
2016-01-01,10H,19824
2016-01-01,10J,13350
2016-01-01,10K,11077
2016-01-01,10L,6646
2016-01-01,10M,6783
2016-01-01,10N,6909
2016-01-01,10Q,39367
2016-01-01,10R,13422
2016-01-01,10T,12477
2016-01-01,10V,11252
2016-01-01,10W,9147
2016-01-01,10X,16698
2016-01-01,10Y,12575
2016-01-01,112,13
2016-01-01,114,0
2016-01-01,11A,28478
2016-01-01,11C,8756
2016-01-01,11D,9590
2016-01-01,11E,9793
2016-01-01,11H,31169
2016-01-01,11J,38174
2016-01-01,11M,34074
2016-01-01,11N,28703
2016-01-01,11T,11638
2016-01-01,11X,28874
2016-01-01,12A,15880
2016-01-01,12D,15529
2016-01-01,12F,18608
2016-01-01,13P,48685
2016-01-01,13T,27530
2016-01-01,99A,28840
2016-01-01,99C,11778
2016-01-01,99D,8490
2016-01-01,99E,16954
2016-01-01,99F,8847
2016-01-01,99G,10899
2016-01-01,99H,16832
2016-01-01,99J,28441
2016-01-01,99K,8104
2016-01-01,99M,13664
2016-01-01,99N,25778
2016-01-01,99P,46766
2016-01-01,99Q,13959
2016-01-01,Q59,0
2016-01-01,RY6,24
2016-02-01,00C,6013
2016-02-01,00D,15376
2016-02-01,00J,12763
2016-02-01,00K,17396
2016-02-01,00L,15515
2016-02-01,00M,17732
2016-02-01,00N,8161
2016-02-01,00P,14719
2016-02-01,00Q,11753
2016-02-01,00R,9127
2016-02-01,00T,19602
2016-02-01,00V,12474
2016-02-01,00W,14726
2016-02-01,00X,10336
2016-02-01,00Y,17164
2016-02-01,01A,22868
2016-02-01,01C,10506
2016-02-01,01D,14845
2016-02-01,01E,12348
2016-02-01,01F,7769
2016-02-01,01G,17468
2016-02-01,01H,25041
2016-02-01,01J,9740
2016-02-01,01K,8133
2016-02-01,01M,15113
2016-02-01,01N,10855
2016-02-01,01R,9689
2016-02-01,01T,8450
2016-02-01,01V,5537
2016-02-01,01W,18091
2016-02-01,01X,10699
2016-02-01,01Y,14961
2016-02-01,02A,14480
2016-02-01,02D,5854
2016-02-01,02E,12251
2016-02-01,02F,13349
2016-02-01,02G,5509
2016-02-01,02H,18481
2016-02-01,02M,6882
2016-02-01,02N,8646
2016-02-01,02P,15109
2016-02-01,02Q,6089
2016-02-01,02R,23508
2016-02-01,02T,12986
2016-02-01,02V,13100
2016-02-01,02W,10607
2016-02-01,02X,18553
2016-02-01,02Y,14259
2016-02-01,03A,14119
2016-02-01,03C,19702
2016-02-01,03D,6762
2016-02-01,03E,7710
2016-02-01,03F,18906
2016-02-01,03G,18853
2016-02-01,03H,9925
2016-02-01,03J,12396
2016-02-01,03K,9322
2016-02-01,03L,15009
2016-02-01,03M,5693
2016-02-01,03N,33242
2016-02-01,03Q,16876
2016-02-01,03R,21156
2016-02-01,03T,11992
2016-02-01,03V,5097
2016-02-01,03W,16769
2016-02-01,03X,5396
2016-02-01,03Y,5407
2016-02-01,04C,26056
2016-02-01,04D,13120
2016-02-01,04E,11518
2016-02-01,04F,19959
2016-02-01,04G,40024
2016-02-01,04H,6952
2016-02-01,04J,14112
2016-02-01,04K,21840
2016-02-01,04L,8559
2016-02-01,04M,5327
2016-02-01,04N,6576
2016-02-01,04Q,6735
2016-02-01,04R,31785
2016-02-01,04V,20270
2016-02-01,04X,20901
2016-02-01,04Y,7253
2016-02-01,05A,30610
2016-02-01,05C,18222
2016-02-01,05D,7975
2016-02-01,05F,9130
2016-02-01,05G,10500
2016-02-01,05H,10522
2016-02-01,05J,9952
2016-02-01,05L,39365
2016-02-01,05N,14205
2016-02-01,05P,14072
2016-02-01,05Q,11424
2016-02-01,05R,13901
2016-02-01,05T,15339
2016-02-01,05V,7107
2016-02-01,05W,18441
2016-02-01,05X,11129
2016-02-01,05Y,18651
2016-02-01,06A,17481
2016-02-01,06D,5878
2016-02-01,06F,28870
2016-02-01,06H,55147
2016-02-01,06K,35518
2016-02-01,06L,21304
2016-02-01,06M,12101
2016-02-01,06N,40215
2016-02-01,06P,17524
2016-02-01,06Q,21147
2016-02-01,06T,18793
2016-02-01,06V,7267
2016-02-01,06W,11851
2016-02-01,06Y,12812
2016-02-01,07G,12383
2016-02-01,07H,18981
2016-02-01,07J,8619
2016-02-01,07K,12781
2016-02-01,07L,18892
2016-02-01,07M,26681
2016-02-01,07N,15201
2016-02-01,07P,23484
2016-02-01,07Q,21026
2016-02-01,07R,12428
2016-02-01,07T,20917
2016-02-01,07V,27189
2016-02-01,07W,27667
2016-02-01,07X,23213
2016-02-01,07Y,21246
2016-02-01,08A,21810
2016-02-01,08C,11380
2016-02-01,08D,19005
2016-02-01,08E,16655
2016-02-01,08F,16735
2016-02-01,08G,20694
2016-02-01,08H,12976
2016-02-01,08J,12756
2016-02-01,08K,21635
2016-02-01,08L,22345
2016-02-01,08M,28699
2016-02-01,08N,22781
2016-02-01,08P,13780
2016-02-01,08Q,20108
2016-02-01,08R,14735
2016-02-01,08T,12837
2016-02-01,08V,20512
2016-02-01,08W,21856
2016-02-01,08X,24408
2016-02-01,08Y,12415
2016-02-01,09A,9218
2016-02-01,09C,7708
2016-02-01,09D,14874
2016-02-01,09E,9855
2016-02-01,09F,9662
2016-02-01,09G,25145
2016-02-01,09H,8751
2016-02-01,09J,17211
2016-02-01,09L,11365
2016-02-01,09N,11610
2016-02-01,09P,9281
2016-02-01,09W,19020
2016-02-01,09X,12964
2016-02-01,09Y,23038
2016-02-01,10A,10786
2016-02-01,10C,5461
2016-02-01,10D,7073
2016-02-01,10E,8290
2016-02-01,10G,8194
2016-02-01,10H,19824
2016-02-01,10J,13350
2016-02-01,10K,11077
2016-02-01,10L,6646
2016-02-01,10M,6783
2016-02-01,10N,6909
2016-02-01,10Q,39367
2016-02-01,10R,13422
2016-02-01,10T,12477
2016-02-01,10V,11252
2016-02-01,10W,9147
2016-02-01,10X,16698
2016-02-01,10Y,12575
2016-02-01,112,13
2016-02-01,114,0
2016-02-01,11A,28478
2016-02-01,11C,8756
2016-02-01,11D,9590
2016-02-01,11E,9793
2016-02-01,11H,31169
2016-02-01,11J,38174
2016-02-01,11M,34074
2016-02-01,11N,28703
2016-02-01,11T,11638
2016-02-01,11X,28874
2016-02-01,12A,15880
2016-02-01,12D,15529
2016-02-01,12F,18608
2016-02-01,13P,48685
2016-02-01,13T,27530
2016-02-01,99A,28840
2016-02-01,99C,11778
2016-02-01,99D,8490
2016-02-01,99E,16954
2016-02-01,99F,8847
2016-02-01,99G,10899
2016-02-01,99H,16832
2016-02-01,99J,28441
2016-02-01,99K,8104
2016-02-01,99M,13664
2016-02-01,99N,25778
2016-02-01,99P,46766
2016-02-01,99Q,13959
2016-02-01,Q59,0
2016-02-01,RY6,24
2016-03-01,00C,6013
2016-03-01,00D,15376
2016-03-01,00J,12763
2016-03-01,00K,17396
2016-03-01,00L,15515
2016-03-01,00M,17732
2016-03-01,00N,8161
2016-03-01,00P,14719
2016-03-01,00Q,11753
2016-03-01,00R,9127
2016-03-01,00T,19602
2016-03-01,00V,12474
2016-03-01,00W,14726
2016-03-01,00X,10336
2016-03-01,00Y,17164
2016-03-01,01A,22868
2016-03-01,01C,10506
2016-03-01,01D,14845
2016-03-01,01E,12348
2016-03-01,01F,7769
2016-03-01,01G,17468
2016-03-01,01H,25041
2016-03-01,01J,9740
2016-03-01,01K,8133
2016-03-01,01M,15113
2016-03-01,01N,10855
2016-03-01,01R,9689
2016-03-01,01T,8450
2016-03-01,01V,5537
2016-03-01,01W,18091
2016-03-01,01X,10699
2016-03-01,01Y,14961
2016-03-01,02A,14480
2016-03-01,02D,5854
2016-03-01,02E,12251
2016-03-01,02F,13349
2016-03-01,02G,5509
2016-03-01,02H,18481
2016-03-01,02M,6882
2016-03-01,02N,8646
2016-03-01,02P,15109
2016-03-01,02Q,6089
2016-03-01,02R,23508
2016-03-01,02T,12986
2016-03-01,02V,13100
2016-03-01,02W,10607
2016-03-01,02X,18553
2016-03-01,02Y,14259
2016-03-01,03A,14119
2016-03-01,03C,19702
2016-03-01,03D,6762
2016-03-01,03E,7710
2016-03-01,03F,18906
2016-03-01,03G,18853
2016-03-01,03H,9925
2016-03-01,03J,12396
2016-03-01,03K,9322
2016-03-01,03L,15009
2016-03-01,03M,5693
2016-03-01,03N,33242
2016-03-01,03Q,16876
2016-03-01,03R,21156
2016-03-01,03T,11992
2016-03-01,03V,5097
2016-03-01,03W,16769
2016-03-01,03X,5396
2016-03-01,03Y,5407
2016-03-01,04C,26056
2016-03-01,04D,13120
2016-03-01,04E,11518
2016-03-01,04F,19959
2016-03-01,04G,40024
2016-03-01,04H,6952
2016-03-01,04J,14112
2016-03-01,04K,21840
2016-03-01,04L,8559
2016-03-01,04M,5327
2016-03-01,04N,6576
2016-03-01,04Q,6735
2016-03-01,04R,31785
2016-03-01,04V,20270
2016-03-01,04X,20901
2016-03-01,04Y,7253
2016-03-01,05A,30610
2016-03-01,05C,18222
2016-03-01,05D,7975
2016-03-01,05F,9130
2016-03-01,05G,10500
2016-03-01,05H,10522
2016-03-01,05J,9952
2016-03-01,05L,39365
2016-03-01,05N,14205
2016-03-01,05P,14072
2016-03-01,05Q,11424
2016-03-01,05R,13901
2016-03-01,05T,15339
2016-03-01,05V,7107
2016-03-01,05W,18441
2016-03-01,05X,11129
2016-03-01,05Y,18651
2016-03-01,06A,17481
2016-03-01,06D,5878
2016-03-01,06F,28870
2016-03-01,06H,55147
2016-03-01,06K,35518
2016-03-01,06L,21304
2016-03-01,06M,12101
2016-03-01,06N,40215
2016-03-01,06P,17524
2016-03-01,06Q,21147
2016-03-01,06T,18793
2016-03-01,06V,7267
2016-03-01,06W,11851
2016-03-01,06Y,12812
2016-03-01,07G,12383
2016-03-01,07H,18981
2016-03-01,07J,8619
2016-03-01,07K,12781
2016-03-01,07L,18892
2016-03-01,07M,26681
2016-03-01,07N,15201
2016-03-01,07P,23484
2016-03-01,07Q,21026
2016-03-01,07R,12428
2016-03-01,07T,20917
2016-03-01,07V,27189
2016-03-01,07W,27667
2016-03-01,07X,23213
2016-03-01,07Y,21246
2016-03-01,08A,21810
2016-03-01,08C,11380
2016-03-01,08D,19005
2016-03-01,08E,16655
2016-03-01,08F,16735
2016-03-01,08G,20694
2016-03-01,08H,12976
2016-03-01,08J,12756
2016-03-01,08K,21635
2016-03-01,08L,22345
2016-03-01,08M,28699
2016-03-01,08N,22781
2016-03-01,08P,13780
2016-03-01,08Q,20108
2016-03-01,08R,14735
2016-03-01,08T,12837
2016-03-01,08V,20512
2016-03-01,08W,21856
2016-03-01,08X,24408
2016-03-01,08Y,12415
2016-03-01,09A,9218
2016-03-01,09C,7708
2016-03-01,09D,14874
2016-03-01,09E,9855
2016-03-01,09F,9662
2016-03-01,09G,25145
2016-03-01,09H,8751
2016-03-01,09J,17211
2016-03-01,09L,11365
2016-03-01,09N,11610
2016-03-01,09P,9281
2016-03-01,09W,19020
2016-03-01,09X,12964
2016-03-01,09Y,23038
2016-03-01,10A,10786
2016-03-01,10C,5461
2016-03-01,10D,7073
2016-03-01,10E,8290
2016-03-01,10G,8194
2016-03-01,10H,19824
2016-03-01,10J,13350
2016-03-01,10K,11077
2016-03-01,10L,6646
2016-03-01,10M,6783
2016-03-01,10N,6909
2016-03-01,10Q,39367
2016-03-01,10R,13422
2016-03-01,10T,12477
2016-03-01,10V,11252
2016-03-01,10W,9147
2016-03-01,10X,16698
2016-03-01,10Y,12575
2016-03-01,112,13
2016-03-01,114,0
2016-03-01,11A,28478
2016-03-01,11C,8756
2016-03-01,11D,9590
2016-03-01,11E,9793
2016-03-01,11H,31169
2016-03-01,11J,38174
2016-03-01,11M,34074
2016-03-01,11N,28703
2016-03-01,11T,11638
2016-03-01,11X,28874
2016-03-01,12A,15880
2016-03-01,12D,15529
2016-03-01,12F,18608
2016-03-01,13P,48685
2016-03-01,13T,27530
2016-03-01,99A,28840
2016-03-01,99C,11778
2016-03-01,99D,8490
2016-03-01,99E,16954
2016-03-01,99F,8847
2016-03-01,99G,10899
2016-03-01,99H,16832
2016-03-01,99J,28441
2016-03-01,99K,8104
2016-03-01,99M,13664
2016-03-01,99N,25778
2016-03-01,99P,46766
2016-03-01,99Q,13959
2016-03-01,Q59,0
2016-03-01,RY6,24
2016-04-01,00C,6048
2016-04-01,00D,15308
2016-04-01,00J,12799
2016-04-01,00K,17271
2016-04-01,00L,15484
2016-04-01,00M,17686
2016-04-01,00N,8187
2016-04-01,00P,14725
2016-04-01,00Q,11733
2016-04-01,00R,9184
2016-04-01,00T,19666
2016-04-01,00V,12467
2016-04-01,00W,14839
2016-04-01,00X,10316
2016-04-01,00Y,17146
2016-04-01,01A,22980
2016-04-01,01C,10589
2016-04-01,01D,14897
2016-04-01,01E,12340
2016-04-01,01F,7776
2016-04-01,01G,17525
2016-04-01,01H,25024
2016-04-01,01J,9737
2016-04-01,01K,8072
2016-04-01,01M,15227
2016-04-01,01N,10800
2016-04-01,01R,9636
2016-04-01,01T,8488
2016-04-01,01V,5514
2016-04-01,01W,18204
2016-04-01,01X,10687
2016-04-01,01Y,14981
2016-04-01,02A,14431
2016-04-01,02D,5851
2016-04-01,02E,12276
2016-04-01,02F,13324
2016-04-01,02G,5522
2016-04-01,02H,18253
2016-04-01,02M,6868
2016-04-01,02N,8649
2016-04-01,02P,15109
2016-04-01,02Q,6133
2016-04-01,02R,23436
2016-04-01,02T,13021
2016-04-01,02V,13203
2016-04-01,02W,10609
2016-04-01,02X,18577
2016-04-01,02Y,14241
2016-04-01,03A,14098
2016-04-01,03C,19804
2016-04-01,03D,6767
2016-04-01,03E,7630
2016-04-01,03F,18957
2016-04-01,03G,18873
2016-04-01,03H,9889
2016-04-01,03J,12405
2016-04-01,03K,9303
2016-04-01,03L,15051
2016-04-01,03M,5710
2016-04-01,03N,33351
2016-04-01,03Q,16742
2016-04-01,03R,21162
2016-04-01,03T,11906
2016-04-01,03V,5082
2016-04-01,03W,16863
2016-04-01,03X,5415
2016-04-01,03Y,5417
2016-04-01,04C,26135
2016-04-01,04D,13182
2016-04-01,04E,11478
2016-04-01,04F,19847
2016-04-01,04G,40052
2016-04-01,04H,7000
2016-04-01,04J,14038
2016-04-01,04K,21825
2016-04-01,04L,8596
2016-04-01,04M,5282
2016-04-01,04N,6615
2016-04-01,04Q,6711
2016-04-01,04R,31820
2016-04-01,04V,20351
2016-04-01,04X,21921
2016-04-01,04Y,7269
2016-04-01,05A,30565
2016-04-01,05C,18235
2016-04-01,05D,7975
2016-04-01,05F,9088
2016-04-01,05G,10424
2016-04-01,05H,10529
2016-04-01,05J,9943
2016-04-01,05L,39458
2016-04-01,05N,14300
2016-04-01,05P,14249
2016-04-01,05Q,11424
2016-04-01,05R,13875
2016-04-01,05T,15391
2016-04-01,05V,7163
2016-04-01,05W,18433
2016-04-01,05X,11094
2016-04-01,05Y,18627
2016-04-01,06A,17481
2016-04-01,06D,5895
2016-04-01,06F,28960
2016-04-01,06H,55204
2016-04-01,06K,35419
2016-04-01,06L,21364
2016-04-01,06M,12108
2016-04-01,06N,40199
2016-04-01,06P,17589
2016-04-01,06Q,21190
2016-04-01,06T,18776
2016-04-01,06V,7224
2016-04-01,06W,11804
2016-04-01,06Y,12829
2016-04-01,07G,12378
2016-04-01,07H,18991
2016-04-01,07J,8667
2016-04-01,07K,12754
2016-04-01,07L,18927
2016-04-01,07M,26897
2016-04-01,07N,15274
2016-04-01,07P,23265
2016-04-01,07Q,21031
2016-04-01,07R,12362
2016-04-01,07T,21004
2016-04-01,07V,27224
2016-04-01,07W,27523
2016-04-01,07X,23303
2016-04-01,07Y,21093
2016-04-01,08A,21874
2016-04-01,08C,11273
2016-04-01,08D,18987
2016-04-01,08E,16674
2016-04-01,08F,17018
2016-04-01,08G,20591
2016-04-01,08H,12889
2016-04-01,08J,12671
2016-04-01,08K,21532
2016-04-01,08L,22365
2016-04-01,08M,28782
2016-04-01,08N,22807
2016-04-01,08P,13745
2016-04-01,08Q,19936
2016-04-01,08R,14673
2016-04-01,08T,12710
2016-04-01,08V,20533
2016-04-01,08W,21959
2016-04-01,08X,24375
2016-04-01,08Y,12319
2016-04-01,09A,9215
2016-04-01,09C,7738
2016-04-01,09D,14769
2016-04-01,09E,9861
2016-04-01,09F,9691
2016-04-01,09G,25151
2016-04-01,09H,8719
2016-04-01,09J,17197
2016-04-01,09L,11362
2016-04-01,09N,11555
2016-04-01,09P,9250
2016-04-01,09W,19104
2016-04-01,09X,12944
2016-04-01,09Y,23035
2016-04-01,10A,10800
2016-04-01,10C,5430
2016-04-01,10D,7175
2016-04-01,10E,8256
2016-04-01,10G,8144
2016-04-01,10H,19774
2016-04-01,10J,13362
2016-04-01,10K,11075
2016-04-01,10L,6639
2016-04-01,10M,6814
2016-04-01,10N,6871
2016-04-01,10Q,39193
2016-04-01,10R,13442
2016-04-01,10T,12433
2016-04-01,10V,11208
2016-04-01,10W,9150
2016-04-01,10X,16671
2016-04-01,10Y,12663
2016-04-01,112,10
2016-04-01,114,0
2016-04-01,11A,28566
2016-04-01,11C,8737
2016-04-01,11D,9615
2016-04-01,11E,9813
2016-04-01,11H,31198
2016-04-01,11J,38080
2016-04-01,11M,34146
2016-04-01,11N,28591
2016-04-01,11T,11658
2016-04-01,11X,28838
2016-04-01,12A,15913
2016-04-01,12D,15570
2016-04-01,12F,18528
2016-04-01,13P,47872
2016-04-01,13T,27569
2016-04-01,99A,29010
2016-04-01,99C,11805
2016-04-01,99D,8523
2016-04-01,99E,17002
2016-04-01,99F,8876
2016-04-01,99G,10933
2016-04-01,99H,16738
2016-04-01,99J,28484
2016-04-01,99K,8076
2016-04-01,99M,13626
2016-04-01,99N,25784
2016-04-01,99P,46698
2016-04-01,99Q,13976
2016-04-01,Q59,0
2016-04-01,RY6,18
2016-05-01,00C,6048
2016-05-01,00D,15308
2016-05-01,00J,12799
2016-05-01,00K,17271
2016-05-01,00L,15484
2016-05-01,00M,17686
2016-05-01,00N,8187
2016-05-01,00P,14725
2016-05-01,00Q,11733
2016-05-01,00R,9184
2016-05-01,00T,19666
2016-05-01,00V,12467
2016-05-01,00W,14839
2016-05-01,00X,10316
2016-05-01,00Y,17146
2016-05-01,01A,22980
2016-05-01,01C,10589
2016-05-01,01D,14897
2016-05-01,01E,12340
2016-05-01,01F,7776
2016-05-01,01G,17525
2016-05-01,01H,25024
2016-05-01,01J,9737
2016-05-01,01K,8072
2016-05-01,01M,15227
2016-05-01,01N,10800
2016-05-01,01R,9636
2016-05-01,01T,8488
2016-05-01,01V,5514
2016-05-01,01W,18204
2016-05-01,01X,10687
2016-05-01,01Y,14981
2016-05-01,02A,14431
2016-05-01,02D,5851
2016-05-01,02E,12276
2016-05-01,02F,13324
2016-05-01,02G,5522
2016-05-01,02H,18253
2016-05-01,02M,6868
2016-05-01,02N,8649
2016-05-01,02P,15109
2016-05-01,02Q,6133
2016-05-01,02R,23436
2016-05-01,02T,13021
2016-05-01,02V,13203
2016-05-01,02W,10609
2016-05-01,02X,18577
2016-05-01,02Y,14241
2016-05-01,03A,14098
2016-05-01,03C,19804
2016-05-01,03D,6767
2016-05-01,03E,7630
2016-05-01,03F,18957
2016-05-01,03G,18873
2016-05-01,03H,9889
2016-05-01,03J,12405
2016-05-01,03K,9303
2016-05-01,03L,15051
2016-05-01,03M,5710
2016-05-01,03N,33351
2016-05-01,03Q,16742
2016-05-01,03R,21162
2016-05-01,03T,11906
2016-05-01,03V,5082
2016-05-01,03W,16863
2016-05-01,03X,5415
2016-05-01,03Y,5417
2016-05-01,04C,26135
2016-05-01,04D,13182
2016-05-01,04E,11478
2016-05-01,04F,19847
2016-05-01,04G,40052
2016-05-01,04H,7000
2016-05-01,04J,14038
2016-05-01,04K,21825
2016-05-01,04L,8596
2016-05-01,04M,5282
2016-05-01,04N,6615
2016-05-01,04Q,6711
2016-05-01,04R,31820
2016-05-01,04V,20351
2016-05-01,04X,21921
2016-05-01,04Y,7269
2016-05-01,05A,30565
2016-05-01,05C,18235
2016-05-01,05D,7975
2016-05-01,05F,9088
2016-05-01,05G,10424
2016-05-01,05H,10529
2016-05-01,05J,9943
2016-05-01,05L,39458
2016-05-01,05N,14300
2016-05-01,05P,14249
2016-05-01,05Q,11424
2016-05-01,05R,13875
2016-05-01,05T,15391
2016-05-01,05V,7163
