month,pct,sched_5_items,sched_5_percent_items
2015-10-01,03Y,138562,0.03626065317955228
2015-11-01,15C,612139,0.027516751401563486
2015-11-01,99K,96295,0.023629358560885074
2015-11-01,99C,233099,0.030748962729221573
2015-11-01,05N,271889,0.03673622646536724
2015-11-01,11N,462877,0.02789788877404655
2015-11-01,07Q,156612,0.029302025351980916
2015-11-01,15D,241658,0.03109418440267495
2015-11-01,06H,536807,0.024352852258869986
2015-11-01,02H,366468,0.042741996809874
2015-11-01,04D,156269,0.022331847344476703
2015-11-01,07H,164445,0.02249480975816079
2015-11-01,04K,194542,0.028418425830555528
2015-11-01,05L,401515,0.032979313830843224
2015-11-01,00N,160335,0.030873795717855465
2015-11-01,07J,196298,0.03235947839879779
2015-11-01,08Q,137271,0.026707142469416974
2015-11-01,04R,360556,0.03279905706213214
2015-11-01,10C,46670,0.02927624872579001
2015-11-01,07W,149416,0.021298068041608605
2015-11-01,10J,94537,0.019693226702396406
2015-11-01,14Y,211945,0.02047530887096899
2015-11-01,12D,161834,0.027532097586735107
2015-11-01,09G,390423,0.031050112756804457
2015-11-01,10R,151105,0.0332042490363725
2015-11-01,09X,122951,0.02965099650171731
2015-11-01,02W,101314,0.03561139800941164
2015-11-01,03K,204595,0.03658610076873818
2015-11-01,03A,190657,0.031795758152981926
2015-11-01,11M,377757,0.02319872528821157
2015-11-01,10Q,380111,0.026254761343804268
2015-11-01,99H,137407,0.02502858377308719
2015-11-01,01D,239117,0.04036078729503714
2015-11-01,99D,153597,0.02675033974117496
2015-11-01,05W,360069,0.0432034187513221
2015-11-01,01E,161047,0.03202772592744914
2015-11-01,01Y,308094,0.043948535419700285
2015-11-01,08F,166000,0.02763161136238492
2015-11-01,00D,392006,0.0323489714009762
2015-11-01,10K,120482,0.028352455077589083
2015-11-01,05R,149129,0.0228715532746048
2015-11-01,09E,100567,0.022433314275861038
2015-11-01,10D,102921,0.042405678976637134
2015-11-01,05F,147527,0.031593692526064844
2015-11-01,01J,218558,0.04169723970752141
2015-11-01,15F,636417,0.03138826942607757
2015-11-01,02X,433933,0.04512385863985466
2015-11-01,05V,130570,0.033663375526207774
2015-11-01,08D,104910,0.021267158568955988
2015-11-01,09J,176142,0.029771307438077432
2015-11-01,05T,243789,0.03172869724654583
2015-11-01,03R,245998,0.024419028374843867
2015-11-01,09N,89570,0.023733627983264307
2015-11-01,04G,564510,0.030363137770579442
2015-11-01,99Q,259203,0.03327046844970525
2015-11-01,07X,145662,0.02203008882241672
2015-11-01,08A,166618,0.03263944460170369
2015-11-01,02N,119693,0.030626973629836154
2015-11-01,02D,84319,0.02699194393599197
2015-11-01,04Q,106816,0.024630653191013464
2015-11-01,08R,79243,0.021517449545609076
2015-11-01,01K,350096,0.035215706968172625
2015-11-01,04E,231283,0.03644500079813012
2015-11-01,09Y,149869,0.02632696278768683
2015-11-01,03T,178311,0.019396139590506723
2015-11-01,10A,126075,0.026475832075079433
2015-11-01,99P,791531,0.029910974218392426
2015-11-01,99J,326865,0.027296616552372983
2015-11-01,99E,113292,0.021709799015919025
2015-11-01,04J,276884,0.031902345758684274
2015-11-01,07R,85242,0.02797403372229367
2015-11-01,08C,80026,0.025787096784588192
2015-11-01,02G,91672,0.03268023019327865
2015-11-01,09D,131278,0.022901129565533064
2015-11-01,07K,119016,0.0163730281407638
2015-11-01,00V,160981,0.03414136319860466
2015-11-01,04L,102342,0.029410606750743227
2015-11-01,06P,116815,0.03068482197339537
2015-11-01,05C,329552,0.0454614115589507
2015-11-01,00M,369202,0.03742839147087409
2015-11-01,01C,110007,0.020423273252505637
2015-11-01,08T,92540,0.02285978532947215
2015-11-01,11A,267665,0.023713046840144483
2015-11-01,00X,138397,0.03000611626364587
2015-11-01,03W,239126,0.029920884070369372
2015-11-01,01T,197180,0.041724152524440304
2015-11-01,09C,50839,0.018178307531953007
2015-11-01,09P,194302,0.03551716239986795
2015-11-01,15A,173439,0.01857040267190918
2015-11-01,07T,141501,0.036160188246309705
2015-11-01,01V,115068,0.030356352362465422
2015-11-01,07V,182605,0.025701113801725416
2015-11-01,04F,225624,0.04818991985219913
2015-11-01,03E,102699,0.02655950693489185
2015-11-01,05H,139847,0.024375037474047043
2015-11-01,08X,130098,0.022175729935343374
2015-11-01,99A,639798,0.04527984453918626
2015-11-01,05D,122434,0.03564452826475365
2015-11-01,08V,152348,0.023203749568017733
2015-11-01,10L,87485,0.02069123409251253
2015-11-01,05G,231889,0.03973049147184553
2015-11-01,02Y,337873,0.035997373121759685
2015-11-01,11J,579486,0.029435079680831706
2015-11-01,03Y,127507,0.035506311701012615
2015-11-01,06F,176562,0.01741382910240401
2015-11-01,99F,110347,0.027054248000174565
2015-11-01,09A,70733,0.02333439009367999
2015-11-01,99N,253731,0.02224692436803263
2015-11-01,05Q,204040,0.03571714277561971
2015-11-01,05A,255046,0.023047386730551535
2015-11-01,08G,134164,0.02345578604261497
2015-11-01,00Y,255878,0.03838061574760513
2015-11-01,08P,74056,0.01975720746161663
2015-11-01,01W,231502,0.027083878808469377
2015-11-01,02M,247109,0.04040164739851316
2015-11-01,06L,207641,0.02040513089675126
2015-11-01,01F,191935,0.05225784037773432
2015-11-01,08Y,90588,0.027815272300302264
2015-11-01,14L,510129,0.03738287280242461
2015-11-01,07L,115408,0.027873864291224494
2015-11-01,07Y,113596,0.02127155576386768
2015-11-01,00Q,190585,0.04204215664561011
2015-11-01,06A,282805,0.04213759589001805
2015-11-01,04N,71949,0.02526161673083101
2015-11-01,12F,253650,0.02798098418271864
2015-11-01,02R,331277,0.03873262902789434
2015-11-01,02P,392918,0.041126128129914515
2015-11-01,09L,94731,0.03011614606415088
2015-11-01,03L,313662,0.03895631135787948
2015-11-01,01A,431638,0.03984037194857094
2015-11-01,02A,125046,0.020188562849628094
2015-11-01,06V,169397,0.02728232618321872
2015-11-01,04M,65477,0.03181308905255036
2015-11-01,13T,518551,0.030233220085057477
2015-11-01,03Q,253529,0.030958896782877672
2015-11-01,07P,146877,0.022973225978857256
2015-11-01,03H,173591,0.03405310205317895
2015-11-01,08J,75553,0.022931406706267175
2015-11-01,03V,88355,0.0477804311946649
2015-11-01,08E,109154,0.019783238746395787
2015-11-01,00J,255318,0.02816764979874734
2015-11-01,02Q,129093,0.03890363550229095
2015-11-01,09W,234454,0.03664599447904571
2015-11-01,03J,177286,0.034093900825260634
2015-11-01,06Q,211795,0.022132330005219716
2015-11-01,06D,115928,0.042313303425527776
2015-11-01,01R,136120,0.02930541726095966
2015-11-01,03D,136629,0.030908685352121344
2015-11-01,09H,83022,0.032004644455161234
2015-11-01,04Y,154031,0.04452732054114667
2015-11-01,08N,120768,0.024363506224225437
2015-11-01,00L,322745,0.029013543129446095
2015-11-01,06N,350894,0.031362609356513874
2015-11-01,05J,147244,0.042278655400704565
2015-11-01,04H,120977,0.033430586014183895
2015-11-01,10V,114961,0.023527454290602056
2015-11-01,01X,266784,0.04468930859751246
2015-11-01,01H,365535,0.03653531637304114
2015-11-01,00C,91299,0.02808879355618174
2015-11-01,00P,355158,0.030382308014486683
2015-11-01,02E,173821,0.03688887370312968
2015-11-01,03M,146054,0.037885710980277924
2015-11-01,99M,90508,0.022685363769638336
2015-11-01,07M,132150,0.020193787006661888
2015-11-01,06Y,184083,0.028830869953564073
2015-11-01,00R,293440,0.047072253117309594
2015-11-01,07G,80080,0.021109620561951384
2015-11-01,08L,151076,0.035747023250377284
2015-11-01,07N,111452,0.024044462796580807
2015-11-01,08K,153287,0.024826463205211115
2015-11-01,01G,135068,0.017622950177993518
2015-11-01,08H,115921,0.03593754262741101
2015-11-01,03F,265070,0.03046245189927475
2015-11-01,08M,201000,0.025313245111426765
2015-11-01,05Y,340134,0.0511558471560132
2015-11-01,02F,159324,0.02532779289850808
2015-11-01,15E,983979,0.03847871768657258
2015-11-01,06K,394645,0.02710679808507432
2015-11-01,04V,317606,0.03430558744940399
2015-11-01,00T,178315,0.023977366624511467
2015-11-01,06T,303018,0.028639048355436545
2015-11-01,11E,127672,0.024336749612756853
2015-11-01,08W,129357,0.02880213856830725
2015-11-01,11X,352335,0.025944536194886778
2015-11-01,99G,112279,0.031201568429111533
2015-11-01,00K,292487,0.035037396446415195
2015-11-01,04C,262377,0.029408995502853842
2015-11-01,05X,187261,0.05207528322701516
2015-11-01,03X,61730,0.030329323488545314
2015-11-01,10X,118003,0.02579276867840776
2015-11-01,06W,169413,0.03479590910379271
2015-11-01,10E,83684,0.0210527269122902
2015-11-01,09F,167193,0.03274994721004604
2015-11-01,03N,592752,0.03482316647173984
2015-11-01,02T,165323,0.02992287199335526
2015-11-01,06M,205891,0.03169550663071581
2015-12-01,08W,131101,0.02794729236290103
2015-12-01,00J,265654,0.027516348494148683
2015-12-01,13T,568458,0.030111206757231553
2015-12-01,03T,199313,0.019220256230867185
2015-12-01,05W,400533,0.04205513714462531
2015-12-01,08C,84734,0.024540015888135477
2015-12-01,01Y,341905,0.04337293672350227
2015-12-01,07G,82899,0.020560721702438372
2015-12-01,02X,475326,0.04428298193655014
2015-12-01,99D,161231,0.02578895510833437
2015-12-01,06A,299706,0.04158233936142627
2015-12-01,10A,131842,0.025361180708174835
2015-12-01,02E,191983,0.0354531517134068
2015-12-01,15C,656929,0.026656629922123795
2015-12-01,99E,122217,0.021378852643576987
2015-12-01,07K,124574,0.01569095615528119
2015-12-01,03X,69587,0.030705249548822082
2015-12-01,02F,174055,0.025043535363607157
2015-12-01,02N,134439,0.03062153942028649
2015-12-01,08N,122501,0.022820174210582102
2015-12-01,02Y,367015,0.03573628440012331
2015-12-01,09D,149138,0.022858633533822923
2015-12-01,01G,150017,0.017237969748952826
2015-12-01,09W,245667,0.035018834595672704
2015-12-01,04G,604966,0.02950883514911482
2015-12-01,10C,50621,0.02772119013666463
2015-12-01,05V,138693,0.03292994684643637
2015-12-01,15D,260249,0.030223932034274127
2015-12-01,99Q,294722,0.033366350006243696
2015-12-01,08P,78312,0.01991050037869918
2015-12-01,15F,681633,0.03061855378358456
2015-12-01,03L,351277,0.03902550066285481
2015-12-01,05X,205199,0.05028396365030029
2015-12-01,06D,125818,0.04043809597884921
2015-12-01,08T,97446,0.022491656164744005
2015-12-01,08Q,142458,0.026571550396937458
2015-12-01,05H,146560,0.02307994059308959
2015-12-01,08G,137979,0.02288233241613178
2015-12-01,04Q,113857,0.024207335572985468
2015-12-01,99M,100198,0.022380157115412663
2015-12-01,00D,431295,0.031810838011036194
2015-12-01,03W,257294,0.029792052874311196
2015-12-01,99N,287497,0.021634874607849696
2015-12-01,09N,94800,0.023296538891212536
2015-12-01,02T,176460,0.029396061367568213
2015-12-01,07Q,169746,0.028758210683804197
2015-12-01,01V,126280,0.02954712963721235
2015-12-01,12F,270933,0.027214775873589354
2015-12-01,99J,343293,0.026354076735608332
2015-12-01,10R,162374,0.0330361099367127
2015-12-01,07R,88803,0.02701290278816668
2015-12-01,14L,559354,0.03666121640698791
2015-12-01,06H,584732,0.023882987200775453
2015-12-01,09P,211910,0.0354212497745533
2015-12-01,01J,231880,0.040168900630129276
2015-12-01,08E,110173,0.01891372557973531
2015-12-01,11X,373514,0.02491868207995615
2015-12-01,00K,329247,0.03385271462174015
2015-12-01,04R,396663,0.032484297859742696
2015-12-01,99F,117495,0.02643739482250528
2015-12-01,08V,148362,0.022101760281068153
2015-12-01,05D,129592,0.034687542575832155
2015-12-01,09L,104175,0.02864695620418687
2015-12-01,01X,293137,0.042371449381759914
2015-12-01,08H,122528,0.03589850866260125
2015-12-01,08J,77783,0.022275635610087743
2015-12-01,99A,694209,0.04478990535593738
2015-12-01,05J,154463,0.042397373093754125
2015-12-01,03Y,147464,0.034600863144463485
2015-12-01,04C,273988,0.029404608934305618
2015-12-01,09A,72951,0.02295947511488235
2015-12-01,08M,202638,0.025039903724425872
2015-12-01,07P,151910,0.0224954971244236
2015-12-01,08R,87359,0.02177257073300332
2015-12-01,06T,319069,0.027638424486194562
2015-12-01,14Y,226642,0.019614007968250236
2015-12-01,03A,198975,0.030586612724983964
2015-12-01,10K,124438,0.027319583894359064
2015-12-01,01T,216787,0.04115549851827524
2015-12-01,07T,145050,0.03486841709886596
2015-12-01,06L,226627,0.020107741942467477
2015-12-01,07X,151516,0.021246036069575876
2015-12-01,07L,128046,0.027343377133218404
2015-12-01,08L,154254,0.035233091980539505
2015-12-01,06F,185645,0.016426372696430068
2015-12-01,10V,118193,0.022579883456447472
2015-12-01,09E,108611,0.021917117694504305
2015-12-01,07J,213499,0.031706116338973384
2015-12-01,04L,113324,0.029482835413952288
2015-12-01,09J,183801,0.029615086532620728
2015-12-01,09G,442099,0.03104541910848815
2015-12-01,02P,420431,0.03978935154953144
2015-12-01,02D,94646,0.026581803516080072
2015-12-01,03D,152832,0.03143663522358636
2015-12-01,00C,100048,0.026964404926404974
2015-12-01,99H,139437,0.025111250781141663
2015-12-01,06N,384654,0.030990096082397913
2015-12-01,10E,91706,0.020937505065654304
2015-12-01,06Q,219936,0.02116600497237899
2015-12-01,03Q,274548,0.03085206599097659
2015-12-01,15A,188838,0.017793182869856716
2015-12-01,05Y,374590,0.05031207481736874
2015-12-01,03J,185991,0.03335397434524863
2015-12-01,08D,107541,0.019905928057601895
2015-12-01,03M,158610,0.03772983478181232
2015-12-01,03R,265703,0.02374099960899721
2015-12-01,99C,253220,0.030066749561383093
2015-12-01,99P,875309,0.029686915639186504
2015-12-01,02H,391734,0.04086821296531417
2015-12-01,00Y,284828,0.037864075217673765
2015-12-01,00Q,210462,0.041433295705239334
2015-12-01,04N,73403,0.02415879645400225
2015-12-01,11M,408093,0.022513950503105225
2015-12-01,10X,129026,0.025375661109271145
2015-12-01,06V,187113,0.027214306720434095
2015-12-01,02M,280936,0.03974177522108746
2015-12-01,11A,303682,0.02354007060579393
2015-12-01,01W,245706,0.025834895183018992
2015-12-01,02A,133628,0.01909335838954406
2015-12-01,10Q,408686,0.025641419783996106
2015-12-01,00M,398225,0.03631479577264681
2015-12-01,04Y,165124,0.0428718900977472
2015-12-01,08A,171147,0.03110620059316375
2015-12-01,06M,216332,0.03002215176610444
2015-12-01,00L,360156,0.02886672635216098
2015-12-01,99G,120497,0.030074889587464574
2015-12-01,02Q,137746,0.03607327998784865
2015-12-01,05T,271903,0.03143439249920548
2015-12-01,03V,90316,0.039330275724759486
2015-12-01,00V,185047,0.03398130547990259
2015-12-01,06Y,201490,0.027794817988705776
2015-12-01,09C,56462,0.018174467419413608
2015-12-01,08K,150426,0.024538410166280982
2015-12-01,06P,121226,0.028828601732198828
2015-12-01,04F,247995,0.048181163272157566
2015-12-01,09Y,160372,0.025220251812510988
2015-12-01,08X,131136,0.021255861992503653
2015-12-01,06K,429214,0.026594684086897094
2015-12-01,06W,187436,0.033925982800260136
2015-12-01,10J,102704,0.01920778724809697
2015-12-01,03N,660592,0.03415960131963355
2015-12-01,01R,145590,0.02875671785095136
2015-12-01,09F,182134,0.031719709326849164
2015-12-01,04J,302538,0.03131021608372987
2015-12-01,10D,112262,0.04141059090377576
2015-12-01,01A,476006,0.03940126069200986
2015-12-01,15E,1066955,0.03799501364744439
2015-12-01,09H,93457,0.03218815901998272
2015-12-01,05A,269701,0.02218777202440827
2015-12-01,01E,174938,0.031137165641861187
2015-12-01,10L,95475,0.020650699820259424
2015-12-01,00R,325984,0.04609438387307416
2015-12-01,08F,171065,0.02683193248576644
2015-12-01,07M,132690,0.019499339147425233
2015-12-01,02R,353291,0.03824303575820347
2015-12-01,07W,155555,0.020557678657401407
2015-12-01,03K,224255,0.035784708039196506
2015-12-01,02G,105340,0.03194282676732468
2015-12-01,01H,395506,0.03625908377114787
2015-12-01,01K,380248,0.03486461866708721
2015-12-01,07V,191765,0.025576837613722998
2015-12-01,04V,353041,0.03379718815160328
2015-12-01,07H,175924,0.021499741525014635
2015-12-01,05C,361581,0.04607800284179606
2015-12-01,00N,191985,0.030678900407869497
2015-12-01,05G,265893,0.03957394748239665
2015-12-01,00P,384811,0.0300680152192316
2015-12-01,08Y,88542,0.02725658257458989
2015-12-01,12D,179732,0.027334684260762656
2015-12-01,02W,111689,0.03491348293322147
2015-12-01,05L,426669,0.03243049113303282
2015-12-01,03F,293334,0.030126538362824237
2015-12-01,01F,203940,0.05151446567824096
2015-12-01,01D,253912,0.03867582900821217
2015-12-01,04K,204251,0.02768107331294679
2015-12-01,03H,186406,0.03315510665586907
2015-12-01,04E,254265,0.03564534740352457
2015-12-01,00T,188854,0.023189338999344427
2015-12-01,99K,100113,0.02341440619912384
2015-12-01,04D,172523,0.022096610665310053
2015-12-01,11E,136687,0.02402870076746215
2015-12-01,11J,624441,0.02920116853121313
2015-12-01,05R,159614,0.021957375063727205
2015-12-01,05F,158128,0.030674083786137264
2015-12-01,07N,118195,0.02276481735468951
2015-12-01,04H,138789,0.03328741959599589
2015-12-01,05N,293180,0.0353991105427119
2015-12-01,01C,118172,0.019493060343832167
2015-12-01,00X,152180,0.029148873205849312
2015-12-01,11N,506570,0.027361191657485864
2015-12-01,03E,112175,0.025982596119391854
2015-12-01,05Q,220617,0.034748947177007355
2015-12-01,09X,124282,0.02868146980243844
2015-12-01,07Y,119706,0.021281649310932245
2015-12-01,04M,62480,0.027903059198876732
2016-01-01,05Q,192714,0.03452960371423391
2016-01-01,11E,121696,0.024127294795272085
2016-01-01,04F,219802,0.04761816042191299
2016-01-01,04Y,150805,0.04313054450793055
2016-01-01,10K,119132,0.028211165542272584
2016-01-01,10A,118799,0.024974226717434007
2016-01-01,03H,171954,0.034131726542849156
2016-01-01,06D,112700,0.04103803282532837
2016-01-01,01A,419140,0.03985201300966559
2016-01-01,08P,70148,0.019340688426825185
2016-01-01,03K,203316,0.0360814350514293
2016-01-01,08R,79609,0.02193082982828669
2016-01-01,06N,350199,0.03093114312186393
2016-01-01,12D,159722,0.027691707016670297
2016-01-01,03J,174083,0.03442441639379208
2016-01-01,03M,138379,0.03699121672791371
2016-01-01,09A,69447,0.02279934169597004
2016-01-01,01D,239873,0.04015493279108865
2016-01-01,03X,60515,0.030166592972078642
2016-01-01,07V,180279,0.02554330477052342
2016-01-01,09N,93155,0.02336028503284182
2016-01-01,05J,133919,0.04067865083897306
2016-01-01,11A,267577,0.023410659309931626
2016-01-01,11N,451546,0.027055888235512644
2016-01-01,09W,231132,0.0367889287499815
2016-01-01,05C,332532,0.04656972413349786
2016-01-01,04L,106581,0.030683002760523107
2016-01-01,01Y,305917,0.04449728354743643
2016-01-01,10Q,378990,0.02612683749243577
2016-01-01,06V,166237,0.027400455221023173
2016-01-01,06H,516758,0.023707879767056655
2016-01-01,05G,238889,0.039333619279465146
2016-01-01,02Y,330735,0.035871381679700616
2016-01-01,06F,178173,0.017706631780707402
2016-01-01,03T,169846,0.01864448698022123
2016-01-01,03R,238030,0.023713276077306295
2016-01-01,10X,113318,0.02494949795184609
2016-01-01,04G,552581,0.030130834260209148
2016-01-01,02T,169006,0.030203325500405765
2016-01-01,06Y,176781,0.02777581377897566
2016-01-01,15D,237441,0.030954716402593178
2016-01-01,05N,264467,0.035388935463000565
2016-01-01,99E,114961,0.021146476335319568
2016-01-01,10J,89769,0.019462278380239964
2016-01-01,08Y,89189,0.02778850959195704
2016-01-01,04H,124608,0.034079329178073575
