month,pct,glarg_items,glar_percent_items
2013-08-01,09E,345,1.0
2013-08-01,02H,853,1.0
2013-08-01,02X,865,1.0
2013-08-01,04G,1153,1.0
2013-08-01,01D,507,1.0
2013-08-01,07L,431,1.0
2013-08-01,01F,251,1.0
2013-08-01,00R,442,1.0
2013-08-01,02G,248,1.0
2013-08-01,RYW,3,1.0
2013-08-01,08R,361,1.0
2013-08-01,08T,564,1.0
2013-08-01,15A,719,1.0
2013-08-01,02W,159,1.0
2013-08-01,03H,427,1.0
2013-08-01,08C,285,1.0
2013-08-01,RN3,3,1.0
2013-08-01,00L,305,1.0
2013-08-01,05F,446,1.0
2013-08-01,09H,375,1.0
2013-08-01,02M,423,1.0
2013-08-01,07G,480,1.0
2013-08-01,07R,319,1.0
2013-08-01,10J,441,1.0
2013-08-01,04M,87,1.0
2013-08-01,10Q,1395,1.0
2013-08-01,09X,561,1.0
2013-08-01,R1F,3,1.0
2013-08-01,06F,741,1.0
2013-08-01,10V,295,1.0
2013-08-01,01C,578,1.0
2013-08-01,03L,314,1.0
2013-08-01,05Y,627,1.0
2013-08-01,99A,1180,1.0
2013-08-01,07M,600,1.0
2013-08-01,R1D,4,1.0
2013-08-01,04D,591,1.0
2013-08-01,00M,735,1.0
2013-08-01,01A,924,1.0
2013-08-01,00V,384,1.0
2013-08-01,03Q,556,1.0
2013-08-01,06Q,989,1.0
2013-08-01,02E,339,1.0
2013-08-01,112,1,1.0
2013-08-01,09A,276,1.0
2013-08-01,08X,384,1.0
2013-08-01,08J,250,1.0
2013-08-01,RJ8,1,1.0
2013-08-01,08Y,293,1.0
2013-09-01,05H,823,1.0
2013-09-01,5MX,1,1.0
2013-09-01,08R,362,1.0
2013-09-01,10L,417,1.0
2013-09-01,03A,445,1.0
2013-09-01,05J,418,1.0
2013-09-01,01Y,747,1.0
2013-09-01,01X,509,1.0
2013-09-01,00R,408,1.0
2013-09-01,07G,528,1.0
2013-09-01,02F,352,1.0
2013-09-01,04C,897,1.0
2013-09-01,99P,1276,1.0
2013-09-01,04J,397,1.0
2013-09-01,06V,404,1.0
2013-09-01,02G,229,1.0
2013-09-01,08J,255,1.0
2013-09-01,112,2,1.0
2013-09-01,04V,797,1.0
2013-09-01,02Y,667,1.0
2013-09-01,04Q,389,1.0
2013-09-01,10V,273,1.0
2013-09-01,06D,384,1.0
2013-09-01,11X,757,1.0
2013-09-01,03Q,525,1.0
2013-09-01,03V,105,1.0
2013-09-01,05D,454,1.0
2013-09-01,99Q,242,1.0
2013-09-01,5NE,1,1.0
2013-09-01,11E,341,1.0
2013-09-01,13T,836,1.0
2013-09-01,03W,659,1.0
2013-09-01,00J,560,1.0
2013-09-01,03X,140,1.0
2013-09-01,01A,930,1.0
2013-09-01,01V,302,1.0
2013-09-01,03D,356,1.0
2013-09-01,04R,869,1.0
2013-09-01,02T,551,1.0
2013-09-01,RH5,1,1.0
2013-09-01,5P7,1,1.0
2013-09-01,14L,1239,1.0
2013-09-01,RRE,16,1.0
2013-09-01,05W,716,1.0
2013-09-01,02E,316,1.0
2013-09-01,14Y,1144,1.0
2013-09-01,04D,533,1.0
2013-09-01,00T,692,1.0
2013-09-01,02M,376,1.0
2013-09-01,RCD,1,1.0
2013-09-01,09G,645,1.0
2013-09-01,R1D,4,1.0
2013-09-01,05X,419,1.0
2013-09-01,99G,266,1.0
2013-09-01,05F,430,1.0
2013-09-01,08M,1239,1.0
2013-09-01,09E,350,1.0
2013-09-01,NW0,1,1.0
2013-09-01,RY7,2,1.0
2013-09-01,09N,173,1.0
2013-09-01,06F,702,1.0
2013-09-01,NTP,4,1.0
2013-09-01,03H,403,1.0
2013-09-01,08A,345,1.0
2013-09-01,99K,345,1.0
2013-09-01,10Q,1290,1.0
2013-09-01,09X,552,1.0
2013-09-01,01E,296,1.0
2013-09-01,10K,242,1.0
2013-09-01,15E,3021,1.0
2013-09-01,09F,410,1.0
2013-09-01,06P,317,1.0
2013-09-01,04N,126,1.0
2013-09-01,02W,186,1.0
2013-09-01,02P,560,1.0
2013-09-01,02R,544,1.0
2013-09-01,04K,452,1.0
2013-09-01,02A,528,1.0
2013-09-01,99H,420,1.0
2013-09-01,04M,83,1.0
2013-09-01,08T,496,1.0
2013-09-01,08N,476,1.0
2013-09-01,15A,631,1.0
2013-09-01,05A,1135,1.0
2013-09-01,01W,495,1.0
2013-09-01,10X,319,1.0
2013-09-01,15F,1415,1.0
2013-09-01,08G,842,1.0
2013-09-01,05G,683,1.0
2013-09-01,03N,258,1.0
2013-09-01,09C,212,1.0
2013-09-01,10J,413,1.0
2013-09-01,11M,1497,1.0
2013-09-01,RJ1,1,1.0
2013-09-01,RN3,2,1.0
2013-09-01,RYG,2,1.0
2013-09-01,07V,900,1.0
2013-09-01,05L,1789,1.0
2013-09-01,07J,359,1.0
2013-09-01,12F,706,1.0
2013-09-01,10D,152,1.0
2013-09-01,99M,455,1.0
2013-09-01,05C,872,1.0
2013-09-01,RPG,1,1.0
2013-09-01,5QH,3,1.0
2013-09-01,06K,724,1.0
2013-09-01,99J,699,1.0
2013-09-01,07K,567,1.0
2013-09-01,05R,505,1.0
2013-09-01,09A,269,1.0
2013-09-01,08Y,281,1.0
2013-09-01,09L,334,1.0
2013-09-01,12D,403,1.0
2013-09-01,01D,447,1.0
2013-09-01,00K,521,1.0
2013-09-01,01R,389,1.0
2013-09-01,00D,815,1.0
2013-09-01,04E,415,1.0
2013-09-01,99D,490,1.0
2013-09-01,RXC,2,1.0
2013-09-01,08E,482,1.0
2013-09-01,RW5,6,1.0
2013-09-01,04F,370,1.0
2013-09-01,99F,367,1.0
2013-09-01,01J,439,1.0
2013-09-01,10A,426,1.0
2013-09-01,03E,422,1.0
2013-09-01,03J,280,1.0
2013-09-01,03F,421,1.0
2013-09-01,10C,205,1.0
2013-09-01,03Y,140,1.0
2013-09-01,R1F,2,1.0
2013-09-01,RXG,12,1.0
2013-09-01,05Q,733,1.0
2013-09-01,07Q,348,1.0
2013-09-01,NL1,2,1.0
2013-09-01,01C,562,1.0
2013-09-01,00Y,715,1.0
2013-09-01,06A,194,1.0
2013-09-01,07M,578,1.0
2013-09-01,08L,241,1.0
2013-09-01,08P,248,1.0
2013-09-01,RY4,1,1.0
2013-09-01,03R,792,1.0
2013-09-01,05V,438,1.0
2013-09-01,05N,959,1.0
2013-09-01,03L,310,1.0
2013-09-01,11J,2176,1.0
2013-09-01,03T,878,1.0
2013-09-01,01K,897,1.0
2013-09-01,09J,285,1.0
2013-09-01,5QN,11,1.0
2013-09-01,08C,251,1.0
2013-09-01,04L,260,1.0
2013-09-01,04G,1028,1.0
2013-09-01,06L,543,1.0
2013-09-01,06M,532,1.0
2013-09-01,00M,690,1.0
2013-09-01,08W,414,1.0
2013-09-01,04H,291,1.0
2013-09-01,RY2,9,1.0
2013-09-01,08Q,331,1.0
2013-09-01,00Q,385,1.0
2013-09-01,99E,784,1.0
2013-09-01,09Y,883,1.0
2013-09-01,02N,259,1.0
2013-09-01,06T,925,1.0
2013-09-01,99C,149,1.0
2013-09-01,05Y,617,1.0
2013-09-01,R1J,1,1.0
2013-09-01,99N,1069,1.0
2013-09-01,09P,405,1.0
2013-09-01,R1K,6,1.0
2013-09-01,08X,402,1.0
2013-09-01,08D,396,1.0
2013-09-01,99A,1107,1.0
2013-09-01,02H,845,1.0
2013-09-01,01G,249,1.0
2013-09-01,08H,353,1.0
2013-09-01,RXA,1,1.0
2013-09-01,06N,617,1.0
2013-09-01,RTD,4,1.0
2013-09-01,RJ8,1,1.0
2013-09-01,07R,321,1.0
2013-09-01,15C,997,1.0
2013-09-01,06W,401,1.0
2013-09-01,RYF,6,1.0
2013-09-01,06Y,506,1.0
2013-09-01,07P,504,1.0
2013-09-01,09W,409,1.0
2013-09-01,03K,397,1.0
2013-09-01,05T,833,1.0
2013-09-01,00C,220,1.0
2013-09-01,08V,577,1.0
2013-09-01,10E,317,1.0
2013-09-01,01F,270,1.0
2013-09-01,04Y,563,1.0
2013-09-01,11N,1309,1.0
2013-09-01,106,1,1.0
2013-09-01,02X,821,1.0
2013-09-01,RWX,1,1.0
2013-09-01,02Q,288,1.0
2013-09-01,00N,411,1.0
2013-09-01,07X,375,1.0
2013-09-01,03M,383,1.0
2013-09-01,10R,236,1.0
2013-09-01,15D,1003,1.0
2013-09-01,07T,510,1.0
2013-09-01,09D,740,1.0
2013-09-01,RTR,15,1.0
2013-09-01,NQV,4,1.0
2013-09-01,07Y,626,1.0
2013-09-01,RCB,1,1.0
2013-09-01,01H,1171,1.0
2013-09-01,07N,399,1.0
2013-09-01,00L,244,1.0
2013-09-01,RYW,5,1.0
2013-09-01,07H,492,1.0
2013-09-01,07L,443,1.0
2013-09-01,NDA,4,1.0
2013-09-01,09H,366,1.0
2013-09-01,08K,483,1.0
2013-09-01,01T,250,1.0
2013-09-01,07W,719,1.0
2013-09-01,06Q,968,1.0
2013-09-01,02D,276,1.0
2013-09-01,00V,337,1.0
2013-09-01,00P,571,1.0
2013-09-01,06H,1763,1.0
2013-09-01,08F,563,1.0
2013-09-01,00X,316,1.0
2013-09-01,11A,791,1.0
2013-10-01,04C,993,1.0
2013-10-01,RYY,1,1.0
2013-10-01,05L,2031,1.0
2013-10-01,05X,467,1.0
2013-10-01,07X,370,1.0
2013-10-01,02N,320,1.0
2013-10-01,RYG,1,1.0
2013-10-01,RCD,3,1.0
2013-10-01,02T,593,1.0
2013-10-01,05C,899,1.0
2013-10-01,02W,193,1.0
2013-10-01,02E,346,1.0
2013-10-01,209,1,1.0
2013-10-01,01D,486,1.0
2013-10-01,08M,1318,1.0
2013-10-01,04E,416,1.0
2013-10-01,10K,236,1.0
2013-10-01,03Q,574,1.0
2013-10-01,04M,91,1.0
2013-10-01,15E,3203,1.0
2013-10-01,05Q,790,1.0
2013-10-01,07T,511,1.0
2013-10-01,09A,277,1.0
2013-10-01,00N,423,1.0
2013-10-01,07Y,657,1.0
2013-10-01,99P,1378,1.0
2013-10-01,08D,443,1.0
2013-10-01,07N,413,1.0
2013-10-01,00L,277,1.0
2013-10-01,01X,537,1.0
2013-10-01,14Y,1242,1.0
2013-10-01,09P,400,1.0
2013-10-01,08W,402,1.0
2013-10-01,15D,1114,1.0
2013-10-01,10J,429,1.0
2013-10-01,10R,246,1.0
2013-10-01,03X,152,1.0
2013-10-01,10D,144,1.0
2013-10-01,09E,349,1.0
2013-10-01,04N,123,1.0
2013-10-01,15F,1485,1.0
2013-10-01,11E,345,1.0
2013-10-01,08H,363,1.0
2013-10-01,04Q,417,1.0
2013-10-01,07Q,360,1.0
2013-10-01,04V,787,1.0
2013-10-01,5EM,1,1.0
2013-10-01,06M,544,1.0
2013-10-01,99H,409,1.0
2013-10-01,05A,1200,1.0
2013-10-01,05G,716,1.0
2013-10-01,11X,733,1.0
2013-10-01,11J,2247,1.0
2013-10-01,01W,521,1.0
2013-10-01,RWX,2,1.0
2013-10-01,01E,361,1.0
2013-10-01,09W,465,1.0
2013-10-01,03F,386,1.0
2013-10-01,03V,95,1.0
2013-10-01,07K,584,1.0
2013-10-01,02M,409,1.0
2013-10-01,06Q,1016,1.0
2013-10-01,09G,681,1.0
2013-10-01,12F,667,1.0
2013-10-01,01Y,796,1.0
2013-10-01,02F,361,1.0
2013-10-01,RN3,3,1.0
2013-10-01,10A,436,1.0
2013-10-01,01R,390,1.0
2013-10-01,08K,488,1.0
2013-10-01,07L,482,1.0
2013-10-01,112,3,1.0
2013-10-01,08Q,342,1.0
2013-10-01,07R,334,1.0
2013-10-01,01T,289,1.0
2013-10-01,08J,247,1.0
2013-10-01,03N,284,1.0
2013-10-01,03J,289,1.0
2013-10-01,02X,920,1.0
2013-10-01,99K,367,1.0
2013-10-01,05W,735,1.0
2013-10-01,RHA,2,1.0
2013-10-01,02A,535,1.0
2013-10-01,12D,413,1.0
2013-10-01,06H,1926,1.0
2013-10-01,11N,1350,1.0
2013-10-01,05F,477,1.0
2013-10-01,05T,867,1.0
2013-10-01,06T,895,1.0
2013-10-01,04L,268,1.0
2013-10-01,00D,931,1.0
2013-10-01,05H,935,1.0
2013-10-01,07W,730,1.0
2013-10-01,07P,583,1.0
2013-10-01,RYW,7,1.0
2013-10-01,02D,260,1.0
2013-10-01,RVW,1,1.0
2013-10-01,06Y,555,1.0
2013-10-01,01F,263,1.0
2013-10-01,06K,701,1.0
2013-10-01,06N,633,1.0
2013-10-01,R1K,4,1.0
2013-10-01,00Q,424,1.0
2013-10-01,03K,442,1.0
2013-10-01,11M,1587,1.0
2013-10-01,07G,496,1.0
2013-10-01,01J,458,1.0
2013-10-01,5QH,2,1.0
2013-10-01,03H,438,1.0
2013-10-01,01G,278,1.0
2013-10-01,05V,423,1.0
2013-10-01,08X,406,1.0
2013-10-01,08L,264,1.0
2013-10-01,13T,881,1.0
2013-10-01,RCB,2,1.0
2013-10-01,02Y,682,1.0
2013-10-01,00M,743,1.0
2013-10-01,RJ1,2,1.0
2013-10-01,08V,551,1.0
2013-10-01,02H,842,1.0
2013-10-01,09D,858,1.0
2013-10-01,09X,548,1.0
2013-10-01,06P,342,1.0
2013-10-01,05J,464,1.0
2013-10-01,09N,225,1.0
2013-10-01,02P,590,1.0
2013-10-01,03R,818,1.0
2013-10-01,05Y,648,1.0
2013-10-01,5P6,1,1.0
2013-10-01,05D,477,1.0
2013-10-01,04F,413,1.0
2013-10-01,RYF,3,1.0
2013-10-01,RY5,9,1.0
2013-10-01,04D,599,1.0
2013-10-01,03E,467,1.0
2013-10-01,02G,247,1.0
2013-10-01,10C,218,1.0
2013-10-01,15C,1015,1.0
2013-10-01,04K,536,1.0
2013-10-01,09H,401,1.0
2013-10-01,00J,622,1.0
2013-10-01,08P,245,1.0
2013-10-01,11A,852,1.0
2013-10-01,99F,369,1.0
2013-10-01,03T,951,1.0
2013-10-01,00Y,744,1.0
2013-10-01,06V,426,1.0
2013-10-01,R1J,3,1.0
2013-10-01,09Y,927,1.0
2013-10-01,06D,393,1.0
2013-10-01,00V,387,1.0
2013-10-01,NTP,1,1.0
2013-10-01,03A,435,1.0
2013-10-01,08A,369,1.0
2013-10-01,NQV,2,1.0
2013-10-01,99D,511,1.0
2013-10-01,04G,1135,1.0
2013-10-01,00T,733,1.0
2013-10-01,04H,336,1.0
2013-10-01,06A,206,1.0
2013-10-01,RY2,6,1.0
2013-10-01,RRE,11,1.0
2013-10-01,07J,365,1.0
2013-10-01,RY4,1,1.0
2013-10-01,03L,307,1.0
2013-10-01,01C,583,1.0
2013-10-01,04R,919,1.0
2013-10-01,08R,389,1.0
2013-10-01,00P,587,1.0
2013-10-01,00K,552,1.0
2013-10-01,04Y,596,1.0
2013-10-01,06L,532,1.0
2013-10-01,03Y,110,1.0
2013-10-01,R1D,4,1.0
2013-10-01,99C,136,1.0
2013-10-01,07M,607,1.0
2013-10-01,05R,492,1.0
2013-10-01,06F,685,1.0
2013-10-01,05N,987,1.0
2013-10-01,02Q,302,1.0
2013-10-01,04J,388,1.0
2013-10-01,01H,1270,1.0
2013-10-01,07H,508,1.0
2013-10-01,NVE,6,1.0
2013-10-01,00X,376,1.0
2013-10-01,08Y,313,1.0
2013-10-01,RXG,18,1.0
2013-10-01,07V,959,1.0
2013-10-01,10X,372,1.0
2013-10-01,RY7,1,1.0
2013-10-01,03W,685,1.0
2013-10-01,99G,296,1.0
2013-10-01,RXC,1,1.0
2013-10-01,NL1,2,1.0
2013-10-01,01K,938,1.0
2013-10-01,99M,484,1.0
2013-10-01,99J,740,1.0
2013-10-01,99N,1052,1.0
2013-10-01,08C,297,1.0
2013-10-01,RTR,3,1.0
2013-10-01,08E,519,1.0
2013-10-01,03M,400,1.0
2013-10-01,08T,598,1.0
2013-10-01,RNU,1,1.0
2013-10-01,RTD,11,1.0
2013-10-01,00C,206,1.0
2013-10-01,10E,331,1.0
2013-10-01,08N,507,1.0
2013-10-01,02R,554,1.0
2013-10-01,06W,400,1.0
2013-10-01,09J,295,1.0
2013-10-01,01V,310,1.0
2013-10-01,08G,869,1.0
2013-10-01,NEN,2,1.0
2013-10-01,R1F,1,1.0
2013-10-01,10V,266,1.0
2013-10-01,09C,205,1.0
2013-10-01,03D,353,1.0
2013-10-01,15A,669,1.0
2013-10-01,10L,416,1.0
2013-10-01,99Q,221,1.0
2013-10-01,09L,325,1.0
2013-10-01,09F,421,1.0
2013-10-01,14L,1372,1.0
2013-10-01,01A,928,1.0
2013-10-01,00R,416,1.0
2013-10-01,5NY,1,1.0
2013-10-01,10Q,1461,1.0
2013-10-01,99A,1159,1.0
2013-10-01,08F,611,1.0
2013-10-01,99E,779,1.0
2013-10-01,RW5,3,1.0
2013-11-01,09P,393,1.0
2013-11-01,04G,1062,1.0
2013-11-01,RY5,12,1.0
2013-11-01,10Q,1363,1.0
2013-11-01,04Q,374,1.0
2013-11-01,03T,912,1.0
2013-11-01,05W,693,1.0
2013-11-01,02E,345,1.0
2013-11-01,RJ7,1,1.0
2013-11-01,RYG,1,1.0
2013-11-01,03K,414,1.0
2013-11-01,99G,275,1.0
2013-11-01,00M,722,1.0
2013-11-01,03A,453,1.0
2013-11-01,08D,404,1.0
2013-11-01,12D,420,1.0
2013-11-01,10K,233,1.0
2013-11-01,02T,590,1.0
2013-11-01,09J,289,1.0
2013-11-01,09F,383,1.0
2013-11-01,11J,2269,1.0
2013-11-01,00L,276,1.0
2013-11-01,04H,317,1.0
2013-11-01,RNU,4,1.0
2013-11-01,01T,262,1.0
2013-11-01,99F,355,1.0
2013-11-01,08T,567,1.0
2013-11-01,05R,536,1.0
2013-11-01,13T,829,1.0
2013-11-01,05Y,602,1.0
2013-11-01,02Q,282,1.0
2013-11-01,00T,666,1.0
2013-11-01,14Y,1166,1.0
2013-11-01,02X,860,1.0
2013-11-01,05V,448,1.0
2013-11-01,00C,217,1.0
2013-11-01,NTP,2,1.0
2013-11-01,10L,419,1.0
2013-11-01,02N,270,1.0
2013-11-01,04L,278,1.0
2013-11-01,10J,410,1.0
2013-11-01,06L,546,1.0
2013-11-01,RH5,1,1.0
2013-11-01,RTR,6,1.0
2013-11-01,07Q,376,1.0
2013-11-01,08K,486,1.0
2013-11-01,10D,173,1.0
2013-11-01,05A,1182,1.0
2013-11-01,5QH,4,1.0
2013-11-01,04C,1004,1.0
2013-11-01,02R,563,1.0
2013-11-01,06T,916,1.0
2013-11-01,06M,491,1.0
2013-11-01,11X,755,1.0
2013-11-01,10A,387,1.0
2013-11-01,04D,573,1.0
2013-11-01,99N,1121,1.0
2013-11-01,06K,765,1.0
2013-11-01,03X,147,1.0
2013-11-01,04F,379,1.0
2013-11-01,11E,394,1.0
2013-11-01,02D,292,1.0
2013-11-01,99Q,240,1.0
2013-11-01,15E,3010,1.0
2013-11-01,08M,1324,1.0
2013-11-01,07V,911,1.0
2013-11-01,AH7,1,1.0
2013-11-01,09E,371,1.0
2013-11-01,09X,581,1.0
2013-11-01,RN3,2,1.0
2013-11-01,03F,391,1.0
2013-11-01,02F,345,1.0
2013-11-01,04M,81,1.0
2013-11-01,07P,476,1.0
2013-11-01,01X,519,1.0
2013-11-01,01D,471,1.0
2013-11-01,02Y,667,1.0
2013-11-01,99K,362,1.0
2013-11-01,03W,653,1.0
2013-11-01,02H,817,1.0
2013-11-01,99M,501,1.0
2013-11-01,03Q,529,1.0
2013-11-01,09L,373,1.0
2013-11-01,01V,318,1.0
2013-11-01,RTD,4,1.0
2013-11-01,01R,394,1.0
2013-11-01,03J,291,1.0
2013-11-01,06W,455,1.0
2013-11-01,07Y,672,1.0
2013-11-01,05F,484,1.0
2013-11-01,02P,559,1.0
2013-11-01,04R,879,1.0
2013-11-01,02A,498,1.0
2013-11-01,07G,494,1.0
2013-11-01,01C,571,1.0
2013-11-01,99J,685,1.0
2013-11-01,05N,985,1.0
2013-11-01,08F,569,1.0
2013-11-01,03R,826,1.0
2013-11-01,08V,518,1.0
2013-11-01,NQV,3,1.0
2013-11-01,00Q,395,1.0
2013-11-01,12F,689,1.0
2013-11-01,RBZ,1,1.0
2013-11-01,07L,462,1.0
2013-11-01,04J,362,1.0
2013-11-01,RXA,3,1.0
2013-11-01,05X,461,1.0
2013-11-01,01A,905,1.0
2013-11-01,05T,831,1.0
2013-11-01,07M,558,1.0
2013-11-01,RYW,6,1.0
2013-11-01,06H,1856,1.0
2013-11-01,00N,399,1.0
2013-11-01,08N,510,1.0
2013-11-01,07R,368,1.0
2013-11-01,06Q,1006,1.0
2013-11-01,03Y,130,1.0
2013-11-01,02G,240,1.0
2013-11-01,R1D,7,1.0
2013-11-01,09A,278,1.0
2013-11-01,NL1,1,1.0
2013-11-01,03H,398,1.0
2013-11-01,04E,419,1.0
2013-11-01,07T,457,1.0
2013-11-01,02M,388,1.0
2013-11-01,09G,664,1.0
2013-11-01,RXG,17,1.0
2013-11-01,NDA,1,1.0
2013-11-01,08P,243,1.0
2013-11-01,06Y,524,1.0
2013-11-01,05Q,721,1.0
2013-11-01,NQ7,1,1.0
2013-11-01,10C,213,1.0
2013-11-01,00P,573,1.0
2013-11-01,07K,590,1.0
2013-11-01,06A,195,1.0
2013-11-01,99H,427,1.0
2013-11-01,RY7,1,1.0
2013-11-01,08L,263,1.0
2013-11-01,03M,335,1.0
2013-11-01,06V,391,1.0
2013-11-01,04Y,606,1.0
2013-11-01,07W,708,1.0
2013-11-01,15F,1441,1.0
2013-11-01,08A,353,1.0
2013-11-01,02W,160,1.0
2013-11-01,09D,744,1.0
2013-11-01,11M,1549,1.0
2013-11-01,00K,539,1.0
2013-11-01,04K,505,1.0
2013-11-01,00R,376,1.0
2013-11-01,RXQ,1,1.0
2013-11-01,01F,270,1.0
2013-11-01,08W,386,1.0
2013-11-01,10E,310,1.0
2013-11-01,RYF,6,1.0
2013-11-01,11A,779,1.0
2013-11-01,99A,1161,1.0
2013-11-01,RW5,11,1.0
2013-11-01,08Q,356,1.0
2013-11-01,03D,343,1.0
2013-11-01,06F,655,1.0
2013-11-01,07H,552,1.0
2013-11-01,03E,438,1.0
2013-11-01,15C,1004,1.0
2013-11-01,RRE,9,1.0
2013-11-01,15D,1055,1.0
2013-11-01,R1J,4,1.0
2013-11-01,03L,326,1.0
2013-11-01,04N,142,1.0
2013-11-01,00Y,694,1.0
2013-11-01,10V,286,1.0
2013-11-01,RCB,1,1.0
2013-11-01,RXC,3,1.0
2013-11-01,08Y,272,1.0
2013-11-01,01Y,795,1.0
2013-11-01,09W,423,1.0
2013-11-01,14L,1283,1.0
2013-11-01,05C,858,1.0
2013-11-01,01K,958,1.0
2013-11-01,00D,866,1.0
2013-11-01,RCD,2,1.0
2013-11-01,01E,307,1.0
2013-11-01,RJ1,2,1.0
2013-11-01,05G,674,1.0
2013-11-01,09N,236,1.0
2013-11-01,03N,274,1.0
2013-11-01,04V,838,1.0
2013-11-01,15A,674,1.0
2013-11-01,10R,252,1.0
2013-11-01,RY4,1,1.0
2013-11-01,00V,360,1.0
2013-11-01,03V,114,1.0
2013-11-01,08H,374,1.0
2013-11-01,112,2,1.0
2013-11-01,NEN,1,1.0
2013-11-01,01J,442,1.0
2013-11-01,06D,370,1.0
2013-11-01,09C,223,1.0
2013-11-01,RVW,4,1.0
2013-11-01,99E,768,1.0
2013-11-01,99P,1336,1.0
2013-11-01,05J,459,1.0
2013-11-01,99D,507,1.0
2013-11-01,07X,379,1.0
2013-11-01,08E,539,1.0
2013-11-01,08R,339,1.0
2013-11-01,R1K,1,1.0
2013-11-01,08G,831,1.0
2013-11-01,00J,596,1.0
2013-11-01,11N,1396,1.0
2013-11-01,06P,290,1.0
2013-11-01,07N,379,1.0
2013-11-01,01G,261,1.0
2013-11-01,06N,568,1.0
2013-11-01,RJ8,1,1.0
2013-11-01,10X,354,1.0
2013-11-01,RWX,3,1.0
2013-11-01,09Y,888,1.0
2013-11-01,01H,1215,1.0
2013-11-01,08C,266,1.0
2013-11-01,05H,899,1.0
2013-11-01,00X,359,1.0
2013-11-01,RY2,2,1.0
2013-11-01,05L,1856,1.0
2013-11-01,RYY,1,1.0
2013-11-01,01W,492,1.0
2013-11-01,08J,260,1.0
2013-11-01,05D,430,1.0
2013-11-01,07J,406,1.0
2013-11-01,99C,160,1.0
2013-11-01,09H,408,1.0
2013-11-01,08X,377,1.0
2013-12-01,99C,143,1.0
2013-12-01,99M,506,1.0
2013-12-01,08D,443,1.0
2013-12-01,07T,500,1.0
2013-12-01,RY5,10,1.0
2013-12-01,00K,564,1.0
2013-12-01,04F,417,1.0
2013-12-01,08R,369,1.0
2013-12-01,RY4,4,1.0
2013-12-01,07G,512,1.0
2013-12-01,RCD,1,1.0
2013-12-01,07L,427,1.0
2013-12-01,08C,281,1.0
2013-12-01,RY7,3,1.0
2013-12-01,00X,364,1.0
2013-12-01,R1D,3,1.0
2013-12-01,06F,758,1.0
2013-12-01,04H,323,1.0
2013-12-01,04C,968,1.0
2013-12-01,R1K,2,1.0
2013-12-01,03H,470,1.0
2013-12-01,NTP,4,1.0
2013-12-01,03A,481,1.0
2013-12-01,02E,354,1.0
2013-12-01,10A,467,1.0
2013-12-01,05X,469,1.0
2013-12-01,09D,800,1.0
2013-12-01,05F,529,1.0
2013-12-01,02A,579,1.0
2013-12-01,09F,431,1.0
2013-12-01,99G,292,1.0
2013-12-01,00V,363,1.0
2013-12-01,07H,544,1.0
2013-12-01,15D,1123,1.0
2013-12-01,03D,369,1.0
2013-12-01,11J,2393,1.0
2013-12-01,01R,434,1.0
2013-12-01,209,1,1.0
2013-12-01,08A,371,1.0
2013-12-01,RWX,2,1.0
2013-12-01,08G,865,1.0
2013-12-01,06V,470,1.0
2013-12-01,05Y,660,1.0
2013-12-01,99H,454,1.0
2013-12-01,05H,919,1.0
2013-12-01,03F,435,1.0
2013-12-01,15A,666,1.0
2013-12-01,99A,1227,1.0
2013-12-01,06T,942,1.0
2013-12-01,09J,324,1.0
2013-12-01,12D,416,1.0
2013-12-01,04V,868,1.0
2013-12-01,02M,443,1.0
2013-12-01,99J,779,1.0
2013-12-01,11M,1684,1.0
2013-12-01,13T,913,1.0
2013-12-01,RYF,6,1.0
2013-12-01,09Y,927,1.0
2013-12-01,RJ1,2,1.0
2013-12-01,03K,456,1.0
2013-12-01,99K,368,1.0
2013-12-01,06N,653,1.0
2013-12-01,03Q,590,1.0
2013-12-01,05T,872,1.0
2013-12-01,06Y,609,1.0
2013-12-01,R1J,1,1.0
2013-12-01,08K,522,1.0
2013-12-01,RYW,6,1.0
2013-12-01,09E,359,1.0
2013-12-01,08L,248,1.0
2013-12-01,00L,286,1.0
2013-12-01,09G,709,1.0
2013-12-01,06Q,1038,1.0
2013-12-01,07K,597,1.0
2013-12-01,03Y,144,1.0
2013-12-01,00T,692,1.0
2013-12-01,00Y,743,1.0
2013-12-01,99Q,262,1.0
2013-12-01,RYY,2,1.0
2013-12-01,RTR,17,1.0
2013-12-01,01J,464,1.0
2013-12-01,01E,363,1.0
2013-12-01,NQ7,1,1.0
2013-12-01,15E,3374,1.0
2013-12-01,01F,295,1.0
2013-12-01,99D,541,1.0
2013-12-01,01H,1367,1.0
2013-12-01,05V,494,1.0
2013-12-01,03J,323,1.0
2013-12-01,02Q,296,1.0
2013-12-01,09X,586,1.0
2013-12-01,09A,264,1.0
2013-12-01,02P,686,1.0
2013-12-01,01G,318,1.0
2013-12-01,10K,277,1.0
2013-12-01,04L,300,1.0
2013-12-01,09C,227,1.0
2013-12-01,00P,625,1.0
2013-12-01,01K,1019,1.0
2013-12-01,00Q,424,1.0
2013-12-01,10D,182,1.0
2013-12-01,03L,311,1.0
2013-12-01,06D,395,1.0
2013-12-01,06H,1948,1.0
2013-12-01,02N,320,1.0
2013-12-01,08F,593,1.0
2013-12-01,04G,1166,1.0
2013-12-01,01X,585,1.0
2013-12-01,02H,894,1.0
