month,pct,glarg_items,glar_percent_items
2014-09-01,08Y,294,1.0
2014-09-01,07K,565,1.0
2014-09-01,10A,454,1.0
2014-09-01,05Q,755,1.0
2014-09-01,08F,543,1.0
2014-09-01,06T,929,1.0
2014-09-01,03L,283,1.0
2014-09-01,02R,579,1.0
2014-09-01,06A,225,1.0
2014-09-01,08Q,368,1.0
2014-09-01,02D,294,1.0
2014-09-01,09P,411,1.0
2014-09-01,RBZ,2,1.0
2014-09-01,05X,447,1.0
2014-09-01,NQV,2,1.0
2014-09-01,99F,334,1.0
2014-09-01,03V,108,1.0
2014-09-01,04K,518,1.0
2014-09-01,01C,574,1.0
2014-09-01,10K,268,1.0
2014-09-01,08W,454,1.0
2014-09-01,06M,517,1.0
2014-09-01,10E,338,1.0
2014-09-01,R1A,1,1.0
2014-09-01,01G,283,1.0
2014-09-01,99N,1163,1.0
2014-09-01,08E,541,1.0
2014-09-01,09C,238,1.0
2014-09-01,07T,475,1.0
2014-09-01,06V,433,1.0
2014-09-01,09F,420,1.0
2014-09-01,RXA,2,1.0
2014-09-01,06Y,484,1.0
2014-09-01,RY7,1,1.0
2014-09-01,99C,171,1.0
2014-09-01,03Q,558,1.0
2014-09-01,RVW,2,1.0
2014-09-01,07R,354,1.0
2014-09-01,04G,1131,1.0
2014-09-01,09H,407,1.0
2014-09-01,10Q,1435,1.0
2014-09-01,05T,829,1.0
2014-09-01,02H,846,1.0
2014-09-01,07V,947,1.0
2014-09-01,00D,870,1.0
2014-09-01,15E,3320,1.0
2014-09-01,06D,338,1.0
2014-09-01,RJC,2,1.0
2014-09-01,05L,1985,1.0
2014-09-01,09D,806,1.0
2014-09-01,05Y,636,1.0
2014-09-01,11N,1426,1.0
2014-09-01,RNU,3,1.0
2014-09-01,RXG,7,1.0
2014-09-01,05W,740,1.0
2014-09-01,05C,887,1.0
2014-09-01,06W,425,1.0
2014-09-01,02M,384,1.0
2014-09-01,02Q,298,1.0
2014-09-01,09E,353,1.0
2014-09-01,00V,361,1.0
2014-09-01,04L,289,1.0
2014-09-01,06N,590,1.0
2014-09-01,03W,698,1.0
2014-09-01,RXC,2,1.0
2014-09-01,06Q,1039,1.0
2014-09-01,08X,393,1.0
2014-09-01,RCD,3,1.0
2014-09-01,07Q,377,1.0
2014-09-01,04C,987,1.0
2014-09-01,RJ8,1,1.0
2014-09-01,RXQ,2,1.0
2014-09-01,03K,449,1.0
2014-09-01,R1K,3,1.0
2014-09-01,01V,362,1.0
2014-09-01,05R,490,1.0
2014-09-01,03N,244,1.0
2014-09-01,01W,488,1.0
2014-09-01,99P,1328,1.0
2014-09-01,RJ1,2,1.0
2014-09-01,08R,356,1.0
2014-09-01,01H,1198,1.0
2014-09-01,NTP,1,1.0
2014-09-01,01R,448,1.0
2014-09-01,00Q,417,1.0
2014-09-01,15F,1532,1.0
2014-09-01,99K,367,1.0
2014-09-01,03M,346,1.0
2014-09-01,02A,514,1.0
2014-09-01,02E,353,1.0
2014-09-01,03Y,155,1.0
2014-09-01,05H,936,1.0
2014-09-01,03R,804,1.0
2014-09-01,99A,1223,1.0
2014-09-01,01Y,783,1.0
2014-09-01,07N,395,1.0
2014-09-01,01A,888,1.0
2014-09-01,10C,223,1.0
2014-09-01,04F,413,1.0
2014-09-01,04N,122,1.0
2014-09-01,08H,381,1.0
2014-09-01,RRE,6,1.0
2014-09-01,10R,250,1.0
2014-09-01,07X,395,1.0
2014-09-01,05A,1165,1.0
2014-09-01,NDA,1,1.0
2014-09-01,RWX,4,1.0
2014-09-01,00P,595,1.0
2014-09-01,01D,486,1.0
2014-09-01,04M,95,1.0
2014-09-01,03D,350,1.0
2014-09-01,NDL,3,1.0
2014-09-01,12F,758,1.0
2014-09-01,99E,760,1.0
2014-09-01,01J,449,1.0
2014-09-01,00K,565,1.0
2014-09-01,04H,299,1.0
2014-09-01,09W,431,1.0
2014-09-01,00C,211,1.0
2014-09-01,99J,719,1.0
2014-09-01,00R,423,1.0
2014-09-01,09L,350,1.0
2014-09-01,08C,272,1.0
2014-09-01,01T,296,1.0
2014-09-01,10V,304,1.0
2014-09-01,07W,786,1.0
2014-09-01,RTR,7,1.0
2014-09-01,09J,325,1.0
2014-09-01,05V,453,1.0
2014-09-01,R1D,3,1.0
2014-09-01,02Y,708,1.0
2014-09-01,99H,453,1.0
2014-09-01,99G,280,1.0
2014-09-01,09Y,911,1.0
2014-09-01,08J,235,1.0
2014-09-01,03J,310,1.0
2014-09-01,03F,370,1.0
2014-09-01,04E,404,1.0
2014-09-01,06F,677,1.0
2014-09-01,RTD,7,1.0
2014-09-01,06K,749,1.0
2014-09-01,RYW,5,1.0
2014-09-01,00L,269,1.0
2014-09-01,08L,281,1.0
2014-09-01,05G,682,1.0
2014-09-01,07L,470,1.0
2014-09-01,06L,548,1.0
2014-09-01,07J,343,1.0
2014-09-01,RY5,13,1.0
2014-09-01,00T,705,1.0
2014-09-01,00J,593,1.0
2014-09-01,10L,489,1.0
2014-09-01,02N,302,1.0
2014-09-01,04Y,579,1.0
2014-09-01,03A,414,1.0
2014-09-01,RYF,3,1.0
2014-09-01,RY4,1,1.0
2014-10-01,08N,523,1.0
2014-10-01,08M,1295,1.0
2014-10-01,NW0,1,1.0
2014-10-01,06H,1950,1.0
2014-10-01,02P,699,1.0
2014-10-01,03X,145,1.0
2014-10-01,RNN,1,1.0
2014-10-01,02F,392,1.0
2014-10-01,02D,274,1.0
2014-10-01,12D,471,1.0
2014-10-01,10R,255,1.0
2014-10-01,RY7,1,1.0
2014-10-01,04Y,622,1.0
2014-10-01,00X,397,1.0
2014-10-01,04V,891,1.0
2014-10-01,RYW,5,1.0
2014-10-01,09Y,957,1.0
2014-10-01,02M,434,1.0
2014-10-01,03R,791,1.0
2014-10-01,10K,239,1.0
2014-10-01,07V,954,1.0
2014-10-01,15A,709,1.0
2014-10-01,RXC,2,1.0
2014-10-01,15D,1079,1.0
2014-10-01,00Y,753,1.0
2014-10-01,05X,506,1.0
2014-10-01,01V,370,1.0
2014-10-01,RYF,2,1.0
2014-10-01,13T,902,1.0
2014-10-01,00J,591,1.0
2014-10-01,00R,427,1.0
2014-10-01,01R,418,1.0
2014-10-01,RN3,3,1.0
2014-10-01,01J,496,1.0
2014-10-01,01X,604,1.0
2014-10-01,07Y,719,1.0
2014-10-01,01T,304,1.0
2014-10-01,09J,311,1.0
2014-10-01,02N,295,1.0
2014-10-01,04E,413,1.0
2014-10-01,11N,1461,1.0
2014-10-01,RY2,6,1.0
2014-10-01,99M,505,1.0
2014-10-01,06D,352,1.0
2014-10-01,04L,300,1.0
2014-10-01,03D,372,1.0
2014-10-01,05L,2019,1.0
2014-10-01,99N,1115,1.0
2014-10-01,00P,689,1.0
2014-10-01,99E,773,1.0
2014-10-01,10Q,1428,1.0
2014-10-01,03E,356,1.0
2014-10-01,03M,341,1.0
2014-10-01,08W,469,1.0
2014-10-01,04R,955,1.0
2014-10-01,05G,699,1.0
2014-10-01,RNU,2,1.0
2014-10-01,03L,320,1.0
2014-10-01,02X,916,1.0
2014-10-01,04K,583,1.0
2014-10-01,01C,599,1.0
2014-10-01,05C,932,1.0
2014-10-01,08C,293,1.0
2014-10-01,04N,151,1.0
2014-10-01,09C,225,1.0
2014-10-01,99F,356,1.0
2014-10-01,03F,445,1.0
2014-10-01,10E,383,1.0
2014-10-01,08T,623,1.0
2014-10-01,05J,486,1.0
2014-10-01,RTR,2,1.0
2014-10-01,02T,572,1.0
2014-10-01,01D,501,1.0
2014-10-01,15F,1488,1.0
2014-10-01,07T,482,1.0
2014-10-01,RTD,1,1.0
2014-10-01,RCD,4,1.0
2014-10-01,12F,807,1.0
2014-10-01,03N,277,1.0
2014-10-01,RJ1,1,1.0
2014-10-01,05T,808,1.0
2014-10-01,03T,1014,1.0
2014-10-01,08Y,330,1.0
2014-10-01,07Q,386,1.0
2014-10-01,RVW,3,1.0
2014-10-01,NDL,5,1.0
2014-10-01,06Q,1015,1.0
2014-10-01,04H,324,1.0
2014-10-01,10A,453,1.0
2014-10-01,05Y,639,1.0
2014-10-01,05D,480,1.0
2014-10-01,99D,517,1.0
2014-10-01,14Y,1183,1.0
2014-10-01,06A,256,1.0
2014-10-01,00K,580,1.0
2014-10-01,11M,1697,1.0
2014-10-01,09F,471,1.0
2014-10-01,06L,569,1.0
2014-10-01,RRE,6,1.0
2014-10-01,R1D,3,1.0
2014-10-01,01H,1215,1.0
2014-10-01,09G,706,1.0
2014-10-01,15E,3411,1.0
2014-10-01,09N,259,1.0
2014-10-01,06M,534,1.0
2014-10-01,112,1,1.0
2014-10-01,08Q,361,1.0
2014-10-01,01Y,843,1.0
2014-10-01,07N,442,1.0
2014-10-01,02Y,705,1.0
2014-10-01,10L,482,1.0
2014-10-01,06V,463,1.0
2014-10-01,01W,513,1.0
2014-10-01,RY6,1,1.0
2014-10-01,08G,872,1.0
2014-10-01,R1J,1,1.0
2014-10-01,04C,1076,1.0
2014-10-01,03H,435,1.0
2014-10-01,03A,423,1.0
2014-10-01,09H,433,1.0
2014-10-01,08R,360,1.0
2014-10-01,RY4,1,1.0
2014-10-01,99C,175,1.0
2014-10-01,08J,265,1.0
2014-10-01,08V,475,1.0
2014-10-01,10J,423,1.0
2014-10-01,06T,911,1.0
2014-10-01,00N,427,1.0
2014-10-01,03W,711,1.0
2014-10-01,08F,591,1.0
2014-10-01,15C,1147,1.0
2014-10-01,08X,381,1.0
2014-10-01,07J,371,1.0
2014-10-01,RY5,14,1.0
2014-10-01,02A,559,1.0
2014-10-01,99G,278,1.0
2014-10-01,02G,256,1.0
2014-10-01,08A,371,1.0
2014-10-01,05R,535,1.0
2014-10-01,03J,328,1.0
2014-10-01,09E,371,1.0
2014-10-01,00D,951,1.0
2014-10-01,10C,225,1.0
2014-10-01,07P,593,1.0
2014-10-01,00T,722,1.0
2014-10-01,11E,382,1.0
2014-10-01,99P,1455,1.0
2014-10-01,02Q,266,1.0
2014-10-01,RWX,8,1.0
2014-10-01,RNA,1,1.0
2014-10-01,RH5,1,1.0
2014-10-01,00M,789,1.0
2014-10-01,08L,306,1.0
2014-10-01,08P,245,1.0
2014-10-01,05A,1196,1.0
2014-10-01,00C,214,1.0
2014-10-01,07X,431,1.0
2014-10-01,RXG,9,1.0
2014-10-01,01F,324,1.0
2014-10-01,05V,441,1.0
2014-10-01,05H,987,1.0
2014-10-01,02R,597,1.0
2014-10-01,RBZ,1,1.0
2014-10-01,03K,476,1.0
2014-10-01,NVE,3,1.0
2014-10-01,NTP,5,1.0
2014-10-01,05F,493,1.0
2014-10-01,06W,449,1.0
2014-10-01,05Q,757,1.0
2014-10-01,04Q,400,1.0
2014-10-01,RMC,1,1.0
2014-10-01,11J,2357,1.0
2014-10-01,NDA,1,1.0
2014-10-01,06F,706,1.0
2014-10-01,09W,429,1.0
2014-10-01,07W,773,1.0
2014-10-01,07L,458,1.0
2014-10-01,04F,427,1.0
2014-10-01,05W,793,1.0
2014-10-01,09P,490,1.0
2014-10-01,NQ7,2,1.0
2014-10-01,07M,690,1.0
2014-10-01,NYF,1,1.0
2014-10-01,99K,362,1.0
2014-10-01,01A,918,1.0
2014-10-01,RW5,1,1.0
2014-10-01,07H,533,1.0
2014-10-01,08E,559,1.0
2014-10-01,03Q,604,1.0
2014-10-01,00Q,421,1.0
2014-10-01,04M,82,1.0
2014-10-01,04J,380,1.0
2014-10-01,R1K,6,1.0
2014-10-01,09D,844,1.0
2014-10-01,02E,352,1.0
2014-10-01,00V,342,1.0
2014-10-01,05N,1026,1.0
2014-10-01,07K,609,1.0
2014-10-01,01E,336,1.0
2014-10-01,08K,539,1.0
2014-10-01,04G,1101,1.0
2014-10-01,06P,305,1.0
2014-10-01,01G,270,1.0
2014-10-01,04D,583,1.0
2014-10-01,01K,981,1.0
2014-10-01,03V,110,1.0
2014-10-01,02H,918,1.0
2014-10-01,99J,734,1.0
2014-10-01,07R,348,1.0
2014-10-01,RJ8,1,1.0
2014-10-01,10V,306,1.0
2014-10-01,08H,349,1.0
2014-10-01,99H,465,1.0
2014-10-01,10D,192,1.0
2014-10-01,99A,1263,1.0
2014-10-01,09L,388,1.0
2014-10-01,03Y,152,1.0
2014-10-01,NQV,4,1.0
2014-10-01,10X,399,1.0
2014-10-01,06K,776,1.0
2014-10-01,09X,557,1.0
2014-10-01,14L,1366,1.0
2014-10-01,06N,587,1.0
2014-10-01,06Y,548,1.0
2014-10-01,07G,531,1.0
2014-10-01,09A,277,1.0
2014-10-01,11A,889,1.0
2014-10-01,00L,313,1.0
2014-10-01,08D,423,1.0
2014-10-01,02W,157,1.0
2014-10-01,99Q,230,1.0
2014-10-01,11X,782,1.0
2014-11-01,04Q,363,1.0
2014-11-01,03Q,535,1.0
2014-11-01,RBZ,1,1.0
2014-11-01,05V,442,1.0
2014-11-01,RCD,5,1.0
2014-11-01,01K,850,1.0
2014-11-01,00C,196,1.0
2014-11-01,04L,280,1.0
2014-11-01,06Y,496,1.0
2014-11-01,99N,1097,1.0
2014-11-01,13T,786,1.0
2014-11-01,05G,648,1.0
2014-11-01,01X,533,1.0
2014-11-01,07J,339,1.0
2014-11-01,03W,664,1.0
2014-11-01,10R,251,1.0
2014-11-01,05L,1856,1.0
2014-11-01,RYF,1,1.0
2014-11-01,05Q,688,1.0
2014-11-01,RH5,2,1.0
2014-11-01,07N,372,1.0
2014-11-01,03J,291,1.0
2014-11-01,08A,331,1.0
2014-11-01,05R,470,1.0
2014-11-01,09G,616,1.0
2014-11-01,08F,540,1.0
2014-11-01,04J,348,1.0
2014-11-01,09W,393,1.0
2014-11-01,RY4,1,1.0
2014-11-01,NDL,4,1.0
2014-11-01,08H,341,1.0
2014-11-01,RY2,4,1.0
2014-11-01,02G,226,1.0
2014-11-01,07G,449,1.0
2014-11-01,10A,420,1.0
2014-11-01,02F,352,1.0
2014-11-01,05C,825,1.0
2014-11-01,RNA,2,1.0
2014-11-01,06M,472,1.0
2014-11-01,RXQ,3,1.0
2014-11-01,03X,129,1.0
2014-11-01,99G,265,1.0
2014-11-01,04D,553,1.0
2014-11-01,99M,435,1.0
2014-11-01,02D,234,1.0
2014-11-01,09F,407,1.0
2014-11-01,RJ8,2,1.0
2014-11-01,03F,365,1.0
2014-11-01,04K,464,1.0
2014-11-01,01C,542,1.0
2014-11-01,00D,817,1.0
2014-11-01,99J,770,1.0
2014-11-01,09X,527,1.0
2014-11-01,11N,1316,1.0
2014-11-01,05D,483,1.0
2014-11-01,01T,287,1.0
2014-11-01,00Y,655,1.0
2014-11-01,15E,3096,1.0
2014-11-01,09A,274,1.0
2014-11-01,09N,260,1.0
2014-11-01,03L,256,1.0
2014-11-01,00J,547,1.0
2014-11-01,06W,387,1.0
2014-11-01,99H,435,1.0
2014-11-01,11X,710,1.0
2014-11-01,99K,354,1.0
2014-11-01,12D,427,1.0
2014-11-01,NTP,3,1.0
2014-11-01,00P,549,1.0
2014-11-01,03A,385,1.0
2014-11-01,07M,690,1.0
2014-11-01,15D,985,1.0
2014-11-01,08K,474,1.0
2014-11-01,RNU,2,1.0
2014-11-01,05A,1139,1.0
2014-11-01,05W,690,1.0
2014-11-01,07Y,680,1.0
2014-11-01,01F,274,1.0
2014-11-01,06D,362,1.0
2014-11-01,02M,379,1.0
2014-11-01,09Y,866,1.0
2014-11-01,14E,1,1.0
2014-11-01,04N,138,1.0
2014-11-01,01E,317,1.0
2014-11-01,RW5,2,1.0
2014-11-01,02Q,244,1.0
2014-11-01,07W,755,1.0
2014-11-01,02X,815,1.0
2014-11-01,03M,340,1.0
2014-11-01,09L,337,1.0
2014-11-01,06Q,963,1.0
2014-11-01,15F,1414,1.0
2014-11-01,RVW,2,1.0
2014-11-01,05H,855,1.0
2014-11-01,08P,225,1.0
2014-11-01,02R,543,1.0
2014-11-01,10V,262,1.0
2014-11-01,05X,399,1.0
2014-11-01,01Y,786,1.0
2014-11-01,00K,555,1.0
2014-11-01,R1F,1,1.0
2014-11-01,09D,730,1.0
2014-11-01,06N,513,1.0
2014-11-01,06K,700,1.0
2014-11-01,10X,373,1.0
2014-11-01,08X,370,1.0
2014-11-01,06L,563,1.0
2014-11-01,14L,1296,1.0
2014-11-01,15A,713,1.0
2014-11-01,08R,325,1.0
2014-11-01,04C,975,1.0
2014-11-01,RXG,6,1.0
2014-11-01,01R,364,1.0
2014-11-01,03E,393,1.0
2014-11-01,00V,326,1.0
2014-11-01,04M,75,1.0
2014-11-01,08N,546,1.0
2014-11-01,99D,503,1.0
2014-11-01,RRE,9,1.0
2014-11-01,01G,260,1.0
2014-11-01,05F,468,1.0
2014-11-01,06P,308,1.0
2014-11-01,RTD,6,1.0
2014-11-01,06T,809,1.0
2014-11-01,07P,524,1.0
2014-11-01,03N,242,1.0
2014-11-01,00M,667,1.0
2014-11-01,02E,354,1.0
2014-11-01,RY5,9,1.0
2014-11-01,05T,724,1.0
2014-11-01,R1K,6,1.0
2014-11-01,RXC,2,1.0
2014-11-01,11J,2134,1.0
2014-11-01,00R,451,1.0
2014-11-01,RN3,3,1.0
2014-11-01,03K,449,1.0
2014-11-01,07H,459,1.0
2014-11-01,09J,318,1.0
2014-11-01,08L,265,1.0
2014-11-01,08J,223,1.0
2014-11-01,10E,300,1.0
2014-11-01,07Q,353,1.0
2014-11-01,NQV,1,1.0
2014-11-01,04G,1001,1.0
2014-11-01,01D,447,1.0
2014-11-01,02A,482,1.0
2014-11-01,07X,404,1.0
2014-11-01,08V,435,1.0
2014-11-01,01H,1071,1.0
2014-11-01,01J,459,1.0
2014-11-01,07V,880,1.0
2014-11-01,09C,216,1.0
2014-11-01,02P,584,1.0
2014-11-01,10L,500,1.0
2014-11-01,08T,518,1.0
2014-11-01,08Q,367,1.0
2014-11-01,99C,144,1.0
2014-11-01,03D,326,1.0
2014-11-01,00N,367,1.0
2014-11-01,NL1,3,1.0
2014-11-01,08W,400,1.0
2014-11-01,03H,391,1.0
2014-11-01,10J,429,1.0
2014-11-01,10D,157,1.0
2014-11-01,99F,354,1.0
2014-11-01,07R,370,1.0
2014-11-01,04V,746,1.0
2014-11-01,03T,954,1.0
2014-11-01,07L,422,1.0
2014-11-01,02H,764,1.0
2014-11-01,02T,501,1.0
2014-11-01,05Y,549,1.0
2014-11-01,02N,277,1.0
2014-11-01,NVE,4,1.0
2014-11-01,00T,625,1.0
2014-11-01,11E,327,1.0
2014-11-01,11M,1472,1.0
2014-11-01,01A,819,1.0
2014-11-01,03Y,126,1.0
2014-11-01,112,1,1.0
2014-11-01,03R,701,1.0
2014-11-01,10C,194,1.0
2014-11-01,99P,1235,1.0
2014-11-01,04E,392,1.0
2014-11-01,02W,141,1.0
2014-11-01,04F,407,1.0
2014-11-01,R1J,3,1.0
2014-11-01,03V,94,1.0
2014-11-01,00L,271,1.0
2014-11-01,11A,784,1.0
2014-11-01,R1D,4,1.0
2014-11-01,05J,464,1.0
2014-11-01,10Q,1340,1.0
2014-11-01,08G,805,1.0
2014-11-01,06A,216,1.0
2014-11-01,08M,1308,1.0
2014-11-01,04Y,536,1.0
2014-11-01,RCB,2,1.0
2014-11-01,08D,444,1.0
2014-11-01,09E,340,1.0
2014-11-01,99A,1184,1.0
2014-11-01,08C,275,1.0
2014-11-01,99Q,188,1.0
2014-11-01,RJ1,1,1.0
2014-11-01,06F,667,1.0
2014-11-01,08E,526,1.0
2014-11-01,08Y,293,1.0
2014-11-01,02Y,660,1.0
2014-11-01,09H,405,1.0
2014-11-01,99E,710,1.0
2014-11-01,01W,491,1.0
2014-11-01,01V,321,1.0
2014-11-01,07K,573,1.0
2014-11-01,04R,884,1.0
2014-11-01,RHA,1,1.0
2014-11-01,00X,351,1.0
2014-11-01,07T,479,1.0
2014-11-01,RWX,4,1.0
2014-11-01,06H,1855,1.0
2014-11-01,04H,309,1.0
2014-11-01,10K,245,1.0
2014-11-01,12F,706,1.0
2014-11-01,05N,965,1.0
2014-11-01,14Y,1042,1.0
2014-11-01,15C,1024,1.0
2014-11-01,NQ7,1,1.0
2014-11-01,RTR,4,1.0
2014-11-01,RYW,4,1.0
2014-11-01,06V,402,1.0
2014-11-01,09P,457,1.0
2014-11-01,NDA,1,1.0
2014-11-01,00Q,402,1.0
2014-12-01,08C,312,1.0
2014-12-01,RYG,6,1.0
2014-12-01,06K,834,1.0
2014-12-01,03W,714,1.0
2014-12-01,05Y,666,1.0
2014-12-01,10D,174,1.0
2014-12-01,02P,726,1.0
2014-12-01,03M,381,1.0
2014-12-01,RY5,6,1.0
2014-12-01,99D,601,1.0
2014-12-01,02X,994,1.0
2014-12-01,00X,416,1.0
2014-12-01,15E,3559,1.0
2014-12-01,02Y,769,1.0
2014-12-01,04N,155,1.0
2014-12-01,00J,586,1.0
2014-12-01,03A,496,1.0
2014-12-01,04F,482,1.0
2014-12-01,11A,905,1.0
2014-12-01,00M,866,1.0
2014-12-01,03N,310,1.0
2014-12-01,08M,1336,1.0
2014-12-01,99K,411,1.0
2014-12-01,99J,818,1.0
2014-12-01,11J,2570,1.0
2014-12-01,13T,934,1.0
2014-12-01,08H,376,1.0
2014-12-01,NDL,2,1.0
2014-12-01,RXA,1,1.0
2014-12-01,05A,1305,1.0
2014-12-01,RNA,3,1.0
2014-12-01,RWX,4,1.0
2014-12-01,07R,397,1.0
2014-12-01,02N,317,1.0
2014-12-01,02G,293,1.0
2014-12-01,99H,485,1.0
2014-12-01,06D,412,1.0
2014-12-01,07H,567,1.0
2014-12-01,05D,541,1.0
2014-12-01,00T,743,1.0
2014-12-01,08J,247,1.0
2014-12-01,NR3,1,1.0
2014-12-01,99M,501,1.0
2014-12-01,99P,1515,1.0
2014-12-01,08A,396,1.0
2014-12-01,14L,1444,1.0
2014-12-01,03D,397,1.0
2014-12-01,02R,632,1.0
2014-12-01,06H,2017,1.0
2014-12-01,06V,496,1.0
2014-12-01,07J,424,1.0
2014-12-01,R1F,2,1.0
2014-12-01,RVW,3,1.0
2014-12-01,209,1,1.0
2014-12-01,03L,338,1.0
2014-12-01,04J,430,1.0
2014-12-01,07Y,748,1.0
2014-12-01,08R,395,1.0
2014-12-01,11N,1593,1.0
2014-12-01,07X,460,1.0
2014-12-01,RYF,3,1.0
2014-12-01,04C,1072,1.0
2014-12-01,10L,536,1.0
2014-12-01,02Q,293,1.0
2014-12-01,06Y,596,1.0
2014-12-01,01R,451,1.0
2014-12-01,06Q,1057,1.0
2014-12-01,09F,499,1.0
2014-12-01,00D,997,1.0
2014-12-01,02F,425,1.0
2014-12-01,RTR,6,1.0
2014-12-01,R1K,2,1.0
2014-12-01,RY7,2,1.0
2014-12-01,R1D,4,1.0
2014-12-01,99A,1312,1.0
2014-12-01,12D,456,1.0
2014-12-01,05T,840,1.0
2014-12-01,00C,235,1.0
2014-12-01,00L,324,1.0
2014-12-01,RYW,5,1.0
2014-12-01,04Q,431,1.0
2014-12-01,11M,1698,1.0
2014-12-01,01Y,849,1.0
2014-12-01,10A,502,1.0
2014-12-01,06A,272,1.0
2014-12-01,01F,320,1.0
2014-12-01,03X,148,1.0
2014-12-01,08N,571,1.0
2014-12-01,06W,482,1.0
2014-12-01,RTD,5,1.0
2014-12-01,02H,922,1.0
2014-12-01,07P,623,1.0
2014-12-01,99C,178,1.0
2014-12-01,08X,417,1.0
2014-12-01,08G,867,1.0
2014-12-01,09E,393,1.0
2014-12-01,07N,423,1.0
2014-12-01,09D,843,1.0
2014-12-01,03K,479,1.0
2014-12-01,00N,466,1.0
2014-12-01,05X,520,1.0
2014-12-01,07K,624,1.0
2014-12-01,08D,446,1.0
2014-12-01,01C,608,1.0
2014-12-01,09X,621,1.0
2014-12-01,06N,618,1.0
2014-12-01,99F,413,1.0
2014-12-01,07Q,455,1.0
2014-12-01,01E,366,1.0
2014-12-01,10R,260,1.0
2014-12-01,09G,725,1.0
2014-12-01,RN3,8,1.0
2014-12-01,05G,717,1.0
2014-12-01,NQV,3,1.0
2014-12-01,06L,672,1.0
2014-12-01,11X,811,1.0
2014-12-01,99Q,261,1.0
2014-12-01,05C,969,1.0
2014-12-01,03T,1048,1.0
2014-12-01,02T,594,1.0
2014-12-01,99G,277,1.0
2014-12-01,11E,423,1.0
2014-12-01,01V,419,1.0
2014-12-01,05V,471,1.0
2014-12-01,09C,246,1.0
2014-12-01,08Y,327,1.0
2014-12-01,10E,390,1.0
2014-12-01,R1J,2,1.0
2014-12-01,08W,447,1.0
2014-12-01,08T,639,1.0
2014-12-01,05H,981,1.0
2014-12-01,04K,602,1.0
2014-12-01,02M,447,1.0
2014-12-01,06M,568,1.0
2014-12-01,03Y,154,1.0
2014-12-01,00Q,458,1.0
2014-12-01,04H,332,1.0
2014-12-01,08L,315,1.0
2014-12-01,03E,467,1.0
2014-12-01,04G,1221,1.0
2014-12-01,10X,447,1.0
2014-12-01,00V,393,1.0
2014-12-01,01A,986,1.0
2014-12-01,09A,328,1.0
2014-12-01,03Q,608,1.0
2014-12-01,RMC,2,1.0
2014-12-01,15A,773,1.0
2014-12-01,05W,835,1.0
2014-12-01,10K,282,1.0
2014-12-01,05J,477,1.0
2014-12-01,09W,469,1.0
2014-12-01,01J,508,1.0
2014-12-01,05F,567,1.0
2014-12-01,09Y,995,1.0
2014-12-01,01G,311,1.0
2014-12-01,01T,316,1.0
2014-12-01,02A,600,1.0
2014-12-01,09J,336,1.0
2014-12-01,RJC,1,1.0
2014-12-01,00Y,793,1.0
2014-12-01,08E,562,1.0
2014-12-01,112,2,1.0
2014-12-01,09L,407,1.0
2014-12-01,10C,223,1.0
2014-12-01,10V,348,1.0
2014-12-01,05L,2072,1.0
2014-12-01,NVE,2,1.0
2014-12-01,02W,186,1.0
2014-12-01,06T,957,1.0
2014-12-01,RXC,1,1.0
2014-12-01,04E,428,1.0
2014-12-01,04V,912,1.0
2014-12-01,00R,465,1.0
2014-12-01,NTP,3,1.0
2014-12-01,01H,1325,1.0
2014-12-01,04D,667,1.0
2014-12-01,08P,273,1.0
2014-12-01,01X,667,1.0
2014-12-01,05R,572,1.0
2014-12-01,15F,1678,1.0
2014-12-01,15D,1110,1.0
2014-12-01,RXG,16,1.0
2014-12-01,02D,316,1.0
2014-12-01,RNU,3,1.0
2014-12-01,00P,663,1.0
2014-12-01,RRE,3,1.0
2014-12-01,06F,778,1.0
2014-12-01,03H,482,1.0
2014-12-01,12F,873,1.0
2014-12-01,05Q,820,1.0
2014-12-01,01D,494,1.0
2014-12-01,10Q,1627,1.0
2014-12-01,09N,299,1.0
2014-12-01,14Y,1305,1.0
2014-12-01,07T,509,1.0
2014-12-01,08V,509,1.0
2014-12-01,09P,509,1.0
2014-12-01,00K,605,1.0
2014-12-01,05N,1142,1.0
2014-12-01,04M,96,1.0
2014-12-01,01K,1089,1.0
2014-12-01,04L,317,1.0
2014-12-01,RJ1,1,1.0
2014-12-01,02E,397,1.0
2014-12-01,08F,635,1.0
2014-12-01,10J,462,1.0
2014-12-01,04R,1017,1.0
2014-12-01,08K,543,1.0
2014-12-01,07L,471,1.0
2014-12-01,99N,1276,1.0
2014-12-01,03V,119,1.0
2014-12-01,RJ8,2,1.0
2014-12-01,01W,589,1.0
2014-12-01,15C,1182,1.0
2014-12-01,08Q,365,1.0
2014-12-01,04Y,666,1.0
2014-12-01,03R,907,1.0
2014-12-01,99E,829,1.0
2014-12-01,07M,701,1.0
2014-12-01,07G,562,1.0
2014-12-01,03J,350,1.0
2014-12-01,RY2,1,1.0
2014-12-01,07V,986,1.0
2014-12-01,03F,432,1.0
2014-12-01,09H,459,1.0
2014-12-01,RY8,1,1.0
2014-12-01,07W,800,1.0
2014-12-01,06P,335,1.0
2015-01-01,02D,273,1.0
2015-01-01,03Q,547,1.0
2015-01-01,05C,872,1.0
2015-01-01,15A,703,1.0
2015-01-01,08X,405,1.0
2015-01-01,07P,534,1.0
