month,pct,s5_items,s3_items,s5_percent_items,s3_percent_items
2016-02-01,08G,136477,59314,0.024016465577725014,0.010437748772886137
2016-02-01,99Q,257192,93131,0.03389960081055781,0.012275279647454274
2016-02-01,11E,119990,56203,0.02361269744812055,0.011060125299414277
2016-02-01,07X,139162,57749,0.021058585790107814,0.008738824325555368
2016-02-01,05C,329918,91566,0.045853290263149334,0.012726199771566062
2016-02-01,04K,190518,92336,0.028721303646100135,0.013919998601005165
2016-02-01,04C,259040,100500,0.03007470960037347,0.011668114248137485
2016-02-01,03R,238015,158786,0.024147935948288526,0.016109716435875648
2016-02-01,00Y,255982,82113,0.03930185176939859,0.012607108915238675
2016-02-01,09D,141189,79838,0.02396576769930056,0.01355189824686596
2016-02-01,11A,266068,103542,0.023480805111647404,0.009137699846919567
2016-02-01,13T,513455,288634,0.029446851345288485,0.016553276316709345
2016-02-01,01V,110371,43715,0.02956020322622979,0.011708005581490022
2016-02-01,07Q,154234,54196,0.029553554200326244,0.010384768750346106
2016-02-01,03T,174948,117920,0.01892995360999262,0.0127593349434708
2016-02-01,10R,148010,85657,0.03312517358768167,0.019170346557665353
2016-02-01,08E,101955,31016,0.01908443385560409,0.005805726060177691
2016-02-01,07P,150648,41231,0.02375847131250698,0.006502479493162705
2016-02-01,02R,330156,107616,0.038985435900972296,0.012707497879544926
2016-02-01,11J,573716,227051,0.029885775137614243,0.011827446211663003
2016-02-01,01X,237886,96067,0.0386738714742359,0.015617912827637692
2016-02-01,10C,45546,21188,0.0278903833105945,0.012974606805973659
2016-02-01,02A,119193,71608,0.01916879111802429,0.011516102408526368
2016-02-01,09C,50973,30668,0.018442725266964173,0.011096099866346052
2016-02-01,00Q,191611,69090,0.041825988120442324,0.015081375908697101
2016-02-01,06N,352658,127298,0.031205331110562496,0.011264103578289405
2016-02-01,99K,95294,34248,0.023776523533628434,0.008545116985116655
2016-02-01,15F,615532,232173,0.030584460771319377,0.011536176852965457
2016-02-01,01T,196912,51607,0.041878679181439754,0.01097562868954945
2016-02-01,07Y,109331,43463,0.020790131880072102,0.00826482426670911
2016-02-01,08L,146359,49208,0.03554940553438753,0.01195222123365247
2016-02-01,02D,83485,37966,0.026548070339904976,0.01207311539228403
2016-02-01,01E,160648,50294,0.03107018739240617,0.009727130152343484
2016-02-01,00J,243627,156179,0.027511103723434287,0.01763620891125468
2016-02-01,08D,100815,39618,0.02034235857556072,0.007994083837192526
2016-02-01,07L,113397,45243,0.027358417049328725,0.010915428649459682
2016-02-01,03Q,246682,84772,0.030780806448594048,0.010577790532994765
2016-02-01,02F,151698,83944,0.024738303781243323,0.013689252149749434
2016-02-01,05D,116032,41287,0.03387166645843283,0.012052360495977974
2016-02-01,06A,275467,74659,0.040707932953760885,0.011032949741329576
2016-02-01,02M,242269,71806,0.0402038628194131,0.011916004827736018
2016-02-01,08H,109380,52130,0.035160548180526816,0.01675735396462665
2016-02-01,99J,317744,105190,0.02703930640550501,0.008951434616531145
2016-02-01,00K,295207,157502,0.03450870160932751,0.018411452034918892
2016-02-01,05X,182721,48111,0.050470618261690046,0.01328906866308837
2016-02-01,11M,358118,183970,0.022284082696735038,0.011447630930917588
2016-02-01,07K,113784,71220,0.015934728448330188,0.009973909865095937
2016-02-01,07T,138004,41454,0.03564646345671818,0.010707577288591603
2016-02-01,06F,178837,110436,0.0175751316560024,0.01085305188278869
2016-02-01,04V,319717,96841,0.03354597926072664,0.010160942888829898
2016-02-01,10J,81437,51459,0.018311959224708203,0.011571093111782844
2016-02-01,07J,196024,81264,0.03245548141563411,0.013454792483369844
2016-02-01,07N,106852,53483,0.023128634141727278,0.011576654997585445
2016-02-01,03H,166858,61164,0.03314858296353791,0.012151050164701919
2016-02-01,09Y,146035,50015,0.025515338731038437,0.008738656257971633
2016-02-01,99G,110479,47720,0.03045720404305951,0.013155602213405261
2016-02-01,04H,120904,43155,0.03306078909582417,0.011800588511796897
2016-02-01,08X,129134,42547,0.021932418381423055,0.0072262812649992
2016-02-01,99M,90452,47747,0.02287042377237592,0.01207263657917606
2016-02-01,09E,98689,59985,0.022169944941869857,0.013475302691668406
2016-02-01,07G,76931,28898,0.020183864137835135,0.0075817720535955565
2016-02-01,07H,157202,70052,0.021891312963530817,0.009755157413526932
2016-02-01,00V,163823,65039,0.034891702882847,0.013852276321380308
2016-02-01,09X,115977,36539,0.029414621712549473,0.009267189725159688
2016-02-01,12F,239701,103820,0.02704107970733935,0.011712111735937569
2016-02-01,05J,149908,45058,0.04148226859096488,0.01246836765330533
2016-02-01,10K,114025,62164,0.02701649303293157,0.014728816249937805
2016-02-01,05T,240968,83504,0.03127567850303291,0.010838137253565869
2016-02-01,09F,171399,66780,0.03319878771420752,0.012934819010348824
2016-02-01,09L,93143,33764,0.02965685884312046,0.010750503870168657
2016-02-01,00M,371088,170675,0.03731469502420456,0.01716219757377256
2016-02-01,03N,585736,182150,0.03446517739413966,0.010717852517759772
2016-02-01,06H,512393,250391,0.02357231435260726,0.011519078838047524
2016-02-01,02G,85670,35048,0.030147118076974913,0.012333327820261664
2016-02-01,08K,144761,42329,0.024880466820057342,0.007275200364920159
2016-02-01,07M,127659,71332,0.020318425292197035,0.011353323408008827
2016-02-01,05W,354029,99763,0.04207184236282732,0.01185556327205608
2016-02-01,05Y,346620,91028,0.05142411812206871,0.013504802447682391
2016-02-01,05A,246883,111130,0.02245735287897346,0.01010877875528214
2016-02-01,04Y,146842,51630,0.043222562553240085,0.015197156839485882
2016-02-01,08A,164172,63345,0.03220479623363248,0.012426070325143446
2016-02-01,08Q,134085,39484,0.02692213092124747,0.007927757894578329
2016-02-01,02W,109333,33864,0.03601963779068924,0.011156457923443979
2016-02-01,10A,110722,76949,0.02373500109862431,0.016495227683188906
2016-02-01,11X,337808,192305,0.025201170028744918,0.014346347636461514
2016-02-01,08M,196743,52020,0.025918533471271824,0.0068530118539188705
2016-02-01,10L,82578,50137,0.02022519133327847,0.012279667924587453
2016-02-01,99P,769680,298081,0.030145524771358838,0.011674732576358244
2016-02-01,09P,190513,75027,0.035536455677218935,0.013994812218036067
2016-02-01,00D,390494,192203,0.03229057565430146,0.015893574581129808
2016-02-01,06M,187704,95366,0.02914101809747517,0.014805557323678862
2016-02-01,04F,218369,76982,0.04744743700751901,0.016726726759351503
2016-02-01,04G,534518,196534,0.029783910933224713,0.0109510833149686
2016-02-01,02E,164090,61680,0.03514120622848915,0.013209272961016583
2016-02-01,03X,60830,32107,0.030314431872263764,0.016000418611257155
2016-02-01,05L,382738,119818,0.0320432979435302,0.010031310904581987
2016-02-01,99F,102279,37208,0.026188579588532115,0.009527123547650085
2016-02-01,04E,202471,91908,0.031913235266070775,0.014486428312370821
2016-02-01,06Y,178271,56514,0.027785384629891618,0.00880829314343721
2016-02-01,00N,161707,103715,0.03041662959584877,0.01950849832433633
2016-02-01,15A,174343,98792,0.018574907025847805,0.010525528497832183
2016-02-01,03V,51356,32101,0.02672073666733786,0.016702281481388984
2016-02-01,99D,145524,53543,0.025740851653492942,0.009470894286048848
2016-02-01,04D,149033,73292,0.02154393295277922,0.010594955036636815
2016-03-01,09G,418205,153116,0.031399713726931774,0.011496272323412885
2016-03-01,00V,177093,70256,0.03558302917783076,0.01411643203242182
2016-03-01,99D,151776,56886,0.02614929508063974,0.009800816993182535
2016-03-01,04N,70209,24613,0.024418687152547844,0.008560400331662039
2016-03-01,00K,317260,165049,0.03468432681893472,0.01804391810230838
2016-03-01,06L,212230,85043,0.01995626415876396,0.007996704390773046
2016-03-01,06Q,229148,90471,0.02251234014158681,0.008888202929763734
2016-03-01,05N,281660,79464,0.0354809919208499,0.010010159561167424
2016-03-01,02D,89719,41287,0.026716530933543526,0.012294446133519227
2016-03-01,07X,143788,59946,0.02105389852491808,0.008777484915116276
2016-03-01,03X,66363,33736,0.030454162270760875,0.015481542702505747
2016-03-01,01J,229164,79034,0.03970764208021719,0.013694357683440178
2016-03-01,02A,121843,73983,0.018875375089270084,0.01146111697208267
2016-03-01,07J,207162,86303,0.03173213897305031,0.013219503527631325
2016-03-01,06F,188197,115208,0.017809989367777883,0.010902688433306346
2016-03-01,04C,277116,108245,0.0306163473900767,0.011959130917156903
2016-03-01,08Y,92060,38941,0.02770447397461697,0.011718878134320656
2016-03-01,03N,608849,192248,0.034313612221335645,0.010834744447847225
2016-03-01,00N,178791,107561,0.031110166854937893,0.018715934566527256
2016-03-01,03T,181152,127689,0.018432108775815224,0.012992280170658177
2016-03-01,02M,257906,74403,0.039742853233165384,0.011465369200822022
2016-03-01,00L,344702,179558,0.02878475110144666,0.01499420467033426
2016-03-01,02H,376173,152728,0.04185075962578152,0.01699160443765597
2016-03-01,00C,96747,50992,0.027762552937010482,0.014632682143777465
2016-03-01,07T,145808,43102,0.035916794860583724,0.01061728912049325
2016-03-01,12D,163650,74676,0.02752277839967279,0.012559065076528965
2016-03-01,10C,50190,23916,0.028233951960091066,0.013453739690725998
2016-03-01,10Q,393111,170429,0.026071556760654285,0.011303039973853566
2016-03-01,04E,170508,98020,0.025843500619078155,0.014856663210418519
2016-03-01,09F,177709,68962,0.0330257344229849,0.012816012116875816
2016-03-01,04G,562845,206626,0.029352578630121213,0.010775623683300777
2016-03-01,10K,119407,64733,0.02779818028041924,0.015069967456617941
2016-03-01,99H,129235,50702,0.024449204736336983,0.009592011285965549
2016-03-01,06N,360161,131415,0.030439128166831923,0.011106582967184723
2016-03-01,15A,183216,103804,0.01921593659126888,0.010887100918697466
2016-03-01,08E,103943,32560,0.018773026500557087,0.005880624408167349
2016-03-01,01F,201994,68167,0.05274670982624666,0.01780045431411703
2016-03-01,09N,91808,42291,0.023943506593931345,0.011029483676411102
2016-03-01,10L,85633,52706,0.02038624668136958,0.012547470222791039
2016-03-01,01W,226606,94942,0.025928483447001053,0.010863357878543261
2016-03-01,99M,97029,50832,0.023056951232726712,0.012079181946242508
2016-03-01,15D,246230,99393,0.030270247676838707,0.012218863368980341
2016-03-01,09Y,144888,51877,0.024414048019282125,0.008741424887473764
2016-03-01,04Y,161107,54923,0.04407579722840667,0.01502588348846282
2016-03-01,06W,174558,74424,0.034150949080930616,0.014560491265935564
2016-03-01,11M,370594,196098,0.02254027542886518,0.011927076345136739
2016-03-01,14L,533386,200854,0.03698290352117822,0.013926432459499746
2016-03-01,01A,446359,131706,0.03983041251018272,0.011752657188644398
2016-03-01,02G,90290,36262,0.030248341935913983,0.012148248701740092
2016-03-01,08N,121773,45352,0.023276773651425473,0.008668984410661214
2016-03-01,08C,78241,40625,0.023856574545811568,0.012387026506864624
2016-03-01,03W,239252,83387,0.029367240377660166,0.010235425715864228
2016-03-01,08J,78727,33691,0.023698511419096135,0.010141711842452626
2016-03-01,02P,391571,175866,0.03892950255625511,0.01748437932471598
2016-03-01,12F,253358,110994,0.027027750708209255,0.011840629315462618
2016-03-01,02Q,123195,47876,0.03374965995563602,0.013115781647274892
2016-03-01,14Y,216001,117473,0.019975075659872644,0.010863524071611794
2016-03-01,01X,245271,102478,0.037784875882110804,0.01578710288067872
2016-03-01,01Y,322403,104130,0.043783012647930955,0.014141075321969863
2016-03-01,02W,108972,35071,0.035785629067761573,0.011517066742240815
2016-03-01,06Y,187238,59204,0.027729863459620287,0.008768085731867246
2016-03-01,08X,129538,46174,0.02137205286241277,0.007618097923922302
2016-03-01,08M,207515,55107,0.025914429122665793,0.006881750454968286
2016-03-01,09X,117754,37943,0.029661226147138866,0.009557517398142654
2016-03-01,00M,388232,180656,0.03720477373992633,0.017312497694059563
2016-03-01,00X,136161,55157,0.027878627307095075,0.011293259056392382
2016-03-01,99K,97689,37017,0.023602191844367452,0.008943507820767435
2016-03-01,09L,91772,37325,0.028568653551376385,0.01161928468165806
2016-03-01,08R,81549,35119,0.021768133304291004,0.009374426093678596
2016-03-01,09D,145292,80493,0.02379746959840992,0.013183999947586995
2016-03-01,04F,231945,80879,0.048535014493857505,0.01692411320463343
2016-03-01,06H,541624,267261,0.023643494943895022,0.011666735783865427
2016-03-01,05Q,198980,69031,0.034807610023220234,0.012075606229334184
2016-03-01,05V,130871,48203,0.03351162360744866,0.012343153125977852
2016-03-01,06A,277124,80329,0.04047516740020033,0.011732400377053927
2016-03-01,04R,387037,159174,0.03271511342775461,0.013454515885430623
2016-03-01,15C,619066,353515,0.026714399360131046,0.0152551438615539
2016-03-01,10V,108461,75759,0.02209282240435155,0.015431631024343027
2016-03-01,05A,246649,117296,0.021570239333117032,0.010257908172412195
2016-03-01,10R,152830,89764,0.03322571878906462,0.019514973639871733
2016-03-01,00R,292373,97112,0.046747951230540805,0.015527381255794068
2016-03-01,05F,146998,59169,0.03014024837952953,0.012131922586486774
2016-03-01,99G,121279,49522,0.031357470614410334,0.012804233707128429
2016-03-01,09C,51921,32852,0.017342355281634157,0.010973037031494874
2016-03-01,99F,113455,54170,0.026774698423276937,0.012783794575725281
2016-03-01,04K,193404,99366,0.027850338200369678,0.014308787334377435
2016-03-01,10E,80134,66272,0.019773800787359217,0.016353224920506528
2016-03-01,03V,52825,32398,0.02803170966100337,0.0171920743889671
2016-03-01,09H,85860,32491,0.03208960272204746,0.01214329468951833
2016-03-01,99A,683015,191240,0.045032191375885204,0.012608736673022241
2016-03-01,06T,308242,120491,0.028202514036890485,0.011024289742536615
2016-03-01,01C,111037,60117,0.01953700412779629,0.01057760996020002
2016-03-01,04J,278757,102316,0.03152973453591602,0.011572790347064947
2016-03-01,08D,103708,41887,0.019635846571991446,0.007930793240261172
2016-03-01,08H,113983,54637,0.03484467655954712,0.016702566112349878
2016-03-01,04H,116245,48350,0.029788804309247997,0.012390113022944132
2016-03-01,99E,115743,61097,0.02078098497592043,0.010969612322765181
2016-03-01,07P,151997,42269,0.022600614867810558,0.006285027927179381
2016-03-01,01K,368462,141313,0.03557921353234899,0.013645383789635928
2016-03-01,09J,179243,70255,0.030015984031040336,0.011764883192653206
2016-03-01,05T,254272,92487,0.03104387142002344,0.011291666152874512
2016-03-01,05J,144861,49229,0.042806586838025795,0.014547224328488494
2016-03-01,00Y,264077,85292,0.03796971302979264,0.012263516942926019
2016-03-01,08W,128378,44622,0.02804270123703922,0.009747163957992524
2016-03-01,05L,393616,128231,0.031091438922181986,0.010128872567249092
2016-03-01,04Q,115513,53782,0.024415649198231703,0.011367746012823643
2016-03-01,02Y,353738,112453,0.03594705487347833,0.01142753722157998
2016-03-01,03K,219901,74568,0.03653176114018447,0.012387848917018458
2016-03-01,07Y,116362,45446,0.021181039254693616,0.008272404306979994
2016-03-01,11J,588507,239213,0.0291731452420678,0.011858135235079217
2016-03-01,04M,50560,30259,0.024073462150480087,0.014407414778706032
2016-03-01,03M,145604,55176,0.03684173770820324,0.013961015629981468
2016-03-01,02N,126518,49385,0.031133895090994013,0.012152795721310321
2016-03-01,08Q,138254,41630,0.026424749746224618,0.007956821010135916
2016-03-01,05R,149431,66415,0.021505978328370763,0.009558388491536188
2016-03-01,04L,106601,44643,0.02957314916406702,0.012384819074224857
2016-03-01,07M,132391,74355,0.0200138685582973,0.011240425683408963
2016-03-01,08F,165226,55279,0.027326618636500533,0.009142557173853467
2016-03-01,03R,247986,169293,0.02362094923095182,0.016125351262391934
2016-03-01,07N,112990,58788,0.02350712391306338,0.012230611563865562
2016-03-01,05H,133234,75487,0.022770083916767526,0.012900951143289478
2016-03-01,07G,79088,31808,0.02040418279555467,0.008206254379438132
2016-03-01,11E,124731,57628,0.023692222771589846,0.010946239618708898
2016-03-01,02E,173064,68665,0.03469307283191849,0.01376484910786578
2016-03-01,01D,251792,92682,0.041435449894178265,0.015251955451691198
2016-03-01,99C,237971,125235,0.029658042228477757,0.015607888854034366
2016-03-01,04V,335882,103985,0.03321457259434349,0.010282829479468408
2016-03-01,11X,358299,201594,0.025581683263749246,0.0143933247256405
2016-03-01,01H,378017,124505,0.03601311923702874,0.01186140679018738
2016-03-01,03H,176651,65581,0.03323355484521416,0.012337828601615558
2016-03-01,00P,366225,187573,0.03039477225686195,0.015567584453645616
2016-03-01,06P,129614,48860,0.031264947843108404,0.01178580517239092
2016-03-01,07L,117487,47669,0.027289258897340848,0.011072303168668371
2016-03-01,03Y,142083,53811,0.034755486324366924,0.013162922197592313
2016-03-01,01V,117283,46868,0.029386156237245047,0.011743137287818362
2016-03-01,11A,279410,108280,0.023666204285902926,0.009171384703759954
2016-03-01,06M,197109,103620,0.028666272056823816,0.015069829944487993
2016-03-01,08L,158558,49736,0.035836462885649144,0.011241074673498944
2016-03-01,07H,166662,75646,0.021650311779714552,0.00982683206062742
2016-03-01,07Q,157742,59691,0.028972400162290402,0.010963418354574409
2016-03-01,07R,87145,50309,0.02708142732127408,0.01563416750365457
2016-03-01,03L,332707,104554,0.039004653144322034,0.012257308998161884
2016-03-01,03D,147666,52045,0.031590046908222515,0.011133937340609489
2016-03-01,05D,120062,42256,0.033038125019950224,0.011627817384709707
2016-03-01,05Y,354521,99016,0.0506351369610034,0.0141421487622192
2016-03-01,99Q,272448,98766,0.03409537163039019,0.012360022736254691
2016-03-01,05W,376547,104764,0.04182600310728969,0.011636952065830021
2016-03-01,10A,113442,78969,0.02377477403464886,0.016550044346381285
2016-03-01,07V,187657,80344,0.025761684818607574,0.011029680774318075
2016-03-01,15F,639137,244259,0.030591828831227647,0.011691279832785199
2016-03-01,02F,161138,85495,0.025220056093957378,0.013381006936618837
2016-03-01,09A,71817,36018,0.022492471660087037,0.011280530295793682
2016-03-01,04D,158873,80575,0.02145508568570237,0.010881292158676857
2016-03-01,08T,95598,41908,0.022384709893007747,0.009812950293899126
2016-03-01,05C,342298,97232,0.04632761816183172,0.013159664880049611
2016-03-01,09E,99202,64114,0.021068284927517642,0.013616378902067156
2016-03-01,01G,137055,124005,0.017079419831841455,0.015453164468625734
2016-03-01,08V,147958,51943,0.02255134860289794,0.007917008208277536
2016-03-01,05G,248990,71270,0.03906669831876223,0.011182310892719323
2016-03-01,06K,412066,160452,0.027259898769511934,0.010614574552051684
2016-03-01,07W,157424,46519,0.02017103041081638,0.005960566137823757
2016-03-01,99J,333317,111769,0.02722109276373999,0.009127870216971996
2016-03-01,10J,92733,55679,0.018758025456525593,0.01126274464747057
2016-03-01,01E,163627,53284,0.030559472909930357,0.009951480834658884
2016-03-01,06D,121436,39151,0.042178443896202324,0.013598341982445215
2016-03-01,08K,153820,47722,0.02526663677115313,0.007838866467253736
2016-03-01,08A,175196,66086,0.032281822320994406,0.01217708457901571
2016-03-01,01R,139202,56605,0.02867529261459086,0.011660500125349605
2016-03-01,08P,71919,27041,0.019285260916421954,0.007251112229605057
2016-03-01,02X,454627,128120,0.04460485934507551,0.012570248971774826
2016-03-01,01T,204199,55135,0.041660835073290374,0.011248684576152993
2016-03-01,99P,827889,319579,0.03032419148822077,0.011705645070310277
2016-03-01,10D,100618,27762,0.03992283495059342,0.011015302867264053
2016-03-01,03Q,264849,92061,0.030744080363715974,0.010686582854245463
2016-03-01,15E,1024193,338371,0.03825341382864759,0.012638092518317654
2016-03-01,03A,196179,86232,0.03129430644265925,0.013755654953707544
2016-03-01,11N,469904,214125,0.02702957040892936,0.012316785479187235
2016-03-01,00Q,211182,73897,0.04248326173730312,0.014865782086548516
2016-03-01,03F,272566,140436,0.029498542313177667,0.015198730906618649
2016-03-01,02T,172091,81180,0.029433652206023078,0.013884653387364556
2016-03-01,08G,144346,63065,0.024221708185351964,0.010582503337184414
2016-03-01,00T,187856,107266,0.023787599288053626,0.013582747557876033
2016-03-01,03E,109261,44339,0.02708766620049995,0.010992394648263949
2016-03-01,13T,541661,310172,0.02989370056794946,0.01711806626757699
2016-03-01,03J,178703,72529,0.034442124999108606,0.013978796573422651
2016-03-01,99N,260742,161541,0.021534963488548126,0.013341845720687704
2016-03-01,09W,237226,78129,0.03517257954440489,0.011583884006073573
2016-03-01,07K,124157,77028,0.016429931516919228,0.010193261474465832
2016-03-01,00D,414674,204154,0.03184533516456132,0.01567822567893297
2016-03-01,10X,112524,47698,0.02460700067463472,0.010430705611058324
2016-03-01,06V,175549,46921,0.027367368837376727,0.007314791387125836
2016-03-01,00J,260646,165354,0.027361531101925025,0.01735817397476927
2016-03-01,02R,346383,115981,0.03880530265084369,0.012993356506374454
2016-03-01,05X,191711,49729,0.051586496468801514,0.013381312928820102
2016-03-01,09P,200969,79886,0.034964806234647254,0.013898653577721095
2016-04-01,07X,145066,60261,0.021202035229350612,0.008807410729984264
2016-04-01,01Y,322715,101764,0.043811311943220355,0.013815330395518882
2016-04-01,10D,99340,29352,0.038174333812914255,0.011279374331353524
2016-04-01,02E,171342,68647,0.03393197129104356,0.013594612139558704
2016-04-01,03E,110462,45968,0.026630035561519307,0.011081905765710557
2016-04-01,06P,123345,47595,0.03077560666706255,0.011875349623566761
2016-04-01,03N,626940,198973,0.03453843421357659,0.01096152083258043
2016-04-01,01V,124204,47746,0.030653387250625327,0.011783651312907449
2016-04-01,01T,210945,55620,0.042080827026046846,0.011095477964344855
2016-04-01,11M,389559,197807,0.022595645147463123,0.01147342707955467
2016-04-01,09D,139811,82222,0.02314316380230473,0.013610354079100355
2016-04-01,06V,178278,48306,0.0276776759682172,0.0074995109622090226
2016-04-01,10X,117338,49700,0.024667252350460904,0.010448127987675833
2016-04-01,99H,132450,54222,0.023314228984629683,0.009544311997014653
2016-04-01,08D,105963,41705,0.020107067673281926,0.00791375534209321
2016-04-01,15A,190477,107287,0.019021212960951876,0.010713781059874125
2016-04-01,07R,88372,48967,0.02790363124213975,0.015461425689515425
2016-04-01,09W,245120,81960,0.03619686594090808,0.012103031709027524
2016-04-01,04E,170517,97944,0.02516470167896023,0.014454462260326423
2016-04-01,09H,97015,32572,0.03412207624295945,0.011456210559044224
2016-04-01,07Q,158432,59270,0.02858171157965949,0.010692524523621603
2016-04-01,03R,248957,171587,0.023898740155666228,0.016471571906354517
2016-04-01,09G,420363,152626,0.03163929057623877,0.011487638929898729
2016-04-01,05D,124066,43301,0.0342968856472844,0.01197015657321959
2016-04-01,09P,211703,82393,0.03592571813932872,0.013981982752505685
2016-04-01,99F,119408,49054,0.027747330311695042,0.011398880653807857
2016-04-01,03X,65785,34135,0.030904592962293437,0.01603600031569334
2016-04-01,04Q,113685,54683,0.024297289308615647,0.011687106225650081
2016-04-01,01K,380003,141892,0.03575053660661408,0.013349144980923006
2016-04-01,04N,72804,25712,0.024930264157249273,0.00880455678274811
2016-04-01,99E,121028,62731,0.02149125836655569,0.011139307669236912
2016-04-01,08A,174402,66557,0.03310171257641872,0.012632599878147617
2016-04-01,01R,130906,54615,0.028982381999068354,0.012091674887928118
2016-04-01,06L,212036,87393,0.019631008950497984,0.00809113907643452
2016-04-01,10V,108883,76582,0.021704402475605147,0.015265620440167826
2016-04-01,02D,87055,40877,0.02554513203184375,0.011994812039120981
2016-04-01,08M,213957,57337,0.025759094908353836,0.006903018946612095
2016-04-01,01W,229294,95100,0.02549199277000151,0.010572838855038263
2016-04-01,00K,313565,162131,0.03480945137689189,0.017998472920086297
2016-04-01,05L,384012,130825,0.03086638760251701,0.01051554419679408
2016-04-01,07M,131579,76283,0.01950427517157163,0.011307614611092944
2016-04-01,08G,142363,59496,0.02405896383694193,0.010054663869423216
2016-04-01,06T,311045,119621,0.028310536030230187,0.010887603499404154
2016-04-01,99K,96481,37570,0.02369362844954461,0.009226372247897421
2016-04-01,06W,179089,74983,0.03494097032605576,0.014629479074419083
2016-04-01,03J,181131,71027,0.034785322376519795,0.013640387854299219
2016-04-01,00X,135104,53769,0.028561528823141297,0.011366982793192537
2016-04-01,03A,198269,86201,0.03190770135451104,0.013872444832324804
2016-04-01,04C,283817,108995,0.030744197921847037,0.011806776382287594
2016-04-01,01F,199035,68780,0.05169047473117889,0.017862541020476217
2016-04-01,00J,261700,164387,0.027583683065695017,0.017326705800995056
2016-04-01,99D,157318,60980,0.0252365677574846,0.009782262054255782
2016-04-01,01E,170570,54939,0.030912329646459145,0.00995657195548349
2016-04-01,05F,150277,59004,0.030490295277663424,0.011971555078709667
2016-04-01,03Q,262305,90722,0.030832957087524787,0.010664026735649049
2016-04-01,07H,168081,73330,0.021904336688815876,0.009556374660972198
2016-04-01,04L,111957,45482,0.030098508314949163,0.012227376181752975
2016-04-01,07V,193369,81821,0.025830233163909352,0.010929650087160958
2016-04-01,09J,185178,72791,0.030447498215600804,0.01196850512810268
2016-04-01,00Q,204516,71345,0.04244283065929831,0.0148060970945434
2016-04-01,02M,258870,76187,0.03970899398666519,0.011686596070854332
2016-04-01,99A,669182,193463,0.04543289678694827,0.013134819094197652
2016-04-01,14Y,218849,116682,0.020195209251838132,0.010767320873858125
2016-04-01,99N,274388,160542,0.021904656451870036,0.012816221394871931
2016-04-01,05R,146673,67081,0.021212554648291988,0.009701576829832859
2016-04-01,04J,286034,102664,0.031867278534814206,0.011437879005636272
2016-04-01,03F,277276,143747,0.029826044144429926,0.015462587341238941
2016-04-01,07P,157671,41724,0.023861045965856236,0.006314276448296678
2016-04-01,09A,68918,38341,0.021983749671446326,0.012230171307248086
2016-04-01,12F,251005,110753,0.027000486429352537,0.011913646634569357
2016-04-01,02Q,123549,45567,0.034799653211818514,0.012834711716832465
2016-04-01,05T,255170,91787,0.030778512914262115,0.011071314672027968
2016-04-01,11E,130229,60637,0.02381878199364535,0.011090459757417112
2016-04-01,00R,310902,106806,0.04682546758897233,0.016086229394818234
2016-04-01,06Q,229713,94761,0.022469688911704012,0.009269175845346079
2016-04-01,02A,123030,73273,0.018970685718664868,0.011298374824544672
2016-04-01,99P,825729,323334,0.030497602788676432,0.011942068039361467
2016-04-01,05G,253586,70920,0.03959600476739732,0.011073752723351519
2016-04-01,11N,464682,214287,0.026783548212340726,0.012351169607985369
2016-04-01,00M,390752,183103,0.03742369603628821,0.01753641955852428
2016-04-01,02F,161994,89915,0.025090281895111304,0.013926396635671277
2016-04-01,02P,396395,169718,0.038899178612482946,0.016654828632433255
2016-04-01,01J,226117,80455,0.03915637092581837,0.013932282061219266
2016-04-01,10Q,396391,169191,0.025995886733008837,0.011095786918079619
2016-04-01,07K,122220,77656,0.015943882542818366,0.01013040535710279
2016-04-01,06H,548233,269316,0.023702091378297412,0.011643502747258092
2016-04-01,00P,375654,186530,0.03001696002109515,0.014904842096010899
2016-04-01,01H,386764,118708,0.03693937396068494,0.011337661220085084
2016-04-01,99C,240395,125984,0.03024500726826294,0.015850525159362045
2016-04-01,00L,346169,182300,0.029229435647433407,0.015392846033374189
2016-04-01,08V,152667,54715,0.02331616544402155,0.008356383450710625
2016-04-01,08P,71328,28280,0.01871735425285275,0.007421023697155056
2016-04-01,07L,125543,48975,0.027435749671484745,0.010702833612076862
2016-04-01,07J,203461,83729,0.03201304683375908,0.013174123779711167
2016-04-01,15F,634203,239491,0.030540586041313482,0.011532893240208904
2016-04-01,08K,152277,45003,0.024309307065737952,0.00718422181865551
2016-04-01,08W,128506,44682,0.028581367242077993,0.009937844545083722
2016-04-01,08N,125958,46642,0.024190509625847765,0.008957698200739862
2016-04-01,09N,99230,44755,0.025154978292645458,0.011345470658947369
2016-04-01,99M,97859,51095,0.02315260504957183,0.012088641361631252
2016-04-01,08F,175912,55201,0.028390445773832186,0.008908891929836
2016-04-01,02T,193234,81099,0.03075808359919591,0.012908959198749646
2016-04-01,09E,100534,63037,0.02191552797143269,0.01374151169490125
2016-04-01,10L,88804,56542,0.020382087247470315,0.012977388148579641
2016-04-01,09C,52402,32316,0.01800226462593821,0.011101888928892394
2016-04-01,08R,82670,34983,0.021755829954517237,0.009206292479725129
2016-04-01,01A,453989,130284,0.03989011851254755,0.011447511283949049
2016-04-01,05V,132835,46483,0.03410733327564688,0.011935191573394765
2016-04-01,05W,376013,103252,0.04237366351493389,0.011635676174078966
2016-04-01,01D,257707,93453,0.04117448752975762,0.0149312179456454
