pct_id,month,numerator,denominator,calc_value,percentile
00C,2018-06-01,2,108.35599999999998,0.01845767654767618,0.2578947368421053
00C,2018-04-01,2,108.27299999999998,0.01847182584762591,0.3684210526315789
00C,2018-01-01,2,108.21900000000001,0.018481043070070872,0.6368421052631579
00C,2018-02-01,4,108.293,0.03693682878856436,0.7263157894736842
00C,2018-10-01,1,108.63400000000001,0.00920522120146547,0.12631578947368421
00C,2019-04-01,1,108.742,0.00919607879200309,0.07368421052631578
00C,2018-07-01,8,108.428,0.07378168000885381,0.5684210526315789
00C,2017-12-01,6,108.21000000000001,0.05544774050457443,0.9315789473684211
00C,2018-05-01,2,108.29899999999999,0.01846739120398157,0.3
00C,2018-03-01,2,108.23500000000001,0.01847831108236707,0.42105263157894735
00C,2019-03-01,1,108.67000000000002,0.009202171712524155,0.11052631578947368
00D,2017-11-01,2,291.72599999999994,0.006855748202080035,0.6526315789473685
00D,2017-12-01,6,291.96799999999996,0.02055019728189391,0.7684210526315789
00D,2018-06-01,1,292.19300000000004,0.0034223954714863117,0.11578947368421053
00D,2018-02-01,7,291.9730000000001,0.02397481958948258,0.6105263157894737
00D,2018-03-01,2,291.90999999999997,0.006851426809633107,0.24736842105263157
00D,2018-09-01,6,292.75199999999995,0.020495163141498608,0.3
00D,2019-02-01,6,292.80999999999995,0.020491103445920568,0.21052631578947367
00D,2018-04-01,5,292.023,0.01712193902535074,0.35789473684210527
00D,2018-01-01,4,292.031,0.013697175984741346,0.5684210526315789
00J,2019-03-01,12,262.14,0.04577706569008927,0.3157894736842105
00J,2018-05-01,3,259.54699999999997,0.011558600176461297,0.20526315789473684
00J,2018-11-01,4,261.49399999999997,0.015296718089133979,0.21578947368421053
00J,2017-11-01,2,259.269,0.007713995888440192,0.6842105263157895
00J,2019-02-01,10,262.32,0.03812137846904544,0.3
00J,2019-04-01,2,262.0129999999999,0.0076332090392461464,0.06315789473684211
00J,2018-10-01,10,258.6470000000001,0.038662733377924335,0.3894736842105263
00J,2018-07-01,1,259.34299999999996,0.0038558974022819205,0.08947368421052632
00J,2018-08-01,2,258.77299999999997,0.007728781596225264,0.14736842105263157
00J,2018-09-01,3,258.738,0.011594740625652205,0.19473684210526315
00J,2018-12-01,8,262.6859999999999,0.030454611208819666,0.29473684210526313
00J,2019-01-01,12,262.469,0.04571968499137041,0.3526315789473684
00K,2018-04-01,4,297.15200000000004,0.013461124273099288,0.29473684210526313
00K,2018-07-01,3,297.552,0.010082271334086143,0.16842105263157894
00K,2019-01-01,2,298.21900000000005,0.006706480807728547,0.13157894736842105
00K,2018-06-01,2,297.40099999999995,0.006724926950481001,0.15263157894736842
00K,2018-10-01,3,298.049,0.010065459035259303,0.14210526315789473
00K,2018-12-01,3,298.193,0.010060598337318448,0.14736842105263157
00K,2018-11-01,1,297.96099999999996,0.003356143924876075,0.09473684210526316
00K,2018-05-01,3,297.18899999999996,0.010094586273381587,0.18421052631578946
00K,2019-04-01,2,298.70500000000004,0.006695569207077216,0.05789473684210526
00L,2017-12-01,6,324.71200000000005,0.018477912734977453,0.7263157894736842
00L,2019-01-01,17,326.53399999999993,0.052061959857166495,0.39473684210526316
00L,2018-10-01,6,326.29,0.018388550062827545,0.22105263157894736
00L,2018-06-01,11,325.60200000000003,0.03378357626795904,0.45263157894736844
00L,2018-08-01,2,326.10800000000006,0.0061329375544298195,0.14210526315789473
00L,2018-01-01,6,324.86,0.018469494551499106,0.631578947368421
00L,2018-12-01,10,326.405,0.03063678558845606,0.3
00L,2018-02-01,3,324.98100000000005,0.009231308907289962,0.3736842105263158
00L,2018-05-01,5,325.44900000000007,0.015363390270057672,0.25263157894736843
00L,2018-09-01,6,326.35400000000004,0.018384943956562504,0.2894736842105263
00L,2017-11-01,2,324.5159999999999,0.006163024319293966,0.631578947368421
00L,2018-03-01,3,325.14799999999997,0.009226567593834193,0.2736842105263158
00L,2019-02-01,5,326.6740000000001,0.01530577884986255,0.17894736842105263
00L,2019-03-01,10,326.88599999999997,0.030591704753339086,0.23684210526315788
00L,2018-04-01,3,325.159,0.009226255462712088,0.23157894736842105
00L,2018-07-01,2,325.8369999999999,0.00613803834432554,0.12631578947368421
00L,2018-11-01,14,326.266,0.04290977300730079,0.3894736842105263
00L,2019-04-01,11,326.91400000000004,0.033647993050159974,0.15263157894736842
00M,2017-12-01,4,295.68499999999995,0.013527909768841844,0.6421052631578947
00M,2018-05-01,3,296.17800000000005,0.010129044020825312,0.18947368421052632
00M,2018-08-01,1,296.768,0.00336963554021997,0.11578947368421053
00M,2019-02-01,2,297.784,0.006716277570319427,0.11578947368421053
00M,2018-02-01,4,296.06,0.013510774842937242,0.4368421052631579
00M,2018-06-01,7,296.30800000000005,0.023624066849359446,0.33157894736842103
00M,2018-04-01,6,296.28399999999993,0.020250840409877013,0.4
00M,2018-07-01,3,296.486,0.010118521616535014,0.17894736842105263
00M,2018-01-01,2,295.90899999999993,0.0067588346417310746,0.42105263157894735
00M,2018-03-01,3,296.05299999999994,0.010133320722978657,0.3
00N,2018-02-01,2,157.02300000000005,0.012736987575068616,0.41578947368421054
00N,2018-07-01,1,157.38900000000004,0.00635368418377396,0.1368421052631579
00N,2018-11-01,6,157.681,0.03805150905943011,0.3526315789473684
00N,2018-10-01,3,157.64000000000001,0.019030702867292564,0.23684210526315788
00N,2018-04-01,14,157.145,0.08908969423144229,0.7631578947368421
00N,2018-06-01,2,157.277,0.01271641753085321,0.21052631578947367
00N,2018-03-01,3,157.03099999999998,0.019104508027077458,0.45263157894736844
00N,2019-03-01,11,157.834,0.06969347542354626,0.39473684210526316
00N,2019-04-01,10,157.936,0.06331678654644919,0.21052631578947367
00N,2018-09-01,2,157.57899999999998,0.012692046529042577,0.21578947368421053
00P,2018-02-01,1,284.0010000000001,0.003521114362273371,0.24210526315789474
00P,2019-02-01,1,283.95699999999994,0.0035216599696432918,0.09473684210526316
00P,2018-11-01,1,284.0429999999999,0.003520593712923749,0.1
00P,2019-03-01,1,284.047,0.003520544135301552,0.06842105263157895
00P,2017-12-01,2,284.0969999999999,0.007039849065636035,0.5368421052631579
00P,2018-08-01,5,284.13199999999995,0.017597454704151593,0.2789473684210526
00Q,2018-04-01,7,174.98600000000002,0.04000320025602048,0.5789473684210527
00Q,2018-05-01,3,175.10099999999997,0.017132968972193196,0.2789473684210526
00Q,2019-03-01,10,176.69700000000003,0.056594056492187184,0.3473684210526316
00Q,2018-12-01,15,176.20199999999997,0.08512956720128036,0.4842105263157895
00Q,2018-09-01,3,175.768,0.01706795321105093,0.2736842105263158
00Q,2018-03-01,6,174.843,0.03431650108954891,0.6157894736842106
00Q,2018-02-01,3,174.738,0.017168560931222744,0.48947368421052634
00Q,2018-07-01,11,175.43500000000003,0.06270128537635021,0.5263157894736842
00Q,2017-12-01,2,174.60600000000002,0.01145436010217289,0.5947368421052631
00Q,2018-08-01,8,175.584,0.0455622380171314,0.4421052631578947
00Q,2018-06-01,4,175.29899999999998,0.022818156407053095,0.30526315789473685
00Q,2017-11-01,2,174.57299999999998,0.011456525350426471,0.7631578947368421
00Q,2018-11-01,17,176.04,0.09656896159963645,0.5263157894736842
00Q,2019-04-01,14,176.92100000000008,0.0791313637160088,0.24736842105263157
00Q,2019-01-01,11,176.318,0.06238727753263989,0.4263157894736842
00Q,2018-10-01,6,175.887,0.03411281106619591,0.3631578947368421
00Q,2019-02-01,8,176.51799999999994,0.04532115704913948,0.32105263157894737
00Q,2018-01-01,2,174.629,0.011452851473695664,0.531578947368421
00R,2019-04-01,1,174.194,0.005740725857377407,0.04736842105263158
00T,2018-08-01,6,310.2180000000001,0.0193412374523722,0.29473684210526313
00T,2018-10-01,13,310.5390000000001,0.04186269679492752,0.4105263157894737
00T,2019-01-01,12,311.69599999999997,0.03849905035675787,0.32105263157894737
00T,2018-06-01,13,309.56,0.04199508980488435,0.5052631578947369
00T,2018-02-01,7,308.81899999999996,0.022666999115987036,0.5947368421052631
00T,2018-09-01,10,310.54499999999996,0.03220145228549808,0.3526315789473684
00T,2019-03-01,10,312.48999999999995,0.032001024032769054,0.25263157894736843
00T,2019-02-01,19,312.12000000000006,0.060874022811739065,0.3736842105263158
00T,2018-05-01,11,309.36,0.03555727954486682,0.5
00T,2018-01-01,4,308.5510000000001,0.012963821215941607,0.5526315789473685
00T,2018-12-01,18,311.364,0.05781015146259684,0.43157894736842106
00T,2018-03-01,2,308.82400000000007,0.006476180607724787,0.23684210526315788
00T,2018-07-01,17,309.8659999999999,0.0548624244028064,0.48947368421052634
00T,2017-11-01,4,308.386,0.012970757427379971,0.8105263157894737
00T,2018-11-01,15,310.911,0.04824531779190829,0.4105263157894737
00T,2018-04-01,2,309.149,0.006469372373839152,0.18421052631578946
00T,2019-04-01,27,312.87300000000005,0.08629699590568696,0.2736842105263158
00V,2018-07-01,92,204.561,0.4497435972643857,0.8473684210526315
00V,2018-04-01,25,203.95199999999994,0.1225778614575979,0.8789473684210526
00V,2018-09-01,110,205.095,0.5363368195226602,0.8105263157894737
00V,2018-08-01,99,204.792,0.4834173209891011,0.8368421052631579
00V,2018-02-01,17,203.79000000000008,0.0834192060454389,0.9105263157894737
00V,2018-11-01,168,205.20599999999996,0.8186895120025732,0.8263157894736842
00V,2019-01-01,216,205.32899999999998,1.0519702526189678,0.8157894736842105
00V,2018-06-01,49,204.28599999999997,0.239859804391882,0.8368421052631579
00V,2018-10-01,141,205.14900000000003,0.6873053244227365,0.8315789473684211
00V,2019-03-01,229,205.58300000000003,1.1139053326393717,0.7789473684210526
00V,2018-01-01,5,203.60699999999997,0.024557112476486568,0.6947368421052632
00V,2019-02-01,204,205.44199999999995,0.9929809873346251,0.7947368421052632
00V,2018-12-01,172,205.347,0.8376065878732097,0.7947368421052632
00V,2018-03-01,17,203.92600000000002,0.08336357306081617,0.8736842105263158
00V,2018-05-01,51,204.05499999999995,0.249932616206415,0.8789473684210526
00V,2019-04-01,255,205.76099999999994,1.2393019085249395,0.7789473684210526
00X,2018-08-01,22,184.12000000000003,0.1194872908972409,0.631578947368421
00X,2018-12-01,18,184.515,0.09755304446792945,0.5157894736842106
00X,2018-05-01,9,183.56700000000006,0.049028420140874975,0.5736842105263158
00X,2019-02-01,20,184.86899999999997,0.10818471458167678,0.5105263157894737
00X,2019-04-01,43,185.16500000000002,0.23222531255906892,0.45789473684210524
00X,2018-03-01,15,183.39600000000002,0.08179022443237584,0.868421052631579
00X,2018-07-01,12,183.899,0.06525320964224927,0.531578947368421
00X,2018-11-01,21,184.40800000000004,0.11387792286668688,0.5473684210526316
00X,2019-01-01,19,184.6,0.1029252437703142,0.5052631578947369
00X,2018-10-01,18,184.33900000000006,0.0976461844753416,0.5473684210526316
00X,2018-02-01,14,183.344,0.0763591936469151,0.8894736842105263
00X,2017-11-01,3,182.973,0.016395861684510828,0.8421052631578947
00X,2018-04-01,10,183.43200000000002,0.05451611496358323,0.6368421052631579
00X,2018-09-01,14,184.308,0.07595980641100766,0.531578947368421
00X,2019-03-01,21,185.085,0.11346138260799092,0.4789473684210526
00X,2018-06-01,14,183.693,0.07621411812099535,0.6684210526315789
00Y,2018-02-01,25,254.78500000000005,0.09812194595443215,0.9368421052631579
00Y,2018-08-01,111,256.14599999999996,0.43334660701318783,0.8210526315789474
00Y,2018-01-01,27,254.391,0.10613583027701452,0.968421052631579
00Y,2018-06-01,94,255.58599999999998,0.3677822728944465,0.8789473684210526
00Y,2018-12-01,148,257.232,0.575356098774647,0.7263157894736842
00Y,2019-04-01,240,258.307,0.9291269690716859,0.7263157894736842
00Y,2018-11-01,145,256.924,0.5643692298111505,0.7684210526315789
00Y,2019-03-01,203,258.02700000000004,0.7867393722362387,0.7052631578947368
00Y,2018-04-01,56,255.199,0.21943659653838768,0.9157894736842105
00Y,2018-03-01,36,255.073,0.14113606692985928,0.9052631578947369
00Y,2019-02-01,191,257.79699999999997,0.7408930282353946,0.7473684210526316
00Y,2019-01-01,188,257.506,0.730080075804059,0.7473684210526316
00Y,2018-09-01,154,256.45199999999994,0.6005022382356153,0.8368421052631579
00Y,2018-07-01,115,255.831,0.44951550046710526,0.8421052631578947
00Y,2018-10-01,135,256.6320000000001,0.5260450762180864,0.7842105263157895
00Y,2018-05-01,74,255.45299999999997,0.2896814678238267,0.9052631578947369
01A,2019-04-01,57,385.06399999999985,0.14802734090956315,0.3684210526315789
01A,2018-03-01,2,381.48300000000006,0.005242697577611584,0.21578947368421053
01A,2018-05-01,8,382.268,0.020927726097920832,0.3368421052631579
01A,2019-01-01,5,384.219,0.013013411622017652,0.15263157894736842
01A,2017-11-01,4,380.8389999999999,0.010503125992873633,0.7421052631578947
01A,2018-08-01,4,383.319,0.010435172793417493,0.18947368421052632
01A,2018-06-01,2,382.535,0.005228279765250238,0.13157894736842105
01A,2018-09-01,6,383.6020000000001,0.015641211463965254,0.24736842105263157
01A,2018-07-01,4,382.8899999999998,0.0104468646347515,0.18421052631578946
01A,2019-03-01,15,384.83099999999996,0.03897814884975483,0.2736842105263158
01A,2018-12-01,7,384.1390000000001,0.01822257047579131,0.18947368421052632
01A,2018-04-01,6,381.78300000000013,0.015715733806900774,0.3263157894736842
01A,2018-11-01,5,383.9019999999999,0.013024157206787153,0.19473684210526315
01A,2018-02-01,2,381.38300000000004,0.005244072231850921,0.2789473684210526
01A,2018-10-01,5,383.64899999999994,0.01303274607779507,0.18421052631578946
01A,2019-02-01,4,384.5689999999999,0.01040125439127959,0.14736842105263157
01C,2019-01-01,719,209.51500000000001,3.4317351979571864,1.0
01C,2018-02-01,6,208.20900000000003,0.02881719810382836,0.6578947368421053
01C,2018-12-01,673,209.395,3.214021347214594,1.0
01C,2018-04-01,228,208.30300000000003,1.094559367843958,1.0
01C,2018-11-01,565,209.297,2.69951313205636,0.9947368421052631
01C,2019-03-01,778,209.71299999999997,3.7098320085068646,1.0
01C,2018-08-01,473,209.11900000000003,2.2618700357212878,0.9947368421052631
01C,2018-06-01,392,208.73600000000002,1.8779702590832437,1.0
01C,2018-05-01,328,208.54399999999995,1.572809574957803,1.0
01C,2018-09-01,504,209.35200000000003,2.4074286369368334,0.9947368421052631
01C,2018-01-01,1,208.17899999999995,0.004803558476119111,0.3631578947368421
01C,2018-10-01,498,209.327,2.3790528694339477,0.9947368421052631
01C,2019-04-01,749,209.78499999999997,3.570321996329576,0.9947368421052631
01C,2018-03-01,108,208.26,0.5185825410544512,0.9736842105263158
01C,2019-02-01,716,209.67200000000003,3.4148574917013237,1.0
01C,2018-07-01,478,208.944,2.2876943104372467,1.0
01D,2019-04-01,188,236.01199999999997,0.7965696659491891,0.6947368421052632
01D,2018-02-01,16,232.96499999999995,0.06867984461185159,0.8789473684210526
01D,2018-12-01,152,235.151,0.6463931686448282,0.7578947368421053
01D,2018-07-01,65,234.021,0.277752851239846,0.7947368421052632
01D,2019-02-01,142,235.584,0.6027574028796523,0.7052631578947368
01D,2018-11-01,136,234.90699999999995,0.5789525216362221,0.7736842105263158
01D,2018-03-01,33,233.12499999999997,0.1415549597855228,0.9105263157894737
01D,2019-01-01,148,235.30300000000003,0.6289762561463305,0.7157894736842105
01D,2018-05-01,34,233.48,0.1456227514133973,0.8052631578947368
01D,2019-03-01,191,235.79700000000005,0.810018787346743,0.7263157894736842
01D,2018-01-01,8,232.76999999999992,0.034368690123297685,0.7789473684210526
01D,2018-09-01,71,234.67300000000003,0.30254865280624527,0.7421052631578947
01D,2018-06-01,33,233.83900000000003,0.14112273829429647,0.7684210526315789
01D,2018-04-01,28,233.28999999999996,0.12002228985383001,0.8631578947368421
01D,2018-08-01,49,234.35699999999997,0.20908272421988677,0.7263157894736842
01D,2018-10-01,126,234.67100000000002,0.5369219034307605,0.7947368421052632
01E,2018-08-01,2,209.159,0.009562103471521666,0.17894736842105263
01E,2018-03-01,2,209.21499999999997,0.009559544009750736,0.2789473684210526
01E,2018-05-01,4,209.10000000000002,0.019129603060736487,0.30526315789473685
01E,2019-01-01,4,210.714,0.01898307658722249,0.2
01E,2018-10-01,2,210.25600000000006,0.009512213682368159,0.13157894736842105
01E,2018-02-01,2,209.18099999999998,0.00956109780525,0.38421052631578945
01E,2019-04-01,23,210.851,0.1090817686423114,0.3105263157894737
01F,2018-08-01,48,131.772,0.36426554958564794,0.7947368421052632
01F,2018-09-01,51,131.95000000000002,0.38651004168245545,0.7789473684210526
01F,2018-05-01,2,131.384,0.015222553735614689,0.24736842105263157
01F,2018-04-01,4,131.206,0.030486410682438306,0.5263157894736842
01F,2019-01-01,159,132.19500000000002,1.20276863724044,0.8526315789473684
01F,2018-07-01,23,131.601,0.17477070842926726,0.7263157894736842
01F,2018-10-01,106,132.024,0.8028843240622917,0.8473684210526315
01F,2018-03-01,2,131.11200000000002,0.015254133870278843,0.3631578947368421
01F,2018-06-01,5,131.523,0.038016164473133975,0.4789473684210526
01F,2019-04-01,244,132.55400000000003,1.840759237744617,0.8947368421052632
01F,2018-02-01,1,131.065,0.007629802006637928,0.3473684210526316
01F,2018-11-01,115,132.064,0.8707899200387691,0.8473684210526315
01F,2017-11-01,8,130.909,0.06111115354941219,0.9947368421052631
01F,2019-03-01,206,132.39100000000002,1.5559970088601187,0.8631578947368421
01F,2019-02-01,184,132.28699999999998,1.3909152070876203,0.8736842105263158
01F,2018-12-01,144,132.128,1.0898522644708164,0.8526315789473684
01G,2018-09-01,148,274.318,0.5395198273536552,0.8157894736842105
01G,2019-01-01,169,277.43899999999996,0.6091429106938824,0.7105263157894737
01G,2019-02-01,208,278.0279999999999,0.7481260880199119,0.7526315789473684
01G,2018-11-01,151,276.3350000000001,0.5464382000108562,0.7473684210526316
01G,2018-01-01,18,271.714,0.06624612644177333,0.9
01G,2019-03-01,224,278.5880000000001,0.8040547331543352,0.7210526315789474
01G,2019-04-01,213,278.94900000000007,0.7635804394351654,0.6842105263157895
01G,2018-07-01,91,273.6379999999999,0.3325561508270051,0.8263157894736842
01G,2017-12-01,4,271.5,0.014732965009208104,0.6631578947368421
01G,2018-12-01,159,277.144,0.5737089743959819,0.7210526315789474
01G,2018-10-01,179,275.61400000000015,0.6494590260291564,0.8157894736842105
01G,2018-04-01,26,272.631,0.09536699788358625,0.7947368421052632
01G,2017-11-01,2,270.91599999999994,0.0073823620605649,0.6736842105263158
01G,2018-03-01,33,272.601,0.12105604895066416,0.8947368421052632
01G,2018-05-01,42,273.21000000000015,0.15372790161414288,0.8157894736842105
01G,2018-06-01,94,273.433,0.34377708616004654,0.868421052631579
01G,2018-08-01,115,273.7969999999999,0.4200192113134915,0.8157894736842105
01G,2018-02-01,16,272.066,0.0588092595179111,0.8473684210526315
01H,2018-09-01,14,324.8200000000001,0.04310079428606611,0.4263157894736842
01H,2018-07-01,4,324.353,0.012332242957518506,0.21578947368421053
